	chao1
BioGeo-TL1a_FP_85_merged_R1_001.fastq_profiled_metagenome	156.0
BioGeo-TL1a_FP_233-REP1_S13_R1_001.fastq_profiled_metagenome	93.0
BioGeo-TL1a_FP_229-REP1_S12_R1_001.fastq_profiled_metagenome	169.0
BioGeo-TL1a_FP_197-REP1_S10_R1_001.fastq_profiled_metagenome	27.0
BioGeo-TL1a_FP_193-Rep1_S85_R1_001.fastq_profiled_metagenome	117.0
BioGeo-TL1a_FP_131_merged_R1_001.fastq_profiled_metagenome	23.0
BioGeo-TL1a_FP_127_merged_R1_001.fastq_profiled_metagenome	154.0
BioGeo-TL1A_FP_677-REP1_S21_R1_001.fastq_profiled_metagenome	78.0
BioGeo-TL1A_FP_673-REP1_S20_R1_001.fastq_profiled_metagenome	155.0
BioGeo-TL1A_FP_629_merged_R1_001.fastq_profiled_metagenome	124.0
BioGeo-TL1A_FP_625-REP1_S16_R1_001.fastq_profiled_metagenome	123.0
