OTU.ID,TL1A_FP_719,TL1A_FP_761,TL1A_FP_574,TL1A_DTT_741,TL1A_FP_561,TL1A_DTT_744,TL1a_DTT_284,TL1A_FP_720,TL1A_DTT_642,TL1a_DTT_173_Repeat,TL1A_DTT_576,TL1A_DTT_802,TL1a_DTT_131,TL1A_FP_790,TL1A_FP_641,TL1A_FP_642,TL1A_DTT_804,TL1A_DTT_690,TL1A_FP_689,TL1a_FP_162,TL1A_DTT_720,TL1a_DTT_174_Repeat,TL1A_DTT_673,TL1A_FP_540,TL1A_FP_638,TL1A_FP_701,TL1a_FP_88,TL1A_FP_551,TL1A_DTT_572,TL1A_FP_514,TL1A_FP_537,TL1a_FP_140,TL1A_FP_549,TL1A_FP_626,TL1A_DTT_516,TL1a_DTT_76_Repeat,TL1A_FP_739,TL1a_FP_230,TL1a_FP_89,TL1a_FP_207,TL1A_DTT_513,TL1a_DTT_78,TL1a_DTT_231,TL1A_FP_573,TL1A_DTT_716,TL1a_FP_234,TL1a_FP_205,TL1A_FP_640,TL1A_FP_758,TL1a_FP_65,TL1A_FP_718,TL1a_FP_128,TL1A_DTT_773,TL1A_DTT_812,TL1A_DTT_527,TL1A_FP_733,TL1a_FP_64,TL1a_DTT_172_Re_extracted,TL1A_DTT_552,TL1A_DTT_822,TL1A_DTT_770,TL1A_DTT_675,TL1A_FP_814,TL1a_FP_209,TL1A_FP_629,TL1a_DTT_268_Repeat,TL1a_FP_85,TL1a_DTT_267,TL1A_FP_527,TL1A_FP_815,TL1a_DTT_139,TL1A_DTT_563,TL1a_FP_129,TL1A_DTT_626,TL1a_DTT_171,TL1A_FP_713,TL1A_DTT_700,TL1A_DTT_803,TL1a_FP_206,TL1a_DTT_143,TL1a_FP_287,TL1a_FP_242,TL1A_DTT_629,TL1a_FP_86,TL1A_FP_799,TL1a_FP_77,TL1a_FP_245,TL1a_FP_198,TL1A_FP_759,TL1a_FP_161,TL1a_FP_266,TL1a_FP_127,TL1A_FP_744,TL1A_DTT_757,TL1a_FP_76,TL1A_FP_676,TL1A_FP_818,TL1a_FP_73,TL1A_FP_760,TL1A_DTT_514,TL1a_FP_102,TL1A_DTT_734,TL1A_FP_698,TL1a_DTT_169_Re_extracted,TL1a_FP_197,TL1A_FP_820,TL1A_FP_576,TL1a_DTT_209,TL1A_FP_697,TL1A_FP_822,TL1a_FP_159,TL1A_DTT_677,TL1A_DTT_676,TL1A_DTT_550,TL1A_DTT_564,TL1a_DTT_160,TL1A_DTT_815,TL1A_DTT_561,TL1A_FP_677,TL1a_FP_132,TL1A_DTT_736,TL1a_FP_98,TL1A_FP_770,TL1a_FP_75,TL1a_FP_130,TL1A_DTT_539,TL1a_DTT_234,TL1a_FP_173,TL1A_FP_685,TL1a_DTT_74,TL1A_DTT_769,TL1a_DTT_158,TL1A_DTT_821,TL1A_DTT_698,TL1A_FP_525,TL1A_DTT_523,TL1a_DTT_269_Repeat,TL1a_DTT_161_Repeat,TL1A_DTT_717,TL1A_FP_712,TL1a_FP_193,TL1a_FP_139,TL1a_FP_90,TL1a_DTT_141,TL1A_DTT_699,TL1A_DTT_738,TL1A_FP_515,TL1a_DTT_210,TL1A_FP_686,TL1A_FP_674,TL1A_FP_678,TL1a_FP_265,TL1A_FP_559,TL1a_FP_141,TL1a_FP_174,TL1a_FP_144,TL1A_DTT_540,TL1a_FP_195,TL1A_DTT_787,TL1a_FP_142,TL1A_DTT_674,TL1A_FP_801,TL1a_FP_158,TL1A_DTT_714,TL1a_DTT_143_Repeat,TL1a_DTT_129,TL1A_FP_523,TL1A_DTT_816,TL1A_DTT_762,TL1A_DTT_790,TL1a_DTT_265,TL1A_DTT_713,TL1a_DTT_285,TL1A_DTT_528,TL1A_DTT_559,TL1A_DTT_712,TL1A_DTT_760,TL1a_DTT_144_Repeat,TL1A_FP_734,TL1A_DTT_737,TL1a_DTT_241,TL1a_DTT_159,TL1a_FP_62,TL1A_DTT_627,TL1a_FP_157,TL1A_FP_787,TL1a_DTT_243,TL1A_FP_513,TL1A_FP_625,TL1a_DTT_127_Repeat,TL1A_FP_774,TL1A_FP_710,TL1A_FP_742,TL1a_DTT_205,TL1A_DTT_813,TL1A_DTT_640,TL1A_DTT_574,TL1A_DTT_799,TL1a_DTT_206,TL1a_DTT_64,TL1A_FP_536,TL1A_DTT_814,TL1a_DTT_287,TL1A_DTT_739,TL1a_DTT_157_Repeat,TL1A_DTT_710,TL1a_DTT_233,TL1A_FP_737,TL1A_FP_792,TL1a_DTT_62,TL1A_FP_762,TL1A_DTT_571,TL1A_DTT_525,TL1a_DTT_65,TL1A_DTT_742,TL1a_DTT_242,TL1A_FP_789,TL1a_FP_231,TL1a_FP_284,TL1A_DTT_688,TL1a_DTT_245_Repeat,TL1A_FP_562,TL1a_FP_74,TL1A_FP_630,TL1A_FP_563,TL1A_FP_803,TL1a_FP_267,TL1A_FP_772,TL1a_DTT_130_Repeat,TL1A_FP_639,TL1A_FP_673,TL1A_DTT_709,TL1a_FP_172,TL1A_DTT_818,TL1A_FP_769,TL1A_FP_811,TL1a_DTT_102_Repeat,TL1a_FP_269,TL1A_FP_714,TL1a_DTT_73,TL1a_DTT_195,TL1A_DTT_758,TL1a_DTT_63,TL1A_DTT_759,TL1A_DTT_511,TL1A_FP_700,TL1A_DTT_774,TL1A_FP_512,TL1a_FP_171,TL1A_FP_802,TL1A_FP_687,TL1a_DTT_85,TL1A_DTT_702,TL1A_DTT_638,TL1a_DTT_86,TL1a_DTT_193,TL1A_FP_675,TL1a_FP_288,TL1a_FP_66,TL1a_DTT_207,TL1A_FP_637,TL1A_FP_738,TL1A_FP_538,TL1A_FP_740,TL1a_DTT_196_Repeat,TL1a_DTT_286,TL1A_DTT_524,TL1a_DTT_90_Repeat,TL1A_DTT_801,TL1A_DTT_678,TL1A_FP_819,TL1A_DTT_701,TL1a_FP_143,TL1A_FP_526,TL1A_DTT_551,TL1A_FP_552,TL1A_FP_548,TL1a_DTT_132_Repeat,TL1a_DTT_131_Repeat,TL1a_DTT_230,TL1A_FP_547,TL1a_DTT_75,TL1a_DTT_61_Repeat,TL1a_FP_87,TL1a_FP_100,TL1A_DTT_733,TL1a_FP_99,TL1A_DTT_535,TL1A_FP_757,TL1A_FP_524,TL1a_DTT_246,TL1a_DTT_128,TL1A_FP_528,TL1a_DTT_283,TL1A_FP_716,TL1a_DTT_194,TL1A_DTT_512,TL1A_DTT_819,TL1a_FP_196,TL1A_DTT_573,TL1A_FP_773,TL1A_FP_702,TL1A_FP_516,TL1A_DTT_526,TL1a_DTT_100_Repeat,TL1A_FP_804,TL1a_FP_131,TL1A_DTT_715,TL1A_DTT_771,TL1A_DTT_536,TL1A_FP_688,TL1A_DTT_791,TL1a_DTT_198_Repeat,TL1A_DTT_743,TL1a_DTT_97,TL1A_DTT_575,TL1a_DTT_88_Repeat,TL1A_FP_817,TL1A_FP_816,TL1A_FP_560,TL1A_FP_715,TL1A_FP_564,TL1A_DTT_630,TL1A_FP_800,TL1a_FP_246,TL1A_FP_813,TL1A_FP_571,TL1a_DTT_229,TL1A_DTT_711,TL1A_FP_572,TL1A_DTT_562,TL1A_DTT_549,TL1a_FP_169,TL1a_FP_270,TL1a_DTT_162_Repeat,TL1a_DTT_66,TL1a_FP_160,TL1a_FP_283,TL1a_FP_194,TL1a_FP_61,TL1a_FP_241,TL1A_DTT_547,TL1a_FP_286,TL1A_DTT_817,TL1a_DTT_140,TL1a_FP_229,TL1a_DTT_89_Re_extracted,TL1a_FP_78,TL1A_DTT_735,TL1a_FP_210,TL1A_FP_511,TL1A_DTT_800,TL1a_FP_208,TL1A_FP_821,TL1A_DTT_641,TL1A_DTT_789,TL1A_DTT_560,TL1a_DTT_244_Repeat,TL1a_FP_101,TL1a_DTT_99,TL1A_FP_771,TL1A_DTT_639,TL1A_FP_535,TL1a_DTT_87,TL1A_FP_575,TL1a_DTT_197_Repeat,TL1a_FP_244,TL1A_DTT_538,TL1a_DTT_266,TL1A_DTT_740,TL1a_FP_232,TL1A_FP_690,TL1a_DTT_270_Repeat,TL1A_FP_711,TL1a_FP_233,TL1A_DTT_687,TL1A_FP_699,TL1A_DTT_515,TL1A_DTT_788,TL1A_DTT_761,TL1a_FP_63,TL1a_DTT_232,TL1A_DTT_689,TL1a_DTT_142_Repeat,TL1a_DTT_77,TL1a_DTT_98,TL1A_DTT_772,TL1A_DTT_537,TL1a_FP_243,TL1A_DTT_811,TL1A_DTT_628,TL1a_FP_268,TL1a_FP_97,TL1A_FP_791,TL1a_FP_285,TL1A_FP_539,TL1A_FP_812,TL1A_FP_627,TL1a_DTT_288,TL1A_DTT_548,TL1a_DTT_170,TL1A_DTT_697,TL1A_DTT_820,TL1a_DTT_101_Repeat,TL1A_FP_550,TL1a_DTT_208,TL1A_FP_788,TL1a_FP_170,TL1A_FP_735,TL1A_DTT_792
a1a3200b76bcd6000a0914892d370b6e,12690,15,1420,0,4,15,0,374,3,0,9,7,0,145,211,8,0,7,10,3,422,0,4,383,0,21,2,0,28,7,33,0,0,0,17,0,0,0,2,0,16,0,0,24,85,0,0,125,0,0,7651,0,23,40,0,0,0,0,0,90,0,0,0,29,0,0,0,0,5,0,0,43,0,0,0,9,0,5,0,28,2,0,0,2,0,0,62,0,0,0,4,0,2,0,0,8,0,0,42,19,2,0,0,0,3,0,69,11,0,0,0,0,0,0,16,0,54,9,249,4,0,0,0,0,0,12,0,3,0,0,11,0,34,0,0,2,0,0,22,9,0,0,85,0,0,0,33,0,0,0,4,12,2,0,6,0,14,0,15,48,0,0,2,11,14,2,0,3,0,8,0,10,0,2,10,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,12,0,3,3,455,28,0,0,49,3,0,0,0,0,0,0,2,0,2,27,0,0,2,2,2,0,0,0,0,217,0,0,51,0,6,47,0,0,0,2,0,2,2,0,0,16,8,0,0,0,0,0,2,0,45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2164,0,0,0,0,0,11,0,0,0,64,32,0,0,0,0,0,0,0,0,0,0,6,0,0,64,0,2,0,0,4,0,51,0,3,0,0,31,48,0,14,6,0,0,52,62,0,92,102,4,0,3,0,361,0,0,0,2,36,5,4,0,30,0,18,0,0,20,13,0,0,4,0,0,350,0,0,0,0,0,0,23,0,0,18,0,0,6,0,8,302,9,15,6,6,21,3,0,0,0,23,0,772,0,683,363,2,0,33,8,0,0,2,0,0,23,10,0,0,6,0,44,0,0,21,95,0,63,0,61,0,25,0,685,0,0,0,0,0,0,33,0,5,37,3,0,0,3
8f98fb8693ed59c21399d83ce2d10724,806,18816,14211,455,4203,306,5,1872,808,4272,1122,568,0,4461,15400,1934,24,1040,23612,21152,955,1708,753,1511,4997,12076,373,1642,4352,3753,9,13903,4282,1437,874,1752,854,4,12221,18280,1090,39658,676,4400,421,108,20913,22188,847,74710,253,39,370,1646,1086,1850,12550,1520,939,1132,2272,445,8448,168198,138,604,346,0,16556,14898,14794,2506,17,837,11128,18854,242,467,17695,121,1465,1407,1793,235,2930,25152,120426,1287,826,15763,11,3,675,1253,23443,101,2456,10070,13204,1797,3572,543,2221,900,2868,294,3064,33957,538,427,0,62,105,1872,3022,267,2348,3285,3734,14,201,14023,757,15308,9873,376,785,48363,1904,8250,2673,16,883,1455,1796,1440,229,202,557,8913,3,4412,19907,10334,789,1006,8063,7968,4935,272,3509,5,6147,7852,29321,5906,368,8,1738,1357,419,727,16,2488,275,5,780,577,1190,908,34,2380,45,1030,3390,2177,1314,563,1478,1067,7787,174,15095,632,0,148,8384,2537,2138,4,110,762,992,16518,1892,1722,2261,2599,15052,43444,47,3919,33,969,12,1366,56,4957,1866,14317,7396,3186,2736,46679,162,4163,238,7,12,754,16838,2656,8429,1026,7223,5586,12,704,0,5359,391,883,368,1517,1591,3106,255,215,12055,21397,3,1338,13032,1674,1320,1225,508,2595,6612,4599,2737,495,872,1037,303,169,150,272,61088,25860,7043,2013,1225,619,0,2,512,409,2391,48,817,1322,3580,13569,2304,1798,1364,7,0,0,1300,8625,75,339,5741,676,7385,204,705,1266,38640,0,10921,12,330,24,307,1509,20,5650,549,7124,5740,2425,230,2026,24,1082,2024,58,13334,780,0,94,11308,1400,170,1690,9980,4830,253,4100,2663,1309,130682,1184,5032,5207,1779,3757,1266,2741,16012,1830,0,32455,268,3,4,10825,1336,832,161,1486,12227,3,777,49647,1019,14282,1081,1322,182712,713,968,1447,2157,16564,484,13759,1101,3404,17,1222,16795,22,99526,359,356,175,65,5199,596,665,820,1818,983,1565,1841,1418,24058,198,3034,202,40178,11164,272,16,1421,1781,566,275,13497,2448,29,2034,1937,832,3,1046,7894,855,3624,178,5774,28162,207,4942,589,335
1e3e4d8ace0f5acef651d3c5038d743f,379,0,0,0,0,6,0,226,0,0,0,0,0,0,5,17,0,0,2,0,944,0,31,5,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,142,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,2,0,0,0,4,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,4,0,0,0,0,0,310,0,0,0,0,0,9,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,38,0,0,0,0,0,5,0,0,0,0,0,0,0,0
135167daa67f84ed57652d015b88386a,144,8,16,358,0,126,0,12,53,0,43,1601,0,14,153,120,123,65,40,0,4,0,186,817,16,1138,0,18644,4,925,0,0,6496,1597,179,0,380,0,0,0,357,0,0,0,0,7,0,202,0,0,211,0,54,341,686,2342,0,127,1810,550,717,857,10,3,11637,17,0,11,5209,3,0,38,0,1711,0,8,97,1098,0,0,4,0,5,0,1623,10,2,0,0,0,75,0,591,34,0,1148,0,0,394,379,0,351,1283,159,299,0,801,0,408,19,0,69,477,6899,167,0,65,2,5749,0,195,0,909,0,0,7,0,98,0,0,924,0,315,401,298,459,7,0,0,0,0,0,0,0,181,663,3676,0,0,1077,193,80,10,0,38,0,48,0,36,0,920,2163,0,76,0,0,140,28,22,34,70,41,0,627,5,9,10,0,2936,360,13,0,0,605,0,0,0,1840,3060,0,60,8,174,0,103,71,52,1260,0,0,54,6,0,342,0,0,0,423,931,0,19,5,274,0,92,0,0,0,0,10,0,510,0,897,426,3935,44,806,0,2,2385,12,12,0,972,0,0,272,40,0,0,0,0,2,261,1057,160,1371,0,1727,0,0,1041,0,0,0,1404,5,0,0,0,5397,195,356,0,0,135,0,1097,84,0,238,0,4219,522,8753,2279,0,0,0,2229,0,0,0,0,358,0,7,0,410,0,0,3453,0,0,0,114,468,7,3,442,3314,2248,1429,0,2560,0,121,337,6,336,45,0,25,0,29,0,0,27,0,0,794,49,1817,36,0,10,0,0,0,19,2403,0,18,0,0,0,0,0,0,0,3767,4,575,0,0,487,0,518,12,1016,430,0,594,51,11,39,0,0,0,1493,0,3,0,40,0,8,43,0,89,0,469,33,0,5,0,1551,280,62,43,0,0,35,0,0,0,472,0,0,260,693,24,0,16,0,2363,2,1229,0,1477,0,256,372,0,2191,0,2,0,2616,6
2e1a0c95b8b627148e4efc1a2e2124d3,143,3,3,0,0,17,1505,17,184,15,144,246,0,0,27,68,36,167,15,6,0,25,518,544,4,16,10090,893,17,335,0,8,654,217,275,295,3,523,20,6,3437,17,139,0,0,1263,3,22,0,11,140,8,24,286,1471,1068,4,35,1652,510,0,1444,0,0,415,13,14610,5,153,0,0,245,6,427,7,0,85,379,6,0,225,6,17,11465,71,92,494,88,0,3,10,20,76,120,4,15,0,6,32,694,8210,633,386,1547,16,0,130,0,632,7,0,10,155,2221,281,7,67,3,16,7,305,4,0,175,18,4,1923,561,0,4,92,11,183,690,366,1678,1589,0,0,0,122,3,329,5,496,396,370,0,0,319,111,19,5,3,159,10,50,10,52,5,824,101,2,54,259,4,249,40,97,16,2,74,1922,707,17,33,52,311,658,1320,3,10,4,315,6,0,0,1311,345,4,30,0,14,5,25,181,90,368,4,5,72,2,1034,21,0,0,1055,44,227,2,26,7,900,3,79,0,0,404,7946,18,0,84,1121,511,59,13,6,23,5,0,1145,24,79,0,0,0,0,56,4,2,2,0,2,0,4421,30,64,2433,4,5,0,6336,1341,0,5377,9,583,5115,930,10,0,1268,53,0,3,581,492,594,182,301,0,748,147,50,3608,2769,1806,0,0,93,899,0,858,10318,2727,504,0,23,0,680,3390,3,405,5108,0,6,1227,360,5,13,0,1404,945,410,342,343,4,699,0,12,71,16,10,22,4,62,723,0,3,0,0,111,87,167,57,0,8,7,0,0,45,2741,12,13,42,0,5,4719,7,10,2,3483,356,838,5,571,0,16,1870,8,2541,112,3,45,150,4,72,184,8960,38,0,0,0,2045,5,0,15,43,4,6,17,30,40,0,102,0,666,506,41,173,3,95,146,834,6,0,31,3,7,203,157,11,0,3,4685,601,0,312,763,1478,14,528,227,210,60,21,3,2,512,2
074478577353df0840cde9827351d2e9,90,11,2,5135,0,1326,0,0,126,0,37,25,0,0,25,22,26,110,11,0,0,0,395,662,0,0,10,0,6,688,0,0,686,735,145,0,8019,181,0,0,3053,0,121,0,0,11,0,6,0,0,92,0,283,1020,155,516,0,22,370,1768,3818,194,0,1,0,101,0,0,92,0,0,94,0,375,0,111,18,21,0,8,0,0,0,40,1066,0,267,0,0,0,2013,0,1569,0,0,9,0,0,467,548,0,266,700,299,8,0,192,0,402,0,0,5,31,10,96,58,226,10,14,0,87,0,910,0,0,0,17,151,0,0,3978,5,514,988,3134,2844,17,0,0,1,105,0,0,0,564,17,883,0,0,146,2,3069,11,0,206,0,26,102,0,0,141,385,0,234,15,0,647,37,77,38,245,62,0,128,6,0,4,0,575,72,0,22,0,165,0,0,0,2682,1196,0,0,0,242,0,5,84,85,1964,0,0,39,0,0,9527,99,0,3,27,900,0,0,11,4839,0,678,0,0,43,0,12,9,74,0,161,29,0,0,1056,0,0,417,0,0,0,2589,0,0,58,465,0,110,0,0,0,2308,38,703,3816,0,0,0,135,51,0,39,1099,63,36,0,0,0,9,60,3473,3,0,1472,13,980,21,0,29,0,128,4,2,892,0,0,98,1869,0,0,4,0,355,0,25,0,3158,0,0,94,0,0,473,799,355,82,2,443,20,668,85,0,938,6,533,3133,7,169,0,161,164,0,55,2,0,7,0,0,0,0,536,2,0,6,0,0,0,14,1303,0,0,34,0,0,0,0,0,0,2133,122,1389,0,359,246,0,484,6,4049,586,0,0,59,0,48,35,0,0,1191,0,4,111,6,36,0,26,270,2526,0,27,58,0,0,0,446,288,0,209,0,5,118,0,0,0,337,2,0,694,94,0,0,0,0,630,0,238,48,907,0,595,758,9,3,0,0,0,130,2
0bb1c8431343726b5826ba41bceb2deb,85,169,5626,271,65,310,2,1324,7,233,26,2702,7,1174,13,57,97,7,42,71,1506,227,73,422,0,167,0,9,164,0,74,4,0,0,2,0,268,0,0,216,0,0,5,100,77,9,321,3,50,0,468,0,81,201,0,116,0,22,2,139,166,0,2954,893,0,787,0,0,0,433,38,2510,0,0,0,1767,341,2210,196,8,0,37,0,0,161,8,322,58,14,60,0,0,5786,93,0,2,5,0,665,4,0,50,175,0,0,234,846,5611,72,789,0,0,9,0,691,158,851,142,18,0,55,0,112,0,0,189,43,0,0,0,351,2,150,266,0,0,25,99,43,2955,0,2,0,24,322,44,7,1927,0,0,52,0,47,0,8,0,98,0,245,0,3,164,0,2580,32,2,0,144,1445,11611,9,2084,2,0,150,3473,3355,4,174,76,88,21,0,0,0,62,75,0,2,34,139,129,6257,693,1462,2,1983,314,520,0,192,5865,3,370,0,233,0,25,33,0,2223,182,0,2,477,98,32,0,0,3,6986,2858,0,14,10688,846,0,566,10,0,0,178,116,37,190,44,0,6,2155,0,0,57,2,48,0,423,100,0,0,372,0,3,1216,0,0,2,0,0,0,463,0,217,3599,722,8,0,0,0,471,0,2,1512,0,0,0,8,0,33,15,2,0,0,0,0,0,82,0,157,24,0,1955,5,0,0,66,0,0,48,0,156,112,807,47,0,0,463,0,338,196,190,23,2373,42,222,0,1005,0,2,2974,98,91,5968,6,176,919,91,138,0,428,138,2391,0,0,33,2,0,4,0,0,0,31,0,0,42,86,0,33,0,159,83,0,219,18304,7905,4,264,117,23595,0,0,160,0,72,0,7514,8,438,2092,0,100,2,6,61,126,31,0,149,4,174,3643,0,177,20,148,0,0,3640,138,34,403,0,8,0,155,0,1218,39,0,0,0,0,71,1961,0,6,29939,97,0,163,260
a0adf234f4d7de26eb0d020166e47fa5,84,2,4,181,0,307,307,2,184,0,77,116,0,0,35,102,25,59,12,11,0,0,159,213,13,39,57,549,8,83,0,0,270,873,67,0,1035,1450,0,0,128,0,325,0,0,1298,0,27,0,0,136,22,84,103,1009,1171,0,95,683,192,531,845,0,15,379,999,114,126,852,0,0,243,18,470,0,21,134,370,0,0,19,0,11,79,687,7,49,29,0,6,151,59,437,34,26,12,0,0,118,97,56,334,697,129,111,0,225,0,413,2,3,5,192,1681,117,24,29,4,29,12,191,0,437,0,0,3,2258,172,0,0,615,6,32,394,607,251,209,20,0,0,163,0,0,0,223,3549,389,40,2,800,117,205,0,0,185,3,54,77,19,64,636,180,6,63,0,26,89,19,38,17,107,15,599,573,9,6,6,0,1125,1939,0,24,0,188,29,0,0,167,1153,31,28,0,174,0,54,111,69,736,0,0,28,2,55,779,9,0,3970,175,197,0,5,11,439,0,122,0,0,771,721,2,0,67,7,713,54,24,92,192,115,0,1730,6,20,0,807,0,0,261,49,0,43,0,0,0,202,44,144,188,0,7,0,160,1548,0,48,79,387,142,8,4,2,321,20,326,109,194,95,0,667,165,0,1453,80,504,2580,1509,532,0,0,253,1033,0,0,58,32,346,0,12,0,244,39,32,585,621,0,96,40,41,64,6,115,277,480,495,7,380,14,149,375,4,214,26,62,25,0,47,0,0,0,0,0,78,70,437,34,0,6,6,0,0,14,770,2,39,2,0,131,398,94,0,0,1223,50,153,0,1709,290,0,782,78,207,337,0,47,97,2,31,29,78,0,296,2,4,98,10,33,5,34,25,191,242,26,528,0,385,0,231,104,14,81,0,1148,75,0,0,0,560,2,0,56,292,93,0,2,196,471,0,407,178,500,0,222,68,0,218,161,0,14,272,0
ec23b923e536e0a2279f4c973531e122,78,0,0,465,0,573,0,0,0,37,0,98,0,3,0,0,10,33,0,0,6,3,145,0,0,37,0,0,0,0,0,0,0,0,0,90,33,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,96,12,0,716,0,420,0,18,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,59,0,0,0,0,0,0,44,0,0,0,0,0,0,0,185,41,0,0,0,3,140,0,0,2571,1071,0,0,0,0,0,2191,5,0,0,0,0,0,0,3,0,0,0,63,0,669,0,1,0,0,0,0,0,480,0,23,3831,0,0,549,0,0,0,0,0,0,0,2107,49,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1859,0,63,27,0,0,0,13,0,0,35,0,0,0,14,0,136,864,54,0,0,0,0,0,0,0,0,0,0,8,3,282,0,114,0,0,409,3,13,0,0,0,607,0,23,0,58,0,1,2,0,0,0,656,0,0,0,0,5,0,0,0,0,0,116,0,282,0,0,0,18,494,0,92,0,0,0,77,2,0,2,0,0,0,31,646,0,0,44,0,0,186,0,0,0,0,21,0,3,0,33,0,1226,0,0,0,5,3780,0,0,41,0,0,0,0,0,0,0,0,0,0,176,0,0,962,0,0,0,0,0,0,0,0,3,0,0,0,0,0,211,53,0,0,0,0,0,297,1281,0,0,0,0,97,0,0,0,0,0,0,0,0,0,1252,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,10,2,0,0,2,2069,0,0,4096,0,6,0,0,0,96,0,0,420,0,0,0,0,0,0,0,0,2446,0,0,6,0,0,0,1248,0,7,60,0,0,6,100,0,2,74,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6568,6,90,0,2,0,0,2242,0
cfd65c7bbc3926cdc9b88c2e38bbecaa,71,2,0,350,0,147,405,0,344,0,105,4,0,2,36,84,0,27,20,53,0,4,52,207,10,0,3957,4,11,2,0,0,985,490,18,75,382,7628,9,0,0,0,778,0,0,106,0,10,0,2,58,1396,17,56,4,701,0,2988,109,114,127,116,0,87,0,16,3272,864,4,0,0,371,873,302,0,0,0,6,0,0,3295,0,0,3082,122,58,471,275,0,19,3815,545,107,14,67,26,0,0,167,6,3096,466,65,1632,244,0,178,0,23,0,336,13,44,2,68,207,10,5,39,1365,14,2,495,70,17,0,243,1154,0,0,187,104,45,11,15,10,388,22,0,2,219,3,157,2,8,8,18,0,0,380,7,1764,3,0,1506,29,64,744,10,985,101,192,452,11,73,740,2,19,4,2,632,0,83,15,19,6,0,109,774,18,18,258,0,261,1969,0,4,4,790,1438,31,3,51,0,26,216,80,79,2,0,20,0,177,134,393,0,88,17,6,0,6,11,4,0,73,0,0,8234,348,2,0,129,528,445,27,0,2537,255,30,0,803,0,3992,0,208,0,0,59,55,0,475,0,0,0,17,8,67,2,7,2,0,1568,0,6,936,398,676,1252,314,18,0,21,41,477,12,628,2,139,119,11,0,0,788,2,0,0,376,0,0,801,168,0,180,4138,1084,212,0,27,0,3,858,571,3,615,0,461,0,2,536,19,161,13,0,2,0,12,4,70,92,7,101,3,0,0,0,40,31,0,0,0,2,26,88,204,240,0,7,56,0,0,17,111,7,5,76,0,586,665,242,0,0,126,335,43,0,3434,347,2,185,915,2,75,11,2,134,0,61,33,3944,33,483,2,2,2436,9,0,24,66,291,94,57,6,127,0,28,0,45,28,24,16,0,66,11,328,2,0,17,0,0,56,155,1223,0,0,812,273,0,860,5,144,19,19,55,52,6,15,0,28,992,0
