OTU.ID,TL1A_FP_719,TL1A_FP_761,TL1A_FP_574,TL1A_DTT_741,TL1A_FP_561,TL1A_DTT_744,TL1a_DTT_284,TL1A_FP_720,TL1A_DTT_642,TL1a_DTT_173_Repeat,TL1A_DTT_576,TL1A_DTT_802,TL1a_DTT_131,TL1A_FP_790,TL1A_FP_641,TL1A_FP_642,TL1A_DTT_804,TL1A_DTT_690,TL1A_FP_689,TL1a_FP_162,TL1A_DTT_720,TL1a_DTT_174_Repeat,TL1A_DTT_673,TL1A_FP_540,TL1A_FP_638,TL1A_FP_701,TL1a_FP_88,TL1A_FP_551,TL1A_DTT_572,TL1A_FP_514,TL1A_FP_537,TL1a_FP_140,TL1A_FP_549,TL1A_FP_626,TL1A_DTT_516,TL1a_DTT_76_Repeat,TL1A_FP_739,TL1a_FP_230,TL1a_FP_89,TL1a_FP_207,TL1A_DTT_513,TL1a_DTT_78,TL1a_DTT_231,TL1A_FP_573,TL1A_DTT_716,TL1a_FP_234,TL1a_FP_205,TL1A_FP_640,TL1A_FP_758,TL1a_FP_65,TL1A_FP_718,TL1a_FP_128,TL1A_DTT_773,TL1A_DTT_812,TL1A_DTT_527,TL1A_FP_733,TL1a_FP_64,TL1a_DTT_172_Re_extracted,TL1A_DTT_552,TL1A_DTT_822,TL1A_DTT_770,TL1A_DTT_675,TL1A_FP_814,TL1a_FP_209,TL1A_FP_629,TL1a_DTT_268_Repeat,TL1a_FP_85,TL1a_DTT_267,TL1A_FP_527,TL1A_FP_815,TL1a_DTT_139,TL1A_DTT_563,TL1a_FP_129,TL1A_DTT_626,TL1a_DTT_171,TL1A_FP_713,TL1A_DTT_700,TL1A_DTT_803,TL1a_FP_206,TL1a_DTT_143,TL1a_FP_287,TL1a_FP_242,TL1A_DTT_629,TL1a_FP_86,TL1A_FP_799,TL1a_FP_77,TL1a_FP_245,TL1a_FP_198,TL1A_FP_759,TL1a_FP_161,TL1a_FP_266,TL1a_FP_127,TL1A_FP_744,TL1A_DTT_757,TL1a_FP_76,TL1A_FP_676,TL1A_FP_818,TL1a_FP_73,TL1A_FP_760,TL1A_DTT_514,TL1a_FP_102,TL1A_DTT_734,TL1A_FP_698,TL1a_DTT_169_Re_extracted,TL1a_FP_197,TL1A_FP_820,TL1A_FP_576,TL1a_DTT_209,TL1A_FP_697,TL1A_FP_822,TL1a_FP_159,TL1A_DTT_677,TL1A_DTT_676,TL1A_DTT_550,TL1A_DTT_564,TL1a_DTT_160,TL1A_DTT_815,TL1A_DTT_561,TL1A_FP_677,TL1a_FP_132,TL1A_DTT_736,TL1a_FP_98,TL1A_FP_770,TL1a_FP_75,TL1a_FP_130,TL1A_DTT_539,TL1a_DTT_234,TL1a_FP_173,TL1A_FP_685,TL1a_DTT_74,TL1A_DTT_769,TL1a_DTT_158,TL1A_DTT_821,TL1A_DTT_698,TL1A_FP_525,TL1A_DTT_523,TL1a_DTT_269_Repeat,TL1a_DTT_161_Repeat,TL1A_DTT_717,TL1A_FP_712,TL1a_FP_193,TL1a_FP_139,TL1a_FP_90,TL1a_DTT_141,TL1A_DTT_699,TL1A_DTT_738,TL1A_FP_515,TL1a_DTT_210,TL1A_FP_686,TL1A_FP_674,TL1A_FP_678,TL1a_FP_265,TL1A_FP_559,TL1a_FP_141,TL1a_FP_174,TL1a_FP_144,TL1A_DTT_540,TL1a_FP_195,TL1A_DTT_787,TL1a_FP_142,TL1A_DTT_674,TL1A_FP_801,TL1a_FP_158,TL1A_DTT_714,TL1a_DTT_143_Repeat,TL1a_DTT_129,TL1A_FP_523,TL1A_DTT_816,TL1A_DTT_762,TL1A_DTT_790,TL1a_DTT_265,TL1A_DTT_713,TL1a_DTT_285,TL1A_DTT_528,TL1A_DTT_559,TL1A_DTT_712,TL1A_DTT_760,TL1a_DTT_144_Repeat,TL1A_FP_734,TL1A_DTT_737,TL1a_DTT_241,TL1a_DTT_159,TL1a_FP_62,TL1A_DTT_627,TL1a_FP_157,TL1A_FP_787,TL1a_DTT_243,TL1A_FP_513,TL1A_FP_625,TL1a_DTT_127_Repeat,TL1A_FP_774,TL1A_FP_710,TL1A_FP_742,TL1a_DTT_205,TL1A_DTT_813,TL1A_DTT_640,TL1A_DTT_574,TL1A_DTT_799,TL1a_DTT_206,TL1a_DTT_64,TL1A_FP_536,TL1A_DTT_814,TL1a_DTT_287,TL1A_DTT_739,TL1a_DTT_157_Repeat,TL1A_DTT_710,TL1a_DTT_233,TL1A_FP_737,TL1A_FP_792,TL1a_DTT_62,TL1A_FP_762,TL1A_DTT_571,TL1A_DTT_525,TL1a_DTT_65,TL1A_DTT_742,TL1a_DTT_242,TL1A_FP_789,TL1a_FP_231,TL1a_FP_284,TL1A_DTT_688,TL1a_DTT_245_Repeat,TL1A_FP_562,TL1a_FP_74,TL1A_FP_630,TL1A_FP_563,TL1A_FP_803,TL1a_FP_267,TL1A_FP_772,TL1a_DTT_130_Repeat,TL1A_FP_639,TL1A_FP_673,TL1A_DTT_709,TL1a_FP_172,TL1A_DTT_818,TL1A_FP_769,TL1A_FP_811,TL1a_DTT_102_Repeat,TL1a_FP_269,TL1A_FP_714,TL1a_DTT_73,TL1a_DTT_195,TL1A_DTT_758,TL1a_DTT_63,TL1A_DTT_759,TL1A_DTT_511,TL1A_FP_700,TL1A_DTT_774,TL1A_FP_512,TL1a_FP_171,TL1A_FP_802,TL1A_FP_687,TL1a_DTT_85,TL1A_DTT_702,TL1A_DTT_638,TL1a_DTT_86,TL1a_DTT_193,TL1A_FP_675,TL1a_FP_288,TL1a_FP_66,TL1a_DTT_207,TL1A_FP_637,TL1A_FP_738,TL1A_FP_538,TL1A_FP_740,TL1a_DTT_196_Repeat,TL1a_DTT_286,TL1A_DTT_524,TL1a_DTT_90_Repeat,TL1A_DTT_801,TL1A_DTT_678,TL1A_FP_819,TL1A_DTT_701,TL1a_FP_143,TL1A_FP_526,TL1A_DTT_551,TL1A_FP_552,TL1A_FP_548,TL1a_DTT_132_Repeat,TL1a_DTT_131_Repeat,TL1a_DTT_230,TL1A_FP_547,TL1a_DTT_75,TL1a_DTT_61_Repeat,TL1a_FP_87,TL1a_FP_100,TL1A_DTT_733,TL1a_FP_99,TL1A_DTT_535,TL1A_FP_757,TL1A_FP_524,TL1a_DTT_246,TL1a_DTT_128,TL1A_FP_528,TL1a_DTT_283,TL1A_FP_716,TL1a_DTT_194,TL1A_DTT_512,TL1A_DTT_819,TL1a_FP_196,TL1A_DTT_573,TL1A_FP_773,TL1A_FP_702,TL1A_FP_516,TL1A_DTT_526,TL1a_DTT_100_Repeat,TL1A_FP_804,TL1a_FP_131,TL1A_DTT_715,TL1A_DTT_771,TL1A_DTT_536,TL1A_FP_688,TL1A_DTT_791,TL1a_DTT_198_Repeat,TL1A_DTT_743,TL1a_DTT_97,TL1A_DTT_575,TL1a_DTT_88_Repeat,TL1A_FP_817,TL1A_FP_816,TL1A_FP_560,TL1A_FP_715,TL1A_FP_564,TL1A_DTT_630,TL1A_FP_800,TL1a_FP_246,TL1A_FP_813,TL1A_FP_571,TL1a_DTT_229,TL1A_DTT_711,TL1A_FP_572,TL1A_DTT_562,TL1A_DTT_549,TL1a_FP_169,TL1a_FP_270,TL1a_DTT_162_Repeat,TL1a_DTT_66,TL1a_FP_160,TL1a_FP_283,TL1a_FP_194,TL1a_FP_61,TL1a_FP_241,TL1A_DTT_547,TL1a_FP_286,TL1A_DTT_817,TL1a_DTT_140,TL1a_FP_229,TL1a_DTT_89_Re_extracted,TL1a_FP_78,TL1A_DTT_735,TL1a_FP_210,TL1A_FP_511,TL1A_DTT_800,TL1a_FP_208,TL1A_FP_821,TL1A_DTT_641,TL1A_DTT_789,TL1A_DTT_560,TL1a_DTT_244_Repeat,TL1a_FP_101,TL1a_DTT_99,TL1A_FP_771,TL1A_DTT_639,TL1A_FP_535,TL1a_DTT_87,TL1A_FP_575,TL1a_DTT_197_Repeat,TL1a_FP_244,TL1A_DTT_538,TL1a_DTT_266,TL1A_DTT_740,TL1a_FP_232,TL1A_FP_690,TL1a_DTT_270_Repeat,TL1A_FP_711,TL1a_FP_233,TL1A_DTT_687,TL1A_FP_699,TL1A_DTT_515,TL1A_DTT_788,TL1A_DTT_761,TL1a_FP_63,TL1a_DTT_232,TL1A_DTT_689,TL1a_DTT_142_Repeat,TL1a_DTT_77,TL1a_DTT_98,TL1A_DTT_772,TL1A_DTT_537,TL1a_FP_243,TL1A_DTT_811,TL1A_DTT_628,TL1a_FP_268,TL1a_FP_97,TL1A_FP_791,TL1a_FP_285,TL1A_FP_539,TL1A_FP_812,TL1A_FP_627,TL1a_DTT_288,TL1A_DTT_548,TL1a_DTT_170,TL1A_DTT_697,TL1A_DTT_820,TL1a_DTT_101_Repeat,TL1A_FP_550,TL1a_DTT_208,TL1A_FP_788,TL1a_FP_170,TL1A_FP_735,TL1A_DTT_792
33a625aa0cf72874af88e07d14f94ad3,0,0,0,7,0,0,438,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,371,0,0,4,0,0,0,7,3,0,9,94,2,0,73,0,156,0,0,0,0,0,0,0,0,386,0,5,0,0,0,6,0,11,17,0,0,3,0,0,123,194,2,0,0,2,94,20,0,0,0,0,0,0,109,0,0,378,0,9,36,9,0,0,44,41,0,0,8,0,0,0,0,12,297,0,0,91,16,0,2,0,1,0,49,0,0,0,0,176,0,0,0,138,0,0,5,11,3,0,47,54,0,9,8,88,3,0,36,58,0,9,0,0,6,0,47,0,0,0,2,0,0,0,0,33,0,0,14,2,4,36,3,255,3,0,31,0,0,1444,12,0,0,0,60,0,275,2,0,0,0,0,0,0,0,191,0,16,131,0,0,18,4,778,0,0,0,0,0,4,0,1,0,0,0,0,0,14,138,0,26,0,0,0,0,0,26,0,6,0,0,113,54,0,0,0,56,3,0,0,97,2,40,0,0,0,0,0,2,0,0,9,0,0,154,0,0,0,60,0,10,45,0,0,0,205,0,0,314,59,0,5,38,5,0,0,0,21,2,136,31,50,0,0,0,0,79,2,0,0,0,22,0,222,0,0,0,354,62,2,0,0,0,53,47,1054,0,223,0,122,103,3,31,0,0,0,7,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,3,0,43,0,82,198,6,0,0,0,17,15,0,23,3,0,0,41,15,0,0,0,0,0,0,3,462,10,2,0,0,575,0,13,0,4,67,15,2,0,51,0,0,0,0,11,2,2,0,6,0,0,0,0,2,0,0,12,4,45,0,0,116,0,0,9,10,0,35,0,8,0,0,0,0,2,0,0
3214a96cdb6b838015701ab2f9d68c00,0,0,0,7,0,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,8,22,0,0,0,6,5,19,0,0,0,4,69,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,3,0,0,0,10,4,0,0,0,0,0,9,0,2,0,0,28,0,0,0,29,0,0,0,0,0,0,10,11,0,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,30,0,0,38,0,50,33,0,9,3,0,107,0,0,5,0,0,0,17,0,0,0,0,0,1,0,0,25,0,0,23,0,0,0,0,77,0,0,2,0,0,0,0,1,0,0,0,0,0,5,64,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,81,0,0,0,0,0,0,0,3,0,0,5,0,0,9,28,11,0,0,0,0,0,0,12,0,9,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,32,0,52,0,0,27,0,0,0,0,0,0,0,0,8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,14,7,0,0,0,0,0,0,0,0,0,3,43,0,0,0,0,6,0,0,0,8,0,2,0,0,2,0,0,0,0,8,47,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,27,0,0,5,0,0,5,0,0,0,0,0,0,2,2,0
569947e7e49847e617ae75331693fb9a,0,0,0,6,0,6,21,0,23,0,7,0,0,0,0,2,0,0,0,0,0,0,8,13,0,0,0,2,0,52,0,0,34,59,26,0,7,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,9,14,32,0,0,0,0,0,0,29,0,0,7,0,52,0,0,0,0,0,0,593,0,0,0,2,0,113,5,0,0,0,0,8,0,0,2,0,0,10,13,0,0,5,298,9,0,16,0,0,0,0,0,4,0,5,0,0,0,0,0,2,0,21,0,0,0,0,37,0,0,23,0,17,0,23,12,0,0,0,0,0,0,0,0,0,0,102,0,0,131,6,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,16,0,0,0,0,0,8,8,2,0,0,0,0,0,0,0,0,77,0,0,0,158,94,0,0,0,3,0,2,9,4,6,0,0,0,0,0,3,0,0,0,0,8,0,2,0,11,0,0,0,0,0,44,0,0,2,0,28,0,0,0,28,0,0,181,0,0,0,19,0,0,4,0,0,0,0,0,0,29,0,0,103,0,0,0,0,2,0,0,0,139,378,0,0,0,0,3,4,0,0,4,0,0,8,0,2,0,72,2,4,21,0,0,0,11,0,0,0,0,4,0,0,0,17,0,0,15,42,0,0,34,45,0,0,15,2,178,28,0,16,0,10,6,0,15,0,0,0,0,12,0,0,0,0,0,4,10,0,22,0,0,0,0,0,0,8,0,0,0,0,0,32,0,0,0,14,69,26,0,0,0,0,0,0,73,3,0,2,21,0,6,0,0,0,40,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,3,16,0,5,0,0,0,0,0,0,3,0,0,11,22,0,0,0,71,11,0,108,0,9,0,3,3,0,3,0,0,0,0,0
9bfc9ecb4864e67cd7d432a627d7fe11,0,0,0,6,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,9,0,0,0,0,8,0,2,3,0,0,39,0,7,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,2,2,0,0,1,0,0,9,37,0,0,0,4,119,2,2,0,0,0,0,0,8,0,0,7,0,9,0,20,0,0,2,39,0,0,1,0,0,0,2,27,12,0,0,10,5,0,3,0,1,0,15,0,0,0,1,66,0,0,0,46,0,0,1,0,0,0,3,5,0,0,4,115,19,0,4,1,0,17,0,0,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,2,73,0,0,13,0,0,286,0,8,0,0,2,1,8,0,0,0,0,0,0,0,0,137,0,0,17,0,0,39,0,259,0,0,0,0,0,0,4,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,3,0,0,140,0,0,0,13,0,0,26,0,0,0,4,0,0,8,86,1,0,9,0,0,0,0,8,12,17,0,0,0,1,0,0,31,0,0,0,0,0,0,4,0,0,0,21,2,0,0,0,0,1,0,241,0,12,0,32,87,8,22,0,5,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,4,0,0,0,4,7,0,0,0,0,0,26,16,0,0,0,0,0,0,10,20,0,0,0,0,12,0,0,0,0,16,0,0,0,0,0,0,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,1,0,0,0,0,27,1,0,0,0,0,0,0,0,0
a6b6b795301ebacd388eec70cb9f8883,0,0,0,6,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,48,0,0,2,0,0,5,10,0,0,0,16,0,0,8,0,3,0,0,0,0,0,0,0,0,36,0,3,0,6,0,0,14,4,14,5,0,0,0,0,13,29,0,0,0,0,20,13,0,0,0,0,0,0,6,0,0,33,0,0,13,0,0,0,50,11,0,0,20,0,0,0,4,0,23,28,16,20,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,4,0,0,4,2,0,0,0,46,0,0,3,3,0,15,5,0,30,0,0,0,0,0,0,0,9,0,7,0,0,4,0,17,0,0,15,0,0,3,0,21,10,3,0,3,0,6,0,0,0,0,24,0,5,3,0,0,0,0,5,0,0,3,0,82,2,0,0,19,3,11,0,0,0,0,4,5,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,2,0,0,7,0,0,0,0,7,5,0,0,96,4,0,0,7,0,2,0,0,0,0,0,0,0,11,0,0,0,6,0,4,18,0,0,0,6,0,0,8,5,3,0,12,0,0,0,0,12,0,0,19,3,21,0,0,0,45,0,4,0,9,0,0,4,0,0,0,41,0,8,0,0,0,15,0,0,0,16,0,13,30,5,2,0,0,0,6,0,0,0,0,5,6,0,0,0,0,0,0,0,25,0,0,0,0,0,0,7,0,0,0,0,0,0,0,19,0,0,0,0,4,10,0,0,0,11,5,3,0,3,0,0,5,7,3,45,0,0,0,0,2,0,39,0,6,0,0,2,0,0,0,0,14,29,0,0,0,0,0,0,12,3,0,3,0,2,0,0,0,0,2,0,0,0,19,47,0,0,45,2,0,37,0,23,0,9,0,0,0,0,0,0,9,0
8242fad58be4334cc489a158cff22d15,0,0,0,6,0,0,53,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0,3,0,0,8,0,3,4,4,0,0,0,0,0,35,0,0,0,4,0,5,0,0,0,0,0,0,2,0,0,0,2,0,16,0,0,0,26,0,5,0,0,0,0,0,4,6,0,4,7,23,0,0,0,0,9,0,6,0,0,0,0,26,0,0,0,29,0,0,2,0,0,0,4,18,0,0,0,27,0,32,6,5,0,2,0,0,5,0,0,0,9,0,0,0,0,0,0,9,0,0,17,0,0,13,0,0,0,0,11,0,0,0,3,0,0,0,9,2,60,2,0,0,0,0,0,0,0,26,0,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,93,0,0,0,0,0,0,0,15,0,7,0,0,18,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,14,6,8,0,0,0,0,0,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,0,0,14,0,0,0,70,0,22,4,0,7,0,0,0,3,0,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,15,15,0,0,0,0,3,4,0,0,4,0,5,13,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,27,0,0,0,0,0,0,12,0,2,3,0,2,0,0,0,0,0,0,0,3,3,15,0,0,34,0,0,4,0,0,5,14,2,0,0,8,0,0,3,0
42813a7ac2260688d1e5def012a3bf78,0,0,0,5,0,0,367,0,67,11,14,4,0,0,3,0,2,5,0,40,0,66,0,6,0,0,1851,9,0,81,0,0,4,25,13,0,4,2279,9,0,103,0,474,0,0,4204,0,2,0,0,0,94,97,163,340,2,0,73,6,374,20,20,0,112,64,359,2256,112,916,0,0,58,100,13,0,0,0,0,0,0,697,0,0,1822,0,14,300,693,0,11,357,128,23,0,99,7,0,0,17,52,1438,0,4,1196,458,0,7,0,0,0,82,0,8,14,10,343,75,0,0,421,4,0,54,37,21,2,1370,498,0,0,60,13,271,0,196,276,129,43,0,0,1357,0,81,0,0,0,254,82,0,48,6,496,0,0,1067,6,14,995,25,93,10,0,85,0,0,37,90,19,0,11,17,3,452,342,0,0,0,0,3,4,0,95,0,24,229,0,0,258,55,38,0,0,5,5,34,34,22,76,0,0,0,0,270,8,62,0,1162,2,12,0,3,2,187,0,0,0,0,1672,2580,0,0,0,247,52,0,0,279,52,56,0,62,0,28,0,52,0,0,286,0,0,343,0,0,0,90,2,123,263,0,2,0,997,3,0,646,506,41,2752,153,0,0,0,0,5,1745,541,64,83,12,19,0,5,84,509,3,4,3,7,14,306,6,0,0,1843,539,2,0,4,0,226,580,53,836,1179,0,634,23,76,753,2,27,2,328,390,0,11,198,0,23,3,5,19,287,0,0,8,89,0,0,0,0,6,14,0,100,0,0,8,0,0,7,0,2,61,85,0,1372,1810,1179,0,0,9,604,206,0,2069,130,3,0,1170,198,32,29,0,37,0,6,18,1836,17,63,0,0,755,0,210,29,13,20,2,819,4,478,0,1590,0,2,42,28,0,0,2154,0,0,0,0,105,0,0,132,36,224,0,0,2384,16,0,19,287,5,8,3,257,0,47,210,0,5,2,26
08577b6aac2f5f6555ea43652073b45e,0,0,0,5,0,0,229,0,15,0,9,0,12,0,3,2,0,0,0,14,0,0,3,14,0,0,1347,0,0,0,0,0,151,10,7,10,2,270,3,0,0,0,410,0,0,2,0,0,0,0,0,330,0,3,0,0,0,65,56,0,52,52,0,11,0,0,864,368,0,0,0,13,269,26,0,0,0,0,0,0,95,0,0,974,0,43,20,32,0,0,145,98,0,0,18,0,0,0,0,0,966,0,3,76,79,0,14,0,3,0,29,4,12,3,5,56,0,0,7,104,0,0,4,27,4,0,39,171,0,0,20,26,0,14,2,4,0,0,0,0,13,0,224,0,8,0,0,0,0,18,0,48,0,0,86,10,9,104,0,263,37,0,10,0,0,358,0,0,0,0,204,0,258,0,0,0,0,0,0,0,3,67,0,42,22,0,0,0,6,267,0,0,0,0,0,11,3,6,0,0,4,0,18,0,9,0,43,0,5,0,0,0,2,0,5,0,0,349,39,0,0,20,201,13,3,0,412,2,56,0,28,0,269,0,0,0,0,17,0,0,425,0,0,0,4,0,3,0,0,0,0,314,0,0,803,151,48,0,195,10,0,0,2,3,0,192,2,270,5,0,0,2,268,0,0,0,127,17,0,372,13,0,0,1281,356,0,0,0,0,6,199,158,0,531,0,221,0,0,77,0,0,0,0,0,0,9,0,4,19,0,5,0,89,0,0,6,314,0,0,0,0,0,5,3,13,0,0,16,0,0,0,149,5,0,0,0,74,109,20,0,0,38,18,0,0,139,76,0,0,127,0,21,0,0,5,0,3,0,1365,38,0,0,0,1497,0,0,2,2,385,5,2,4,104,0,3,0,7,4,0,0,0,11,2,0,0,0,3,0,0,0,16,193,0,0,82,19,0,30,0,141,9,10,0,0,0,8,0,14,0,0
9e39a6ea14ed18d10125288885ecf7c6,0,0,0,5,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,5,0,0,0,0,21,3,10,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,67,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,8,4,0,0,3,0,21,23,0,0,0,4,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,71,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,253,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,0
22227ecbd7743b04491fb81fea2a8169,0,0,0,5,0,0,84,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,16,4,2,4,9,0,0,0,0,0,31,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,19,0,2,0,0,0,0,0,0,0,0,6,4,40,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,4,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,8,0,0,8,0,0,0,0,0,5,2,0,0,0,0,3,0,0,0,11,0,41,0,0,2,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,23,0,0,0,0,4,0,0,52,3,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,22,12,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,0,0,0,45,0,0,0,2,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,10,82,0,0,0,0,6,2,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,28,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,80,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
e153c670bc8f753086303637bd2e3a02,0,0,0,5,0,2,0,0,3,0,6,0,0,0,0,0,0,5,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,4,0,0,21,0,0,2,0,0,13,0,0,0,5,0,31,0,0,0,2,0,0,35,0,0,0,0,0,0,0,0,0,34,0,1,1,0,0,0,0,0,2,0,0,3,29,0,0,4,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,5,0,3,0,0,0,41,1,0,2,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,36,1,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,10,0,0,0,0,0,5,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,57,0,0,0,0,16,0,0,9,0,0,0,0,0,2,0,0,0,0,0,1,3,16,31,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,12,17,0,0,0,0,0,61,0,0,0,11,0,0,0,0,0,0,0,0
