Eigvals,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0536632,30.03170315,0.6250201021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion explained,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4950333041,0.4946715859,0.01029510992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse5A.FP26,-1.211695532,-0.6293287139,0.03757136144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse6A.FP32,-0.6042483751,-0.2490735245,-0.1283541736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse7A.FP38,-0.7359937227,-0.8060256805,-0.1078725701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse1A.FP02,0.7339820754,-0.6089000695,0.1092407716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse6A.FP31,-0.6328453403,-0.169443276,-0.0928144746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse1A.FP03,-0.208327205,-0.1305770569,0.3897330222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse1A.FP01,1.078778787,-0.6847475204,0.2112124203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse2A.FP07,-0.3574376915,0.4134598823,-0.07511715414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse3A.FP13,-0.7272924903,0.3908389386,-0.02085630913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse3A.FP15,-0.7420321182,0.3913122841,-0.05059829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse4A.FP20,0.1255121447,-1.743666052,-0.05373969568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse2A.FP09,0.2473727784,-0.6710496349,0.007163129386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse5A.FP25,-1.494930607,0.860486081,0.1744113447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse7A.FP39,-0.3940136062,-1.455194485,-0.136764449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse3A.FP14,-0.8585605993,0.3521664298,-0.05490013329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
