NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K03814	217	3.786029815673828	-0.03681245	Yes	
row_1	K07259	230	3.755805253982544	-0.00510886	Yes	
row_2	K07258	371	3.298043966293335	-0.016186018	Yes	
row_3	K08724	503	3.0019898414611816	-0.024255153	Yes	
row_4	K00075	574	2.904230833053589	-0.011936588	Yes	
row_5	K01928	616	2.8206076622009277	0.01007449	Yes	
row_6	K01929	635	2.8198060989379883	0.039772734	Yes	
row_7	K02563	649	2.8198060989379883	0.0711421	Yes	
row_8	K01925	740	2.81954026222229	0.07677618	Yes	
row_9	K01000	771	2.809483528137207	0.10246372	Yes	
row_10	K01924	790	2.8035974502563477	0.13216197	Yes	
row_11	K00790	798	2.796603202819824	0.16553669	Yes	
row_12	K07260	890	2.6534104347229004	0.17083654	Yes	
row_13	K01921	940	2.5980467796325684	0.19017382	Yes	
row_14	K03693	1000	2.5578441619873047	0.20616885	Yes	
row_15	K05366	1008	2.540924072265625	0.23954356	Yes	
row_16	K06153	1062	2.4786324501037598	0.25754395	Yes	
row_17	K05363	1087	2.4386391639709473	0.28523684	Yes	
row_18	K12555	1142	2.3656814098358154	0.302903	Yes	
row_19	K12553	1503	1.9481215476989746	0.21829644	No	
row_20	K03587	1692	1.672473669052124	0.19117649	No	
row_21	K11694	1782	1.558391809463501	0.19714479	No	
row_22	K00887	1803	1.5275276899337769	0.2261746	No	
row_23	K11695	1826	1.5005937814712524	0.25453594	No	
row_24	K05364	2275	0.7365235090255737	0.14051759	No	
row_25	K05515	2387	0.5705471038818359	0.13913295	No	
row_26	K05367	2401	0.5451769232749939	0.17050232	No	
row_27	K03980	2866	0.05170442909002304	0.05113639	No	
