NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K01858	66	4.345269680023193	0.07807309	Yes	
row_1	K00067	268	3.601990222930908	0.111295685	Yes	
row_2	K00845	298	3.5311222076416016	0.20166114	Yes	
row_3	K01790	460	3.109553813934326	0.24817277	Yes	
row_4	K01835	570	2.910285234451294	0.31196016	Yes	
row_5	K00973	1026	2.518625497817993	0.26079735	Yes	
row_6	K01710	1240	2.282616138458252	0.29003325	Yes	
row_7	K00844	1265	2.243767499923706	0.38205984	Yes	
row_8	K00010	1440	2.0172433853149414	0.4242525	Yes	
row_9	K01092	1537	1.892076849937439	0.49235883	Yes	
