NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K02844	78	4.29628324508667	0.019437201	No	
row_1	K02849	98	4.245483875274658	0.05855419	No	
row_2	K03269	210	3.8100101947784424	0.06698405	No	
row_3	K03280	512	2.9878158569335938	0.01203833	No	
row_4	K00677	1403	2.0570499897003174	-0.2393717	No	
row_5	K02517	1663	1.722582221031189	-0.2803081	Yes	
row_6	K00748	1726	1.6283793449401855	-0.255534	Yes	
row_7	K00912	1727	1.6283793449401855	-0.21007945	Yes	
row_8	K01627	1728	1.6283793449401855	-0.1646249	Yes	
row_9	K02527	1729	1.6283793449401855	-0.11917036	Yes	
row_10	K02536	1734	1.6202629804611206	-0.07505003	Yes	
row_11	K07031	1802	1.52811598777771	-0.05194372	Yes	
row_12	K03273	1899	1.3592643737792969	-0.03851052	Yes	
row_13	K00979	1973	1.212425947189331	-0.01740554	Yes	
row_14	K03271	2003	1.1614868640899658	0.01837589	Yes	
row_15	K02840	2016	1.1540299654006958	0.059827767	Yes	
row_16	K03270	2059	1.082918405532837	0.09127297	Yes	
row_17	K02843	2293	0.6908473968505859	0.05900904	Yes	
row_18	K02841	2654	0.19582200050354004	-0.015616468	Yes	
row_19	K02535	2764	0.106482595205307	-0.0065194936	Yes	
row_20	K03272	2953	0.01144460029900074	-0.02377342	Yes	
row_21	K03274	2954	0.01144460029900074	0.021681126	Yes	
