NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K00059	953	2.588534355163574	-0.2585258	No	
row_1	K00648	1259	2.253563165664673	-0.30126736	Yes	
row_2	K02371	1314	2.185946226119995	-0.26042584	Yes	
row_3	K00645	1431	2.025153398513794	-0.24023034	Yes	
row_4	K01897	1444	2.0020408630371094	-0.18540281	Yes	
row_5	K09458	1588	1.8205976486206055	-0.17419833	Yes	
row_6	K02160	1638	1.745068907737732	-0.13169181	Yes	
row_7	K00626	1762	1.5860377550125122	-0.11382733	Yes	
row_8	K00209	1806	1.5243860483169556	-0.06932282	Yes	
row_9	K00208	1815	1.5182514190673828	-0.013163288	Yes	
row_10	K01961	1831	1.475285530090332	0.040665235	Yes	
row_11	K02372	1839	1.4641996622085571	0.09715776	Yes	
row_12	K01963	1942	1.2743290662765503	0.12201526	Yes	
row_13	K00632	2147	0.9259451627731323	0.112906724	Yes	
row_14	K00248	2557	0.31479230523109436	0.035533123	Yes	
row_15	K01962	2630	0.22968313097953796	0.07038063	Yes	
row_16	K01692	2653	0.19589067995548248	0.12187815	Yes	
