NAME	TITLE	SCORE	
K13714		3.3879242	
K00757		3.3802202	
K01624		3.3766081	
K00849		3.375346	
K02342		3.372685	
K19091		3.364733	
K05337		3.364418	
K13016		3.364418	
K02004		3.3636646	
K09960		3.3523436	
K09961		3.3523436	
K19088		3.3523436	
K00560		3.3402538	
K00700		3.3399584	
K16235		3.3399584	
K01893		3.337306	
K01758		3.3337073	
K09951		3.3323586	
K01515		3.3273776	
K18866		3.3250396	
K19002		3.324658	
K01839		3.3233962	
K03497		3.322476	
K15524		3.3196242	
K12410		3.3172116	
K03546		3.315892	
K03113		3.315444	
K18691		3.315444	
K16926		3.3147643	
K09118		3.312128	
K00016		3.3092892	
K01815		3.308507	
K02907		3.3062212	
K01436		3.3052168	
K19157		3.3042486	
K03424		3.301782	
K08289		3.2991526	
K07258		3.298044	
K16905		3.2977393	
K16924		3.29753	
K02529		3.2956975	
K11537		3.2930074	
K05946		3.288961	
K02551		3.286236	
K14080		3.286236	
K00786		3.2829463	
K03473		3.267016	
K07321		3.2631345	
K01803		3.2628942	
K06143		3.2591145	
K03973		3.2590134	
K07443		3.2590134	
K11754		3.2578366	
K15669		3.2578366	
K02049		3.257063	
K01451		3.256956	
K10561		3.251515	
K12997		3.2493508	
K07124		3.2492094	
K10560		3.245904	
K00100		3.2444768	
K02433		3.2423615	
K17716		3.240083	
K03101		3.2393448	
K01089		3.2389493	
K02435		3.2380645	
K02434		3.236601	
K00760		3.2335987	
K01956		3.2335987	
K07010		3.2326872	
K07102		3.2323675	
K07452		3.2310054	
K02601		3.2307599	
K03471		3.2278516	
K03491		3.2278516	
K00685		3.2259858	
K02334		3.2198749	
K08969		3.2198749	
K03768		3.21835	
K01297		3.1999788	
K10797		3.1999788	
K03654		3.1993003	
K01745		3.194628	
K04757		3.194628	
K02012		3.1935427	
K07667		3.190187	
K00951		3.1893578	
K01926		3.1893578	
K03437		3.1861696	
K00609		3.1818078	
K05845		3.1815257	
K07706		3.1809776	
K07407		3.1787248	
K00076		3.1786044	
K06881		3.1778278	
K00796		3.1777878	
K03319		3.1769438	
K00158		3.169317	
K13927		3.169317	
K02010		3.1688845	
K10670		3.1670656	
K03686		3.1663911	
K05794		3.1662624	
K10112		3.1656694	
K01265		3.1646733	
K03784		3.1603782	
K00366		3.1581173	
K05846		3.1501842	
K16786		3.1497157	
K18104		3.1477242	
K01714		3.1436126	
K01914		3.1426008	
K00055		3.1415036	
K13531		3.1400275	
K07705		3.138456	
K00603		3.1362462	
K06178		3.1339939	
K02003		3.1256917	
K06148		3.122495	
K01876		3.1224554	
K02036		3.1203587	
K04072		3.1185648	
K03744		3.1179888	
K00928		3.1133294	
K00566		3.1110728	
K08659		3.1110728	
K01790		3.1095538	
K13923		3.1058788	
K03644		3.1035519	
K03282		3.1015851	
K03701		3.1013381	
K19353		3.0982459	
K01938		3.0948095	
K01243		3.0928586	
K01838		3.0926483	
K00791		3.0906992	
K01046		3.0858915	
K00948		3.0847032	
K03588		3.0847032	
K05985		3.0740826	
K08217		3.0727222	
K08223		3.0702264	
K19265		3.0679638	
K10823		3.0676355	
K02031		3.063538	
K01491		3.063458	
K08094		3.0632966	
K01644		3.0614913	
K07009		3.0610433	
K00759		3.0590522	
K00954		3.0585935	
K03312		3.0564437	
K16785		3.0563219	
K16787		3.0535343	
K01689		3.0527892	
K09134		3.0500338	
K01058		3.0466459	
K06019		3.0466459	
K02481		3.0455134	
K01778		3.0440085	
K11105		3.0301342	
K03624		3.0189905	
K06989		3.0156395	
K00865		3.009086	
K01101		3.008495	
K03388		3.005083	
K03389		3.005083	
K03390		3.005083	
K02945		3.0034606	
K08724		3.0019898	
K01951		2.998227	
K01915		2.9964497	
K02356		2.9940176	
K06408		2.9932895	
K16153		2.9932606	
K03699		2.9895058	
K18887		2.9895058	
K02525		2.9878159	
K03280		2.9878159	
K01262		2.9858313	
K00996		2.9856298	
K07478		2.9845674	
K09706		2.979185	
K19167		2.979185	
K06885		2.9791086	
K00243		2.9751763	
K18888		2.9690282	
K00384		2.9682732	
K03585		2.967512	
K00789		2.9648242	
K07035		2.9648242	
K07101		2.9636893	
K02377		2.959708	
K02078		2.9585452	
K06872		2.9583359	
K18348		2.9561288	
K03561		2.9544225	
K06317		2.9542284	
K03289		2.9515257	
K01465		2.9469404	
K00936		2.9456131	
K03315		2.9454017	
K19271		2.9454017	
K00820		2.9447067	
K09955		2.9425204	
K03040		2.940809	
K00841		2.9406214	
K02237		2.9406214	
K02240		2.9406214	
K02243		2.9406214	
K03048		2.9406214	
K03346		2.9406214	
K06948		2.9406214	
K07484		2.9406214	
K09976		2.9406214	
K11144		2.9406214	
K16509		2.9406214	
K18692		2.9406214	
K01241		2.937914	
K02361		2.937914	
K04083		2.937914	
K01874		2.935464	
K11753		2.9320753	
K03218		2.9302053	
K00847		2.9300065	
K01607		2.9300065	
K12524		2.9251013	
K01939		2.9221144	
K00876		2.9217002	
K00975		2.9217002	
K10563		2.9217002	
K03702		2.9216468	
K01788		2.9173992	
K01507		2.9156241	
K06334		2.9156241	
K07444		2.9156241	
K01835		2.9102852	
K06890		2.90862	
K03738		2.908536	
K02837		2.9058259	
K00075		2.9042308	
K00525		2.9042258	
K00600		2.9036324	
K00033		2.9009247	
K01090		2.8998337	
K01439		2.897126	
K04844		2.8959184	
K01783		2.8934147	
K03436		2.8889353	
K18149		2.8889353	
K04029		2.8881538	
K01263		2.8823354	
K10353		2.8823354	
K02337		2.8820233	
K07006		2.876238	
K07219		2.875294	
K03151		2.8748415	
K00027		2.8730683	
K01834		2.8707054	
K15876		2.8657608	
K01586		2.8606791	
K17202		2.8606791	
K17203		2.8606791	
K17204		2.8606791	
K07074		2.8596506	
K16868		2.8519704	
K01409		2.8449063	
K03697		2.8425057	
K09762		2.8400378	
K18672		2.8378658	
K13694		2.836729	
K07030		2.8341203	
K17073		2.831182	
K07560		2.8291442	
K18332		2.828976	
K06967		2.8258784	
K09787		2.8258784	
K15583		2.8254917	
K02744		2.823472	
K03574		2.823472	
K01934		2.8229995	
K03215		2.822501	
K01928		2.8206077	
K00133		2.819806	
K00554		2.819806	
K00639		2.819806	
K00858		2.819806	
K00927		2.819806	
K00939		2.819806	
K00981		2.819806	
K01056		2.819806	
K01591		2.819806	
K01756		2.819806	
K01866		2.819806	
K01868		2.819806	
K01869		2.819806	
K01870		2.819806	
K01883		2.819806	
K01889		2.819806	
K01890		2.819806	
K01892		2.819806	
K01929		2.819806	
K01992		2.819806	
K02086		2.819806	
K02313		2.819806	
K02335		2.819806	
K02340		2.819806	
K02341		2.819806	
K02343		2.819806	
K02357		2.819806	
K02493		2.819806	
K02518		2.819806	
K02519		2.819806	
K02520		2.819806	
K02528		2.819806	
K02563		2.819806	
K02600		2.819806	
K02834		2.819806	
K02835		2.819806	
K02836		2.819806	
K02838		2.819806	
K02863		2.819806	
K02864		2.819806	
K02867		2.819806	
K02871		2.819806	
K02874		2.819806	
K02876		2.819806	
K02878		2.819806	
K02879		2.819806	
K02881		2.819806	
K02884		2.819806	
K02886		2.819806	
K02887		2.819806	
K02888		2.819806	
K02890		2.819806	
K02892		2.819806	
K02895		2.819806	
K02899		2.819806	
K02904		2.819806	
K02906		2.819806	
K02911		2.819806	
K02914		2.819806	
K02916		2.819806	
K02926		2.819806	
K02931		2.819806	
K02933		2.819806	
K02935		2.819806	
K02939		2.819806	
K02946		2.819806	
K02948		2.819806	
K02950		2.819806	
K02952		2.819806	
K02956		2.819806	
K02959		2.819806	
K02961		2.819806	
K02963		2.819806	
K02965		2.819806	
K02967		2.819806	
K02968		2.819806	
K02982		2.819806	
K02986		2.819806	
K02988		2.819806	
K02990		2.819806	
K02992		2.819806	
K02994		2.819806	
K02996		2.819806	
K03043		2.819806	
K03531		2.819806	
K03536		2.819806	
K03550		2.819806	
K03551		2.819806	
K03584		2.819806	
K03596		2.819806	
K03602		2.819806	
K03625		2.819806	
K03631		2.819806	
K03652		2.819806	
K03657		2.819806	
K03664		2.819806	
K03665		2.819806	
K03685		2.819806	
K03687		2.819806	
K03723		2.819806	
K03734		2.819806	
K03977		2.819806	
K03979		2.819806	
K04066		2.819806	
K04077		2.819806	
K04078		2.819806	
K04567		2.819806	
K06187		2.819806	
K06207		2.819806	
K06925		2.819806	
K06942		2.819806	
K07015		2.819806	
K07029		2.819806	
K07462		2.819806	
K09710		2.819806	
K09772		2.819806	
K09903		2.819806	
K11145		2.819806	
K11749		2.819806	
K14540		2.819806	
K18331		2.819806	
K01867		2.8195403	
K01875		2.8195403	
K01925		2.8195403	
K03703		2.8195403	
K07566		2.818992	
K15532		2.8187659	
K02236		2.818643	
K00088		2.8177211	
K04075		2.816804	
K18986		2.8165705	
K00036		2.8162835	
K02338		2.8157794	
K03177		2.8157794	
K00806		2.8157303	
K01810		2.8153954	
K02503		2.8153856	
K01887		2.8150923	
K16209		2.8148806	
K01937		2.8134985	
K03106		2.812943	
K03110		2.812943	
K03075		2.812818	
K07027		2.8126981	
K02902		2.8113253	
K03601		2.81079	
K03495		2.810503	
K12573		2.810503	
K00783		2.810426	
K03046		2.8103247	
K03296		2.8103247	
K03555		2.8103178	
K03572		2.8103178	
K03650		2.8103178	
K01000		2.8094835	
K01873		2.8094835	
K00969		2.8089535	
K04096		2.807566	
K02316		2.8074539	
K17215		2.8072345	
K02970		2.8065174	
K11991		2.8065174	
K00057		2.806112	
K00873		2.806112	
K06173		2.8052597	
K00215		2.8041193	
K03570		2.8040674	
K07056		2.8040674	
K01784		2.803914	
K06147		2.8038638	
K01881		2.803779	
K03439		2.803779	
K03553		2.803779	
K01924		2.8035975	
K02860		2.8035975	
K03470		2.8035975	
K03501		2.8035975	
K01643		2.7976463	
K01776		2.7972739	
K15873		2.79721	
K03442		2.7969177	
K00790		2.7966032	
K04477		2.7966032	
K03978		2.7949224	
K09748		2.7949224	
K00882		2.794868	
K03595		2.7947886	
K03629		2.794014	
K10819		2.7930586	
K03700		2.79296	
K03168		2.7926776	
K00761		2.7900352	
K02314		2.7900352	
K03569		2.7900352	
K02509		2.7894545	
K00937		2.7892342	
K02586		2.7892342	
K02591		2.7892342	
K00859		2.7886443	
K13252		2.7874796	
K02445		2.787182	
K02761		2.7849746	
K16915		2.7836146	
K02238		2.78292	
K07001		2.7817466	
K00692		2.7799122	
K03382		2.7798526	
K18009		2.7790837	
K05989		2.7768614	
K02121		2.769947	
K09181		2.769947	
K09882		2.7678738	
K17837		2.765661	
K02426		2.7630613	
K12990		2.7630613	
K03606		2.7579763	
K03763		2.7575226	
K06183		2.7548912	
K01286		2.75218	
K01534		2.745172	
K03325		2.7423093	
K06180		2.7410686	
K00286		2.7400005	
K19508		2.7354453	
K03496		2.7342656	
K07013		2.7338903	
K09835		2.7338903	
K03217		2.733315	
K07699		2.7326992	
K00764		2.7321668	
K19285		2.7321668	
K09015		2.7315373	
K03778		2.731445	
K06333		2.730666	
K00949		2.7286143	
K19509		2.723167	
K01119		2.7186446	
K07816		2.7176726	
K03798		2.716833	
K07457		2.7160554	
K02033		2.7155187	
K01520		2.7085686	
K02346		2.7071974	
K02919		2.706654	
K02034		2.7063956	
K16212		2.7063956	
K01750		2.7060418	
K01195		2.7017767	
K11527		2.7017767	
K10710		2.701216	
K00134		2.7007844	
K02548		2.699225	
K00864		2.697559	
K00942		2.689736	
K01972		2.6838152	
K08963		2.6820936	
K01746		2.681853	
K06381		2.681853	
K10773		2.6768131	
K16899		2.6768131	
K02052		2.6755366	
K06142		2.6755366	
K05776		2.6742308	
K01646		2.6736987	
K16898		2.673606	
K02051		2.6693265	
K11209		2.6651697	
K02909		2.6647873	
K07696		2.6628008	
K06217		2.6582918	
K01493		2.657473	
K06973		2.6545777	
K02355		2.6536028	
K07260		2.6534104	
K11065		2.6489985	
K00661		2.6453414	
K16213		2.6453414	
K13789		2.644454	
K03294		2.6393907	
K08974		2.636734	
K01990		2.63649	
K03545		2.6346838	
K02456		2.6339977	
K03100		2.6339977	
K03210		2.6339977	
K06406		2.6339977	
K06378		2.6334808	
K06379		2.6334808	
K06398		2.6334808	
K06399		2.6334808	
K06405		2.6334808	
K01470		2.6316154	
K01807		2.631152	
K03073		2.630585	
K18682		2.630585	
K06012		2.6295815	
K04769		2.626589	
K07458		2.6262825	
K02651		2.6248834	
K04771		2.623235	
K16907		2.623235	
K06407		2.6224375	
K03492		2.622043	
K01273		2.6207237	
K18478		2.6205184	
K00941		2.6198993	
K04043		2.6198993	
K09779		2.6192117	
K13678		2.6182516	
K02469		2.6176283	
K05847		2.6175928	
K00261		2.6167095	
K02470		2.6167095	
K02650		2.6148996	
K06966		2.614084	
K07496		2.6136186	
K18427		2.6111844	
K04485		2.6099932	
K07456		2.6099932	
K08483		2.6099932	
K11070		2.605806	
K00390		2.6036253	
K03088		2.60116	
K01921		2.5980468	
K16216		2.5980468	
K19341		2.5980468	
K19342		2.5980468	
K13921		2.5953844	
K00784		2.5953033	
K05837		2.5946276	
K03284		2.5936387	
K06416		2.5932996	
K06374		2.5916178	
K18480		2.5910935	
K00382		2.5892162	
K15973		2.5891523	
K00059		2.5885344	
K07668		2.5876024	
K01155		2.582664	
K03565		2.5792854	
K06387		2.5780106	
K08323		2.5780106	
K02245		2.5775566	
K13940		2.5766757	
K00523		2.5764027	
K00681		2.5764027	
K01713		2.5764027	
K02011		2.5764027	
K03086		2.5764027	
K03195		2.5764027	
K03196		2.5764027	
K03200		2.5764027	
K03203		2.5764027	
K03204		2.5764027	
K06020		2.5764027	
K06441		2.5764027	
K12069		2.5764027	
K12071		2.5764027	
K12081		2.5764027	
K12685		2.5764027	
K13796		2.5764027	
K14267		2.5764027	
K14987		2.5764027	
K15270		2.5764027	
K16267		2.5764027	
K16929		2.5764027	
K18130		2.5764027	
K19340		2.5764027	
K06286		2.576071	
K13038		2.5748253	
K10947		2.5736685	
K00945		2.5718012	
K13281		2.5699182	
K00943		2.5698109	
K02585		2.5678976	
K09768		2.5674644	
K00991		2.5645068	
K02077		2.562506	
K06934		2.5616968	
K02027		2.560544	
K04074		2.5601873	
K19118		2.558365	
K08884		2.5582356	
K03693		2.5578442	
K03311		2.55402	
K07133		2.553751	
K01356		2.552442	
K13049		2.5518165	
K02204		2.5498683	
K03502		2.5498683	
K02119		2.54471	
K05366		2.540924	
K19200		2.540924	
K02775		2.540414	
K00012		2.5397024	
K10200		2.5397024	
K10201		2.5397024	
K18139		2.5378983	
K18906		2.5378983	
K01118		2.5363467	
K03719		2.5363467	
K00763		2.535198	
K01625		2.53331	
K00625		2.532919	
K09963		2.5323992	
K12267		2.5308077	
K07002		2.5297606	
K00992		2.5283337	
K16165		2.5283337	
K00973		2.5186255	
K06950		2.5186255	
K08591		2.5186255	
K02667		2.5180092	
K00691		2.515434	
K07118		2.5134292	
K02103		2.5129285	
K07098		2.5129285	
K18856		2.510451	
K05895		2.5075076	
K01872		2.5045679	
K12574		2.5044959	
K00641		2.500299	
K02304		2.500299	
K07488		2.500299	
K09117		2.500299	
K09931		2.500299	
K15383		2.500299	
K16885		2.500299	
K16886		2.500299	
K16887		2.500299	
K03581		2.498477	
K15581		2.4982998	
K18119		2.4982998	
K03925		2.496572	
K06873		2.496572	
K02482		2.495218	
K09767		2.4923806	
K00558		2.4902403	
K06889		2.4897373	
K11203		2.4888117	
K00537		2.4887016	
K00024		2.4883592	
K06373		2.4862432	
K06391		2.4862432	
K01679		2.4786325	
K06153		2.4786325	
K06297		2.4762847	
K01621		2.47489	
K17810		2.4694474	
K07652		2.4686012	
K07082		2.466848	
K06996		2.4633021	
K08679		2.4632607	
K03070		2.458165	
K01854		2.4563942	
K10559		2.4559116	
K07586		2.4555106	
K09133		2.455314	
K13677		2.455314	
K00604		2.4542646	
K07138		2.4527872	
K11189		2.4520378	
K02280		2.4518726	
K01596		2.4502425	
K09157		2.4486012	
K01433		2.4455795	
K11214		2.4449813	
K03076		2.4442308	
K00812		2.4424174	
K10562		2.4400833	
K05363		2.4386392	
K13052		2.4350724	
K17214		2.4310992	
K02825		2.4306679	
K10231		2.4295218	
K01818		2.4284093	
K01910		2.4284093	
K03544		2.4279408	
K06987		2.4225378	
K09696		2.4225297	
K09697		2.4225297	
K00655		2.4217951	
K07777		2.4205675	
K11085		2.4201255	
K01126		2.420032	
K02784		2.420032	
K19507		2.4173439	
K02587		2.4167583	
K03169		2.4147456	
K09013		2.4144845	
K02592		2.4131474	
K03786		2.4120026	
K02760		2.40849	
K00198		2.4084861	
K09922		2.4076812	
K07172		2.4065275	
K13788		2.4064772	
K00008		2.4052336	
K11927		2.405099	
K01501		2.4012456	
K03797		2.3999949	
K00952		2.3993807	
K02279		2.3992646	
K07090		2.3973558	
K05606		2.3968632	
K07033		2.3944774	
K07058		2.391585	
K00721		2.388048	
K02217		2.3859444	
K07095		2.385798	
K01002		2.385181	
K00762		2.3839808	
K19119		2.3836932	
K10548		2.38055	
K07738		2.3782408	
K06442		2.3755696	
K16511		2.3755696	
K18926		2.3726099	
K13993		2.3722444	
K02074		2.3680732	
K02075		2.3680732	
K00068		2.3676052	
K15582		2.3675022	
K03559		2.3673398	
K07213		2.3656814	
K12555		2.3656814	
K07727		2.3653169	
K04047		2.3649964	
K06937		2.3642173	
K03152		2.3636487	
K02122		2.3629296	
K09685		2.3618762	
K01281		2.3596396	
K01811		2.3585637	
K01597		2.3566628	
K06199		2.3566628	
K11712		2.3563814	
K03705		2.3563354	
K09760		2.3550415	
K01071		2.354954	
K02859		2.354954	
K00259		2.3529313	
K15738		2.3520124	
K09935		2.3520052	
K03892		2.3517196	
K19405		2.3508897	
K00041		2.3477383	
K01462		2.3458664	
K14665		2.3438582	
K07469		2.3412046	
K06975		2.3401835	
K03367		2.3397624	
K14188		2.339305	
K03739		2.3392074	
K03740		2.3392074	
K00805		2.3381872	
K02025		2.3380773	
K07164		2.3380773	
K03199		2.3378887	
K07218		2.3378887	
K07042		2.3373668	
K07742		2.3373668	
K00850		2.3356495	
K15725		2.3356495	
K08987		2.334316	
K19117		2.334316	
K03590		2.333405	
K11690		2.3325403	
K16925		2.3292675	
K07770		2.328553	
K19005		2.328206	
K01816		2.3270202	
K03500		2.3270202	
K07040		2.3270202	
K03216		2.3240056	
K01495		2.323065	
K01239		2.32178	
K07650		2.3202174	
K08998		2.318369	
K00974		2.316401	
K00995		2.316401	
K15024		2.3125558	
K02030		2.308928	
K12511		2.308928	
K13292		2.308928	
K00054		2.3070855	
K00869		2.3070855	
K00938		2.3070855	
K01641		2.3070855	
K01685		2.3070855	
K02244		2.3070855	
K03095		2.3070855	
K06198		2.3070855	
K16169		2.3070855	
K09759		2.3057973	
K13041		2.3057973	
K06023		2.3054814	
K09775		2.303246	
K03800		2.302596	
K03529		2.302088	
K05896		2.302088	
K06024		2.302088	
K07793		2.302088	
K02026		2.301083	
K00918		2.2983778	
K01993		2.2983778	
K03975		2.2983778	
K07052		2.2983778	
K03671		2.2976642	
K05822		2.2976642	
K02246		2.2971957	
K19244		2.295506	
K07012		2.2941215	
K03816		2.2929668	
K06958		2.2929668	
K10547		2.292756	
K03518		2.2926095	
K08161		2.29138	
K02242		2.288666	
K01662		2.2870674	
K03438		2.2870674	
K00564		2.2833886	
K04759		2.2830858	
K01710		2.2826161	
K03484		2.2804177	
K01580		2.2801301	
K09790		2.277326	
K02032		2.2753198	
K00574		2.274772	
K03742		2.2726643	
K02759		2.2704916	
K01628		2.2694051	
K08093		2.269021	
K12992		2.2687027	
K01709		2.2676342	
K02795		2.267293	
K09153		2.2658002	
K06978		2.2654967	
K15986		2.2614934	
K11071		2.2600126	
K09740		2.2567654	
K02913		2.2540553	
K00648		2.2535632	
K07794		2.2527134	
K06158		2.2492247	
K08138		2.24688	
K02589		2.245767	
K02590		2.245767	
K00844		2.2437675	
K03429		2.243489	
K04487		2.242649	
K02796		2.2426252	
K06201		2.2400131	
K19505		2.2352712	
K00925		2.230513	
K00346		2.2301888	
K00347		2.2301888	
K00348		2.2301888	
K00349		2.2301888	
K00350		2.2301888	
K00351		2.2301888	
K14445		2.2282445	
K01449		2.2257779	
K19411		2.2240987	
K03338		2.2224422	
K00239		2.2215655	
K03458		2.219471	
K05540		2.2181554	
K00394		2.217739	
K00395		2.217739	
K01183		2.217739	
K18704		2.2167816	
K13004		2.2166579	
K08191		2.2156904	
K00169		2.2155604	
K00170		2.2155604	
K00172		2.2155604	
K17462		2.2144682	
K03469		2.2125785	
K08676		2.2073076	
K00897		2.2038672	
K02117		2.2027972	
K02118		2.2027972	
K02120		2.2027972	
K02123		2.1991436	
K02124		2.1991436	
K03305		2.1986551	
K02028		2.1982124	
K00046		2.1981559	
K01950		2.1956806	
K06997		2.1935775	
K00096		2.190824	
K03621		2.190824	
K07707		2.190824	
K04094		2.189111	
K15987		2.1887457	
