NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K13924	1362	2.097346782684326	-0.40121716	No	
row_1	K10439	1812	1.519078254699707	-0.49820238	No	
row_2	K10540	2062	1.0775926113128662	-0.5285431	Yes	
row_3	K03409	2098	1.0160503387451172	-0.48757434	Yes	
row_4	K03411	2367	0.5978266000747681	-0.52424634	Yes	
row_5	K03415	2478	0.453146368265152	-0.5082692	Yes	
row_6	K03414	2479	0.45089882612228394	-0.4556376	Yes	
row_7	K03410	2497	0.41461020708084106	-0.4086708	Yes	
row_8	K03406	2588	0.27184903621673584	-0.38602924	Yes	
row_9	K03413	2643	0.21586212515830994	-0.35139167	Yes	
row_10	K03408	2686	0.17687161266803741	-0.3127554	Yes	
row_11	K02556	2744	0.12540720403194427	-0.27911752	Yes	
row_12	K03407	2745	0.125343918800354	-0.22648594	Yes	
row_13	K00575	2799	0.08552855253219604	-0.19151513	Yes	
row_14	K02557	2802	0.08315049111843109	-0.13955	Yes	
row_15	K03412	2867	0.05068382993340492	-0.10824464	Yes	
row_16	K02416	2939	0.016546718776226044	-0.079271846	Yes	
row_17	K02417	2941	0.016040753573179245	-0.026973488	Yes	
row_18	K02410	3018	3.999132022727281E-4	3.331988E-4	Yes	
