NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K00674	65	4.345269680023193	0.025945157	Yes	
row_1	K00290	177	3.9684505462646484	0.03655187	Yes	
row_2	K05825	253	3.6780407428741455	0.059162583	Yes	
row_3	K01714	444	3.1436126232147217	0.04342718	Yes	
row_4	K00928	457	3.1133294105529785	0.087044895	Yes	
row_5	K01778	493	3.044008493423462	0.12299339	Yes	
row_6	K00841	540	2.9406213760375977	0.15527399	Yes	
row_7	K12524	560	2.9251012802124023	0.1965576	Yes	
row_8	K01439	579	2.8971259593963623	0.23817465	Yes	
row_9	K01586	594	2.8606791496276855	0.28112546	Yes	
row_10	K01928	616	2.8206076622009277	0.32174218	Yes	
row_11	K00133	617	2.8198060989379883	0.36936122	Yes	
row_12	K01929	635	2.8198060989379883	0.41131172	Yes	
row_13	K00215	782	2.804119348526001	0.41024786	No	
row_14	K14267	978	2.5764026641845703	0.39284524	No	
row_15	K05822	1226	2.297664165496826	0.3581035	No	
row_16	K05823	1340	2.1553635597229004	0.36804333	No	
row_17	K00003	1375	2.0900707244873047	0.40432528	No	
row_18	K03340	1890	1.377901554107666	0.28055385	No	
row_19	K10206	2040	1.116320013999939	0.27848968	No	
row_20	K00821	2549	0.33042123913764954	0.15671894	No	
