OTU ID,IL17.DTT.115,IL17.DTT.116,IL17.DTT.117,IL17.DTT.118,IL17.DTT.119,IL17.DTT.120,IL17.DTT.127,IL17.DTT.128,IL17.DTT.129,IL17.DTT.130,IL17.DTT.131,IL17.DTT.132,IL17.DTT.143,IL17.DTT.144,IL17.DTT.139,IL17.DTT.140,IL17.DTT.141,IL17.DTT.142,IL17.DTT.188,IL17.DTT.189,IL17.DTT.201,IL17.DTT.202,IL17.DTT.203,IL17.DTT.199,IL17.DTT.200,IL17.DTT.217,IL17.DTT.218,IL17.DTT.219,IL17.DTT.220,IL17.DTT.221,IL17.DTT.222,IL17.DTT.25,IL17.DTT.26,IL17.DTT.27,IL17.DTT.28,IL17.DTT.29,IL17.DTT.105,IL17.DTT.106,IL17.DTT.103,IL17.DTT.104,IL17.DTT.53,IL17.DTT.49,IL17.DTT.50,IL17.DTT.51,IL17.DTT.52,IL17.DTT.85,IL17.DTT.86,IL17.DTT.87,IL17.DTT.88,IL17.DTT.89,IL17.DTT.90,TKO.DTT.1,TKO.DTT.2,TKO.DTT.3,TKO.DTT.4,TKO.DTT.5,TKO.DTT.6,TKO.DTT.43,TKO.DTT.44,TKO.DTT.45,TKO.DTT.46,TKO.DTT.47,TKO.DTT.48,TKO.DTT.31,TKO.DTT.32,TKO.DTT.33,TKO.DTT.34,TKO.DTT.35,TKO.DTT.16,TKO.DTT.17,TKO.DTT.18,TKO.DTT.22,TKO.DTT.23,TKO.DTT.24,TKO.DTT.19,TKO.DTT.20,TKO.DTT.21,TKO.DTT.58,TKO.DTT.59,TKO.DTT.60,TKO.DTT.55,TKO.DTT.56,TKO.DTT.57,TKO.DTT.69,TKO.DTT.70,TKO.DTT.71,TKO.DTT.72,TKO.DTT.78,TKO.DTT.73,TKO.DTT.74,TKO.DTT.75,TKO.DTT.76,TKO.DTT.77,TKO.DTT.87,TKO.DTT.88,TKO.DTT.89,TKO.DTT.90,TKO.DTT.91,TKO.DTT.92,TKO.DTT.93,TKO.DTT.94,TKO.DTT.95,TKO.DTT.103,TKO.DTT.104,TKO.DTT.105,TKO.DTT.106,TKO.DTT.107,TKO.DTT.108,TKO.DTT.109,TKO.DTT.110,TKO.DTT.111,TKO.DTT.112,TKO.DTT.113,TKO.DTT.123,TKO.DTT.124,TKO.DTT.125,TKO.DTT.126,TKO.DTT.127,TKO.DTT.128,TKO.DTT.129,TKO.DTT.130,TKO.DTT.131,TKO.DTT.132,TKO.DTT.139,TKO.DTT.140,TKO.DTT.141,TKO.DTT.142,TKO.DTT.143,TKO.DTT.144,TKO.DTT.154,TKO.DTT.155,TKO.DTT.156,TKO.DTT.151,TKO.DTT.152,TKO.DTT.153,taxonomy
k__Bacteria;p__Actinobacteria,4,4,3,18,10,45,58,6,5,12,0,7,0,0,0,0,11,0,2,3,6,0,0,7,6,0,2,0,0,0,19,0,11,11,0,0,2,0,0,3,0,2,7,2,0,12,6,24,12,119,10,137,0,17,34,24,176,0,2,10,0,15,0,13,2,16,6,0,0,13,12,0,0,7,5,6,5,11,6,0,56,10,11,3,0,4,2,0,6,0,5,0,0,5,8,0,0,8,0,0,0,0,0,0,0,0,0,23,0,0,11,0,0,9,0,7,20,4,5,2,8,0,2,18,6,4,11,3,2,24,28,65,98,5,13,
k__Bacteria;p__Bacteroidetes,16708,19548,24786,33872,73728,48371,7605,14319,50807,27899,55192,57112,160,6130,56254,66628,40481,295,19352,24764,18629,421,1799,13334,19507,15812,48046,26181,29973,29176,24389,34308,27792,27973,65,222,29634,11182,12594,37730,7828,40680,50064,46660,10936,43730,26464,28243,16270,15212,49419,13693,13180,20583,16514,4394,13689,40351,23085,11844,982,1044,3267,33834,17959,15640,4405,3718,26522,58906,52499,19366,48147,66797,32647,21314,26741,30996,44652,54045,7370,23696,21068,9474,232,1154,1377,2961,46280,20964,20585,958,2210,21943,3793,1187,2251,33523,31750,23119,1926,2518,17324,13024,6812,861,677,10913,31282,36774,36292,758,124,31743,117,5547,4915,32352,16600,25986,10229,4107,12820,43771,36704,29177,57966,46134,14408,1474,1170,4573,49252,16145,19942,
k__Bacteria;p__Cyanobacteria,47,322,424,0,0,0,231,212,0,300,0,0,0,0,232,557,917,2,142,168,348,0,0,180,194,10,152,172,0,0,0,100,497,663,0,0,241,0,3,285,0,27,118,97,0,54,226,240,0,30,469,294,34,213,25,9,59,236,542,334,0,27,56,107,138,115,30,0,0,35,11,0,9,9,110,382,385,4,0,25,268,327,300,999,0,6,76,21,1082,1475,1016,14,2,522,45,8,0,105,380,301,1,0,118,272,207,20,3,269,110,372,419,4,0,612,0,42,55,44,291,346,102,0,0,262,990,1141,7,13,56,22,0,24,127,669,648,
k__Bacteria;p__Firmicutes,8271,25622,32653,22971,7944,6818,6650,35433,37882,37398,7367,13695,24687,37320,6604,9928,32497,111953,22154,28965,31703,106292,51530,18199,26965,1210,22936,19582,45535,4975,7775,3867,23262,30535,140271,79434,16417,14681,6401,18787,18192,5232,13166,24250,110978,6587,22541,20005,85621,10369,20854,24269,1382,19972,56547,18394,15115,8833,31916,52294,61785,45420,14094,18277,32030,52228,66888,36202,22803,8529,4627,30102,3720,3132,17543,23234,36506,29738,5125,5082,25997,27471,42665,45805,94994,99136,15013,8620,25063,30313,28717,66424,23498,56749,102570,49533,13502,12241,15049,14247,38922,23396,10220,14471,9737,46254,10772,16122,4051,11556,15791,53435,30688,35467,74438,43643,19012,5402,11571,23095,34133,10662,4472,5567,18064,33012,2509,2594,4642,15775,20742,18448,9465,27734,44147,
k__Bacteria;p__Proteobacteria,3,177,254,1521,128,462,33,266,463,471,74,357,432,0,91,137,368,9,576,549,195,7,131,149,203,1602,184,85,558,772,431,27,265,168,0,34,591,175,97,438,129,20,171,160,142,239,332,476,471,106,225,1282,59,202,336,245,1000,223,483,759,70,377,1031,299,632,875,353,803,406,243,304,66,152,465,526,381,384,657,161,616,2161,1935,1494,233,7,216,587,254,1238,219,484,62,492,576,234,170,319,679,420,267,102,22,166,82,47,8,0,131,82,212,371,5,16,401,2,34,95,84,362,279,397,189,140,49,169,118,580,130,252,106,133,177,86,165,153,
k__Bacteria;p__Tenericutes,221,1649,4595,76,10,13,34,683,0,2225,0,16,0,0,169,250,980,0,16,71,391,17,48,283,195,9,219,430,0,0,0,7,240,108,0,0,847,6,315,411,0,145,348,790,14,96,151,242,8,63,28,1433,48,1016,55,20,513,136,241,146,3,13,6,276,183,490,102,73,0,29,35,0,0,0,132,51,89,5,0,5,104,103,252,260,0,5,8,14,497,160,285,6,6,344,74,0,0,106,49,65,0,4,126,65,77,6,0,44,91,250,408,6,0,670,0,43,76,10,26,133,21,0,42,69,55,182,0,0,15,6,0,71,59,128,221,
k__Bacteria;p__Verrucomicrobia,311,151,464,252,618,530,1441,13,7,43,2,0,2,0,3,6,0,6,0,17,10,4,3,8,8,13022,271,29,730,4721,741,186,290,148,5,2,299,19,253,243,248,1700,2040,2593,657,142,67,61,4,0,26,1881,3300,630,100,816,731,1707,3,0,0,0,0,7,3,0,0,47,2,86,0,0,2,0,4,3,35,0,0,0,0,6,0,5,50,33,0,67,2080,123,193,29,91,3,3,2,0,0,2,2,0,2,125,11,54,0,57,42,52,50,67,4,0,1867,73,1340,2322,0,3,2,0,2,0,3296,234,128,150,410,1185,2,0,0,13,14,43,
