	shannon
Lyz2-06B-DTT272-S114	5.330740887844431
SLCdtt022	4.417301320073437
Itg-18-DTT492-S87	5.788326534046997
Vil1-014B-DTT164	5.640057939955621
LYZdtt366	2.523450850683744
Lyz2-01B-FP208-S56	6.169177931465323
SLCFP067	4.351097265186012
SLCdtt019	3.327102195963956
Vil1-14B-FP163	6.227098951311804
Lyz2-06B-FP271-S69	4.539076395120908
Lyz2-04B-DTT246-S87	3.703890051724901
SLCdtt070	2.6795061669767954
SLCFP023	3.4816401021318524
Lyz2-01B-DTT207-S47	5.913473224540928
SLCdtt164	5.778946831371637
Vil1-09B-FP108	2.1122566485041525
Itg-26-DTT541-S37	5.825894684020175
SLCdtt005	2.349250228990103
Itg-22-FP515-S18	5.47033654128859
SLCFP051	5.920519000107069
Itg-02-DTT409-S1	5.12407772654292
Lyz2-05B-FP255-S52	4.568229354509853
Itg-22-DTT516-S11	6.386959534054546
Vil1-02B-FP22	4.598791604071487
Itg-20-DTT508-S3	4.588377527647095
Lyz2-01B-FP210-S58	0.7702347084920356
Lyz2-06B-DTT270-S112	3.5951017786338793
SLCdtt002	5.388562734315856
Itg-16-DTT482-S77	3.7251619026978213
LYZdtt354	0.47627422776192274
LYZFP328	5.231458385542485
Itg-24-FP528-S31	6.103141228790325
Lyz2-04B-DTT243-S84	5.486623839111038
Vil1-05B-FP58	2.0145253305191466
Vil1-04B-FP43	5.683057551289384
Vil1-08B-FP95	1.9491008906606515
Vil1-09B-FP106	2.195963237233147
LYZFP317	2.1482035085902305
Itg-06-DTT433-S26	3.5421423792696545
SLCFP022	2.8272540775342603
Lyz2-03B-DTT236-S76	2.2275964865687916
Vil1-04B-DTT46	3.8879209746285484
Lyz2-07B-FP282-S80	2.7425855985041316
Itg-16-FP484-S87	3.8565296268042664
Vil1-10B-FP120	3.8494908905630414
Vil1-05B-FP60	6.057543360967452
Lyz2-01B-FP212-S60	2.0278689912511507
Vil1-03B-FP32	6.2700514849095415
LYZdtt328	5.283858861530181
Lyz2-02B-DTT224-S64	3.6757363288555953
Itg-02-DTT407-S99	6.087142382040226
SLCdtt145	6.033880084149543
Lyz2-08B-DTT291-S133	5.216330455018992
Vil1-09B-FP105	5.857307952045234
Itg-24-DTT527-S22	6.438873677846016
LYZFP355	1.9248646492447357
LYZdtt330	0.867319154591356
Itg-26-DTT539-S35	6.042697338366223
LYZFP319	1.9342365133466708
Vil1-05B-FP59	2.642369798433832
SLCFP005	2.589187375301038
Vil1-08B-FP96	4.437631994776354
Itg-26-FP540-S44	6.379719109879245
SLCFP024	3.6155581950143056
Vil1-06B-FP68	6.450102407476752
Vil1-09B-DTT104	3.3274121124701286
SLCFP093	4.736940296794685
Lyz2-08B-FP291-S89	4.09227943449015
Vil1-02B-DTT24	6.232277644029588
SLCdtt021	5.165089118626642
Vil1-01B-FP09	5.984894701718778
Vil1-02B-DTT21	5.1435689731843555
Vil1-08B-FP92	6.0669211363394115
Vil1-02B-DTT23	5.096094002781196
Vil1-03B-DTT32	6.596972478833979
SLCFP053	4.147953741745866
Itg-20-FP507-S10	4.473190524977274
SLCFP148	5.9732122550172555
SLCdtt114	3.653986686212556
Lyz2-06B-DTT271-S113	5.0740154527205945
Vil1-04B-FP48	4.058829935806818
Itg-22-DTT517-S12	6.1455517160669855
Vil1-06B-FP69	6.194456528323688
Lyz2-07B-DTT284-S126	4.375534928115034
Lyz2-03B-FP234-S82	2.2599977811487633
Vil1-04B-FP47	2.7352172570043995
SLCdtt150	4.70935965060613
Vil1-09B-DTT106	1.1812433314236037
LYZFP320	1.6493984095649699
Vil1-02B-DTT20	6.018476523685578
SLCdtt167	4.345810213809878
Lyz2-04B-DTT244-S85	6.208941928799756
Vil1-06B-DTT67	0.08479916885480318
SLCdtt111	5.75381154087116
Itg-24-FP530-S33	2.546251519046235
SLCFP091	4.8304911367795205
Vil1-03B-FP36	3.926812882369277
Lyz2-02B-DTT223-S63	2.544766361549366
Vil1-02B-FP19	5.446563170946532
Itg-02-FP412-S12	3.801271402425115
LYZFP327	4.130008177841084
Itg-26-FP539-S43	5.655959752700682
SLCFP095	1.6607124122612984
SLCFP164	5.07249739767414
Itg-18-FP491-S94	4.017715113488387
LYZdtt356	1.221945563054395
Itg-16-FP481-S84	4.893049231688364
Vil1-04B-DTT44	6.105484046554963
Vil1-03B-FP33	6.377281587852474
Lyz2-02B-FP224-S72	2.98969544050237
Lyz2-05B-FP259-S56	3.1720998592392067
Itg-22-DTT519-S14	3.071300074058274
LYZdtt368	4.11555280641762
SLCdtt095	1.3639335644876363
Lyz2-04B-DTT247-S88	4.404083982238119
Itg-06-DTT434-S27	3.3205556113774155
Itg-24-DTT528-S23	6.411732349974195
Itg-04-FP422-S22	1.182144835999153
SLCdtt074	5.375431446750239
SLCFP077	1.475736721539347
LYZdtt367	3.848273070856147
Itg-22-DTT518-S13	3.9666478147395954
Itg-20-FP506-S9	5.4419154316966045
Itg-08-FP445-S46	5.771898378873373
LYZdtt304	4.859336504739016
Itg-24-FP529-S32	6.454953554576106
Itg-02-DTT412-S4	3.1961996836425453
Itg-08-DTT444-S37	5.985801519143665
Vil1-09B-FP104	5.21696134541362
Vil1-03B-DTT34	4.199240598989987
Itg-26-FP544-S48	4.421838240747198
Itg-12-DTT467-S61	5.382174376390505
Lyz2-08B-FP292-S90	5.287935281051846
Vil1-10B-FP119	2.4667812910721194
Vil1-04B-FP44	5.765303962903381
Vil1-13B-FP152	3.0155684986802864
LYZFP356	3.1074778352080945
Itg-16-DTT480-S75	5.586605537714538
SLCdtt024	2.9117748124708216
Itg-10-FP460-S62	3.6950623661760535
SLCdtt149	4.536911669926073
LYZFP354	1.4317011466471605
Itg-20-FP504-S7	5.89034206201483
Itg-26-DTT543-S39	4.341547858383199
Vil1-07B-FP79	4.785989269212315
SLCFP166	3.797801896093317
Lyz2-02B-DTT219-S59	6.019825263069625
LYZdtt317	2.9384236728718447
Itg-04-DTT424-S16	2.869440395741595
Vil1-14B-FP164	5.419866882010285
Itg-12-DTT468-S62	6.210204214722777
SLCFP112	4.855526018105572
SLCFP073	2.9245564139181917
Itg-06-FP434-S35	2.5563630520461906
Itg-18-FP496-S99	2.011978731332525
Itg-24-FP531-S34	2.1691339488061847
SLCFP128	4.134845863601174
Itg-24-FP527-S30	6.452167252235195
Lyz2-07B-FP279-S77	5.545732558087377
LYZdtt305	2.6526433345626192
LYZdtt319	1.8843269371433766
SLCFP092	4.20615725424337
Lyz2-01B-DTT210-S50	3.312498644539873
LYZFP332	0.7432678476882587
Vil1-08B-DTT96	0.060209515087222644
SLCFP002	5.520587038398018
LYZFP306	2.9933115670263573
LYZdtt329	5.316399229825133
Lyz2-06B-FP269-S67	6.4126788263512156
SLCFP113	4.55039521983748
Vil1-010B-DTT119	0.524631176535159
LYZdtt306	0.5951915484054786
Lyz2-03B-FP231-S79	3.414839518937184
Vil1-04B-DTT45	4.9053984379086994
Lyz2-03B-DTT233-S73	5.442327832897818
SLCFP071	3.6012941311947815
Lyz2-07B-FP281-S79	5.660758111938809
Itg-18-DTT491-S86	4.359359514922771
Vil1-05B-DTT58	0.08610040328777004
Lyz2-07B-DTT280-S122	5.850480245708519
Itg-06-DTT431-S24	3.2069671826653723
Vil1-05B-DTT59	0.07831151714151618
Vil1-07B-DTT81	0.4198956085200777
Lyz2-05B-DTT255-S96	5.271709771247933
Vil1-09B-FP107	1.9410107346183163
Itg-08-FP443-S44	4.9520548991075914
Vil1-010B-DTT120	0.4194621624365469
Itg-02-FP410-S10	2.528577890693591
SLCFP004	2.4002876712211405
SLCdtt146	5.783581644274615
SLCdtt113	3.4822847842368527
Itg-12-DTT470-S64	3.5797238618441196
Lyz2-01B-DTT208-S48	5.992587426765161
Itg-02-DTT408-S100	6.200014041842262
Vil1-04B-FP45	5.943905714221089
Itg-06-FP436-S37	3.753849973091922
Itg-02-DTT410-S2	3.287104975740582
Lyz2-07B-DTT279-S121	6.033731943232277
Lyz2-05B-FP256-S53	5.591976515328906
SLCdtt004	2.60536977770333
Vil1-03B-FP34	3.3718524063539865
Vil1-07B-FP83	3.6016125820902043
SLCFP019a	4.154097802793734
SLCdtt092	4.488545211494085
Vil1-01B-FP12	4.246347232506017
Itg-12-FP469-S71	5.689824727474128
SLCdtt112	1.1488121884329419
Itg-26-FP543-S47	4.957945797185192
Vil1-10B-FP117	5.54955974389621
Vil1-05B-DTT60	0.06918198173396732
Itg-08-DTT446-S39	3.690139365747358
Itg-06-FP433-S34	5.162682702515814
LYZFP316	4.149353870511805
Itg-26-FP542-S46	3.8965985068247453
Lyz2-02B-FP220-S68	5.314844513276276
Vil1-013B-DTT152	2.8398210984223136
Vil1-08B-DTT95	0.06336453267632311
SLCFP075	4.483036071584649
SLCdtt020	5.893982169737267
SLCFP049	3.701108087838308
Lyz2-05B-FP257-S54	5.790164100158874
Vil1-08B-FP94	2.9079126710166516
Vil1-01B-DTT10	3.140594924739062
LYZdtt355	1.7881344704785056
LYZFP339	3.5796598137575195
Itg-26-DTT542-S38	4.331500279743577
Vil1-05B-DTT55	0.04776598135459204
SLCFP094	2.8548612865537213
Itg-16-FP482-S85	2.95502424977791
Itg-18-DTT493-S88	4.4344233802266455
Vil1-013B-DTT153	3.0231174810639936
LYZdtt343	0.6765916797279162
Vil1-01B-DTT08	6.085242050151045
Lyz2-05B-DTT256-S97	6.154214969010803
Itg-02-FP408-S8	5.461269622870696
LYZFP315	3.8343509028065514
Vil1-02B-FP21	6.24692710275788
Itg-04-DTT421-S13	4.269472720237214
Itg-18-DTT495-S90	4.520726734686629
Itg-12-FP471-S73	2.983474379350917
Lyz2-04B-DTT248-S89	3.7784871398941666
Itg-16-FP479-S81	4.0917593091114925
Vil1-014B-DTT165	5.469244891405312
SLCdtt148	5.867996857027689
SLCdtt128	5.689908346980387
SLCdtt076	1.839653281137901
Vil1-010B-DTT118	1.0451783248796984
LYZdtt341	3.795436833676071
Lyz2-08B-DTT292-S134	5.816672178282532
Itg-20-DTT507-S2	4.779828711412163
Itg-12-DTT471-S65	3.9916707675515544
Lyz2-03B-DTT235-S75	2.237214213948641
Vil1-05B-FP55	6.2322679800063
Itg-22-FP516-S19	6.166701480152501
Vil1-06B-DTT69	0.2645646183731552
LYZdtt344	2.8477980803595777
Vil1-08B-DTT92	0.8864131465777402
Lyz2-05B-DTT258-S99	3.7012178564678226
Itg-10-DTT459-S53	2.966072501133031
Itg-08-DTT447-S40	4.489102308140178
Itg-04-FP420-S20	4.669322246190442
Itg-10-FP456-S58	5.3620587227396515
SLCFP163	5.042180239710864
SLCFP050	4.606309535471445
Vil1-09B-DTT107	0.5450406379646461
LYZFP352	5.818560677818674
Lyz2-08B-FP294-S92	3.9207299139549674
Itg-10-DTT457-S51	4.809615971685376
Lyz2-06B-DTT267-S108	6.632519012156405
Vil1-01B-DTT12	2.4095382615534313
Vil1-13B-FP156	1.446561127008252
Vil1-013B-DTT156	2.8146808419774874
Itg-18-FP492-S95	3.9909403114182345
Vil1-07B-DTT84	0.09212344312878
SLCdtt051	4.463011025753903
Itg-16-DTT479-S73	3.5482007379934095
LYZFP305	0.8777522487668072
Vil1-06B-FP72	5.48003289678545
Lyz2-05B-DTT257-S98	5.794990239940066
Vil1-014B-DTT167	3.6071346184816573
Vil1-02B-FP24	4.9200330749421735
Itg-26-DTT544-S40	4.324391322376501
Itg-04-DTT422-S14	2.4345591161847806
Vil1-08B-DTT93	0.925494656158906
Lyz2-08B-DTT295-S137	3.972448693133606
Itg-12-FP468-S70	5.9803021543029535
Lyz2-05B-FP260-S57	3.05728177927717
Itg-06-DTT435-S28	2.8823969001204888
Itg-12-FP467-S69	5.78583734852605
SLCdtt168	4.709379082869919
SLCFP052	3.4966855543188693
Itg-20-FP505-S8	6.030331640835977
Vil1-06B-DTT71	0.040641673394115486
Vil1-14B-FP166	1.811256482471905
LYZdtt340	5.936014159381208
SLCFP076	0.9173193637298523
Itg-04-FP423-S23	1.6807153097666157
SLCdtt096	1.6968935199060569
Itg-22-FP517-S20	6.377348225720028
LYZFP330	3.1143433454670872
Itg-12-FP472-S74	3.6652119870622286
LYZdtt318	1.1711620533859504
Lyz2-06B-FP268-S65	6.467179341520417
SLCFP127	3.360049242136381
Lyz2-03B-FP233-S81	4.163180058164267
Lyz2-04B-FP246-S43	2.2752046712708185
Vil1-14B-FP165	5.800465712143828
Itg-16-DTT484-S79	4.084672838192269
Lyz2-02B-FP221-S69	4.962946066206721
Vil1-07B-FP81	5.499733965468265
Lyz2-06B-FP270-S68	3.3916970248954157
Vil1-07B-FP84	6.148176867088517
Itg-20-DTT503-S98	5.059332810718211
Lyz2-04B-FP247-S44	2.1351910577084907
Itg-22-DTT515-S10	5.150283781204579
Itg-06-FP431-S32	5.157850572150659
LYZFP340	4.207143594118094
Lyz2-01B-FP211-S59	1.059599431586535
Lyz2-06B-FP267-S64	6.4982215260327525
Vil1-013B-DTT151	3.5673678295952156
SLCFP150	4.900437935595606
Itg-16-DTT481-S76	4.947137012304972
Itg-02-FP407-S7	5.244887930518598
LYZdtt332	2.9974668889679346
SLCFP129	4.772107465716886
SLCFP167	4.193070368787392
LYZdtt363	5.885085451998045
Vil1-04B-DTT48	4.60207789287185
Itg-04-FP419-S19	6.435185721501599
Itg-08-FP448-S49	3.754581656487445
Lyz2-07B-DTT282-S124	4.672379737326609
LYZdtt365	2.807455022823105
Vil1-13B-FP151	3.255010204857327
LYZdtt320	0.8572864252110974
LYZdtt315	5.4003497977482535
Vil1-01B-FP10	3.295847015150286
Itg-04-FP424-S24	2.8105538623528163
Itg-06-DTT436-S29	3.9912705714123686
LYZFP351	5.810415156465732
Vil1-02B-DTT19	4.8523136698952625
SLCFP074	3.628509999505375
SLCFP145	4.648143079410871
Lyz2-08B-DTT296-S139	3.0879662579912353
Itg-08-FP446-S47	3.019610162968877
Vil1-06B-FP71	5.306336730707765
Itg-12-DTT469-S63	5.935527367662925
SLCdtt078	2.039777277964315
Itg-22-DTT520-S15	4.8223822323705825
SLCFP054	3.994112426284767
SLCdtt052	2.435754048699992
LYZFP303	1.3700223040169333
Vil1-07B-DTT83	0.08774778007895911
Lyz2-01B-FP207-S55	5.891929288525496
Itg-08-DTT443-S36	5.661990839626834
Lyz2-02B-DTT222-S62	1.903570843899524
Vil1-13B-FP155	1.2362256811431573
Lyz2-01B-DTT211-S51	3.593228817119418
Lyz2-08B-FP295-S93	3.2068218353850533
Itg-08-FP444-S45	5.217940106327541
Vil1-13B-FP154	0.5171080601232942
SLCFP003	5.4838961870046985
Vil1-14B-FP168	2.664968633071963
Lyz2-04B-DTT245-S86	5.699309090170707
Vil1-010B-DTT116	4.0021321589729775
Vil1-03B-FP31	5.229562634876927
Lyz2-03B-FP232-S80	3.464538755564
Lyz2-01B-DTT212-S52	1.4504745536169588
Lyz2-03B-FP235-S83	1.9845488276505268
Itg-04-DTT420-S12	5.470958368297003
Itg-18-FP493-S96	5.157356183979541
Lyz2-02B-DTT220-S60	5.8293714750773695
Lyz2-07B-FP284-S82	3.115942642248123
Lyz2-08B-DTT293-S135	4.674064684513299
SLCFP068	4.23041857086534
Itg-10-FP457-S59	6.13568347114607
SLCFP165	5.240356847487991
Vil1-02B-DTT22	4.472447824257682
Lyz2-07B-DTT283-S125	5.481044768781219
Itg-10-FP459-S61	3.0657057004656405
Itg-06-FP432-S33	4.457525647185211
Itg-10-DTT458-S52	3.0255249994110427
Vil1-07B-DTT80	0.29900087750162196
SLCdtt165	5.034920963237997
SLCdtt069	5.9746560962171005
Lyz2-01B-FP209-S57	6.132022830360594
Vil1-010B-DTT115	0.44829544965969464
Vil1-08B-DTT91	0.10173311125984887
Vil1-014B-DTT163	6.083462659236867
Itg-12-FP470-S72	2.6798108057423713
SLCdtt129	2.8719269408149213
Lyz2-07B-FP280-S78	5.045039335771306
Itg-10-FP458-S60	2.6891438725457086
SLCFP114	4.7852321912094835
SLCdtt109	4.169290805871708
Vil1-08B-DTT94	0.03280008750654259
Lyz2-08B-FP296-S95	4.785804565368826
LYZdtt352	2.4381765987084503
SLCFP006	3.0224701840526325
SLCdtt054	2.817219396979682
Itg-02-DTT411-S3	2.681788641326083
LYZdtt353	2.780049861597689
LYZFP343	1.4898673661169444
Itg-16-FP483-S86	3.3360823379118196
LYZdtt316	2.5465589879883717
Lyz2-03B-FP236-S84	3.13793449709944
Lyz2-02B-FP223-S71	1.5886056024758684
Itg-02-FP411-S11	3.02837974998785
SLCdtt006	2.6656905759936103
Vil1-05B-DTT56	0.34045972791663903
Lyz2-05B-FP258-S55	3.1117176653989893
Itg-06-FP435-S36	3.58877054615477
Vil1-014B-DTT168	5.3645468898946564
Itg-16-FP480-S83	4.528955804532643
Lyz2-01B-DTT209-S49	5.605601380734318
Vil1-09B-DTT103	0.9761805710793584
Vil1-09B-DTT108	0.6417385864481253
SLCdtt093	5.323163334132145
Vil1-02B-FP23	4.438792335756258
SLCdtt077	1.5524458809204817
SLCdtt166	3.804940305284883
Vil1-01B-DTT09	5.029652476386078
Vil1-07B-FP80	4.5955921650169
SLCdtt132	2.771374203042711
Itg-22-FP519-S22	2.6681596931714244
SLCFP132	3.7840740950963068
SLCdtt001	0.6043928670404639
Lyz2-05B-DTT259-S100	3.3631140544193383
LYZFP344	2.6607000106568983
LYZFP342	1.3350395973615963
LYZdtt303	6.345291078288565
SLCdtt130	2.6187669726048206
Itg-22-FP520-S23	3.862620486476932
Itg-10-FP455-S57	4.808152608160478
Itg-20-DTT506-S1	1.957647113966755
Vil1-05B-FP56	6.749181217214976
Lyz2-06B-DTT268-S109	6.615816143962692
SLCFP146	5.70839308529885
SLCFP096	1.2976951755583979
SLCFP147	5.893871072836047
SLCFP001	5.258658694758234
Lyz2-03B-DTT234-S74	3.2424685532688073
Vil1-07B-DTT82	0.09936736432863587
Vil1-06B-DTT68	0.27041906812828265
SLCFP110	5.907235200088764
SLCdtt068	5.747227221163674
Vil1-02B-FP20	5.843799655636834
SLCdtt147	5.91842769714379
Itg-04-FP421-S21	5.866452764646893
Vil1-08B-FP91	6.314730952095575
Vil1-013B-DTT154	3.238152580264687
Vil1-04B-DTT47	3.570124444188099
Vil1-06B-FP70	5.3710498271180835
LYZFP353	6.319104373769472
Vil1-08B-FP93	6.106229114871539
Itg-08-FP447-S48	2.771132471786758
Itg-26-FP541-S45	6.091069609500139
Lyz2-03B-DTT231-S71	4.615298884448708
Itg-18-DTT494-S89	4.70511629639891
Itg-06-DTT432-S25	5.478496303116692
LYZdtt307	2.3165617801919143
Itg-08-DTT445-S38	4.569586063442332
Lyz2-08B-FP293-S91	6.268456632108075
SLCFP109	5.124167602560219
LYZdtt331	3.788658363799429
Itg-18-FP494-S97	2.0116971273739583
LYZdtt339	1.2097735184904221
Lyz2-08B-DTT294-S136	5.702121955391731
Itg-26-DTT540-S36	6.732501301933223
SLCdtt003	3.6483398579677226
SLCdtt053	3.261667079992421
LYZdtt327	3.6103730232169995
SLCFP020	4.562926509022316
Itg-20-FP503-S6	5.514918247572831
Lyz2-02B-FP219-S67	6.198546308873881
Vil1-09B-FP103	4.619107095192536
Itg-04-DTT419-S11	6.328330137746707
Vil1-013B-DTT155	2.304206340112917
LYZFP318	4.372756230697043
SLCdtt067	3.4128364161658453
Vil1-10B-FP118	2.0776351597680183
SLCFP149	3.8906691845951182
Lyz2-06B-FP272-S70	4.62891801193845
Itg-18-FP495-S98	1.866483969721396
LYZFP329	6.036382090575391
LYZFP341	4.798559013375844
