feature	k__Bacteria.p__Bacteroidota	k__Bacteria.p__Firmicutes	k__Bacteria.p__Proteobacteria	k__Bacteria.p__Verrucomicrobiota	k__Bacteria.p__Actinobacteriota	k__Bacteria.p__Desulfobacterota
TL1a_DTT_173_Repeat	1.69083203446386	1.63857227026562	1.95764963720106	1.864332482471	-6.43420706290388	-0.717179361497659
TL1a_DTT_76_Repeat	2.57508284098537	2.66240810759306	2.02484114523316	1.49183949449545	-6.30215959500855	-2.45201199329849
TL1a_DTT_172_Re_extracted	3.88797812935932	1.84305669232483	-0.873468135768348	0.451726566710821	-3.0586079738895	-2.25068527873712
TL1a_DTT_169_Re_extracted	3.49509495595071	2.05851612194049	-0.962576063974549	0.385086884004905	-1.96110489408568	-3.01501700383588
TL1a_DTT_245_Repeat	2.89761755093986	3.31830313243994	-1.83668712052642	3.89969540562665	-5.76851275325075	-2.51041621522927
TL1a_DTT_244_Repeat	2.80327189012399	3.45266893724476	-2.25220489568628	3.36406450875517	-4.52088843700465	-2.84691200343298
TL1a_DTT_142_Repeat	2.99573009473726	4.20995110683887	0.412830116775874	-0.500557855440319	-3.63605207136947	-3.48190139154221
TL1a_DTT_78	1.51844846690866	1.27481663780471	1.88186996282091	3.22119033403424	-7.34601558837102	-0.550309813197503
TL1a_DTT_139	4.19612403964014	1.87363248481194	-0.654564506500806	2.77059965650353	-6.7344977015964	-1.45129397285841
TL1a_DTT_171	3.59037907795841	1.66552764552641	0.677193245271277	1.92918259914285	-7.2497702995917	-0.612512268307244
TL1a_DTT_209	1.68754891466884	3.99251716780047	1.49520915621377	4.53405385836606	-5.85466454852457	-5.85466454852457
TL1a_DTT_74	3.98181047664741	1.84365106662055	-0.124749673342818	2.22808766954666	-6.69842984030346	-1.23036969916833
TL1a_DTT_141	4.27744107582836	2.11244714469608	-0.743384287947911	2.27641501168872	-6.89185258386556	-1.03106636039969
TL1a_DTT_210	2.47561670958525	4.96539218154207	2.62506935510704	2.79466186506799	-6.43037005565118	-6.43037005565118
TL1a_DTT_241	5.08881845083742	3.50983554146035	-2.2471309122305	3.0648030043087	-3.73520796766033	-5.68111811671564
TL1a_DTT_243	6.29368526990237	3.79284105889508	-4.74395866216007	4.14534965768277	-4.74395866216007	-4.74395866216007
TL1a_DTT_205	5.05042237237236	3.06934306735085	1.90562486850371	3.35018638942095	-6.68778834882393	-6.68778834882393
TL1a_DTT_206	4.33261385514569	2.80055161060985	1.18999700347567	3.56343543360959	-5.9432989514204	-5.9432989514204
TL1a_DTT_64	0.557559556881254	2.13376049428548	2.34619409644245	3.2099787013739	-7.62527915388477	-0.62221369509831
TL1a_DTT_62	4.40873447203753	2.44746419564173	-1.2891975889405	3.01476354875654	-6.84987921995603	-1.73188540753927
TL1a_DTT_65	1.0689079704837	1.6857232686475	1.85978856614711	3.26677409108526	-7.452476425551	-0.42871747081256
TL1a_DTT_242	5.58901935567238	3.9363350101206	-1.73268347209926	2.83973392741702	-5.31620241055537	-5.31620241055537
TL1a_DTT_73	3.60029502041269	1.7276464431352	-0.0427558746090776	2.7448331288902	-7.12530444396438	-0.904714273864638
TL1a_DTT_63	4.09988606969266	1.94137183842394	-0.418036474316643	2.95061854036838	-6.48414456442039	-2.08969540974795
TL1a_DTT_207	4.00948574146802	2.58765904619675	0.781414941092129	3.34483458249309	-6.74799151674488	-3.9754027945051
TL1a_DTT_75	3.51089139686706	1.99955627519054	0.634349149906967	2.46661259806983	-6.50292928735342	-2.10848013268098
TL1a_DTT_246	3.65971983937415	3.07569708792376	-3.62864517678332	4.05489390838429	-4.67009905161148	-2.49156660728741
TL1a_DTT_97	3.76343937895546	1.85741774803122	-0.245444709434894	2.16367537554668	-7.05005922949752	-0.489028563600945
TL1a_DTT_66	0.667405121682487	1.78558638013633	2.54248807552164	2.86833621221414	-7.47611228411499	-0.387703505439599
TL1a_DTT_140	3.99984244734809	1.97246331325065	-0.688658968476296	2.65437193474442	-6.67259524916349	-1.26542347770337
TL1a_DTT_99	3.95973646678658	2.11067640556911	-0.308421847331454	2.42569314879038	-7.02137804800852	-1.1663061258061
TL1a_DTT_77	1.80307908668821	1.31796684053192	1.81390063843138	3.15152469121254	-7.41820122532631	-0.668270031537741
TL1a_DTT_98	3.77184765671915	1.65168636719318	0.239499302840256	2.28497667086199	-6.88256057878889	-1.06544941882568
TL1a_DTT_170	3.76355968199956	1.96910600368781	-0.0465582362261799	1.95475335711255	-6.91661164802431	-0.724249158549434
TL1a_DTT_208	1.79334426758903	2.79647353514065	1.6411415253354	3.07068218455751	-4.73434779864288	-4.56729371397971
TL1A_DTT_642	3.68941412030048	2.40619705550137	-0.0876943806944499	0.840796000152802	-5.71171188688179	-1.13700090837841
TL1A_DTT_640	3.35806411836644	2.23819553838028	-0.176744780915277	1.40934576752183	-5.91974796872476	-0.909112674628504
TL1A_DTT_638	2.64971022736146	3.72380179052543	-0.515764820779626	0.964576296097817	-5.70872167166984	-1.11360182153525
TL1A_DTT_641	3.57314658765035	2.21288381863688	-0.472095261564015	1.21210830144278	-5.49597578241029	-1.03006766375571
TL1A_DTT_639	3.71613882658938	2.66037516755947	-1.2603597784707	2.04843984483416	-6.43084377350885	-0.73375028700345
TL1A_DTT_687	2.8352146373577	3.02594374937173	0.445913993019123	1.29453373066424	-6.02797670333315	-1.57362940707964
TL1A_DTT_689	1.89055213439865	1.71799243847115	1.63030860640189	1.93808654285681	-6.02223708629203	-1.15470263583645
