TL1a_DTT_284	TL1A_DTT_642	TL1a_DTT_173_Repeat	TL1a_DTT_131	TL1A_FP_641	TL1A_FP_642	TL1A_DTT_690	TL1A_FP_689	TL1a_FP_162	TL1a_DTT_174_Repeat	TL1A_DTT_673	TL1A_FP_638	TL1a_FP_88	TL1a_FP_140	TL1A_FP_626	TL1a_DTT_76_Repeat	TL1a_FP_230	TL1a_FP_89	TL1a_FP_207	TL1a_DTT_78	TL1a_DTT_231	TL1a_FP_234	TL1a_FP_205	TL1A_FP_640	TL1a_FP_65	TL1a_FP_128	TL1a_FP_64	TL1a_DTT_172_Re_extracted	TL1A_DTT_675	TL1a_FP_209	TL1A_FP_629	TL1a_DTT_268_Repeat	TL1a_FP_85	TL1a_DTT_267	TL1a_DTT_139	TL1a_FP_129	TL1A_DTT_626	TL1a_DTT_171	TL1a_FP_206	TL1a_DTT_143	TL1a_FP_287	TL1a_FP_242	TL1A_DTT_629	TL1a_FP_86	TL1a_FP_77	TL1a_FP_245	TL1a_FP_198	TL1a_FP_161	TL1a_FP_266	TL1a_FP_127	TL1a_FP_76	TL1A_FP_676	TL1a_FP_73	TL1a_FP_102	TL1a_DTT_169_Re_extracted	TL1a_FP_197	TL1a_DTT_209	TL1a_FP_159	TL1A_DTT_677	TL1A_DTT_676	TL1a_DTT_160	TL1A_FP_677	TL1a_FP_132	TL1a_FP_98	TL1a_FP_75	TL1a_FP_130	TL1a_DTT_234	TL1a_FP_173	TL1A_FP_685	TL1a_DTT_74	TL1a_DTT_158	TL1a_DTT_269_Repeat	TL1a_DTT_161_Repeat	TL1a_FP_193	TL1a_FP_139	TL1a_FP_90	TL1a_DTT_141	TL1a_DTT_210	TL1A_FP_686	TL1A_FP_674	TL1A_FP_678	TL1a_FP_265	TL1a_FP_141	TL1a_FP_174	TL1a_FP_144	TL1a_FP_195	TL1a_FP_142	TL1A_DTT_674	TL1a_FP_158	TL1a_DTT_143_Repeat	TL1a_DTT_129	TL1a_DTT_265	TL1a_DTT_285	TL1a_DTT_144_Repeat	TL1a_DTT_241	TL1a_DTT_159	TL1a_FP_62	TL1A_DTT_627	TL1a_FP_157	TL1a_DTT_243	TL1A_FP_625	TL1a_DTT_127_Repeat	TL1a_DTT_205	TL1A_DTT_640	TL1a_DTT_206	TL1a_DTT_64	TL1a_DTT_287	TL1a_DTT_157_Repeat	TL1a_DTT_233	TL1a_DTT_62	TL1a_DTT_65	TL1a_DTT_242	TL1a_FP_231	TL1a_FP_284	TL1A_DTT_688	TL1a_DTT_245_Repeat	TL1a_FP_74	TL1A_FP_630	TL1a_FP_267	TL1a_DTT_130_Repeat	TL1A_FP_639	TL1A_FP_673	TL1a_FP_172	TL1a_DTT_102_Repeat	TL1a_FP_269	TL1a_DTT_73	TL1a_DTT_195	TL1a_DTT_63	TL1a_FP_171	TL1A_FP_687	TL1a_DTT_85	TL1A_DTT_638	TL1a_DTT_86	TL1a_DTT_193	TL1A_FP_675	TL1a_FP_288	TL1a_FP_66	TL1a_DTT_207	TL1A_FP_637	TL1a_DTT_196_Repeat	TL1a_DTT_286	TL1a_DTT_90_Repeat	TL1A_DTT_678	TL1a_FP_143	TL1a_DTT_132_Repeat	TL1a_DTT_131_Repeat	TL1a_DTT_230	TL1a_DTT_75	TL1a_DTT_61_Repeat	TL1a_FP_87	TL1a_FP_100	TL1a_FP_99	TL1a_DTT_246	TL1a_DTT_128	TL1a_DTT_283	TL1a_DTT_194	TL1a_FP_196	TL1a_DTT_100_Repeat	TL1a_FP_131	TL1A_FP_688	TL1a_DTT_198_Repeat	TL1a_DTT_97	TL1a_DTT_88_Repeat	TL1A_DTT_630	TL1a_FP_246	TL1a_DTT_229	TL1a_FP_169	TL1a_FP_270	TL1a_DTT_162_Repeat	TL1a_DTT_66	TL1a_FP_160	TL1a_FP_283	TL1a_FP_194	TL1a_FP_61	TL1a_FP_241	TL1a_FP_286	TL1a_DTT_140	TL1a_FP_229	TL1a_DTT_89_Re_extracted	TL1a_FP_78	TL1a_FP_210	TL1a_FP_208	TL1A_DTT_641	TL1a_DTT_244_Repeat	TL1a_FP_101	TL1a_DTT_99	TL1A_DTT_639	TL1a_DTT_87	TL1a_DTT_197_Repeat	TL1a_FP_244	TL1a_DTT_266	TL1a_FP_232	TL1A_FP_690	TL1a_DTT_270_Repeat	TL1a_FP_233	TL1A_DTT_687	TL1a_FP_63	TL1a_DTT_232	TL1A_DTT_689	TL1a_DTT_142_Repeat	TL1a_DTT_77	TL1a_DTT_98	TL1a_FP_243	TL1A_DTT_628	TL1a_FP_268	TL1a_FP_97	TL1a_FP_285	TL1A_FP_627	TL1a_DTT_288	TL1a_DTT_170	TL1a_DTT_101_Repeat	TL1a_DTT_208	TL1a_FP_170
1295	49	0	0	4	5	26	2	0	0	42	0	0	0	47	0	0	0	0	0	0	0	0	6	0	0	0	173	77	8	0	0	0	88	0	0	38	0	0	0	22	0	3	0	0	159	0	0	70	0	0	2	0	0	1070	319	0	0	2	24	0	10	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	102	2	26	0	15	0	0	0	152	0	0	0	48	1357	0	15	0	0	68	0	0	33	0	0	32	0	0	84	0	0	0	0	0	0	297	0	0	0	41	98	0	0	96	54	0	83	0	0	0	0	0	0	0	0	0	154	39	0	0	0	0	20	0	2	0	0	0	0	0	0	0	7	0	0	0	1559	0	6	0	0	7	0	0	0	23	84	0	0	0	0	0	0	1190	0	0	0	146	0	0	305	0	17	0	20	0	0	0	0	0	0	7	39	0	6	10	2	0	0	0	5	0	0	0	0	29	56	0	2416	107	5	0	0	0	0
1717	335	0	5	19	30	29	9	74	100	78	3	657	0	233	29	2825	5	0	0	756	8608	2	17	0	4	0	73	937	0	738	38	915	0	2	3	509	0	2	20	618	3	7	669	18	544	32	20	2	5	176	15	3	531	2080	56	0	0	12	70	5	24	2	2	14	9	4686	515	0	0	0	602	11	19	0	111	0	89	0	239	61	5	7	450	18	3	195	528	0	53	2	11	2726	62	6	2	6	320	6	4	387	15	0	216	0	2	641	0	6466	0	0	0	2312	6260	6	0	108	295	0	16	0	534	63	0	19	3	2	3	5	0	555	3	349	4	353	9652	67	12	0	0	2165	141	286	495	18	48	411	0	295	662	309	0	219	4	5253	21	2	76	4	44	2	0	87	105	98	23	17	3	0	0	359	4964	0	2	4	880	3	2177	105	10	5	0	151	151	607	0	0	253	0	15	300	73	92	3	794	0	0	1820	31	163	0	4	0	470	4	0	5386	269	2237	5	119	276	29
432	120	0	21	24	22	0	12	59	2	28	0	914	2	136	0	50	2	2	0	273	139	0	9	0	1	0	160	159	453	620	3354	1163	210	0	0	260	0	3	0	5003	0	0	1046	20	1536	2363	5	1067	0	231	17	2	743	3903	1621	0	2	0	13	0	12	2	3	17	5	0	1819	0	0	0	504	10	7968	0	104	2	0	0	21	12	1161	0	3694	1	4639	51	91	0	0	2	228	795	0	0	0	0	120	0	0	245	21	2	67	2	0	149	0	0	0	0	0	50	2945	0	0	118	190	683	37	0	121	109	0	3376	0	1494	0	4	0	742	0	338	3209	30	2737	61	6	0	3441	444	286	20	55	60	77	22	0	16	938	337	0	263	0	1537	2565	3625	5	25	34	3141	0	50	7	352	0	0	445	0	0	95	1366	6316	0	0	1448	0	37	547	2	4389	107	61	0	984	9	0	462	2115	99	761	0	97	2580	16	0	0	38	22	0	0	0	4	221	533	0	1077	113	117	7	0	0	12
0	0	0	0	73	120	2	653	0	0	14	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	25	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
726	1128	0	64	37	46	73	22	37	0	199	9	253	0	721	0	2237	0	0	0	1034	4156	0	38	0	0	0	158	832	8	2277	192	376	0	0	0	1679	0	0	0	53	0	35	278	25	176	32	4	0	0	198	15	0	225	902	201	0	0	6	42	0	42	3	0	5	2	6334	230	0	0	0	0	0	6	0	8	0	81	0	244	22	0	0	38	0	0	0	634	0	0	0	22	1124	0	4	0	0	1072	0	4	1205	26	0	634	0	0	339	0	4784	0	0	0	2060	2593	6	9	43	405	0	49	0	525	25	0	48	0	0	0	0	0	298	9	127	0	225	516	19	10	0	0	227	41	105	4	47	134	475	0	0	269	319	0	102	11	1664	76	9	60	26	136	7	0	71	324	65	19	0	2	0	0	0	1404	0	0	0	204	0	1992	290	7	4	2	364	5	268	0	4	153	0	10	1001	44	181	0	207	0	0	906	49	0	0	0	0	1002	4	0	2464	963	361	9	0	87	0
0	25	78	0	153	65	6	273	85	2	32	26	0	74	2	100	0	127	154	196	3	0	182	183	258	0	84	54	0	502	0	0	0	0	101	0	0	59	203	0	0	94	36	0	904	1971	80	65	0	0	971	5	172	62	0	75	46	0	0	0	0	36	0	101	279	73	26	98	35	128	0	0	5	0	80	62	77	29	44	0	58	0	83	171	163	0	46	0	0	0	0	0	0	32	65	0	173	0	0	25	0	0	101	22	63	625	0	38	0	44	175	18	0	0	14	239	66	11	0	0	41	2	0	0	14	120	0	25	154	212	0	13	0	0	0	0	343	60	80	0	0	0	0	92	0	0	0	51	0	0	82	272	263	0	0	0	0	35	0	196	0	171	0	106	1120	92	84	74	0	232	7	0	0	358	32	0	0	0	59	355	29	574	24	183	2	85	37	0	0	795	8	0	64	0	15	28	188	2	25	0	126	90	69	2	28	153	0	0	0	36	10	101	140
0	21	210	33	180	48	34	111	833	143	75	67	3	636	4	239	0	1280	1862	2278	67	0	439	270	594	0	228	285	0	117	0	0	0	0	537	0	0	1226	1085	20	0	1175	35	1	359	678	1833	643	0	0	856	4	1710	302	25	2204	509	0	0	3	37	54	0	661	1683	1062	42	57	28	1395	3	0	31	0	1070	120	1261	137	42	0	60	0	672	386	1812	0	418	0	4	0	0	0	0	208	502	34	625	0	0	561	0	0	805	54	552	1428	0	0	7	1032	3236	338	0	0	5	861	298	11	0	0	224	5	8	92	120	970	0	1175	1560	110	7	46	0	57	0	0	413	699	303	0	0	5	0	895	0	0	0	1106	6	0	684	2174	1135	0	0	0	0	59	2	29	0	1283	0	68	632	1719	1828	1112	0	4167	43	0	0	2403	347	0	904	0	373	1650	32	289	21	909	9	1946	178	0	0	1165	161	3	22	7	146	51	1112	3	17	0	2027	1788	1247	21	253	1979	0	0	0	856	54	316	1328
0	0	0	0	55	7	20	58	12	38	0	2	0	4	0	0	0	6	13	5	0	0	9	88	26	0	10	3	0	61	0	0	0	0	0	0	0	2	11	0	0	0	2	0	72	0	4	10	0	0	66	0	15	4	0	6	6	0	0	0	0	16	0	8	10	6	0	19	4	5	0	0	0	0	21	25	0	0	4	0	0	0	2	42	17	0	4	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	9	12	29	0	0	0	2	5	0	0	0	5	0	9	0	0	0	2	0	0	0	0	10	0	0	16	7	0	3	0	0	0	0	48	8	0	0	0	0	0	2	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	35	0	2	0	4	0	36	21	0	0	22	0	0	0	22	0	0	6	0	16	33	6	112	3	0	0	3	5	0	0	0	2	0	2	0	0	7	15	0	24	0	17	2	0	0	0	9	0	0	0	0	0	2	8
0	267	346	0	39	22	45	7	3325	66	92	270	13	4629	0	139	0	3920	22914	372	1009	0	14069	11	436	0	556	100	0	0	0	99	0	0	2576	0	0	2798	12490	20	0	17388	678	0	304	245	4660	2701	0	0	89	11	2749	613	0	5208	379	0	0	1	37	27	0	2009	1614	3493	50	127	612	1684	0	0	0	0	1746	223	2713	431	1018	0	6	0	1713	1288	1842	0	695	0	0	0	0	0	0	151	13289	0	1338	12	0	9477	0	0	12638	291	8836	123	0	70	0	1327	135	9072	0	0	8	843	1854	147	0	0	551	0	18	8	1451	2423	0	1075	1330	660	2	172	0	0	0	0	263	11039	488	0	0	4	0	1562	28	0	0	1202	0	0	2487	591	1831	0	0	0	0	115	1	23	0	2301	0	797	2315	4135	3965	15602	0	166	129	0	0	769	10119	0	2000	0	747	1161	0	72	238	1288	5	2457	540	0	0	8381	599	63	23	0	119	238	983	14	63	0	342	2373	13930	100	4315	1149	0	0	0	2260	127	458	2345
0	0	0	0	8	15	0	3	0	0	16	0	209	0	124	0	0	0	0	0	0	0	0	8	0	0	0	0	126	0	430	0	371	0	0	0	97	0	0	0	0	0	3	381	13	0	5	0	0	0	0	9	0	201	0	0	0	0	0	16	0	18	0	0	2	0	0	0	0	0	0	0	0	6	0	39	0	0	0	72	14	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	52	0	0	200	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	13	137	0	0	0	158	0	0	0	0	0	0	0	0	364	0	206	0	25	0	21	0	0	0	3	41	20	0	0	0	0	0	0	198	123	0	100	0	0	0	0	0	0	15	0	0	118	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	184	2	0	326	0	0	0	0	66	0	0	0	0	0	8	0	0	0	0	133	0	0	0	74	0	0	0	0	0
2676	225	0	4	11	31	77	6	194	10	237	1	5858	0	401	29	11447	0	0	0	1941	257	0	5	0	9766	0	696	442	524	0	95	6628	3789	0	6570	347	0	0	0	5516	0	0	6689	275	1819	413	0	2792	10212	753	12	0	5212	5278	781	0	12727	0	85	8094	13	25957	0	66	0	834	4164	0	26	2403	5	338	3945	0	390	0	39	0	1198	11	4772	0	8259	12	4573	6402	406	10838	30	3421	573	5440	106	0	12995	0	154	28564	0	757	5843	0	121	0	0	266	7394	81	0	0	0	10648	6825	45	8	731	217	3985	91	0	1431	281	0	145	0	3686	0	0	0	4098	0	2377	5885	919	1367	348	0	0	40	4243	443	28	4135	0	0	1594	0	0	6271	2214	0	1670	3642	4032	6323	3462	0	75	101	296	0	68	28	446	14	0	0	175	0	11171	4473	5731	0	0	1222	0	7683	1304	0	4745	126	66	218	6664	0	0	3990	40	8	82	88	3	257	11	0	0	59	55	0	0	0	0	40	1828	0	6385	244	11	560	6	18	54
268	156	0	20	11	4	10	5	40	0	32	2	301	0	71	0	564	0	0	0	140	1400	0	16	0	140	0	173	171	18	209	786	456	129	0	101	91	0	0	0	1964	0	3	273	15	692	381	11	713	319	95	52	0	286	1791	196	0	61	5	53	121	29	306	0	11	17	853	713	0	0	11	364	0	197	2	26	2	88	0	308	59	657	0	1055	8	105	143	147	19	0	89	62	568	0	4	48	3	35	94	0	103	95	1	89	0	0	328	29	614	0	0	0	484	1617	0	0	57	79	559	211	0	480	66	0	2739	0	49	0	0	0	231	0	99	119	292	1945	34	5	0	177	295	37	68	109	0	0	62	0	0	329	50	0	103	102	1188	129	102	0	190	29	40	0	0	35	111	2	2	318	20	0	737	749	190	0	0	1053	0	378	287	7	160	6	64	25	327	2	3	202	52	50	254	210	32	1664	1304	0	0	581	23	0	0	0	2	117	692	0	2190	56	203	7	0	80	3
0	922	457	48	84	52	200	25	9143	237	474	881	56	12691	35	475	0	12007	0	1314	0	0	0	19	1482	65	2376	373	0	0	4	0	0	0	6785	14	21	8193	0	56	0	0	3004	0	1302	0	15	6320	0	3	978	23	8370	2141	95	2	0	3	30	20	236	116	20	10214	9604	11139	0	88	2921	5860	19	0	13	2	1283	766	9376	0	4411	9	14	0	3672	317	8956	0	2491	2	14	160	0	33	0	730	3	141	15266	45	0	0	2	6	0	992	0	340	0	111	0	6255	463	0	2	0	46	0	10163	492	0	0	1691	11	2	219	3	9774	0	6601	7252	3250	20	637	3	64	0	0	992	0	1967	0	0	35	27	5836	0	0	0	4652	618	2	4835	5500	0	0	0	0	2	200	3	129	0	5098	0	2863	0	5846	4070	0	0	460	378	0	2	10801	0	0	3725	0	0	6480	0	0	1083	0	72	7235	1444	0	0	0	668	0	14	2	0	1519	5146	0	192	7	1533	7393	0	570	0	2266	2	6	0	4941	91	0	10068
0	480	90	0	52	28	159	14	4474	34	311	1042	22	2881	63	188	0	4041	0	169	0	0	0	9	2808	24	1974	155	0	0	0	0	0	0	1719	3	8	1967	0	10	0	0	1178	0	669	0	4	3910	0	0	301	17	2431	1091	33	0	0	1	6	4	59	13	4	3684	5087	3115	0	62	1113	2065	3	0	0	0	1516	334	2400	0	2008	5	5	0	1850	226	3023	0	857	5	2	4	0	0	0	196	6	60	5267	30	0	0	4	0	0	550	0	168	0	60	0	1732	201	0	0	0	4	0	2923	236	0	0	1441	4	0	19	2	2778	0	1466	2481	1262	20	730	0	62	0	0	1785	0	1642	0	0	0	3	1716	0	0	0	1355	56	0	2142	3244	0	0	0	0	0	36	12	72	0	2262	0	1409	0	2732	1469	0	0	160	196	0	0	3781	0	0	1326	0	4	4809	0	0	482	0	41	2910	1107	0	0	0	391	0	16	0	0	878	4660	0	120	5	348	2943	0	217	0	2290	0	3	0	1190	17	0	2281
0	1804	0	0	41	58	30	6	85	0	165	2	3904	0	334	0	11859	7	0	0	4255	28247	0	25	0	1595	0	239	1738	33	872	106	5469	803	2	999	840	0	4	0	3	2	41	3995	104	41	406	14	0	2930	236	136	0	3099	144	192	2	0	11	173	0	61	14	7	60	47	6281	1093	0	2	2	0	0	115	0	342	0	96	2	829	127	0	0	3985	6	0	836	1178	0	40	1435	34	0	0	4	0	0	419	4	7	454	1231	6	1197	0	0	163	0	3530	0	0	3	8011	0	5	0	503	390	0	2023	0	1632	12	0	67	0	0	2	0	0	2042	4	1593	0	1170	200	337	47	0	3	10	342	291	382	80	151	2660	0	0	3993	1368	0	1210	1286	0	239	6	153	424	74	0	0	436	418	98	59	0	2	0	0	3	0	0	2	0	7	0	7024	266	0	7	5	758	9	3599	30	14	1411	0	27	1599	934	114	0	21061	0	0	10580	39	0	0	0	0	938	2	0	0	376	0	29	0	911	0
0	3	0	0	0	3	20	12	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0	228	12	0	124	667	91	1092	467	3	109	319	0	446	101	12	0	495	0	33	0	1	0	24	374	5	284	116	19	0	3	3	0	54	310	0	44	604	0	0	189	0	607	0	105	51	332	401	163	0	42	31	517	120	83	344	0	0	17	8	8	120	0	489	835	371	0	66	495	258	0	0	0	0	613	27	305	0	751	71	2004	305	402	75	556	0	114	17	0	0	0	32	0	10	0	2	736	38	0	0	130	0	0	268	0	36	0	0	0	216	28	0	0	0	4	0	453	185	171	0	583	83	6	0	4	422	0	159	549	355	6	217	0	19	41	43	251	0	577	0	0	0	7	324	0	0	0	209	1	0	176	528	0	0	0	0	0	0	0	132	0	459	0	544	63	631	575	0	0	35	22	0	0	721	0	19	131	0	161	801	2	10	194	0	13	487	477	0	0	0	75	0	66	2	74	238	859	0	88	31	62	418	0	114	87	720	0	71	0	331	6	0	367
0	15	2	0	28	10	17	16	0	0	16	3	0	0	0	0	0	0	16	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	3	14	0	0	16	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	8	0	0	7	0	0	0	17	7	0	0	0	0	0	0	2	0	18	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	2	0	0	2	0	0	6	11	21	0	0	0	0	6	0	2	0	0	0	6	1	6	0	0	1	0	0	0	0	0	0	3	0	39	0	17	0	0	0	0	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	40	0	0	2	9	0	0	0	0	0	13	1	0	0	0	0	0	0	0	11	0	0	0	35	0	0	3	0	0	70	0	0	8	0	0	15	0	0	0	6	6	1	0	0	0	0	0	0	0	0
222	2	9	12	24	21	3	0	0	24	10	0	0	0	0	0	509	3	0	0	69	5480	0	2	2	0	0	292	0	85	0	267	21	0	0	2	0	0	0	0	1627	0	0	0	0	130	5742	0	19	0	2	724	0	0	719	4902	0	0	0	3	0	50	0	4	2	0	1359	716	0	0	0	65	87	1508	0	0	0	11	0	5	43	0	0	3223	0	825	0	0	0	0	2	0	629	0	3	0	0	0	3	0	2	26	45	0	16	0	328	0	7089	0	0	0	251	1351	0	23	0	47	0	0	0	22	32	0	15	2	399	0	2	0	0	0	0	655	0	13100	2	5	0	4403	3170	0	0	0	18	22	102	0	0	0	4	0	0	8	831	950	14524	0	3	4	416	0	0	0	59	0	0	8	0	0	2	505	2382	0	0	26461	0	306	342	2	1069	20	0	20	0	0	0	0	801	16	0	63996	0	0	12155	0	2	18524	0	0	0	0	3	0	13	0	1466	0	413	2	0	1551	0
2	113	0	0	7	7	10	0	9	0	52	0	444	0	61	0	313	0	0	0	89	401	0	7	0	0	0	18	119	0	127	340	250	243	0	0	102	0	0	0	616	0	4	421	18	72	0	0	1013	0	113	5	0	362	206	29	0	0	3	18	0	4	3	0	11	3	157	179	0	0	0	222	0	5	0	27	0	0	0	28	16	648	0	242	5	0	30	80	0	0	0	157	4	11	4	0	0	46	0	0	59	5	0	54	0	0	0	0	389	0	0	0	230	6	0	0	92	45	256	0	0	172	19	0	819	0	0	0	2	0	458	0	145	0	48	197	55	2	0	0	23	39	20	70	0	0	32	0	0	514	172	0	86	0	9	3	2	19	10	5	0	0	2	44	22	4	0	228	0	0	43	0	0	0	0	59	0	225	11	3	0	0	54	0	463	4	2	184	0	29	60	56	16	1295	209	0	0	156	8	55	0	0	0	95	182	0	13	98	0	0	0	44	4
0	0	0	0	5	0	0	2	4	0	17	0	103	0	6	0	556	0	0	0	139	1432	0	10	0	0	0	55	198	6	15	74	115	0	0	0	12	0	0	0	3	0	0	85	9	4	5	0	0	0	83	38	0	88	87	131	0	0	0	56	0	5	0	0	0	0	520	54	0	0	0	0	0	0	0	25	0	11	0	533	48	0	0	55	0	0	20	218	0	0	0	25	0	0	5	0	0	3	0	0	22	0	0	7	0	0	0	0	624	0	0	0	503	0	0	0	11	5	0	0	0	602	2	0	25	0	0	0	0	0	75	0	40	0	424	9	4	2	0	0	32	0	39	64	0	0	101	0	0	79	59	0	31	0	0	0	3	0	0	18	0	0	3	0	20	3	4	0	0	0	37	0	0	0	0	3	0	322	160	2	2	0	0	3	75	0	0	111	0	5	0	40	0	0	388	0	0	528	5	0	0	0	0	4	0	0	0	14	0	0	0	73	5
0	53	0	7	15	26	15	20	0	0	73	78	0	2195	0	116	0	1279	0	574	0	0	0	25	761	0	363	15	0	0	0	0	0	0	957	5	0	0	0	0	0	0	126	2	410	0	0	0	0	0	728	3	3650	440	0	0	0	0	3	0	0	6	0	2129	4020	611	0	11	75	477	0	0	0	0	1096	66	1247	0	223	0	4	0	525	54	15	0	27	0	0	0	0	0	0	115	0	0	2298	4	0	0	0	0	0	55	0	644	0	0	0	686	658	0	0	0	9	0	685	5	0	0	87	0	0	24	0	1599	0	481	0	40	0	84	0	56	0	0	491	0	190	0	0	0	0	138	0	0	0	282	123	2	794	1240	0	0	0	0	0	0	2	11	0	874	4	223	0	1453	0	0	0	718	9	0	0	9163	0	0	473	0	0	2978	0	0	53	0	6	844	268	0	0	0	123	0	60	0	0	79	2438	0	36	4	690	355	0	21	0	803	0	0	0	0	32	0	0
288	36	0	24	10	11	11	8	31	0	5	0	324	0	27	0	44	0	0	0	144	77	0	7	0	0	0	62	44	169	126	2530	452	95	0	0	62	0	0	0	1758	0	8	420	0	544	1639	11	527	0	98	7	0	275	1378	695	0	0	0	3	0	1	8	0	6	3	44	1192	0	0	0	280	46	3538	0	56	0	6	0	3	4	624	0	2465	3	2014	48	23	6	9	2	17	636	0	0	0	0	37	0	0	61	8	4	27	9	2	86	0	52	0	0	0	31	1761	0	0	46	65	365	30	0	25	64	0	1741	3	660	0	2	0	338	0	129	1513	10	1724	35	1	0	1791	364	64	0	128	37	3	3	0	0	355	297	0	137	0	1336	1262	1559	258	1	10	2524	0	0	24	139	0	0	244	0	2	76	871	2426	0	0	629	0	34	229	0	1837	39	29	0	351	5	0	173	1253	36	290	0	2	2643	22	0	0	54	5	0	0	0	0	56	290	0	656	26	273	6	0	5	9
528	72	0	31	18	44	12	2	15	0	31	2	10	0	412	0	581	0	0	0	125	1659	0	26	0	1429	0	41	256	58	321	2037	4	601	0	806	356	0	0	0	345	0	5	2	27	197	1055	21	790	1493	0	84	0	2	620	547	0	23	7	133	223	14	150	0	0	84	396	300	0	2	7	165	24	449	0	0	0	0	0	442	16	871	0	61	2	457	834	238	25	0	525	94	865	0	0	41	0	276	72	0	415	593	0	37	0	0	242	22	433	0	0	0	435	1764	0	0	0	278	751	2080	0	347	50	0	10476	0	427	0	0	0	0	0	0	542	231	5436	0	1	0	1258	335	0	63	322	33	11	71	0	0	1	8	0	0	725	742	666	383	0	1476	72	84	0	0	13	33	1	0	618	51	0	179	918	658	0	0	1555	0	282	81	0	559	12	32	0	109	0	0	0	116	74	14	74	76	1568	901	0	0	508	5	0	0	0	0	219	1405	0	1263	360	53	0	0	31	0
0	14	22	0	5	5	9	3	24	39	26	0	95	0	14	0	748	0	0	0	490	1621	0	11	0	0	0	17	202	3	15	1216	156	115	0	2	35	0	0	0	376	0	3	66	8	121	0	31	242	0	31	187	0	102	222	33	0	53	4	103	427	6	268	0	5	0	255	129	0	0	39	334	24	3	0	98	0	0	0	124	16	47	0	21	0	0	0	178	58	25	0	33	0	0	0	62	0	103	190	0	6	0	0	7	0	0	0	78	271	0	0	0	748	0	0	16	18	29	467	0	0	123	35	0	12668	0	0	0	0	0	65	0	135	0	134	45	50	10	0	4	0	10	55	14	0	0	488	0	69	108	66	0	23	0	0	31	2	0	4	3	0	0	0	3	37	15	0	452	53	0	22655	2	0	2	0	70	0	61	17	3	0	0	14	22	113	7	0	135	0	47	60	509	5	1377	2561	0	0	132	3	0	0	0	0	152	2672	0	2	53	0	14	0	4	0
58	14	0	0	2	2	9	0	2	0	0	2	90	0	13	0	45	0	0	0	8	2	0	2	0	20	0	112	4	6	0	0	38	42	0	18	7	0	0	0	194	0	0	67	0	64	0	0	296	28	7	0	0	77	142	14	0	18	0	0	13	0	111	0	0	3	18	92	0	0	2	0	0	42	0	15	0	0	0	22	0	127	0	51	2	45	16	7	33	0	9	2	74	0	0	13	0	18	86	0	29	20	0	11	0	0	0	71	0	0	0	0	56	179	3	0	11	11	254	0	0	53	71	0	3	0	38	0	2	0	71	0	25	15	26	40	8	0	0	2	33	0	0	47	0	9	13	0	0	111	31	0	35	0	101	27	43	0	0	2	68	0	14	3	10	0	2	0	0	0	32	54	35	0	0	32	0	20	14	0	86	0	0	0	78	0	0	26	0	2	12	0	0	8	2	0	0	0	0	0	0	0	0	15	127	0	120	34	0	0	0	0	2
