	IL17.DTT.116	IL17.DTT.117	IL17.DTT.128	IL17.DTT.129	IL17.DTT.140	IL17.DTT.141	IL17.DTT.188	IL17.DTT.189	IL17.DTT.201	IL17.DTT.200	IL17.DTT.218	IL17.DTT.219	IL17.DTT.26	IL17.DTT.27	IL17.DTT.105	IL17.DTT.104	IL17.DTT.50	IL17.DTT.51	IL17.DTT.86	IL17.DTT.87	TKO.DTT.2	TKO.DTT.3	TKO.DTT.44	TKO.DTT.45	TKO.DTT.32	TKO.DTT.33	TKO.DTT.20	TKO.DTT.21	TKO.DTT.56	TKO.DTT.57	TKO.DTT.69	TKO.DTT.74	TKO.DTT.75	TKO.DTT.87	TKO.DTT.92	TKO.DTT.93	TKO.DTT.104	TKO.DTT.105	TKO.DTT.110	TKO.DTT.111	TKO.DTT.123	TKO.DTT.128	TKO.DTT.129	TKO.DTT.140	TKO.DTT.141	TKO.DTT.152	TKO.DTT.153
TKO.DTT.2	2.4488942582296627	2.0797885490195105	3.7208162917540752	0.9173272269506169	1.1603935404834338	1.7035032729899353	3.017486257932453	2.3536445597418076	2.6737965791177465	3.2409436202760165	2.5956167267259382	2.6824138906923762	2.062290692851184	1.9930545433452556	1.0631248339569705	1.7020470834063335	1.4433867983318711	1.174280318635133	2.2918737890319885	1.8133262769335023	0.0	1.9075727798009496	3.9411033334061143	3.6903505532644694	4.1943135520845605	3.8646881761034066	3.9814475927978523	3.3496438262218655	3.729069904687185	3.0243948671734886	3.007662651137166	2.392356003865983	2.5009909578841927	3.7920591778742474	2.937370019521181	2.504039351881915	2.5144026744104635	2.452797223831875	2.4279617987290383	2.302935531157632	1.7111396328357604	3.525627634653745	3.52360120853704	2.7499587400221794	2.747355651687372	3.331985469845374	3.122288537282164
TKO.DTT.3	2.9889270301939996	2.2819410711801145	3.7700347048247185	1.2268200707658803	0.8642342123977699	0.40760249150616024	2.4320332253821726	1.220325151293741	2.343291561954274	3.205827413781409	2.89327043634159	2.6165269505558317	1.6351126391827806	0.18010550915267637	1.835881060654903	2.463214723759376	2.066254533662646	1.3191990247239815	2.76275629958066	2.2874030142140964	1.9075727798009496	0.0	3.0219687778135786	2.4186591445918557	3.2051529152683593	2.6428329511034883	2.7850470835014907	1.8425540444279287	2.792067379823383	1.5044528182216126	1.3961631273715966	0.7642424088448543	0.6550095214904258	2.084206730313111	1.903352334977277	1.0132252784014837	1.3121865755670996	0.6761376762872362	0.9282989203670262	0.418607114521408	0.23370307051432992	2.6391523215060366	2.081141616081331	1.4569276820356367	1.3183857740304672	2.2534663005471147	1.406043684784288
TKO.DTT.44	2.575952002949067	2.238542598458244	1.9519535425081997	3.771087616618312	3.083310094580893	2.788756669561992	0.9818683833582009	1.826635625191782	1.4346099573800477	1.6798333587631555	2.2008814105663115	1.6961814716538386	1.8934682321331917	2.9230671431902797	3.0771757325429077	2.8989157163324855	2.822722705750415	2.8670973338818504	2.4669386335307055	2.560668895568344	3.9411033334061143	3.0219687778135786	0.0	0.869045673160823	0.2824682157404794	0.7079936832395564	0.6138177293850767	1.51980983019142	0.23185815439585838	1.7040234125296578	1.9029318624695257	2.3031199062354473	3.244201592442424	2.0344887337058233	1.1258679125630018	2.036135287377205	1.7131652450864447	2.5449928319513155	2.1120235042926647	2.8186570415546934	3.1727625490991307	0.4190255763910884	1.3114530484819455	1.5760556179218916	1.751839915730201	0.7780084324209803	2.0828544688912003
TKO.DTT.45	2.90723125982832	2.378765177445952	2.646281820255865	3.3352816360707114	2.6952872324674386	2.2775802700745698	1.244669823522865	1.3697907596711938	1.6597565346150644	2.246784295168972	2.5645478249785865	2.0294685592955126	1.7677152567778978	2.3015944306243608	2.969778953420227	3.0099391175236065	2.820396403129901	2.628092730547897	2.7429535392998163	2.6643185666289346	3.6903505532644694	2.4186591445918557	0.869045673160823	0.0	0.9082889370617508	0.23116773229127197	0.38032053291994083	0.6872536124872597	0.7283456734938469	0.9506945256020293	1.1237350211471373	1.6625447842636754	2.5161116368746295	1.1685754560444612	0.7977308893454332	1.407130243389265	1.2089640831957262	1.8450165323921899	1.4998425167829388	2.138511204002502	2.606172884723323	0.7673595952996898	0.45277879920049025	1.0039907636355359	1.1093291422070906	0.4676604127543852	1.2709850351329905
TKO.DTT.32	2.850827258755434	2.5202292229196654	2.16035738235678	3.990907446513782	3.3171817810007154	2.995148566348968	1.2560686467570845	2.0340593098303126	1.7154993175764277	1.9305301335270224	2.4744015259324565	1.9744315281299145	2.154560328984155	3.0988937896368003	3.3477938419929876	3.179978646777563	3.100048338682099	3.123371800332227	2.745276757522235	2.8412297689679167	4.1943135520845605	3.2051529152683593	0.2824682157404794	0.9082889370617508	0.0	0.6994975326502325	0.5680912034241601	1.5926599743112388	0.4757528639773094	1.8216379069748962	2.0104265761266187	2.469925434035247	3.3837049138467337	2.0302964125126373	1.335916237754101	2.2031257682008354	1.9069561687868275	2.6913899221970947	2.2854186138774875	2.975463310656223	3.367363988769421	0.6784239043016465	1.3606266665603894	1.750745329365138	1.9104477086182647	0.9539896512878872	2.1724956871207084
TKO.DTT.33	2.9516902857991054	2.4668100154441475	2.5783673855961484	3.535403833006614	2.8928952857768158	2.4912879599877917	1.2667003064620392	1.567285263718415	1.7122047732407542	2.217913458600131	2.596764579387968	2.062355581702027	1.9051332554317926	2.525661501958728	3.1176192466793733	3.110342633096052	2.945085841733535	2.800043899906028	2.8001821957660495	2.7633260302485323	3.8646881761034066	2.6428329511034883	0.7079936832395564	0.23116773229127197	0.6994975326502325	0.0	0.16210175073871075	0.9124042200035333	0.6187405025810582	1.181551352254113	1.3531864252986403	1.8888493748730795	2.746630043630893	1.3385269905330746	0.9470779583196745	1.6304521462514732	1.4112727658997792	2.0732327564254134	1.7225413311444504	2.3677417047714813	2.827423149995514	0.7155231564124034	0.6695052779210242	1.215901310591917	1.3330302925104542	0.5635394274088505	1.4970952651773164
TKO.DTT.20	2.9763370538279696	2.517914011619389	2.531128260602902	3.6738877209101823	3.0164137587851174	2.625385966358261	1.2976751318871613	1.6929895157630392	1.748375581046445	2.197128856912096	2.6156432224720985	2.0840025483069518	1.9949841322530428	2.6717206270644223	3.2083392995399445	3.169818307314094	3.0204149642252407	2.905055906005667	2.833955188811973	2.823223210983369	3.9814475927978523	2.7850470835014907	0.6138177293850767	0.38032053291994083	0.5680912034241601	0.16210175073871075	0.0	1.059091919774495	0.5693569439019813	1.3270699516398665	1.5021827251236541	2.0295341372919515	2.893300183136355	1.465930481867567	1.050446073674183	1.7718419068108333	1.5425089699978194	2.222921372019141	1.8609010501426535	2.5136100835802613	2.9667573556638853	0.706860728382721	0.8156268725360857	1.3480931683104915	1.4705104395482023	0.654702374052096	1.641391802494146
TKO.DTT.21	3.0538811305036235	2.416639190131786	3.086046088248034	2.8696134515074334	2.2796834931310226	1.7829291432853933	1.5607116064053523	1.0433203325513285	1.8550738330019252	2.6114876090957915	2.758562418477485	2.2494020999800886	1.672938778976521	1.7188159516408352	2.767009640419784	2.9784831239549887	2.7110507312084113	2.338964312498062	2.8576999740978635	2.65060429582335	3.3496438262218655	1.8425540444279287	1.51980983019142	0.6872536124872597	1.5926599743112388	0.9124042200035333	1.059091919774495	0.0	1.3372070473654885	0.3475126256102034	0.46387698935644217	1.094500515958643	1.8537833955712424	0.6833615007524693	0.8599234665975304	0.881308290056244	0.8757310643822226	1.219131406881471	0.9779406664813326	1.5137593199492023	2.0511665410976527	1.2984921452004734	0.2534871351744808	0.6581204709577004	0.626988878689901	0.8467416856777966	0.5852422032120529
TKO.DTT.56	2.45978400965706	2.072694362057835	1.9650018245770016	3.547057832777521	2.855599459921378	2.5572395970855335	0.8174853159575215	1.5952793488682235	1.2738472769184952	1.6317085142090404	2.090343869190642	1.5694328085727627	1.6821250403038523	2.69492087939069	2.876275738713069	2.733402356228075	2.6360488119342986	2.649574700592117	2.335335524144174	2.3911962132577456	3.729069904687185	2.792067379823383	0.23185815439585838	0.7283456734938469	0.4757528639773094	0.6187405025810582	0.5693569439019813	1.3372070473654885	0.0	1.4966252655485	1.6988571637109244	2.0766129663816577	3.02408790567323	1.8936266281380907	0.8947100130353959	1.810116169746786	1.4831108794046193	2.3241538663567867	1.884290732226728	2.594095045035462	2.9415901502903865	0.20788041761268947	1.1469656113372275	1.3490488913751002	1.528718133548983	0.5570500683992782	1.8863159254252415
TKO.DTT.57	2.8922642391908826	2.2193648467791225	3.0781796913834847	2.5383626122667717	1.9395969435436777	1.4367594218273012	1.5406948502248203	0.7553331255150617	1.7527431515695926	2.5696812074374016	2.625166878337158	2.142674496605224	1.4460000791969476	1.386426021286297	2.473403028192381	2.742164953180075	2.44933611423638	2.0244451673742443	2.685184665194614	2.4268484088734277	3.0243948671734886	1.5044528182216126	1.7040234125296578	0.9506945256020293	1.8216379069748962	1.181551352254113	1.3270699516398665	0.3475126256102034	1.4966252655485	0.0	0.21255383975236777	0.7498858130279031	1.5677131131149433	0.8767535595937693	0.8086854273236722	0.5366395874697445	0.6038855239605845	0.9064898505268043	0.6312664907842068	1.1940206998191483	1.7088333503561521	1.4131406259987287	0.5789344336243916	0.4183985811261348	0.3069809381202102	0.9547165159447317	0.42254131151706537
