#OTU ID,Itg.04.DTT422.S14,LYZdtt308,LYZdtt307,LYZdtt306,Vil1.07B.DTT84,Vil1.07B.DTT83,Vil1.07B.DTT82,Itg.20.DTT506.S1,LYZdtt319,LYZdtt318,Itg.22.DTT520.S15,Itg.06.DTT436.S29,LYZdtt320,Lyz2.07B.DTT282.S124,Itg.26.DTT542.S38,Lyz2.04B.DTT246.S87,Itg.16.DTT484.S79,Lyz2.02B.DTT222.S62,Vil1.03B.DTT34,Vil1.03B.DTT35,Itg.26.DTT543.S39,Lyz2.06B.DTT270.S112,Lyz2.02B.DTT223.S63,Itg.20.DTT507.S2,Itg.22.DTT519.S14,SLCdtt022,Vil1.08B.DTT94,Vil1.08B.DTT95,Vil1.08B.DTT96,SLCdtt149,SLCdtt148,SLCdtt024,SLCdtt150,Lyz2.08B.DTT295.S137,SLCdtt166,SLCdtt168,SLCdtt167,Lyz2.02B.DTT224.S64,Vil1.013B.DTT156,Vil1.013B.DTT154,Vil1.013B.DTT155,Lyz2.06B.DTT271.S113,SLCdtt054,SLCdtt053,SLCdtt052,Itg.10.DTT459.S53,Vil1.04B.DTT48,Vil1.04B.DTT47,Vil1.04B.DTT46,Itg.24.DTT530.S25,Itg.16.DTT482.S77,SLCdtt114,SLCdtt113,SLCdtt112,Itg.10.DTT458.S52,SLCdtt006,SLCdtt005,SLCdtt004,Lyz2.07B.DTT283.S125,Itg.18.DTT494.S89,Lyz2.03B.DTT234.S74,SLCdtt132,SLCdtt130,Lyz2.05B.DTT260.S101,Lyz2.01B.DTT211.S51,Vil1.09B.DTT108,Lyz2.07B.DTT284.S126,Lyz2.05B.DTT259.S100,Vil1.010B.DTT118,Vil1.010B.DTT119,Lyz2.06B.DTT272.S114,Vil1.010B.DTT120,Vil1.05B.DTT60,Vil1.05B.DTT58,Vil1.05B.DTT59,Lyz2.08B.DTT296.S139,Itg.18.DTT495.S90,Itg.08.DTT447.S40,Itg.24.DTT531.S26,Vil1.09B.DTT107,Vil1.09B.DTT106,Lyz2.03B.DTT235.S75,SLCdtt070,SLCdtt078,SLCdtt077,SLCdtt076,Lyz2.01B.DTT210.S50,Lyz2.03B.DTT236.S76,Itg.26.DTT544.S40,Vil1.01B.DTT12,Vil1.01B.DTT11,Vil1.01B.DTT10,Itg.18.DTT496.S91,Itg.02.DTT410.S2,Lyz2.05B.DTT258.S99,Vil1.014B.DTT167,SLCdtt096,SLCdtt095,Vil1.014B.DTT168,Itg.12.DTT470.S64,Vil1.06B.DTT70,Vil1.06B.DTT72,Vil1.06B.DTT71,Itg.02.DTT411.S3,Itg.06.DTT435.S28,Itg.22.DTT518.S13,Lyz2.04B.DTT248.S89,Itg.20.DTT508.S3,Itg.04.DTT424.S16,Itg.04.DTT423.S15,LYZdtt356,LYZdtt355,LYZdtt354,Itg.02.DTT412.S4,Lyz2.01B.DTT212.S52,Itg.08.DTT446.S39,Vil1.02B.DTT23,Vil1.02B.DTT22,LYZdtt368,LYZdtt367,Vil1.02B.DTT24,LYZdtt366,Lyz2.04B.DTT247.S88,Itg.06.DTT434.S27,LYZdtt332,LYZdtt331,LYZdtt330,Itg.12.DTT471.S65,Lyz2.08B.DTT294.S136,LYZdtt344,LYZdtt343,LYZdtt342,taxonomy
MF0051,39229.05,18438.235,33497.74,15947.9,2789,1981.5,2720.5,10630.06,8277.94,54807.91,12402.375,3398.3,40725.175,9066.3,15552.985,4979.025,11049.025,42927.465,6720.9275,2363.225,11923.7125,9910.45,18461.675,8242.5,20080.75,8655.225,4963.25,4790,5468,78393.31,9660.19,2238.375,50011.975,3045.375,140464.36,40722.975,56339.6,10395.6,22913.665,15991.75,21836,6484.35,5260.1,15493.95,14612.925,25411.4,3142,3612.05,5211.475,7021.535,3421.075,10816.05,11714.2,1440.8,30062.125,17775.625,12279.475,9035.3,1668.315,8486.25,17945.615,7703.225,2124.6,1984.05,13849.2,3717.625,8322.6,2523.55,6509,9352.875,2334.375,3800.75,3120.25,4798.8,2461.7,24273.875,10634,14281.96,17649.1,6901.25,6124.25,20121.04,3935.05,17218.525,21975.525,27213.975,14753,18607,13748.825,10802.6,11675.15,6902.15,17113.3,38784.15,3993.26,6404.75,41535.55,18598.7,7726.415,22280.425,2060.1,3643,3203,21468.2,26802.525,7661.75,10721.46,11801.5,27156.025,54897.75,46410.125,23656.785,19992.475,30928.375,23363.775,5853.2,7547,4777.75,15481.3075,12851.4425,3240.05,9651.1375,13138.775,19124.525,7360.785,4856.825,7667.725,10635.375,1656.3,21105.56,12763.65,16289.09,
MF0095,2853.64,10898.61,5426.13,1247.78,1367.995,920.625,1358.685,1552.36,863.69,3880.63,2843.62,941.09,4142.91,8268.67,3122.25,1399.75,8694.3,6523.53,2743.5,477.7,2533.86,2125.53,4884.71,2438.67,1579.97,7940.66,2459.865,49.37,36.93,19401.53,18880.95,1676.68,14241.855,1126.35,11266.705,13616.58,14458.67,3512.86,2964.53,5523.2,1349.18,2718.87,4242.17,7746.03,10550.27,1300.29,1817.04,1110.08,2573.26,1509.51,4077.72,4596.76,2010.745,264.495,2082.24,1397.095,653.88,296.745,1116.82,3365.65,3436.03,9454.23,913.02,1998.97,2190.85,162.19,5314.25,4544.18,700.83,331.31,1174.47,1375.94,0,0.5,1096.125,6778.33,3499.17,4930.96,483.4,324.87,730.87,3454.82,585.59,4717.535,3384.215,2984.48,2413.46,2044.85,4581.83,1239.71,2009.29,1169.34,2908.6,8865.85,7091.85,677.93,94.095,84.145,2884.96,6134.82,993.68,1778.745,0.5,1856.87,4467.85,2312.99,1785.67,7242.32,1234.56,2810.91,4802.01,3221.03,366.64,5167.86,2003.54,2013.99,2666.49,1999.58,21571.44,19818.98,1428.56,14571.2,1947.12,4497.64,2735.72,8312.9,4544.64,2474.45,1100.54,5023.89,1460.3,2245.58,
MF0092,166485.67,147881.83,273855.66,47831.5,2915.33,2153,2800.79,28139.34,99160.16,304259.01,87896.5,16747.82,170185.01,47549.25,114484.34,27744.49,53808.41,173302.99,18071.86,15771.49,97997.59,78215.33,74839.58,45359.41,108648.42,71570.16,5099.91,5221.62,5589.43,319216.1,48334.59,16042.83,223414.33,13478.75,696563.83,276254.92,340407.25,44197.67,64474.91,40198.5,65744.25,49899,26423.75,67689.42,79539.59,135846.67,14910.59,12616,22380.25,42027.09,11694.67,63608.5,64880.58,5433.75,153404.25,109128.34,76944.25,44216,6709.41,51679.84,98802.5,43141.75,9913.25,35225.4,48476.75,5643.58,78652.84,27444.58,14791.5,27803.75,17164.49,7936,3217.25,5600.6,2812.4,100702.33,79071.5,94447.5,203155.09,10518.08,11783.58,106428.82,18478.66,73432.16,95470.68,118081,55989.91,121332.75,119061.83,44133,46810.67,26104.5,98910.42,218348.58,40924.5,78711.25,263160.5,98560.92,67524.91,125013.84,2151.32,3766.83,3277,121581.33,123220.49,35496.59,109087.75,79441.58,130754.83,262374.9,189896.75,93799.09,41116.33,159010.66,95340.74,30690.83,45000.26,25133.83,39285.01,35822.92,19077.42,20034.17,99812.5,85116.5,62640.92,30974.01,17687.75,63649.92,10781.18,96886.5,27607.66,66656.49,
MF0093,831.125,4365.125,9365.125,1424.375,0,0,0,531,4693.625,5666.875,3267.875,152.75,11011.75,177.5,3596.25,681.375,365.125,57,221.875,520.875,9759.5,1326.875,69.375,854.875,2746.125,1715.875,2427.375,0,2684.25,359.125,40.625,0,718.125,61,10260.125,7479.625,7245.125,58.625,819.875,622.125,243,1421.625,0,1163.375,1974.25,2226.25,338.25,392.625,381.5,1009.125,89,950.375,896.5,0,2448.375,2327.75,1689.625,550,264.625,1213.625,1420.25,0,130,1525.25,1636.625,1389.375,2260.5,1221.5,2274.25,3870.25,871.375,1547.625,0,2055.5,1095.5,92,2713.625,2352.25,9365,2576.125,2155.625,1619.375,0,175.125,392,188.875,88.75,3015.625,4206.375,125.625,112.375,61.75,2642.5,5197.375,1881.5,4058.375,0,0,3054.5,1630.75,0,0,0,3445.5,882.375,817.375,5185.25,2049.625,2117.25,3415,62.25,101.5,39,3339.75,118.375,752.125,842.75,481.375,340.5,39.375,444.5,41.25,2707.625,403.625,140.5,135.25,53.875,1289.625,108.5,249,35.625,185.25,
MF0090,75744.85,76084.85,94917.06,34623.05,2923,2170,2808.5,21887.87,26417.88,125744.89,26127,8851.87,104139.1,38386.37,35234.97,11940.55,37426.14,89111.72,11867.73,7396.79,30851.4,40092.9,38894.75,19198.81,32775,31450.33,5084.25,5207.5,5591.5,134341.87,20764.12,8496.68,88803.7,7923.61,283302.72,103082.54,127638.7,27439.79,24840.33,16216.5,24204,16070.95,7666.2,22581.15,25992.6,45514.55,6410.71,5936,10925.09,17967.82,10616.39,20993.85,20704.9,2649.6,54366.75,31868,21885.45,15120.1,4959.74,16293.25,39385.23,23925.07,5541.18,10469.1,36740.53,5080.75,32007.08,10744.26,10422.5,14326.25,5610.5,5409.5,3224.25,5557.35,2781.65,55746.6,21135,28470.67,45402.2,9222.25,9372.5,43497.83,7699.6,37129.77,45106.07,57713.23,35822.23,43518.75,31065.65,24258.17,25387.33,15528.02,27646.6,77802.55,16449.68,17125.5,69487.6,31920.4,20728.33,40738.1,2148.7,3772.75,3277,36999.65,60882.52,16427.25,29508.42,30328.32,48637.05,103296,104628.15,53128.91,41964.7,56516.25,49522.07,11329.65,16190.5,9984.75,42271.03,35641.44,8689.48,20029.81,33251.05,50482.6,42209.82,20046.25,24526.45,19777.25,6850.12,67396.29,25887.3,43254.18,
MF0016,1799.31,16454.42,7503.08,298.28,2697.33,1811,2664.5,1067.83,508.75,2029.55,1558.62,272,409.83,4347.17,417,685.25,2583.42,257.5,1313.42,466.78,648.53,501.86,237.25,2089.25,266.05,1657.58,4872.58,4440.33,5372.43,10942.75,7607.92,138.33,3079.65,423.17,768.08,5142.41,1885.25,1178.25,3428.28,5020.95,1324.43,602.45,366.17,779.92,867,168.87,1551.17,646.75,1171.33,1309.25,1073.5,2003.92,1091.83,122.83,143.82,1021.5,489.92,369.33,1185.24,2304.75,1004.7,4831.5,1180.83,693.5,3496.85,2644.11,3009,504.83,4296.5,5928.73,982.22,2665.71,3023.25,4097,2209.5,1731,1657.75,761.5,444.73,4968.12,4185.29,517.32,361.67,392.92,210.83,742.48,723.5,463.25,395.75,516.58,721.92,722.83,1337.5,521.25,792,491.25,133.33,36.33,2525.67,365,1979.83,3557.83,3151,141.5,1348.42,1037.65,2541.84,4913.25,680.31,986.07,440.84,241.61,181.56,787,333.25,124.25,1519.17,499.58,2409.6,1798.06,902.73,749.53,1994.45,1073.75,910.64,499.9,444.14,320.25,603.67,1137.14,244.13,538.83,
MF0017,79967.06,64751.92,99626.88,18103.78,2933.33,2165.5,2850.04,13376.11,27393.69,129928.3,29078.87,8653.41,31383.33,34620.17,36193.25,11761.24,34672.46,93251.86,21997.7,6759.44,29091,42756.86,42187.79,20337.08,34096.89,35092.32,5112.41,5238.37,5606.18,151826.78,54905.55,8877.76,100605.4,7745.1,291178.71,110026.75,142857.78,26284.78,27464.78,21649.2,25375.93,19406.62,10696.53,29112.7,33569.52,46963.71,8278.13,6381.08,12001.76,18611.76,9246.14,24447.34,22243.91,2063.08,53105.99,35830.32,23734.42,15536.33,5009.57,25226.59,43705.37,25407.82,5159.93,14693.87,27892.1,5340.27,36064.59,13056.26,11423.33,14765.56,6818.96,5513.21,3226,5503,2776,57276.41,27073.71,36084.37,45607.49,9748.7,10562.45,47066.23,8226.75,39227.35,47939.99,60062.23,31287.37,46220.85,36054.16,22955.71,25124.96,14255.34,34513.52,85417.68,19042.85,18338.68,69896.73,32242.35,26335.71,53197.91,2136.12,3791,3280.5,38629.45,61810.09,15816.33,32469.08,35683.65,50689.39,108215.31,101279.01,50544.78,21576,61971.52,49389.28,12055.57,20196.75,11363.66,44206.36,38360.49,9321.23,23807.12,37094.62,46409.14,48111.3,30369.41,17936.89,22648.87,6863.97,56051.8,16651.46,36788.41,
MF0014,66169.38,54140.295,88399.29,15302.45,2911.5,2153.5,2796.895,9014.755,25734.025,122355.93,13308.595,6618.44,25425.71,19550.525,15633.335,7067.955,18227.62,85240.345,10007.17,5127.52,6924.225,14875.42,36617.77,13198.02,15202.915,14749.625,5078,5189.645,5577.965,90721.01,16463.55,3339.39,41521.075,6136.505,256206.755,88554.555,114381.23,21472.815,7899.7,8872.2,7578.08,9557.7,3393.18,10880.09,17624.26,21864.42,3477.48,3173.5,4788.705,8188.72,3377.53,5202.335,4906.915,390.75,22506.91,15653.915,8063.21,5931.165,2939.76,8195.735,33430.95,14079.775,3159.35,6589.545,24555.715,4532.085,14064.45,4861.005,8655,12442.755,3607.505,4972.645,3217.25,5471.5,2775.25,49174.435,12042.665,14516.48,22515.985,8283,7788.885,39448.655,4861.86,33489.14,42923.53,49902.025,26903.61,39639.965,13816.52,20672.605,22161.395,12492.965,12773.07,25881.88,7521.38,10708.1,36850.65,21707.685,12612.645,18548.245,2129.645,3760.5,3277,20112.81,51925.085,6525.185,21836.28,21515.4,33041.745,76450.06,92767.395,43574.59,17864.035,40254.635,46415.765,4764.285,9340.515,4304.165,17168.145,16451.205,4416.515,8147.555,25953.96,38020.455,15764.235,4566.04,2532.17,8414.795,3578.955,43479.975,11654.02,29297.85,
MF0058,143.5,534.5,495.5,141.5,5360,3620,5310,387,197.5,397.5,218.5,52,118,287,177,100.5,159.5,81,210.5,440.5,774,432.5,66.5,228.5,83.5,421.5,9703.5,8816,10719,88.5,1128.5,22,51.5,63,20.5,118.5,101.5,151.5,3158.5,2366.5,966,187.5,0,23.5,22,58,492,829.5,346,718.5,67,381.5,18,0,52.5,182,112.5,52,851.5,315.5,224,32,29,232,5206.5,5234.5,188,64,8167,11714,928.5,5310.5,6046.5,8180,4350,166,357.5,298,341,9729.5,8096.5,93.5,45,68.5,78,180.5,121,84.5,177.5,324.5,252.5,171,292,109.5,52,402.5,23,7,2585,78,3947,7077,6280,31,226.5,176.5,2881,230.5,158,291,134,149,83,135,148.5,38.5,377,155.5,1002,144.5,433,124,269.5,390.5,245,313,197.5,42.5,142,480,133.5,363,
MF0015,77604.52,52288.71,79366.48,33311.8,2916,2160.75,2825.75,23996.12,18005.13,116800.99,28323,8210.42,84010.52,28546.35,47652.97,16182.79,27455.21,87302.76,18633.88,6224.19,53230.74,45430.98,37792.18,20581.66,33963.17,36549.86,5098.25,5233,5608,168505.63,44371.87,9059.08,124872.53,7296.75,278143.46,95083.62,143075.2,23359.12,25186.33,16768.75,24371.25,20631.95,6648.95,20921.57,23024.94,67701.97,6319.59,6333.85,10833.2,23030.32,9609.32,41145.85,38756.98,4325.35,83732.25,52297.59,37878.45,23191.6,4532.38,21615.09,49523.57,18463.7,4912.45,11389,27535.15,5248.58,46587.54,8095.33,11251,14292.5,6650.74,5383.25,3226,5544.1,2766.4,51683.58,22028.75,41543.08,50680.79,9329.33,9952.33,48836.99,9035.26,37789.46,47541.23,65675.2,33443.41,46020,41699.73,22490.95,24326.22,14761.3,29471.02,69066.13,10838.3,11008,51866.6,27461.32,21354.08,71091.19,2149.7,3778,3278.5,30750.73,58952.79,18554.34,36743.83,30376.33,46896.88,103740.9,96829.25,51101.07,42918.28,51343.91,48072.54,15267.48,24161.76,14204.58,25776.14,22553.74,10055.27,17640.57,44590.8,43079.8,46160.4,25491.76,27957.95,30956.92,6851.28,51761.03,29498.71,38972.26,
MF0059,18.25,193.25,195.25,61.75,2680,1810,2655,157,87.25,133.75,67.75,17.5,48.5,77,59.5,10.75,63.25,22,58.75,211.75,352,191.75,23.75,64.75,34.25,27.75,4851.75,4408,5359.5,2.25,0.25,0,1.25,26,0.25,0.25,0.25,50.25,1573.75,1183.25,483,63.25,0,3.75,3.5,21.5,235.5,402.25,167,305.25,15,186.75,9,0,13.75,75.5,40.25,22,409.25,63.25,50.5,0,9,95.5,2603.25,2616.75,61,32,4074.5,5852.5,456.75,2655.25,3023.25,4090,2175,58,106.25,101.5,152,4863.25,4038.25,38.75,0,10.25,13,19.75,28.5,24.25,73.75,156.25,121.75,74.5,73,44.75,12,184.75,0,0,1190,5.5,1973.5,3538.5,3140,12,62.75,52.75,1419.5,84.5,51.5,69,56.5,62,40,58.5,61.75,10.25,165.5,77.75,450,45.5,207,53.25,69.25,147.25,60,107.5,61.5,13.25,49,159,54.25,127.5,
MF0012,1407.25,8731.42,3020.58,551.75,5360,3620,5310,1173.42,561.58,2203.42,5235,501.5,945.5,1335,9848.67,2468.5,917,346.33,688.5,1039,37030.75,3840.75,411,1713.25,3441,6063.5,9703.5,8816,10719,17860.92,4096,1122.75,25768.25,451.5,8456.67,5291.5,12936.75,573.75,3157.5,2376.5,966,3428.25,40,227.75,207.75,13250.5,479,808.5,355,3429.42,282.75,10945.75,9869,866,16878.5,13074.75,9816.5,4522,861.5,1488.25,6308.33,621.25,150,1051,5206.5,5234.5,10269,414,8155,11709,1723.25,5313.5,6046.5,8180,4350,849.75,1822.5,7187.67,12307.5,9727.5,8077.5,4410.33,652.5,1444,1591.25,5057.25,1165.5,4076.75,9593.5,1040.75,928.75,304,1923,553.75,555,1066,237.5,75,2535.83,13501.75,3947,7077,6280,270,1931.75,1325.75,9113.67,2450.75,2118.75,6583.5,360.25,1805.67,2030.5,465.25,561,2055.75,4035.5,2220.75,2758.42,1476.83,1606.5,620.75,8078.5,914,1571.67,1399.75,389.5,6664.5,664,2250.42,363,1929.83,
MF0056,1487.89,3205.93,1209.38,119.7,0,0,0.29,299.95,357.02,1867.55,610.29,296.59,736.08,580.75,400.67,360.25,437.88,153.36,647.64,645.95,334.94,266.28,64.21,576.67,253.3,2187.58,6.33,0.29,2.43,835.44,5222.3,103.35,8292.49,77.68,1206.31,5081.91,1251.53,410.86,2028.03,4614.2,623.26,378.37,2.86,119.11,98.68,256.54,89.12,88.33,128.68,650.18,182.22,92.17,18,6,146.49,2196.23,908.75,55,388.15,450.7,394.86,153.32,18.6,197.47,244.93,109.77,398,95.35,390.33,90.64,241.05,12.29,7,7,0,430.08,496.96,609.63,389.07,84.87,305.37,64.15,126.92,344.02,254.98,814.65,228.46,139.6,747.08,662.38,564.12,106.26,793.1,121.1,88.1,423.43,105.4,59.6,1056.62,350.32,0.29,9,0,39.62,977.68,534.57,374.76,443.07,1744.56,4895.24,315.76,1697.95,1858.97,125.11,128.04,100.24,462.82,5,1572.86,757.31,370.56,367.28,668.29,549.14,1799.14,1326.57,426.81,121.95,267.87,2342.39,268.38,1535.74,
MF0057,228.955,643.455,593.795,65.875,0,0,0,221.435,68.295,726.705,231.375,51.25,150.08,273.66,118.25,244.375,107.125,86.17,740.705,137.045,269.83,179.045,39.545,234.705,42.795,588.705,1.33,0,0,187.8,2842.455,0,146.795,26,27.455,282.295,120.625,131.455,285,1379.125,278.5,143.795,0,28.375,29.75,53.92,46.975,42.58,68.3,361.965,51.83,115.545,0,0,52.045,107.92,135.625,102.5,252.325,432.795,106.58,23.67,0,117.92,0,97.035,97.17,26.17,283.58,108.705,188.49,0,0,0,0,65.67,341.455,228.25,121.67,146.205,323.285,90.035,66.33,89.795,80.83,229.375,229.98,42.795,90.045,16.775,11.725,48.295,334.83,45.045,48.67,164.205,0,48.8,1067,100.75,0,0,0,7.83,162.875,231.215,260.085,146.795,130.75,346.34,56.92,72.17,34.33,50.25,60.645,32.795,182.58,43.375,678.34,296.045,179.83,144.92,480.48,222.125,365.33,290.25,188.875,39.455,153.17,654.5,200.795,434.75,
MF0013,0,23305.7,28331.0375,9548.8,0,0,0,0,7232.4225,33660.375,0,0,27892.67,11015.9525,14106.555,4583.385,11607.885,0,0,0,26813.19,0,0,0,0,13010.13,0,2431.385,0,55635.7825,19070.345,0,38851.36,2268.7325,80329.595,32457.225,41619.395,7248.915,12488.62,0,0,0,0,0,0,0,3205.01,2729.065,0,6945.4425,4359.78,0,0,0,0,14568.585,10076.675,0,1821.5575,10754.2025,13030.5325,8829.7725,2010.1625,4784.7975,8709.4575,0,0,4899.65,4270.415,0,0,0,0,0,0,15279.5325,10614.8725,0,17101.42,0,0,13238.89,2887.4525,10520.3125,12653.11,16864.25,9511.18,12784.38,13561.1325,6323.625,6972.1675,4333.785,13879.725,0,6885.33,0,25689.35,0,9207.155,0,0,0,0,0,17176.43,0,10859.8875,12150.18,16414.76,33395.4075,0,14167.5425,0,0,12797.8325,0,0,0,0,0,0,8903.6925,12065.89,0,13174.6125,9913.145,0,0,2185.6925,15831.1625,0,11162.555,
MF0010,110063.805,87525.21,128191.035,23034.19,4403.665,3242.5,4247.79,17198.095,31182.01,180470.565,31060.73,11669.12,22264.585,45050.805,36256.17,14214.11,43489.03,135698.02,30695.13,8247.825,25684.12,38227.465,60525.745,25985.82,36167.88,39996.695,7648.205,7835.955,8398.43,199031.315,65934.395,10010.11,122651.69,10891.015,399383.12,136635.49,188638.255,37311.925,31917.27,27389.525,29274.995,21014.11,11121.445,32101.975,38514.44,53429.51,9921.3,7653.54,14044.16,20124.735,10851.06,25627.295,23151.16,2174.665,59421.03,37845.255,23959.96,17469.165,6768.31,27854.1,57951.905,32175.385,6740.615,13822.66,41063.64,7509.96,38838.075,12595.925,14702.165,18979.76,7721.795,7481.25,4838.125,8215.5,4156.25,82265.54,28430.87,38718.62,38224.06,13436.04,13655.725,63917.265,10135.63,55578.735,68615.15,84587.59,45301.05,60239.14,34579.165,33421.835,36402.42,20653.51,35887.39,77789.885,18459.765,15800.49,70009.465,38231.37,27579.455,58909.33,3199.205,5682.165,4933.75,40854.7,86103.875,16791.67,34944.3,43735.755,63045.905,141147.53,147403.125,72824.015,30784.235,74738.6,72571.9,12914.775,23157.955,12088.535,53549.295,47356.965,10831.7,27572.535,45284.545,64939.615,43565.22,26295.5,14875.05,24248.965,8108.34,78128.115,22459.745,51434.62,
MF0054,24027.8625,18963.4075,26015.1075,13913.845,0,0,0,9429.2475,7038.795,33047.8825,11921.69,2331.225,46965.84,9164.7675,11204.8,4111.46,10649.81,23629.56,7606.3575,2130.2975,13065.1725,11214.4475,10738.2375,6645.7,14828.435,10458.6375,1283.31,0,0,52482.475,17735.1575,2229.19,35541.1975,1992.6325,81067.4625,30416.84,34747.215,6878.985,17325.42,13344.9875,15685.0725,5425.2975,4916.1975,13602.9275,12616.5375,13932.825,3119.1875,3027.465,5195.2975,6201.955,4498.7275,5686.9275,5957.0525,967.32,16714.1825,12191.05,7489.455,5164.0075,1575.485,10522.0975,9869.9125,7948.8475,1939.5825,3850.81,7885.2075,1497.3475,8849.1475,3812.4025,3185.79,3954,2113.8025,1411.4375,0,1407.05,701.5125,14628.61,11095.055,11074.3575,13643.515,2745.1925,2993.2925,11032.175,2988.3925,10162.7175,12132.5425,15309.595,9900.1825,10759.1125,10582.2475,6266.31,6967.2325,4388.3,16022.28,37355.97,5515.0125,7073.065,33604.7325,13158.0375,9160.9125,14652.92,543.2025,0,0,17127.155,16350.0925,7638.15,6814.18,10899.58,19181.7375,37070.6625,25460.7675,14482.265,16212.185,22731.2825,12561.4175,4878.1525,5494.5925,3738.29,11830.6,10604.33,2717.7975,9547.3,8303.865,12285.1325,12432.4175,8837.5575,11472.0375,6465.8175,1742.8975,14467.8425,11216.1725,11233.28,
MF0098,531.89,6706.5,766,125.8333333,0,0,2.5,369.6666667,87.5,587.2233333,673.6666667,106.2733333,302.0566667,1617.166667,313.3333333,263.1633333,922.3866667,347.2766667,892.2766667,115.6633333,242.78,268.11,244.61,654.22,171.89,969.3866667,1.5,7,0.1666666667,3376.75,2739.333333,113.4433333,1279.776667,63.16666667,1230.83,981.2233333,845.5,400.5566667,786.8333333,662.8333333,1098,248,237.1666667,767.2233333,348.78,101.5566667,356.78,230.5,573.6666667,486.8333333,547.89,722,416.9433333,32.66666667,142.1666667,478.9466667,283.1666667,236.5,161.1666667,1065.446667,403.78,1639.166667,430.6666667,315.55,84.83333333,26.11,699.78,301.11,151.6666667,50.83333333,94.66333333,14.83333333,0,1.666666667,17.25,339.11,744.1666667,328.8866667,91.44666667,61.27666667,116.61,193.5533333,155.8866667,124.22,96.56,452.1666667,374.5533333,182,306.2766667,196.1666667,279.5566667,292.1666667,650.39,575.4433333,592.6666667,115.3333333,58.83333333,121.2233333,536.5,392.9466667,0.3333333333,0,0,153.9433333,445.6633333,486.1133333,333.5533333,1289.276667,250.9433333,502.2166667,89.16666667,97.66666667,28.61,439.22,145.6633333,166.4433333,684.67,553.61,637.0566667,531.17,299.89,362.5566667,744.1666667,530.1666667,241.11,428.5033333,263.6666667,147.39,207.3933333,439.8866667,199.8866667,243.7766667,
MF0011,41848.58,42012.945,61674.805,11049.09,2821.83,2182.5,2752.77,7843.435,18809.285,72324.935,21242.435,4766.755,28734.54,20036.135,23197.335,7335.37,18798.88,46984.645,19368.325,4075.32,35400.33,23269.63,21472.445,11974.685,20338.82,22329.01,4990.995,4841.85,5501.59,83408.77,32857.71,4890.88,59160.425,4161.8,157360.84,65975.225,81831.74,13978.24,14949.97,11808.225,13165.675,11996.41,6293.115,17212.55,19541.56,26143.255,4757.065,4067.165,7309.71,11127.725,6086.765,13378.97,12172.405,1160.04,30054.155,20657.41,13795.06,8506.915,3126.975,16031.395,24206.55,15957.76,3049.44,9454.735,16217.46,4042.845,24389.285,8652.505,7998.415,10408.115,4659.23,4100.815,3124.625,4826.675,2487.325,29511.705,17481.98,21484.145,32571.145,7386.225,7437.6,25736.28,4654.07,20100.075,24572.395,31231.09,17114.465,26492.925,23211.53,12126.705,13506.38,7715.26,20924.81,49213.74,12795.825,13584.965,44207.415,18591.875,17187.77,29065.005,2154.32,3669.455,3289.5,23054.675,32881.57,9739.43,21505,22610.725,28595.845,60771.305,50920.38,27609.605,11639.98,34969.76,25109.04,7635.57,11889.625,7007.83,24595.79,21864.485,5554.54,16210.635,22353.395,24676.22,25657.31,17686.455,10633.325,12911.185,3904.035,29761.46,8968.835,20239.475,
MF0055,6418.25,26604.08,32215.91,4049,5391.665,3633.375,2698.25,4390.26,11142.58,18872.34,12633.5,1547.82,24235.5,12023.33,9295.34,4307.49,7374.16,1263.16,14249.16,2654.66,21908.42,5071.25,976.5,6934.74,6592.84,13445.49,4890.41,4488.33,5405.25,26274.43,37375.42,1032.08,16577.25,1097.92,23803.66,23751.34,23624.25,3502.75,4468.49,3507.5,2072.25,5791.92,2295.5,4592.92,6593.59,5288.34,3707.09,2282.58,3494.42,6989.18,2832.25,5944.09,3882.41,382,5527.67,9897.26,5934.92,2162.5,2357.24,12004.26,6211.83,8277.67,1953.58,5754.32,5498.92,3388.08,13699.01,3660.5,7251.33,8652.25,3458.16,3384.67,3032,4146.25,2209,4177.75,11670.33,7868,20305.01,6229.33,6848.91,4265.07,1868.49,2685.83,2406.26,5397.75,4327.66,7665.17,10871,2073.92,2126.17,1877.66,11340.5,12480.25,5974.67,10614.33,18950,5028.67,17842.08,5318.59,3952.665,3572.08,6297.5,7434.66,6720.74,5816.93,13792.16,13202.5,7772.08,16034.49,970.17,2297.76,2194.16,9368.91,1674.99,1998.25,6560.34,2284.08,11613.35,8937.34,3623.75,2184.84,11500,4950.5,4473.25,3098.51,2037.5,3703,2736.35,6097,1259.83,3697.74,
