"","V1"
"MF0063",0.00598411643083371
"MF0020",0.0271975888559776
"MF0061",0.0257602090250816
"MF0062",0.000883479596809012
"MF0060",0.00873477744956246
"MF0027",5.33989352218853e-05
"MF0028",0.00872930304664766
"MF0025",0.00083107825234941
"MF0069",3.62445583656523e-05
"MF0102",0.000704295537300039
"MF0026",0.00866659259122016
"MF0103",0.00911878065733556
"MF0067",0.0324689332690932
"MF0024",0.00250170888399028
"MF0068",0.0284585468701705
"MF0101",0.00113189850426524
"MF0021",0.00693993026713598
"MF0065",0.0192800912071593
"MF0022",0.00609821430670187
"MF0066",0.0148059039685494
"MF0018",0.0254260532878684
"MF0019",0.00117915161476354
"MF0030",0.000385787496517962
"MF0074",0.0279516644962672
"MF0031",0.00297432583903884
"MF0075",0.00532838881770931
"MF0072",0.00988488391112612
"MF0073",0.0133133933000258
"MF0070",0.0169270717149158
"MF0071",0.0242046057703118
"MF0038",0.0179350587945855
"MF0039",0.000118257918009085
"MF0036",0.00524394799968833
"MF0037",0.000143800484081661
"MF0034",0.00651493003811707
"MF0078",0.0119658791942118
"MF0035",0.00432035073099736
"MF0079",0.00132656935052248
"MF0032",9.16340288035688e-06
"MF0076",0.00705552803333771
"MF0033",0.0175166167422148
"MF0077",0.000940811565265272
"MF0029",0.00436555742172259
"MF0041",0.00554876732655482
"MF0085",0.00549214595837228
"MF0086",0.0365622516811123
"MF0083",0.000217336867470686
"MF0040",0.000911740540599985
"MF0084",9.16340288035688e-06
"MF0082",4.13340825158604e-05
"MF0080",0.00279192859040321
"MF0005",0.0142196510614841
"MF0049",0.0195000881655685
"MF0006",0.0486204661416432
"MF0047",0.0139461238987796
"MF0004",0.00390938482822053
"MF0048",0.0357658622525513
"MF0001",0.00425316380437664
"MF0045",0.0045313146975664
"MF0089",0.00218201271369538
"MF0002",0.029655252314372
"MF0046",0.00814190856658358
"MF0043",9.75473592432966e-05
"MF0087",0.00818690266855168
"MF0044",0.0312317921203618
"MF0088",0.00215110647532562
"MF0052",9.16340288035688e-06
"MF0096",0.00483603722334763
"MF0097",0.00104662726108823
"MF0050",0.0143754027968468
"MF0094",0.00589409096352013
"MF0051",0.00846498751874348
"MF0095",0.00445284013477908
"MF0092",0.0505660913216548
"MF0093",0.000638713618760888
"MF0090",0.021276655301275
"MF0016",0.00200855189401456
"MF0017",0.0258471703471021
"MF0014",0.0115010160806912
"MF0058",0.000150198006237621
"MF0015",0.0236952563206454
"MF0059",9.39786989669767e-06
"MF0012",0.00212930369904859
"MF0056",0.00112650955302417
"MF0057",0.00044548870469051
"MF0013",0.0052122509004821
"MF0010",0.0295709400696619
"MF0054",0.00847160529924464
"MF0098",0.000663610139987654
"MF0011",0.0171525217652456
"MF0055",0.00862605539437623
"MF0009",0.0364591245807292
"MF0007",0.00939365716089566
"MF0008",0.0145925970149472
