#OTU ID,Itg.04.DTT422.S14,LYZdtt308,LYZdtt307,LYZdtt306,LYZdtt305,LYZdtt304,Vil1.07B.DTT84,Vil1.07B.DTT83,Itg.18.DTT492.S87,Vil1.07B.DTT82,Itg.20.DTT506.S1,Vil1.07B.DTT81,Vil1.07B.DTT80,LYZdtt319,LYZdtt318,LYZdtt317,LYZdtt316,LYZdtt315,Itg.22.DTT520.S15,Itg.06.DTT436.S29,LYZdtt320,Lyz2.03B.DTT231.S71,Itg.10.DTT457.S51,Lyz2.07B.DTT282.S124,Itg.20.DTT505.S100,Itg.08.DTT444.S37,Itg.26.DTT542.S38,Lyz2.05B.DTT255.S96,Itg.24.DTT527.S22,Lyz2.04B.DTT246.S87,LYZdtt303,Itg.02.DTT408.S100,Vil1.04B.DTT45,Vil1.04B.DTT44,Itg.16.DTT484.S79,Vil1.04B.DTT43,Lyz2.03B.DTT232.S72,Itg.04.DTT421.S13,Lyz2.02B.DTT222.S62,Vil1.03B.DTT34,Vil1.03B.DTT35,Itg.18.DTT491.S86,Lyz2.01B.DTT207.S47,Itg.10.DTT455.S49,Itg.26.DTT543.S39,Itg.08.DTT443.S36,Itg.10.DTT456.S50,Lyz2.06B.DTT270.S112,Lyz2.08B.DTT291.S133,Lyz2.04B.DTT245.S86,Lyz2.02B.DTT223.S63,Itg.20.DTT507.S2,Itg.22.DTT519.S14,Itg.06.DTT431.S24,SLCdtt022,Vil1.08B.DTT91,SLCdtt021,Vil1.08B.DTT92,SLCdtt020,Vil1.08B.DTT93,Itg.12.DTT469.S63,Vil1.08B.DTT94,Vil1.08B.DTT95,Vil1.08B.DTT96,SLCdtt149,SLCdtt148,SLCdtt147,SLCdtt146,Lyz2.03B.DTT233.S73,SLCdtt024,SLCdtt145,Lyz2.01B.DTT208.S48,SLCdtt150,Vil1.01B.DTT09,Vil1.01B.DTT08,Itg.04.DTT420.S12,Lyz2.08B.DTT295.S137,SLCdtt166,SLCdtt165,SLCdtt164,SLCdtt163,SLCdtt168,SLCdtt167,Itg.26.DTT540.S36,Lyz2.02B.DTT224.S64,Vil1.013B.DTT156,Vil1.013B.DTT154,Vil1.013B.DTT155,Lyz2.06B.DTT271.S113,Vil1.013B.DTT152,Vil1.013B.DTT153,Vil1.013B.DTT151,SLCdtt054,SLCdtt053,SLCdtt052,SLCdtt051,SLCdtt050,Itg.10.DTT459.S53,Vil1.04B.DTT48,Lyz2.06B.DTT268.S109,Vil1.04B.DTT47,Vil1.04B.DTT46,Itg.24.DTT530.S25,Lyz2.08B.DTT293.S135,Lyz2.02B.DTT219.S59,Itg.18.DTT493.S88,Lyz2.01B.DTT209.S49,Vil1.05B.DTT55,Vil1.05B.DTT56,Vil1.05B.DTT57,SLCdtt109,Itg.20.DTT504.S99,SLCdtt111,SLCdtt110,Itg.16.DTT482.S77,SLCdtt114,SLCdtt113,SLCdtt112,Itg.20.DTT503.S98,Itg.10.DTT458.S52,SLCdtt001,SLCdtt129,SLCdtt128,SLCdtt006,SLCdtt005,SLCdtt004,SLCdtt003,Lyz2.07B.DTT283.S125,SLCdtt002,Itg.18.DTT494.S89,Lyz2.03B.DTT234.S74,SLCdtt132,SLCdtt130,Itg.26.DTT541.S37,SLCdtt019,Lyz2.05B.DTT260.S101,Lyz2.01B.DTT211.S51,Vil1.09B.DTT108,Lyz2.04B.DTT243.S84,Itg.16.DTT481.S76,Lyz2.07B.DTT284.S126,Lyz2.05B.DTT259.S100,Vil1.010B.DTT116,Vil1.010B.DTT115,Vil1.010B.DTT118,Vil1.010B.DTT117,Itg.22.DTT516.S11,Vil1.010B.DTT119,Lyz2.06B.DTT272.S114,Vil1.010B.DTT120,Vil1.02B.DTT21,Vil1.02B.DTT20,Vil1.05B.DTT60,Vil1.02B.DTT19,Lyz2.07B.DTT279.S121,Vil1.05B.DTT58,Vil1.05B.DTT59,Lyz2.08B.DTT296.S139,Itg.18.DTT495.S90,Itg.08.DTT447.S40,Vil1.09B.DTT103,Itg.24.DTT531.S26,Vil1.09B.DTT107,Vil1.09B.DTT106,Vil1.09B.DTT105,Vil1.09B.DTT104,Itg.06.DTT433.S26,Itg.12.DTT468.S62,Lyz2.03B.DTT235.S75,Lyz2.08B.DTT292.S134,SLCdtt067,Itg.02.DTT409.S1,Lyz2.04B.DTT244.S85,Lyz2.07B.DTT280.S122,SLCdtt069,SLCdtt068,Lyz2.07B.DTT281.S123,SLCdtt070,SLCdtt078,SLCdtt077,SLCdtt076,SLCdtt075,SLCdtt074,Itg.22.DTT515.S10,Lyz2.01B.DTT210.S50,Vil1.06B.DTT67,Vil1.06B.DTT69,Vil1.06B.DTT68,Itg.04.DTT419.S11,Itg.16.DTT479.S73,Lyz2.03B.DTT236.S76,Itg.26.DTT544.S40,Lyz2.06B.DTT267.S108,Itg.16.DTT480.S75,Vil1.01B.DTT12,Vil1.01B.DTT11,Vil1.01B.DTT10,Itg.18.DTT496.S91,Itg.02.DTT410.S2,Lyz2.05B.DTT258.S99,Itg.12.DTT467.S61,Itg.06.DTT432.S25,SLCdtt092,Vil1.014B.DTT163,Vil1.014B.DTT167,SLCdtt096,SLCdtt095,Vil1.014B.DTT165,Vil1.014B.DTT164,SLCdtt093,Vil1.014B.DTT168,Lyz2.02B.DTT221.S61,Itg.26.DTT539.S35,Itg.12.DTT470.S64,Itg.02.DTT407.S99,Itg.08.DTT445.S38,Vil1.06B.DTT70,Vil1.06B.DTT72,Vil1.06B.DTT71,Itg.02.DTT411.S3,Itg.06.DTT435.S28,Itg.22.DTT518.S13,Lyz2.04B.DTT248.S89,Itg.20.DTT508.S3,Lyz2.05B.DTT257.S98,Vil1.03B.DTT32,Vil1.03B.DTT33,Itg.24.DTT529.S24,Itg.04.DTT424.S16,Itg.04.DTT423.S15,LYZdtt356,LYZdtt355,LYZdtt354,Itg.02.DTT412.S4,Lyz2.01B.DTT212.S52,LYZdtt353,LYZdtt352,LYZdtt351,Itg.08.DTT446.S39,Lyz2.02B.DTT220.S60,Vil1.02B.DTT23,Vil1.02B.DTT22,LYZdtt368,LYZdtt367,Vil1.02B.DTT24,LYZdtt366,LYZdtt365,LYZdtt364,LYZdtt363,LYZdtt329,LYZdtt328,LYZdtt327,Lyz2.04B.DTT247.S88,Itg.22.DTT517.S12,Itg.06.DTT434.S27,LYZdtt332,LYZdtt331,LYZdtt330,Itg.12.DTT471.S65,Vil1.07B.DTT79,Lyz2.08B.DTT294.S136,LYZdtt339,Lyz2.06B.DTT269.S111,Itg.24.DTT528.S23,LYZdtt344,LYZdtt343,LYZdtt342,Lyz2.05B.DTT256.S97,LYZdtt341,LYZdtt340,taxonomy
MF0063,4747.2,10812.61,7534.76,1667.78,10998.04,58541.06,2731.33,1834.75,3316.16,2704.04,2111.3,4480.27,3453.57,1194.21,5409.93,26497.4,12137.75,17035.95,4282.91,1375.73,2554.25,2360.72,3290.34,10376.01,5773.81,11596.12,3448.67,4428.38,3308.46,2143,145818.67,3048.87,3142.26,5072.34,9563.87,3440.52,6432.61,11519.85,1825.02,10558.62,1300.73,10446.78,4494.81,6492.4,4112.97,4432.96,7564.15,3099.94,4702.75,2786.78,1117.2,3076.76,1296.22,5180,9850.66,5548.4,4415.145,7328.27,6256.345,6988.23,4465.7,4897.58,4494.12,5402.43,20343.71,21496.35,15415.84,2276.82,2735.37,3000.06,8915.33,16260.775,16046.81,3040.39,1170.69,5255.79,1053.35,3413.3,20316.27,6034.09,37644.61,15110.83,11753.78,2364.14,3463.12,5256.61,7040.45,1734.93,3733.32,5907.44,7590.86,13797.64,914.78,3657.2,2293.77,9630.375,11101.38,1346.04,2932.39,1404.15,1892.25,4507.77,2205.93,2691.37,6074.7,9049,2455.44,6371.6,7117.21,3789.52,3167.5,2333.36,9040.715,1836.9,4927.56,3316.92,1687.91,246.08,10268.1,1547.07,1408.85,4796.88,11439.99,3828.04,1708.17,473.33,11093.99,2333.06,2909.43,6661.48,3365.71,6653.4,1219.03,5405.25,1887.62,3005.27,6346.28,3018.77,10280.63,7657.1,6725.83,6065.09,6149.61,5265.09,5536,5052.18,6313.695,6419.23,2234.27,2800.71,2490.04,1961.6,3025,2255.82,4668.16,4113.5,2210.25,3781.07,4363.84,7439.79,6808.98,730.3,5504.03,5327.66,6751.5,4659,7245.83,12228.92,1154.22,1773.57,2958.09,5822.68,1598.31,1733.67,3455,5214.065,3903.16,1055.3,2247.68,1785.66,4528.63,1276.9,4278.23,7012.53,3766.92,3915.99,7777.26,5961.01,4933.08,91119.2,1561.68,3457.74,3436.61,7966.47,1570.29,1430.55,1752.76,4043.37,3576.01,7760.43,12236.13,7563.07,9548.795,5620.88,962.28,418.68,329.025,4838.79,4192.38,14838.535,4587.75,3302.82,4446.58,9416.66,3505.08,5062.74,1981.12,3572.83,3164,812.62,5170.83,3539.72,4186.43,8979.98,4088.5,3558.66,3642.14,11052.84,2014.37,4079.81,4317.09,2756.28,658.03,2173.43,1621.52,47308.39,15681.78,13728.7,2181.9,2604.85,3992.93,1521.74,13356.94,11707.4,2548.82,6590.7,875449.01,6787.5,17263.89,31754.44,15125.96,13970.81,2649.24,3420.31,6281.89,4195.61,9103.67,5823.14,1618.04,4309.71,1635.24,2202.51,1563.35,2461.12,8892.36,2309.51,3368.24,2495.3,31022.69,3451.05,
MF0020,115541.7,96705.22,140030.08,42582.15,115280.545,88538.245,3008.5,2326,21098.95,2874,28064.07,4839.875,3589,39169.73,184966.095,128723.625,192087.155,49576.505,39427.075,10837.25,116448.1,39611.455,20401.25,34160.375,24580.7,24126,47365.47,8357.695,21403.25,16075.8,841982.42,16758.55,10060.25,13201.15,34170.525,9502,31632.62,72805.3,128706.68,10794.65,7878.625,25517.55,17107.925,47945.175,19893.15,13060.745,23132.75,39718.975,29029.955,7681.85,55316.1,27855.975,53572.725,58927.025,31269.2,7018.375,4383.1,6520.625,6070.6,7197.625,19217.4,5199.75,5604.25,5695.125,217627.945,35215.27,36645.6,11349.6,10800.35,6813.3,87274.655,20899.85,125679.075,10868.55,5225.1,15867.75,9658,428837.82,49956.8,40279,89134.45,143931.675,185645.625,13258.2,33069.75,46267.805,32457.975,45045.2,22198.55,11983.15,14330.45,21512.83,13755.95,39008.85,43124.85,11282.35,16218.85,66263.325,9535,9767.175,8634.725,13671.15,22181.87,22922.495,24832,19404.4,16436.15,6649.75,6935.25,3946,30474.875,21378.15,15108.35,14334.2,9469.9,27227.1,28486.4,3313.6,54529.15,76362,5208,22318.5,16412.65,47750.8,31868.2,22388.6,35189.55,4777.23,25988.25,26232.8,56677.08,29459.4,7455.5,17553.5,10319.725,12485.5,36187.15,5928.2,54891.405,23476.675,33461.15,8432.875,12215.2,6714.4,12370.25,11216.55,10597.25,18165.225,7386.025,6606.875,15672.3,7050.65,3314.25,9138,12540.025,6235.725,3116.275,75079.4,34696.725,41466.92,8599.175,65595.4,11173.9,10938.075,8146.775,8578.05,64604.275,23608.55,63435.955,11754.645,25219.75,28948.3,13920.35,8227.75,15695.775,7810.1,9596.15,11523,52463.975,66832.125,81453.775,14004.175,45719.075,40339.45,44710.55,3782.875,8395.125,6168.5,17256.7,33988.9,63767.5,43498.55,16769.075,31339.78,31909.325,34748.175,20650.05,47606.95,111407.05,12954.8,34802.325,36535,28729.9,19567.33,26839.175,120132.55,52836.2,17227.95,14561.075,31689.2,29850.33,13020.05,13766.7,57723.6,17334,13553.25,2226.7,3856.875,3329,60871.275,83274.175,22415.4,40566.195,44613.45,19260.8,14105.5,13130.9,20719.45,76321.475,157100.7,139312.475,69158.145,49006.5,90296.875,70438.3,90160.075,143249.555,185913.925,15645.65,23275.45,23153.85,12939,26733.145,25669.53,9977.25,18239.025,23488.225,48946.525,32098.725,42065.23,49610.975,47501.525,47448.95,13758.35,58984.1,36632.695,14750.625,21493.3,28434.9,4595.125,6665.825,12613.245,9858.35,15601.45,65663.195,31592.425,48508.08,15984.45,64535.955,38386.6,
MF0061,80304.11,76948.67,100467.43,17650.75,86024.2,159733.13,2946.33,2184.5,32011.54,2859.04,13232.05,5138.6,3864.74,27453.57,130180.42,289704.85,154613.73,55107.06,30692.89,8386.61,29394.25,31404.17,16115.36,33344.2,25867.44,32599.8,27407.17,13472.06,27279.03,9872.49,847441.71,18972.29,26744.95,16646.62,32973.84,11709.47,32087.19,60264.26,88277.19,29945.02,6814.84,35470.08,22227.71,41441.87,45474.78,12521.97,23547.59,39347.71,24535.03,7275.5,38406.29,20596.63,30691.27,45666.2,35485.99,6672.73,9480.84,7789.2,12949.25,8156.64,22367.77,5124.41,5281.87,5642.68,151107.55,59737.75,47907.8,13616.92,11135.94,9237.08,85430.8,35298,89119.32,10901.7,6307.15,16640.3,7069.18,280554.85,60477.19,74268.76,89466.13,110903.38,129243.93,19406.22,25016.18,28323.33,19816,26559.86,16586.92,9219.64,11536.29,18478.47,8785.36,26096.63,28216.02,17168.16,24113.15,33674.16,8354.96,17460.39,6907.83,14330.78,16531.83,34228.09,31614.77,34538.39,23736.34,6600.1,7673.95,3966.51,25312.08,25105.54,20711.17,21159.66,10089.39,12213.42,11845.33,1158,42067.83,35667.74,4414.65,17856.5,26474.71,25137.97,15081,11303,33407.37,5002.7,33280.33,29519.19,36982.5,25050.42,5946,26864.52,10029.18,15861.32,27426.68,5605.45,45476.96,34329.57,36173.94,15655.43,19054.56,6937.37,11663.33,18917.91,15477.4,14178.69,6179.74,5442.79,16163.12,7287.17,3227.75,12467.18,17060.62,5612.85,2848.9,52768.61,29639.76,30624.79,11069.97,34146.51,9948.65,10780.3,11627.3,13787.6,51257.57,29958.18,41072.31,15870.92,19557.03,29500.15,17485.57,10505.96,26788.16,11519.18,13821.82,8115.78,35923.58,44966.01,55488.75,14259.58,57627.57,32854.63,31028.52,3868.24,8828.01,6612.59,18568.29,112668.38,41337.35,26104.86,27925.73,47326.93,23038.88,24214.79,14582.76,36415.57,81502.68,21303.6,35829.62,38655.62,32147.47,20129.68,18352.83,70025,32592.67,21542.22,19816.87,38684.12,27758.62,16322.29,14567.59,42937.66,20113.59,16408.33,2156.32,3781.08,3280.5,37746.2,60152.67,15137.36,25460.87,34291.25,29741.59,21554.5,14174.79,26824.83,50708.04,107544.49,100509.81,49692.8,21332.7,58829.02,48212.28,121241.31,121715.81,151908.91,10401.32,30360.29,16995.63,9310.58,30283.68,27216.47,8264.43,16801.2,907541.42,90525.96,60005.16,94853,93449.07,56049.76,31747.74,18618.4,47143.29,49763.22,32533.33,19646.36,14944.07,4512.96,6597.1,17223.47,12911.15,21146.75,58107.4,19279.54,38580.77,29685.78,817041.22,66717.63,
MF0062,829.8333333,4332.833333,9388.833333,1399.333333,2317.333333,701,0,0,320.3333333,0,455,0,0,4654.333333,5620.333333,7860.5,8095.166667,1223.166667,2552.5,145.6666667,10998.66667,1902.166667,497.3333333,166.5,460,778,3493.333333,256.5,537.3333333,698.8333333,959.1666667,397.6666667,103,145.3333333,358,57.33333333,769.8333333,147.6666667,48.33333333,200.5,0,817.6666667,189,1447.166667,1501.333333,240.8333333,414.8333333,1241,588.8333333,358.5,18.66666667,826.5,2725,137.1666667,1674.333333,0,54.5,0,41.66666667,0,466.6666667,0,0,0,395.8333333,111.1666667,89.33333333,41.33333333,219.8333333,254.1666667,393.8333333,257.6666667,504.8333333,30.66666667,18.16666667,35.83333333,35.16666667,10262.16667,2466.333333,1037.5,3684.166667,7442.833333,6805.5,267.3333333,52.33333333,37.83333333,0,0,1405.333333,0,0,16.5,660,1165.333333,1975.833333,84.66666667,140.3333333,2222.5,224.5,97,193.8333333,301.5,857.1666667,194,179.6666667,589.8333333,236.6666667,0,9.5,0,415,266.8333333,125.1666667,121.6666667,90,863.8333333,896.8333333,0,1340.833333,2446.166667,71.16666667,112.3333333,143.8333333,2292.833333,1671,0,284.5,32.83333333,139.3333333,1188.833333,1422.5,765,139.3333333,510.5,64.33333333,1514.666667,99.33333333,45.33333333,2107.833333,132.3333333,1543.333333,1221.333333,0,0,234.3333333,244.1666667,164.1666667,0,572,0,257.6666667,122.8333333,0,227.1666667,138.3333333,0,0,75.33333333,2672.333333,2329.5,23,9282.666667,0,137.8333333,25.66666667,24.33333333,158,454.6666667,1529.333333,83.5,368,719.1666667,417.6666667,43,103.6666667,80.16666667,43.66666667,231.8333333,195.3333333,399.3333333,189.8333333,52.16666667,227.6666667,1182,108,0,0,0,191.6666667,1088.833333,3017,4169.5,197.3333333,162.3333333,54,68.33333333,39.83333333,2613,5177.666667,1913.333333,666.5,88.16666667,487.1666667,508.8333333,3969.333333,9169.666667,0,409.3333333,259.1666667,631.3333333,2472.333333,103.1666667,445.1666667,1642.5,457.8333333,497.5,0,0,0,3440.833333,863.1666667,807.5,4490.666667,2006,535.8333333,232.6666667,844.1666667,433.1666667,2095.166667,3397.166667,44.16666667,72.83333333,20,3315.333333,105.6666667,177,153.1666667,125.3333333,753.6666667,195.3333333,773,444.8333333,85.66666667,81.33333333,352.1666667,33,584,467.3333333,225,310.1666667,407.8333333,148.6666667,2731.666667,271.3333333,331.5,142.3333333,99.83333333,38.5,1293.333333,0,91.5,52.16666667,169,259.6666667,199,12.33333333,95.33333333,349,141.6666667,154,
MF0060,62640,47832.74,64293,12091,67158,70518.16,2680,1811,10216.07,2679.5,7026,4157.42,3195.66,15929,108419,62684,99033,32257.09,7519,5916,23343.67,17573,7929,16041,7645,10454.32,8228,2961.33,8155.41,4878,875989.13,4524.08,2858,3653.99,15485,3458.57,11927,40812,84698,3920,3365,5890,6699.92,15227,4302.34,4663.92,7321,11640,13113,2545.16,36303,9795,9472,36783,8024.91,5439,2452.84,5233.74,3893.83,5321.17,4496.83,4870.25,4449.5,5364.75,83524,15001.25,11315,3867.25,4372,2656,36757,15546,36764,5685,2189,7311,5753,234984,19715.1,44113.58,30730,67861,97920,7556.15,20185,4832,5033,6626,5872,6556,4760.5,15433.67,1838,7844,13067,6021.83,7827.65,17042,2040,7985.58,2220,3479,4795,11026,9308.25,6887.93,8073,6347,6277.67,3685.01,8351,7007.82,6513.84,7739.83,2397,3450.75,2641.83,217,22804,17335,1642,10849,11293.84,7250,3964.75,4472,7884,1813,10162.33,5525.09,29721,10409,2321,7388,5376,4282.15,20647,2820.08,22499,7484,8763,3092.08,5517.07,4747.25,4953,4114.42,5030,7848.75,2382.99,3121.5,4667,1916,3030.25,3544,6028.49,4135.75,2277.25,47862,7919.5,8808,5383.66,19661.84,5364.08,4599.33,4443.84,4527.16,39447,6704.17,36064,5319,11763,7722,7045.91,2770.58,5318.08,3313.01,3709.75,4028,32350,41558,47877,6139,22302.99,12165,25425,3822.245,7115.58,5350.25,5842,10736,33147,9813.08,11883.76,8485.16,19988,21476,11926,7843.67,14999,4831,10087,16222,9348.5,10215.08,9534.5,18628.5,16810,5910.1,7210.41,12468.83,11437.5,4209,3325.84,14484,5524.43,3824.57,1974.5,3550.75,3140,13104,48592,3742,11983.41,14360,7634.4,5745.84,4443,8068.17,28036,67795,92164,43145,17631,33027,45758,50728,84396,114301,3106,7337.58,6637,3112,12690,12837,2824,7039,15985.91,30884.75,22961.07,14452.33,23146.16,25583,18547,4557.16,36038,13962,3621,1786,5477,4512.96,2627,5004,4197.34,6744.41,41227,11226,28280,9069.24,32405,26197.17,
MF0027,0,2,19,0,56,11,0,0,14,0,0,7,0,0,6,10,7,0,0,0,2,0,0,0,0,0,7,0,0,0,319,0,0,0,164,0,14,14,73,0,0,70,37,14,0,0,10,14,0,0,26,0,0,0,11,0,0,0,2,0,26,0,0,0,73,110,59,5,12,5,11,11,10,7,0,0,13,6,34,14,156,4,14,14,37,0,0,0,5,7,0,17,18,29,0,0,0,17,0,0,13,0,0,0,42,39,15,0,0,0,0,0,0,0,39,8,7,0,0,32,7,4,0,4,3,2,13,0,4,0,37,13,0,20,3,0,0,0,61,45,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,46,0,0,0,0,0,0,0,34,49,0,4,0,0,0,6,2,0,0,27,23,4,3,15,0,0,0,0,0,0,111,6,0,11,56,0,0,0,0,0,0,66,0,0,26,0,0,0,0,8,2,10,21,0,62,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,95,4,2,0,9,6,16,54,0,18,0,0,168,431,0,222,14,0,49,29,2,21,0,0,0,2,0,0,26,0,0,0,0,0,13,3,0,0,2,0,
MF0028,5078.88,15297.49,11875.5,20458.03,12049.19,70411.9,2686,1816.75,19953.32,2668.25,13698.59,3971,3051.25,1570.18,6316.16,187719.75,31143.17,21224.25,6624.91,1674.28,85362.09,6454.67,3173.33,16376.27,10198.99,15246.32,7710.8,4923.55,15008.66,5533.8,263602.58,7329.83,18658.18,7204.99,16132.73,4645.82,14956.34,11401.38,13086.16,13341.83,932.1,12771.86,13412.67,10557.33,20899.45,3913.03,10116.33,4154.96,6014.25,3632.66,9826.02,4726.84,3043.77,7663.68,13965.19,5393.5,5209.84,3844.5,8259.33,4417.75,8737.33,4853.75,4413,5362,26441.74,29281.13,19738.89,7905,4976.33,3137.53,16574.93,27696.5,20772.51,4038.17,2763.33,6660.66,2176.03,15632.91,24145.51,55951.33,38010.33,19713.19,20561.76,12197.15,6730.42,4825.73,10447.9,2081.69,4917.44,8847.38,11930.05,14111.77,5771.09,14447.29,14520.46,11046.83,15625.15,2911.38,3406.91,11496.33,3191.26,5645.39,4431.42,19654.16,18517.5,12962.82,16201,6326,5374.75,3600,6053.58,15119.82,14583.34,15864.33,9578.84,6279.11,2771.73,1168.93,15349.96,8032.48,1695.75,5313.97,18200.34,2158.84,1161.5,893,10225.25,2194.94,19564.33,9091.9,6650.46,13216.84,1812.23,16003.5,2251.01,3472.54,4697.93,2799.5,13332.49,14822.82,10411.2,7522.03,5685.32,4751.75,4311,6064.85,9773.5,6015.25,2273.27,2724.25,5708,2666.17,3025,5020.11,6542.99,4092,2175.75,12952.16,5892.92,9390.42,5917.75,1267.17,5080,4415.5,4073.5,3538.66,8280.92,14686.17,6972.14,8311.83,3692.79,8383.01,11631.66,4889.83,16248.33,7082.51,6664.5,1517.11,6450.01,4653.09,5389.33,6837.5,39959.49,14442.21,8172.42,3770.75,6816.5,4926.75,6563.09,92219.02,3895.7,8224.06,16727.76,27558.66,2277.29,4491.71,3303.65,5225.17,15667,12174,14350.88,13496.16,16180.5,6014.57,1279.25,466,196.75,6686.85,9251.16,22314.83,6478.5,9674.66,5423.53,11732.74,7045.68,6854.62,1974.5,3540.5,3141.5,3306.64,8330.83,8377.31,3188.51,12696.64,14215.15,11832.84,4002.09,13957.17,2436.42,5099.15,9385.52,9624.96,22392.81,9716.22,3870.38,51460.87,20959.24,18696.74,6053.38,18122.33,5206.31,4997.33,41658.18,37148.86,2743.22,32677.63,888032.09,71591.25,44776.07,52987.58,59844.91,27382.97,5270,9883.66,8254.08,4947.84,15060.97,20669.65,4719.4,4133.25,2005.01,4404.58,5762.84,12678.16,9870.31,16368.23,7662.59,17898.99,742125.82,46500.42,
MF0025,1157.78,2475.25,837.95,186.28,3521.37,5973.49,2685.33,1810,589.48,2655,397.57,3945.5,3033.83,161.12,1371.38,2869.69,4851.01,7566.67,423.98,156.3,260.16,394.57,244.87,439.13,699.09,1628.34,248,580.55,636.48,229.25,23303.59,531.85,543.89,743.67,428.12,1193.98,727,1383.63,170.17,424.45,289.02,594.43,744.53,952.28,583,1879.44,631.03,349.32,541.67,232.14,75.42,505.28,90.79,452.05,746.41,5418.41,117.23,3943.67,303.04,4448.58,505.03,4872.41,4415.33,5371.5,354.48,2941.55,1794.02,359.12,273.95,32.93,725,619.6,471.25,310.36,233.65,593,95.17,149.11,877.22,1414.28,7955.14,4714.29,1075.35,699.5,287.18,2527.78,4505.45,969.07,393.62,2376.3,3300.07,3941.66,37.67,155.82,97.5,365,318.73,100.47,289,965.27,474.58,324.9,840.19,635.21,752.09,581.42,567.14,6339.17,5385.5,3592,458.5,710.33,664.86,579.2,196.83,247.09,62.33,4.33,1057.93,92.92,376.87,336.7,237.27,126.27,86.92,34.33,687.66,737.78,820.13,385.52,324.53,79.07,19.93,1088.74,118.27,145.47,2784.92,2634.15,940.3,943.05,329.57,124,3133.82,4641.71,4265.33,1830.19,363.53,5914.7,648.72,2667.92,284.81,229.8,3023.25,223.36,1747.29,4090,2175,290.47,345.78,579,5351.69,283.4,4902.55,4174.48,3695.05,2863.76,744.14,798.43,117.75,499.87,700.52,557.2,394.11,465.59,552.9,374.57,689.22,71.8,174.19,170.06,537.48,736.7,2044.78,1223.56,197.1,3796.67,6814.5,4939.41,897.31,1003.17,65.92,167.22,1358.83,1339.5,204.75,170.25,169.16,338.53,94.42,79.67,826.4,1520.45,173,1410.22,317.68,13.73,0.93,945.81,1381.4,393.36,1945.67,440.54,452.33,190,562.58,445.98,1977.83,3544.83,3140,27.33,652.92,467.56,1652.96,269.32,424.68,622.66,463.57,953.86,403.1,668.41,355.87,268.07,102.6,104,136.25,2457.01,5547.24,3397.85,67.92,657.72,590.7,104.08,1699.44,924.52,467.63,555.34,3753.7,4870.67,3425.43,5586.83,5081.12,3559.89,600.05,554.67,381.35,801.83,521.83,410.28,97.38,4147.42,274.54,1189.38,638.87,880.71,1078.57,154.59,378.47,424.98,2545.9,2053.07,
MF0069,18.25,193.25,195.25,61.75,147,1379.75,2680,1810,16.75,2655,157,3901,3012,87.25,133.75,123.25,178.75,1292.5,67.75,17.5,48.5,160.5,0,77,4.75,13,59.5,302.25,59.75,10.75,10396.25,85.25,111,35.5,63.25,850.25,23.5,0,22,58.75,211.75,21,142.5,103.25,352,1154,0,191.75,160.5,0,23.75,64.75,34.25,26.75,27.75,5378.75,0,3827.5,0,4358.25,4,4851.75,4408,5359.5,0.25,0.25,0.25,0.25,6.25,0,0.5,0,0.25,32,7.25,0,26,0.25,0.25,0.25,1,0.25,0.25,6.5,50.25,1573.75,1183.25,483,63.25,873.5,1055,591,0,3.75,3.5,0,0,21.5,235.5,3,402.25,167,305.25,84.75,20.75,7.25,7.5,6320.5,5357.5,3590,8.5,9.5,0,6.5,15,186.75,9,0,115.5,13.75,112.5,0,0,75.5,40.25,22,97.5,409.25,66,63.25,50.5,0,9,6,4,95.5,2603.25,2616.75,225,27.25,60,32,2219.75,4509.75,4074.5,764.25,0,5852.5,456.75,2655.25,75.25,31.5,3023.25,82.25,934.25,4090,2175,58,106.25,101.5,5120.75,152,4863.25,4038.25,3268.25,2216,10,0,38.75,52.5,75.75,62.5,3.75,46.75,4,0,23.75,0,10.25,13,19.75,6.5,31.25,56.5,28.5,3769,6737.5,4912.75,241,165.5,24.25,73.75,22.5,57.5,156.25,121.75,74.5,73,44.75,12,28,5.25,0,561.75,186.75,0,0,345.25,698.5,0,1193,6.5,28.5,5.5,170.75,6.75,1973.5,3538.5,3140,12,62.75,52.75,1419.5,83.25,11.25,31.5,64.5,0,51.5,69,56.5,62,40,58.5,61.75,87.25,87.5,73.75,10.25,5.75,165.5,77.75,450,44.75,207,52.5,147,230,122,166.5,180.25,243.75,69.25,5,147.25,60,106.5,60.75,13.25,4130.75,49,653.25,37,10.25,159,54.25,127.5,5.75,154.5,102,
