#OTU ID,Lyz2.04B.FP244.S41,LYZFP329,LYZFP328,LYZFP327,Lyz2.05B.FP255.S52,Itg.02.FP407.S7,LYZFP317,LYZFP316,LYZFP315,Vil1.02B.FP20,Vil1.02B.FP21,Lyz2.06B.FP267.S64,Itg.02.FP408.S8,LYZFP305,LYZFP304,Vil1.07B.FP79,Itg.20.FP505.S8,LYZFP303,Itg.16.FP481.S84,Itg.26.FP541.S45,Lyz2.05B.FP256.S53,Itg.12.FP467.S69,Itg.18.FP491.S94,LYZFP353,LYZFP352,LYZFP351,Vil1.05B.FP56,Vil1.05B.FP57,Vil1.05B.FP55,Itg.12.FP468.S70,Itg.02.FP409.S9,Lyz2.07B.FP279.S77,LYZFP341,LYZFP340,LYZFP339,Vil1.09B.FP107,Vil1.09B.FP106,Vil1.09B.FP108,Lyz2.08B.FP292.S90,Itg.26.FP539.S43,Lyz2.03B.FP232.S80,Lyz2.05B.FP257.S54,Lyz2.04B.FP243.S92,Itg.04.FP421.S21,Vil1.04B.FP44,Vil1.04B.FP45,Vil1.04B.FP43,Itg.16.FP480.S83,Itg.26.FP540.S44,Lyz2.01B.FP208.S56,Itg.18.FP492.S95,Itg.24.FP528.S31,Lyz2.02B.FP219.S67,Lyz2.08B.FP291.S89,Itg.12.FP469.S71,Lyz2.06B.FP269.S67,Itg.10.FP457.S59,Itg.10.FP456.S58,Vil1.13B.FP154,Vil1.13B.FP155,Vil1.13B.FP156,Lyz2.08B.FP293.S91,Lyz2.03B.FP233.S81,Vil1.02B.FP19,Lyz2.01B.FP209.S57,Vil1.01B.FP08,Vil1.01B.FP07,Vil1.01B.FP09,Itg.24.FP527.S30,Lyz2.06B.FP268.S65,SLCFP147,Itg.10.FP455.S57,SLCFP146,SLCFP145,SLCFP021,SLCFP020,Itg.18.FP493.S96,SLCFP049,SLCFP051,SLCFP050,Vil1.06B.FP67,Vil1.06B.FP69,Vil1.06B.FP68,SLCFP165,SLCFP164,SLCFP163,Vil1.03B.FP32,Vil1.03B.FP33,Vil1.03B.FP31,SLCFP109,SLCFP111,SLCFP110,Itg.06.FP433.S34,Itg.04.FP420.S20,Vil1.14B.FP167,Vil1.14B.FP166,Vil1.14B.FP168,Lyz2.01B.FP207.S55,SLCFP129,SLCFP128,SLCFP127,Itg.24.FP529.S32,Lyz2.07B.FP281.S79,Itg.08.FP443.S44,Itg.22.FP515.S18,SLCFP003,SLCFP002,SLCFP001,Lyz2.03B.FP231.S79,Vil1.10B.FP118,Itg.06.FP432.S33,Vil1.10B.FP119,Itg.22.FP516.S19,Vil1.10B.FP120,Lyz2.07B.FP280.S78,Itg.08.FP444.S45,SLCFP019a,Itg.16.FP479.S81,Lyz2.02B.FP221.S69,SLCFP075,SLCFP074,Itg.04.FP419.S19,SLCFP073,Itg.20.FP503.S6,Vil1.07B.FP81,Vil1.07B.FP80,Itg.22.FP517.S20,SLCFP069,SLCFP068,SLCFP067,Lyz2.04B.FP245.S42,Lyz2.02B.FP220.S68,Itg.20.FP504.S7,SLCFP093,SLCFP092,SLCFP091,Vil1.08B.FP96,Itg.06.FP431.S32,Vil1.08B.FP95,Itg.08.FP445.S46,Vil1.08B.FP94,taxonomy
MF0052,0,141,82.5,167,0,1,80.5,116,111.75,1.5,3.75,1,0,101.25,101,3,0,102.75,0,1.5,0.75,0,1.5,30.75,27.75,94.75,4.75,6.25,8,0,0,0.75,55,40,84.75,1.5,0,3.5,1,1.25,2,0,2.25,0,0,2.5,0,1.75,1.5,1.25,0,0,0,2.5,1.75,1,1.25,0,21,18,11.25,2.25,1.75,4,1.5,10.75,2.25,2.25,1,1.25,382.75,0,15.5,1.75,4.75,0,0,37,13.25,13.25,3,2,2,3,2.5,1.5,3,4.25,3.5,0,7.5,0,1.5,0,54,11,39.25,0,0,0,0,0,1,1.5,0,0,12.75,36.75,2.25,3.5,0,3,0,2.5,0,0,0,1.25,1.25,0,0,0,0,0,3,1.5,0,0,0,0,1.5,1.25,1.75,19,16.25,0,18.75,0,7.5,1.25,2.5,
MF0096,3285.35,23475.81125,13692.02,23948.175,5042.305,2869.775,11106.3325,20339.30625,23062.88625,9505.88875,9441.98,5429.18125,3148.365,3958.97125,12527.9825,9486.26375,7175.1625,11787.875,10410.26375,6767.325,1912.03875,9263.0975,9719.53625,6701.4275,11121.3075,17896.26375,8258.27625,10863.28875,15956.0225,6261.51,2742.8225,2505.70125,9108.275,9761.1125,15058.6925,5173.2925,3756.6925,6008.73,2772.67875,6146.0625,7923.275,2138.07625,12019.0975,3117.70625,7976.62125,8420.01,9031.3225,11056.1925,7735.84625,9514.43875,9444.935,5290.25,7568.1575,2845.95875,7277.3225,1995.62,7388.6525,6142.63,42271.4525,12235.0625,10434.19,4211.465,9443.03625,11236.1375,6003.13625,6504.15125,10004.34875,10726.7225,3412.34125,3110.57625,4665.88875,13119.1,8900.665,8256.19,4527.5625,5064.1925,6989.22375,6879.1425,4301.50625,4632.89125,8987.25,8620.62125,8576.54875,5629.04375,8401.0325,8810.36625,8435.9825,9352.6325,8963.88,5045.2625,2192.825,1357.92375,5204.465,2098.05625,9140.20875,15065.9125,7123.8125,7300.215,2256.6575,4580.7925,2288.0875,5052.44625,3391.53125,9597.6375,5573.46,3857.75,3243.835,6142.135,8300.33625,3122.9125,5820.95875,4756.2525,7169.185,9019.71,2958.685,7223.915,4783.525,7114.5175,7739.4375,1775.17125,4254.35625,4215.16125,3447.6,8306.4025,11481.605,9953.505,5339.69125,1961.70875,3300.9925,4025.5475,2656.47375,10742.56625,9108.62875,3439.9375,4882.2475,4338.815,9512.66375,4559.75,4586.41125,5804.435,3329.83125,
MF0097,729,2884.5,1756.5,712,569.5,289.5,3748.5,1804.5,1487.5,1140.5,2157,2753.5,630.5,3185,2263,676,1919.5,1117,2114,1626,487,790.5,941,947,912,1410,3094.5,4166,1809.5,1572,1171,475,1615.5,918.5,767,806.5,645,551.5,1016,421.5,908,1534.5,578,629,1136,1860,1738.5,1714,1348,2045,2193.5,1214.5,1447.5,587.5,2427,1412.5,1463.5,880.5,1200,371,930.75,1634,3246,742,1844.5,1345.5,1000,3232,1102,1898,1136,735,831.5,316.25,2038,1444.5,2315.5,2207,3145,1240,888.5,3305.5,2223,2370.5,1867.5,2556,1151,2367.5,614.5,280.5,674.5,297,1105,288.5,414.5,504.5,572,682,666,568,309,1769.5,1268,464.5,372.5,595,387,250.5,646,1577.5,649,2423,1932,439,580.5,650.5,1315.5,378,1163,673.5,491,898.5,495,699,3671,1085,2415,399.5,175,126.5,813,1197.5,1677.5,1581.5,1271.5,1586,6430,758,2849,1586,3656,
MF0050,12458.695,32020.99,18990.84,46933.37,14275.365,8836.96,82815.39,47861.05,51515.505,17986.38,23206.445,17373.475,13224.625,158146.515,42072.905,11577.08,22399.485,111153.065,19642.595,17565.435,5390.625,17116.98,15773.145,12295.79,14294.64,20766.895,20062.615,24649.64,22952.825,17045.32,15636.595,3421.32,20526.525,18803.54,26416.445,46641.945,49465.39,52371.145,10208.095,10946.25,32369.45,11574.54,33109.04,13240.825,14296.065,16169.91,16381.49,20180.285,18119.56,19435.69,22148.73,21356.325,15107.35,12368.695,21538.12,12739.14,20275.26,18412.695,92857.82,25347.99,20806.19,12329.74,32542.455,24797.765,13490.92,10690.47,13635.985,18800.59,12514.41,14987.12,12661.46,36070.615,23396.275,16727.435,7929.075,8871.385,14826.52,8190.195,11076.66,6295.655,14846.255,25600.505,18086.875,15919.085,16708.005,13072.64,20956.85,31656.895,18451.695,10336.365,9830.915,5114.57,17846.9,10419.53,28353.195,50071.875,24090.225,10685.6,5122.145,8835.115,6920.03,20617.305,8588.345,14352.505,11744.23,12065.575,8981.945,10529.055,32444.28,44599.7,17900.935,51442.605,25321.93,26294.595,6093.415,11602.785,7763.675,13638.37,22250.9,5623.385,9212.41,11732.225,12557.485,18977.195,16624.025,14245.11,21305.29,5245.185,6081.05,6879.065,9617.835,25628.46,21570.19,14145.295,21318.585,13446.165,47873.145,10605.1,65969.07,15164.77,44913.14,
MF0094,1369.25,8335.5,7328.75,18871,3021.5,2604.75,1350,4834.25,4188,4791,5222.75,2742,4595.25,2245.25,6847.75,5767.5,4640.5,3285.75,9394.75,5707.5,1241.25,8372.75,15661.5,3672,5065.75,8462.75,4779.25,6186.25,5997.5,7972.5,4151,983.75,9660.75,10789.75,19348,30247.75,19918,27841.5,1114.25,3613,1293.25,2365.5,1214.25,2181.25,6744.75,6260.5,7639,12183.75,5621,5635.25,22058,4667.75,3851.5,1058.5,10980,1951.25,8847.75,9183.25,157118.5,38532.5,32350.75,2156.75,1485.25,5756,3778.75,2477.75,2803,4258,2527.25,2503.25,3422.5,14712.75,10523.75,5263,3671.25,5004.25,10442.75,1169.75,1578.75,1463.75,4177,5066.75,4269.75,2767.5,3673.75,4459.75,4489.5,6495.5,4248.25,2234.25,1790,854,3040.25,1539.25,32289.25,58056,24090,2263.75,1147,2002.75,1274.75,4410.75,1590.5,8542.5,5847,4539.75,3956,5220.75,893.25,23382.5,3299.25,26181,10203.75,13701.25,1899.5,6842.75,5335.75,8314.5,2809.75,828.75,749.75,2101.25,816,3655,6318,5386.25,7683.75,1139,1426.5,1328.5,1425.5,3947.25,4835.75,9423.75,13506.25,8996,8412.75,1693.75,4434.25,7431.75,10137.75,
MF0051,5645.9,18140.545,8868.74,19092.275,2751.35,3559.5,36930.175,20018,23222.225,7477.96,6581.45,4485.975,5088.9,135806.775,19013.9,7059.7875,8368.9,95190.425,6611.705,6647.775,1330.63,8049.175,9044.85,6049.12,8435.84,14703.07,7504.71,9763.745,10813.785,6970.875,4073.4,2000.615,7035.66,6716.7725,11658.415,19373.625,16416.875,15416.625,5532.5,5815.75,26033.4,2243.505,24065.25,4670.375,6676.96,6149.985,8382.79,8154.12,6344.475,8165.455,12902.35,7239.175,5701.305,9529.5,9735.2,2346.665,10471.425,13132.3,166805.25,42420.5,34899.625,4544.75,23472.05,13694.5,5632.345,5684.6675,9681.5475,7187.5975,2666.5475,3162.915,5130.65,28756.725,16078.275,15265.71,3109,3044.01,6080.6,4696.4475,3425.19,3003.6575,6382.135,8357.155,7038.79,3681.76,5644.79,5675.2925,6230.645,9166.31,6384.1475,3519.475,2188.45,1146.52,9257.375,6424.5,33182.875,58596.5,24849.5,4944.43,2237.675,5173.375,5585.975,4751.51,2310.35,9417.475,8147.2,5134.45,5061.625,7376.875,27389.45,20965.875,12128.2,21473.125,11230.525,9224.125,2479.5,6261.1,2627.435,6207.475,13391.85,2616.225,5884.575,3892.945,10209.575,12011.825,8201.98,6961.04,7336.1,2140.7,3334.61,3932.12,3646.5,15004.7,10165.45,10328.45,17036.55,9531.05,23122.15,5667,55714.375,6084.15,28303.875,
MF0095,3038.35,22945.84,12432.56,27097.45,4495.66,2428.08,11736.18,20783.08,21311.06,8428.33,9758.32,5754.45,3090.95,4442.37,13603.51,10447.16,9063.18,11309.62,10093.25,7109.99,2263.09,8432.11,8373.27,9053.08,11894.35,21273.3,10311.91,14777.41,16918.07,6932.05,3204.48,2799.73,8685.82,8394.92,13479.68,3264.46,2328.94,4073.04,2784.51,5409.5,6345.61,2736.02,9405.08,3077.4,9102.45,11075.56,11586.34,12225.74,7537.08,10019.91,9155.27,4987.21,6885.53,3195.89,8270.18,2555.86,7213.92,4338.3,5922.335,4109.095,1703.71,4353.14,9323.15,10459.7,6782.94,8444.15,11747.72,11263.97,3451.06,3867.75,5210.32,8734.87,7815.745,9336.8,4519.25,5621.905,8010.51,9610.48,5254.45,6052.69,9899.94,10985.98,9558.08,6387.275,9766.22,10948.09,8370.54,10290.79,8561.87,5663.525,2752.925,1829.555,4596.89,1912.57,877.14,1472.245,1148.46,6390.26,2326.795,6814.995,3576.775,5569.75,2726.37,7626.97,4375.88,3429,3166.47,6656.92,6871.23,2834.62,6838.31,2926.42,7139.81,6729.37,2458.34,6140.88,5280.3,5938.13,6889.26,2450.74,5736.12,3874.39,6124.095,8842.49,12977.71,10457.22,6442.47,2683.315,5606.38,6774.01,2825.51,9371.11,9703.73,2363.535,2975.715,3737.72,8356.93,4374.3,3859.78,6462.83,1629.06,
MF0092,50026.74,49366.49,32865.42,90446.34,29184.82,24405.09,684229.5,227206.27,303392.5,53517.18,55273.92,32487,37861.25,760569.92,125503.75,24114,66707.99,465244.91,39255.24,53586.83,9872.41,53864.75,57553.32,25573.08,28908.1,39612.8,29612.6,35013.75,39538.83,50556.34,35539.65,6631.41,45522.58,44513.91,68120.66,128239.93,119374.34,127212,28294.93,39502,143883.74,18359.82,174291.75,30404.75,36869.43,32218.66,41091.99,43301.08,52214.84,46722.57,81131.49,59727.59,34450.17,41601,67543.66,21779.42,72843.75,80229.24,514669.5,132281,106829.42,28545.59,136682.41,82981.33,30468.75,25535.59,39060,42502.01,28594.91,26638.24,28116.49,166942.41,77092.42,63598.17,14628.25,17998.6,43667.08,12793.42,16009.42,12051.75,26925.67,34338.58,26459.92,42676.17,52921.08,51862.42,42028.66,59242,42159.42,21429.93,18177.33,8350.67,50041.41,31298.24,200082.75,275420.67,159930.49,28789.74,12364.16,24513.9,23851.26,47613.91,15407.32,66976.84,48256.68,31909.75,27365.16,35303.58,142569.93,144816.84,58297.91,236989.5,77380.75,90048.07,14507.49,45614.24,15617.25,36252.16,67562.59,14776.41,29083.09,21057.91,43629.34,74429,25973.99,27408.25,57967.91,13465.51,17486.83,18244.99,35714.16,75673.41,72734.75,59865.75,103216.76,53731.5,126217.9,29701.9,244057.25,50176.41,140425.75,
MF0093,0,155,121.75,228.5,0,477,38161.75,8955.5,13832.875,785.25,658.875,298,0,15098.125,1510,0,0,5077.375,0,963.75,204.375,0,974.75,35.375,54.875,72.375,183.875,196.625,465,0,0,5.875,38.5,30.5,56.375,984.75,0,1559.75,8.5,730.125,1873.5,0,4414.625,0,0,265.25,0,142.875,838.25,36.625,0,0,0,16.25,980.875,137.5,1323.125,0,255,134,75.625,12.625,1967.875,1131,24.25,12.375,17.625,41.625,488,207.625,250.375,0,178.25,151.375,121.875,0,0,102.5,121.125,147.625,9.5,0,0,1329.5,1795.75,2101.75,567,714.625,641.75,0,135.25,0,137.75,0,6659,5677.5,5565.625,0,0,0,0,0,0,1639.75,0,0,173.875,296.375,1672.625,2100.75,0,8795,0,2568.75,0,0,0,142.625,83.125,0,0,0,0,0,10,0,0,0,0,0,858.25,63.625,1380.375,1353,2684.125,0,859.875,0,457.75,1003.625,188.25,
MF0090,20963.1,19993.09,15078.64,65029.04,13257.25,10646,150657.85,90217.74,97006.24,24346.67,23268.07,16333.25,15094.8,304653.3,80943.34,22038.33,28860.51,224560.72,19609.59,19346.3,4043.75,19243.94,16041.1,9025.67,15867.52,24065.46,12257.24,16400.92,22648.32,18071,15701.8,5545.23,31183.32,30356.59,51960.01,58267.29,56018.75,53976,24100.51,14283.25,57708.22,8745,57359.25,19300.4,19276.78,15920.9,26540.68,23421.49,19289.7,26672.91,22536.2,24744.6,22211.2,26847.18,23889.15,11391.75,24745.85,26913.6,178583.75,46036,36102.25,21013.06,62373.17,37243.54,16591.94,25516.65,31638.91,37523.56,12304.6,13748.25,11898.55,58292.2,28852.3,26019.42,7478.75,7381.77,13399.2,8090.65,7262.85,5940.38,20790.61,17690.87,14429.58,16223.4,18706.7,16080.73,20626.04,29577.46,25523.04,9799.2,8741.3,3834.6,39592.56,22009.69,51622.5,84961.25,41807.25,21747.6,7039.2,17748.33,13186.44,20704.2,7772.29,21694.14,16756.4,11591.4,9864.75,12411.53,58999.59,72503.89,41029.89,65865.75,27997.8,28235,11368.34,14781.04,6228.53,22322.96,57741.42,11145.5,23043.5,11082.4,27582.82,38147.26,20608.71,22277.55,20835.2,6185.38,10473.34,11994.83,13852.93,64406.44,34752.23,19107.4,31029.85,17098.6,88848.84,25098.96,144729.43,16556.05,114467.78,
MF0016,1265.1,8317.34,3436.89,5122.29,596.83,486.66,1732.33,4256.24,3566.31,1970.92,4559.92,2866.2,623.03,2261.58,4920.09,2177.33,7415,3545.04,3729.5,1936.41,501.25,2039.44,1183.6,3390.42,4554.77,8236.21,3335.08,4125.42,4027.07,2294.5,1216.24,1266.48,2761.82,2452.59,2768.51,576.79,535.36,322.96,1112.17,914.09,1468.19,1230.5,2163.24,4223.4,1616.17,3048.17,2938.43,2687.49,2161.74,5351.66,1542.5,1396.29,4396.7,992.89,3055.75,3427.28,2084.26,1209.71,4644.39,2508.98,1064.88,1856.25,3883.31,1834.2,4369.19,1740.15,1561.88,3023.75,1468,2039.42,4921.58,1784.62,5763.5,2501.28,982.75,1127.27,1900,3603.9,4985.22,2607.38,3816,10715,5587.5,1584.83,1787.9,1707.73,2430.04,4472.71,1817.04,1446.93,1739.5,711,2958.5,618.99,697.14,586.33,1047.04,3137.6,2114.5,2234.83,886.1,2766.5,4516.79,682.14,836.04,4927,2647.58,2085.28,1665.98,1293.64,941.73,1118.63,2961.81,935.29,1484.34,758,1081.03,1319.96,3011.42,548.5,670.33,4233,1108.23,3409.5,3653,1462.8,3723.81,1990.83,2366.5,3504.67,1575.93,4196.19,5653.25,2075.17,1766.06,1888.9,22453.92,1711.46,6073.17,2440.08,7755.67,
MF0017,23663.34,61908.83,38849.23,92322.54,20961.23,13877.17,160237.18,98873.85,110610.56,33360.42,39066.24,26119.2,20222.2,310879.73,78690.26,24903.5,41000.17,224077.78,36228.99,30197.07,8087.75,33740.11,34064.59,25412.08,31490.03,48689.54,30294.09,38111.33,41153.81,30561.14,22434.89,7168.39,40442.65,39075.08,59455.09,77547.14,73733.28,79807.04,18863.44,21498.75,66277.85,15753.83,70429.58,22064.9,26971.29,28651.31,32253.92,40096.82,31461.17,41494.23,44329.76,33633.05,30013.95,24961.39,38459.09,18022.53,37324.67,34622.54,182205.89,48752.23,37905.13,21511.73,65087.81,46851.28,27915.44,23063.15,32324.72,35489.23,19018.72,21433.24,20502.87,72548.78,42848,34663.78,12831.5,15097.62,28040.09,15834.24,16428.22,11431.71,27034.11,34615.72,26894.66,23052.52,27212.06,24360.23,32703.29,45320.7,30978.04,15958.03,13910.78,7585.04,33109.05,18886.81,53011.14,88896.75,43614.7,24568.5,8826.94,17493.48,14103.36,31031.16,14328.44,31802.56,22834.56,19952.75,15542.89,19779.61,67562.91,76647.65,37783.72,87422.71,43530.81,45428.69,11464.83,25050.12,14294.45,27095.29,44885.6,10947.82,20580.42,18514.3,27211.82,40558.74,29597.45,26814.97,35924.88,8963.72,11710.75,12875.83,17778.42,51725.27,42060.73,23808.44,37958.57,22602.48,80801.49,21315.7,127037.39,28285.99,81673.28,
MF0014,12020.265,17073.975,9783.215,27148.865,5242.445,3777.15,147764.39,66660.48,79956.14,10907.24,12462.815,7962.535,5220.73,302196.695,50796.995,9120.28,20803.985,204713.15,11606.855,8133.26,2035.385,10053.665,8319.26,10423.77,13876.05,20471.535,10865.405,13775.875,12987.7,8550.98,5593.78,2728.93,17789.135,16188.535,24177.21,30106.325,26887.775,23589.955,13036.615,5954.435,48346.455,4199.575,46258.51,12770.19,9901.89,9918.555,12289.335,12351.75,8622.965,21368.3,9808.845,11319.355,15628.495,20047.245,10443.265,5023.84,14644.03,14203.77,22836.995,7642.455,3839.655,12332.875,46529.46,18408.895,14566.505,10731.985,17413.82,17719.75,5504.275,6117.35,6626.045,35942.18,12596.295,17343.805,2934.375,3494.065,6917.13,4698.4,5901.72,3804.215,11420.34,13269.23,10083.2,7324.515,8508.6,9540.525,10810.145,17012.58,11475.43,3544.56,3556.615,1909.2,21432.92,13432.26,16137.445,18632.73,14158.395,14138.765,4454.325,9041.285,9570.395,9626.2,6176.31,9946.03,8473.89,6827.585,5215.775,6041.735,52607.105,38407.695,25062.34,42077.155,14345.915,14724.735,5885.02,7034.975,3044.035,11089.895,31482.39,6165.875,12666.21,8959.65,20278.445,23688.185,10462.235,8640.745,11930.535,3859.805,4682.335,5274.995,8816.795,35741.37,21617.85,11296.1,19499.375,9355.235,54820.88,13001.275,114274.87,8573.415,61346.805,
MF0058,171,2119,496,480,91,79,247,1045,875.5,258,424.5,377,147,321.5,1251,103,616,669.5,344,241,73.5,342,274,459.5,423.5,811.5,583.5,741.5,509,466,268,69.5,972,666,501.5,103,42,43,142,114.5,203,220,178.5,191,318,438,279,373.5,312,672.5,405,289,602,138,496.5,256,487.5,260,42,36,22.5,424.5,253.5,167,459,231.5,191.5,540.5,268,340.5,1027.5,261,387,160.5,117.5,109,430,177,177.5,123.5,361,548,543,187,185,213,315,471.5,149,185,234,137,324,88,123,32,105.5,324,66,75,37,359,184,172,74,206,143.5,262.5,197.5,97,188,61,453,146,117,190,87,136.5,354.5,105,92,207,137,301,194,130,423,74,72,45,202,650.5,564.5,167,250.5,94,1352.5,134,83,397.5,248,
MF0015,26655.54,43828.64,29352.87,66178.54,16023.32,11019.59,78519.85,66840.02,67168.45,30627.26,35673.82,22874.5,16814.55,279836.22,68039.55,13206.17,35762.29,205194.76,29102.44,30568.38,6290.16,31076.1,26134.52,20692.25,23837.18,32887.99,25214.98,30534.45,27191.16,30000.59,19655.45,4517.16,33316.98,31469.41,46674.71,70870.68,67943.59,73700,16898.93,21012.75,74496.54,13543.32,77385,21846,20991.51,22634.18,23632.81,30247.33,30783.79,35251.22,36520.69,33345.94,25154.92,22335,38879.31,17747.92,37281.35,37369.34,179272.75,45656,36204.92,18489.84,70593.76,45314.58,23920.4,16154.12,21793.5,27645.96,17649.76,19547.49,21462.04,77123.61,50760.47,36824.5,11181.15,13434.75,22205.78,9521.82,13346.27,7370.6,18615.57,29049.61,21059.25,17293.07,18886.28,14339.47,26578.58,39646.58,23533.77,15618.88,14344.13,7309.27,29784.16,17820.74,39871.5,77834.17,32197.74,19477.94,7431.01,12902.15,11451.71,29636.11,12351.32,29446.29,18540.58,21685.65,17423.16,20646.58,71513.58,75109.34,31150.31,76571.25,38557.3,37105.32,9377.99,22994.94,12064.15,21509.36,39408.04,10306.86,18271.74,17375.81,24446.99,33303.15,20234.84,12219.75,31863.11,7699.41,8572.43,8973.29,19311.66,44199.06,35682.4,21144.15,31979.11,19364.6,80232.7,17415.9,125120.75,26983.46,80363.5,
MF0059,0,144,84.75,170.25,0,1,81.5,116,112.5,2.5,4.75,1,0,102,101.75,5.25,0,102.75,0,1.5,0.75,0,2.75,30.75,27.75,95.75,6,7.5,9,0,0,0.75,55,40,86,1.5,0,3.5,1.75,1.25,2,0,2.25,0,0,2.5,0,3.25,1.5,1.25,0,0,0,2.5,3,1,2,0,21,18,11.25,2.25,1.75,5,1.5,10.75,2.25,2.25,1,1.25,382.75,0,15.5,1.75,4.75,0,0,37.75,13.25,13.25,3.75,3.25,2,3,2.5,1.5,3,4.25,4.25,0,7.5,0,2.25,0,54.75,11,39.25,0,0,0,0,0,1,1.5,0,0,12.75,36.75,2.25,3.5,0,3,0,2.5,0,0,0,1.25,1.25,0,0,0,0,0,5.5,3.75,0,0,0,0,1.5,1.25,2.5,19,16.25,0,18.75,0,7.5,1.25,3.5,
MF0012,4741,4697.75,1948.25,3791,677,329,3519.5,5014,3832,3579.42,3673.5,2668,882,1673.5,3508.25,759,3145,2016.5,1560,4636.25,546,3776.75,1267,3841,3540,6002.5,3521,5267,2810,3914.75,1603,372.5,3010.25,1492.25,1670.5,684.75,725,2604.5,863,3240.25,9534,1253,13032.25,2216.75,2673,4438,1874,1318.5,4417.25,4317.25,1698.5,3704.75,3649.75,432.5,5065.25,2495,5201,5315,1374.75,141.75,145.5,1405.25,10002.75,5525.25,3566.25,891.92,591,1864,1840.75,2078.25,3245.75,10424.5,7694.25,4516.67,1321,1490.75,1413,1328,1843.25,848.25,1356,2956,2275,1411,1571.5,1006.75,1611,2437,706.75,1965.75,1712.5,790,1543.25,478,1055.25,1195,825.5,1848,627.75,550.75,225.75,3224.5,1019,4299.25,1135,2686.5,2414.5,3046,7315.25,2843.5,682,4606.25,2514.25,1925.75,373,2953,1007,508.5,3018.25,1244.25,1237.75,1989,1183.75,2319.25,1680,464,2319,736,652,649,3687.5,3082.75,2867.75,997.5,819.25,862.5,9508.75,851,4504,3151.25,3860.25,
MF0056,746.6,9322.09,3854.23,6610.62,511.16,487.83,4945.85,5593.25,5027.98,1122.17,1634.9,2359.2,575.2,742.48,4672.93,1727.49,2240.18,3694.54,2341.25,1779.49,312.84,1709.36,1137.27,4044.5,5662.02,9722.72,2870.17,4030.41,5066.24,1488.55,676.57,857.23,3379.24,3308.34,3872.1,665.38,658.11,1226.21,847.09,1216,925.86,572.26,1776.83,2234.65,1849.95,2316.47,3156.67,3151.24,2257.33,3757.41,1243.77,1749.71,2506.78,1029.89,1637.18,1186.94,1997.92,1093.05,400.39,340.31,250.04,1660.64,1504.9,1322.03,2715.94,1010.57,1262.05,1682.72,1013.56,1652.17,1188.3,1920.04,1229.58,1297.95,1537.75,1928.35,1043.76,1532.07,1529.13,1158.13,2314.44,2812.9,2496.5,616.77,884.56,981.48,2483.29,4943.63,2560.62,2280.02,1259.2,697.87,1324.14,1318.32,204.89,66.66,494.96,2241.76,573.28,1205.25,532.35,1739.5,1020.62,1582.22,859.38,1855.5,1447.65,2918.45,1075.73,852.06,917.06,883.04,1971.06,1761.04,734.84,1219.63,1593.37,1691.63,1958.01,334.91,544.75,2802.14,1024.15,1589.74,2494.21,1209.8,1919.97,540.13,689.17,964.67,702.76,3206.11,1986.73,2826.77,2786.81,3306.23,5763.67,1166.3,3582.97,1660,2430.11,
MF0057,618.55,3903,1478.42,1083.16,339.33,190.67,264.75,4286.795,3592.49,725.91,1514.375,1214.5,509.67,508.455,4328.67,462.83,1607.425,2421.705,775.16,1104.58,270.545,1008.17,659.92,1564.535,1869.205,2589.215,1889.215,2296.285,1543.5,1342.83,765.5,156.875,2699.995,2413.21,2270.045,162.92,43.83,65.08,381.795,327.785,398.17,576.5,613.465,743,736.17,1117.525,892.66,859.375,1374.59,3010.705,909.67,880.17,2482.43,361.25,1590.215,935.33,2444.285,1068.34,31.5,31.625,26.455,623.735,518.215,642,2240.095,552.95,582.965,1311.565,846.17,976.455,1776.375,731,2068.58,727.545,326.375,343,1089.045,276.67,539.455,317.955,1061.83,2310.33,1869,317.67,287.58,374.58,1560,4028.455,599.58,301.17,342.25,239.17,961.08,288.33,373.875,1552.17,68.295,1160.66,175.33,280,100.5,1470.17,388.33,367.08,250.84,1084.25,820.075,815.375,335.625,286.42,388.33,135.83,1650.5,365.58,256.5,484.84,219.67,341.295,1577.465,324.91,454.5,902,613.2,799.83,1181.5,496.42,2386.66,119.33,118.67,107.17,601.545,2058.795,1188.115,492.17,830.125,546.33,1056.585,473.34,91.58,1179.125,184.25,
