	IL17.DTT.115	IL17.DTT.116	IL17.DTT.117	IL17.DTT.118	IL17.DTT.119	IL17.DTT.120	IL17.DTT.127	IL17.DTT.128	IL17.DTT.129	IL17.DTT.130	IL17.DTT.131	IL17.DTT.132	IL17.DTT.143	IL17.DTT.144	IL17.DTT.139	IL17.DTT.140	IL17.DTT.141	IL17.DTT.142	IL17.DTT.188	IL17.DTT.189	IL17.DTT.201	IL17.DTT.202	IL17.DTT.203	IL17.DTT.199	IL17.DTT.200	IL17.DTT.217	IL17.DTT.218	IL17.DTT.219	IL17.DTT.220	IL17.DTT.221	IL17.DTT.222	IL17.DTT.25	IL17.DTT.26	IL17.DTT.27	IL17.DTT.28	IL17.DTT.29	IL17.DTT.105	IL17.DTT.106	IL17.DTT.103	IL17.DTT.104	IL17.DTT.53	IL17.DTT.49	IL17.DTT.50	IL17.DTT.51	IL17.DTT.52	IL17.DTT.85	IL17.DTT.86	IL17.DTT.87	IL17.DTT.88	IL17.DTT.89	IL17.DTT.90	TKO.DTT.1	TKO.DTT.2	TKO.DTT.3	TKO.DTT.4	TKO.DTT.5	TKO.DTT.6	TKO.DTT.43	TKO.DTT.44	TKO.DTT.45	TKO.DTT.46	TKO.DTT.47	TKO.DTT.48	TKO.DTT.31	TKO.DTT.32	TKO.DTT.33	TKO.DTT.34	TKO.DTT.35	TKO.DTT.36	TKO.DTT.16	TKO.DTT.17	TKO.DTT.18	TKO.DTT.22	TKO.DTT.23	TKO.DTT.24	TKO.DTT.19	TKO.DTT.20	TKO.DTT.21	TKO.DTT.58	TKO.DTT.59	TKO.DTT.60	TKO.DTT.55	TKO.DTT.56	TKO.DTT.57	TKO.DTT.69	TKO.DTT.70	TKO.DTT.71	TKO.DTT.72	TKO.DTT.78	TKO.DTT.73	TKO.DTT.74	TKO.DTT.75	TKO.DTT.76	TKO.DTT.77	TKO.DTT.87	TKO.DTT.88	TKO.DTT.89	TKO.DTT.90	TKO.DTT.91	TKO.DTT.92	TKO.DTT.93	TKO.DTT.94	TKO.DTT.95	TKO.DTT.103	TKO.DTT.104	TKO.DTT.105	TKO.DTT.106	TKO.DTT.107	TKO.DTT.108	TKO.DTT.109	TKO.DTT.110	TKO.DTT.111	TKO.DTT.112	TKO.DTT.113	TKO.DTT.123	TKO.DTT.124	TKO.DTT.125	TKO.DTT.126	TKO.DTT.127	TKO.DTT.128	TKO.DTT.129	TKO.DTT.130	TKO.DTT.131	TKO.DTT.132	TKO.DTT.139	TKO.DTT.140	TKO.DTT.141	TKO.DTT.142	TKO.DTT.143	TKO.DTT.144	TKO.DTT.154	TKO.DTT.155	TKO.DTT.156	TKO.DTT.151	TKO.DTT.152	TKO.DTT.153
IL17.DTT.115	0.0	1.3329155675019042	1.3892929791876674	1.243489860611904	1.3269176111094452	1.331636225886313	0.37654835480897275	2.002894348146214	1.0994178408688804	1.4802741635890426	0.5982793201119293	0.8553658498902901	2.1203403074304767	1.6384387978260282	0.6952176192363644	1.0465761196410768	1.2450995271803234	2.072756885610976	1.405519827260873	1.3730166126038728	1.7649309925428935	2.189911421888704	2.159016736734157	1.59406204523297	1.7999629333287135	0.7710844255843863	1.3260791502612053	1.4199764613851653	1.5065792161066232	1.4162706720256029	1.1967402520103068	0.8060998194120659	1.270880754616999	1.0285475739179395	2.3868279706780355	2.2011926131939297	1.0479132380865475	1.1792820668410857	0.6365002702440092	1.1812052230786807	1.3161872547759952	0.39746233526271624	1.1200282406059565	1.1988446680857163	1.7463081515946763	0.5682886876895952	1.3872159975586809	1.324529109058525	1.4743835969154715	0.22265745778409277	0.9373230933996791	0.7165602499931241	1.135512746063403	0.6650829331255318	1.6348931538312754	1.7675558455400502	0.6305814200094664	0.6742629080443163	1.603139394237872	1.6477039593394307	2.635756150003532	2.2745938933783627	0.9860514101077487	0.9653485403822595	2.187563453100712	2.2729755487239633	2.830149918947801	2.006693215436156	0.9320632803409733	1.716527202848684	0.9206947038462411	0.7131627146495326	2.1820281516958233	1.761159559641578	1.9463650233655827	0.8540706600616337	1.5364670856963047	1.2844834512232286	1.6164327558894152	1.4865594331225227	1.4519996393040093	1.4395307918987847	1.3420610922786926	1.2500367928176623	2.007373864348895	2.7005346723968895	3.131352740261239	2.0631876519581014	0.8899659613613676	1.1576310312954703	1.0919574693132417	0.9711190345605873	1.926365016494867	1.5829599655286686	1.4757730102161335	2.847236033748895	2.3327050959734303	1.8368547733342706	0.733716923873277	0.8945563004934561	0.7494841353207781	2.0797017502933346	1.3054642331886555	0.5753381806372961	1.1896474307353995	1.1769203327360944	2.6871671193514186	2.449904362487097	1.7137187243482221	0.7407203511311304	0.7627998727024828	0.5532191551956492	2.1735501146990894	2.3454999827668646	0.6572966273187424	2.717973353617446	1.4122520216469938	1.447862922077979	0.7272909331507421	1.428181766170663	1.0859806613534309	1.5578480565594917	1.395045708255117	0.1501701439015882	0.8418214296893453	1.106570354318066	1.2625893540577755	2.1678519332433597	1.9267512658543924	0.2606538404074171	1.1406331436555537	1.686899293855712	0.9888088736502233	1.0479096747423307	1.4085865266476363	1.3064804702429968
IL17.DTT.116	1.3329155675019042	0.0	0.09019038849833046	2.5289138670408025	2.4373658534660487	2.165294978591741	1.3355293082619635	1.026417294168089	2.3726784331231907	0.8325158372000202	1.8763208256800823	2.1037276100460662	2.457353851451513	1.9498379805314028	0.8108207315175303	0.5889861188772894	0.1868410502959155	2.695381151698337	0.2583813914936659	0.04766675217119081	0.8336994708179775	2.517151933532145	2.648348087408044	0.5860344899136642	0.7622029975815389	1.842525989934606	0.09612548975439679	0.5116511001968631	2.8252616246242805	2.739971461940718	2.5188808961555034	1.8468736507659085	0.3790289639335562	0.5372626664828071	2.8676610764773396	2.6847429721971454	0.3481038085988653	2.3641985218036106	1.3398580004561906	0.25121879492628063	1.8072565649617818	1.3451533271359506	0.2930837892908255	0.5578007966596521	2.906888238778085	0.8738205194759678	0.18372654436527436	0.4251978587657811	2.487069144699894	1.459940038831018	0.48073775144432007	0.7708000550785491	2.2671759869886285	0.7805936504179651	2.9389652725635194	2.966588024053385	1.4219371984822573	1.4484638250110768	0.6612299299678327	0.7506515824106615	3.3210286798666933	2.8428919457111625	1.289546767900334	0.3856646960565328	1.5616545082562427	1.7126629549533423	2.8156512239780445	2.378138255808963	1.85328322946083	3.038398158549908	2.20697851867586	1.9522948356568872	3.501593623852186	3.069067857059244	3.1354158552112703	1.0030255385911973	0.7564539164678014	0.9136889985324796	2.9455150225797184	2.7773237789247758	2.56237456745195	1.1307456589020608	0.4755995706222073	0.39620911128610364	1.7096263725109733	3.433373278012046	3.862832122369641	2.4884190102539137	2.1287321696201373	1.27918172149166	0.3314208724478684	0.5979559219594751	2.8613362691816624	2.64876849595636	0.8789066912644574	3.036703261371715	3.1480614112915632	2.763718888840956	1.3444689412068827	0.45337081933086243	0.6122478969180486	3.283637209501906	2.3137321949001697	1.2498072463329886	0.9374989001876355	0.9319156948467551	2.955842739225898	2.862962303047995	1.9365676808481747	1.8402058454325039	0.6516797917327052	0.8373291546835699	3.003488294514007	3.269886139024684	0.722069174154683	3.402417702808182	2.4535410041264165	2.4602714218380357	1.7109377306666007	0.6056273778239232	0.3664291849001308	2.1175798481371615	2.36413859887988	1.430397202972874	1.5723630796209807	0.4589640923554518	0.31301550705279807	3.187487279982189	2.887714426737478	1.545886773714914	2.1383650928405094	2.954146777079766	1.7289154923774956	1.7066648146996393	0.4201229220594051	0.2894861860560718
IL17.DTT.117	1.3892929791876674	0.09019038849833046	0.0	2.5962720523333473	2.5150186604912657	2.2511482309471496	1.376629523008924	0.9477578907205669	2.4156234375572296	0.774118460466337	1.9393306797277294	2.17344445228922	2.4551371493692584	1.9475716941184287	0.8730819946493469	0.6625887853051476	0.1784143653098816	2.6983513413464975	0.24236113628300207	0.055808017647113836	0.7627788188437997	2.4947819829314835	2.643378823300349	0.5162237567343313	0.6863181675317371	1.9199242692619114	0.06941888329600492	0.450166959280201	2.8744096248151236	2.8011274719609247	2.579170026766915	1.922121744774686	0.35602399990155925	0.5419551690534297	2.8620744724380023	2.681033766671574	0.41895791824210377	2.411072128759133	1.4212860615063037	0.3294825974062413	1.8275768871151221	1.4133288173437115	0.304693613211919	0.5232749263725831	2.9461791557238315	0.9438323727248221	0.12791313019068137	0.3744467666503949	2.511109916870084	1.5154269059352403	0.5029609273745521	0.8113174238232799	2.344572753853191	0.8499258421505951	2.9835912629723067	3.011643069458026	1.5024170076971846	1.523272450033074	0.5979896135746058	0.6895665970036453	3.3150688130277355	2.8338644552761463	1.3060926508889676	0.42860978284065443	1.4937920551407398	1.6480114131032242	2.7666394776853727	2.3583091806818373	1.9022764595153947	3.0869262555218775	2.2502964740818703	2.016174818699326	3.556561460782013	3.1330424284844844	3.2101499437655585	1.006171991548046	0.7030838994199128	0.880527388129001	3.0002033040534033	2.8431200264619183	2.6378638629335485	1.0962288128794373	0.4303684708589087	0.3584897084406298	1.653687295914386	3.4392991637180623	3.865122044770399	2.4771832432290926	2.1758821558263923	1.3626138562822872	0.34881111262072445	0.6650560810543135	2.8764280094452777	2.678254966168079	0.8239641704652756	2.9990711036936815	3.1544832623311336	2.784311356217845	1.4261319943796664	0.5226535942910036	0.6566926557018858	3.3226422776099382	2.3939192794855937	1.2746190661465038	0.9097509504225006	0.9056969633722202	2.926788533569418	2.8503111603321694	1.9112505905502135	1.9107318148767312	0.7142619749026686	0.8958027976184496	3.0107492058401975	3.2930425444018057	0.787464693105454	3.4031209171081827	2.4761073787916	2.479795425558074	1.787060978619085	0.5507059558306588	0.3861550251868113	2.106804126623353	2.3907704635865485	1.4868971273837164	1.6522919279308603	0.44671499933024605	0.27692868703541224	3.2678901245291114	2.970693650795675	1.607318865091878	2.218778429607559	3.0179845289514584	1.8145486245960636	1.786581676972685	0.376124221155612	0.2404489249965749
IL17.DTT.118	1.243489860611904	2.5289138670408025	2.5962720523333473	0.0	0.5742075603076346	1.0759459059203917	1.4429173862865114	3.23466005060969	0.9329062805149283	2.708116714536441	0.7385298479648382	0.4352991730093894	2.743659511695098	2.4245330094828073	1.8039639449945106	2.1219548788797384	2.464943877634222	2.500597265565484	2.610767260734562	2.5713879411982625	2.9949791218667716	2.8962480902224015	2.696360498892955	2.82978530521093	3.0343717824225926	0.8057837462677712	2.537651237939219	2.661393115468394	0.8135439033299509	0.35114508335869726	0.35154320580612247	0.8446840603196393	2.500046279122411	2.263878513290167	2.8761196240332705	2.7242564000611647	2.2169688534880754	1.068929566716993	1.3066562579643426	2.342199179279153	2.0322973778419273	1.2300979175568985	2.347185717416671	2.4400239741327088	1.4415410833951974	1.6773544274866825	2.6061274165628228	2.565879204814176	1.6497460971727698	1.1696436896371414	2.173608570356388	1.9240953237788319	0.5243242432862809	1.7841556947625612	1.0058223688967463	1.3149957107537726	1.2206337606377848	1.2536573596506553	2.833622687197328	2.8725092414125633	2.9286591868884186	2.7516668193745564	2.0010982942590254	2.187217149334207	3.3543648390050045	3.4131536942749285	3.6891764315840407	2.724268121755871	1.3731319036918688	0.9309375103201669	0.8800549056959651	0.6638728694087509	1.1910784865845097	0.5666485566637942	0.7997362261137009	2.0395997739261573	2.7590040656416623	2.486776676309915	0.6706246465235157	0.2933262139041503	0.6498669742073687	2.5964843571882725	2.5791949542139707	2.491193920801909	3.099464813857438	2.869750062716629	3.2485334969516764	2.696924121131042	0.9542687095992721	1.8086339498616	2.313235794762956	2.0730944784997565	2.0568328559506264	1.591231474174312	2.696714847726844	3.5657459774196085	2.5130525539933686	1.9674351311897502	1.371035386349639	2.0777201746329377	1.9751221429670933	1.5914179640294863	0.8668841890221618	1.6815208627690197	2.3896365004493605	2.377094015673222	3.354285096549242	3.0041065137195364	2.607287944654503	0.8237311682218275	1.921831076347177	1.7286595848009383	2.3789279185176495	2.2960454242012434	1.8227626721100783	2.955576512895769	1.599391606848211	1.6714638469527052	0.9625225733277514	2.664881254574212	2.311527290068805	2.2718065901320443	1.641507187128773	1.1688604010277035	1.236099937336172	2.3491373847086754	2.4988832243641457	1.2513094199056685	1.149901571105556	1.021984461835966	0.8572672465355384	0.7398132316049204	1.1842412902603183	1.3122059799469907	2.635580540080971	2.5411629369776056
IL17.DTT.119	1.3269176111094452	2.4373658534660487	2.5150186604912657	0.5742075603076346	0.0	0.5849134903361816	1.6218980447349178	3.277152306562779	1.4376197935439836	2.788347899521346	0.9588719709920068	0.5649118986535956	3.086054627050605	2.727528857249582	1.7055437703524252	1.9541319843376728	2.4065319097959312	2.932340656717945	2.552590153522855	2.479732416842474	3.034846792599227	3.2843677996191665	3.1045748404478672	2.8376207534377444	3.0478191710569975	0.6763133696989523	2.4646779017074816	2.675750389379898	1.3862042467354645	0.9142222454490705	0.9062630344364669	0.6118685682070234	2.4916909604927535	2.290933134812555	3.294426030052236	3.129459196403151	2.110916957308838	1.5253105856504467	1.1083176611581915	2.2206605044358874	2.3024618829831693	1.1488721827611674	2.307283592812477	2.466653158468895	1.9697505743683743	1.5845914767922702	2.549066225409104	2.5682027370683724	2.1321802181424605	1.316018829722295	2.1634841527563213	1.9651235782693874	0.30114610161167676	1.6830915177118484	1.575088331019827	1.8404565658359409	1.0222705673740509	1.0423182759001413	2.8568545211781715	2.909290738187837	3.4283375966450453	3.2018313750151703	2.1887051796393067	2.148675438866641	3.5047596602217337	3.585816808875568	4.038215977853704	3.1086914376676305	1.6308824235133101	1.4925349921191982	1.3103075431164537	0.7401776781024976	1.6984198941262243	0.9634959079436932	0.7170043332872478	2.1803031708543603	2.8140993552997102	2.603314146935719	1.1920196840658246	0.6934427601909953	0.2516852927984949	2.7498004323371434	2.591929175870451	2.4891198850347935	3.3200150672282494	3.3606104794900804	3.7591528768027542	3.0905704889275607	1.3776834054960685	1.46944606172003	2.2662942920083946	1.9313784990659009	2.566510202494203	2.0944205661233912	2.7891974227575056	3.965781149629114	3.0199561400411334	2.4548357877513656	1.1258536297725008	1.9970672797789533	1.9545469258454746	2.1482781557810795	0.7387795120681421	1.8693286726248148	2.5149266835432496	2.501888660066661	3.761821491235711	3.418536880067664	2.925682418528008	0.6854018278694132	1.836059100254353	1.6815943827363713	2.8814165378267034	2.7948623760339446	1.7494505681578685	3.444074282328646	2.0864030212526408	2.1556580077672374	0.7395017005277241	2.6999646300520586	2.293094468254676	2.650225218589304	2.089480529144299	1.293198688326073	0.9340928390710681	2.3594857645409	2.4782281170069997	0.8652541764135454	0.6526062838374135	1.136697254859982	0.7016910045458702	1.1815343404281593	0.8349979513721754	0.9343493909186813	2.6255121820578835	2.5119594507938707
IL17.DTT.120	1.331636225886313	2.165294978591741	2.2511482309471496	1.0759459059203917	0.5849134903361816	0.0	1.6420576535198155	3.078536231541188	1.7916430595922925	2.6597940044166024	1.1144254231596034	0.8517298295772066	3.119405927942865	2.7428905106984005	1.5330444889714705	1.6796010051259809	2.1773485431690944	3.084762258706494	2.2823978263835643	2.208153351206003	2.8378813814438164	3.40197442437484	3.2247158815322177	2.623730433271687	2.829032480401099	0.6275407201361751	2.212578870710599	2.485452139644099	1.8567079259408958	1.42155212734726	1.343730297052621	0.6433935420387144	2.275134006463497	2.121749493604615	3.418190614985283	3.2419470405129185	1.8606295027050614	1.7788693581379658	0.8608492472061157	1.9446751427988458	2.293732229427772	1.0835527197524935	2.100431533045874	2.3213303549331656	2.2980515144329097	1.4005706967144116	2.2966881086740614	2.375154139069052	2.391739023876987	1.346590494446748	1.9954672990408775	1.814386623297509	0.566161463162131	1.4858000257168482	2.0536243525893014	2.183528622338968	0.7992987676674238	0.9035630073583246	2.6494703109305875	2.707723543337039	3.6792454811615283	3.3874620307441874	2.1299719239934642	1.942787887591615	3.393062322671127	3.487453699426473	4.116861587237941	3.2336048855405903	1.661062898697217	2.002435940242096	1.6673959103226952	1.005721618674757	2.2007620549480094	1.5311202549549923	1.2200824512516235	2.1361424194967324	2.634371953524418	2.5017161843257822	1.7357701676039559	1.2602127045897464	0.755887451204853	2.660717242490676	2.395532633528538	2.29951255782062	3.295672705048368	3.582153449024547	4.00776064568363	3.204029815193445	1.6260797717591353	1.0889092883361315	2.0657452170544337	1.6899798562609554	2.8477426699060695	2.3753735267384726	2.6673739383440385	4.094918505254921	3.2814663533258144	2.6968500873687344	0.8623812306561061	1.7661116529268848	1.7961650215022529	2.543891990147875	0.6872296254948764	1.8876937505901896	2.438366672519463	2.4237006957996914	3.8886568912631456	3.540285287684272	2.9992563343851546	0.8063090009769969	1.6420698811663694	1.540311045638882	3.1424505766451247	3.046869322982927	1.5627247183545692	3.6618184194336374	2.3710429509133157	2.4388847113540857	0.6801161633986252	2.5194947747574825	2.0806640912164256	2.8216570182322998	2.2987235419821883	1.3191491447419077	0.7114795252023519	2.189892914150857	2.2705021966803267	1.130579607874495	0.7809971752314147	1.1809769809340231	0.5980721676001717	1.573347244259291	0.4383231161444758	0.6909682166916847	2.397709526800666	2.298919240475089
IL17.DTT.127	0.37654835480897275	1.3355293082619635	1.376629523008924	1.4429173862865114	1.6218980447349178	1.6420576535198155	0.0	1.82018984984239	1.0512677489090707	1.2939482353023817	0.7385829217913011	1.0961675407613325	1.7561784266226423	1.2658627283465025	0.8965963736515556	1.2137960384498838	1.230720230700827	1.7248445307343985	1.3442276379853793	1.3735286269056384	1.5866667514660393	1.8245433012953665	1.7951439048924613	1.4571390670220397	1.6476395804021022	1.0437398039578485	1.3125942711913767	1.295594093276647	1.529705212550065	1.5470753546140898	1.3088119102744658	1.1566115928343168	1.168125800936176	0.9073305802605262	2.0252528108453145	1.8381697088901834	1.1246861967532198	1.0614166109281205	0.9537483419873012	1.248679828196287	0.9754071887176717	0.7677520304228117	1.0996884455732314	1.1034752782177513	1.5942585684042867	0.7831355031854628	1.3402757174107893	1.2227706492736246	1.2232769576229554	0.3090723383093824	0.9097949821528599	0.5973028252018903	1.3987527369466726	0.8548324596662855	1.6336029148032705	1.6562962306779172	0.9587100118716849	1.043559828962533	1.4443587703383658	1.47012523816916	2.3129426162333524	1.9259559342073467	0.6461888269839696	0.9561139794597311	1.9147982875530472	1.9814265928940689	2.4816131503816607	1.6463028325506617	0.742312385628717	1.7531134109073165	0.964157737267039	1.0121734620048815	2.2154822654489372	1.9308668793440318	2.20186282241394	0.617510584579701	1.3452629491366215	1.0502923575362122	1.730249486490915	1.6882119542958296	1.7611054052811013	1.155610698944219	1.2156692698646363	1.1629510341114766	1.7059013638169132	2.3826488148654446	2.816545551356464	1.6937992114763722	0.8077652258659477	1.4651589590799963	1.0952398017359328	1.1328833006546604	1.6549338406666012	1.3615290351341318	1.272985470390345	2.490426795747189	2.0301455870502108	1.559865805936891	1.0698329104653057	0.9597439200754114	0.7814764605513499	1.9557579330696404	1.490187696174585	0.27213803628128813	0.9644816634650049	0.9499536451034786	2.3214313766639707	2.0821426944022647	1.3627716514768413	1.0928501707234752	0.9007767953764962	0.7179257007854215	1.8734805810947814	2.0840423062059807	0.8003287329256383	2.389184880593313	1.1818869386016146	1.20893127471643	1.0863498584356543	1.273462984245792	1.0163250347113493	1.2454314712785357	1.1241918735150513	0.33717025510156584	1.2042453798532997	1.0204100377463459	1.1938159181249757	2.479410942578697	2.2426522111907126	0.4875280891230086	1.3459818661930076	1.7477775184710023	1.3012392275465712	1.4157289392097836	1.2948229501597992	1.2474931809111405
IL17.DTT.128	2.002894348146214	1.026417294168089	0.9477578907205669	3.23466005060969	3.277152306562779	3.078536231541188	1.82018984984239	0.0	2.8050843768861062	0.5901044141150162	2.5220123297910026	2.8413050051942386	2.1854588349933777	1.7565016737523278	1.6892049444429578	1.5880343646668444	0.9866374905351942	2.5252352685565773	0.8552881306054095	1.001350670493804	0.2460516804651645	2.1116167205361016	2.3817130548575496	0.462112109811567	0.2692513297161641	2.645217352010649	0.9630441791337538	0.62042229659167	3.312672236973402	3.3657645756037025	3.128612365906078	2.701809859945213	0.8052530692696818	0.9869205277534568	2.5684976862317668	2.4193681332135983	1.3152837185698643	2.763450562585077	2.2340918721986225	1.2652413387402384	1.873654565688951	2.169582230308046	1.039105756951244	0.8850927678243609	3.1912221808232912	1.7432642513257208	0.8485808538866023	0.7370474404074024	2.6432005995187122	2.0690570298713498	1.149802661329535	1.3284149659296394	3.071427219014647	1.6710916445032178	3.381693600696556	3.3119112297937225	2.3052771820601765	2.3486386860430946	0.4301181504363267	0.3856960269125106	3.074051103144014	2.569199249913681	1.443528754144387	1.164286525807328	0.6621176319507452	0.8259453024483211	2.1149889491630356	2.032803143279237	2.2565229670498086	3.5271755190021232	2.708704807598127	2.6989460746940277	4.005168567345612	3.740431128789216	3.93968471860519	1.251152518806237	0.4845450782347441	0.8094537042394284	3.5280724978313764	3.481764266193106	3.410466925258348	0.8295358778799167	0.6911927636814947	0.8214500831195175	1.0449101574204605	3.257982279486327	3.637219734658231	2.182168106953689	2.5799893776578435	2.2933598489633344	1.1057342453778072	1.562059787491672	2.8882188841104637	2.8423225574591755	0.6045890848822894	2.446327967254125	3.0391125467828766	2.824160656183683	2.275212347366868	1.3515450081121332	1.3563042016256561	3.5682957018119823	3.0798224295202576	1.6189201788544412	0.9287559705042902	0.9343669160152341	2.436374986793383	2.494513726688299	1.6013362423241604	2.66638194534391	1.5321280644721527	1.6440788117513871	2.921089143632786	3.3027948214985865	1.5781866296432752	3.176906608209211	2.628925033246391	2.607882415846793	2.5775312713614467	0.5795633365675689	1.0019612628934027	1.9957432055908992	2.5286108622652064	2.0658164327026154	2.5023276116018947	0.941296691690163	0.8470418650175856	4.087345263051347	3.800765435466623	2.215995511436256	2.9211958013569426	3.5333800372102733	2.6426682677482325	2.6636039728930556	0.6870095687242412	0.8383721298890444
IL17.DTT.129	1.0994178408688804	2.3726784331231907	2.4156234375572296	0.9329062805149283	1.4376197935439836	1.7916430595922925	1.0512677489090707	2.8050843768861062	0.0	2.25606664121193	0.7661303979439137	0.9454966904129976	2.013235477056195	1.7139404420889792	1.7759662186534682	2.1429345359214462	2.261551796148891	1.6636463392617493	2.39528845292095	2.4103869012343924	2.5864697192723805	2.026144139566062	1.8615315296427362	2.4843844811999105	2.6642521711954337	1.2398018313532082	2.3497941637377067	2.3194060901391507	0.514969897936535	0.7808168264144061	0.6136469554820586	1.3424976934151265	2.2141538517774797	1.9491308014582418	2.045806133555407	1.9040752200497866	2.1236761540111186	0.49960125270770017	1.5629434474015629	2.256725251870651	1.4437221690092015	1.3518641258034285	2.1284386828790796	2.1020519826773834	0.8032187307330418	1.6666509229510524	2.3859290548696195	2.252868143625684	0.7648788702738442	0.9609125254893367	1.931080322720287	1.6474911633912273	1.2748128872081714	1.7616004335174928	0.5890876226792573	0.8269442221879084	1.5069318531658806	1.5484809307570873	2.4647371434133025	2.480071366671673	2.019953346050864	1.8509018410382863	1.4879017891234025	1.9892690488704219	2.756824566131704	2.7828551979985896	2.832587247421641	1.8557856452455284	1.00147082089512	0.7333554888984489	0.37472760797114796	0.9832305100390215	1.2257301037321218	1.162472649373037	1.68891544572476	1.5687064123074514	2.3465498997220156	1.9993499624162276	0.8368519084520668	1.0589213127300405	1.5208401057326724	2.044497617007567	2.2492744558338646	2.193390502824376	2.4111664661444583	2.051124549426116	2.426348065183429	1.8474276089649353	0.3591745730500838	2.1469091147536212	2.110753256725609	2.061143902823202	1.1688355065476297	0.7644168220774205	2.2264826235416995	2.66979424182052	1.6341350949651088	1.138520059860727	1.6683089058582725	1.9655440569224556	1.783584558439222	1.035604433572617	1.4505814982522232	1.1999483236779733	1.8973261670698633	1.887063311113278	2.4651388141624806	2.1512380436884175	1.8118782328529668	1.2476696053102543	1.846715045456325	1.6339998842055334	1.4872589976937334	1.5761027586017728	1.747315081910489	2.105491383951559	0.6749606812564766	0.7424946260838857	1.3870460094613537	2.2902030801264157	2.0649479486823985	1.4157189420477858	0.8260106795652017	0.9953401695616125	1.6500435693818523	2.04836910711042	2.230470884290656	2.175905787031284	2.066951470430871	0.9553970434544141	1.402799254770671	1.0139047176360696	1.6855090203836391	1.8089636228788417	2.33869243171736	2.281667553149662
IL17.DTT.130	1.4802741635890426	0.8325158372000202	0.774118460466337	2.708116714536441	2.788347899521346	2.6597940044166024	1.2939482353023817	0.5901044141150162	2.25606664121193	0.0	2.0141762554448905	2.3316722276564947	1.9694891025795556	1.4618802158486528	1.24269885050586	1.2586849388903474	0.699548156777972	2.186461963156944	0.730408217538234	0.8241833407498979	0.42006469814555664	1.8267416442739839	2.087961128839537	0.4161100395845333	0.5061153485647687	2.1816757371436437	0.7444832686969224	0.3330768756746411	2.7608301440626595	2.8252089269101477	2.5945465990880274	2.2149971393814463	0.5277855468236036	0.5533558811344694	2.304198404563134	2.1388203932897483	0.986428242727581	2.26807052465202	1.8053305183318809	0.9981522957355806	1.528845122129311	1.675631959086056	0.6784401493972516	0.4062986290789149	2.7046717041776334	1.2974716325696178	0.6750504026912535	0.40878250787542086	2.154244761376255	1.5553648728792164	0.7013413899417824	0.8807461010152007	2.592113608448055	1.238793238554373	2.8245814104857048	2.822782596279749	1.8660479806991976	1.8839246049371736	0.3984954696547261	0.4067299877216642	2.7170199502828196	2.2292975275879408	1.029222650568869	0.7747310009871536	0.8282523463563514	0.9722201719206186	2.005818773964455	1.7014764522831909	1.8263129605627308	2.9679915111168933	2.1379409251692714	2.1641155560770877	3.469963807858916	3.194924578177124	3.425088081856591	0.6928478069523833	0.3139132769061607	0.296918569132906	2.965578884484712	2.9419177241643086	2.9073988317108053	0.46561644667785146	0.3906933293573901	0.4575460265911524	0.8854959214993697	2.9280483877244197	3.320986568822103	1.8797165453453581	2.0574272252386474	1.9516005111762778	0.7294619351641743	1.1971929648192365	2.4322041431734243	2.3594723039738694	0.07170273674647193	2.2617429539238576	2.6400763462256385	2.3879461885601048	1.8509325126168772	0.9771814839864498	0.8921466347777144	3.068304888635953	2.6542706332123043	1.070240027613317	0.36266200723536574	0.37242421604078835	2.2275622557005366	2.2465941945998904	1.235585261014784	2.1590847111227744	1.1053925091278802	1.1686039017170928	2.504908256273848	2.907967042403063	1.1387121474977928	2.8559658721992256	2.1144667753590634	2.0940000661606515	2.100229047275451	0.27329372617672765	0.6529976555046061	1.5202977313244097	2.0615150605900454	1.5483381485808223	2.060179717823367	0.5035930406024793	0.5314518656348792	3.6068577864860334	3.3427958372125763	1.7053692581526458	2.492060931041022	3.0345742054227074	2.2333637332251066	2.2310444851307	0.5138110557713511	0.5502365067244493
