# Constructed from biom file
#OTU ID	TL1a_DTT_173_Repeat	TL1a_DTT_76_Repeat	TL1a_DTT_172_Re_extracted	TL1a_DTT_169_Re_extracted	TL1a_DTT_245_Repeat	TL1a_DTT_244_Repeat	TL1a_DTT_142_Repeat	TL1a_DTT_78	TL1a_DTT_139	TL1a_DTT_171	TL1a_DTT_209	TL1a_DTT_74	TL1a_DTT_141	TL1a_DTT_210	TL1a_DTT_241	TL1a_DTT_243	TL1a_DTT_205	TL1a_DTT_206	TL1a_DTT_64	TL1a_DTT_62	TL1a_DTT_65	TL1a_DTT_242	TL1a_DTT_73	TL1a_DTT_63	TL1a_DTT_207	TL1a_DTT_75	TL1a_DTT_246	TL1a_DTT_97	TL1a_DTT_66	TL1a_DTT_140	TL1a_DTT_99	TL1a_DTT_77	TL1a_DTT_98	TL1a_DTT_170	TL1a_DTT_208	TL1A_DTT_642	TL1A_DTT_640	TL1A_DTT_638	TL1A_DTT_641	TL1A_DTT_639	TL1A_DTT_687	TL1A_DTT_689	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.0	0.0	36.0	167.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	0.0	0.0	0.0	7.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	2876.0	5857.0	11124.0	9565.0	5052.0	8021.0	695.0	5200.0	47724.0	42270.0	1869.0	35838.0	59860.0	6936.0	47083.0	62136.0	125245.0	28929.0	3023.0	63419.0	4069.0	54439.0	35884.0	31989.0	46795.0	18296.0	11680.0	42462.0	2576.0	37601.0	48865.0	7595.0	35817.0	36552.0	1837.0	4824.0	5089.0	2842.0	4346.0	16917.0	4997.0	1623.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae	22.0	4.0	11.0	181.0	0.0	0.0	0.0	18.0	92.0	86.0	0.0	77.0	131.0	0.0	0.0	0.0	0.0	0.0	8.0	108.0	14.0	0.0	90.0	73.0	0.0	66.0	134.0	151.0	0.0	144.0	141.0	12.0	102.0	71.0	0.0	68.0	59.0	23.0	57.0	167.0	42.0	16.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	40.0	341.0	23229.0	22328.0	567.0	1034.0	3345.0	28.0	17.0	36.0	5.0	21.0	14.0	438.0	329.0	27.0	19.0	89.0	11.0	6.0	6.0	20.0	48.0	11.0	158.0	10.0	8918.0	16.0	38.0	38.0	221.0	11.0	47.0	288.0	5534.0	5029.0	3197.0	44.0	2176.0	8.0	0.0	543.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	380.0	824.0	606.0	5029.0	0.0	0.0	26.0	1245.0	6674.0	7297.0	0.0	6252.0	9486.0	0.0	42.0	3.0	1.0	0.0	253.0	13047.0	549.0	0.0	8106.0	6641.0	6.0	3296.0	2884.0	5275.0	512.0	4006.0	7486.0	1687.0	5330.0	5254.0	45.0	957.0	1073.0	708.0	1111.0	2674.0	1161.0	260.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	11.0	91.0	3128.0	3692.0	189.0	39.0	400.0	427.0	447.0	130.0	11.0	415.0	518.0	1.0	114.0	4.0	1.0	6.0	252.0	330.0	233.0	0.0	300.0	213.0	20.0	165.0	1202.0	543.0	190.0	467.0	562.0	530.0	273.0	293.0	105.0	498.0	381.0	85.0	289.0	477.0	101.0	40.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	48.0	49.0	363.0	187.0	0.0	0.0	86.0	156.0	906.0	1209.0	0.0	884.0	909.0	0.0	0.0	0.0	0.0	0.0	31.0	634.0	149.0	0.0	1077.0	571.0	0.0	499.0	60.0	1239.0	124.0	893.0	1478.0	274.0	809.0	1026.0	0.0	722.0	898.0	563.0	703.0	5270.0	765.0	248.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	0.0	24.0	115.0	15.0	0.0	26.0	0.0	0.0	5.0	0.0	0.0	17.0	0.0	38.0	14.0	3.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	28.0	7.0	50.0	0.0	0.0	12.0	3.0	37.0	35.0	18.0	0.0	4.0	0.0	0.0	22.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	18.0	82.0	531.0	497.0	41.0	68.0	379.0	0.0	5.0	0.0	0.0	3.0	3.0	5.0	29.0	4.0	7.0	62.0	0.0	0.0	0.0	0.0	9.0	0.0	18.0	8.0	78.0	0.0	0.0	3.0	13.0	0.0	0.0	21.0	1975.0	38.0	16.0	0.0	6.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	0.0	36.0	0.0	0.0	0.0	34.0	0.0	0.0	17.0	14.0	5.0	5.0	39.0	0.0	33.0	12.0	26.0	18.0	39.0	7.0	19.0	11.0	17.0	7.0	18.0	7.0	52.0	0.0	10.0	0.0	17.0	16.0	25.0	3.0	11.0	10.0	10.0	0.0	7.0	7.0	3.0	4.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1	781.0	3355.0	83.0	345.0	694.0	120.0	13603.0	0.0	11.0	62.0	3.0	5.0	4.0	0.0	26.0	6.0	1.0	25.0	4.0	2.0	0.0	6.0	56.0	2.0	5.0	0.0	32.0	5.0	25.0	6.0	5.0	6.0	44.0	14.0	57.0	0.0	13.0	0.0	6.0	0.0	0.0	14.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_vadinBB60_group	0.0	0.0	17.0	213.0	38.0	4.0	72.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	121.0	3.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	19.0	0.0	286.0	0.0	0.0	0.0	34.0	0.0	0.0	33.0	8.0	35.0	13.0	0.0	2.0	0.0	0.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	0.0	0.0	3.0	0.0	0.0	0.0	0.0	9.0	0.0	4.0	5.0	5.0	0.0	0.0	0.0	0.0	2.0	19.0	47.0	2.0	4.0	0.0	16.0	0.0	8.0	0.0	0.0	3.0	33.0	6.0	3.0	12.0	4.0	0.0	4.0	0.0	7.0	5.0	3.0	7.0	10.0	16.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII	0.0	46.0	43.0	67.0	7.0	0.0	0.0	24.0	52.0	50.0	4.0	56.0	103.0	29.0	73.0	80.0	201.0	46.0	0.0	26.0	12.0	39.0	26.0	21.0	84.0	16.0	15.0	121.0	2.0	25.0	67.0	9.0	74.0	40.0	0.0	11.0	21.0	4.0	13.0	55.0	42.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	1569.0	3277.0	2489.0	5304.0	3488.0	2715.0	559.0	4215.0	3197.0	4018.0	14519.0	3713.0	4393.0	66276.0	8075.0	3656.0	12448.0	4863.0	10751.0	8065.0	7121.0	9185.0	3379.0	2780.0	9347.0	3482.0	7778.0	4188.0	8016.0	3414.0	6475.0	4679.0	3275.0	4560.0	2492.0	2833.0	3092.0	12303.0	1885.0	7871.0	8314.0	2095.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	0.0	0.0	11.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	136.0	0.0	297.0	23.0	94.0	492.0	319.0	0.0	32.0	51.0	23.0	0.0	45.0	75.0	5.0	13.0	119.0	13.0	0.0	0.0	0.0	6.0	0.0	0.0	21.0	0.0	39.0	527.0	0.0	64.0	13.0	0.0	0.0	35.0	122.0	0.0	9.0	0.0	8.0	0.0	0.0	4.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	237.0	201.0	1059.0	2375.0	311.0	304.0	219.0	173.0	615.0	2360.0	208.0	134.0	1402.0	555.0	1086.0	780.0	2295.0	504.0	1024.0	154.0	283.0	771.0	211.0	93.0	1002.0	53.0	1719.0	561.0	222.0	1221.0	373.0	307.0	165.0	2007.0	172.0	302.0	195.0	40.0	202.0	227.0	59.0	64.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae	463.0	555.0	314.0	886.0	4166.0	13654.0	170.0	526.0	631.0	886.0	3800.0	674.0	939.0	20792.0	419.0	539.0	2169.0	733.0	3756.0	1367.0	1213.0	404.0	1679.0	1177.0	690.0	1045.0	3849.0	1076.0	1620.0	374.0	1400.0	478.0	1048.0	508.0	15669.0	30.0	25.0	25.0	32.0	180.0	21.0	34.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae	0.0	242.0	19.0	0.0	0.0	0.0	10.0	600.0	910.0	0.0	0.0	509.0	1209.0	0.0	0.0	0.0	0.0	0.0	1699.0	1285.0	653.0	0.0	1603.0	481.0	0.0	305.0	0.0	877.0	589.0	519.0	847.0	716.0	437.0	0.0	0.0	55.0	65.0	110.0	57.0	530.0	102.0	39.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	303.0	46.0	82.0	60.0	25.0	31.0	6.0	893.0	196.0	762.0	0.0	236.0	350.0	0.0	0.0	0.0	0.0	0.0	1099.0	166.0	1122.0	0.0	502.0	80.0	15.0	80.0	52.0	706.0	1197.0	222.0	348.0	853.0	335.0	488.0	12.0	96.0	149.0	98.0	86.0	297.0	85.0	129.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae	4354.0	2099.0	298.0	472.0	0.0	0.0	5.0	10113.0	386.0	2770.0	0.0	538.0	463.0	0.0	27.0	0.0	1.0	0.0	20692.0	218.0	11014.0	19.0	942.0	421.0	0.0	1208.0	0.0	518.0	22355.0	231.0	782.0	10133.0	1116.0	952.0	0.0	266.0	303.0	179.0	148.0	175.0	647.0	2085.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	45.0	1095.0	30.0	1.0	47.0	9.0	338.0	62.0	50.0	0.0	1555.0	177.0	4.0	2667.0	0.0	0.0	5393.0	1246.0	629.0	41.0	58.0	16.0	243.0	9.0	1861.0	49.0	9.0	228.0	82.0	165.0	40.0	86.0	122.0	10.0	6448.0	10.0	5.0	0.0	3.0	0.0	0.0	20.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	10.0	912.0	0.0	1.0	4.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5817.0	3.0	0.0	1.0	6.0	87.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	10.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae	4017.0	2425.0	1237.0	1827.0	15806.0	15941.0	137.0	38839.0	13427.0	9690.0	32490.0	7528.0	9587.0	10147.0	6284.0	7253.0	22878.0	13448.0	50779.0	19237.0	45217.0	3483.0	19343.0	12515.0	24168.0	7859.0	36928.0	10033.0	31083.0	11236.0	12670.0	38937.0	9580.0	7124.0	26981.0	700.0	1523.0	790.0	818.0	4813.0	1513.0	2864.0
