Eigvals,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse9A.FP102,2.250093579,0.8231959344,0.2993949443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse9A.FP101,1.775988496,1.514291723,0.2342955375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse10A.FP112,1.069262583,-2.160252511,-0.05948159378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse8A.FP90,0.3131826068,1.904864893,-0.07023070209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse10A.FP114,1.403339951,-0.9419236686,-0.1826258785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse8A.FP89,1.335947465,-0.05278344569,0.04241566643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse9A.FP100,1.188446948,1.891928289,0.02613388402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse8A.FP88,0.2406186639,1.632320157,0.007650143865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biplot,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site constraints,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
