	chao1
IL17.DTT.115	202.07142857142858
IL17.DTT.116	279.02222222222224
IL17.DTT.117	266.43333333333334
IL17.DTT.118	120.71428571428572
IL17.DTT.119	99.5
IL17.DTT.120	80.5
IL17.DTT.127	211.6875
IL17.DTT.128	291.4
IL17.DTT.129	86.75
IL17.DTT.130	273.21875
IL17.DTT.131	68.0
IL17.DTT.132	108.57142857142857
IL17.DTT.143	38.0
IL17.DTT.144	63.5
IL17.DTT.139	265.2285714285714
IL17.DTT.140	267.8484848484849
IL17.DTT.141	287.2857142857143
IL17.DTT.142	54.3
IL17.DTT.188	267.6
IL17.DTT.189	337.0
IL17.DTT.201	282.875
IL17.DTT.202	104.61538461538461
IL17.DTT.203	133.07692307692307
IL17.DTT.199	265.5357142857143
IL17.DTT.200	272.7241379310345
IL17.DTT.217	229.12121212121212
IL17.DTT.218	340.27777777777777
IL17.DTT.219	252.0
IL17.DTT.220	205.3846153846154
IL17.DTT.221	198.0
IL17.DTT.222	218.6
IL17.DTT.25	197.95652173913044
IL17.DTT.26	277.94117647058823
IL17.DTT.27	264.7
IL17.DTT.28	28.0
IL17.DTT.29	47.0
IL17.DTT.30	75.0
IL17.DTT.105	311.0
IL17.DTT.106	87.85714285714286
IL17.DTT.103	215.4
IL17.DTT.104	295.8857142857143
IL17.DTT.53	76.25
IL17.DTT.54	81.0
IL17.DTT.49	216.1818181818182
IL17.DTT.50	309.7142857142857
IL17.DTT.51	277.125
IL17.DTT.52	34.42857142857143
IL17.DTT.85	258.34375
IL17.DTT.86	284.6
IL17.DTT.87	322.3571428571429
IL17.DTT.88	54.0
IL17.DTT.89	202.57142857142858
IL17.DTT.90	302.6
TKO.DTT.1	331.4473684210526
TKO.DTT.2	226.02857142857144
TKO.DTT.3	358.94117647058823
TKO.DTT.4	122.0
TKO.DTT.5	151.1764705882353
TKO.DTT.6	237.9090909090909
TKO.DTT.43	326.9090909090909
TKO.DTT.44	285.8235294117647
TKO.DTT.45	289.51724137931035
TKO.DTT.46	183.25
TKO.DTT.47	150.54166666666666
TKO.DTT.48	177.11111111111111
TKO.DTT.31	359.7857142857143
TKO.DTT.32	324.3235294117647
TKO.DTT.33	317.75
TKO.DTT.34	240.2
TKO.DTT.35	175.0909090909091
TKO.DTT.36	170.75
TKO.DTT.16	148.4
TKO.DTT.17	207.3684210526316
TKO.DTT.18	220.875
TKO.DTT.22	57.0
TKO.DTT.23	104.2
TKO.DTT.24	122.58823529411765
TKO.DTT.19	351.1666666666667
TKO.DTT.20	334.0967741935484
TKO.DTT.21	324.0
TKO.DTT.58	247.0909090909091
TKO.DTT.59	158.31578947368422
TKO.DTT.60	170.16666666666666
TKO.DTT.55	252.2
TKO.DTT.56	278.93548387096774
TKO.DTT.57	337.375
TKO.DTT.69	280.60714285714283
TKO.DTT.70	64.66666666666667
TKO.DTT.71	122.0
TKO.DTT.72	168.92857142857142
TKO.DTT.78	208.77777777777777
TKO.DTT.73	343.1764705882353
TKO.DTT.74	308.38461538461536
TKO.DTT.75	306.2916666666667
TKO.DTT.76	115.0625
TKO.DTT.77	190.13636363636363
TKO.DTT.87	242.33333333333334
TKO.DTT.88	205.04545454545456
TKO.DTT.89	141.5
TKO.DTT.90	143.5
TKO.DTT.91	328.51612903225805
TKO.DTT.92	286.5
TKO.DTT.93	291.84375
TKO.DTT.94	139.06666666666666
TKO.DTT.95	118.0
TKO.DTT.96	171.5
TKO.DTT.103	243.32258064516128
TKO.DTT.104	283.0
TKO.DTT.105	267.11764705882354
TKO.DTT.106	151.33333333333334
TKO.DTT.107	146.53846153846155
TKO.DTT.108	262.3225806451613
TKO.DTT.109	239.0810810810811
TKO.DTT.110	309.825
TKO.DTT.111	314.44117647058823
TKO.DTT.112	80.5
TKO.DTT.113	75.5
TKO.DTT.123	275.75
TKO.DTT.124	130.0
TKO.DTT.125	198.88888888888889
TKO.DTT.126	213.66666666666666
TKO.DTT.127	284.0
TKO.DTT.128	312.5
TKO.DTT.129	319.2
TKO.DTT.130	283.1
TKO.DTT.131	137.625
TKO.DTT.132	225.07142857142858
TKO.DTT.139	261.02127659574467
TKO.DTT.140	317.38461538461536
TKO.DTT.141	341.6774193548387
TKO.DTT.142	119.0625
TKO.DTT.143	128.33333333333334
TKO.DTT.144	198.8
TKO.DTT.154	177.78947368421052
TKO.DTT.155	137.875
TKO.DTT.156	233.13636363636363
TKO.DTT.151	275.0833333333333
TKO.DTT.152	356.1818181818182
TKO.DTT.153	296.9
