NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K01803	389	8.679800987243652	-0.0327793	No	
row_1	K01092	1255	6.356980800628662	-0.21690995	No	
row_2	K01093	1420	5.8773603439331055	-0.17814712	No	
row_3	K03335	2034	4.328784942626953	-0.2821506	Yes	
row_4	K00010	2164	3.965290069580078	-0.23225898	Yes	
row_5	K01114	2325	3.3910837173461914	-0.1922243	Yes	
row_6	K01771	2326	3.3910837173461914	-0.1013152	Yes	
row_7	K03338	2490	2.8576600551605225	-0.0622344	Yes	
row_8	K03337	2523	2.720571994781494	0.01849981	Yes	
row_9	K03336	2548	2.6085331439971924	0.10177774	Yes	
row_10	K01858	2576	2.4961514472961426	0.18410178	Yes	
