NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K00821	98	11.454445838928223	0.016359081	Yes	
row_1	K01714	248	9.45622444152832	0.016450219	Yes	
row_2	K01778	293	9.07689094543457	0.05003418	Yes	
row_3	K01586	311	8.97192096710205	0.09223058	Yes	
row_4	K01439	319	8.90250015258789	0.13761677	Yes	
row_5	K00215	336	8.844958305358887	0.18013215	Yes	
row_6	K00133	498	8.467183113098145	0.17639554	Yes	
row_7	K01929	529	8.467183113098145	0.21444522	Yes	
row_8	K10206	652	8.463068008422852	0.2231488	Yes	
row_9	K00674	689	8.435039520263672	0.2592846	Yes	
row_10	K00928	712	8.398226737976074	0.29988608	Yes	
row_11	K00003	811	8.053577423095703	0.31624517	Yes	
row_12	K01928	916	7.527869701385498	0.33069038	Yes	
row_13	K05825	1205	6.416687488555908	0.2864434	Yes	
row_14	K05822	1216	6.373782157897949	0.33087265	Yes	
row_15	K00841	1317	6.152592658996582	0.34659377	Yes	
row_16	K05823	1669	5.308121204376221	0.2822511	No	
row_17	K03340	1904	4.667999744415283	0.255229	No	
row_18	K00290	2589	2.427816867828369	0.08466624	No	
row_19	K12524	3041	0.13467682898044586	-0.011574361	No	
row_20	K14267	3123	0.022193407639861107	0.010207367	No	
