NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K00626	133	10.571584701538086	0.041030537	No	
row_1	K01582	395	8.637272834777832	0.041348606	No	
row_2	K00128	920	7.520291328430176	-0.041984726	No	
row_3	K01034	2201	3.8733413219451904	-0.36577606	Yes	
row_4	K01035	2202	3.8733413219451904	-0.28244275	Yes	
row_5	K00135	2250	3.6777772903442383	-0.21405852	Yes	
row_6	K00290	2589	2.427816867828369	-0.23823154	Yes	
row_7	K01843	2692	1.9453130960464478	-0.18734095	Yes	
row_8	K00824	2818	1.1100627183914185	-0.14376588	Yes	
row_9	K01692	3092	0.04406723752617836	-0.14726461	Yes	
row_10	K00164	3105	0.029694924131035805	-0.06774807	Yes	
row_11	K00658	3131	0.02108670212328434	0.0076336144	Yes	
