NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K01885	206	9.721113204956055	-0.033661935	Yes	
row_1	K01872	391	8.676965713500977	-0.06028387	Yes	
row_2	K01874	476	8.495388984680176	-0.054905806	Yes	
row_3	K04567	485	8.48573112487793	-0.025207741	Yes	
row_4	K00604	502	8.467183113098145	0.0019303218	Yes	
row_5	K01867	515	8.467183113098145	0.030348385	Yes	
row_6	K01868	516	8.467183113098145	0.06260645	Yes	
row_7	K01869	517	8.467183113098145	0.09486451	Yes	
row_8	K01870	518	8.467183113098145	0.12712258	Yes	
row_9	K01873	519	8.467183113098145	0.15938064	Yes	
row_10	K01875	520	8.467183113098145	0.19163871	Yes	
row_11	K01876	521	8.467183113098145	0.22389677	Yes	
row_12	K01881	522	8.467183113098145	0.25615484	Yes	
row_13	K01883	523	8.467183113098145	0.2884129	Yes	
row_14	K01887	524	8.467183113098145	0.32067096	Yes	
row_15	K01889	525	8.467183113098145	0.35292903	Yes	
row_16	K01890	526	8.467183113098145	0.3851871	Yes	
row_17	K01892	527	8.467183113098145	0.41744515	Yes	
row_18	K01893	528	8.467183113098145	0.44970322	Yes	
row_19	K01866	662	8.46245288848877	0.43940127	Yes	
row_20	K01880	937	7.428038597106934	0.38397935	Yes	
row_21	K02433	965	7.290908336639404	0.4075974	Yes	
row_22	K02434	967	7.2782697677612305	0.43953547	Yes	
row_23	K02435	968	7.2782697677612305	0.47179353	Yes	
row_24	K09698	1360	5.977270603179932	0.3789316	No	
row_25	K01886	1528	5.670002460479736	0.35774967	No	
row_26	K01878	1707	5.21748685836792	0.33304772	No	
row_27	K01879	1708	5.21748685836792	0.36530578	No	
row_28	K09759	2162	3.971736431121826	0.25260386	No	
row_29	K01042	2458	2.9651005268096924	0.19046193	No	
row_30	K04568	2883	0.7038474678993225	0.08703999	No	
