NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K01647	81	11.79659652709961	0.009819147	Yes	
row_1	K01649	84	11.772357940673828	0.044894047	Yes	
row_2	K01687	96	11.469061851501465	0.07709171	Yes	
row_3	K00821	98	11.454445838928223	0.1124863	Yes	
row_4	K00053	115	10.980030059814453	0.14308551	Yes	
row_5	K00052	118	10.936835289001465	0.1781604	Yes	
row_6	K01653	120	10.935368537902832	0.213555	Yes	
row_7	K01703	127	10.704580307006836	0.24735112	Yes	
row_8	K01704	129	10.663887977600098	0.28274572	Yes	
row_9	K01681	136	10.536407470703125	0.31654185	Yes	
row_10	K00145	141	10.516952514648438	0.35097736	Yes	
row_11	K00930	143	10.516952514648438	0.38637197	Yes	
row_12	K00620	170	10.130324363708496	0.41377422	Yes	
row_13	K01652	307	8.990928649902344	0.40601024	Yes	
row_14	K00030	325	8.883605003356934	0.43628976	Yes	
row_15	K00619	490	8.474483489990234	0.41957438	Yes	
row_16	K00133	498	8.467183113098145	0.45305082	Yes	
row_17	K00928	712	8.398226737976074	0.42067048	No	
row_18	K00031	838	7.904141902923584	0.4164231	No	
row_19	K00826	841	7.890417098999023	0.45149803	No	
row_20	K11358	972	7.248886585235596	0.44565222	No	
row_21	K05825	1205	6.416687488555908	0.4071977	No	
row_22	K00813	1859	4.786710739135742	0.23415239	No	
row_23	K00818	2211	3.8127689361572266	0.1576544	No	
row_24	K00812	2396	3.1873719692230225	0.13454516	No	
row_25	K09011	2633	2.1794962882995605	0.09481189	No	
row_26	K01438	2916	0.5093671679496765	0.04037272	No	
row_27	K14260	3095	0.04186451435089111	0.019181639	No	
