# Constructed from biom file
#OTU ID	TL1a_DTT_127_Repeat	TL1a_DTT_157_Repeat	TL1a_FP_85	TL1a_FP_127	TL1a_FP_193	TL1a_FP_265	TL1a_DTT_265	TL1a_FP_157	TL1a_DTT_85	TL1a_DTT_193	TL1a_DTT_283	TL1a_DTT_229	TL1a_FP_283	TL1a_FP_229	TL1A_DTT_673	TL1A_FP_625	TL1A_FP_673	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	12.0	0.0	10.0	6.0	8.0	2.0	0.0	5.0	9.0	1.0	52.0	0.0	100.0	6.0	0.0	14.0	9.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus;s__muris	0.0	0.0	0.0	11.0	4.0	1.0	3.0	7.0	0.0	2.0	5.0	0.0	12.0	0.0	0.0	0.0	5.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	5515.0	1753.0	386.0	18157.0	14166.0	1103.0	106.0	9743.0	341.0	9574.0	924.0	30211.0	1552.0	25.0	2142.0	81.0	37.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__acidifaciens	6556.0	6863.0	7244.0	10165.0	2276.0	5692.0	817.0	25429.0	5589.0	5717.0	4548.0	52.0	4996.0	5690.0	470.0	1431.0	1493.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__caccae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	249.0	0.0	0.0	6.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__nordii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243.0	0.0	0.0	10.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__salyersiae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	169.0	0.0	2.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__uniformis	0.0	60.0	0.0	0.0	0.0	0.0	7.0	0.0	19.0	790.0	0.0	3457.0	0.0	0.0	766.0	1.0	3.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__vulgatus	167.0	203.0	682.0	193.0	784.0	1671.0	144.0	255.0	589.0	1572.0	9.0	1222.0	0.0	0.0	363.0	73.0	104.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	402.0	211.0	335.0	226.0	12.0	118.0	65.0	247.0	197.0	15.0	140.0	0.0	283.0	0.0	9.0	254.0	482.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__splanchnicus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	47.0	0.0	0.0	20.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__	7257.0	2122.0	32664.0	20332.0	31201.0	7200.0	1543.0	6701.0	20460.0	14449.0	28195.0	839.0	27804.0	20649.0	1746.0	5914.0	10259.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__intestinale	107.0	67.0	234.0	76.0	53.0	108.0	4.0	106.0	121.0	54.0	568.0	3.0	221.0	35.0	21.0	0.0	102.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__	1723.0	2766.0	9558.0	2224.0	4975.0	4854.0	415.0	17413.0	9151.0	2675.0	8773.0	54.0	8529.0	533.0	116.0	259.0	603.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__	10.0	135.0	0.0	14.0	1.0	0.0	48.0	0.0	51.0	16.0	0.0	4735.0	0.0	0.0	493.0	4.0	2.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_UCG-001;s__	0.0	0.0	254.0	0.0	1.0	0.0	0.0	0.0	316.0	0.0	0.0	0.0	0.0	770.0	10.0	88.0	30.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	1431.0	484.0	3916.0	770.0	128.0	1339.0	620.0	2372.0	1896.0	256.0	606.0	115.0	933.0	2645.0	50.0	803.0	595.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__finegoldii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	109.0	0.0	2.0	28.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__putredinis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	194.0	0.0	0.0	38.0	0.0	1.0
