# Constructed from biom file
#OTU ID	TL1a_DTT_173_Repeat	TL1a_FP_140	TL1a_DTT_76_Repeat	TL1a_FP_207	TL1a_FP_65	TL1a_FP_64	TL1a_DTT_172_Re_extracted	TL1a_FP_209	TL1a_FP_206	TL1a_FP_242	TL1a_FP_77	TL1a_FP_245	TL1a_FP_76	TL1a_FP_102	TL1a_DTT_169_Re_extracted	TL1a_FP_98	TL1a_FP_75	TL1a_FP_173	TL1a_FP_141	TL1a_FP_174	TL1a_FP_144	TL1a_FP_142	TL1a_FP_62	TL1a_DTT_245_Repeat	TL1a_FP_74	TL1a_FP_172	TL1a_FP_171	TL1a_FP_66	TL1a_FP_143	TL1a_FP_100	TL1a_FP_99	TL1a_FP_246	TL1a_FP_78	TL1a_FP_210	TL1a_FP_208	TL1a_DTT_244_Repeat	TL1a_FP_101	TL1a_FP_244	TL1a_FP_63	TL1a_DTT_142_Repeat	TL1a_FP_243	TL1a_FP_170	TL1a_DTT_78	TL1a_FP_205	TL1a_DTT_139	TL1a_DTT_171	TL1a_FP_73	TL1a_DTT_209	TL1a_DTT_74	TL1a_FP_139	TL1a_DTT_141	TL1a_DTT_210	TL1a_DTT_241	TL1a_DTT_243	TL1a_DTT_205	TL1a_DTT_206	TL1a_DTT_64	TL1a_DTT_62	TL1a_DTT_65	TL1a_DTT_242	TL1a_DTT_73	TL1a_DTT_63	TL1a_DTT_207	TL1a_DTT_75	TL1a_DTT_246	TL1a_DTT_97	TL1a_FP_169	TL1a_DTT_66	TL1a_FP_61	TL1a_FP_241	TL1a_DTT_140	TL1a_DTT_99	TL1a_DTT_77	TL1a_DTT_98	TL1a_FP_97	TL1a_DTT_170	TL1a_DTT_208	TL1A_DTT_642	TL1A_FP_641	TL1A_FP_689	TL1A_FP_638	TL1A_FP_640	TL1A_FP_685	TL1A_FP_686	TL1A_DTT_640	TL1A_FP_639	TL1A_FP_687	TL1A_DTT_638	TL1A_FP_637	TL1A_FP_688	TL1A_DTT_641	TL1A_DTT_639	TL1A_DTT_687	TL1A_DTT_689	taxonomy
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	40.0	6.0	341.0	9.0	6.0	5.0	23229.0	679.0	17.0	59.0	808.0	18385.0	2374.0	22985.0	22330.0	86.0	964.0	14603.0	64.0	24256.0	164.0	8433.0	25.0	567.0	3489.0	19817.0	12.0	990.0	5677.0	9972.0	0.0	4787.0	93.0	29404.0	861.0	1034.0	17469.0	843.0	8.0	3345.0	113.0	504.0	28.0	39.0	17.0	36.0	65.0	5.0	21.0	14.0	14.0	438.0	329.0	27.0	19.0	89.0	11.0	6.0	6.0	20.0	48.0	11.0	158.0	10.0	8918.0	16.0	227.0	38.0	27.0	13.0	38.0	221.0	11.0	47.0	38.0	288.0	5534.0	5029.0	1362.0	347.0	101.0	324.0	0.0	5.0	3197.0	0.0	0.0	44.0	3.0	1019.0	2176.0	8.0	0.0	543.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	11.0	521.0	91.0	0.0	297.0	163.0	3128.0	34.0	0.0	27.0	252.0	7006.0	126.0	3400.0	3692.0	181.0	281.0	5408.0	230.0	4437.0	389.0	3668.0	420.0	189.0	787.0	5651.0	517.0	341.0	2540.0	2727.0	118.0	2455.0	721.0	3297.0	63.0	39.0	4136.0	80.0	397.0	400.0	0.0	696.0	427.0	0.0	447.0	130.0	146.0	11.0	415.0	169.0	518.0	1.0	114.0	4.0	1.0	6.0	252.0	330.0	233.0	0.0	300.0	213.0	20.0	165.0	1202.0	543.0	629.0	190.0	450.0	0.0	467.0	562.0	530.0	273.0	302.0	293.0	105.0	498.0	156.0	137.0	142.0	24.0	181.0	411.0	381.0	228.0	241.0	85.0	472.0	146.0	289.0	477.0	101.0	40.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1571.0	3741.0	3278.0	17885.0	4115.0	1191.0	2486.0	3581.0	9437.0	3294.0	5196.0	10517.0	6853.0	32060.0	5309.0	1568.0	5909.0	4817.0	1673.0	5563.0	4407.0	8448.0	3758.0	3486.0	8844.0	1830.0	5316.0	12670.0	9195.0	10614.0	3316.0	6138.0	6239.0	4461.0	3861.0	2715.0	66377.0	5383.0	4339.0	561.0	3478.0	2814.0	4215.0	4228.0	3197.0	4017.0	3517.0	14855.0	3713.0	2767.0	4393.0	67449.0	7998.0	3659.0	12448.0	4851.0	10738.0	8065.0	7119.0	9187.0	3378.0	2780.0	9469.0	3482.0	7781.0	4188.0	3051.0	8018.0	5834.0	2094.0	3413.0	6474.0	4678.0	3276.0	2631.0	4547.0	2451.0	2833.0	1980.0	1665.0	2996.0	1337.0	3130.0	2792.0	3091.0	3366.0	8284.0	12303.0	1962.0	2326.0	1887.0	7871.0	8314.0	2096.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia vadinBB60 group;f__	0.0	0.0	0.0	0.0	0.0	0.0	17.0	4.0	0.0	0.0	52.0	441.0	189.0	1192.0	214.0	0.0	114.0	162.0	0.0	68.0	6.0	391.0	0.0	38.0	166.0	86.0	0.0	205.0	219.0	1261.0	0.0	110.0	6.0	105.0	0.0	4.0	2315.0	5.0	0.0	71.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	119.0	3.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	19.0	0.0	286.0	0.0	24.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	33.0	8.0	36.0	7.0	0.0	0.0	4.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	8.0	2.0	0.0	0.0	3.0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	2876.0	123623.0	5857.0	39663.0	79396.0	48482.0	11127.0	314.0	46039.0	63099.0	10889.0	10489.0	7076.0	18555.0	9566.0	47803.0	34937.0	9246.0	43482.0	20319.0	62024.0	31423.0	47516.0	5046.0	31767.0	873.0	109490.0	44549.0	48059.0	26832.0	37776.0	20433.0	47248.0	15045.0	1333.0	8025.0	4735.0	56524.0	43235.0	695.0	68161.0	45089.0	5201.0	39366.0	47724.0	42270.0	27186.0	1869.0	35838.0	45048.0	59860.0	6936.0	47083.0	62136.0	125246.0	28929.0	3023.0	63419.0	4069.0	54439.0	35884.0	31989.0	46795.0	18296.0	11680.0	42462.0	32027.0	2576.0	34521.0	55484.0	37601.0	48865.0	7595.0	35817.0	31830.0	36552.0	1837.0	4825.0	706.0	301.0	4132.0	244.0	7497.0	18070.0	5089.0	6939.0	10989.0	2842.0	11125.0	958.0	4346.0	16917.0	4997.0	1624.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	71.0	65.0	194.0	148.0	123.0	39.0	558.0	53.0	79.0	157.0	211.0	1517.0	497.0	2074.0	1459.0	85.0	337.0	1014.0	59.0	742.0	175.0	1851.0	154.0	211.0	443.0	850.0	195.0	682.0	1260.0	1498.0	65.0	481.0	173.0	985.0	5.0	137.0	4345.0	165.0	143.0	205.0	218.0	149.0	65.0	66.0	74.0	125.0	153.0	34.0	29.0	164.0	44.0	69.0	334.0	203.0	375.0	119.0	507.0	60.0	139.0	160.0	58.0	39.0	248.0	20.0	1138.0	206.0	161.0	115.0	451.0	164.0	114.0	216.0	13.0	88.0	69.0	299.0	60.0	200.0	45.0	29.0	21.0	16.0	14.0	36.0	128.0	32.0	16.0	18.0	50.0	32.0	112.0	66.0	21.0	30.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae	237.0	157.0	149.0	670.0	234.0	49.0	205.0	8817.0	319.0	329.0	161.0	1371.0	332.0	97.0	871.0	166.0	393.0	197.0	108.0	162.0	235.0	76.0	203.0	3910.0	136.0	114.0	247.0	189.0	217.0	195.0	184.0	2096.0	432.0	107.0	11071.0	13538.0	4.0	776.0	302.0	150.0	281.0	127.0	114.0	573.0	127.0	135.0	223.0	3536.0	106.0	122.0	134.0	20416.0	217.0	205.0	1838.0	439.0	2006.0	164.0	572.0	213.0	204.0	116.0	452.0	94.0	2578.0	177.0	105.0	731.0	400.0	174.0	142.0	182.0	138.0	160.0	177.0	120.0	15623.0	24.0	76.0	98.0	8.0	58.0	10.0	48.0	20.0	15.0	95.0	17.0	34.0	59.0	29.0	76.0	21.0	29.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	10.0	0.0	940.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	3.0	31.0	0.0	1.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	58.0	1.0	0.0	1.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5897.0	3.0	0.0	1.0	6.0	88.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	7.0	155.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae	0.0	23.0	36.0	37.0	29.0	6.0	0.0	0.0	37.0	29.0	6.0	3.0	0.0	43.0	0.0	28.0	37.0	2.0	8.0	12.0	24.0	4.0	28.0	0.0	25.0	0.0	10.0	19.0	39.0	5.0	12.0	10.0	37.0	2.0	0.0	34.0	46.0	18.0	32.0	0.0	49.0	3.0	0.0	9.0	17.0	14.0	16.0	5.0	5.0	18.0	39.0	0.0	33.0	12.0	26.0	18.0	39.0	7.0	19.0	11.0	17.0	7.0	18.0	7.0	52.0	0.0	7.0	10.0	37.0	16.0	0.0	17.0	16.0	25.0	5.0	3.0	11.0	10.0	0.0	7.0	0.0	5.0	9.0	26.0	10.0	2.0	12.0	0.0	3.0	0.0	7.0	7.0	3.0	4.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	45.0	0.0	1094.0	556.0	191.0	11.0	30.0	3303.0	359.0	1.0	10.0	47.0	171.0	53.0	1.0	20.0	0.0	13.0	0.0	28.0	4.0	7.0	13.0	47.0	3.0	0.0	0.0	98.0	51.0	5092.0	11.0	11.0	18.0	96.0	1530.0	9.0	673.0	33.0	21.0	338.0	0.0	0.0	62.0	943.0	50.0	0.0	4.0	1555.0	177.0	0.0	4.0	2667.0	0.0	0.0	5393.0	1246.0	629.0	41.0	58.0	16.0	243.0	9.0	1861.0	49.0	9.0	228.0	0.0	82.0	28.0	0.0	165.0	40.0	86.0	122.0	6.0	10.0	6448.0	10.0	3.0	41.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	40.0	3.0	0.0	0.0	20.0
