	TKODTT54	TKODTT100	TKODTT84	TKODTT29	TKODTT161	TKODTT53	TKODTT118	TKODTT120	TKODTT64	TKODTT148	TKODTT162	TKODTT65	TKODTT83	TKODTT149	TKODTT42	TKODTT30	TKODTT119	TKODTT102	TKODTT41	TKODTT101	TKODTT138	TKODTT160	TKODTT82	TKODTT136	TKODTT52	TKODTT66	TKODTT10	TKODTT28	TKODTT11	TKODTT137	TKODTT40	TKODTT12	TKODTT150
TKODTT54	0.0	0.7812625229905272	1.3944831050376052	1.427768916576666	1.7885974271396572	1.83443063595632	0.5662595172844767	1.4785150647372203	1.0373976664542786	3.6448752150676755	1.4026110074427585	1.9980072327092486	0.922327095736042	3.396377950442108	0.6342789661503786	1.0053222565782645	0.611618663329417	1.3458174458066043	1.0913381322191484	1.2581096417666187	3.2092816976971807	1.4359158900081002	0.9354497575242539	1.8123809862019589	2.075038622845424	1.623412657129519	1.5821993875933924	1.5025521822531696	1.5070770975538543	2.310075446649574	1.4629800361138656	2.529376039107118	3.1029947002332174
TKODTT100	0.7812625229905272	0.0	1.4872471446621427	0.8577564245608715	1.6712399382772904	1.497519516401244	0.31736710250363254	1.6838531620687434	0.7975766702067716	3.1910911164257674	1.5113927392860873	1.7070080290600964	1.0612888798277664	2.937601263316632	0.5699762545841821	0.8778945809378649	0.6887845075687165	1.5068399390356213	0.7698916283932247	0.7798769662088988	2.7614484948464284	1.7073978519392052	0.4936560638434731	1.2425545920125611	1.9393570422953696	1.396232944236731	1.4673407404289878	1.4381557796550408	1.4508080023773704	1.8100161761774989	1.3381552041828821	2.1087446196880406	2.6521582741449
TKODTT84	1.3944831050376052	1.4872471446621427	0.0	1.7138419328411074	0.6474540248945803	2.6451935878494006	1.5972251215591386	0.43228478561065925	2.1824783062542417	3.4118878411145057	0.31045742592061915	2.9897498575511277	0.6217219450124527	3.0709348388597655	1.3480468310461562	1.772108123365774	1.0508512262509626	0.6697237010146846	2.1767401284190195	1.0337628365356235	2.6983586499358543	0.37914918246145046	1.9123546668013827	2.387687299246149	3.2403223835019754	2.456510404288428	2.7902431728952446	2.743266840101865	2.702505905167691	1.9604690202344994	2.6857875315264184	3.079012666991705	2.7099774083057557
TKODTT29	1.427768916576666	0.8577564245608715	1.7138419328411074	0.0	1.5650211962428884	1.109512547521034	1.0963323149339443	2.0629132141370463	1.1607109483457525	2.336845011061744	1.6148824281946965	1.5075662678426909	1.5813467126144292	2.097577562561015	0.8319996098990282	0.7692207038490622	1.398082217546764	2.017676888141436	1.0754261826693163	0.8179967456081105	1.9758028784581314	1.9800215131844818	0.8855694004298041	0.6916248874945746	1.9298466099967673	1.0669324128436852	1.6154503147712602	1.6413207889671044	1.5651059360618709	1.0534058749192734	1.5596967057862037	1.4511354135668775	1.8354104191760503
TKODTT161	1.7885974271396572	1.6712399382772904	0.6474540248945803	1.5650211962428884	0.0	2.5743329427642934	1.865561393629904	1.0422531083481323	2.3560756876041267	2.8658663783074174	0.541172182277404	2.9860559384755514	1.1520706090213988	2.50815813492309	1.5044136536873842	1.8154435165147667	1.4775479172359367	1.2632132810477203	2.322916434923928	0.9939772501198388	2.0986050539230052	0.9178706293508068	2.0555658552940774	2.2520959108519554	3.324265353768257	2.4176614997733155	2.929803836078731	2.9074714137383397	2.836799693054975	1.464605761969328	2.8465923668550723	2.8485050110776586	2.1405966507726135
TKODTT53	1.83443063595632	1.497519516401244	2.6451935878494006	1.109512547521034	2.5743329427642934	0.0	1.5291203265961633	2.9560623421620935	1.0488411343266988	2.536405073226458	2.5096802742315933	0.4886415334564037	2.41648078469549	2.4569882545632997	1.3790514450029798	0.9389634264993751	2.1137325997546177	2.895251252401494	0.9836110036357093	1.873206834288271	2.5630201212543158	2.8225419536282415	1.097851653030509	0.6275120518038174	0.9737869517771386	0.30779277655372267	0.9287234681499879	1.0137394692526411	0.8719374441675684	1.8644383031066856	0.9943873955702907	0.7903470046613943	2.3362394117520906
TKODTT118	0.5662595172844767	0.31736710250363254	1.5972251215591386	1.0963323149339443	1.865561393629904	1.5291203265961633	0.0	1.7429112828914946	0.6576256707974054	3.4208171000748457	1.6222621358632239	1.6746559369732532	1.1080078772375013	3.1816841520787915	0.5892960884028828	0.8842706247753785	0.6773041383483663	1.5524646424330466	0.6753053971052823	1.056255528285856	3.0235129617033896	1.7573886859660535	0.4625239983764812	1.395641440620152	1.821934724524201	1.3979015803652928	1.3205278779682221	1.268605696337942	1.3003742896482124	2.0821035785724518	1.1807213264564926	2.216059834862354	2.9040301689723047
TKODTT120	1.4785150647372203	1.6838531620687434	0.43228478561065925	2.0629132141370463	1.0422531083481323	2.9560623421620935	1.7429112828914946	0.0	2.3696775945338655	3.842846544581058	0.6977820352027502	3.2614557213897446	0.6428079535325382	3.5001351777067504	1.6028067478977142	2.061674212976329	1.1044334762159407	0.3936050646865736	2.37864590618412	1.348453201654131	3.120266119511332	0.39764074891470247	2.1229878014427457	2.7157939694121254	3.4643272396900935	2.7610989027093558	2.98859062445424	2.9285524249829407	2.909687935041938	2.378361046467111	2.8714379393025538	3.4455061318175892	3.1378129634399254
TKODTT64	1.0373976664542786	0.7975766702067716	2.1824783062542417	1.1607109483457525	2.3560756876041267	1.0488411343266988	0.6576256707974054	2.3696775945338655	0.0	3.330097072425901	2.1507576117547424	1.0640532417708946	1.7482699450813226	3.1561666563878394	0.9073680525027786	0.8163051756758033	1.3326501129440296	2.204717413381149	0.1115579406617931	1.516374443752359	3.1062719717668346	2.3336154197983694	0.3344375303298691	1.1034431911349474	1.1729359851024759	0.968140475039191	0.6781015480140125	0.6465147940104233	0.6923527946066734	2.2107207907108957	0.5410938057770824	1.808631022229361	2.9379118368849517
TKODTT148	3.6448752150676755	3.1910911164257674	3.4118878411145057	2.336845011061744	2.8658663783074174	2.536405073226458	3.4208171000748457	3.842846544581058	3.330097072425901	0.0	3.2015333472048786	2.9487212193050762	3.633109021775216	0.38882042228288277	3.0128753559382866	2.768422138495102	3.6285153864530733	3.965764942438751	3.2396079170221586	2.8230029295283137	0.9074287118030884	3.6501059969193155	3.15053283617775	2.317790687631074	3.45462440236058	2.606595295768977	3.4573301336583837	3.5314444450694915	3.3813796501475264	1.5473080279180966	3.49748973709367	1.9338309066408106	0.7512070283606553
TKODTT162	1.4026110074427585	1.5113927392860873	0.31045742592061915	1.6148824281946965	0.541172182277404	2.5096802742315933	1.6222621358632239	0.6977820352027502	2.1507576117547424	3.2015333472048786	0.0	2.8795388471477232	0.8078882744055934	2.8696333081585634	1.265752482310063	1.6367454232628957	1.1724988494265505	0.9575219360322654	2.14225877158923	1.0495614579360981	2.5122035832638345	0.4513923748168161	1.8876855502839354	2.287593687885162	3.1433875349466156	2.3073622193325294	2.719577856056151	2.677258740197139	2.614438498550133	1.8088210808541134	2.630533876065738	2.909691998461978	2.5146189267696757
TKODTT65	1.9980072327092486	1.7070080290600964	2.9897498575511277	1.5075662678426909	2.9860559384755514	0.4886415334564037	1.6746559369732532	3.2614557213897446	1.0640532417708946	2.9487212193050762	2.8795388471477232	0.0	2.682866676734774	2.896935863527485	1.6657987559448293	1.2623487811472733	2.3236025382123553	3.159828110111953	1.0225954487749365	2.2177103488366976	3.0276066436336864	3.152802202370226	1.2360621097953053	0.9690423938646675	0.5358827362432349	0.6630555791684735	0.6629988504105983	0.777677440422841	0.6810535760043015	2.3266510482203726	0.7756462308968389	1.0678483502381635	2.7968426713239225
