	chao1
TL1a_DTT_284	277.2
TL1A_DTT_642	245.15384615384616
TL1a_DTT_173_Repeat	176.0
TL1A_FP_641	197.8857142857143
TL1A_FP_642	218.44444444444446
TL1A_FP_689	172.6206896551724
TL1a_FP_162	244.20689655172413
TL1a_DTT_174_Repeat	181.64
TL1A_DTT_673	273.75757575757575
TL1A_FP_638	83.2
TL1a_FP_88	228.88235294117646
TL1a_FP_140	133.23076923076923
TL1A_FP_626	227.97297297297297
TL1a_DTT_76_Repeat	240.13636363636363
TL1a_FP_230	233.10714285714286
TL1a_FP_89	163.8
TL1a_FP_207	125.58823529411765
TL1a_DTT_78	112.0909090909091
TL1a_DTT_231	299.5
TL1a_FP_234	135.15384615384616
TL1a_FP_205	144.71428571428572
TL1A_FP_640	146.57692307692307
TL1a_FP_65	112.71428571428572
TL1a_FP_128	239.0
TL1a_FP_64	125.27272727272728
TL1a_DTT_172_Re_extracted	362.3050847457627
TL1A_DTT_675	214.0
TL1a_FP_209	134.44444444444446
TL1A_FP_629	67.0
TL1a_DTT_268_Repeat	198.6
TL1a_FP_85	206.0
TL1a_DTT_267	333.1818181818182
TL1a_DTT_139	145.14285714285714
TL1a_FP_129	222.43478260869566
TL1A_DTT_626	225.1219512195122
TL1a_DTT_171	120.4375
TL1a_FP_206	121.07142857142857
TL1a_FP_287	234.14285714285714
TL1a_FP_242	112.71428571428572
TL1A_DTT_629	80.52631578947368
TL1a_FP_86	173.53846153846155
TL1a_FP_77	270.2857142857143
TL1a_FP_245	228.38709677419354
TL1a_FP_198	212.03225806451613
TL1a_FP_161	184.0
TL1a_FP_266	236.36363636363637
TL1a_FP_127	232.55555555555554
TL1a_FP_76	348.125
TL1A_FP_676	132.6
TL1a_FP_73	173.33333333333334
TL1a_FP_102	310.1
TL1a_DTT_169_Re_extracted	337.625
TL1a_FP_197	316.39473684210526
TL1a_DTT_209	154.15384615384616
TL1a_FP_159	165.0
TL1a_DTT_160	251.44736842105263
TL1A_FP_677	201.4
TL1a_FP_132	219.3
TL1a_FP_98	125.0
TL1a_FP_75	203.0
TL1a_FP_130	183.24137931034483
TL1a_DTT_234	291.3636363636364
TL1a_FP_173	335.0285714285714
TL1A_FP_685	68.16666666666667
TL1a_DTT_74	173.88235294117646
TL1a_DTT_158	214.05555555555554
TL1a_DTT_269_Repeat	251.06666666666666
TL1a_DTT_161_Repeat	191.3125
TL1a_FP_193	167.0
TL1a_FP_139	154.6153846153846
TL1a_FP_90	186.31578947368422
TL1a_DTT_141	147.11764705882354
TL1a_DTT_210	180.78947368421052
TL1A_FP_686	62.666666666666664
TL1A_FP_674	234.16666666666666
TL1A_FP_678	200.71428571428572
TL1a_FP_265	205.6
TL1a_FP_141	156.0
TL1a_FP_174	322.48979591836735
TL1a_FP_144	206.2173913043478
TL1a_FP_195	185.9
TL1a_FP_142	318.8857142857143
TL1A_DTT_674	222.7941176470588
TL1a_FP_158	181.78571428571428
TL1a_DTT_143_Repeat	162.85714285714286
TL1a_DTT_129	219.0
TL1a_DTT_265	296.3
TL1a_DTT_285	272.9166666666667
TL1a_DTT_144_Repeat	187.66666666666666
TL1a_DTT_241	191.28125
TL1a_DTT_159	233.24
TL1a_FP_62	175.11111111111111
TL1A_DTT_627	257.0769230769231
TL1a_FP_157	168.5
TL1a_DTT_243	105.3125
TL1A_FP_625	214.44
TL1a_DTT_127_Repeat	278.2857142857143
TL1a_DTT_205	143.625
TL1A_DTT_640	231.88636363636363
TL1a_DTT_206	138.33333333333334
TL1a_DTT_64	185.0
TL1a_DTT_287	181.76923076923077
TL1a_DTT_157_Repeat	213.0
TL1a_DTT_233	203.95652173913044
TL1a_DTT_62	122.4
TL1a_DTT_65	127.5
TL1a_DTT_242	113.9375
TL1a_FP_231	255.125
TL1a_FP_284	218.875
TL1a_DTT_245_Repeat	172.66666666666666
TL1a_FP_74	233.38709677419354
TL1A_FP_630	280.5
TL1a_FP_267	228.85714285714286
TL1a_DTT_130_Repeat	159.3913043478261
TL1A_FP_639	78.33333333333333
TL1A_FP_673	247.26086956521738
TL1a_FP_172	322.03703703703707
TL1a_DTT_102_Repeat	83.0
TL1a_FP_269	268.95454545454544
TL1a_DTT_73	172.05555555555554
TL1a_DTT_195	241.58333333333334
TL1a_DTT_63	110.43478260869566
TL1a_FP_171	136.46153846153845
TL1A_FP_687	80.6
TL1a_DTT_85	240.44444444444446
TL1A_DTT_638	65.5
