# Constructed from biom file
#OTU ID	TL1a_FP_162	TL1a_FP_88	TL1a_FP_230	TL1a_FP_89	TL1a_FP_234	TL1a_FP_128	TL1a_FP_129	TL1a_FP_287	TL1a_FP_86	TL1a_FP_198	TL1a_FP_161	TL1a_FP_266	TL1a_FP_197	TL1a_FP_159	TL1a_FP_132	TL1a_FP_130	TL1a_FP_90	TL1a_FP_195	TL1a_FP_158	TL1a_FP_231	TL1a_FP_284	TL1a_FP_267	TL1a_FP_269	TL1a_FP_288	TL1a_FP_87	TL1a_FP_196	TL1a_FP_131	TL1a_FP_270	TL1a_FP_160	TL1a_FP_194	TL1a_FP_286	TL1a_FP_232	TL1a_FP_233	TL1a_FP_268	TL1a_FP_285	TL1a_FP_85	TL1a_FP_127	TL1a_FP_193	TL1a_FP_265	TL1a_FP_157	TL1a_FP_283	TL1a_FP_229	TL1A_FP_626	TL1A_FP_677	TL1A_FP_674	TL1A_FP_678	TL1A_FP_625	TL1A_FP_630	TL1A_FP_673	TL1A_FP_675	TL1A_FP_627	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.0	9.0	73.0	0.0	46.0	0.0	0.0	126.0	12.0	25.0	0.0	33.0	21.0	0.0	6.0	6.0	0.0	1.0	0.0	23.0	146.0	9.0	793.0	698.0	0.0	27.0	27.0	21.0	745.0	2.0	4746.0	1159.0	426.0	157.0	186.0	10.0	6.0	8.0	2.0	5.0	100.0	6.0	13.0	0.0	0.0	0.0	14.0	15.0	9.0	0.0	5.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	0.0	0.0	3.0	0.0	7.0	4.0	6.0	17.0	0.0	23.0	0.0	21.0	16.0	0.0	0.0	11.0	0.0	6.0	0.0	7.0	2.0	14.0	87.0	76.0	0.0	43.0	22.0	5.0	369.0	15.0	97.0	74.0	10.0	28.0	10.0	0.0	11.0	4.0	1.0	7.0	12.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	6.0	2.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	135084.0	7885.0	10350.0	103304.0	809.0	23555.0	14777.0	17323.0	8638.0	27206.0	62291.0	7416.0	28634.0	13028.0	34761.0	41178.0	5195.0	17380.0	14727.0	12270.0	3926.0	7229.0	15142.0	5592.0	4667.0	11190.0	319.0	65808.0	12418.0	18157.0	4899.0	397.0	6180.0	23002.0	3830.0	8312.0	28515.0	17226.0	8466.0	35427.0	6548.0	5715.0	2477.0	559.0	1589.0	183.0	1586.0	3087.0	1639.0	1504.0	502.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae	386.0	495.0	0.0	125.0	0.0	484.0	231.0	273.0	481.0	2.0	164.0	222.0	24.0	70.0	302.0	66.0	13.0	79.0	57.0	0.0	61.0	380.0	3.0	196.0	488.0	72.0	14.0	0.0	129.0	9.0	104.0	0.0	0.0	201.0	278.0	335.0	226.0	12.0	118.0	247.0	283.0	0.0	248.0	2.0	242.0	3.0	254.0	122.0	482.0	432.0	257.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	259.0	24202.0	26793.0	20.0	84327.0	9399.0	9074.0	27216.0	26014.0	23817.0	597.0	10845.0	16186.0	659.0	7953.0	1164.0	1870.0	23350.0	1968.0	26528.0	29249.0	10545.0	31451.0	53009.0	21283.0	22132.0	12670.0	7505.0	6527.0	27311.0	18254.0	5086.0	29599.0	9223.0	23781.0	32898.0	20408.0	31254.0	7308.0	6807.0	28025.0	20684.0	5210.0	215.0	5608.0	1257.0	5914.0	4028.0	10361.0	5657.0	3731.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	18820.0	12826.0	1437.0	24144.0	21.0	841.0	1448.0	5235.0	17723.0	36.0	6731.0	12608.0	974.0	1624.0	10703.0	7729.0	1699.0	3811.0	7264.0	1467.0	20290.0	7522.0	22.0	1817.0	9565.0	3983.0	238.0	84.0	950.0	6386.0	2756.0	106.0	74.0	2509.0	12786.0	9812.0	2238.0	4977.0	4854.0	17413.0	8529.0	1303.0	405.0	89.0	1095.0	24.0	351.0	638.0	635.0	733.0	167.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	2154.0	4778.0	9274.0	526.0	129.0	2876.0	3617.0	12636.0	3710.0	192.0	898.0	15004.0	686.0	1349.0	7122.0	546.0	227.0	1649.0	2053.0	12165.0	1367.0	16486.0	31.0	6851.0	4064.0	2075.0	84.0	148.0	885.0	2130.0	4555.0	354.0	183.0	6762.0	1631.0	4302.0	5778.0	760.0	17289.0	14335.0	7569.0	6596.0	580.0	23.0	420.0	72.0	832.0	473.0	790.0	885.0	872.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	4084.0	168.0	6.0	2518.0	12.0	10.0	23.0	431.0	160.0	1112.0	2014.0	204.0	950.0	5.0	19.0	811.0	113.0	29.0	6.0	12.0	15.0	207.0	2.0	208.0	177.0	25.0	0.0	0.0	36.0	23.0	68.0	0.0	215.0	114.0	106.0	214.0	36.0	22.0	519.0	41.0	55.0	6.0	109.0	695.0	102.0	3093.0	163.0	415.0	162.0	60.0	88.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	0.0	0.0	0.0	0.0	5.0	0.0	0.0	8.0	9.0	1.0	0.0	0.0	0.0	0.0	9.0	0.0	369.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	32.0	11.0	1.0	0.0	10.0	0.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	11.0	134.0	398.0	24.0	5220.0	112.0	174.0	2125.0	128.0	22546.0	19.0	3416.0	3707.0	4.0	464.0	897.0	4907.0	1131.0	34.0	474.0	133.0	1633.0	15899.0	25297.0	19.0	10402.0	13730.0	1508.0	2658.0	1695.0	26348.0	57839.0	13158.0	13769.0	1132.0	270.0	680.0	774.0	1226.0	294.0	899.0	106.0	9.0	413.0	29.0	82.0	17.0	57.0	18.0	8.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	0.0	68.0	4.0	0.0	0.0	12.0	23.0	8.0	51.0	0.0	0.0	56.0	0.0	1.0	5.0	0.0	0.0	1.0	0.0	9.0	0.0	99.0	0.0	0.0	17.0	3.0	0.0	0.0	1.0	0.0	9.0	0.0	0.0	51.0	23.0	21.0	17.0	0.0	7.0	4.0	20.0	1.0	15.0	0.0	5.0	0.0	4.0	6.0	4.0	5.0	40.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	47.0	30.0	10.0	43.0	0.0	0.0	2.0	0.0	25.0	28.0	15.0	0.0	22.0	0.0	0.0	17.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	25.0	8.0	0.0	0.0	0.0	2.0	15.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	3.0	13.0	2.0	4.0	9.0	2.0	4.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1	2.0	47.0	17.0	2.0	16.0	80.0	43.0	11.0	36.0	2.0	4.0	189.0	31.0	8.0	13.0	68.0	6.0	6.0	0.0	29.0	707.0	111.0	36.0	263.0	2.0	16.0	129.0	59.0	6.0	14.0	41537.0	257.0	24.0	96.0	1408.0	46.0	168.0	26.0	207.0	47.0	283.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_vadinBB60_group	2.0	2155.0	608.0	2.0	0.0	886.0	177.0	207.0	2635.0	3.0	1.0	340.0	49.0	58.0	150.0	54.0	143.0	83.0	37.0	562.0	177.0	304.0	6.0	309.0	3197.0	75.0	27.0	0.0	51.0	40.0	176.0	37.0	0.0	134.0	292.0	1174.0	175.0	6.0	121.0	307.0	854.0	138.0	167.0	2.0	24.0	0.0	38.0	104.0	31.0	102.0	101.0
