feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
MF0079	Sequencing_Run	2014_Sept	-2.92874337087545	0.751460738210909	43	6	0.00042931756287013	0.244711010835974
MF0101	Type	Mucosal	-1.01703573548049	0.281177648839845	43	32	0.000921610640122404	0.262659032434885
MF0003	Sequencing_Run	2015_Sept	5.57711545622585	1.61173145067692	43	6	0.00140607467325578	0.267154187918598
MF0017	Sex	Male	-0.541852710759668	0.163222505588231	43	43	0.00207189398756315	0.29524489322775
MF0019	Type	Mucosal	-1.02449880157511	0.321521236859729	43	33	0.00300068229625755	0.330382240776106
MF0030	Type	Mucosal	0.762447882785191	0.249646804947388	43	0	0.00424103045914796	0.330382240776106
MF0051	Sex	Male	-0.564254903493758	0.189713613815367	43	43	0.00521656169646482	0.330382240776106
MF0010	Sex	Male	-0.466375952912538	0.155592170845483	43	43	0.00491007878216563	0.330382240776106
MF0011	Sex	Male	-0.509199877414958	0.164859477867489	43	43	0.00386070952116217	0.330382240776106
MF0025	Type	Mucosal	-0.764593856079674	0.271337938816082	43	35	0.00781469646269293	0.336400601973774
MF0067	Sex	Male	-0.417323004413713	0.150471288418235	43	43	0.00873290513998611	0.336400601973774
MF0076	Site	Ileum	1.11346815429877	0.400275392277018	43	18	0.0092801501453277	0.336400601973774
MF0042	Type	Mucosal	1.82072316094654	0.663259465474687	43	0	0.0094428239150533	0.336400601973774
MF0092	Sex	Male	-0.659362438413813	0.230289553336628	43	43	0.00695112803277879	0.336400601973774
MF0012	Site	Ileum	0.852756231344865	0.295270949224523	43	20	0.00714610750513116	0.336400601973774
MF0056	Type	Mucosal	-1.00193901050398	0.35138036432291	43	29	0.00723972127156139	0.336400601973774
MF0032	Sequencing_Run	2015_Sept	2.5553219993999	0.786413551865831	43	0	0.012137292422754	0.406956275351162
MF0077	Sequencing_Run	2014_Sept	-1.40858321553821	0.550711259832541	43	7	0.014987455829891	0.435788695326199
MF0044	Sex	Male	-0.405545146670552	0.159237366815275	43	43	0.0152908314149544	0.435788695326199
MF0007	Site	Ileum	1.35966519944091	0.526551745325669	43	21	0.0149060666503339	0.435788695326199
MF0029	Type	Mucosal	-0.650104538941489	0.269539115972526	43	35	0.0211070316095181	0.5526004721412
MF0008	Site	Ileum	0.647205734396866	0.266551519307652	43	39	0.0213284392756253	0.5526004721412
MF0080	Type	Mucosal	2.32798404007813	0.991829178900399	43	0	0.0246629267962834	0.611211664081805
MF0065	Sex	Male	-0.416457664068854	0.180234108640075	43	43	0.0266928425668473	0.633955010962623
MF0085	Sequencing_Run	2014_Sept	-1.370305178791	0.598215295594547	43	8	0.0279763536296747	0.637860862756583
MF0039	Sequencing_Run	2014_Sept	1.34278386927668	0.604336135319548	43	0	0.0336913683930485	0.685859999429917
MF0081	Site	Jejunum	0.902726097035156	0.405971611102353	43	0	0.0335696563089621	0.685859999429917
MF0015	Site	Ileum	0.761789366347475	0.339953730754955	43	37	0.0325828459775284	0.685859999429917
MF0029	Sex	Male	0.842059592270968	0.314572421607188	43	35	0.0415362093851912	0.816401356881345
MF0063	Sequencing_Run	2014_Sept	0.164326211438125	0.301419683782693	43	42	0.589552323996693	0.972130989630309
MF0063	Sex	Male	0.387731659963834	0.245560254279839	43	42	0.176625053548936	0.972130989630309
MF0063	Site	Ileum	-0.243872541191194	0.203194508712555	43	42	0.239128320681939	0.972130989630309
MF0063	Site	Jejunum	0.0540633871805473	0.201312306452646	43	42	0.790073326270703	0.972130989630309
MF0063	Type	Mucosal	-0.254744365654992	0.195560035418447	43	42	0.200970260352816	0.972130989630309
MF0020	Sequencing_Run	2014_Sept	0.0645659234214987	0.33878719400941	43	43	0.85080522645954	0.972130989630309
MF0020	Sequencing_Run	2015_Sept	-0.280907637515215	0.321750268876932	43	43	0.405435698448779	0.972130989630309
MF0020	Sex	Male	-0.360592794887111	0.226046168980518	43	43	0.181527043469344	0.972130989630309
MF0020	Site	Ileum	0.479541685622373	0.25328367768421	43	43	0.0674644337097632	0.972130989630309
MF0020	Site	Jejunum	0.373949586700644	0.251705087103319	43	43	0.147497724746025	0.972130989630309
MF0020	Type	Mucosal	-0.0508991020136502	0.232513814820882	43	43	0.827989180052016	0.972130989630309
MF0061	Sequencing_Run	2014_Sept	-0.250278587691388	0.262218955254343	43	43	0.346214243206464	0.972130989630309
MF0061	Sequencing_Run	2015_Sept	-0.0745287222581874	0.247315060215584	43	43	0.764880457117821	0.972130989630309
MF0061	Sex	Male	-0.149303787373172	0.172234900593563	43	43	0.39175925893306	0.972130989630309
MF0061	Site	Ileum	-0.102957095011774	0.198269400597355	43	43	0.606744407789122	0.972130989630309
MF0061	Site	Jejunum	-0.0473776571157258	0.197103601185097	43	43	0.81140753882678	0.972130989630309
MF0061	Type	Mucosal	0.184927840215416	0.181175474284708	43	43	0.314201940845029	0.972130989630309
MF0060	Sequencing_Run	2014_Sept	-0.245816008228141	0.428199846789912	43	18	0.571726443259799	0.972130989630309
MF0060	Sequencing_Run	2015_Sept	-0.831139719568884	0.417489948911092	43	18	0.0821064426523574	0.972130989630309
MF0060	Sex	Male	0.206033678871826	0.301178701259226	43	18	0.531431681088634	0.972130989630309
MF0060	Site	Ileum	0.360428272981138	0.309468900491957	43	18	0.253025541578655	0.972130989630309
MF0060	Site	Jejunum	0.209127902869566	0.307219779180209	43	18	0.501230572472279	0.972130989630309
MF0060	Type	Mucosal	0.170165129063031	0.288215219368107	43	18	0.558662252146349	0.972130989630309
MF0027	Sequencing_Run	2014_Sept	-1.12755457880675	0.930691390278749	43	0	0.234164913326898	0.972130989630309
MF0027	Sex	Male	0.265194173221503	1.64064756902254	43	0	0.877011888258599	0.972130989630309
MF0027	Site	Jejunum	-0.144160897754378	0.543313532328226	43	0	0.792550144000167	0.972130989630309
MF0027	Type	Mucosal	0.115101554768595	0.57138643953825	43	0	0.841606574601551	0.972130989630309
MF0028	Sequencing_Run	2014_Sept	0.147983946772706	0.36624369382041	43	43	0.688889709029578	0.972130989630309
MF0028	Sequencing_Run	2015_Sept	-0.208635604008278	0.401590711647685	43	43	0.619754616989907	0.972130989630309
MF0028	Sex	Male	-0.244958932723751	0.309847641171018	43	43	0.47108529110207	0.972130989630309
MF0028	Site	Ileum	-0.135372312793385	0.243550756826662	43	43	0.582426547995581	0.972130989630309
MF0028	Site	Jejunum	0.0581381760055484	0.241206039443217	43	43	0.811187585011035	0.972130989630309
MF0028	Type	Mucosal	-0.102610729071092	0.236044605067704	43	43	0.666369171401727	0.972130989630309
MF0025	Sequencing_Run	2014_Sept	0.341761122957691	0.424515221224025	43	35	0.426484441111127	0.972130989630309
MF0025	Sex	Male	0.540938640297879	0.379555865978055	43	35	0.224409003391483	0.972130989630309
MF0025	Site	Ileum	-0.143620043941706	0.277363228121176	43	35	0.608414422353986	0.972130989630309
MF0025	Site	Jejunum	0.0892899149028866	0.27456659486252	43	35	0.747330530769741	0.972130989630309
MF0069	Sequencing_Run	2014_Sept	-1.14010509555085	0.996436034589811	43	1	0.260098738227525	0.972130989630309
MF0069	Sequencing_Run	2015_Sept	-0.490544083531531	0.939801005829368	43	1	0.604891111748595	0.972130989630309
MF0069	Sex	Male	0.944638268005182	0.654495252637071	43	1	0.15757970875751	0.972130989630309
MF0069	Site	Ileum	-0.523190189973111	0.753426750251898	43	1	0.491879947688572	0.972130989630309
MF0069	Site	Jejunum	-0.689923856103483	0.748996694681158	43	1	0.363114145183681	0.972130989630309
MF0069	Type	Mucosal	1.25807237979142	0.688469569204389	43	1	0.0759467274770338	0.972130989630309
MF0102	Sequencing_Run	2014_Sept	1.43496764087935	1.14026929971179	43	13	0.216882549315233	0.972130989630309
MF0102	Sex	Male	1.76952838999211	1.02641655194105	43	13	0.153108757071275	0.972130989630309
MF0102	Site	Ileum	-0.511722591801153	0.743532168928633	43	13	0.496575423119218	0.972130989630309
MF0102	Site	Jejunum	0.823916713525838	0.735997892237409	43	13	0.271915697341375	0.972130989630309
MF0102	Type	Mucosal	-1.45338198669629	0.72816133255365	43	13	0.053574616928577	0.972130989630309
MF0026	Sequencing_Run	2015_Sept	2.58323232314295	1.94033740199233	43	30	0.191449599962998	0.972130989630309
MF0026	Site	Ileum	-2.2331005659489	1.55554430577053	43	30	0.15975575191281	0.972130989630309
MF0026	Site	Jejunum	-0.732306161507243	1.54639789875086	43	30	0.638675752706083	0.972130989630309
MF0026	Type	Mucosal	-1.59365476684249	1.42143203398887	43	30	0.269642474821644	0.972130989630309
MF0103	Sequencing_Run	2014_Sept	0.0733689298575659	0.456634859850052	43	43	0.873426000342468	0.972130989630309
MF0103	Sequencing_Run	2015_Sept	-0.0784270518556738	0.49660927544809	43	43	0.880012507495355	0.972130989630309
MF0103	Sex	Male	-0.134242125988711	0.381880312030055	43	43	0.745873035838101	0.972130989630309
MF0103	Site	Ileum	-0.155518155794633	0.304886213781001	43	43	0.613859922196875	0.972130989630309
MF0103	Site	Jejunum	0.240547814424511	0.301983489010473	43	43	0.432325455926982	0.972130989630309
MF0103	Type	Mucosal	-0.311481607573961	0.294874012157512	43	43	0.297859699331497	0.972130989630309
MF0067	Sequencing_Run	2014_Sept	0.28473590157376	0.22908495263636	43	43	0.22192937765271	0.972130989630309
MF0067	Sequencing_Run	2015_Sept	-0.0924796716840449	0.216064314651819	43	43	0.671186997757658	0.972130989630309
MF0067	Site	Ileum	0.154967548777887	0.173216067469372	43	43	0.37691760351159	0.972130989630309
MF0067	Site	Jejunum	0.0391727775835938	0.172197578539456	43	43	0.821331811387675	0.972130989630309
MF0067	Type	Mucosal	0.0250849500790162	0.158282130691598	43	43	0.874962304098258	0.972130989630309
MF0068	Sequencing_Run	2014_Sept	0.161034993091205	0.234971703698669	43	43	0.500349246150383	0.972130989630309
MF0068	Sequencing_Run	2015_Sept	-0.214607844811264	0.23305704016886	43	43	0.391183608290159	0.972130989630309
MF0068	Sex	Male	-0.432874988287906	0.17043576546094	43	43	0.0787688295956408	0.972130989630309
MF0068	Site	Ileum	0.201200123685184	0.16691718875811	43	43	0.237582998532583	0.972130989630309
MF0068	Site	Jejunum	0.0820363047636943	0.16561853472213	43	43	0.624123789461699	0.972130989630309
MF0068	Type	Mucosal	-0.0736045408479438	0.156657380098273	43	43	0.641337617909936	0.972130989630309
MF0101	Sequencing_Run	2014_Sept	-0.304681001496953	0.417493942439954	43	32	0.473667492373198	0.972130989630309
MF0101	Sequencing_Run	2015_Sept	0.364867625839101	0.406656533540719	43	32	0.3989471239879	0.972130989630309
MF0101	Sex	Male	0.829308804263065	0.293116657236867	43	32	0.0544908185090678	0.972130989630309
MF0101	Site	Ileum	-0.112308601334038	0.302054209468975	43	32	0.7126049195402	0.972130989630309
MF0101	Site	Jejunum	0.170549200452341	0.299868680404908	43	32	0.573821464981549	0.972130989630309
MF0024	Sequencing_Run	2014_Sept	3.43165049923074	2.082874560578	43	20	0.111194410210707	0.972130989630309
MF0024	Sex	Male	-0.610511310926774	1.57769279383713	43	20	0.717457389488216	0.972130989630309
MF0024	Site	Ileum	0.34666309763157	1.44793535327829	43	20	0.812367108142771	0.972130989630309
MF0024	Site	Jejunum	-1.23964698011181	1.43576143694899	43	20	0.394727794285861	0.972130989630309
MF0024	Type	Mucosal	-1.0936917227213	1.37268929709522	43	20	0.430841882536388	0.972130989630309
MF0021	Sequencing_Run	2014_Sept	0.200679853871951	0.340511324314055	43	42	0.559455709123745	0.972130989630309
MF0021	Sex	Male	0.361646777310626	0.316098308866419	43	42	0.304391004009489	0.972130989630309
MF0021	Site	Ileum	-0.307797855802828	0.220126060764476	43	42	0.172059378650692	0.972130989630309
MF0021	Site	Jejunum	-0.0460115345939527	0.217848147212284	43	42	0.834136657759643	0.972130989630309
MF0021	Type	Mucosal	-0.259980700715458	0.216594741868747	43	42	0.237904198741131	0.972130989630309
MF0065	Sequencing_Run	2014_Sept	0.323767523823123	0.27439734633298	43	43	0.24576956673723	0.972130989630309
MF0065	Sequencing_Run	2015_Sept	-0.0535372279156393	0.258801260822328	43	43	0.837280010597423	0.972130989630309
MF0065	Site	Ileum	0.216449415291876	0.207477744429934	43	43	0.303791678005196	0.972130989630309
MF0065	Site	Jejunum	0.0887423172615164	0.20625780110139	43	43	0.669578956737691	0.972130989630309
MF0065	Type	Mucosal	-0.246187905072784	0.189589914718873	43	43	0.202362697176858	0.972130989630309
MF0022	Sequencing_Run	2015_Sept	-0.0424598128452356	0.273296093164798	43	43	0.877403846450663	0.972130989630309
MF0022	Sex	Male	-0.156910243407417	0.190328584914385	43	43	0.415131379865564	0.972130989630309
MF0022	Site	Ileum	-0.223772172822961	0.219098070817642	43	43	0.313911226816566	0.972130989630309
MF0022	Site	Jejunum	0.0338708385808428	0.217809801415421	43	43	0.877290724533869	0.972130989630309
MF0022	Type	Mucosal	0.170483780682043	0.200208387051432	43	43	0.400103173821107	0.972130989630309
MF0066	Sequencing_Run	2014_Sept	0.136362489455685	0.298595721579083	43	43	0.651839133461502	0.972130989630309
MF0066	Sequencing_Run	2015_Sept	-0.225657061240083	0.303013387289609	43	43	0.482053100380603	0.972130989630309
MF0066	Sex	Male	-0.571948455173736	0.225030275580116	43	43	0.0706926384760032	0.972130989630309
MF0066	Site	Ileum	0.112773281962645	0.208069077021185	43	43	0.591826089992441	0.972130989630309
MF0066	Site	Jejunum	0.0954007190121109	0.206333898685214	43	43	0.647243976513697	0.972130989630309
MF0066	Type	Mucosal	-0.0905057211364286	0.197032719484922	43	43	0.648765477544869	0.972130989630309
MF0018	Sequencing_Run	2014_Sept	0.114518901240777	0.314751463616379	43	43	0.718340268764797	0.972130989630309
MF0018	Sequencing_Run	2015_Sept	-0.229483402692129	0.352236543372473	43	43	0.537411830064989	0.972130989630309
MF0018	Sex	Male	-0.474443731841813	0.273887967666711	43	43	0.157584345908838	0.972130989630309
MF0018	Site	Ileum	0.411232556703312	0.207369432079476	43	43	0.0566519447221793	0.972130989630309
MF0018	Site	Jejunum	0.250805884773052	0.205322720281866	43	43	0.231628210791343	0.972130989630309
MF0018	Type	Mucosal	-0.172056190751852	0.201962682068697	43	43	0.399898621594189	0.972130989630309
MF0019	Sequencing_Run	2014_Sept	0.290186950124196	0.508066469702714	43	33	0.57153348499858	0.972130989630309
MF0019	Sequencing_Run	2015_Sept	0.364827591553198	0.618481838996031	43	33	0.577706867422125	0.972130989630309
MF0019	Sex	Male	0.735102274934813	0.493558554468705	43	33	0.211696542625176	0.972130989630309
MF0019	Site	Ileum	-0.160668049590965	0.324660077138825	43	33	0.624397315790345	0.972130989630309
MF0019	Site	Jejunum	0.220591857225611	0.32120925868451	43	33	0.497737199571928	0.972130989630309
MF0030	Sequencing_Run	2014_Sept	-0.23092797034383	0.376942350109768	43	0	0.545043551401865	0.972130989630309
MF0030	Sequencing_Run	2015_Sept	-0.573886883697094	0.379193968447081	43	0	0.160395798771651	0.972130989630309
MF0030	Sex	Male	0.43575309556108	0.280043741085105	43	0	0.172316925229751	0.972130989630309
MF0030	Site	Ileum	0.0814899387664589	0.264490522650336	43	0	0.759981831998168	0.972130989630309
MF0030	Site	Jejunum	-0.114383383149979	0.262337627314067	43	0	0.665769315653746	0.972130989630309
MF0074	Sequencing_Run	2015_Sept	-0.0818259236554228	0.288877821443631	43	43	0.784793300559487	0.972130989630309
MF0074	Sex	Male	0.287141943689306	0.227956794164494	43	43	0.264113230450578	0.972130989630309
MF0074	Site	Ileum	-0.201636922121667	0.159876398252797	43	43	0.216759757877616	0.972130989630309
MF0074	Type	Mucosal	-0.0428396972051755	0.157180496348281	43	43	0.786764116608505	0.972130989630309
MF0031	Sequencing_Run	2014_Sept	0.0925543936613189	0.299279619691557	43	43	0.758908724169113	0.972130989630309
MF0031	Sequencing_Run	2015_Sept	0.128724097049684	0.282269285580525	43	43	0.651105492518379	0.972130989630309
MF0031	Sex	Male	-0.175217147297652	0.196577686373805	43	43	0.378666804511804	0.972130989630309
MF0031	Site	Ileum	-0.13913481112372	0.226291767312144	43	43	0.542522864363091	0.972130989630309
MF0031	Site	Jejunum	0.0904134903089168	0.224961199869378	43	43	0.690128663736423	0.972130989630309
MF0031	Type	Mucosal	-0.0878788868503636	0.206781874288116	43	43	0.67337821097352	0.972130989630309
MF0075	Sequencing_Run	2014_Sept	-0.0823423144771721	0.328947925798203	43	43	0.803858452601168	0.972130989630309
MF0075	Sequencing_Run	2015_Sept	-0.142427670248046	0.377214010497115	43	43	0.717054510360901	0.972130989630309
MF0075	Sex	Male	-0.198207471926543	0.295793886791453	43	43	0.535464681258232	0.972130989630309
MF0075	Site	Jejunum	0.191573637125902	0.212389152882939	43	43	0.374278511842501	0.972130989630309
MF0075	Type	Mucosal	-0.0883519401157988	0.210091378856379	43	43	0.67659929160894	0.972130989630309
MF0072	Sequencing_Run	2014_Sept	-0.663959387270786	0.485527429051504	43	19	0.181372250246365	0.972130989630309
MF0072	Sequencing_Run	2015_Sept	-0.29928038202588	0.519016120971911	43	19	0.580367712599716	0.972130989630309
MF0072	Sex	Male	0.14450054058262	0.396144102770449	43	19	0.730977379369784	0.972130989630309
MF0072	Site	Ileum	0.27210580051868	0.327119490311414	43	19	0.411880297088617	0.972130989630309
MF0072	Site	Jejunum	0.333178853382895	0.324084314985996	43	19	0.312013657732273	0.972130989630309
MF0072	Type	Mucosal	0.256837325843252	0.314919764483076	43	19	0.420113238266842	0.972130989630309
MF0073	Sequencing_Run	2014_Sept	0.0977909377464369	0.272551995813633	43	43	0.722089092969103	0.972130989630309
MF0073	Sequencing_Run	2015_Sept	-0.197662819076312	0.296373876988182	43	43	0.522391359073823	0.972130989630309
MF0073	Sex	Male	-0.116707783241412	0.227892189788653	43	43	0.628988054461227	0.972130989630309
MF0073	Site	Ileum	-0.157480220985558	0.181989256865799	43	43	0.393417409737317	0.972130989630309
MF0070	Sequencing_Run	2015_Sept	-0.318939089764349	0.436483143725166	43	43	0.488708834012242	0.972130989630309
MF0070	Sex	Male	-0.682061260374206	0.348175815636396	43	43	0.109215101797163	0.972130989630309
MF0070	Site	Ileum	0.351971278040574	0.229596897783739	43	43	0.135635188857348	0.972130989630309
MF0070	Site	Jejunum	0.273014863845903	0.227159151756665	43	43	0.23880427754362	0.972130989630309
MF0070	Type	Mucosal	-0.10982560346259	0.227315285734829	43	43	0.63195270909727	0.972130989630309
MF0071	Sequencing_Run	2014_Sept	0.207343605186173	0.256682002028535	43	43	0.430443263429972	0.972130989630309
MF0071	Sequencing_Run	2015_Sept	-0.157815665044692	0.24996376125572	43	43	0.555738369128833	0.972130989630309
MF0071	Sex	Male	-0.394799525546494	0.180138349294937	43	43	0.138927593475869	0.972130989630309
MF0071	Site	Ileum	0.157727457790711	0.185753227434171	43	43	0.402985970592347	0.972130989630309
MF0038	Sequencing_Run	2015_Sept	-0.174280450267219	0.262308789945765	43	43	0.510661867879821	0.972130989630309
MF0038	Sex	Male	0.055661164216229	0.182676818474962	43	43	0.762351151734834	0.972130989630309
MF0038	Site	Jejunum	0.064272264929123	0.209053209601335	43	43	0.760276658945174	0.972130989630309
MF0038	Type	Mucosal	0.278129712618658	0.192159423635767	43	43	0.156440414184837	0.972130989630309
MF0039	Sex	Male	0.890540489802601	0.486647936609764	43	0	0.120533175113958	0.972130989630309
MF0039	Site	Ileum	0.457687638173763	0.409232304550284	43	0	0.271774415125087	0.972130989630309
MF0039	Site	Jejunum	0.19598295997821	0.405491552264039	43	0	0.632225170903777	0.972130989630309
MF0039	Type	Mucosal	-0.162301382035992	0.392966696649106	43	0	0.682045603884556	0.972130989630309
MF0036	Sequencing_Run	2014_Sept	-0.110321431158031	0.416512921583036	43	34	0.792640573413702	0.972130989630309
MF0036	Sequencing_Run	2015_Sept	-0.135900013156309	0.514400076774093	43	34	0.798606057186332	0.972130989630309
MF0036	Sex	Male	-0.186519024507175	0.412016544253631	43	34	0.668320668499241	0.972130989630309
MF0036	Site	Ileum	0.226173825357232	0.265022136606879	43	34	0.400001070004957	0.972130989630309
MF0036	Site	Jejunum	0.0468123218595755	0.26217839180578	43	34	0.859466470233219	0.972130989630309
MF0036	Type	Mucosal	0.180863893627968	0.263095567065169	43	34	0.496260878206596	0.972130989630309
MF0037	Sequencing_Run	2014_Sept	-0.387696666364317	1.85948030478205	43	6	0.836015866559479	0.972130989630309
MF0037	Sequencing_Run	2015_Sept	0.808143694536359	1.75379191447392	43	6	0.647715321481449	0.972130989630309
MF0037	Sex	Male	0.930480062901943	1.22137396642121	43	6	0.451123534380901	0.972130989630309
MF0037	Site	Ileum	-0.541945812955048	1.40599311401466	43	6	0.702169282648841	0.972130989630309
MF0037	Site	Jejunum	-0.31034922836981	1.39772604939945	43	6	0.825538612126953	0.972130989630309
MF0037	Type	Mucosal	0.77627398080813	1.28477449624184	43	6	0.549492947882614	0.972130989630309
MF0034	Sequencing_Run	2014_Sept	0.126028880047224	0.394624831257632	43	40	0.751577918168687	0.972130989630309
MF0034	Sequencing_Run	2015_Sept	0.0714085359901949	0.424939835333597	43	40	0.870812684414523	0.972130989630309
MF0034	Sex	Male	-0.362292017040414	0.325394347956687	43	40	0.318344053362495	0.972130989630309
MF0034	Site	Ileum	-0.100214286945605	0.264829148507881	43	40	0.707709308542365	0.972130989630309
MF0034	Site	Jejunum	0.159914601005433	0.262343819022965	43	40	0.546671299828508	0.972130989630309
MF0034	Type	Mucosal	-0.0643248444238327	0.255463743831113	43	40	0.802630400327631	0.972130989630309
MF0078	Sequencing_Run	2014_Sept	0.0862978043976916	0.337603898884128	43	41	0.799715792212266	0.972130989630309
MF0078	Sequencing_Run	2015_Sept	-0.541180017728095	0.504350297124546	43	41	0.324624239202318	0.972130989630309
MF0078	Sex	Male	0.265829831660104	0.418649167155594	43	41	0.554844313467354	0.972130989630309
MF0078	Site	Ileum	-0.126269313603676	0.206311736177017	43	41	0.545198710227424	0.972130989630309
MF0078	Site	Jejunum	0.224184854529854	0.203914434356945	43	41	0.280520515160136	0.972130989630309
MF0078	Type	Mucosal	-0.376315733937826	0.209777343241591	43	41	0.0817291748888219	0.972130989630309
MF0035	Sequencing_Run	2014_Sept	0.134220021904951	0.315588217987218	43	43	0.675479730613031	0.972130989630309
MF0035	Sex	Male	-0.136190449983301	0.214283620884715	43	43	0.564381629349328	0.972130989630309
MF0035	Site	Jejunum	0.124533854379879	0.231608533085061	43	43	0.594795686619614	0.972130989630309
MF0035	Type	Mucosal	-0.158412128442183	0.2150919439508	43	43	0.46633553075898	0.972130989630309
MF0079	Sequencing_Run	2015_Sept	-0.42732894360996	1.37399452378326	43	6	0.76520945093169	0.972130989630309
MF0079	Sex	Male	0.615571353518096	1.16599685401053	43	6	0.617103558889618	0.972130989630309
MF0079	Site	Ileum	0.106065492261685	0.448286310217489	43	6	0.814553387973403	0.972130989630309
MF0079	Type	Mucosal	0.598866326150153	0.46283289135111	43	6	0.204642693614057	0.972130989630309
MF0032	Sequencing_Run	2014_Sept	0.626930120795178	0.747193673697633	43	0	0.408152434291038	0.972130989630309
MF0032	Sex	Male	-0.101615258151702	0.595854236610646	43	0	0.871824920015179	0.972130989630309
MF0032	Site	Ileum	-0.750103621633055	0.507934566589096	43	0	0.149850148843628	0.972130989630309
MF0032	Site	Jejunum	0.52099919487417	0.503345537727255	43	0	0.308800312275768	0.972130989630309
MF0032	Type	Mucosal	-0.518685516912139	0.486803000806329	43	0	0.293751538135709	0.972130989630309
MF0076	Sequencing_Run	2014_Sept	-0.595183472743221	0.638983728228787	43	18	0.35783315672258	0.972130989630309
