# Constructed from biom file
#OTU ID	TL1a_FP_162	TL1a_FP_88	TL1a_FP_230	TL1a_FP_89	TL1a_FP_234	TL1a_FP_128	TL1a_FP_129	TL1a_FP_287	TL1a_FP_86	TL1a_FP_198	TL1a_FP_161	TL1a_FP_266	TL1a_FP_197	TL1a_FP_159	TL1a_FP_132	TL1a_FP_130	TL1a_FP_90	TL1a_FP_195	TL1a_FP_158	TL1a_FP_231	TL1a_FP_284	TL1a_FP_267	TL1a_FP_269	TL1a_FP_288	TL1a_FP_87	TL1a_FP_196	TL1a_FP_131	TL1a_FP_270	TL1a_FP_160	TL1a_FP_194	TL1a_FP_286	TL1a_FP_232	TL1a_FP_233	TL1a_FP_268	TL1a_FP_285	TL1a_FP_85	TL1a_FP_127	TL1a_FP_193	TL1a_FP_265	TL1a_FP_157	TL1a_FP_283	TL1a_FP_229	TL1A_FP_626	TL1A_FP_677	TL1A_FP_674	TL1A_FP_678	TL1A_FP_625	TL1A_FP_630	TL1A_FP_673	TL1A_FP_675	TL1A_FP_627	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0	9.0	73.0	0.0	46.0	0.0	0.0	126.0	12.0	25.0	0.0	33.0	21.0	0.0	6.0	6.0	0.0	1.0	0.0	23.0	146.0	9.0	793.0	698.0	0.0	27.0	27.0	21.0	745.0	2.0	4746.0	1159.0	426.0	157.0	186.0	10.0	6.0	8.0	2.0	5.0	100.0	6.0	13.0	0.0	0.0	0.0	14.0	15.0	9.0	0.0	5.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.0	0.0	3.0	0.0	7.0	4.0	6.0	17.0	0.0	23.0	0.0	21.0	16.0	0.0	0.0	11.0	0.0	6.0	0.0	7.0	2.0	14.0	87.0	76.0	0.0	43.0	22.0	5.0	369.0	15.0	97.0	74.0	10.0	28.0	10.0	0.0	11.0	4.0	1.0	7.0	12.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	6.0	2.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	160787.0	50354.0	47860.0	130637.0	85298.0	37165.0	29170.0	63114.0	56726.0	52365.0	72695.0	46299.0	47454.0	16735.0	60860.0	51494.0	9117.0	46298.0	26075.0	52442.0	54908.0	42369.0	46651.0	67673.0	40244.0	39477.0	13325.0	73545.0	20945.0	54016.0	30636.0	5943.0	36251.0	41811.0	42412.0	55873.0	57201.0	54251.0	38554.0	74270.0	51009.0	34304.0	9029.0	1583.0	9056.0	4632.0	9100.0	8763.0	14069.0	9271.0	5617.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.0	0.0	0.0	0.0	5.0	0.0	0.0	8.0	9.0	1.0	0.0	0.0	0.0	0.0	9.0	0.0	369.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	32.0	11.0	1.0	0.0	10.0	0.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	11.0	134.0	398.0	24.0	5220.0	112.0	174.0	2125.0	128.0	22546.0	19.0	3416.0	3707.0	4.0	464.0	897.0	4907.0	1131.0	34.0	474.0	133.0	1633.0	15899.0	25297.0	19.0	10402.0	13730.0	1508.0	2658.0	1695.0	26348.0	57839.0	13158.0	13769.0	1132.0	270.0	680.0	774.0	1226.0	294.0	899.0	106.0	9.0	413.0	29.0	82.0	17.0	57.0	18.0	8.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	9763.0	34498.0	19184.0	9142.0	373.0	29883.0	13023.0	6272.0	33404.0	229952.0	3802.0	6350.0	10852.0	2240.0	5545.0	3670.0	4852.0	6056.0	2430.0	11837.0	3477.0	9956.0	2182.0	8306.0	72211.0	3827.0	1213.0	4207.0	4518.0	563.0	47056.0	1269.0	2553.0	6083.0	20842.0	16481.0	13048.0	387.0	2835.0	4188.0	24006.0	2671.0	4005.0	4131.0	4092.0	1516.0	1295.0	4750.0	4128.0	6564.0	10679.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales	308.0	14.0	6.0	806.0	57.0	18.0	24.0	809.0	57.0	532.0	285.0	297.0	428.0	26.0	228.0	585.0	355.0	12.0	46.0	10.0	433.0	112.0	531.0	1087.0	3.0	41.0	119.0	474.0	10334.0	9.0	2502.0	383.0	244.0	430.0	523.0	36.0	74.0	39.0	104.0	63.0	235.0	6.0	88.0	309.0	10.0	113.0	95.0	89.0	23.0	12.0	20.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales	0.0	0.0	0.0	2489.0	0.0	0.0	8.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	570.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	9.0	0.0	7.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	2616.0	210.0	291.0	1340.0	2010.0	1.0	3.0	470.0	125.0	0.0	1084.0	322.0	45.0	16.0	356.0	703.0	300.0	0.0	81.0	934.0	0.0	588.0	7775.0	103.0	31.0	3.0	15.0	609.0	14114.0	0.0	92.0	636.0	2538.0	3336.0	1.0	277.0	0.0	1.0	12.0	281.0	11.0	12.0	34.0	2.0	156.0	42.0	9.0	58.0	32.0	236.0	72.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales	1062.0	18.0	0.0	955.0	28.0	3.0	8.0	1032.0	5.0	1.0	1586.0	90.0	17.0	0.0	0.0	2244.0	572.0	0.0	4.0	0.0	0.0	47.0	27.0	308.0	0.0	0.0	9.0	37.0	20.0	0.0	349.0	9.0	7.0	39.0	1.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	45.0	576.0	10.0	467.0	46.0	141.0	4.0	5.0	18.0
