	Lyz2.04B.FP244.S41	Vil1.05B.FP57	Itg.02.FP409.S9	Vil1.01B.FP07	Lyz2.04B.FP243.S92	Lyz2.04B.FP245.S42	Vil1.01B.FP08	Vil1.14B.FP167	Vil1.06B.FP67	Lyz2.01B.FP208.S56	Vil1.09B.FP108	Itg.22.FP515.S18	Lyz2.05B.FP255.S52	Itg.24.FP528.S31	Vil1.04B.FP43	Vil1.08B.FP95	Vil1.09B.FP106	Vil1.10B.FP120	Vil1.03B.FP32	Vil1.08B.FP96	Itg.26.FP540.S44	Vil1.06B.FP68	Lyz2.08B.FP291.S89	Vil1.01B.FP09	Vil1.06B.FP69	Vil1.02B.FP19	Itg.26.FP539.S43	Itg.18.FP491.S94	Itg.16.FP481.S84	Vil1.03B.FP33	Itg.08.FP445.S46	Itg.24.FP529.S32	Lyz2.08B.FP292.S90	Vil1.10B.FP119	Vil1.04B.FP44	Itg.20.FP504.S7	Vil1.07B.FP79	Itg.24.FP527.S30	Lyz2.07B.FP279.S77	Lyz2.06B.FP269.S67	Lyz2.03B.FP231.S79	Lyz2.07B.FP281.S79	Vil1.09B.FP107	Itg.08.FP443.S44	Vil1.04B.FP45	Lyz2.05B.FP256.S53	Itg.12.FP469.S71	Itg.06.FP433.S34	Lyz2.02B.FP220.S68	Lyz2.05B.FP257.S54	Vil1.08B.FP94	Itg.02.FP408.S8	Vil1.02B.FP21	Itg.16.FP479.S81	Vil1.05B.FP55	Itg.22.FP516.S19	Itg.04.FP420.S20	Itg.10.FP456.S58	Vil1.13B.FP156	Itg.18.FP492.S95	Itg.12.FP468.S70	Itg.12.FP467.S69	Itg.20.FP505.S8	Vil1.14B.FP166	Itg.22.FP517.S20	Lyz2.06B.FP268.S65	Lyz2.03B.FP233.S81	Lyz2.02B.FP221.S69	Vil1.07B.FP81	Itg.06.FP431.S32	Lyz2.06B.FP267.S64	Itg.02.FP407.S7	Itg.04.FP419.S19	Lyz2.01B.FP207.S55	Vil1.13B.FP155	Itg.08.FP444.S45	Vil1.13B.FP154	Vil1.14B.FP168	Vil1.03B.FP31	Lyz2.03B.FP232.S80	Itg.18.FP493.S96	Itg.10.FP457.S59	Itg.06.FP432.S33	Lyz2.01B.FP209.S57	Lyz2.07B.FP280.S78	Itg.16.FP480.S83	Vil1.07B.FP80	Itg.10.FP455.S57	Vil1.05B.FP56	Vil1.02B.FP20	Itg.04.FP421.S21	Itg.26.FP541.S45	Lyz2.08B.FP293.S91	Itg.20.FP503.S6	Lyz2.02B.FP219.S67	Vil1.10B.FP118	SLCFP021	SLCFP069	SLCFP111	LYZFP304	SLCFP067	SLCFP051	LYZFP328	LYZFP317	SLCFP093	SLCFP091	LYZFP327	SLCFP073	SLCFP128	SLCFP092	SLCFP002	SLCFP019a	LYZFP316	SLCFP075	SLCFP049	LYZFP339	LYZFP315	SLCFP050	LYZFP352	LYZFP305	SLCFP127	LYZFP340	SLCFP129	LYZFP351	SLCFP074	LYZFP303	SLCFP003	SLCFP068	SLCFP001	SLCFP110	LYZFP353	SLCFP109	SLCFP020	LYZFP329	LYZFP341	SLCFP164	SLCFP163	SLCFP145	SLCFP165	SLCFP146	SLCFP147
Lyz2.04B.FP244.S41	0.0	0.9427492748625846	0.8137451638118528	0.8816488787323047	0.7487346316018483	0.3092094161845117	0.4075441566444887	2.842790268530402	0.40542191410854045	1.2878366867704834	3.0632009200435286	1.4632610062780267	0.6833795249853303	0.49484378362100356	1.0437501388963526	2.0835915696093523	2.8130677682439877	2.0627435694782568	0.16149234852676467	0.5166149013344922	0.4674636685450673	0.9291477238517641	0.42085145533158025	0.47779610019085517	1.1697739692075955	0.8671640686741415	1.4135025596615378	0.5187083741219085	0.313833575369216	0.3760309343756129	0.5731609127130846	0.7505531127403741	0.2430037869972632	2.8628953049143564	0.4171790592784095	0.6883459133281887	1.1200144808008403	1.0415956988852038	0.9571748274438968	0.8698246794705335	0.8005419261100605	0.718443417063925	2.4770936842720634	1.3638872619904412	0.4513121824531495	0.3779016884520268	0.31755127546171946	0.5846680385349301	0.5023684845271845	0.221177423628959	1.5450167071804342	0.7886555535776295	0.2030139681203109	1.385890347001405	0.13944538521373992	0.620737227326719	0.6590023059839561	0.24344757063759453	2.6002140930178586	0.7850403942219811	0.34697016462702973	0.5810391590691913	1.1546427605842344	2.8102791780993237	1.0092958406279948	0.8172037178973273	0.5919947943209176	0.4346146537136046	0.4520273491558043	0.5758708550251548	1.3519186934806557	1.2434753593076566	1.2739324784042252	0.7482739834347499	2.326297911017813	0.8670448906342848	2.258710747808224	2.600487989988934	1.3969885258842978	0.7555062630796412	0.48952340038657605	0.5269275724455774	0.622294364201982	1.309834608944095	0.955065550988271	0.5962314243429442	1.0552790635061042	0.7691434007688893	0.7949378680696667	0.5071289072238301	0.8489855046717047	0.5548658349472255	0.8870806066048867	0.8410793524359165	1.2615803911513566	2.0983483771988745	2.3497662087734685	2.341251703126124	1.9749546222120287	2.169521823389836	2.8503686929706014	1.870275591422131	1.9609137124316458	2.1005960306893887	2.416873037325856	2.4659586901233532	2.120103854913187	2.0604309718917437	2.298900137636576	2.192216977078299	2.5712387428372274	2.443402980029014	2.233751432286838	1.5015416974650582	2.184799790086248	2.012418328954188	2.1025608175552626	2.3983667658509336	1.9413362392057354	1.9300327541813287	2.8994788254140134	1.7681318670050385	2.2647088007982523	1.8883314557641395	1.5661706849315746	1.8527121597502438	2.398023772413383	2.7339057956721335	2.878412561417626	2.108129217594566	2.0649295581141973	2.5774749532720755	2.3562394772870805	2.384490289679785	1.947813681477293	3.457240948988284	3.5278599525708074	3.4348833339699674	3.128455125085763	2.831845945618088	2.860025007058904
Vil1.05B.FP57	0.9427492748625846	0.0	0.849581067689624	1.8108625596172276	1.6855466664810008	0.6425277474974882	1.1905872218216829	3.7240639405294433	0.5856441845725316	0.585629417779884	3.9950771886036893	2.265110893669095	1.6237129036041704	1.0524348956855458	1.7511200816644061	3.0130759627577635	3.7442217395678266	2.983057632934757	1.0769342032451596	1.3991299194761122	0.8222644960678823	0.10255421675642999	1.2267103073877632	0.7415157496969065	0.2486185418852172	1.7905935438413025	2.1831528966809524	1.4390982306044466	1.1441286810673086	0.8619087515319959	1.0754144651703341	0.8146535071623316	0.7509516721424347	3.7865381416502766	1.280286587565943	0.6786198338205691	2.0623112957638092	1.2364207195264199	1.7131396995864472	0.6785783078955208	1.7363889510829398	1.2001232916248863	3.4142189958109848	2.2361389782250884	1.054305801694698	1.2996174001777032	0.8418221515142685	0.8068478402340685	0.664774721073309	0.7855600038953453	2.408995387603999	1.0919856371531924	0.9560531993933042	2.3162769300908193	0.8400048871327976	0.8084115345748433	1.3348151305823797	1.0320199801962604	3.4690912087475163	1.4056003107834396	0.7860204973570131	1.2488920032033586	0.8070368876585929	3.720255407688493	0.7432265786087361	0.7326610281960789	1.3129550870182412	0.8317010421056404	1.0824739808542714	1.262479565498822	1.170380224396295	1.867665429062405	1.0978159318540368	0.25071139783240587	3.1313385953825157	1.6933212367617299	3.096932754466427	3.4903771061218496	2.3094225589140374	1.6418223478798677	0.7592185599311121	0.4614870352780609	1.5000939433949332	0.44622978031671595	1.6932636997395598	1.5343440734912652	1.9426034276724244	1.6813476423687856	0.26116221921711363	1.375337610814557	0.8580469223504151	1.0858816205265904	0.3920251475728563	1.2813580145934012	0.594915238779265	3.029958897961907	2.8150353782295645	2.8361237691099666	2.195323950939914	1.62956958914992	3.419135713561553	2.13664759309069	1.6316859367372694	2.5870515959755385	2.805973615238427	2.8017963213282133	2.3976784719185624	2.2916751808925455	2.7050276989520277	2.548256383641888	2.8280481324114337	2.9085924733369675	1.8139310402228657	1.6701848145976113	2.5353811811757154	1.7409691336351818	1.797381500066625	2.7680235994340787	1.3450545168704222	2.3214904113233925	3.320168515936149	1.2895116376958335	2.594021459164011	1.2857205740240636	1.6401217242226451	1.66005513905991	2.677903770152642	3.295457980244391	3.2678883473513594	2.228981057111481	1.23815528241069	2.9745596260330376	2.8594533714200954	1.8921500836662382	1.2515607261496544	3.7279809824617924	3.811807869979436	3.7413541888215023	3.400965453516513	2.943924442659533	2.913476992733101
Itg.02.FP409.S9	0.8137451638118528	0.849581067689624	0.0	1.5571104021707158	1.3961756096034614	0.7406993204538129	1.1990880258737342	3.1601320967582045	0.5436307654327764	1.4196905018129982	3.5153065319583074	1.5772158845901894	1.351135868928678	0.4714681007568554	1.0342864544600943	2.649478446925719	3.28746523669642	2.4357386499539055	0.8627231267550792	1.301650098538632	0.3719869458526148	0.7766130253710037	0.7519864723079589	1.0488706174603184	1.037082788802254	1.3703878680293915	1.4715821417647335	1.2651885528385982	0.7724142024205404	0.4736568129928566	0.4527282543415112	0.08993610382191361	0.625470734817116	3.271223460691297	0.8533816727161242	0.314045635852189	1.6843964849484758	0.39089970638627125	1.0493251744964633	0.20992185626335075	1.47687070694982	0.4603856978357462	3.0017672047165664	1.6357273384988793	0.5189368760627049	0.9736048405020518	0.5239341769231528	0.26070741141856624	1.022869100978874	0.8658191489921884	2.269566055491491	0.2889000658093366	0.9719966009056844	1.8396269907904352	0.6898886284668144	0.2548952443856805	0.6868717361180863	0.7043967382686032	2.9012420095795797	1.585214564297332	0.5040317186726151	0.6368998369783978	0.44970970579624786	3.206986704640817	0.312845781118824	0.12434159483597945	1.3983004562836794	1.0935539602634792	1.2318667754358825	0.6608927019934593	0.5478179486656485	1.086999404111283	0.4631217785247905	0.7724847314154839	2.581974938508001	1.1050521403977627	2.545931195164999	2.9122842583357818	1.7796068415606352	1.5187963853922082	1.081914827860787	0.6585041181079879	1.0509384986171086	1.2799838908124501	1.0139495765507711	1.2551578452839462	1.8056167471604347	1.2540544435421441	0.9383802167182822	1.281130548612993	0.05772296342650108	0.47313189364952973	0.48544690150700026	0.5237784387103267	0.7096763998603961	2.645860882858112	1.9686390663532862	1.9956110700881993	1.3717339687665115	1.40173561919369	2.5853884542053356	1.3008596353581146	1.1530438676988592	1.7415023469743394	1.9611206490090682	1.959766933175121	1.5717664447007766	1.4640170941723076	1.8559557338448964	1.702736860231047	2.000874346056776	2.060621913368857	1.4390726389511246	0.8465749153499116	1.6896706347301738	1.2245948156732256	1.3098448864951162	1.9228133037081738	1.2019575974985102	1.4720074910629561	2.4729117833816523	1.0009658835265662	1.7538869173042142	1.1653601985859552	0.849082045756981	1.0782580613308348	1.8438881057200665	2.458682304510203	2.422026012960347	1.4415765719030715	1.4868544192370892	2.1275494375939337	2.0145034123478296	1.5863006307195546	1.2775576184759467	2.905534573871759	2.9860096281511437	2.9098557848361515	2.5750571968586287	2.1693360510478734	2.163845860838544
Vil1.01B.FP07	0.8816488787323047	1.8108625596172276	1.5571104021707158	0.0	0.1640444391077363	1.178439889928871	0.681105000325605	2.212406585719133	1.275427286544296	2.056138904424428	2.2809421076965206	1.1473002029851855	0.2509466549773928	1.0943966886264664	1.0786174397108208	1.292457216117602	2.03243548790669	1.3454595212149532	0.7572805320664908	0.48628581117566616	1.2229865932526975	1.7979932040441262	0.8258673297687309	1.1697805276794935	2.0235952566595974	0.3664748218255161	1.1830291023010657	0.3787612514389859	0.7927926714052652	1.1230375524283094	1.1450719806620646	1.5005939626924072	1.1140652517722944	2.117153005824625	0.7098237204724337	1.473099620850399	0.36701447636191636	1.6107461524475215	0.9761315159198468	1.6800523984010007	0.11356947962021814	1.2294980078715696	1.6666186933630704	0.8933104077841407	1.044419939741687	0.6208976358179803	1.093389717855011	1.3354227762975759	1.2395373913724634	1.0388338731624622	0.858227356104	1.3910618892898525	0.8649386400275514	0.6980607010786628	0.9994616115331999	1.364067096605721	1.0026055013950914	0.8773945638507439	2.01108923750256	0.8349150876915591	1.1440601869661404	0.9886555757394011	1.9359699575880223	2.104044871168336	1.7959287298530398	1.606339552134173	0.6955347880688671	1.0879135308302106	0.8651179288634001	0.9641552631457654	2.04474031807665	1.3277603742304285	1.9828657254058675	1.5980716038096752	1.8889501967606086	0.7568477929402879	1.7612717684585515	1.962219324399417	0.774257740841027	0.27996975663688967	1.1691914676715087	1.3781277773622582	0.5756385850613197	2.13422931861401	1.0042017890851564	0.3041109817758073	0.3486166363748426	0.42276085455915385	1.6343824445542239	0.47275603570144004	1.5874394364837356	1.1182197793519049	1.7513915814929848	1.291395223945736	2.111251523720437	1.310598675953786	2.391111612485607	2.354176560417513	2.3153760557344474	2.9304950441567725	2.718917771787472	2.1864838823011263	2.647040636326087	2.138820758042164	2.535030233696553	2.6279506506528274	2.3593491136614992	2.3665461749950016	2.4060412243373395	2.369876975703448	2.795109576145142	2.4704546050648335	2.936500605874004	1.9709770946145193	2.3671394514485704	2.6524119191926334	2.7538389796286076	2.5361469421539646	2.7394840647697274	2.1061816552566865	2.93132211437151	2.530041494216908	2.462838576323773	2.685704238924924	2.079584599887964	2.4647347017320866	2.6189563078533236	2.6190710211255	2.943952309322635	2.513797388747587	2.923752461153885	2.6649818310466546	2.3495720468797305	3.1261366745195827	2.7705745403623805	3.5893424213138547	3.6448697676498916	3.5363573871138314	3.284769069402158	3.149535660744392	3.2269068670528243
Lyz2.04B.FP243.S92	0.7487346316018483	1.6855466664810008	1.3961756096034614	0.1640444391077363	0.0	1.0530476438349596	0.6086468317971712	2.2556388888567063	1.1355962547027794	1.964631372063008	2.3713229257496065	1.071852937605937	0.1467663187644879	0.9317873634569552	0.9416168608982866	1.3990836547900194	2.1248764856722238	1.3925185902136072	0.6167652184359428	0.4270040985105365	1.067169511951264	1.6681846255359485	0.663232508871904	1.0788160340502082	1.9024716461823787	0.2712000407399	1.091413032209461	0.28735556820794966	0.6356270736483075	0.9687933037930746	0.9829456980480281	1.3409060622233533	0.9742943375849515	2.1917555295369384	0.5466127297356791	1.3211343303556526	0.4124070633755472	1.4472868528256462	0.8403114805264137	1.5234631879480303	0.11549613476943495	1.0657306197204253	1.771011269723476	0.8459261532940138	0.8826605031867566	0.4700296848108095	0.942271983207169	1.1779451394190623	1.1446577996656935	0.9233646984411663	0.9877886399855563	1.2272712033346014	0.7573164701607518	0.7230565106639265	0.8600734616489677	1.2068578226447768	0.8405593941434855	0.7246311057786562	2.0425260603116624	0.8421992814001781	0.9949049332402804	0.8250611766289435	1.7794181510696268	2.1708345085092424	1.6391701404412817	1.4482562433451922	0.6703839671152281	1.003008806189638	0.8027715708923726	0.8006494653115341	1.8820328799592903	1.1931944818647635	1.8199896075909567	1.4739196634469711	1.8915299246273598	0.6215556665833717	1.772917794270398	2.0007612783077335	0.7711436908160617	0.31795383997884447	1.0822310688423484	1.2482363051300296	0.41939406760265296	2.026120226245316	0.8650223761748494	0.1535283902924031	0.4840928766233342	0.29011655494055255	1.5218759485988345	0.408451883841843	1.426505715162227	0.9557784942451851	1.6056282193427016	1.1306315168404926	1.9631231503243516	1.4119141169928593	2.2769503956876687	2.244484143407779	2.1671254780704836	2.7706936279848153	2.635000941420965	2.0394651403680695	2.4842087603899814	2.0218904014029166	2.4118350340507297	2.499458045292279	2.220926784202301	2.221136245456102	2.2826678129407547	2.237955295643708	2.6602746622395688	2.3586257685641447	2.775058678062271	1.8120643344006897	2.2345344028531695	2.4917173568590565	2.5928404469919726	2.4101972595344208	2.5813481895350665	1.9719678562990293	2.821891297207393	2.3703581546287347	2.3295440889454655	2.5290165438193157	1.9189959006520654	2.3046108189673724	2.483512296831718	2.5310839305187507	2.829689123600068	2.3614587996994594	2.77752771641403	2.546215074355034	2.241661005970003	2.9633087368767894	2.6176474618547108	3.4686092707990386	3.526280340069221	3.419450319113412	3.1598840150126755	3.006631410275833	3.0796543722755914
Lyz2.04B.FP245.S42	0.3092094161845117	0.6425277474974882	0.7406993204538129	1.178439889928871	1.0530476438349596	0.0	0.6045836215854035	3.120739549093966	0.2167510430664955	1.005549210292153	3.3596761519112377	1.7313372550708415	0.9830833360802442	0.6152241330355063	1.2694729030812135	2.372046698847232	3.107370859528899	2.3668288035224765	0.46003921058853847	0.7684267838086236	0.4664047936426112	0.641157292146839	0.6638407675045118	0.3525642141148197	0.8733930337839845	1.1752511241113757	1.6689851972042649	0.8050602372194674	0.5729565849552253	0.4264019339648896	0.6811828720806035	0.6802441836926355	0.1842067549374845	3.158291858954509	0.6958793292603711	0.5791127770962694	1.4253712636523364	1.061989561716039	1.1934667543134259	0.7199537095683561	1.0984726552448667	0.8253181349473783	2.7730688235281207	1.6556509055894313	0.5920318563949849	0.6726462355826248	0.37026818267318184	0.5487985146099597	0.31622349746483	0.16409222668089246	1.7905518096525794	0.827409810617341	0.3527603615566719	1.6905534203074104	0.24479631064335625	0.5802225056235617	0.8533105316704639	0.46905025857654636	2.872893186369124	0.898394048753797	0.3487999681851301	0.7704349962123458	1.0031908192878278	3.0974755250065886	0.8656698997966158	0.6974097742263494	0.7530629107009056	0.35940200924078586	0.5392923228009824	0.7743831167090895	1.263954140138582	1.437743108495172	1.180556337991935	0.47011100026164193	2.5678839066505375	1.1401859297364267	2.5153572337076784	2.8852231983909955	1.7007177184238922	1.0207192715250972	0.36404177806713595	0.28804881688451156	0.9149972165128234	1.011639347196482	1.1853228577452133	0.9019513276905206	1.3183122324239578	1.0745242142902232	0.49103239162310935	0.7641583897006419	0.774123189295128	0.6743457949832398	0.651942689800192	0.9509436791396391	1.0296021146952674	2.3892042520099666	2.504609653895747	2.504092827935744	2.0387320584610356	2.001352822297138	3.042328059623209	1.9481664061310875	1.850820846569514	2.264369921941788	2.545876976854411	2.5795515789072607	2.2162161074340383	2.134637051791809	2.4352344945949707	2.3084042620903173	2.6606691049113924	2.6003480269881436	2.103973974862649	1.5335958945559058	2.2997271309651053	1.9257902576774237	2.006977520019166	2.5217113938086593	1.750162355498987	2.0565323357788845	3.045242408821887	1.6088906307075217	2.3712906647616405	1.6962404533428281	1.5723866644727054	1.7874303124492374	2.4930559761470983	2.9239356348651078	3.01425951064583	2.139584353806197	1.8082784480052088	2.71262272586412	2.52520921263755	2.229780452561891	1.7301456239671116	3.5622068138974234	3.636988145456747	3.550427655363166	3.2302538804509844	2.8797389795188786	2.8878009319426394
Vil1.01B.FP08	0.4075441566444887	1.1905872218216829	1.1990880258737342	0.681105000325605	0.6086468317971712	0.6045836215854035	0.0	2.831227043767709	0.7469443458209143	1.3777770847881243	2.9494003098024115	1.5703081135716797	0.5763013027228369	0.844691861583639	1.2564433369129484	1.9345086232389854	2.695451114266874	2.0011211350282165	0.37681184999359696	0.3270481788861001	0.8334761504169861	1.1903170813592872	0.6981882295576621	0.494496848432201	1.3847634849496016	0.8206149945751702	1.552988303932397	0.3424697096306402	0.5522912586111701	0.7344544231141358	0.9031515211521927	1.1271166803793182	0.6308786859901537	2.78070670168438	0.6140907818911526	1.0235866301135612	1.011139381853728	1.404871753349667	1.1695611289551475	1.2499050503018034	0.6346828761430876	1.0699134144441385	2.331038488955382	1.4016685334555092	0.7883357345824399	0.5276309340303991	0.6777268347000746	0.9514168168352428	0.5730231157527174	0.4504504223719785	1.3124238447247836	1.1530537758938662	0.2545561294254247	1.327959410342171	0.5172036211655425	0.9783981569844715	0.9502401820723974	0.5435964018073187	2.608951468008691	0.4332653945320044	0.7011524568109996	0.872721839971509	1.501367856062846	2.748898649235218	1.3647497526381398	1.1991442795338365	0.21942481821596857	0.42881196521272597	0.23256036380047068	0.8588988649180783	1.720477544724005	1.4945328749862008	1.6495678918763605	0.976787994850588	2.3933976574248885	0.9930002509018117	2.302050897203586	2.588640023968557	1.3684774777170532	0.4694794865059247	0.49580120249467124	0.7885916013307063	0.6943206675287005	1.4698160526650195	1.1770317456001425	0.497510057085304	0.7816336719569503	0.7564453708396824	0.9909479188674726	0.20879948578218177	1.2275433642644837	0.8843239262173272	1.2232103907578127	1.1502083942735375	1.584589627661807	1.9594228033598742	2.6173646910561827	2.603440702414161	2.3191870927747975	2.5182394394708614	3.0707116324872397	2.206579671280878	2.3275081599285734	2.3523597926151316	2.7092396066698115	2.7666785912511007	2.4134422396076287	2.3860119526832633	2.5802622243102866	2.495209215355901	2.8860659430697675	2.7055760314567325	2.587819681799763	1.8660536971818014	2.4873152050105953	2.36051404492757	2.4530129535406733	2.6936729580602363	2.2907823612582496	2.22300109667571	3.1687284218876495	2.1202454844185423	2.5772078393739752	2.2276259288800118	1.9272524557437396	2.1965664062593406	2.710282028651824	2.956843644088293	3.1560403510169803	2.4696325753594257	2.368567749645543	2.859514547251131	2.6067624696171903	2.7552807964615758	2.271657441092078	3.746734225106922	3.815662023400553	3.719027646803422	3.4262107341013435	3.159256199972006	3.201013522372402
Vil1.14B.FP167	2.842790268530402	3.7240639405294433	3.1601320967582045	2.212406585719133	2.2556388888567063	3.120739549093966	2.831227043767709	0.0	3.1688519344537966	4.100658503234966	0.7731676006298355	1.7631826777336672	2.2566894808009472	2.784183383533216	2.2188401369830584	1.18015548108001	0.7425536229081549	1.0723156328163848	2.7417372572290324	2.5412619364372095	3.010054394109088	3.7050503801717234	2.543271780270411	3.2606474489079127	3.968792805070937	2.120470829209517	1.8564905829672254	2.489556504026784	2.6774318749585193	2.951864377594064	2.826737495469446	3.158440790431432	2.983719217263153	0.5297067488476339	2.52388086483521	3.272949124542475	1.8541045668882818	2.992762665111676	2.1277751603882775	3.335559341716395	2.2161414460997677	2.713720386524343	0.9816709402339295	1.6936545246893147	2.7776677332048476	2.4669894085607904	2.9558365264429844	3.076168941370971	3.2962766435577295	3.027245808878586	1.9720055770183698	2.916661987800903	2.9325155265650245	1.5641353674115241	2.932306798598982	3.107580831590982	2.5114633807928546	2.7766715204935335	0.2726095169489621	2.9407010525436785	3.016149822431559	2.6093771076358334	3.5929434312106703	0.34943347693455407	3.4673748225874075	3.2582860725025964	2.841034251405114	3.152024590310908	2.9690956517028235	2.592090261949752	3.4801614929705162	2.216520705754778	3.4340861626434074	3.5673298574755274	0.7998699305188639	2.1962606223873036	0.7001166174802248	0.3112203894012183	1.614968928058381	2.442431217226915	3.250295874156274	3.3411439822635156	2.380231159381143	4.1262910319002675	2.1699388147759158	2.3619762811895297	2.244084701803077	2.218518983456714	3.5981171627015986	2.6420716551183223	3.1950675067311476	2.8009972703004027	3.5388116822644546	2.788801323634028	3.8585991700267055	1.1182214523751761	2.403198414170382	2.279146775557506	2.9358692481317625	4.36993290298254	2.1224368719889397	2.8316415976521245	3.934055729437562	2.4091235095928343	2.6194440955596368	2.808303174890231	2.9925492774958453	2.9949324793487206	2.600957494261335	2.687610835290843	3.0629342233946906	2.4386926167893304	4.256291534792725	2.9780075236535968	2.71113754307074	3.934184732525097	4.026793730266475	2.687290583136825	4.255681165546284	2.611703647190835	2.6933770356741213	4.024006540495387	2.744672508097875	4.247066642709418	3.1799023528685586	3.7510154562935267	2.951245534683609	2.146636004465403	2.793091076533572	3.156598751585015	4.625913317424086	2.6644308225525966	2.311998186384466	4.403711347896259	4.400912324213873	3.4988668435074817	3.4883099330124954	3.3624722451595632	3.290033010426896	3.58353670414655	3.7118211948807995
Vil1.06B.FP67	0.40542191410854045	0.5856441845725316	0.5436307654327764	1.275427286544296	1.1355962547027794	0.2167510430664955	0.7469443458209143	3.1688519344537966	0.0	1.0432156345012598	3.4322395283066354	1.6923683688072821	1.0796268629046868	0.5014477112283873	1.1967360790404447	2.4733419484514623	3.1863906257463857	2.400736069313303	0.5194894151449979	0.9163090970473948	0.2971657002224696	0.551540199245119	0.6456478412859622	0.5076554912886189	0.8144332255798664	1.2140774254092168	1.6180912094015187	0.9199819384207466	0.5616172987155852	0.29716989832644414	0.544933317967656	0.47701551142738075	0.20750427816850128	3.2192946854036344	0.6953246417609094	0.3633705599574276	1.4995747318486377	0.8785345729355699	1.1522564697595725	0.5244271440357815	1.1979355827499583	0.6978615007061482	2.8607794334437693	1.6515925136403042	0.4902956908957441	0.7353774374090938	0.2638690126716639	0.35420560330324086	0.48069249903985767	0.3572745159866411	1.9451572243456736	0.6566067743969117	0.4958833263373544	1.7395444833546072	0.27685173911709793	0.3794564469249485	0.7769978292963293	0.4500846872579739	2.9179618663807143	1.086325819674843	0.21578924474057737	0.6853650002801194	0.7938480361086165	3.1616347784994137	0.6551198364136781	0.496471068554147	0.9240575531566817	0.5569093431857237	0.7269235143941969	0.6953007507233002	1.0545972962778831	1.34647103825483	0.9744095526842514	0.40660850860857733	2.614671151305252	1.1110019020088422	2.5628995511382238	2.925046699542932	1.725431748008695	1.1524598874743344	0.5385438103901269	0.19521970585997367	0.9179378275618202	0.9967269032854738	1.1347701129562437	0.982605454086023	1.4581710382394157	1.1026323153114994	0.5241964661314038	0.8875798472425194	0.5708449841827411	0.5466179380749493	0.48490475015077844	0.7986233357975688	0.8583974662158955	2.484609367393865	2.3792481391793743	2.389000531570645	1.8746133549102455	1.801311952929222	2.944270450108038	1.7887292894952493	1.642761532458304	2.134021316355746	2.4077709026092933	2.4285698758505014	2.0429912464798563	1.962675152773411	2.293995864982986	2.161143437855617	2.49605445185387	2.4728945461738165	1.8952771174390526	1.3606459953045955	2.150124848275892	1.7117695236421717	1.7937615835358152	2.3778482574416313	1.559418721856431	1.910035640625048	2.9107523379098725	1.4055736975726292	2.2229923607883815	1.5038091457292426	1.3810777665736385	1.5730634766735656	2.3310848555755133	2.8214522978463497	2.8728913851117834	1.9671591593454056	1.6596676642586026	2.5729038028306093	2.405483612308268	2.032705846828957	1.5505102637646975	3.3959864732755753	3.473796520401941	3.391028934998937	3.0660571249794484	2.6924674819116827	2.697048533633403
Lyz2.01B.FP208.S56	1.2878366867704834	0.585629417779884	1.4196905018129982	2.056138904424428	1.964631372063008	1.005549210292153	1.3777770847881243	4.100658503234966	1.0432156345012598	0.0	4.297188290448763	2.7182631825136876	1.9084386033725922	1.5416191223833913	2.237223190179055	3.269514884551004	4.038244204758819	3.337688366542437	1.4190481311537193	1.622738669870268	1.3179364923635022	0.6581094815279914	1.6599438005468194	0.8873015682910271	0.477807342087741	2.126393840821172	2.652445268764468	1.6911579187659056	1.5391211176762862	1.3272637140634147	1.5692024246918785	1.3732840550396705	1.172467159064909	4.116832970968215	1.6798608155711017	1.2010540267175598	2.362255651839639	1.8020260474047582	2.186751356738512	1.26015257133962	1.997146312209006	1.7269096101640684	3.683813505520234	2.6430270093155848	1.5272266260067577	1.6618695401535137	1.289709273117753	1.3308282465760597	0.8234881710746259	1.082824486929362	2.5597073666984778	1.6384959450710037	1.2114355773860987	2.6570955187266843	1.2264685977457188	1.3326507007548711	1.819326812775779	1.4325470834681888	3.8557151739001676	1.4353418390669312	1.2385690268848355	1.723105673793647	1.3478154337188875	4.058564969592828	1.303070351542131	1.3076727426900254	1.4261723604707424	0.9806679063667084	1.2158509684443877	1.7314291350469944	1.729383378600189	2.3870347808764345	1.6653537090435213	0.6722422910965081	3.5336839235104414	2.1195899993314637	3.4913838178384453	3.872691910251988	2.6750431912605075	1.8321618423568178	0.8887249291074247	0.8769865550439166	1.8759934277751213	0.2708612740317281	2.173054984048332	1.8273349602860651	2.1124363605888767	2.0294728154433908	0.542102101387145	1.5858829185554968	1.4267450395810324	1.5760570339284274	0.9714059479825011	1.799204482449047	1.0825157840286914	3.2978728396265873	3.379684011885261	3.3981766978548458	2.7770561139068697	2.055726275901117	3.9706400999807143	2.7158642586252637	2.1450103854874234	3.13914053645087	3.3802606713701895	3.3775955680089584	2.9556913838264722	2.8654315465566467	3.273029149502926	3.1223150732523606	3.4050120509036623	3.4724296240266774	2.2797095595089476	2.251088362028082	3.1087444498110686	2.2463204070205225	2.2945973971555422	3.3424843550437595	1.7720450881926395	2.886829098241148	3.891805298069312	1.766576148795618	3.172130905593756	1.7036100642199459	2.2139285113044744	2.181153316543625	3.2538578900964383	3.8469467883097157	3.8413187219546927	2.811720979335219	1.482164065372063	3.54685523274402	3.4172046213174316	2.3448468138144856	1.608938890425947	4.298750602541666	4.384207212243626	4.31425986824937	3.9749424595725156	3.508444884400222	3.476574959570317
