KO	Global_Test_RSQR	Global_Test_Pearson	Global_Test_Spearman
K00248	0.952502811449	0.976891794333	0.980772677957
K00634	0.977839961281	0.988976419216	0.961521588395
K00929	0.974510832205	0.987299175402	0.956634542369
K01667	0.965198598752	0.982802056816	0.799952827964
