KO	R^2	PearsonCorr	PearsonPval	SpearmanCorr	SpearmanPval	MeanAbsDiff	StdAbsDiff
K00248	0.962929397193	0.982309317677	6.80062080519e-63	0.983508656069	3.65212282617e-64	0.0108030063817	0.0100445752517
K00634	0.983362499483	0.991660496948	1.57394612721e-76	0.954143847097	9.06301110055e-46	0.0173622835992	0.0203460263679
K00929	0.97999457783	0.989973974794	3.48161954552e-73	0.954860865433	4.74440548121e-46	0.0198521393713	0.0223422180303
K01667	0.965198598752	0.982802056816	2.09705735815e-63	0.799952827964	2.51868911289e-20	0.027400364264	0.0414184286265
