feature	k__Bacteria.p__Bacteroidota	k__Bacteria.p__Firmicutes	k__Bacteria.p__Proteobacteria	k__Bacteria.p__Verrucomicrobiota	k__Bacteria.p__Actinobacteriota	k__Bacteria.p__Desulfobacterota
TL1a_FP_66	2.67064840421838	1.49387702624972	1.76724953444229	3.11734470179323	-8.09160669394824	-0.957512972755375
TL1a_FP_143	3.6882494063186	2.15591465950459	-0.448509631752005	0.579993090729078	-5.43407128829615	-0.541576236504115
TL1a_FP_100	3.41835154906975	2.40878947825809	1.38350676111698	1.06358435653382	-7.37866974821792	-0.895562396760721
TL1a_FP_99	3.6919147305809	1.51454352584539	0.140313517166396	1.76588081153038	-6.97445593120007	-0.138196653923
TL1a_FP_246	2.92225841712529	1.90612278118208	-2.34246769442765	4.41359610064691	-4.05726612251958	-2.84224348200706
TL1a_FP_78	3.12289053928149	1.46688841274134	0.335357864418044	2.93701469878571	-7.82972139438702	-0.0324301208395508
TL1a_FP_210	4.73382214438367	2.73785840711216	-1.58920570299244	3.30986429855911	-3.02842246556667	-6.16391668149582
TL1a_FP_208	1.63964961729363	3.49903650378302	1.19586564488333	5.9475907716886	-6.14107126882429	-6.14107126882429
TL1a_FP_101	4.24704793551295	4.97400423249483	0.286811706597957	0.756630680686672	-6.23085956631432	-4.0336349889781
TL1a_FP_244	4.09401660882929	2.0453319694491	-2.64601591278004	4.61731370469679	-5.47922925683626	-2.63141711335889
TL1a_FP_63	3.40623126939673	1.48823367201435	0.122471751078166	2.59320865447029	-7.43708774492953	-0.173057602030004
TL1a_FP_243	6.73579392989175	4.07834137097512	-4.39594431942984	2.37369765742266	-4.39594431942984	-4.39594431942984
TL1a_FP_170	3.75631685342249	1.37992970048031	0.605059139582311	1.06719972401471	-7.16895593766842	0.360450520168596
TL1a_FP_205	4.57690790711012	2.7178145602954	0.845360705299712	3.86944774898634	-6.00476546084579	-6.00476546084579
TL1a_FP_73	3.25157182324621	1.68266457248253	0.542355781149229	1.91021796655116	-7.19220306320553	-0.1946070802236
TL1a_FP_139	3.92933725421966	1.76010803102398	-0.566988989764573	1.35401026891125	-6.85855812932289	0.382091564932573
TL1a_FP_169	3.30429614195857	1.33619601420636	-0.0734094257819747	2.37866590835856	-7.22175516968204	0.276006530940527
TL1a_FP_61	3.26593413713614	2.18230379122542	0.187188839395593	1.70571996566247	-7.50811429556797	0.166967562148361
TL1a_FP_241	6.5832364984134	3.77730524808465	-4.34090180132113	2.66216365746533	-4.34090180132113	-4.34090180132113
TL1a_FP_97	3.47202623395532	1.44377016413881	-0.420191362531609	2.37040189481722	-6.99805272025266	0.132045789872922
TL1A_FP_641	1.38496747011325	1.29962276017609	1.74667559786431	3.125956604919	-4.53852409340853	-3.01869833966412
TL1A_FP_689	1.61599071227484	1.48931305054377	2.3626693850887	3.81360660247068	-6.22981679036297	-3.05176296001502
TL1A_FP_638	2.80999904005009	2.21748423395203	-0.341165890081521	2.61650418265801	-5.84242410062625	-1.46039746595237
TL1A_FP_640	0.753818558732148	1.58561855591426	1.52918520011072	4.18762298127564	-5.80579667876109	-2.25044861727168
TL1A_FP_685	3.37018185972789	2.17905980626132	0.12795722289995	1.40889106836201	-5.92413194602447	-1.16195801122671
TL1A_FP_686	3.77217045930423	1.69752864587965	-0.299166804860834	2.03790835161713	-6.37680904820987	-0.831631603730306
TL1A_FP_639	2.97887038340356	1.98748967220097	-0.191597557158127	2.34776323594019	-6.20286473156229	-0.9196610028243
TL1A_FP_687	3.47557173074768	2.86864905304726	-0.564168697439565	1.64744461734875	-6.18456956315671	-1.24292714054741
TL1A_FP_637	3.48529341111744	1.58848913262724	-0.567913450188725	2.59564184309131	-6.1846845478553	-0.916826388791968
TL1A_FP_688	1.65779998205195	1.58770047449669	1.42806290100189	3.21512930280165	-4.32541635619954	-3.56327630415264
