feature	k__Bacteria.p__Bacteroidota	k__Bacteria.p__Firmicutes	k__Bacteria.p__Proteobacteria	k__Bacteria.p__Verrucomicrobiota	k__Bacteria.p__Actinobacteriota	k__Bacteria.p__Desulfobacterota
TL1a_FP_140	4.51662255479593	2.46623351143703	-1.40807212785715	2.469225517796	-7.40452421647618	-0.639485239695634
TL1a_FP_207	4.49664610049751	3.81639650797359	0.23078520587861	3.63973225374764	-6.09178003404867	-6.09178003404867
TL1a_FP_65	3.33033610932619	0.817729293229392	1.1764974527987	3.41063452740353	-7.99645252995893	-0.738744852798883
TL1a_FP_64	4.00936126852603	0.660409328704229	0.844555703522813	2.52404335811204	-6.84892593731236	-1.18944372155274
TL1a_FP_209	0.651884666145745	3.10221616840576	1.75079966406393	5.81298408141855	-5.65894229001699	-5.65894229001699
TL1a_FP_206	4.80306486131691	3.3495781216203	-0.0484661460504492	3.76496351811445	-5.93457017750061	-5.93457017750061
TL1a_FP_242	6.55267819671259	3.94646888813426	-3.80801265933612	2.31118525428141	-4.50115983989607	-4.50115983989607
TL1a_FP_77	1.99068292217255	1.28701787385431	3.00216253777034	2.48810545264497	-7.57319748504688	-1.19477130139529
TL1a_FP_245	2.51763938964427	1.63314703626367	-1.51651362528791	3.59973392081186	-3.33261216282124	-2.90139455861066
TL1a_FP_76	1.95125892581608	1.73591538633217	2.54979923273555	2.53350074843687	-7.48852511002279	-1.28194918329787
TL1a_FP_102	3.96229936363692	3.48829798420498	-0.834958583728071	1.01985328224037	-7.0170434904447	-0.618448555909495
TL1a_FP_98	3.89238585895581	1.28579005852877	0.209941422011959	2.32395948297689	-7.03927363510243	-0.672803187370993
TL1a_FP_75	3.25365521198671	1.74398929142496	0.73034618182936	2.01168633866696	-7.48330652120064	-0.256370502707349
TL1a_FP_173	2.85535239565825	1.47270917810329	-1.82324525888466	3.16188227566439	-3.72567029600023	-1.94102829454104
TL1a_FP_141	3.86719602860771	1.34822876315324	-0.0572520822981709	1.88069827403623	-6.9189634227789	-0.119907560720105
TL1a_FP_174	3.12735218925052	1.5738803186762	-0.0143284557626292	2.49846227543169	-5.01513785570759	-2.17022847188819
TL1a_FP_144	3.69051818132758	1.49875444296562	0.0274629162947409	1.01798358269738	-6.12207318538374	-0.112645937901582
TL1a_FP_142	3.89242191268097	2.56242162990119	-0.881600701805039	0.079810465349586	-4.6833126864155	-0.969740619711195
TL1a_FP_62	3.76243073639524	1.52141176197889	0.152950814483594	2.19859806975974	-7.324653428714	-0.310737953903467
TL1a_FP_74	3.63720095397944	2.11077625851117	-0.0663134104159897	1.76254018321831	-7.15971803628476	-0.284485949008179
TL1a_FP_172	4.64507202866706	2.82897445464044	-2.12730683871698	-0.110255589636426	-3.95185613076803	-1.28462792418607
TL1a_FP_171	4.04203233818431	2.09698641193227	-0.358613912814512	1.38871805926763	-7.71169583332994	0.542572936760239
