metadata,feature,value,coef,stderr,N,N.not.0,pval,qval
Site,17bccd87573679acdd1eda74fc49bde7,Distal_Colon,-1.780727389,0.1829443563,138,113,9.17E-16,2.00E-12
Site,4c8288bfbd76958c0c094d87b97650f8,Distal_Colon,2.15487595,0.2655012446,138,113,2.67E-12,2.91E-09
Line,b818498a79e2d7a40cdaf0d29b43c7c0,Vil1Cre,-2.819665957,0.3141016482,138,103,3.53E-11,2.56E-08
Line,c4bb856f00469484de24c5d7e0a221b6,LyzCre,-2.680193702,0.3253159711,138,53,3.56E-10,1.94E-07
Line,ad4e760fa406db6470c29766422a47d2,JJWT,-5.873636116,0.7336282029,138,84,6.19E-10,2.69E-07
Line,4c8288bfbd76958c0c094d87b97650f8,Vil1Cre,5.553422694,0.7302299387,138,113,2.77E-09,8.62E-07
Line,078adee61a27c0b09155d2f8a79114e3,LyzCre,2.143021638,0.2800866335,138,20,2.51E-09,8.62E-07
Line,be50260bd56c9b191a9e0845fc908179,Vil1Cre,-1.442837852,0.1918042518,138,119,4.45E-09,1.21E-06
Site,1355705d5f5537fdd6063e8aef08650d,Distal_Colon,1.358881446,0.2156908309,138,17,1.04E-08,2.27E-06
Site,483176e085c4e4eeee22409a02f2c0ef,Distal_Colon,-1.088663782,0.1721273963,138,103,1.02E-08,2.27E-06
Site,204736c3bd4a4c1f840e9fc99a5155d2,Distal_Colon,-0.8323086737,0.1329334143,138,122,1.40E-08,2.77E-06
Line,20b86a0cfa5df6fb3f9afef5cf2f0151,JJWT,-4.983763873,0.7087936462,138,80,1.56E-08,2.82E-06
Site,564a2d40353ba6af46b47a2d367a3d56,Proximal_Colon,0.9136319254,0.1479401492,138,128,2.01E-08,3.36E-06
Site,fbbeae3dceada6928b2cdc472f5d9901,Distal_Colon,1.837823558,0.3027678272,138,67,3.01E-08,4.67E-06
Line,978c4b2965a576a78cac987d12c9e0a0,JJWT,5.419893704,0.8019823063,138,49,4.27E-08,6.19E-06
Line,7f2a284a722c1b4a8d548cf5635d9d6e,JJWT,-4.134027834,0.6236613695,138,53,5.16E-08,7.02E-06
Site,028e2c1b650e2e2b5847154a153e0166,Distal_Colon,1.858475211,0.3142385329,138,63,5.89E-08,7.54E-06
Site,a8bb13e9e2b548216ed9a9619c1767a0,Distal_Colon,-0.936938542,0.1598877751,138,103,7.18E-08,8.68E-06
Site,6d5171bbc6ef97262119e6d152d82164,Proximal_Colon,-1.64603076,0.2826265821,138,87,9.12E-08,1.04E-05
Line,978c4b2965a576a78cac987d12c9e0a0,Vil1Cre,3.040240329,0.4730385882,138,49,1.29E-07,1.40E-05
Site,977eb5e61f5d9a0c3618c4f129859cd3,Proximal_Colon,0.8418127154,0.1471135117,138,123,1.41E-07,1.47E-05
Site,f80a7e9c950f857ec31ac4d0cc9c6a03,Proximal_Colon,-0.6550787411,0.1152178946,138,114,1.66E-07,1.64E-05
Line,c8433912bf1d2d7d9dd177739211ae41,JJWT,-4.514085688,0.7136908203,138,106,1.82E-07,1.72E-05
Site,17bccd87573679acdd1eda74fc49bde7,Proximal_Colon,-0.9792452666,0.174948723,138,113,2.38E-07,2.15E-05
Site,5756e2e2f97499253c4280eeb7413ca6,Distal_Colon,-0.7471703764,0.1339225852,138,32,2.67E-07,2.32E-05
Line,fbbeae3dceada6928b2cdc472f5d9901,Vil1Cre,4.087447581,0.6682742908,138,67,2.96E-07,2.48E-05
Line,9558d82710beac18e454f983c9db7cca,Vil1Cre,-1.152385294,0.1888538365,138,129,3.26E-07,2.62E-05
Site,8b317947d610fc3e351d94e2466ab1ab,Distal_Colon,-0.8504779974,0.1574758842,138,105,5.35E-07,4.16E-05
Site,691f2dbdac94ad2f7e2486ab73a772af,Proximal_Colon,-0.6070699463,0.1128965266,138,120,6.22E-07,4.60E-05
Site,292a57429f3bed0adc53c07dc4c62c9f,Distal_Colon,-0.6552354518,0.1219134454,138,119,6.34E-07,4.60E-05
Line,e48fb994a13cc5f14b93bd94b4dd8725,JJWT,-4.364097289,0.7564557268,138,75,8.97E-07,6.30E-05
Site,f745d265f36ea7eac26d97280e690796,Distal_Colon,1.544261088,0.2930077436,138,56,9.36E-07,6.36E-05
