#OTU ID,LYZdtt342,LYZdtt351,LYZdtt364,SLCdtt050,LYZdtt308,SLCdtt110,SLCdtt075,SLCdtt022,LYZdtt366,SLCdtt019,SLCdtt070,SLCdtt005,SLCdtt002,LYZdtt354,LYZdtt328,LYZdtt330,SLCdtt021,SLCdtt114,SLCdtt111,LYZdtt356,LYZdtt368,SLCdtt095,SLCdtt074,LYZdtt367,LYZdtt304,SLCdtt024,LYZdtt317,LYZdtt305,LYZdtt319,LYZdtt329,LYZdtt306,SLCdtt113,SLCdtt004,SLCdtt092,SLCdtt112,SLCdtt020,LYZdtt355,LYZdtt343,SLCdtt128,SLCdtt076,LYZdtt341,LYZdtt344,SLCdtt051,LYZdtt340,SLCdtt096,LYZdtt318,LYZdtt332,LYZdtt363,LYZdtt365,LYZdtt320,LYZdtt315,SLCdtt078,SLCdtt052,SLCdtt069,SLCdtt129,SLCdtt109,LYZdtt352,SLCdtt054,LYZdtt353,LYZdtt316,SLCdtt006,SLCdtt093,SLCdtt077,SLCdtt132,SLCdtt001,LYZdtt303,SLCdtt130,SLCdtt068,LYZdtt307,LYZdtt331,LYZdtt339,SLCdtt003,SLCdtt053,LYZdtt327,SLCdtt067
978c4b2965a576a78cac987d12c9e0a0,0,0,0,285,0,10,3,40,0,13,13,2,53,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,4,0,0,0,27,0,2,0,0,97,0,0,0,111,0,0,0,0,0,0,0,0,2,3,25,31,5,0,0,0,2,4,41,0,0,3,130,0,0,0,0,0,17,0,0,27
f5fdc65ce7f21dccce1d5f510ecd0cff,3,43,2631,170,175,0,26,6,4,2,0,0,0,2,428,3,0,0,0,7,65,0,258,90,1366,0,213,402,4,310,15,0,0,4,0,0,0,3,156,0,182,39,150,310,0,36,5,2370,526,18,264,13,0,42,39,36,28,0,35,578,0,0,4,0,0,338,0,58,259,4,71,3,0,106,12
78efb9db740a56e0b2bc4d4778d4d3fc,0,0,95,118,0,243,5,34,0,13,13,8,1125,0,0,0,35,3,85,0,12,4,12,0,80,0,0,5,0,0,0,2,16,790,0,98,0,0,112,0,0,0,123,0,2,0,0,42,31,0,0,4,0,113,6,27,0,0,0,0,15,829,0,0,17,0,0,80,2,0,0,329,5,0,30
236833fbc5a378aae084b64206c25372,15,50,2,1,34,4,1,12,117,11,3,2,11,0,17,14,4,26,0,55,180,0,41,119,22,11,31,54,8,55,6,9,3,0,0,3,22,6,4,21,29,35,1,4,0,34,4,54,17,6,206,22,5,5,7,6,26,9,4,22,2,4,18,34,4,344,3,6,46,38,0,20,31,54,12
f450e5ce65eb041e774b110c05c7972f,0,0,0,9,0,10,4,27,0,0,4,3,29,0,0,0,11,11,14,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,18,0,0,11,0,0,0,16,0,0,0,0,0,0,0,0,3,5,35,6,0,0,4,0,0,4,0,0,9,4,0,2,7,0,0,0,18,2,0,2
cdb4be857f1f698f7613343f1a9761a3,7,54,66,10,26,2,23,1,4,0,0,0,2,0,74,2,0,2,0,2,4,0,70,9,60,0,0,12,0,50,0,0,0,4,0,0,0,0,15,0,43,4,11,166,0,11,8,143,8,0,58,6,2,136,2,0,43,0,34,26,0,15,6,0,0,84,0,6,49,5,3,1,2,4,0
725a39ec4f81e4c7038ca709fd61765b,11,59,0,0,0,0,0,0,4,0,0,0,0,7,0,5,0,0,0,32,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,16,0,3,0,2,6,4,0,0,0,0,0,0,0,0,17,0,17,5,0,0,0,0,0,6,0,0,0,0,0,0,0,21,0
52e3c750c93749b22f175b2fb0740cfb,13,44,4,0,20,0,0,0,87,0,0,0,0,2,18,7,0,0,0,42,50,0,0,116,0,0,6,0,0,97,0,0,0,0,0,0,31,15,0,0,19,34,0,9,0,0,16,10,12,0,0,0,0,0,0,0,27,0,0,2,0,0,0,0,0,0,0,0,18,32,0,0,0,25,0
0daddf1b0a2e7ae6c3add7261ca7b510,28,637,1421,1658,58,321,201,432,11,79,31,6,260,0,273,12,383,13,174,5,70,12,1619,43,183,17,10,111,2,232,22,3,5,298,0,674,0,4,1148,416,161,41,1668,315,25,34,10,1041,167,0,24,74,76,196,146,243,350,17,327,54,17,355,77,28,20,302,5,183,51,13,73,275,68,58,148
108627a3879bcb1138b2c54c39e9f4a1,3,45,203,158,70,0,89,17,12,3,3,0,0,0,244,7,0,0,0,0,40,0,339,74,192,0,28,43,3,113,9,0,0,10,0,0,3,2,54,37,29,26,155,83,3,7,5,308,136,2,0,19,0,7,17,0,37,0,31,84,0,163,20,0,0,61,0,0,226,6,5,0,9,0,8
691f2dbdac94ad2f7e2486ab73a772af,12,174,132,26,42,55,0,28,12,6,7,5,84,2,4,0,57,0,99,6,21,2,3,17,99,0,33,124,0,2,5,0,2,58,0,69,0,7,45,0,251,25,45,96,3,16,3,210,856,0,2,0,2,58,23,76,94,0,294,19,5,340,0,2,16,1261,2,19,20,6,15,137,7,6,39
de2cd296cfdcbb16ecb870a7721433d3,5,14,483,0,0,0,19,0,7,0,0,0,0,2,138,1,0,0,0,0,28,0,62,9,141,0,15,24,1,13,2,0,0,0,0,0,0,0,0,2,185,30,0,377,0,8,2,274,104,5,73,0,0,0,0,0,16,0,34,261,0,0,3,0,0,20,0,0,8,1,6,0,0,10,0
2ce5f984c303607afe63f839e492f57b,12,572,0,0,150,8,88,31,0,1,3,0,27,0,0,2,38,9,1,0,20,0,1459,24,105,0,102,43,9,0,10,0,0,17,0,113,2,3,5,50,60,5,0,440,0,58,12,0,0,5,384,35,0,0,2,0,408,0,183,1931,4,0,28,0,0,525,0,0,33,2,114,5,0,22,7
a30dd65fa0f17c9ffe88b70cc66d024b,2,3,6,2,0,0,2,5,2,0,0,0,2,0,3,0,0,5,3,3,9,0,4,5,0,0,3,2,2,6,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,8,5,0,0,2,0,6,0,0,5,0,5,8,0,3,0,6,0,10,0,0,3,0,0,0,0,0,0
6c5f6df763ddfa0ac57282518f650bfc,0,0,0,163,0,0,0,14,0,4,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,16,0,0,0,41,0,0,0,0,0,0,0,0,2,1,22,6,2,0,0,0,0,2,22,0,2,4,0,0,0,0,0,2,0,0,0,15
4c8288bfbd76958c0c094d87b97650f8,51,32,86,0,75,3,3,12,23,2,0,16,25,19,69,27,0,69,0,25,169,0,13,19,467,0,51,59,33,66,28,4,9,0,0,0,26,24,0,9,63,63,0,39,0,55,25,48,60,23,441,5,2,2,0,4,36,0,36,71,31,0,6,0,39,3374,4,0,76,41,217,38,2,93,29
c7c2d04ae09cac83fa70535e523d1f7d,0,4,0,0,21,0,0,0,22,0,0,0,0,0,85,37,0,0,0,5,21,0,0,50,1,0,26,0,1,220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,5,9,10,0,0,0,0,0,0,6,0,2,21,0,0,0,0,0,371,0,0,40,56,1,0,0,225,0
fbbeae3dceada6928b2cdc472f5d9901,28,21,37,34,105,19,5,51,33,15,28,6,16,16,30,12,15,31,23,23,77,3,12,25,243,11,28,25,20,52,9,25,2,7,2,18,29,17,7,4,32,26,49,20,5,69,16,46,37,40,1023,8,94,187,10,77,16,30,21,61,11,16,3,15,10,3352,3,112,50,14,60,28,133,20,613
99e3ef8d6af1702f3a43e8f3e4976956,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,0,2,10,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,9,0,1,0,8,3,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
7c0c72cc86a5548fac1f1c96853e29fe,4,20,0,4,0,5,3,0,0,0,0,3,8,0,9,0,15,0,10,0,0,0,4,0,0,0,3,0,0,3,0,0,0,8,0,7,0,0,2,0,32,0,7,4,0,3,0,3,6,0,0,0,0,0,0,12,7,0,16,5,3,13,0,0,3,0,0,0,0,2,19,35,0,14,0
327070615d07adaf663090d3ea427961,0,56,18,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,390,0,27,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,33,2,0,0,0,0,0,0,42,0,55,14,0,0,0,0,0,15,0,0,1,0,1,0,0,0,0
84a1034f71767fa92491aebf1bdf7fdc,20,74,729,360,20,265,111,88,5,7,7,2,353,0,714,3,102,0,218,0,35,0,481,18,402,3,113,44,4,260,3,3,6,80,0,261,4,2,173,27,122,24,149,407,0,32,15,359,282,0,0,6,5,236,26,38,150,0,62,243,5,205,10,2,6,107,0,80,9,8,42,106,8,18,25
d43cfa5b6ee40a2e7f940e2930849ba9,44,9,16,6,8,3,346,23,0,37,29,5,6,2,1298,64,0,2,5,6,7,5,28,5,1896,4,28881,7001,0,10869,10,0,0,6,0,2,3,22,0,38,57705,79,0,615,3,45,166,12,11,5,95,18,5,464,3,2,12,2,6,260,0,48,9,3,3,165,0,6,14,103,56,8,5,29,61
1355705d5f5537fdd6063e8aef08650d,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,14,0,8,9,2,1,5,0,0,0,0,0,6,0,0,0,4,39,0,0,0,11,3,0,0,0,663,0,0,0,0,0,1,0,0,2,0,0,0,0,0,92,0,0,9,8,95,0,0,0,0
3dc32de6cc2afb83c56da803d4ae8054,3,50,83,56,0,13,14,11,0,8,2,2,7,0,114,0,8,0,12,0,6,0,165,10,44,0,22,4,3,107,0,0,0,2,0,21,0,0,48,7,33,5,27,78,0,11,8,80,24,0,2,2,2,54,17,19,109,0,32,29,2,10,2,0,0,61,0,38,3,4,15,4,2,12,11
0f6a34be1a611d55dd58a93322b7caff,0,0,0,7,5,0,0,44,0,15,0,3,7,0,0,0,6,0,0,2,0,0,0,0,0,0,2,5,0,0,0,0,0,19,0,8,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,33,0,0,22,6,0,0,2,0,0,32,2,0,0
818cea4720b8bc475ccdf73579b06278,0,0,0,50,0,0,19,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,108,0,0,0,0,0,0,103,0,0,0,15,0,0,0,0,11,14,3,6,40,2,0,0,5,0,0,0,0,4,2,13,0,0,0,0,0,0,0,1,4,0,0,0,2,1,2,2,25,1,2,13,2
9558d82710beac18e454f983c9db7cca,29,79,184,256,29,84,60,93,3,37,13,9,90,0,812,29,29,0,87,3,20,0,247,5,143,0,53,20,4,334,2,0,3,99,0,56,2,3,159,30,112,31,132,442,9,17,24,77,85,0,133,9,9,625,10,9,162,0,213,210,9,161,12,5,2,333,0,152,26,24,38,53,7,14,29
f9130f059b9380b9961aef118b3a529e,19,144,99,26,34,7,11,0,7,0,0,3,12,0,136,9,3,0,3,0,23,0,65,13,114,0,50,26,0,132,2,0,0,38,0,7,4,6,13,20,142,31,35,252,3,30,17,107,13,0,46,1,1,9,7,15,183,0,128,108,0,57,3,7,0,825,3,5,16,9,0,9,0,19,0
e895ba3e92642f6c374d12d4ba87bf0a,3,36,4,5,14,11,8,16,41,0,3,0,6,2,68,21,4,46,5,17,126,0,14,71,2,6,8,21,0,110,4,25,0,2,4,6,20,0,7,14,17,5,8,3,0,7,11,62,36,3,0,6,20,12,0,16,24,9,9,11,2,6,8,20,4,68,3,5,18,35,0,5,45,177,16
87eb0b5032a72845bbb72ec1ffc1e847,0,7,0,0,9,0,0,0,79,0,0,0,0,0,6,4,0,0,0,26,96,0,0,138,5,0,0,13,2,12,2,0,0,0,0,0,0,3,0,0,3,16,0,0,0,15,0,10,10,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,180,0,0,8,11,2,0,0,9,0
f0deb5bac19f248fce27d93d918d3464,0,4,7,0,6,8,2,5,3,0,0,0,18,0,2,0,2,0,11,0,6,0,11,0,0,0,5,5,0,4,0,0,0,18,2,2,0,0,3,8,12,0,0,0,4,0,0,4,8,0,0,0,0,5,5,9,4,0,5,8,3,34,0,0,2,8,0,0,0,0,0,16,0,11,3
ad4e760fa406db6470c29766422a47d2,4,222,273,0,66,0,0,3,16,0,0,0,0,2,153,2,0,0,0,1,39,0,0,19,0,0,20,189,3,149,0,0,0,0,0,0,5,2,0,0,2,0,0,0,0,17,0,231,181,5,102,0,0,0,0,0,460,0,167,21,0,0,0,0,0,356,0,0,15,5,15,3,0,15,0
292a57429f3bed0adc53c07dc4c62c9f,4,26,194,0,30,47,79,3,0,0,2,0,27,0,105,3,0,0,59,0,16,0,182,5,404,0,152,22,2,70,4,2,0,0,0,7,3,0,0,20,65,14,0,105,0,24,12,58,93,3,49,5,0,5,0,14,58,0,47,269,0,0,7,0,0,119,0,7,6,13,16,5,0,10,3
e6b0f68e8f6db48ea780944a44ac99a1,12,45,415,35,16,68,81,82,4,3,7,0,83,0,380,5,22,0,38,0,16,0,542,4,529,0,73,50,2,223,3,0,2,60,0,50,0,6,44,37,126,16,23,283,2,49,13,141,133,2,3,9,0,63,16,95,62,0,60,247,4,41,5,3,0,72,0,32,9,8,47,30,0,14,4
9d6f91fffb59ada4da3a8b3e7d40d2b6,0,24,0,0,0,0,0,0,70,0,0,0,0,3,1,5,0,0,0,16,97,0,0,171,0,0,8,2,0,3,0,0,0,0,0,0,5,2,0,0,0,0,0,2,0,4,5,30,1,16,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
b8d0d192e1821980a4d2d8292dcd4c42,15,118,37,134,13,15,26,31,0,2,4,2,20,0,177,11,7,0,13,2,9,0,84,0,139,0,38,23,0,137,0,0,0,0,0,5,0,3,218,38,142,20,130,201,0,50,7,45,12,0,22,4,10,25,57,6,67,0,66,71,9,0,5,7,0,207,3,44,9,3,16,32,7,24,31
977eb5e61f5d9a0c3618c4f129859cd3,14,146,2473,84,106,315,97,29,18,0,4,0,128,3,2024,16,8,10,137,0,103,2,1022,53,268,0,32,37,0,738,0,3,4,69,0,56,2,2,239,40,165,61,26,505,2,9,32,726,340,2,30,13,0,34,16,27,404,0,328,100,2,64,15,5,5,430,0,59,30,36,25,41,0,85,11
6dffe18cc0c1a24e1dd599a2858b21f9,3,17,145,0,22,0,0,0,4,0,0,0,0,0,19,2,0,0,0,2,17,0,0,21,10,0,18,10,0,20,0,0,0,0,0,0,0,2,0,0,18,6,0,55,0,9,0,82,79,4,0,0,0,0,0,0,29,0,22,35,0,0,0,0,0,111,0,0,43,0,0,0,0,4,0
91694510b7a2debf7460022b83d244d1,17,31,303,0,40,0,0,0,5,0,0,0,0,0,279,13,0,0,0,2,7,0,0,15,58,0,22,27,0,217,2,0,0,0,0,0,4,7,0,0,81,26,0,129,0,13,24,170,125,0,8,0,0,0,0,0,133,0,60,106,0,0,0,0,0,76,0,0,9,15,21,0,0,32,0
7027b1cc7695b944a14d2bf2b0cd03f4,0,0,0,0,0,24,18,0,0,0,0,1,34,0,0,0,0,0,17,0,0,0,167,0,0,0,0,12,7,0,3,0,0,5,0,3,0,0,46,20,0,0,0,0,0,55,0,0,0,0,17,11,2,0,5,2,0,0,0,0,7,6,7,3,1,57,0,0,0,0,0,15,0,0,0
eae0745a628ea0feffa5b1fb2d536f6b,0,0,0,31,1,16,0,30,0,0,3,3,17,0,0,0,25,5,31,0,0,0,0,0,0,8,0,0,0,0,0,0,0,15,0,36,0,0,4,0,0,0,40,0,0,0,0,0,0,0,0,0,4,31,0,3,0,0,0,0,0,83,0,0,0,61,0,7,0,0,0,4,2,0,0
8064a19ea488e28609ef25daab20653e,5,73,3,3,27,2,3,9,183,0,2,0,3,3,35,14,0,14,2,100,346,0,22,171,9,3,10,0,0,121,4,6,0,2,0,2,16,0,2,26,12,13,2,6,0,5,11,79,39,13,7,7,4,4,4,5,40,16,9,11,4,4,24,12,5,343,2,2,11,5,2,15,13,53,0
65fd3f4755a7147587602e942ea08845,37,696,45,0,235,0,0,0,13,0,0,0,0,0,239,26,0,0,0,9,31,0,0,26,160,0,147,180,7,510,9,0,0,0,0,0,10,24,0,0,935,101,0,189,0,230,49,209,165,7,254,0,0,0,0,0,731,0,451,193,0,0,0,0,0,2571,0,0,81,36,42,0,0,620,0
1b20077c579ec346099b958af37ff02d,10,3,121,20,4,30,62,19,0,5,3,0,40,0,41,0,5,0,32,0,16,2,298,6,0,0,0,8,0,34,0,0,0,35,0,7,2,3,26,17,100,14,15,173,0,0,12,66,23,0,0,8,0,22,0,40,5,0,6,0,4,39,6,6,6,10,0,29,0,2,30,35,0,3,4
49e9cee41713f4c00f8b171ecaff09b5,7,35,138,3,13,0,9,1,0,2,2,0,17,0,63,0,13,0,0,0,3,0,48,2,25,0,9,12,0,70,0,0,0,0,0,34,0,2,0,7,23,4,0,58,0,2,0,84,42,0,68,3,0,1,0,18,58,0,33,26,3,0,2,0,0,124,0,6,4,0,0,14,0,24,0
f5bf4e20e8a4c371b702c2cf491f56e8,16,4,229,0,4,0,78,0,3,1,0,0,98,0,1,0,0,0,0,0,6,0,196,7,279,0,128,27,0,3,0,0,6,0,0,0,0,7,0,6,507,27,0,651,0,33,12,104,78,4,119,5,0,28,0,0,4,0,13,297,2,0,4,0,2,139,0,0,19,10,21,16,0,6,22
7737dd181fb4d08851b4c49b7bb5c5ef,0,26,254,0,12,0,32,0,2,0,0,0,0,0,123,0,0,0,0,0,10,0,361,51,56,0,61,13,0,94,0,0,0,0,0,0,0,0,0,5,17,0,0,47,0,10,0,405,193,2,0,8,0,3,0,0,27,0,24,62,0,0,0,0,0,55,0,0,8,0,7,0,0,11,0
435716953baae002e22a8d28e14c0aec,10,141,190,21,25,20,20,46,0,0,0,0,46,0,380,10,19,0,4,0,18,0,160,7,265,0,30,30,0,306,3,0,0,10,0,24,0,0,46,10,130,26,11,296,0,49,25,102,16,2,94,7,0,36,8,4,118,0,65,96,0,12,3,0,2,207,0,31,12,10,20,12,0,24,2
1ab3b71e73441e341b02e15407e5b9e5,6,0,403,113,0,16,2,4,0,11,0,0,15,0,0,0,0,0,11,0,8,0,0,3,2,0,0,0,0,0,0,0,0,5,0,0,0,0,194,0,0,0,164,0,0,2,0,197,71,0,11,2,2,16,22,19,0,2,0,0,2,31,0,2,5,180,0,18,9,0,0,6,3,0,14
8f07f09a7a5b69d79afd30ba3be7ae26,3,8,92,0,5,0,21,0,2,0,0,0,6,0,66,7,0,0,0,0,12,0,55,4,0,0,11,4,0,37,0,0,0,0,0,0,0,2,0,2,27,0,0,58,0,12,0,58,0,0,0,0,0,3,0,0,29,0,7,72,0,0,0,0,0,18,0,0,0,4,2,0,0,6,0
090dac4c317bdb16f9ab434da4e8a35f,6,118,341,168,6,0,160,0,3,0,3,2,52,0,84,3,0,0,3,0,25,0,1207,24,130,0,9,7,0,85,2,0,2,25,0,0,0,0,179,159,52,7,58,68,0,27,8,158,44,0,39,36,12,9,47,7,94,0,99,21,6,60,22,11,0,38,6,0,6,4,23,21,9,6,12
b221a65a4ab995abd7110ddcd600e1fb,6,27,0,0,21,3,5,4,101,0,0,0,6,3,60,15,0,5,0,45,114,0,37,97,20,2,3,23,0,171,8,2,4,0,0,2,9,3,0,22,16,19,2,6,0,2,7,71,20,7,57,27,3,14,0,2,24,12,8,6,3,7,25,1,0,148,0,2,19,7,3,6,22,163,7
a0d2e10ea5e00a9cb906c319ef542843,2,43,66,23,23,10,2,48,4,0,0,2,34,0,281,8,3,4,2,11,7,0,4,32,24,2,25,11,2,201,2,0,2,6,0,26,0,0,25,1,22,9,17,114,0,8,10,79,15,0,0,1,0,20,2,4,69,0,47,26,4,3,0,5,2,91,0,20,67,5,3,21,2,7,3
18285598fe8215895e323b758326f2e2,0,14,77,22,2,9,0,6,3,0,0,3,6,0,44,3,3,0,11,0,3,0,11,0,12,0,4,9,0,38,0,0,0,15,0,2,0,0,25,3,50,7,19,72,3,4,6,43,20,0,0,0,0,2,3,3,15,0,9,22,0,38,0,2,0,26,0,0,0,4,6,12,3,10,0
89da5f45526bc14a8a2dfb25616269b2,0,10,73,6,4,26,4,31,0,0,6,3,68,0,68,2,16,0,12,0,3,0,86,7,29,0,20,11,5,48,0,0,3,25,0,24,0,0,110,4,13,5,4,36,3,14,2,55,21,0,9,2,0,16,14,26,18,0,8,27,3,30,0,7,2,92,3,44,12,11,24,26,0,4,9
9e39af3708ad41aca6e8d5ab47b4efa2,5,15,458,105,4,5,94,95,9,3,0,2,28,0,0,0,44,0,12,0,21,0,478,18,67,2,39,27,0,0,0,0,0,28,0,42,0,2,30,47,32,14,95,111,0,24,11,283,89,3,15,5,2,7,8,8,15,0,17,73,0,57,13,4,3,74,2,0,2,0,7,23,2,6,3
94adac1e5690b5aef26d6014e471f458,25,36,67,0,29,0,0,0,29,0,0,0,0,19,51,29,0,0,0,24,56,0,0,44,94,0,49,480,11,92,26,0,0,0,0,0,31,23,0,0,63,34,0,36,0,21,31,62,59,37,163,0,0,0,0,0,42,0,40,57,0,0,0,0,0,123,0,0,41,19,67,0,0,41,0
97e775c94445b62cef898d8ab38f8cb7,6,6,0,0,5,0,0,1,11,0,0,0,0,0,30,27,0,0,0,7,35,0,8,20,13,0,13,41,0,88,4,0,0,0,0,0,7,0,0,6,12,4,0,1,0,6,9,20,9,7,1,3,0,0,0,0,12,0,0,26,0,0,1,0,0,141,0,0,11,37,0,0,0,100,0
9c6efccec7649fddce7cb4c0b868559f,13,16,2,7,19,7,4,16,47,4,3,4,6,0,20,7,3,56,4,25,82,0,20,47,12,9,6,10,0,89,0,13,2,0,0,2,0,4,6,17,6,23,4,2,0,3,10,24,4,4,0,18,23,8,23,21,22,11,2,3,0,4,7,63,6,147,8,8,0,10,5,6,6,53,17
5880c5d1b7cc98fab46a044a247525a2,5,71,506,21,18,30,4,8,4,0,2,2,10,0,111,0,3,0,8,0,22,0,37,20,313,0,38,45,2,72,3,0,0,8,0,8,0,0,39,3,56,5,14,189,0,87,7,197,108,2,41,1,0,19,4,13,82,0,42,177,0,14,2,2,6,53,0,15,8,11,2,8,0,19,3
0c1914abfb8acde52c282afa8e27a1fd,1,9,0,0,0,4,0,0,0,0,0,0,0,0,28,4,0,4,11,2,1,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,2,2,0,4,6,3,29,0,0,6,0,10,0,0,0,0,2,0,6,3,0,1,0,0,1,0,0,0,29,0,0,0,2,0,2,0,3,0
dc42750a29cb8d6956790e407a4ceff4,12,0,48,2,11,12,52,0,2,0,1,0,0,0,379,12,0,2,60,0,2,0,105,5,9,0,9,0,0,240,0,0,0,0,0,0,0,7,20,8,232,5,0,818,0,0,15,0,129,3,13,0,0,0,12,0,0,0,3,0,3,0,0,4,1,284,0,0,5,9,7,0,0,2,0
00e1ab8ab959fa51a66dabae588ff48c,5,16,45,5,11,0,1,1,2,0,0,0,0,0,10,2,0,0,0,0,9,0,5,20,7,0,7,0,0,14,2,0,0,0,0,3,0,0,0,2,5,3,0,9,0,8,0,31,8,0,15,2,0,0,0,0,15,0,14,9,0,0,4,0,0,6,0,0,27,2,0,0,0,3,0
fda05925f9cfe9acbd1ec63617c7352a,2,3,83,2,0,0,1,0,0,0,0,0,0,0,14,5,0,0,1,2,14,0,0,7,10,0,14,0,0,2,1,0,0,0,0,0,0,0,6,6,8,12,0,60,0,19,1,54,26,0,0,0,0,0,1,3,19,0,3,22,0,0,0,0,0,46,0,7,10,1,24,0,0,6,4
045a1a47c4469f29bae89f8b43e1bb5c,7,27,191,0,6,0,24,0,2,9,0,0,0,0,125,4,0,0,0,0,10,0,70,5,69,0,8,18,0,96,0,0,0,0,0,0,0,0,0,6,102,28,0,128,0,11,9,122,39,0,35,6,0,2,0,0,39,0,17,84,0,0,7,0,0,0,0,0,0,15,7,0,0,2,0
bb90273591852183597662b9cff598aa,9,9,0,0,1,0,0,0,33,0,0,0,0,0,19,7,0,0,0,18,42,0,0,42,0,0,0,0,0,71,0,0,0,0,0,0,0,2,0,0,4,20,0,0,0,0,3,4,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,78,0
9ff8565480eb4d1ae1feec02a0dfce35,486,22,42,7,64,1023,11,1037,14,363,280,20,18,18,3714,6193,153,209,894,26,32,17,22,17,204,65,54,21,19,11699,11,44,2,40,12,185,10,21,6,74,96,94,5,40,23,71,35048,35,27,40,294,66,45,331,4,4677,22,7,21,39,17,50,50,12,41,2292,6,239,54,18536,351,111,95,9983,425
b102928f03449973e2bd7c11a39817ba,7,47,331,116,0,12,13,58,4,0,5,0,19,0,16,0,16,0,9,0,27,0,46,7,35,0,0,20,0,21,1,0,0,8,0,36,2,0,60,27,32,4,102,39,0,17,4,202,40,0,0,4,9,25,18,32,20,2,21,2,2,0,2,1,0,46,0,21,8,2,0,10,7,2,10
333db851433b13ed9ca0dec977936432,0,0,450,0,37,5,820,0,0,0,2,0,0,0,0,0,0,0,5,0,8,0,2641,5,450,0,142,158,12,0,3,0,2,0,0,0,0,0,2,117,0,0,0,0,0,38,1,212,345,0,173,54,0,79,0,45,0,0,0,1242,0,0,56,0,0,226,0,0,44,0,3,0,0,0,29
5756e2e2f97499253c4280eeb7413ca6,0,4,18,0,4,1,12,0,2,0,0,3,8,0,22,0,0,0,1,0,7,0,14,0,6,0,7,7,0,10,0,0,2,0,0,0,0,0,0,1,11,2,0,5,0,0,0,4,9,2,0,0,0,0,0,0,5,0,25,13,0,0,9,0,0,4,0,2,0,0,0,6,0,6,0
eca7ea65dbc52bdbc9ade7f98e109a1e,0,13,0,8,47,8,0,37,0,4,2,0,13,0,10,0,14,0,2,0,26,2,0,2,181,0,2,18,8,23,0,0,0,3,0,8,0,0,14,8,11,0,17,6,0,4,0,3,2,3,15,3,0,25,7,4,6,0,4,9,0,14,0,0,5,2713,0,4,23,0,3,14,2,20,34
028e2c1b650e2e2b5847154a153e0166,0,35,59,0,38,2,8,10,20,7,0,706,120,29,75,47,0,2,0,37,0,0,100,34,0,2,62,52,15,98,28,3,18,6,0,0,9,11,0,1592,77,43,0,35,0,62,32,52,52,44,28972,860,2,4,0,0,45,0,28,78,1772,0,352,2,60,123,0,0,30,43,721,1688,0,76,17
28fc0cfd6d82967ddde9746a18d77058,0,3,2,0,35,0,0,0,25,0,0,0,0,0,77,43,0,0,0,3,49,0,0,39,31,0,30,75,3,213,13,0,0,0,0,0,16,0,0,0,3,6,0,0,0,13,8,24,12,31,65,0,0,0,0,0,4,0,2,44,0,0,0,0,0,272,0,0,13,75,0,0,0,198,0
b45093ff0a5e7aac10c4f9f4513e7613,2,18,40,0,5,0,4,7,6,0,0,0,0,0,24,5,0,0,0,0,16,0,2,18,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,2,8,0,2,9,0,0,0,43,13,0,0,11,0,0,2,2,17,0,9,6,0,5,0,0,0,0,0,0,19,0,0,0,0,0,0
483176e085c4e4eeee22409a02f2c0ef,0,8,2381,597,19,61,11,14,6,10,10,0,9,0,202,7,14,0,68,0,38,0,26,31,210,0,18,5,0,148,0,0,0,0,0,22,0,2,41,4,125,4,232,499,0,0,4,240,1458,2,3,5,4,869,28,8,60,0,62,20,0,5,0,0,2,172,0,77,11,12,16,10,5,28,19
be50260bd56c9b191a9e0845fc908179,13,72,241,98,21,29,20,48,5,0,3,0,7,0,63,10,24,0,27,0,11,0,153,7,59,2,32,31,0,69,7,0,3,60,0,52,0,2,67,3,42,7,89,63,0,14,8,64,34,0,7,4,9,26,8,6,80,0,77,74,2,63,2,0,5,118,0,15,5,0,27,19,4,9,7
