#OTU ID,LYZdtt342,LYZdtt351,LYZdtt364,SLCdtt050,LYZdtt308,SLCdtt110,SLCdtt075,SLCdtt022,LYZdtt366,SLCdtt019,SLCdtt070,SLCdtt005,SLCdtt002,LYZdtt354,LYZdtt328,LYZdtt330,SLCdtt021,SLCdtt114,SLCdtt111,LYZdtt356,LYZdtt368,SLCdtt095,SLCdtt074,LYZdtt367,LYZdtt304,SLCdtt024,LYZdtt317,LYZdtt305,LYZdtt319,LYZdtt329,LYZdtt306,SLCdtt113,SLCdtt004,SLCdtt092,SLCdtt112,SLCdtt020,LYZdtt355,LYZdtt343,SLCdtt128,SLCdtt076,LYZdtt341,LYZdtt344,SLCdtt051,LYZdtt340,SLCdtt096,LYZdtt318,LYZdtt332,LYZdtt363,LYZdtt365,LYZdtt320,LYZdtt315,SLCdtt078,SLCdtt052,SLCdtt069,SLCdtt129,SLCdtt109,LYZdtt352,SLCdtt054,LYZdtt353,LYZdtt316,SLCdtt006,SLCdtt093,SLCdtt077,SLCdtt132,SLCdtt001,LYZdtt303,SLCdtt130,SLCdtt068,LYZdtt307,LYZdtt331,LYZdtt339,SLCdtt003,SLCdtt053,LYZdtt327,SLCdtt067
7cd17d18c05e35c6001cc253ac15c517,281,661,127,160,954,84,43,264,3154,35,28,23,107,22,2251,1318,40,354,48,476,4744,23,152,3557,472,26,1013,767,99,5663,181,145,22,41,8,38,494,161,105,97,959,548,189,146,3,697,357,1408,984,974,546,70,592,181,210,161,669,318,157,1021,41,108,64,430,40,2104,80,111,1102,1553,105,204,1307,5533,200
759abfc82a4b189214d7e148d4aef180,75,265,14,116,208,13,31,168,1034,43,16,10,35,10,325,243,36,107,4,204,917,5,148,949,175,75,163,213,31,676,45,44,7,7,2,33,365,44,70,113,171,230,137,30,0,116,91,219,114,319,142,121,407,116,109,65,206,392,59,213,15,18,67,338,14,1428,45,56,315,663,35,64,1424,1093,108
04af8257d41718f9636b8bbc789b0fcf,15,163,134,219,136,66,4,44,14,10,7,15,105,0,93,7,35,11,51,2,46,0,25,67,86,2,217,107,28,103,4,0,0,14,0,33,0,10,500,5,377,32,147,94,0,262,3,180,170,42,7,3,7,19,280,16,115,4,98,298,22,85,0,14,2,18,3,0,126,0,17,38,13,89,11
0247032b5537cfe290e9fe3067f9257e,197,468,26,9,277,35,24,203,695,32,14,15,43,25,8,0,36,307,20,741,1247,0,85,840,172,75,275,210,43,14,41,105,14,4,13,32,730,96,45,84,498,1058,17,73,0,202,67,357,222,269,43,154,59,87,77,76,363,48,125,267,44,9,66,532,24,1211,28,51,205,47,61,91,160,40,59
298c6e520261d927af2fb9e7c1e4cebc,65,233,59,10,278,16,117,101,1708,19,4,10,75,7,552,227,17,55,15,147,1197,0,444,2058,427,7,507,387,58,1318,43,44,10,7,5,12,199,31,19,364,183,130,9,29,0,131,64,634,499,371,166,151,19,58,31,55,127,24,51,567,18,24,152,51,31,1869,15,18,308,419,4,129,88,2048,31
653c972b92d846f3b6b199c4f5257025,43,790,1141,356,204,259,20,130,101,15,6,8,224,8,1920,40,29,63,363,175,684,2,42,329,336,5,268,103,17,1108,14,71,8,296,3,77,17,4,55,9,353,45,148,766,25,111,78,898,2882,46,120,0,33,92,12,36,1345,17,1170,385,15,816,4,18,18,549,1,19,366,48,44,115,32,137,31
e78a270ccd8d01d326e840cd85e1c1e2,82,309,4,13,83,7,27,90,258,9,10,8,16,10,300,111,6,125,9,255,405,0,74,353,82,37,40,57,8,677,13,58,9,0,3,6,237,77,12,72,245,211,26,42,0,41,78,129,37,76,51,84,88,41,25,19,184,66,53,83,12,6,58,85,6,324,9,23,82,301,24,19,219,777,39
b3703a2157a018a94473b0861589dde0,263,1380,90,223,866,150,231,1589,1902,174,29,256,541,73,1232,597,189,1151,171,2426,4545,8,492,3772,411,365,817,485,224,2800,125,467,48,14,23,139,146,95,189,463,1178,822,420,159,11,528,590,1045,1650,984,338,1564,1392,473,466,327,824,927,484,828,515,77,1117,1910,179,1159,169,192,1345,917,86,1088,1340,3587,316
fc7e77e237e910e3f38dbb8e3c69c5bd,1,3,3,1676,37,23,11,47,3,10,33,2,26,0,93,8,2,0,50,0,11,3,98,8,42,0,4,21,2,79,4,0,0,6,0,10,0,0,402,0,14,6,1774,21,0,0,2,2,2,0,0,18,30,1354,76,9,0,4,0,0,5,29,7,2,6,283,0,191,59,0,2,10,28,31,90
a589fa026973c67d0f1c7b741d85b90c,0,0,0,432,0,308,0,0,0,0,5,0,0,0,0,4,0,519,424,0,0,0,0,0,0,0,0,0,0,0,0,285,0,114,14,0,0,2,548,0,0,0,147,0,4,0,0,0,0,0,32,2,35,33,187,133,0,25,0,0,0,197,0,221,1,240,47,40,0,0,0,5,32,0,47
ad23727bc3e6dc84a4c52399fe4f0d39,2287,4311,634,10423,5519,2182,1603,20169,28275,3823,1260,1272,1882,464,1303,467,3089,14368,1294,9892,51749,61,5303,50421,2473,10457,6542,4125,440,5830,2174,5806,334,330,830,2228,1414,1260,5290,5695,10537,9693,18384,972,109,1197,581,15333,6294,8242,1604,16684,56753,4012,12589,4076,3356,18196,409,5525,3488,3200,11246,38558,732,8447,2954,3735,5830,541,485,1640,36532,4192,4042
a87086e2ee322da102d8a52c4de21683,6,0,6,0,113,0,79,0,3,0,6,4,81,0,0,0,0,0,0,0,0,0,378,0,153,0,83,69,12,0,8,0,0,150,0,0,3,0,253,39,77,34,0,79,4,30,11,0,2,29,23,67,0,43,75,21,0,0,0,113,7,165,41,205,3,175,39,14,206,9,3,41,0,2,1
f80a7e9c950f857ec31ac4d0cc9c6a03,8,37,2,14,36,4,7,37,71,9,4,8,12,0,44,14,6,54,4,70,189,0,21,146,15,15,40,17,8,128,4,21,3,2,0,3,28,10,8,27,71,35,14,5,0,26,8,47,25,41,3,25,46,10,7,17,43,26,15,34,8,6,20,54,3,132,3,5,23,27,4,25,70,139,19
1132afa2742c481275f8f8fb150bb495,19,192,11,0,79,0,0,2,169,0,0,0,0,10,146,34,0,0,0,200,548,0,0,208,40,0,29,16,4,394,3,0,0,0,0,0,34,9,0,0,85,29,0,10,0,28,9,126,78,19,0,0,0,0,0,0,145,0,49,28,0,0,0,0,0,265,0,0,60,27,14,0,0,382,0
73e42306e185be6f0c6060d4ed924469,38,185,68,3,132,0,20,4,2267,10,0,0,5,2,393,299,0,6,0,185,3392,0,66,1624,143,0,145,138,7,1079,41,4,0,0,0,2,346,27,2,50,115,66,13,17,0,59,91,999,621,60,137,12,25,15,8,3,143,14,29,186,3,0,13,7,0,510,3,4,70,543,21,4,55,1091,21
3bffd5a2b1cf48b46d1e51628c3551fc,15,43,73,16,9,8,0,16,94,2,0,0,0,0,0,3,5,4,4,4,119,0,13,68,6,6,13,6,4,4,2,0,0,3,0,23,16,13,12,9,55,22,16,37,0,3,6,58,35,2,17,2,7,0,0,0,21,5,21,28,0,2,0,29,2,41,9,0,8,3,10,0,86,6,0
1f618c445eefc9202dfe8367f6def69c,20,211,1394,0,274,0,7,0,137,0,0,0,0,3,0,0,0,0,0,83,808,0,126,743,661,0,111,148,11,0,29,0,0,0,0,0,3,2,0,19,32,15,0,331,0,35,28,554,769,9,118,25,0,0,0,0,159,0,134,249,0,0,17,0,0,278,0,0,502,12,0,0,0,7,0
81cb4a955b37173c7b6d7ad733339b98,31,153,17,0,123,0,0,0,926,0,0,0,0,5,182,94,0,0,0,93,644,0,0,1068,119,0,251,91,24,607,15,0,0,0,0,0,144,15,0,0,125,57,0,7,0,99,20,293,301,186,57,0,0,0,0,0,109,0,48,195,0,0,0,0,0,506,0,0,112,180,16,0,0,735,0
42b46836ac69454399a12b35c0a2a923,145,804,12,0,190,0,0,0,119,0,0,0,0,17,6,2,0,0,0,826,390,0,0,174,80,0,110,78,20,6,11,0,0,0,0,0,401,83,0,0,701,392,0,113,0,124,80,100,98,80,338,3,0,0,0,0,646,0,207,134,0,0,0,0,0,1204,0,0,118,23,108,7,0,14,9
9b5ce504ace88223f14f8b0848d1b054,32,45,46,155,210,398,36,514,73,105,721,3264,551,40,39,11,40,2177,512,38,34,5919,117,34,75,128,31,52,9,48,182,3127,2615,1241,249,41,56,22,147,470,19,19,93,18,19663,16,21,26,71,46,32,208,4382,218,597,1449,98,2399,62,36,4193,1107,208,1182,249,873,356,165,211,21,45,1130,6087,35,776
6d5171bbc6ef97262119e6d152d82164,69117,443,166,6,177,9,2,185,115072,12,10694,62,10,442708,202,263023,4,9,485,99,2353,7,9,6941,118,0,6291,7153,2719,331,369583,86,3853,6,16197,0,68125,278919,8,3,13026,1566,9,108,10,125,4545,156,626,388148,542,12,3459,245,64,80,169,61,4505,209,39,48,12,795,6,524,9342,6,10566,15635,277,13,8674,179,84
235c319ab46f87d377a28a34ba10bfa1,34,90,39,46,68,81,2,110,118,49,15,69,290,6,132,101,22,239,77,27,92,16,0,112,108,19,184,75,21,178,32,146,62,16,7,33,29,36,96,2,142,35,43,46,7,90,43,64,65,119,17,0,72,42,170,121,115,91,38,224,79,24,2,165,60,256,47,23,91,224,50,239,409,272,19
89c209abd89a5232343a4c87c93cb4ea,1050,170,8,0,533,3,0,223,53,0,0,22,13,1557,24,38,3,11,0,53,333,0,6,168,47,14,54,49,205,40,21,3,5,0,4,2,1298,85,0,8,21,1160,0,0,10,539,887,16,19,390,29,4,7,0,5,4,92,0,150,82,42,2,7,21,11,48,4,0,322,790,15,23,0,76,0
f745d265f36ea7eac26d97280e690796,9,27,8,0,4,0,30,122,3,164,2,14942,1305,7,12,9,35,3,0,1,8,0,194,5,1,7,9,5,7,13,3,0,181,0,0,41,5,5,4,5617,14,21,0,7,4,3,8,6,11,5,3947,2785,4,9,3,3,8,0,22,5,41039,2,1231,3,841,17,0,0,7,28,214,30261,0,394,10
365469f13a0b4c3e41bd306a326c4ebf,10,1,6,0,23,0,0,0,299,0,0,0,0,0,148,64,0,0,0,0,283,0,0,437,48,0,118,78,24,349,13,0,0,0,0,0,1,11,0,0,26,27,0,4,0,100,17,144,89,96,15,0,0,0,0,0,0,0,1,158,0,0,0,0,0,0,0,0,77,87,3,0,0,420,0
20fe5c9f456999fe121cb1c16bf41e77,0,25,10,13,22,15,0,9,7,4,0,0,10,0,1,0,3,4,7,0,30,0,3,27,25,0,62,65,5,0,0,0,0,7,0,0,0,0,13,2,69,8,12,9,0,59,0,34,35,4,64,0,3,7,8,11,43,0,6,55,0,40,0,0,2,20,0,3,18,4,5,0,0,6,9
48082d1ff66a9207ede6bf05e9846d6e,216,780,48,114,382,104,79,455,1398,82,20,32,141,16,616,455,43,650,45,805,1769,10,231,1091,274,90,773,440,33,1545,75,168,11,24,24,58,473,172,124,309,885,971,257,161,13,306,424,639,383,372,319,192,583,128,211,213,741,415,177,889,76,77,116,1055,40,1405,56,49,281,1721,73,115,1174,1448,126
695a1bb7c03f0f0b00d69b55fe30c4c3,26,337,2011,330,144,117,43,18,63,4,5,4,61,3,1090,25,11,31,59,37,302,0,299,312,489,6,356,235,13,535,14,23,0,23,0,13,7,7,11,57,442,74,236,554,0,67,61,695,2835,22,161,32,5,58,0,29,332,5,580,684,7,10,18,5,13,488,3,47,295,28,27,43,15,60,46
44166d043ae4422d941e1e4c779151f8,63,562,27,194,279,120,90,688,1496,214,43,294,284,41,119,45,107,949,54,668,1962,5,402,2436,159,447,176,168,39,410,83,751,110,16,36,121,139,37,150,301,265,412,300,42,0,103,22,640,202,218,47,678,614,345,252,124,264,941,87,262,446,96,1073,1116,104,1216,144,181,568,51,20,268,1686,398,231
2a9df0f05ef552235191fe0edbbc742e,0,0,0,39,28,38,0,40,0,10,1,2,49,0,0,0,28,5,14,0,0,0,0,0,0,0,25,14,11,0,2,3,0,24,0,27,0,0,69,0,0,0,23,0,3,36,0,0,0,4,0,0,0,0,37,0,0,0,0,35,1,52,0,2,4,4,0,0,11,0,0,6,4,0,2
77543b8632e9dc04daf26b36c3365caf,5,86,0,0,19,0,0,0,27,0,0,0,0,0,0,0,0,0,0,138,51,0,0,30,46,0,2,9,2,0,0,0,0,0,0,0,74,4,0,0,6,12,0,2,0,6,0,4,2,19,0,3,0,0,0,0,78,0,16,16,0,0,0,0,0,156,0,0,24,0,0,0,0,0,0
b3111baca54677926264de26b4a9bf7a,4,29,732,0,49,132,3,9,4,9,6,4,1113,0,2338,3,39,5,95,0,13,0,53,43,621,0,85,48,0,578,0,0,5,0,0,55,0,2,8,0,697,44,0,2324,0,22,13,857,249,6,121,6,0,266,0,53,58,0,28,413,23,2,3,0,22,250,0,257,45,7,85,246,0,86,57
21f3474eb0a2647e96181ab06ed9b764,17,93,5,3,23,4,6,33,242,2,0,0,7,2,50,23,4,17,3,47,242,0,29,190,42,6,17,25,1,103,3,4,0,0,0,3,61,6,2,6,47,64,4,4,0,0,13,99,39,56,0,13,8,12,8,10,64,10,14,27,2,1,7,24,2,256,5,3,25,24,0,8,36,180,9
9bc2935704d00be01387e4b91d0ec358,3,0,8,5,5,4,0,4,2,0,0,0,6,0,10,0,0,0,0,0,4,0,3,11,4,0,6,2,2,4,0,0,0,0,0,6,0,0,2,3,2,0,0,19,0,2,0,9,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,7,2,0,0,2,0,2
87c1f25ee57f851893eda4c10a460604,0,548,401,0,64,1438,554,572,6,59,25,5,197,0,0,0,733,9,1778,3,41,8,1188,18,4265,5,518,185,14,5,5,3,11,3753,2,434,4,0,442,88,2,7,0,0,29,66,0,625,243,2,497,37,0,554,36,193,723,2,1173,554,6,1534,43,4,19,132,2,278,85,0,2,119,2,2,81
c003202be6a53b07fbb26ecd2161fe2c,161,151,105,30,434,1038,156,3831,197,362,408,7321,1085,122,142,72,159,8845,976,95,452,37,579,284,371,850,140,725,106,190,226,8111,3643,57,675,150,134,69,102,3025,149,103,18,71,119,219,89,108,108,160,187,663,47,171,23,4253,165,12,137,209,8899,58,903,57,490,527,15,87,388,87,400,1649,55,132,352
0482796fd598782051bc3cca58cbc148,127,856,1504,0,94,0,56,1,13,0,0,0,0,6,8474,77,0,0,0,11,80,0,137,38,27784,0,3530,1158,24,4212,9,0,0,0,0,0,18,25,0,7,4933,279,0,4268,0,317,183,836,1881,26,1064,6,0,4,0,0,1872,0,4098,9481,0,0,4,0,0,1426,0,0,74,116,185,0,0,94,1
ae7aa9c977dea18de5954b3f29c80278,0,74,570,0,21,52,73,0,0,0,4,0,5,0,0,0,0,0,24,0,36,0,667,13,202,0,42,32,0,0,2,2,0,0,0,0,0,0,0,6,0,0,0,0,0,19,2,487,286,0,67,0,0,47,0,19,104,0,127,184,0,0,0,0,2,361,0,42,10,0,2,5,0,0,22
b89a1572461237b1a6ff63b2aeb24e60,1,0,0,542,0,79,14,272,0,6,14,9,107,0,0,0,64,128,124,0,0,0,37,0,0,25,0,0,0,2,0,56,0,0,0,85,0,3,0,2,0,0,103,0,0,0,0,0,0,0,0,2,36,335,0,25,0,60,0,0,12,0,3,0,6,0,0,58,0,0,0,65,60,0,38
397aa1ad0378774f826b9825c958427e,393,162,83,183,11066,285,64,4415,97,198,669,4434,309,139,188,150,159,2414,325,207,86,6242,136,110,1573,794,18638,5852,11360,264,4752,2444,1410,1082,169,121,381,70,129,649,109,712,100,40,21878,14623,472,69,91,30415,3067,683,5320,246,296,1085,208,1862,177,18833,6260,1440,1413,2188,184,2258,389,189,23985,376,117,798,3545,430,956
b6144a234aae608359997e958e33f0bf,5,5,70,0,10,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,29,0,0,32,2,0,9,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,77,22,0,0,0,0,0,0,1,6,0,2,1,0,1,3,0,0,52,0,0,22,0,0,0,0,4,0
8740da173c36129ee4420445a26a155e,8,0,0,0,30,0,14,0,2,0,0,0,0,0,312,6,0,0,0,0,7,0,64,18,0,0,7,8,3,137,5,0,0,0,0,0,6,7,0,0,97,16,0,123,0,20,10,4,0,19,0,9,0,0,0,0,1,0,0,13,0,0,2,0,0,98,0,0,64,14,2,0,0,8,4
260de1f630bcc00f50151bc49b04a756,2,109,2,0,15,0,0,0,32,0,0,0,0,0,0,0,0,0,0,138,38,0,0,29,0,0,5,0,13,0,3,0,0,0,0,0,87,0,0,0,3,8,0,0,0,7,2,8,0,13,0,0,0,0,0,0,77,0,10,4,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0
564a2d40353ba6af46b47a2d367a3d56,35,509,1836,2,183,392,257,16,25,0,12,36,791,3,11,0,0,15,153,4,134,0,2176,78,1581,0,257,155,23,10,15,7,14,105,0,5,22,27,1116,228,768,86,2,1630,2,238,23,1020,286,19,983,42,0,98,68,58,616,0,287,2129,31,79,46,22,53,1737,12,93,81,12,98,127,0,14,26
55b5e18dcec6eaff69b53b2c4cbb0a16,131,88,22,40,114,51,27,253,733,33,13,26,42,7,857,412,20,290,18,335,1310,3,102,1445,48,35,65,47,18,3599,15,135,17,11,14,31,13,46,30,116,102,247,43,49,4,48,145,231,116,79,100,196,247,58,88,111,85,89,10,80,32,15,173,274,30,483,38,52,130,224,25,19,165,2047,51
e8ed0e081283c5963ce9860944f651c6,9,71,2359,746,59,167,292,58,9,14,30,0,33,0,740,3,14,0,263,0,44,0,1951,29,33,0,4,21,0,385,0,2,0,68,0,61,0,0,234,38,209,17,486,817,0,13,3,626,421,0,178,10,4,213,38,14,175,0,124,31,0,117,6,8,11,793,0,58,15,6,18,20,3,32,58
65553cd263bb61cf36d1a75d750952f3,55,153,4,6,68,12,2,28,207,12,4,0,7,4,86,38,4,41,1,141,239,0,15,288,4,13,19,60,15,226,3,21,2,2,0,4,94,33,3,13,47,108,2,20,0,22,17,77,24,18,55,0,25,7,13,9,159,28,13,35,5,7,10,8,5,260,4,11,37,124,22,3,96,169,0
49d5e983bbc870059084d932fb344b75,23,50,0,5,10,2,3,23,100,2,3,0,2,2,40,29,3,32,0,141,96,0,12,166,0,5,6,36,0,142,0,12,3,2,0,0,32,10,6,5,7,40,0,6,0,4,10,15,19,6,2,5,21,7,8,7,46,25,9,9,0,2,0,36,2,109,5,5,12,61,8,3,44,115,7
00cdc20e812b9db87813e2c361289b4a,4,34,0,0,5,0,0,0,39,0,0,0,0,0,0,0,0,0,0,23,90,0,0,32,0,0,1,2,2,0,2,0,0,0,0,0,17,4,0,0,20,4,0,6,0,4,10,21,23,0,0,0,0,0,0,0,17,0,8,7,0,0,0,0,0,25,0,0,11,0,16,0,0,0,0
799fcd30c710ffaccf04ca2879108efa,31,464,514,0,6,0,0,2,60,0,0,0,0,0,1452,41,0,0,0,21,267,0,0,361,19,0,44,5,0,998,0,0,0,17,0,0,4,8,0,0,140,49,0,506,0,2,148,1662,251,2,2,2,0,0,0,7,463,0,147,90,0,55,0,0,0,19,0,0,13,66,56,0,0,290,0
2580cbc77481600b1be7553a25c35a83,2,327,204,0,42,827,276,329,2,25,11,0,127,2,2,0,448,0,1058,0,28,6,615,11,2324,2,273,137,2,0,6,7,4,1846,0,293,8,0,273,46,2,0,2,0,23,48,2,265,147,4,250,16,4,289,24,103,376,0,654,293,2,903,32,3,33,111,0,174,48,0,0,53,0,0,77
cf269c28b9f9a2f2ed7073a8d51a2a24,0,0,0,0,0,23,0,23,0,2,3,2,144,0,0,0,15,8,3,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,61,0,0,21,0,0,0,0,0,0,0,0,0,0,0,232,0,0,17,0,20,0,0,0,0,7,2,0,0,8,0,0,59,0,1,0,16,0,0,17
332d720adc8e107df05b716fd88b601c,70,50,14,25,41,72,15,260,105,59,21,20,32,0,120,49,63,261,47,17,114,130,33,18,56,82,98,26,7,161,3,134,36,55,8,91,9,88,99,35,282,163,27,76,20,26,26,45,41,42,3,11,46,78,105,97,61,100,11,102,31,107,7,175,27,391,53,42,27,128,18,79,261,221,41
b3ef12a80d40902556c2fd4de5924438,4,7,1,0,2,0,0,4,23,0,0,0,0,0,12,3,0,0,0,6,8,0,7,6,0,0,4,6,3,16,2,0,0,0,0,2,5,0,0,6,2,1,0,0,0,3,0,16,14,0,0,2,0,0,0,0,2,2,4,5,2,0,2,3,0,59,0,0,2,11,0,3,4,7,3
a0f4041ccc6a3b1f6512919ebe00613d,101,112,30,10,465,11,22,8,1101,19,2,27,13,19,415,211,7,69,4,444,1943,0,117,1813,161,3,199,90,49,1479,73,31,10,0,1,4,19,31,8,188,101,216,6,37,0,161,92,334,151,357,272,411,125,6,8,10,114,78,20,247,42,1,384,83,12,1620,5,4,449,136,8,4,89,1080,18
048a59d179f89089b6e3a2d50f389e94,2,24,0,3,24,0,0,6,93,8,0,0,0,0,11,2,0,4,0,30,223,0,4,181,30,0,5,5,0,73,0,0,0,0,0,0,13,4,0,10,6,8,8,0,0,0,0,34,18,8,50,6,14,6,7,5,13,6,4,6,0,5,3,14,2,216,2,4,24,9,0,0,17,24,12
cac9c7f0358b22e77dccb632c98fc70d,0,0,0,218,0,95,0,13,0,9,1,0,179,0,0,0,71,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,95,0,238,0,0,553,0,0,0,68,0,0,0,0,0,0,0,0,0,0,26,44,38,0,0,0,0,17,56,0,2,24,0,0,25,0,0,0,32,2,0,18
a2afdab2db82e62d5de07d2f29111f10,5,14,2,0,10,3,0,13,23,0,0,0,0,0,14,4,2,35,3,46,65,0,7,61,0,7,4,3,0,45,0,17,2,0,0,0,4,5,0,8,10,2,0,6,0,2,5,11,2,2,0,4,9,4,0,15,17,4,3,1,0,2,5,20,0,79,4,5,9,3,9,3,7,27,7
be7fa93e72946b09913f7776a2f1c857,0,0,0,150,0,25,0,451,0,64,23,54,61,0,7,3,40,238,10,0,0,13,0,0,0,110,0,45,0,6,0,198,40,17,12,39,0,0,76,0,0,1,66,2,4,0,0,0,0,0,6,11,1095,78,319,75,0,642,0,3,87,23,2,636,49,58,90,68,0,2,2,57,1993,8,102
28a3e65876d54235d7abd36bdb5d123f,3,91,223,0,3,0,0,3,0,0,0,0,0,0,429,0,0,0,0,0,3,0,1,6,36,0,99,3,0,193,0,0,0,0,0,0,0,0,0,0,17,5,0,61,0,12,0,106,46,2,18,0,0,0,0,0,158,0,159,580,0,0,0,0,0,0,0,0,4,0,2,0,0,14,0
b66b0ebe9c94cc5c0ee68a7c8cb966af,2,0,16,0,4,0,0,6,4,0,0,0,5,0,24,0,3,5,2,0,18,0,9,19,2,2,6,2,0,28,0,4,0,0,0,3,0,0,4,0,10,4,0,12,0,15,0,6,15,0,0,3,0,2,2,0,4,0,0,3,0,0,3,3,0,7,0,0,10,6,9,11,0,2,0
