#OTU ID,SLCFP148,SLCFP164,SLCFP166,SLCFP163,SLCFP150,SLCFP167,SLCFP145,SLCFP165,SLCFP146,SLCFP147,SLCFP149
77eb2f8589e0e143883648e11bde2a31,296,0,0,0,9,0,45,0,268,211,0
e16b103da2aa64c71cfe99afc4405912,32,0,0,0,39,0,12,0,72,19,0
4938367aefb076da9af1836d7df30ae0,37,24,3,30,59,0,76,24,24,33,4
0789b8bf342cad7160cfe6e2e074f034,56,51,0,46,11,0,11,88,34,48,0
17bccd87573679acdd1eda74fc49bde7,42,26,0,13,0,0,24,28,38,24,3
d33d037914391243a664e78b0865819d,299,85,34,145,10,0,312,84,245,210,1
ccd31353e129fad1e0c6c09602372b4f,233,107,0,159,7,0,59,157,120,138,0
598a513a3552c092cd8b71a429c45ab1,58,0,55,0,9,5,0,0,0,67,10
e4ae4cec17a77f39596e9265b12960a9,0,11,0,31,0,0,0,5,0,0,0
f75f1091527cd2a1a4c96eba1f735466,39,19,3,5,3,2,0,31,17,33,0
8f2b821cd45696bb55b164853a1917c3,50,63,0,94,0,0,79,58,87,38,0
d5971448f3dce06f45cfd35f968de816,11,7,0,5,3,0,10,5,24,6,0
59cb2b356649752e276dd7f74cee4321,0,3,2,4,12,3,0,0,0,2,0
2e11ee45d4ccab0775222da825d3bd42,151,78,5,70,38,2,19,102,225,99,3
c3bdd500bfba25ea4c753e8d815ef903,7,0,0,0,0,0,4,0,5,7,0
df4ca25fd346713ef43d2c727b2ef78e,477,101,7,66,21,5,161,70,432,299,7
b92f84c206887ecd667f142dd3606ac3,814,306,5,509,83,3,672,250,618,514,4
594b20915c3abfcb209ccf738fb7122b,0,30,18,34,12,0,2,36,0,0,4
4a82bd4ce156dbdc137b21a1d7e75f93,53,60,11,62,21,0,77,57,52,29,0
a5641950b2a3a47827849d91242f0ead,129,44,3,45,160,4,48,37,135,86,2
0e1ed618e78c277a6e33fd639749410c,1,15,0,8,5,0,3,10,11,0,0
55fa67427af49d0e149b71f3e492fc2f,2,14,0,10,0,0,0,13,32,0,2
37e0f2e7c7ab2a2f738b92a61085aec0,125,40,0,23,0,2,19,22,126,89,4
05b3c5e6170d8f2a2028b41de2e4fbfa,15,11,0,8,29,0,28,9,19,18,0
faf82edd7b4917abc7158d7152136723,7,13,0,8,19,0,2,6,3,5,0
b5c61551098444f976845a271dd33f4f,10,0,2,1,0,0,0,0,6,8,0
1c49d51b2fb93e140ae5b7244034d346,185,105,33,54,3,0,29,155,205,111,5
a8bb13e9e2b548216ed9a9619c1767a0,126,40,0,22,10,0,16,41,103,78,2
bf5b6d2bedc4f3f44c7d707821b0f12b,24,26,0,27,13,0,9,27,34,26,0
99417dd633fa8ea2fc2d6f5bfe6b3582,47,28,1,5,0,0,16,29,11,15,0
4d3f43a33945f3299f8517e31869324b,5,0,0,0,0,0,0,0,2,3,0
ca36cc60802278a626b2d36b8da83ae6,14,5,0,5,14,0,6,0,30,7,2
0dc69705aa39eb92e3dc26eed8d677c6,5,4,0,0,6,0,0,3,11,7,0
263274421870217476d2449c7184e666,0,2,0,2,0,0,0,5,0,0,0
2f7c13322a20964e09b36ed3971078af,29,9,0,18,0,0,21,9,32,26,0
0d1b4cdc41a51d019759c85b5795aad3,30,3,0,9,1,0,14,1,35,11,0
33724dd8ccf73f1038563faea4af37e1,6,0,0,0,15,0,0,0,2,3,0
eed1fc5eb0bce8bd66c17ebdae90fd3d,23,212,12,455,2,8,3,311,0,8,0
6f0b4058c92e83c77533a218739a0e38,9,8,2,10,17,6,14,7,8,10,9
95567a20354fa3a584ecf4f0ab229ef6,15,17,2,7,10,0,19,7,30,15,8
87ab9c664033e00f6b64f2afc71a6d90,66,22,0,17,4,0,38,17,66,52,0
c739108a8fb66e778057d21c15128eaf,27,7,0,8,9,0,7,7,32,28,0
7fd2dbaa8c8b59e687ce1cf9edb857dc,305,81,24,100,26,55,555,170,342,78,7
fe74cb6ed6d5951071824943319e1724,153,14,0,16,0,0,82,16,120,125,0
fd127481a7a3b20d6d476f8d15c8b746,22,0,0,0,0,0,14,0,51,15,0
d094187a25af8eacc92b8d88ae38c4a7,2,0,0,0,0,0,3,0,8,5,0
3e514d4fe509d063c262ab3e3b224da1,9,3,0,0,7,0,4,5,2,5,0
3d54a53e5412fd82769620a4792a9b31,29,8,0,24,0,0,10,15,23,14,0
0f7e30a9c413799c28abaf3bf8186888,25,265,90,119,4,130,125,71,52,20,10
fd7e1ff108a3eaf3f64eaaa5faf590af,54,21,0,13,23,0,26,22,50,27,0
40b3ea35e2f5ce567e639342f33d8e2a,12,0,0,0,0,0,4,0,5,6,2
dae1fbaad10a121a9e71c35d8c230bc2,10,1,0,0,3,0,4,0,10,7,0
dbec9c5165f7fd71fcfcee0766f056e9,27,1,7,0,0,0,9,1,26,25,2
3a863e8d613146295f1169d6d3e462e8,10,16,3,18,7,8,22,7,22,5,0
078bfc045d02b9ec7a37cbfe330c6063,0,1296,1955,1203,0,1129,0,1664,0,0,0
80f2643f29f72653e1dcb14d6a129d8b,1875,112,22,51,211,22,1054,100,4106,1221,52
772ad2feb9f19ddeace71e8e2e707858,0,1,2,0,7249,0,0,1,0,0,2
178d4eb06bd14fca2d3c300f9f05e384,129,257,55,330,31,68,133,236,123,85,68
c50f108c7f26f34cb8226f54985908be,1639,1238,242,1204,0,139,255,1873,1597,1158,1343
5b74065cc4963be8f6447b2c9ffcbc87,69,0,2,0,2,0,19,0,104,59,0
eee9bab26577ab7978a3c7bb4a082922,349,236,2600,335,30,8501,2643,226,954,192,3165
db1ea7350f45b6b1c577ee65fae969c4,434,218,14,221,63,3,132,148,515,361,6
b818498a79e2d7a40cdaf0d29b43c7c0,17,53,0,48,165,2,5,58,20,11,0
ba78f5950dfc8ca2138232ac1893ca13,0,330,5,312,0,6,0,235,0,0,0
bf0c4ab9e25d5cb0066ba56a34272e6a,52,32,2,38,0,0,26,23,100,28,0
53cbcf217d083ac12d3827598de4e750,55,45,31,36,31,0,29,62,73,53,4
0c5a72804d13bb1ad0f488d9565364aa,96,11,0,15,0,0,24,10,81,67,0
7af0894d365728994d20f8f22143f8e3,15,6,1,4,2,0,5,0,11,8,0
10fe28dfed336a54e53861839b30278a,336,0,0,0,8,0,52,0,416,284,0
5167710b7280856d9e512a4f58068687,5,0,0,0,9,0,5,0,0,0,0
58fde6dae459af7ec3ed3eea10b1c0cb,21,0,0,0,27,0,10,0,16,5,0
07a0081d4bc5233563d0269fc2c734d0,21,0,6,2,14,0,6,0,9,9,0
22e3c84507191b5a2af4b5a02a5a6340,0,0,2,0,9,0,0,0,0,0,3
3ceb74c21dfbf2d306d22d03dda4b5fe,280,0,0,0,151,0,69,0,340,202,4
f7040b791e2687141adc7be4ad81afd4,25,4,0,0,9,0,7,0,20,11,2
ea6907258313a99760f5785c8c64b8c4,31,0,0,2,13,0,13,7,30,26,0
32e49333696db544fb61eaf8a3921162,4,3,0,2,0,0,0,3,4,4,0
07f9cf5cd15f1e6c3b5f4c0b6b8addc4,70,56,2,52,6,0,47,49,54,45,2
3eeb6fa3850d5ab2864e37931dc1781b,42,46,5,33,0,19,74,24,21,26,0
c4bb856f00469484de24c5d7e0a221b6,72,2,2,2,0,0,9,11,59,51,0
26301b9eb98d7515f25102a00a078720,0,0,0,0,0,0,5,0,3,3,0
7c1aa4cebecf5121ff208d31b341894b,55,11,0,6,0,0,14,16,45,44,0
760550a12e577044cd1f0241dace691d,12,0,0,4,0,0,5,4,7,3,0
720832273d925b4115ed01c6d3df48eb,48,6,2,9,0,0,5,1,37,24,2
72cb656da17f65d184d9186ee5260f53,157,0,15,0,2,0,8,0,101,87,169
672f609119344a6b7dbf954d60b3950e,40,60,9,61,0,153,89,75,42,27,2
c2c7ac3e8c2acf2ceb1fbd66e9ff20d0,14,143,3,83,5,8,9,239,13,6,0
4fdd9f8b9aac094acd93155a17435a7f,0,9,0,19,14,0,4,10,10,3,0
b7e800ed490ab8e535a11f2bd8f6cacc,3703,263,16,64,1,8,449,773,4503,2390,19
62587ccd799d2de60a42127273c72d18,8,4,3,0,7,0,2,8,2,2,0
8a08e31995384f38ebb2f85a9c755462,203,97,0,145,18,0,206,56,239,121,2
8ab2d63ab937834abc3dc024afaa8368,19,10,0,0,0,0,18,2,27,19,0
78b75c16defa331498f30bd043ab6272,5085,1615,1640,2618,48,2274,25602,720,12382,3263,13037
97c8e72a012bb68cabfd5774c84f4a5f,0,0,0,0,3,3,0,0,0,3,2
6c10f09e23d7db98ef7055196830be0f,3074,4242,774,5583,21,2450,6342,1584,4040,1964,985
3df9c9d94f7444cf6271a4c61882ed75,986,165,162,188,23,266,1750,109,1001,654,1181
6bf0279c0db7498fc2f38f1e20694ead,369,3247,743,5168,8,1966,1860,1280,849,233,653
f078ab94d6e34e3e90666ad9a4c83721,72,0,20,0,0,0,17,0,66,70,159
717b8a70a7d3863e6c253f4a02855117,639,839,78,967,0,2087,867,570,761,403,141
bf4a9faf7765b386d8cbde37ecaab952,240,294,30,278,0,152,302,163,351,161,53
f5dac8ad7249ec9eef49ae66ee4b0911,99,24,18,35,3,9,160,25,125,91,152
b1ee74524037c241fb97944c3ca73cf8,178,444,50,763,0,493,306,276,174,100,65
664ad5dc4925894383623f26b86dc68c,1031,977,3550,1117,41,4006,1649,775,1852,508,5355
b98b97e7101ad5d9a215e9f7d6acab08,24,3,20,3,6,3,4,0,24,22,67
61331f68c9ebb4e7db1e755a4fd9f38f,23,11,14,4,0,7,8,13,40,14,8
a8ea32a71ccab9676e42945375ae6f74,1536,2,7,0,4,0,739,0,1124,1137,60
150d478c05efdb9ff36e5260c80c6f20,20,776,6,676,53,6,4,1037,14,18,3
2ae281bc9291a54c1a197f524528f0ba,13,32,32,21,0,9,2,51,17,13,14
6dc17bf564fbd3b7c589f9a73267cc1f,7,10,5,13,0,4,10,2,1,10,0
8be2c54a731b8f744934e22b09aecd2a,901,879,16,1065,0,6,333,1732,921,534,2
8a16fe13c1934a1043aac5a2260a6e00,7,9,0,11,0,2,8,12,11,3,0
fae29aaaca7cac529c2e5187ce8aeb45,440,37,19,50,2,0,255,35,331,239,92
a1b0b267e7b0a74b30da31a1dbfc5ff2,13,0,0,0,0,0,0,0,4,11,0
919326ee64b1e34344dadd7dce92b3ed,23,14,0,20,13,0,9,17,25,14,0
9c7b7a5b69dff6e0563949bb045e56e1,2663,3,22,3,9,4,820,2,2266,1809,15
e7757f8d990f0f91dcc43d7343d003ac,2,1,0,4,0,0,4,4,5,4,0
7c5d083fd226cf933c64069aabf60845,0,789,328,1022,0,780,3,373,0,0,0
af534089faae14037da5bc944e1062bf,0,3,0,1,0,0,0,9,0,0,0
d9b1abe0d5a28d2e71f73bd4c367ff05,0,41,0,52,0,0,0,58,0,0,0
d727291c9abb47ba09d6fba2de9836d0,10,2,6,3,3,9,4,2,9,5,38
