#OTU ID,SLCFP072,SLCFP021,SLCFP069,LYZFP308,SLCFP111,LYZFP307,LYZFP331,SLCFP131,SLCFP078,SLCFP070,LYZFP304,SLCFP067,SLCFP023,SLCFP051,LYZFP328,LYZFP317,SLCFP022,LYZFP355,LYZFP319,SLCFP005,SLCFP024,SLCFP093,SLCFP053,LYZFP320,SLCFP091,LYZFP327,SLCFP095,SLCFP077,LYZFP356,LYZFP354,SLCFP112,SLCFP073,SLCFP128,SLCFP092,LYZFP332,SLCFP002,LYZFP306,SLCFP113,SLCFP071,SLCFP004,SLCFP019a,LYZFP316,SLCFP075,SLCFP049,LYZFP339,SLCFP094,LYZFP315,SLCFP050,LYZFP352,LYZFP305,SLCFP052,SLCFP076,LYZFP330,SLCFP127,LYZFP340,SLCFP129,LYZFP351,SLCFP074,SLCFP054,LYZFP303,SLCFP003,SLCFP068,SLCFP114,SLCFP006,LYZFP343,SLCFP132,LYZFP344,LYZFP342,SLCFP096,SLCFP001,SLCFP110,LYZFP353,SLCFP109,SLCFP020,LYZFP318,LYZFP329,LYZFP341
978c4b2965a576a78cac987d12c9e0a0,0,2,0,0,10,0,0,0,0,0,0,0,9,214,0,0,15,0,0,0,5,34,9,0,0,0,0,0,0,0,0,0,38,14,0,23,0,0,0,0,5,0,0,5,0,12,0,156,0,0,8,0,3,11,0,29,0,0,4,0,22,0,0,0,5,0,0,0,0,27,6,0,9,2,69,4,0
f5fdc65ce7f21dccce1d5f510ecd0cff,0,6,27,578,11,59,6,2,2,2,2811,15,0,70,197,25,0,0,86,0,0,0,10,36,0,68,0,2,2,5,0,26,42,0,3,6,487,0,0,0,4,1115,68,31,52,6,800,65,16,217,5,4,12,15,106,19,33,31,0,844,10,20,0,0,4,0,0,0,0,6,6,27,7,3,388,307,160
78efb9db740a56e0b2bc4d4778d4d3fc,2,0,0,0,32,0,0,0,0,2,32,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,2,108,0,75,0,0,3,0,3,0,0,2,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,13,44,5,0,0,0,0,0,0,0,83,43,6,51,0,0,0,0
236833fbc5a378aae084b64206c25372,33,20,7,149,9,94,7,111,32,13,29,11,9,2,59,73,1,52,18,3,19,13,10,4,9,145,0,6,168,8,10,45,63,10,0,14,100,15,58,0,38,114,23,9,61,0,128,11,45,2,5,2,76,31,50,6,122,29,22,33,18,21,19,4,26,38,32,4,0,9,3,8,22,31,137,80,48
f450e5ce65eb041e774b110c05c7972f,11,6,2,0,3,0,0,12,0,4,0,5,7,21,0,0,5,0,0,2,6,0,17,0,0,0,0,2,0,0,15,0,8,0,0,8,0,8,12,2,12,0,0,10,0,0,0,7,0,0,11,0,0,0,0,6,0,0,10,0,12,0,4,3,0,8,0,0,0,5,3,0,8,10,0,0,0
c0d5395792eadbf5f62e8ffb14fa0262,0,0,0,0,0,5,287,2,0,0,0,0,3,0,0,414,3,113,41,0,0,0,0,4,0,2,4,2,6,80,6,0,0,0,2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,3,0,0,0,0,531,0,181,3,0,0,0,0,0,0,0,0,0
e83365937b9b923d0520f7d7c625afde,0,0,0,43,0,7,24,0,0,0,7,0,0,0,199,8,0,3,5,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,21,0,11,0,0,5,0,0,672,0,11,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,12,289,9
cdb4be857f1f698f7613343f1a9761a3,3,0,2,33,0,64,0,0,7,0,45,2,0,11,47,6,0,0,6,0,0,6,4,0,4,15,0,2,7,0,0,20,5,1,0,3,83,2,0,0,0,49,22,18,37,0,41,1,36,9,0,2,6,3,49,7,94,7,0,12,2,0,0,0,0,0,19,0,0,3,3,32,0,0,33,158,67
52e3c750c93749b22f175b2fb0740cfb,0,0,0,94,0,40,5,0,0,0,36,0,0,0,112,63,0,58,48,0,0,0,0,2,0,298,0,0,139,21,0,0,0,0,0,0,73,0,0,0,0,143,0,0,200,0,159,0,62,6,0,0,261,0,133,0,146,0,0,60,0,0,0,0,17,0,99,7,0,0,0,32,0,0,54,214,90
0daddf1b0a2e7ae6c3add7261ca7b510,3,403,71,93,178,79,8,79,18,12,403,26,6,1679,118,11,87,0,13,0,52,397,290,2,400,37,6,14,5,3,30,201,178,232,5,100,117,7,19,4,626,72,250,1150,30,95,37,530,197,35,159,22,14,99,61,132,325,188,80,102,103,23,10,3,3,184,29,0,3,78,108,176,75,455,121,172,94
108627a3879bcb1138b2c54c39e9f4a1,0,0,0,43,0,337,0,4,18,0,139,0,0,9,23,19,0,2,26,0,0,27,12,6,46,2,2,7,9,0,0,14,11,67,0,0,449,0,0,0,0,62,0,39,5,21,65,6,48,60,8,4,2,0,8,2,51,17,6,52,0,0,0,0,0,0,4,0,0,0,0,43,0,0,5,3,11
41f66b472afd9dbcf57ee6d7f5977368,0,0,5,0,0,0,0,7,0,2,0,7,0,42,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,21,5,0,1,0,0,2,0,3,0,0,3,0,5,0,18,0,0,0,0,0,5,0,11,0,0,0,0,8,4,0,0,0,3,0,0,0,3,1,0,0,2,0,0,0
691f2dbdac94ad2f7e2486ab73a772af,11,223,83,345,194,21,0,10,2,15,393,103,5,147,0,12,5,2,16,2,2,209,18,0,269,0,4,0,58,8,22,2,108,206,2,116,173,23,0,2,189,92,0,111,250,26,102,107,306,51,2,2,0,63,229,42,520,2,13,260,99,74,22,2,4,8,2,0,0,116,78,224,131,242,197,0,230
de2cd296cfdcbb16ecb870a7721433d3,0,0,0,32,0,4,0,0,0,0,41,0,0,0,31,12,0,3,8,0,0,0,0,2,0,19,0,0,3,2,0,2,0,0,0,0,14,0,0,0,0,107,0,0,54,0,124,0,35,10,0,0,5,0,67,0,36,6,0,53,0,0,0,0,6,0,30,5,0,0,0,56,0,0,90,66,133
fc9ef66f439c06896d69d1092d8315fe,0,5,0,0,9,0,0,0,0,0,0,0,0,9,0,0,2,2,0,2,0,0,0,0,0,0,0,0,14,6,4,6,0,0,0,22,0,3,0,2,5,0,2,6,0,0,0,9,20,0,0,0,0,0,0,0,53,0,0,0,34,0,2,2,0,0,0,0,0,41,0,23,6,6,0,0,0
2ce5f984c303607afe63f839e492f57b,0,8,0,640,29,4,3,0,76,0,87,0,0,0,0,7,0,6,14,0,6,0,0,11,0,1,0,87,11,9,17,234,1,9,5,12,10,0,0,0,8,1009,247,0,225,0,1735,0,1314,11,0,128,4,0,268,4,1399,470,0,29,14,0,8,0,7,3,21,2,0,66,88,1394,55,6,980,0,332
a30dd65fa0f17c9ffe88b70cc66d024b,2,7,0,3,0,12,0,7,4,4,3,0,4,7,4,17,0,0,20,2,0,11,12,3,8,10,2,0,10,3,5,5,0,5,0,0,24,2,9,2,5,15,0,2,6,6,12,4,15,21,7,4,13,0,7,0,22,0,0,16,3,0,3,2,3,2,0,4,0,0,2,5,3,5,4,10,11
6c5f6df763ddfa0ac57282518f650bfc,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,16,14,0,2,0,0,0,0,0,0,0,8,7,0,18,0,0,0,0,1,0,0,3,0,8,0,70,0,0,2,0,0,2,0,3,0,0,1,0,14,0,0,0,5,0,8,0,0,16,0,0,0,0,0,0,0
4c8288bfbd76958c0c094d87b97650f8,0,2,0,33,3,29,30,0,0,0,34,0,0,5,28,28,0,10,15,18,0,7,0,8,0,56,0,0,19,29,0,0,0,6,48,5,34,0,0,6,0,39,0,13,29,0,38,5,10,36,4,0,46,0,14,0,32,0,0,36,0,0,0,13,32,0,365,13,0,13,0,11,0,0,26,47,19
c7c2d04ae09cac83fa70535e523d1f7d,0,0,0,268,0,143,27,0,0,0,40,0,0,0,190,111,0,0,21,0,0,0,0,9,0,419,0,0,14,0,0,0,0,0,0,0,132,0,0,0,0,114,0,0,0,0,161,0,15,19,0,0,413,0,4,0,11,0,0,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,205,3
fbbeae3dceada6928b2cdc472f5d9901,339,82,654,31,75,17,10,27,5,1657,14,3428,127,553,13,50,27,9,16,10,169,35,471,9,33,29,5,0,17,25,86,3,79,20,17,18,23,45,1275,5,143,20,0,495,17,4,24,683,9,20,493,5,20,47,5,54,21,5,332,32,23,1871,22,9,11,26,140,5,0,100,31,7,182,109,20,26,5
99e3ef8d6af1702f3a43e8f3e4976956,0,0,0,10,0,0,0,0,2,0,19,0,0,0,0,3,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,3,0,9,0,0,0,0,13,1,0,3,0,7,0,7,7,0,0,0,0,11,0,6,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0,0,5,0,18
7c0c72cc86a5548fac1f1c96853e29fe,0,8,0,3,6,0,0,0,0,0,9,0,0,12,2,0,0,0,0,0,0,11,0,0,9,8,0,0,3,0,2,0,4,16,0,5,3,0,0,0,7,4,0,10,0,0,2,6,5,0,4,0,3,0,8,0,33,2,0,4,10,0,0,0,0,0,0,0,0,11,4,5,13,5,2,15,10
84a1034f71767fa92491aebf1bdf7fdc,0,79,28,73,97,4,2,0,0,0,231,12,3,200,108,15,10,0,4,0,2,46,17,0,46,23,0,0,0,6,3,25,21,71,2,66,10,2,4,2,67,156,59,52,46,35,159,77,78,6,8,0,3,14,95,43,98,53,4,78,110,9,2,0,4,7,0,0,0,38,50,85,43,86,85,231,123
d43cfa5b6ee40a2e7f940e2930849ba9,0,3,2,18,0,6,8,6,2,0,135,0,0,0,48,17,0,2,9,0,5,2,3,6,3,26,0,4,5,7,0,2,0,2,8,0,22,0,5,0,3,185,5,3,23,0,36,0,5,18,2,2,15,0,52,0,10,7,0,68,3,0,0,0,4,0,22,5,0,0,0,0,3,2,24,413,125
832fb872172e67da702355444f34bc1c,0,0,0,1,0,3,5,5,0,0,0,0,0,0,0,2,0,0,11,0,0,0,2,4,0,0,0,0,3,1,0,0,0,2,0,0,13,0,0,0,0,1,0,2,4,0,1,2,2,6,2,0,11,0,0,0,1,0,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,6,4,4
3dc32de6cc2afb83c56da803d4ae8054,0,26,14,31,7,0,0,0,0,0,38,9,0,37,36,3,2,0,0,0,0,7,6,0,5,17,0,0,2,0,0,12,22,2,0,2,2,0,0,0,18,26,12,31,19,3,24,22,30,0,4,2,0,8,40,14,48,13,0,15,7,8,0,0,0,0,0,0,0,6,5,40,4,17,43,116,35
0f6a34be1a611d55dd58a93322b7caff,0,13,0,52,0,8,0,0,0,0,23,0,0,13,0,8,0,0,2,0,2,96,0,0,179,0,5,0,0,0,0,0,0,126,0,49,25,0,0,0,44,31,0,16,0,19,20,13,0,13,0,0,0,0,0,0,0,0,1,22,29,0,0,6,0,0,0,0,0,81,0,0,0,63,0,0,0
818cea4720b8bc475ccdf73579b06278,0,0,13,7,0,0,0,0,0,0,0,0,0,41,34,0,0,0,0,0,0,4,3,0,5,16,0,0,0,0,0,16,0,3,3,0,1,0,0,0,0,0,16,27,3,4,0,30,0,0,2,0,5,5,10,0,0,17,0,0,3,4,0,0,0,4,0,0,0,2,0,0,0,0,2,129,0
9558d82710beac18e454f983c9db7cca,0,18,6,64,30,5,3,2,3,4,145,6,0,20,78,8,2,0,3,0,0,21,7,2,7,39,2,0,2,12,6,23,23,41,0,23,11,0,5,0,14,132,12,5,51,9,85,14,92,4,4,0,4,7,87,9,159,28,2,51,29,4,0,0,3,6,14,0,0,27,23,88,20,9,52,391,74
f9130f059b9380b9961aef118b3a529e,0,11,6,91,15,5,0,4,0,0,143,5,0,29,49,14,0,0,5,0,0,45,6,0,44,40,0,0,0,0,0,9,11,52,0,7,9,0,2,0,10,154,8,18,78,14,77,22,115,18,3,0,4,1,97,5,156,26,0,75,9,3,0,0,1,3,0,0,0,7,8,85,7,8,80,239,117
e895ba3e92642f6c374d12d4ba87bf0a,15,24,5,73,23,33,11,15,53,28,19,12,14,42,78,17,0,21,3,0,22,22,62,8,38,261,0,7,51,23,22,41,11,22,0,9,17,11,31,0,26,35,14,47,26,3,26,45,25,20,29,5,150,5,19,5,81,37,33,26,10,10,18,0,2,16,6,4,0,15,13,16,36,31,36,159,20
87eb0b5032a72845bbb72ec1ffc1e847,0,0,0,62,0,19,3,0,0,0,12,0,0,0,67,11,0,4,13,0,0,0,0,4,0,143,0,0,38,23,0,0,0,0,0,0,49,0,0,0,0,25,0,0,63,0,54,0,13,9,0,0,65,0,44,0,48,0,0,13,0,0,0,0,31,0,48,8,0,0,0,7,0,0,42,70,30
f0deb5bac19f248fce27d93d918d3464,0,3,2,72,15,8,0,2,0,4,6,4,0,0,0,2,0,0,6,0,0,26,2,3,44,0,2,0,5,2,4,3,3,20,0,2,20,5,3,0,0,7,3,3,0,0,16,0,5,7,0,0,4,2,3,2,3,2,0,6,13,3,2,0,0,2,0,0,0,5,0,0,21,2,6,3,2
ad4e760fa406db6470c29766422a47d2,0,0,0,175,0,0,1,0,0,0,3,0,0,0,92,3,0,0,0,0,0,0,0,0,0,150,0,0,5,7,0,0,0,0,4,0,0,0,0,0,0,48,0,0,45,0,28,0,604,0,0,0,0,0,26,0,1076,0,0,8,0,0,0,0,8,0,23,0,0,0,0,439,0,0,19,251,12
292a57429f3bed0adc53c07dc4c62c9f,0,0,3,83,16,3,0,0,0,0,98,0,0,0,13,6,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,7,0,0,0,3,2,0,0,0,0,132,14,0,16,0,78,0,17,2,0,0,0,0,28,0,29,7,0,71,5,0,0,0,2,0,8,0,0,4,7,28,7,0,17,68,33
e6b0f68e8f6db48ea780944a44ac99a1,0,27,10,32,40,3,0,0,0,0,122,4,0,26,53,10,3,0,11,0,2,22,2,0,19,17,0,4,0,0,4,20,12,36,2,24,8,0,0,0,22,113,57,16,17,11,98,15,27,7,0,2,2,9,29,12,38,40,0,52,32,5,0,0,3,0,2,0,0,12,21,28,10,39,32,230,66
9d6f91fffb59ada4da3a8b3e7d40d2b6,0,0,0,17,0,3,2,0,0,0,0,0,0,0,5,4,0,5,0,0,0,0,0,0,0,22,0,0,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,38,0,0,0,0,0,6,0,23,0,58,0,0,13,0,0,0,0,0,0,7,0,0,0,0,1,0,0,13,31,48
5287908182825be751d21ae4e6f44c79,0,0,0,0,0,7,17,5,0,2,2,0,0,0,10,3,0,0,5,0,0,0,2,2,0,14,0,0,5,0,0,0,0,0,0,0,12,0,4,0,0,0,0,2,4,0,2,0,0,2,2,0,37,0,0,0,3,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0
b8d0d192e1821980a4d2d8292dcd4c42,0,9,19,10,17,4,0,23,3,2,93,3,0,110,50,5,0,0,7,0,0,0,41,4,0,13,0,0,3,2,3,9,50,0,0,8,10,0,2,0,0,51,9,97,12,0,37,67,37,5,16,3,0,23,40,38,46,25,5,21,13,7,0,2,3,27,28,0,0,8,11,45,6,8,25,97,77
977eb5e61f5d9a0c3618c4f129859cd3,0,0,0,163,53,3,8,6,8,2,205,0,0,0,345,6,0,0,2,0,0,2,0,0,0,222,0,4,6,0,6,14,0,12,0,12,15,5,5,2,0,53,10,0,82,5,26,4,218,15,0,0,14,0,56,0,198,62,0,83,15,0,6,0,5,5,9,0,0,19,90,192,60,0,334,509,49
6dffe18cc0c1a24e1dd599a2858b21f9,0,0,0,17,0,37,0,0,0,0,12,0,0,0,6,13,0,0,14,0,0,0,0,2,0,3,0,0,5,2,0,0,0,0,0,0,108,0,0,0,0,40,0,0,5,0,26,0,15,7,0,0,3,0,11,0,23,0,0,11,0,0,0,0,0,0,0,0,0,0,0,15,0,0,10,12,11
7027b1cc7695b944a14d2bf2b0cd03f4,0,6,0,102,36,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,2,3,5,11,0,13,0,1,0,0,2,0,8,0,0,2,0,0,0,0,0,2,0,8,0,14,0,18,0,0,29,0,0,0,0,3,0,0,0,12,24,0,16,5,0,0,0
eae0745a628ea0feffa5b1fb2d536f6b,2,18,4,0,8,0,0,0,0,2,0,2,0,18,0,0,0,0,0,0,2,17,5,0,20,0,0,0,0,0,4,0,0,10,0,9,0,0,4,0,14,0,0,29,0,8,0,12,0,0,3,0,0,1,0,1,0,0,2,0,18,4,3,0,0,0,0,0,0,7,8,0,9,25,0,0,0
8064a19ea488e28609ef25daab20653e,18,19,5,449,12,116,8,32,135,8,103,12,15,21,211,108,4,43,36,0,22,38,19,13,50,560,0,16,254,78,17,109,59,45,0,6,59,19,27,0,32,115,29,39,108,2,331,27,169,16,7,3,271,31,64,6,373,105,13,122,12,11,14,6,15,27,19,4,0,84,9,62,51,33,234,219,40
65fd3f4755a7147587602e942ea08845,0,0,0,4263,0,0,0,0,0,0,940,0,0,0,360,25,0,2,3,0,0,0,0,0,0,1712,0,0,2,5,0,0,0,0,3,0,4,0,0,0,0,1013,0,0,3324,0,584,0,1610,10,0,0,7,0,1723,0,3742,0,0,369,0,0,0,0,4,0,14,0,0,0,0,780,0,0,2241,1044,1076
1b20077c579ec346099b958af37ff02d,0,8,18,0,40,0,0,4,0,0,0,2,0,14,18,0,0,0,0,0,0,25,2,0,12,5,2,0,0,0,2,8,5,33,0,30,2,2,0,0,2,0,29,0,44,8,0,7,6,0,0,0,0,2,69,5,10,46,0,0,70,0,0,0,3,7,4,0,0,11,30,9,22,6,31,55,140
49e9cee41713f4c00f8b171ecaff09b5,0,7,0,70,0,2,0,0,0,0,93,0,0,0,16,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,8,0,0,0,8,97,12,2,34,0,71,0,70,8,2,0,0,2,57,0,110,10,0,34,15,1,0,0,0,0,23,0,0,19,0,60,0,12,59,41,51
f5bf4e20e8a4c371b702c2cf491f56e8,0,0,0,74,0,6,0,0,0,0,145,0,0,0,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,0,36,30,0,0,0,0,140,60,0,73,0,129,0,2,5,0,3,0,0,104,0,3,18,0,83,30,1,0,0,2,0,3,4,0,20,0,0,0,0,116,0,315
7737dd181fb4d08851b4c49b7bb5c5ef,0,0,0,15,0,21,0,0,0,0,29,0,0,0,21,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,38,0,0,0,0,142,0,0,0,0,34,24,0,24,0,38,0,15,7,0,0,12,0,16,0,31,35,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,60,93,21
435716953baae002e22a8d28e14c0aec,0,24,11,78,6,2,2,0,0,0,131,7,2,11,132,8,4,0,6,0,0,3,0,0,8,47,0,0,0,0,0,11,8,5,3,9,9,0,3,0,13,97,8,6,46,2,82,2,50,6,2,0,8,2,81,0,93,8,0,35,5,9,0,2,7,0,3,0,0,7,0,75,2,20,51,488,141
8f07f09a7a5b69d79afd30ba3be7ae26,0,0,0,15,0,0,0,0,0,0,0,0,0,0,36,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,34,8,0,10,0,34,0,12,0,0,0,3,0,14,0,8,6,0,0,2,0,0,0,0,0,2,0,0,0,0,16,0,0,27,86,21
090dac4c317bdb16f9ab434da4e8a35f,0,0,1,46,0,0,0,10,2,0,46,0,0,112,38,5,0,0,4,0,0,43,17,0,41,8,0,3,0,0,0,73,37,32,3,12,10,0,0,0,0,34,137,45,14,6,37,64,51,7,10,9,2,13,19,57,67,99,2,16,27,0,0,0,0,6,0,0,0,5,0,48,0,0,66,76,25
b221a65a4ab995abd7110ddcd600e1fb,38,13,11,247,0,68,3,21,42,9,101,7,8,21,132,8,2,7,3,2,3,8,10,0,8,355,0,0,40,22,0,54,9,6,0,8,72,0,53,2,0,46,27,12,73,0,52,16,45,4,7,0,156,2,53,0,125,85,14,111,6,18,0,0,7,11,5,1,0,4,3,26,0,15,154,198,61
a0d2e10ea5e00a9cb906c319ef542843,6,25,16,14,13,72,0,13,0,9,16,3,0,31,89,16,0,0,25,0,5,2,2,8,3,31,0,2,32,0,7,1,4,0,0,14,171,3,10,0,10,58,4,17,10,2,27,1,35,19,0,0,3,2,21,6,66,4,5,17,33,4,7,2,0,6,3,0,0,13,4,43,6,12,27,215,47
18285598fe8215895e323b758326f2e2,0,0,0,9,5,0,0,0,0,0,13,0,0,4,17,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,2,14,0,5,8,2,11,3,7,0,0,0,0,0,20,0,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,2,8,18,15
89da5f45526bc14a8a2dfb25616269b2,0,29,16,17,13,2,0,8,0,2,15,7,0,4,24,6,8,2,0,0,0,24,0,0,31,9,0,0,0,0,2,3,20,24,0,25,0,0,2,0,24,41,13,2,4,7,24,0,13,0,0,0,3,4,15,23,7,4,2,2,29,11,0,2,2,0,2,0,0,18,7,14,9,22,4,83,21
9e39af3708ad41aca6e8d5ab47b4efa2,0,30,0,17,14,0,0,0,0,0,178,0,0,70,0,9,3,0,0,0,0,18,2,0,7,0,0,0,0,0,0,41,16,38,0,7,3,0,0,0,28,134,72,10,18,5,132,34,8,5,2,0,0,2,21,2,10,90,3,35,14,0,0,0,0,4,0,0,0,8,10,10,11,42,35,0,48
94adac1e5690b5aef26d6014e471f458,0,0,0,51,0,28,42,0,0,0,40,0,0,0,41,64,0,17,47,0,0,0,0,12,0,67,0,0,21,59,0,0,0,0,37,0,58,0,0,0,0,57,0,0,48,0,52,0,20,66,0,2,61,0,30,0,25,0,0,62,0,0,0,0,57,0,64,15,0,0,0,6,0,0,45,58,29
97e775c94445b62cef898d8ab38f8cb7,0,0,0,77,0,32,8,0,11,0,29,0,0,0,58,19,0,12,2,0,0,0,0,2,0,231,0,2,15,4,0,10,0,0,0,0,28,0,0,0,0,40,3,0,29,0,48,0,10,5,0,0,160,0,13,0,8,8,0,25,0,0,0,0,3,0,8,4,0,0,0,6,0,4,33,77,8
9c6efccec7649fddce7cb4c0b868559f,59,28,23,256,26,31,3,36,51,27,85,82,8,61,108,17,2,2,20,3,38,41,14,0,40,290,0,8,72,40,20,122,112,38,3,32,43,17,13,0,25,69,32,77,75,4,142,51,29,9,25,10,86,70,39,31,95,81,28,97,18,63,18,3,9,50,10,0,0,129,31,25,138,40,108,84,16
5880c5d1b7cc98fab46a044a247525a2,2,9,9,28,10,5,0,0,0,0,148,6,0,11,18,13,3,0,6,0,0,9,0,2,8,12,0,0,3,0,0,1,6,11,0,4,10,0,3,0,2,84,10,6,8,3,70,0,26,4,2,0,0,1,20,8,32,5,0,52,10,5,0,0,6,0,2,0,0,3,6,30,2,3,29,60,26
0c1914abfb8acde52c282afa8e27a1fd,0,0,0,1,0,4,0,0,0,0,0,0,0,1,4,6,0,0,2,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,2,0,0,9,0,0,0,4,0,0,0,12,0,6,0,4,0,0,1,0,0,0,0,4,0,0,0,0,0,4,1,0,0,10,25,15
dc42750a29cb8d6956790e407a4ceff4,0,0,3,13,0,0,1,0,3,0,0,1,0,0,12,1,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,4,5,47,0,0,0,0,1,0,2,0,0,94,11,0,18,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,224,132
00e1ab8ab959fa51a66dabae588ff48c,0,2,0,8,0,21,0,0,0,3,32,0,0,0,8,9,0,0,7,0,0,3,0,2,2,15,0,3,12,0,0,1,0,0,0,0,50,0,0,0,0,26,2,0,1,0,17,0,15,25,0,0,4,0,1,0,23,2,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,2,4,21,10
fda05925f9cfe9acbd1ec63617c7352a,0,0,0,5,0,1,0,0,0,0,7,0,0,2,5,0,0,0,2,0,0,3,0,2,2,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,19,0,0,3,0,18,0,0,4,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,6,10
045a1a47c4469f29bae89f8b43e1bb5c,0,0,0,26,0,0,2,0,0,0,24,0,0,0,48,4,0,0,3,0,0,0,0,3,0,14,0,0,0,0,0,4,2,0,0,0,4,0,0,0,0,48,6,0,12,0,29,0,16,4,0,0,2,2,27,0,14,6,0,27,0,0,0,0,6,0,12,3,0,0,0,21,0,0,14,89,58
bb90273591852183597662b9cff598aa,0,0,0,4,0,4,2,0,0,0,3,0,0,0,104,6,0,0,2,0,0,0,0,2,0,259,0,0,35,16,0,0,0,0,0,0,8,0,0,0,0,6,0,0,40,0,6,0,12,0,0,0,76,0,18,0,41,0,0,5,0,0,0,0,5,0,7,0,0,0,0,9,0,0,45,123,22
6c2d2e23409700b24ce7b5ea5e60dac9,0,0,0,2,0,0,21,0,0,0,0,0,0,0,0,13,0,2,44,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,5,0,3,0,0,0,0,4,0,0,4,0,0,0,0,4,2,0,2,0,0,0,0,0,0,4,0,0,0,0,7,0,2,0,0,0,0,0,0,7,0,2,2
9ff8565480eb4d1ae1feec02a0dfce35,401,531,435,16,2134,77,115848,2,17,544,47,503,406,0,4539,15,1317,12,19,3,207,3,5,9,5,19647,4,3,10,22,1011,0,13,12,212331,4,40,508,309,0,327,22,0,2,23,3,15,5,10,51,12,5,50253,6,3,0,15,3,0,31,0,565,594,3,40,2,58,7,2,3,687,6,3347,709,4406,4277,22
b102928f03449973e2bd7c11a39817ba,0,25,12,20,16,1,0,8,2,0,54,5,0,107,8,0,3,0,7,0,0,0,26,2,0,2,0,0,0,0,5,4,13,0,0,6,10,0,0,0,26,24,6,111,6,0,20,49,26,3,8,0,0,0,11,14,28,11,6,22,2,3,0,0,0,2,1,0,0,2,13,8,4,36,19,13,15
333db851433b13ed9ca0dec977936432,0,2,0,80,0,16,0,0,6,0,521,3,0,0,0,30,0,0,27,0,0,0,0,3,0,0,0,9,0,0,0,107,0,0,0,1,49,0,0,0,0,456,313,0,0,0,425,0,0,10,0,8,2,0,0,0,0,168,0,286,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
5756e2e2f97499253c4280eeb7413ca6,0,0,0,0,0,2,0,0,0,0,4,0,0,0,7,0,0,0,3,0,0,0,0,2,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,9,0,6,0,7,2,0,0,0,0,10,0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5,0,0,10,10,1
eca7ea65dbc52bdbc9ade7f98e109a1e,0,27,9,14,6,0,0,0,0,0,2,8,0,11,4,0,0,0,0,0,0,17,0,0,20,19,0,0,0,0,0,0,15,15,0,10,0,0,0,0,41,6,0,26,9,2,0,10,12,0,0,0,2,8,6,19,8,0,2,5,23,5,0,0,0,0,15,0,0,22,5,0,15,29,5,25,14
028e2c1b650e2e2b5847154a153e0166,0,0,2,34,0,28,32,0,0,0,39,0,0,0,28,36,0,10,37,13,0,0,0,6,0,63,0,0,21,44,4,2,0,0,21,0,49,0,0,2,3,58,0,0,38,0,47,0,75,70,0,0,54,0,20,0,33,0,0,62,0,0,0,12,35,2,0,17,0,0,0,5,0,0,44,48,29
28fc0cfd6d82967ddde9746a18d77058,0,0,0,130,0,71,25,0,0,0,49,0,0,0,135,93,0,2,25,0,0,0,0,3,0,368,0,0,8,4,0,0,0,0,0,0,35,0,0,0,0,103,0,0,14,0,110,0,0,7,0,0,477,0,0,0,6,0,0,69,0,0,0,0,0,0,0,2,0,0,0,3,0,0,6,208,1
