#OTU ID,SLCdtt163,SLCdtt164,SLCdtt145,SLCdtt150,SLCdtt167,SLCdtt149,SLCdtt146,SLCdtt148,SLCdtt168,SLCdtt165,SLCdtt166,SLCdtt147
5d0b32115cf2078d1dc91330889065cb,21,0,61,14,44,0,0,0,11,0,0,0
b98b97e7101ad5d9a215e9f7d6acab08,5,29,0,0,0,6,6,33,0,11,0,29
61331f68c9ebb4e7db1e755a4fd9f38f,0,31,0,32,6,15,14,52,23,84,15,36
edfa79ceea3418e0e353c6fa5f945849,48,0,0,0,114,0,0,0,27,0,0,0
a8ea32a71ccab9676e42945375ae6f74,0,4,451,129,6,82,130,978,12,4,0,883
150d478c05efdb9ff36e5260c80c6f20,571,1633,2,7,69,3,3,29,278,1063,46,13
2ae281bc9291a54c1a197f524528f0ba,15,10,0,6,41,16,3,9,11,17,15,10
6dc17bf564fbd3b7c589f9a73267cc1f,0,47,64,8,0,3,1,33,0,33,3,31
8be2c54a731b8f744934e22b09aecd2a,610,1169,224,66,57,55,199,487,215,1150,47,439
8a16fe13c1934a1043aac5a2260a6e00,0,41,10,0,60,0,12,19,1,29,1,15
fae29aaaca7cac529c2e5187ce8aeb45,154,15,452,130,26,59,46,479,7,72,7,269
a1b0b267e7b0a74b30da31a1dbfc5ff2,0,7,0,2,0,2,0,3,0,0,2,3
919326ee64b1e34344dadd7dce92b3ed,0,16,11,0,0,0,6,25,0,17,0,22
9c7b7a5b69dff6e0563949bb045e56e1,238,24,1465,137,24,216,457,1095,19,12,2,957
e7757f8d990f0f91dcc43d7343d003ac,12,24,0,1,2,0,1,7,8,23,0,0
7c5d083fd226cf933c64069aabf60845,675,210,0,3,584,0,0,0,186,425,316,0
af534089faae14037da5bc944e1062bf,0,2,0,0,2,0,0,0,1,3,0,0
d9b1abe0d5a28d2e71f73bd4c367ff05,16,45,0,0,0,0,1,0,3,41,0,0
d727291c9abb47ba09d6fba2de9836d0,0,4,0,23,0,23,3,5,2,3,0,0
6a0efe866edcb457cbf296d6f70a0e86,0,4,8,4,5,14,2,5,3,12,6,4
b9ee83053b2dd45e29dcd5e4eec2fda3,0,0,0,6,0,0,0,6,0,0,0,6
0162ef310d0ebbd4ad2edcd83d478a9c,290,314,752,34,35,56,199,697,49,403,24,683
553a6cb665f188f9e1da63ceb5a1ac60,317,27,98,6,16,21,8,68,15,28,7,60
3b171983bb391cffd0d046137ee7d41f,121,81,0,126,15,10,27,250,46,270,14,155
5cbedcc7f13219f586242a026743cb09,0,0,0,6,0,3,6,0,0,0,0,2
ff15c4f51c85270e7521f9694edaec61,117,0,0,0,4,0,0,0,0,0,2,0
37c03af0c93baa76926221206678ba9e,580,2,66,4,2,3,0,0,37,5,18,0
6be7c1afdd690efab2c28453f0d304da,78,5,13,0,7,5,0,6,8,7,2,4
049e49112c893b717f0c7062d7d3489e,43,9,0,3,34,4,4,8,4,8,5,5
4a21bd45b5ff48f40bbcadf6930fc3ee,39,6,15,6,40,7,2,6,7,12,10,9
76214bb13d1e7d69ca2f7827e3ac12e2,3,9,44,3,42,14,0,5,2,5,6,7
40f29bc827ddfc03d7fb5b76fb311557,0,8,4,2,3,4,0,5,0,4,0,2
03156252fe6d4e8f09aeafc3bef8622f,1,0,140,3,0,11,0,0,5,0,0,0
86b5603a79c587d59312beef52df3409,18,0,0,5,0,0,0,0,5,0,3,0
96c7cedbae877361d087a8b39206d408,0,6,27,2,1,9,0,5,12,3,2,4
22b9810ff65d4738386c7af9c5447322,0,9,0,3,3,2,0,0,11,3,2,3
7949a6531e3cad4e887c8d260cde3ac8,0,2,0,0,0,0,0,1,5,0,0,0
7d0ccb9242c92ba67eae0552bf7c6f94,46,2,0,0,2,0,0,2,9,2,0,0
d71fe67e73a45e78b36ab2586bb5dcc8,2,2,0,0,0,0,0,2,3,0,2,1
b400719f5c1718b7025f0997a4e37540,0,3,3,0,2,0,0,3,0,0,0,0
18f3b811ae49dad2e01b20f5f39d10a7,0,2,0,0,0,3,0,0,0,4,0,0
b6ba7b52695ab879908dcb54a5966468,135,398,0,5,4,3,4,8,8,119,22,17
570cad8230542ad8f2c032a719120bee,0,0,0,0,0,0,0,0,0,3,2,2
58d4d11ac63af0cc23a8e56a38767908,0,0,0,0,4,5,0,2,2,7,6,4
a55f549b9a40506a070a2fb7e8ca0726,75,0,53,2,4,8,0,3,0,4,3,3
4c7a029ea62e2e73e124d6b0e3cc082d,20,36,19,0,0,1,5,12,6,27,0,12
94a45fbb634a4ae23f34d8160d95c8b7,49,0,0,0,0,0,0,2,0,0,2,0
c52e2fe4480cde97ede9bd054d0e6b50,465,84,1330,410,9,300,347,1486,30,51,0,1220
de5c3f0b7c96b05b03568bbdbd3e4a80,0,23,18,0,15,0,7,36,16,31,2,19
91777792b0c4ff2af1e9a8ff54c7557e,6,0,0,0,0,2,0,0,0,1,0,0
7b5a9a466d6970735cb986d2e97b7d03,0,0,130,19,0,33,139,659,1,0,0,506
5d1a7a11e80c627fbc98743087f309f0,0,0,0,0,0,2,0,0,0,0,2,2
620f90511245f0f7e17e85f14064d5d5,114,121,9,0,0,0,0,3,2,60,0,2
99c3efca4a382f66009ce640ac5e3125,0,0,9,22,1,17,0,0,0,0,0,0
10527898419f8ba7992583f086ac3411,13,2,0,0,0,0,38,250,0,0,3,194
078adee61a27c0b09155d2f8a79114e3,0,7,47,4,0,3,9,39,3,2,0,36
5bf70f0844b19e3a69602610e2e8fc95,0,5,2,2,11,3,0,14,4,10,0,5
74fafaec802530941890c1f49dfbf3e4,0,4,0,0,0,0,0,3,0,4,2,2
25d3f4781a6f4cbde13477d5d508ce48,82,209,26,0,0,0,2,5,22,48,3,1
a23786caa7c120949ed8f63b4563e637,51,164,53,4,10,7,14,25,22,64,0,16
bf1a4c1750d82338cbafd0d515b5c81f,75,59,0,0,21,0,0,0,52,60,5,0
3a81cd34e3edb8ef3e0c1fb4bc81e7b7,148,63,91,73,20,23,28,72,18,90,14,63
ac5101eacdec4418377844bcf559b674,118,65,30,0,7,0,9,28,8,75,5,30
e19cc7978426ddc9cc4750cd4d19a34b,316,1760,466,126,65,176,814,1051,134,999,55,990
5a4df7a2a1f3c0c0db928b1082c14ea1,263,183,80,3,4,11,18,76,7,89,9,53
9768b4a338c3f371f79928060e0faf51,0,15,0,0,0,0,2,14,2,11,0,9
c57eb58b5d9bb62822449143985b285f,276,175,138,9,29,2,33,156,13,172,2,122
81eda1422d0041fb98bb24da5a17fccb,66,47,100,18,8,26,30,134,16,32,0,128
f2395a04640c5e58dafb7a43d42f99d7,967,17,47,79,6,9,26,164,22,60,19,137
3b4a22365a97f8aef6f1e9dfa5ad4fcc,412,30,30,12,7,4,18,359,10,137,10,300
c9859aa5d749b6d2e74ca16903d792f1,5,7,117,6,2,11,23,115,0,24,2,71
2721883a2b4af04bdb995e3e78d70426,57,72,0,0,4,0,3,3,3,37,6,0
9682035e00a33066c8a20a5728864160,13,2,0,6,0,0,4,32,0,13,0,25
2268f4e3b669e69b3a863b134bf93ad0,0,39,25,0,0,0,10,41,3,15,0,26
4266f981f2c245a7fce86b0fa415cae6,99,75,30,13,0,5,27,80,10,51,2,66
548b9f02eb5f8d9c273fea608c89123c,0,36,0,4,3,5,7,57,5,51,3,54
a573e0e5cd07839bf04f73efeb94edc6,50,22,35,4,3,7,17,79,0,39,6,65
ab7dca7c56ab62bab49107c13b7e1bc8,23,61,101,0,4,0,40,117,2,1,0,73
ae88511b9e5c27f7d0817575963f6e29,71,0,0,3,2,4,5,50,0,0,0,30
0758746de870fac931a39b11205ea4f6,25,177,124,3,0,0,68,383,5,87,5,310
1b55637e241b7dcdf09de3408cf4a0fc,0,0,2,1,7,0,0,0,5,0,2,0
2beb1000f6cb368fe0cb77bc64c6c515,0,3,6,0,0,0,0,0,0,1,0,0
22436f090b3327aa9cc25a46c2614ab0,424,12,0,124,1,0,0,0,18,61,4,1
ef28e8fa565fbc33cede300e2cc4c520,153,242,8,3,15,3,10,21,48,166,6,27
d15dd680edf99e641830faeddc480abc,0,0,3,0,0,0,0,6,0,0,0,4
2dca81caa7e1886c0bd386ff62108db9,0,4,10,0,0,0,0,10,5,9,0,5
88ad73ff5b8581ef81c292dda3a7fabc,78,7,149,43,0,33,34,247,2,0,0,198
d47356b66c9be28618916070b1f80180,218,8,10,42,2,5,2,41,0,8,0,49
8dd2de3c5689e7045bef46a069c6b44e,0,4,18,4,0,0,8,28,3,18,0,17
a92e897782ca8cc6b9da539cb6a4176f,288,890,3,0,1,0,11,11,0,277,0,9
00490a68d06e75264954c83b76f77346,23,92,5,0,2,6,43,36,14,116,0,25
ea214c60bfc36111b6de1f3592410b79,2,0,9,6,0,0,4,12,5,12,3,14
84b12c5f4618dbf894915076b08799fa,0,6,0,0,0,0,4,6,0,9,0,9
eceae7b1433069710d60b6f53b38ba8c,0,0,10,3,0,3,5,12,0,0,0,11
45a75b7a373e7061619148bdc0cd48fa,0,3,0,0,0,0,0,7,0,0,0,4
4e34142d35033306c8677c05d3183f1d,21,0,50,4,0,0,2,34,0,0,0,10
25dbbc91dd4c739873039ece738737a5,0,8,34,0,0,1,6,39,7,0,1,17
482b8f8756aaaac49619e391330d7fce,0,0,8,14,0,3,17,78,0,0,0,67
44585e66f2af08e85803b2e5689b1eeb,125,1158,47,21,10,18,42,121,17,161,9,92
da729b44d015de37c4b1d27778f71a7c,0,7,0,0,0,0,0,10,0,8,0,6
43f0247fc01758c65914603bd7280102,0,14,0,7,5,0,0,6,9,14,0,0
b13958316047b7b85cbc2a79bb47cf90,0,0,0,0,1,3,0,0,0,0,6,0
6a42b69784c3100f86eb383085bb61b0,2,4,0,0,0,0,0,0,0,0,0,3
d9e4aea2cb4b37d94d113c747449d83d,491,1259,0,7,59,0,0,12,43,904,30,6
5bc5b089049f5e5e08a6853cc9a5128c,0,0,27,9,0,6,8,36,0,0,0,29
454bed12191b1035cb27f4b030b9d789,2,0,45,30,0,19,51,209,5,12,2,174
b0ab9b6f0a56b8707d181a7ba889b89c,0,1,0,0,0,0,0,3,0,2,8,0
ec9ed9b5acb1ccd3cdfd196b3632904c,0,3,0,1,0,0,2,4,1,0,0,4
d9099e07d6529ebc6f96ed500c2d245c,66,132,0,0,0,0,0,0,2,43,0,0
9eaa3f6f401466b381390d7803fdb48e,128,10,0,7,0,0,0,0,15,8,0,1
9de76593a352f0485ab552209ea38a3b,16,51,0,0,0,0,0,2,3,20,0,0
2363ef7459a5696a81b2a97fc71cfd10,0,0,0,0,0,0,2,9,0,0,0,15
9c84f3a63bb2ae197d33f6cf57d34377,60,19,90,0,0,2,6,51,4,14,0,43
5b239ea4225a1366ac283394a91ec211,1,12,18,0,0,4,5,33,0,12,0,20
05e5fd65c9186b5d17260e49ce648e3a,8,10,0,0,0,0,0,0,0,6,0,0
9f05e4992392a05c38e1c790e07f3e5c,0,2,0,3,0,4,0,4,0,0,0,2
1554443a4a45ad36acfd724663494a18,7,0,8,0,11,0,6,20,0,0,0,10
b472d29ebb2e4b918cf5f7e0d7b46ce9,0,2,15,0,0,2,2,4,0,4,0,5
eb1cb381c314ecbbf46265b2e2351ee8,0,0,19,0,4,2,0,0,0,0,0,0
a131ed51b0ab64ebb4a6435412609f28,0,16,0,0,0,3,1,4,0,3,0,3
adbdc5f804f4d01e74c42c674dcba9b6,0,7,0,5,0,2,4,8,2,0,0,15
a8f7a4c4fa926673d7a1b6e3bd4c8925,0,6,0,4,0,2,4,22,0,7,0,16
cd884087f7cda74d06ff75e8380a83c8,0,2,0,0,0,0,0,2,6,0,0,0
7d7a3b101eaf48e202447aa95e0b14e6,0,0,0,0,22,0,8,8,8,0,0,5
52ea162f982093e6b9b3bcdc2fc0b119,0,4,0,0,6,0,0,17,0,5,0,7
c472d153dba629cb76b93fb822e3dff1,0,0,146,6,788,0,0,0,205,0,0,0
b2282677ff1ba19e9700383f454417bd,105,3,0,0,2,6,0,3,0,0,0,0
ff675a6f40de9d613de71146b7907972,40,1,222,18,0,4,75,409,0,0,2,357
3bbeeae15925a7bcdb68543db7f8866c,1,3,0,77,20,3,0,7,3,3,13,0
1dd0de0176ddf4ce0f0b8ab5fb4d5bde,31,3,0,0,2,2,0,2,4,2,0,3
eba615b37940822dff96a8631dcb972f,0,8,0,0,94,0,0,0,0,3,0,0
a85bc10c747c0cf482d7ddda17567dae,0,0,0,0,0,3,0,0,0,0,3,2
a958590c6abbc1d4523da90f75fe0e79,0,11,0,0,0,0,0,0,5,14,0,0
793c5551e5eee756319c35a9a48a7edf,13,13,4,0,0,0,0,6,2,22,0,8
cccad67fb5ce1b4f76ed38e69a6c2556,0,0,0,0,0,2,6,32,0,0,0,27
fe43ad83d4000bf88eb91355b364fb6d,0,2,0,0,5,3,0,5,0,2,0,0
26fdedbab1c7064845c123af942ae31e,0,2,0,0,0,0,0,3,5,2,3,11
b233d3ce2bf6a5e3d5d7f63c20630953,0,0,0,0,0,0,3,4,0,0,0,4
e6d53e67eb96231b465269ad8c15fe3c,17,12,0,0,0,0,1,8,0,11,0,7
2f0e4b1ee62d7bb4e4e0ed5a7cfde987,0,0,0,3,0,3,6,14,0,0,0,17
e6d66ef7723698cd525484d0e4c18380,0,0,21,0,0,0,0,7,0,2,0,4
2f5eb6f271a73cdbef20ed231091afa0,0,3,45,3,0,0,0,5,4,15,0,4
4123d359e9057437f70c2460a306a9dc,44,2,0,2,0,0,0,0,0,0,0,0
0eff4a159799c2ae52bad4f4df877422,8,0,19,25,0,70,6,18,0,0,0,21
8d2547a20e383779a2ffd897c96a143b,0,2,0,0,0,0,0,9,0,5,0,8
d4a5499b22ebcc23e725464ee016c371,101,2,37,12,2,0,0,0,0,2,4,0
fd4b3d2f9cba93a74c7189c38c7cdf5a,0,0,0,2,0,8,1,0,0,0,0,0
a0f9d2150e3f8419a6ade2e296eafb5f,0,0,98,6,12,0,0,0,0,0,0,0
98031b7463db570359ac775b0460255e,308,3,321,61,47,27,0,0,41,2,3,0
fca51fcea231ecda9f6185dd88b9d491,468,7,99,100,64,29,0,0,45,2,20,0
f150715f8c0da2b4197c3827c4e0be8d,0,0,4,2,0,0,0,8,0,0,0,4
ec4de48aa12e4b53b324d22cc27c0536,7,10,23,3,0,2,0,12,0,8,2,7
9d5fc607f559fc30f738ffaba89eed21,0,5,0,0,2,0,0,1,0,0,0,2
bc6067b1afe34571025540460e72d29d,0,0,0,4,0,64,0,0,0,0,12,0
798d35d9b0c3042cbab6145d6dc08167,0,0,12,5,0,13,4,3,0,0,0,4
da8697eb400b09cebfb853db82e748a8,0,0,0,5,15,0,0,11,1,14,0,1
a8963ac84ae77f25bb2dadf59a7c5140,9,40,43,0,0,0,0,0,11,21,6,0
fd8f763fed12a64191a617e199878844,1,8,0,0,0,0,1,3,0,0,0,2
264be41ad2f4137d7cd5fefe393e1b92,19,0,24,2,0,2,0,0,5,0,0,0
383137304894be61a559beed2123c267,193,6,61,44,5,17,0,0,20,0,6,0
65c320e0943afb508df18e97f13028e3,36,0,0,0,0,0,3,0,0,0,0,1
763caca9d62b4de11811d7abc47a7274,0,0,3,4,0,0,1,0,0,0,0,0
5c41806f924fb1e703e71cf0d2414e60,0,0,9,0,0,3,0,2,0,0,0,0
44be4a73cb6fbe694ec6cbbdba4bd3b3,0,0,0,2,0,0,0,1,0,0,0,2
50df633fff4d218aacac58d53b1db346,21,173,5,0,0,0,2,3,0,54,0,0
d591655273fb3277ea21881cbe2b0133,29,19,75,9,8,14,9,12,11,38,13,17
97774b092493edfe2b8bf635a7240d32,134,60,114,19,8,28,14,126,31,71,5,115
7e64aaea62e4a62680fc152ce47e0530,0,0,4,0,0,0,22,46,0,0,2,34
76794ae5549a65cd6cad31fa595aeed3,58,1,0,0,4,0,0,1,0,0,0,2
ebfc21a299500a818bedec14ce34ace3,0,0,6,0,0,0,0,2,13,4,0,0
fc06a7c71344f823c3973a747b3d5c94,0,2,5,0,0,0,0,12,0,7,0,10
0a7b3001c4207b466629ee69ee4e7b4e,0,2,0,0,0,3,2,0,0,0,0,6
d6096e7dd5c3a707dcb89183e163fe1b,0,2,0,4,0,0,0,0,0,2,0,0
0321b42ff015ef061cf22ab5a82d405a,5,0,0,15,2,0,0,0,2,0,0,0
390c08fb57b09d4a4c8d606a16ce33ee,8,0,57,0,362,0,0,0,89,0,0,0
c7be91174934fb93eb93e3d4c6357a11,0,2,0,0,0,0,0,2,0,0,0,3
71f28f9979764df3c37d9b1542a2eaad,0,0,0,6,0,2,3,11,0,0,0,6
cb8c197da2ac67158456f4df1aaf3246,0,10,0,0,0,0,0,1,8,9,0,0
9e2ef70e7d85b64e8851ed4abbbcdefd,194,0,11,0,11,0,0,0,11,0,1,0
28d48b6d9a8b571feea5567ac771df8c,149,3,103,29,10,12,0,0,18,0,2,0
33cde1fc4dd74921273f05e90783c20a,93,3,186,6,13,7,0,0,0,0,0,0
c1a25c7170b0b5adca2a6c75564f29b4,74,0,163,0,6,7,0,0,14,0,3,0
c021db5a851bd9f3fdf3635e22bb37c7,73,0,157,2,5,5,0,0,0,0,0,0
51f5c2c810a80b2f92bab66f980dc88c,64,0,11,1,17,1,0,0,13,0,2,0
669a7b5ba05ec02d2cef32eb3023db4a,59,0,31,4,0,0,0,0,0,0,2,0
26dba877e89ddba58458519d8f68a117,58,15,204,14,0,7,53,145,0,15,1,121
bbf10eda60b29a43f5e30a9054deac72,54,0,0,5,0,5,0,0,0,0,0,0
2b58d8a5cbdd83e8aa0be99dfbc4fef7,48,0,0,0,35,0,0,0,33,0,0,0
084d2d179f2961ec1c83a3421f8d2523,37,0,18,22,5,0,0,0,1,0,0,0
c6439283f0080b5ac7bf7ece7c0c797d,30,1,27,9,0,1,0,0,5,0,0,0
a0d6a3648d979bfae9bbbe31fac11c0a,20,4,0,7,0,0,0,10,0,13,0,8
57194efb319632f83967f5b0b1b6ce22,19,1,3,1,0,0,0,0,0,0,0,0
ce4578e45a1162cd1b47c446dce31108,17,33,0,66,43,75,7,22,75,46,29,27
aa609e4d569307c490efe0d53bf877f9,12,0,26,4,0,0,0,0,0,0,0,0
138a7863c548a5da2e75b12374eaf3b1,10,0,0,0,0,2,0,0,0,0,2,2
feda5dcfdbf421b703cbb5791c9f2345,9,0,0,0,548,0,0,0,87,0,0,0
4b98a955c7b8ebdfd143162051b0b58e,8,13,0,0,0,0,0,0,2,22,0,0
29344ca25db16d687a36d7b76610a578,7,34,4,0,0,6,6,38,6,37,0,37
a017345685955ba031e3b6c40ed59a5c,4,0,2,20,4,7,0,0,8,0,0,0
7459803c02f509a10950660a4ce7ef0e,3,0,18,0,0,0,2,8,0,0,0,1
7549c3e6c87ea3f1a99b28ca6f910720,3,2,3,0,0,0,0,2,0,0,0,2
c5783224aeda47e54bfe30f339d4df99,2,0,184,14,4,19,0,3,0,0,0,0
1b92acbeec319af5515634a91d59a0ae,0,16,0,0,2,0,0,0,0,91,0,0
df930223eb75d5d67fc7a0e395a059c4,0,7,46,0,0,0,6,35,0,15,0,36
249ed455e67354163ce1b6626abc66b6,0,0,0,1,0,1,4,40,0,0,0,45
36e3a9e38087b90589af8fe703143a78,0,0,0,0,0,0,2,4,0,0,0,13
fc710c7e16215abe2e76d1eff454ae8d,0,2,0,0,0,2,0,5,0,0,0,0
cbdb85b28d1783507d937e69a557eb14,0,0,0,0,0,0,0,2,0,2,0,2
3f87fd1b5e486c0a49a3a95bc6324105,0,0,0,4,0,0,0,17,0,0,0,12
883bcd032c0cb9f044ec6d601892ac6f,0,0,32,7,561,0,0,0,137,0,0,0
2372cac43634b1fb40ade954c8beda81,0,0,9,0,0,0,6,12,0,0,0,3
fedbe412758ccf2f105c8a5c075da682,0,0,0,2,0,2,0,6,0,1,0,9
51d04f80dae7329d469a00a0ff8b6192,0,0,35,0,0,9,0,10,0,0,0,0
9690c281ecf248f8b3b5ac248c4177b5,0,0,0,0,0,0,2,3,0,0,0,1
37fe9cc0de779f30449312446814f139,0,4,0,0,0,0,0,0,3,2,0,0
28433b538c9cbdb885d22d87535fb203,0,3,0,0,0,0,0,0,5,4,0,0
d6c49fcb2dc5c532a449027972a9bc7a,0,1,0,0,0,0,0,2,0,0,3,0
1cbb8a70bb5468666c51008ef87165ff,0,1,0,0,0,0,0,5,0,0,0,5
20436a9f69c17f7395033d0335527d1f,0,1,0,0,0,1,0,0,0,0,2,0
80996bf422d6930bc2c8e8ec2598bb61,0,1,1,0,0,0,0,0,0,4,0,0
cf6913cae8f5628ed88092605839e679,0,0,0,2,0,0,0,2,2,0,0,0
2704dec7c47e9260651dd8162d7b96d6,0,0,0,0,0,2,2,0,0,3,5,2
44a00ace280d32be19638bc102529306,0,0,55,8,0,0,9,0,0,0,5,40
a1824add26e2c78db77388ca8e5d87ad,0,0,0,3,0,0,6,19,0,0,5,11
03a3573c16ff78b710f062ee1be0c35b,0,0,114,0,20,2,1,6,10,0,2,6
951d5bcc33d07846c19408e69c57bff3,0,0,0,1,0,1,0,0,1,0,0,0
4b2c239b2c6f91d028767aacd0974a26,0,0,0,39,15,0,0,0,3,0,0,0
1bf54441e8be15a502162eb368138b5e,0,0,0,4,3,3,0,0,0,0,0,0
e399b9abbbd52504f9c9ab8ea36baa7f,0,0,0,0,0,0,0,15,0,7,0,11
16e6fedcd7449639ba24262657e21559,0,0,0,0,0,0,0,3,0,4,0,6
0ad27982844fdfda4a143cb13c045826,0,0,0,0,0,0,0,2,0,1,0,3
