KO	Global_Test_RSQR	Global_Test_Pearson	Global_Test_Spearman
K00248	0.776937789298	0.883748552596	0.954105174175
K00634	0.97675976138	0.988459215158	0.930752703321
K00929	0.975686293375	0.988137381562	0.941988658378
K01667	0.966878887707	0.983899673985	0.718220562854
