KO	R^2	PearsonCorr	PearsonPval	SpearmanCorr	SpearmanPval	MeanAbsDiff	StdAbsDiff
K00248	0.936248471759	0.972393437955	3.92243015888e-56	0.973512732908	6.77219649532e-57	0.0135119998185	0.0159579206983
K00634	0.982968232563	0.992128273262	2.17989832174e-79	0.932848437885	6.80460302251e-40	0.0164597112728	0.0204574651242
K00929	0.980632532905	0.991061285963	5.04317893257e-77	0.949209256455	5.86376174664e-45	0.0177980083975	0.0223251153881
K01667	0.966368858913	0.983809935229	5.37706624621e-66	0.764550229615	4.40017426143e-18	0.0280041989046	0.0401072640902
