	pielou_evenness
BioGeo-TL1a_FP_85_merged_R1_001.fastq_profiled_metagenome	0.7719287072282964
BioGeo-TL1a_FP_233-REP1_S13_R1_001.fastq_profiled_metagenome	0.5789067871825588
BioGeo-TL1a_FP_229-REP1_S12_R1_001.fastq_profiled_metagenome	0.6936233700180782
BioGeo-TL1a_FP_197-REP1_S10_R1_001.fastq_profiled_metagenome	0.72442867929428
BioGeo-TL1a_FP_193-Rep1_S85_R1_001.fastq_profiled_metagenome	0.6532567211938226
BioGeo-TL1a_FP_131_merged_R1_001.fastq_profiled_metagenome	0.5053057060779912
BioGeo-TL1a_FP_127_merged_R1_001.fastq_profiled_metagenome	0.7677295722403598
BioGeo-TL1A_FP_677-REP1_S21_R1_001.fastq_profiled_metagenome	0.47281016792846126
BioGeo-TL1A_FP_673-REP1_S20_R1_001.fastq_profiled_metagenome	0.6724544652238215
BioGeo-TL1A_FP_629_merged_R1_001.fastq_profiled_metagenome	0.6291857759179901
BioGeo-TL1A_FP_625-REP1_S16_R1_001.fastq_profiled_metagenome	0.6528324744463465
