OTU.ID	Vil1.03B.DTT33	Itg.18.DTT496.S91	Vil1.05B.DTT57	Lyz2.07B.DTT281.S123	Vil1.010B.DTT117	Itg.10.DTT455.S49	Lyz2.05B.DTT260.S101	Lyz2.02B.DTT221.S61	Vil1.06B.DTT70	Vil1.03B.DTT35	Itg.10.DTT456.S50	Vil1.01B.DTT11	Lyz2.06B.DTT269.S111	Lyz2.03B.DTT232.S72	Vil1.09B.DTT105	Itg.20.DTT504.S99	Itg.20.DTT505.S100	Itg.24.DTT530.S25	Vil1.06B.DTT72	Itg.24.DTT531.S26	Vil1.04B.DTT43	Itg.24.DTT529.S24	Itg.04.DTT423.S15	Vil1.07B.DTT79	Lyz2.06B.DTT272.S114	Itg.18.DTT492.S87	Vil1.014B.DTT164	Lyz2.04B.DTT246.S87	Lyz2.01B.DTT207.S47	Itg.26.DTT541.S37	Itg.02.DTT409.S1	Itg.22.DTT516.S11	Itg.20.DTT508.S3	Lyz2.06B.DTT270.S112	Itg.16.DTT482.S77	Lyz2.04B.DTT243.S84	Itg.06.DTT433.S26	Lyz2.03B.DTT236.S76	Vil1.04B.DTT46	Lyz2.02B.DTT224.S64	Itg.02.DTT407.S99	Lyz2.08B.DTT291.S133	Itg.24.DTT527.S22	Itg.26.DTT539.S35	Vil1.09B.DTT104	Vil1.02B.DTT24	Vil1.02B.DTT21	Vil1.02B.DTT23	Vil1.03B.DTT32	Lyz2.06B.DTT271.S113	Itg.22.DTT517.S12	Lyz2.07B.DTT284.S126	Vil1.09B.DTT106	Vil1.02B.DTT20	Lyz2.04B.DTT244.S85	Vil1.06B.DTT67	Lyz2.02B.DTT223.S63	Vil1.04B.DTT44	Itg.22.DTT519.S14	Lyz2.04B.DTT247.S88	Itg.06.DTT434.S27	Itg.24.DTT528.S23	Itg.22.DTT518.S13	Itg.02.DTT412.S4	Itg.08.DTT444.S37	Vil1.03B.DTT34	Itg.12.DTT467.S61	Itg.16.DTT480.S75	Itg.26.DTT543.S39	Lyz2.02B.DTT219.S59	Itg.04.DTT424.S16	Itg.12.DTT468.S62	Lyz2.01B.DTT210.S50	Vil1.08B.DTT96	Vil1.010B.DTT119	Vil1.04B.DTT45	Lyz2.03B.DTT233.S73	Itg.18.DTT491.S86	Vil1.05B.DTT58	Lyz2.07B.DTT280.S122	Itg.06.DTT431.S24	Vil1.05B.DTT59	Vil1.07B.DTT81	Lyz2.05B.DTT255.S96	Vil1.010B.DTT120	Itg.12.DTT470.S64	Lyz2.01B.DTT208.S48	Itg.02.DTT408.S100	Itg.02.DTT410.S2	Lyz2.07B.DTT279.S121	Vil1.05B.DTT60	Itg.08.DTT446.S39	Vil1.013B.DTT152	Vil1.08B.DTT95	Vil1.01B.DTT10	Itg.26.DTT542.S38	Vil1.05B.DTT55	Itg.18.DTT493.S88	Vil1.013B.DTT153	Vil1.01B.DTT08	Lyz2.05B.DTT256.S97	Itg.04.DTT421.S13	Itg.18.DTT495.S90	Lyz2.04B.DTT248.S89	Vil1.014B.DTT165	Vil1.010B.DTT118	Lyz2.08B.DTT292.S134	Itg.20.DTT507.S2	Itg.12.DTT471.S65	Lyz2.03B.DTT235.S75	Vil1.06B.DTT69	Vil1.08B.DTT92	Lyz2.05B.DTT258.S99	Itg.10.DTT459.S53	Itg.08.DTT447.S40	Vil1.09B.DTT107	Itg.10.DTT457.S51	Lyz2.06B.DTT267.S108	Vil1.01B.DTT12	Vil1.013B.DTT156	Vil1.07B.DTT84	Itg.16.DTT479.S73	Lyz2.05B.DTT257.S98	Vil1.014B.DTT167	Itg.26.DTT544.S40	Itg.04.DTT422.S14	Vil1.08B.DTT93	Lyz2.08B.DTT295.S137	Itg.06.DTT435.S28	Vil1.06B.DTT71	Itg.16.DTT484.S79	Itg.20.DTT503.S98	Itg.22.DTT515.S10	Vil1.013B.DTT151	Itg.16.DTT481.S76	Vil1.04B.DTT48	Lyz2.07B.DTT282.S124	Itg.06.DTT436.S29	Vil1.02B.DTT19	Lyz2.08B.DTT296.S139	Itg.12.DTT469.S63	Itg.22.DTT520.S15	Vil1.07B.DTT83	Itg.08.DTT443.S36	Lyz2.02B.DTT222.S62	Lyz2.01B.DTT211.S51	Lyz2.04B.DTT245.S86	Vil1.010B.DTT116	Lyz2.01B.DTT212.S52	Itg.04.DTT420.S12	Lyz2.02B.DTT220.S60	Lyz2.08B.DTT293.S135	Vil1.02B.DTT22	Lyz2.07B.DTT283.S125	Itg.10.DTT458.S52	Vil1.07B.DTT80	Vil1.010B.DTT115	Vil1.08B.DTT91	Vil1.014B.DTT163	Vil1.08B.DTT94	Itg.02.DTT411.S3	Vil1.05B.DTT56	Vil1.014B.DTT168	Lyz2.01B.DTT209.S49	Vil1.09B.DTT103	Vil1.09B.DTT108	Vil1.01B.DTT09	Lyz2.05B.DTT259.S100	Itg.20.DTT506.S1	Lyz2.06B.DTT268.S109	Lyz2.03B.DTT234.S74	Vil1.07B.DTT82	Vil1.06B.DTT68	Vil1.013B.DTT154	Vil1.04B.DTT47	Lyz2.03B.DTT231.S71	Itg.18.DTT494.S89	Itg.06.DTT432.S25	Itg.08.DTT445.S38	Lyz2.08B.DTT294.S136	Itg.26.DTT540.S36	Itg.04.DTT419.S11	Vil1.013B.DTT155	LYZdtt342	LYZdtt351	LYZdtt364	SLCdtt050	LYZdtt308	SLCdtt110	SLCdtt075	SLCdtt022	LYZdtt366	SLCdtt019	SLCdtt070	SLCdtt005	SLCdtt002	LYZdtt354	LYZdtt328	LYZdtt330	SLCdtt021	SLCdtt114	SLCdtt111	LYZdtt356	LYZdtt368	SLCdtt095	SLCdtt074	LYZdtt367	LYZdtt304	SLCdtt024	LYZdtt317	LYZdtt305	LYZdtt319	LYZdtt329	LYZdtt306	SLCdtt113	SLCdtt004	SLCdtt092	SLCdtt112	SLCdtt020	LYZdtt355	LYZdtt343	SLCdtt128	SLCdtt076	LYZdtt341	LYZdtt344	SLCdtt051	LYZdtt340	SLCdtt096	LYZdtt318	LYZdtt332	LYZdtt363	LYZdtt365	LYZdtt320	LYZdtt315	SLCdtt078	SLCdtt052	SLCdtt069	SLCdtt129	SLCdtt109	LYZdtt352	SLCdtt054	LYZdtt353	LYZdtt316	SLCdtt006	SLCdtt093	SLCdtt077	SLCdtt132	SLCdtt001	LYZdtt303	SLCdtt130	SLCdtt068	LYZdtt307	LYZdtt331	LYZdtt339	SLCdtt003	SLCdtt053	LYZdtt327	SLCdtt067	SLCdtt163	SLCdtt164	SLCdtt145	SLCdtt150	SLCdtt167	SLCdtt149	SLCdtt146	SLCdtt148	SLCdtt168	SLCdtt165	SLCdtt166	SLCdtt147	taxonomy
k__Bacteria;p__Firmicutes	14830	42702	385	13897	18646	48956	19285	19858	253	8318	25263	27876	12458	36330	9336	25377	24634	27314	252	47925	11910	28519	110269	465	6306	35689	19432	25876	26264	29045	28559	16005	34991	43682	25751	52911	53393	45125	23499	25135	20301	27057	28985	17018	12636	9749	17633	22237	20911	19175	19034	45202	7245	7807	18554	93	38527	17354	34523	40959	50459	21779	36227	58159	40125	21654	44748	51872	33420	34569	51203	33844	49607	261	9251	26623	11414	48426	1736	10438	48631	688	1121	14261	3047	68931	41224	18608	79409	18074	208	26283	8470	845	20684	46212	283	46066	8045	6138	28661	59915	33506	31451	23589	7810	15827	24944	21944	44450	1815	3896	26880	49411	44382	5433	18991	26259	24566	25093	255	41040	31482	19364	35201	79559	3639	7146	62759	143	38741	45378	34590	16918	40569	8605	35915	8736	10731	52439	25969	30711	371	13994	89308	26848	8219	17639	48993	16366	34910	34457	17511	5037	73201	781	2912	1241	22417	256	37415	2030	29545	28495	7355	3237	10856	20995	68565	15943	42184	214	1382	16968	13244	35403	32760	37065	20083	6966	20846	20557	24335	58687	159560	107328	23690	81419	21816	15146	42373	45965	11922	11293	26597	36030	131127	107780	87269	10601	21808	21432	106654	32519	32810	63214	27473	117076	14597	273722	86300	28105	103209	108692	21196	16737	31650	5949	13650	69707	92849	26039	60376	837061	65666	15688	75310	70362	130548	53991	68612	42603	417677	75941	37611	28592	24190	17328	30826	122827	8340	82503	155459	42635	35022	46733	24003	4833	968858	7929	11453	102611	42119	15406	58397	25777	66094	19949	95483	72288	93918	105870	143535	167937	16071	66198	110870	62299	286210	52292	
k__Bacteria;p__Bacteroidota	4923	6093	42	5672	4824	10409	5239	5315	2	1007	3277	6746	2319	10590	2002	3942	6876	2577	0	838	3839	8019	5996	2	2981	4664	4899	3569	7106	8511	9276	2137	20135	6186	9817	16851	12027	7070	6724	11535	5164	8037	5247	7588	1930	3680	3413	7487	4690	6734	5259	12079	1817	3186	2266	4	18813	6926	4470	3599	12876	3477	5731	17807	19507	2951	21186	12547	6808	9736	2873	9315	6810	41	613	3770	4606	18985	0	2292	12895	0	549	7024	54	20360	1834	4122	26676	5320	0	6297	5237	31	3068	7885	9	16301	12029	1974	4112	13445	6167	4503	6863	1228	2763	4446	8392	12852	635	450	19027	4314	13887	735	3113	4812	3317	4451	36	14945	7058	1172	13782	6208	843	3582	13274	0	27985	25233	23512	11267	12617	5918	28612	2501	3743	23565	7459	7248	19	4298	24823	6714	2578	4461	6686	3773	3612	4392	6765	2732	7200	356	948	204	6542	15	5582	201	4743	3519	2160	464	5171	11332	3346	2050	10599	84	127	7185	3240	2934	5797	10849	7766	2574	3454	7639	2118	5727	19529	5579	5558	14904	2273	2249	15071	47626	2766	977	1343	3242	1102	21440	11373	2342	11278	1455	17581	75698	126	7331	64335	9000	5475	14897	12678	1884	50382	3639	4933	524	607	612	2094	11589	3853	3754	7346	19435	14951	9326	4613	152	7965	6461	27175	17044	13676	15628	11581	27031	4574	7889	4394	19327	10787	5803	18552	3075	2525	8371	23443	1425	60366	2100	2995	12778	21982	1917	4189	23682	44581	3952	32540	10407	8506	27087	34623	35731	3712	33016	20905	37200	27562	24345	
k__Bacteria;p__Desulfobacterota	328	827	11	294	674	880	442	276	0	82	543	231	377	456	258	935	715	408	0	127	309	601	707	0	206	1732	729	187	334	717	765	341	1868	430	1437	553	412	119	715	338	675	848	592	240	263	214	399	417	948	818	511	2077	134	142	323	0	140	569	370	358	1014	487	482	564	764	1001	891	1968	636	752	283	1344	249	15	118	1034	377	985	0	297	196	0	51	354	20	786	421	391	2014	249	0	368	214	23	290	1013	0	1874	244	279	1424	685	1274	234	481	241	294	529	295	127	94	125	2113	168	962	83	278	599	296	114	13	692	938	186	987	521	170	161	655	0	1306	496	265	101	972	233	736	170	134	695	870	553	17	176	171	309	125	589	180	192	458	425	294	81	210	27	12	0	423	0	435	91	688	449	23	28	478	1533	414	340	429	0	58	99	198	398	1383	847	549	215	708	510	26	611	699	2203	302	1175	245	250	2840	2287	60	149	124	422	64	5166	1507	667	437	740	185	1170	29	483	2656	2933	276	2168	496	294	4394	296	212	111	296	60	639	215	427	455	436	1255	623	428	2207	25	435	554	2366	4274	557	276	176	591	3544	140	375	596	305	533	2171	183	3826	76	898	39	2355	171	318	749	2558	483	241	1675	520	125	1091	924	998	5220	517	7520	195	786	3980	415	1510	412	
k__Bacteria;p__Proteobacteria	798	485	14362	257	3381	672	601	105	7895	931	91	761	200	363	13235	83	103	1294	14156	643	3660	134	537	16526	1857	277	3120	118	659	195	538	60	518	911	386	1375	418	158	1416	334	822	828	351	240	9052	1048	862	1109	645	299	144	405	16289	302	104	15078	401	874	278	462	1041	117	321	571	572	611	532	574	1534	183	316	256	270	21442	23472	1121	114	426	16362	285	423	8701	15625	1515	10639	385	33	535	837	3875	12095	254	3901	17635	487	419	25286	340	4898	132	204	258	672	5815	1727	16417	277	323	169	272	26969	15323	732	187	606	19526	75	151	847	7385	10722	1030	261	820	529	255	17461	143	469	12562	605	686	537	3176	438	1276	869	140	434	466	168	412	7242	4713	529	10520	56	9249	361	85	82	445	1003	1698	222	12054	18091	21519	2527	19410	216	21457	4965	80	20585	10505	359	517	689	46	382	10621	19678	5639	1910	799	494	375	221	239	103	1115	3569	671	609	1030	125	963	248	50	589	567	161	60	303	742	186	1112	528	112	1377	194	325	2121	170	166	415	5790	127	1032	799	403	1185	347	392	226	98	25	169	334	425	275	130	1230	901	113	589	48	768	365	690	833	543	5216	57	209	187	417	354	703	257	479	1304	495	174	70	472	576	42598	169	86	1004	921	2717	901	913	1674	404	1349	280	296	1195	475	1979	97	614	493	953	1494	427	
k__Bacteria;p__Actinobacteriota	39	91	0	22	44	89	25	21	0	10	60	20	14	35	17	40	16	29	0	24	23	36	33	0	22	84	98	12	14	24	43	17	92	22	67	44	78	0	54	27	40	72	37	26	38	16	32	23	54	33	23	141	31	24	16	4	15	80	17	13	123	35	22	29	88	25	126	159	24	33	28	66	14	0	14	51	12	265	0	14	88	0	11	26	5	104	8	46	54	50	0	17	0	0	16	16	0	119	0	4	20	55	73	28	171	20	20	28	41	15	8	7	78	35	77	23	18	29	12	2	3	283	24	68	31	38	8	7	76	0	144	94	63	63	119	65	33	34	9	34	31	42	0	107	30	34	5	67	5	22	39	20	41	19	57	22	13	0	497	0	19	0	146	18	8	17	18	54	21	10	26	5	2	0	24	12	62	90	33	14	9	55	0	50	131	154	55	33	31	0	180	258	29	14	96	125	0	29	26	34	29	20	42	238	0	49	193	61	50	78	47	25	47	16	23	149	12	0	79	68	45	44	30	112	64	41	75	0	34	18	153	118	38	91	13	96	26	28	130	83	51	68	102	186	12	3	114	50	209	30	3	76	28	16	166	404	29	49	195	71	443	985	68	1270	12	67	212	122	54	99	
k__Bacteria;p__Cyanobacteria	38	57	5	138	455	108	2	51	0	8	155	0	39	73	119	94	83	27	0	12	23	94	98	0	8	94	78	16	93	134	202	79	22	18	14	101	44	4	27	25	39	45	100	24	201	10	18	9	93	6	104	47	34	10	19	0	4	128	11	29	8	97	39	41	147	40	120	132	20	95	39	196	35	0	10	49	30	42	0	52	7	0	3	28	0	37	148	188	18	80	0	5	27	0	4	20	0	98	61	9	54	208	37	13	71	74	45	35	21	2	20	15	6	12	24	6	35	118	0	17	0	34	49	19	27	105	32	4	10	0	37	45	76	31	120	22	59	14	7	12	124	36	0	11	7	0	13	354	9	114	103	53	3	26	8	0	9	0	37	0	14	27	74	146	18	3	12	0	34	78	21	0	10	9	2	44	69	35	50	9	63	41	3	10	123	332	58	71	74	35	114	18	8	7	19	163	0	194	31	51	0	82	5	35	0	145	33	72	7	50	43	0	183	0	0	7	106	0	105	7	0	44	35	136	17	32	69	0	25	26	91	231	10	58	6	0	41	21	29	333	5	211	108	15	81	22	9	27	428	0	34	30	16	6	163	6	56	25	181	120	510	20	12	38	96	182	39	81	7	49	
k__Bacteria;p__Deferribacterota	1	144	1	1	1	1	1	1	0	1	1	1	99	1	1	1	3294	1	0	1	1	1	2	0	1	706	473	1	1	1	91	1	1	1	1	1	1	1	1	1	76	2	4	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	16461	1	18	1	50	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	4	0	1	0	1	1	1	1	2	1	2	1	1	1074	1	1	1	7	474	1	1	1	1	1	1	4	1	8	1	1	1	0	166876	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	6	1	1	1	1	63	0	1	1	249	3	1	1	1	1	1	1	1	0	1	1	1	471	6104	1	1060	1	1	1	1	1	1	467	0	1	0	0	1	1	1	1	0	0	1	35	1	0	0	0	1	1	0	1	1	101603	1	31638	10	1	821	1	0	0	1	0	0	1	1	0	1	36181	2	0	498	0	1	2	4	1774048	1	1	0	0	1	0	0	1	0	82118	1	0	0	0	0	0	176478	0	0	1	1	5	0	1	1	1	8502	0	8984	0	0	0	0	0	1534	0	0	0	
k__Bacteria;p__Verrucomicrobiota	104	0	0	17	173	0	0	0	13	45	0	32	0	21	88	0	0	186	19	97	264	0	38	50	125	0	34	0	55	0	63	0	0	0	0	0	0	0	205	0	293	113	0	34	85	75	22	47	144	0	0	0	63	0	0	83	0	282	26	139	0	0	26	0	0	116	0	56	44	0	0	0	36	30	77	220	0	0	0	29	0	0	0	97	17	0	0	111	0	455	0	0	609	22	1	0	50	0	797	0	0	0	0	142	181	66	0	0	0	0	56	42	0	33	90	39	0	0	43	700	16	69	0	51	39	0	0	14	35	0	29	0	61	1156	0	74	20	0	32	0	0	58	0	827	0	488	0	174	0	0	0	19	25	192	0	21	166	82	1150	43	0	28	146	0	218	17	16	82	31	0	0	0	43	915	81	0	0	0	0	8	0	362	824	8	1	12	25	122	11	2	37	8	4	29	2	7	2	7	1	13	29	19	6	60	1	3	6	303	7	5	5	9	20	1	19	1	2	1	14	6	2	2	1	6	11	50	6	1	27	6	8	8	7	1679	2	81	356	4	42	2	32	4	15	3	7	1	6	5	6476	1	213	16	4	48	13	143	2	1124	50	1	471	145	39	573	21	512	20	1	1	278	
