	806rcbc423-S424	GnotoExpt-DTT552-S163	GnotoExpt-DTT480-S628	806rcbc481-S386	GnotoExpt-FP552-S67	806rcbc381-S515	806rcbc179-S276	GnotoExpt-DTT570-S182	GnotoExpt-FP456-S677	GnotoExpt-DTT564-S176	GnotoExpt-DTT534-S145	806rcbc450-S451	806rcbc447-S448	GnotoExpt-DTT456-S604	806rcbc432-S337	GnotoExpt-FP558-S74	806rcbc530-S435	GnotoExpt-FP564-S80	806rcbc454-S455	806rcbc375-S509	806rcbc401-S306	GnotobioticExp-DTT-180-S190	GnotoExpt-FP474-S695	GnotoExpt-FP570-S86	GnotoExpt-DTT600-S335	GnotobioticExp-DTT-186-S196	GnotoExpt-DTT390-S536	806rcbc426-S331	806rcbc493-S398	806rcbc567-S472	GnotobioticExp-FP-186-S49	GnotoExpt-FP618-S314	806rcbc469-S374	806rcbc173-S270	GnotoExpt-DTT612-S347	GnotoExpt-FP462-S683	GnotobioticExp-FP-198-S62	GnotoExpt-FP540-S55	GnotobioticExp-DTT-204-S214	GnotoExpt-FP600-S296	GnotoExpt-DTT486-S634	806rcbc438-S343	GnotoExpt-DTT462-S610	GnotoExpt-FP534-S49	GnotobioticExp-DTT-192-S202	806rcbc524-S429	GnotoExpt-FP612-S308	GnotoExpt-FP486-S708	GnotoExpt-DTT474-S622	GnotoExpt-FP468-S689	806rcbc407-S312	GnotoExpt-FP546-S61	806rcbc561-S466	GnotobioticExp-DTT-198-S208	806rcbc499-S404	806rcbc555-S460	GnotoExpt-DTT606-S341	GnotobioticExp-FP-204-S68	GnotoExpt-FP480-S701	GnotobioticExp-FP-210-S74	806rcbc429-S430	GnotoExpt-DTT618-S353	806rcbc432-S433	GnotoExpt-DTT468-S616	GnotobioticExp-FP-192-S55	GnotoExpt-DTT546-S157	GnotoExpt-DTT540-S151	GnotobioticExp-FP-180-S43	GnotobioticExp-DTT-210-S220	GnotoExpt-DTT558-S170	GnotoExpt-FP606-S302	806rcbc395-S300	GnotobioticExp-FP-372.fastq	GnotobioticExp-DTT-367.fastq	GnotobioticExp-FP-384.fastq	GnotobioticExp-DTT-319.fastq	GnotobioticExp-DTT-325.fastq	GnotobioticExp-DTT-307.fastq	GnotobioticExp-FP-306.fastq	GnotobioticExp-FP-366.fastq	GnotobioticExp-DTT-373.fastq	GnotobioticExp-FP-312.fastq	GnotobioticExp-DTT-379.fastq	GnotobioticExp-FP-318.fastq	GnotobioticExp-FP-378.fastq	GnotobioticExp-DTT-313.fastq	GnotobioticExp-FP-396.fastq	GnotobioticExp-FP-324.fastq	GnotobioticExp-FP-390.fastq
GnotoExpt-DTT534-S145	1.0524938376617867	1.5842783539238745	2.9505880010239403	2.322541107505174	1.7489749004358317	1.3115118842008187	1.4298698050207146	1.4171957376121576	0.8059969070213334	0.8998390775951162	0.0	1.5740737552439144	1.6189500100740546	2.8595366414697803	1.4432497694881112	1.2428876795425128	1.1975147199086151	2.150638978876032	1.5254490937058585	1.7322215529330913	2.5873451911131586	1.0555938854296152	1.232598452302082	1.0649030538482382	1.6414271440760333	0.5265700345856658	1.310040176782975	2.9785383341605254	1.873231085263865	1.0304949888111752	0.8825538061576967	0.6342089306950782	2.3716664890386436	2.0877295021751485	1.667406187727136	2.059883453436463	1.9167192861499973	2.6457478325849717	1.704717363560119	0.8670482625628205	2.526888380438899	1.406099483191321	2.691542456833201	1.7012309128575065	1.235074873292025	1.5888910970862546	0.7476806822222154	1.0213205052747836	2.2183986305372603	1.346727930848489	2.5372076476474854	1.63552877590186	1.3414221273375995	1.1377504362896462	1.787348920382519	2.127857643387959	2.0678692801891825	2.222181388192549	0.7958105269113397	2.772591833225863	1.3867789644154236	1.6355810955154066	2.205476875892005	2.932942007124372	1.8310773621587102	1.587233069173064	2.0174125420041156	0.9650713508000263	2.258499140724129	0.25742433549178484	1.2603988466731137	2.3355780687561474	1.5225417853305778	1.3194014764147959	3.302464625347579	2.9963001474276996	2.495225539778336	1.803096589331238	2.1602359320852513	0.8142705122439375	1.3970767260844799	2.9369742194406285	1.4959242418314573	1.3925286177588736	1.9519016036230583	1.9381976848376705	2.5145893796350203	3.7006465832382975	2.712307845978048
806rcbc450-S451	0.7892574031811516	3.0716991615979974	2.125717744291024	1.5703855272744944	3.251713909178313	1.6179591107208386	0.49477916628192825	1.9400896217796428	1.6970372643763587	2.411189275238044	1.5740737552439144	0.0	0.35102641387803973	2.0540536501015243	0.36183839627346387	1.6168224994986895	1.3970800976770592	2.797877891871308	0.32582091435718213	1.5093091287375673	2.3766423593398405	2.1967764815504265	0.49412139137030253	1.6948062381502005	1.0287059691041969	1.3791337583600116	1.1984723926423975	1.611779442516382	2.6463151861948444	0.838038448059505	1.3949259799846128	1.1211513864806404	1.8579731339415764	1.5975727122865886	0.883558742753895	1.9324917942872735	1.3559867477738492	2.3650537083805383	1.0233555106808288	1.4260178020538872	1.751454631610972	1.5088455061740154	1.6385304337870519	1.7927035733616061	1.0289112823767668	1.5969907664489453	1.1621285356654019	0.6706044631472345	1.449394378446179	1.1702651220842886	1.7212975991176067	3.198344020816823	0.2971062973448439	1.1567946466535708	2.493812029265847	0.8430538687256687	1.185090519436504	0.7408687147825714	0.7862424833278462	1.2385099471257486	1.4063281066462325	0.6909678230595296	0.7494906001022779	2.1143618837335936	1.4271728747583288	3.1572569882150945	1.845222195477073	1.023458951344189	0.7379797066400992	1.3831576856540095	0.9987957398369022	1.8618063347679734	0.5041789044841795	2.3603201767086506	2.174947382920132	2.4694194235785525	2.1850814708874045	1.4649327426760521	1.3996571023567697	1.9402523814800134	2.333885950378933	1.9019298417450652	2.0942957003115223	0.8272617806854926	0.5897653538011802	2.3738919767268665	1.1304607867731893	2.78067274635775	1.2359053541019493
806rcbc447-S448	0.9461506001552471	3.119004248006341	1.8463474699275864	1.6979912330201594	3.3010506161307998	1.7651613970810245	0.5991124748836626	1.8140339026442909	1.67675391316024	2.4722080799844797	1.6189500100740546	0.35102641387803973	0.0	1.7209945822568236	0.688980434213507	1.548015317431362	1.310578499348677	2.7459629024565917	0.5793963665010474	1.514246931309311	2.2613675298374116	2.16035858946209	0.6307387909417908	1.6710125057089085	0.8616896507318228	1.3603101621748892	1.0067655195285645	1.7051870874046717	2.5717826412711737	1.0814619200433087	1.4821810564326705	1.132033497012681	2.0007545940439737	1.4772419306285551	0.6164433592378792	1.8099212547110204	1.1648635798851124	2.180603031599279	0.9228366618667045	1.624673575474833	1.4539603422804748	1.7603612044550017	1.3401134600421563	1.6516684513501663	1.12330687736682	1.4026004805721322	1.1847805346376552	0.8149770399153597	1.1424665428724468	0.9556177117848583	1.9747020777877282	3.194381048825428	0.49363366272237985	1.0403274788322505	2.4534749139897563	0.9329749090873825	0.9229104464940275	0.6571230348354753	0.8449005051692089	1.181455515633428	1.166893107308964	0.4930806877068868	0.6066400814496508	1.7793105607224993	1.5105439723924206	3.1708198307082616	1.6636079028812272	1.0223969377815716	0.7682800866819051	1.4665885341428762	1.203369734692457	1.7074193882194366	0.6452853451261181	2.325696852447037	1.9467355260691037	2.2053674386156947	1.947187037247627	1.3220100697125197	1.135239728679644	1.9714092955722227	2.2977418245182384	1.7103155486200763	2.0394529902946323	0.8055620234721915	0.3421241077755211	2.288115344074575	0.9180757524943008	2.5027147040144393	1.1036686468796864
GnotoExpt-DTT456-S604	2.5629655763223878	4.078891679609809	0.7147853359622637	3.0689420972637707	4.257580041279695	3.278285049813425	2.2271963746921677	2.2228595590421953	2.593835417041062	3.654816324905544	2.8595366414697803	2.0540536501015243	1.7209945822568236	0.0	2.3794807307205583	2.250851102566633	2.072284145308214	3.109156106245362	2.2833863741217546	2.739346070576547	2.2062807634134076	2.9105826686800502	2.284074158432364	2.5140476948999453	1.5619416413902636	2.446940008357359	1.9173910099016251	2.7646212164184067	2.9419430756860754	2.7032980352663087	2.915487389263835	2.472812761198285	3.3999648119403814	1.748987033863828	1.3602731319494006	1.9842259592316605	1.425412031782499	1.7921403423640216	1.713286329910633	3.2111795562085277	0.6251801387236959	3.4287165289964023	0.5637684617010784	1.941810921117432	2.631746640415221	1.6621824949002861	2.5479840635716	2.433728912979254	0.7746201939250693	1.5847241539098378	3.5266931533547177	4.044154023886855	2.1366015843136528	1.906236865063201	2.9620504742221105	2.3130735322228944	1.0916180389757217	1.7647220184147852	2.3261483112047876	1.859204680224603	1.5550259594627618	1.5523662412251025	1.5380580941870885	0.12829725971005726	2.8917982699254483	4.100415481548421	1.665365596130664	2.3976015381620814	2.0028804843821852	2.83424863258795	2.845114297009813	1.6661837691094268	2.100890482756999	2.999323827979596	1.066719665191655	1.1797026717234906	1.383649508448004	1.6970649361628158	1.0105175209386736	2.9796683468032477	2.9421094882928296	1.2441243800153	2.6077489578651885	1.948368024409443	1.5331497025427832	2.5900729704145236	1.274806215483917	1.0641121077419398	1.601523187787987
806rcbc432-S337	0.6962281933330413	2.8884245603068948	2.3972900424191277	1.6187271308765518	3.065547240783406	1.4978558908270125	0.6201068342862368	1.9538694270806503	1.606521068120969	2.253537060578511	1.4432497694881112	0.36183839627346387	0.688980434213507	2.3794807307205583	0.0	1.5872111179974897	1.3979582485450825	2.7236636400178673	0.40034434076600217	1.5952485065754407	2.424755479682302	2.1056999098229587	0.5233974122383613	1.6109773532297085	1.1708662598555715	1.3079274321352925	1.3841523542074121	1.7649008564979993	2.590553040761859	0.5367876231246707	1.307668120543047	1.089226998634016	1.8571725831009063	1.6816978183715583	1.1212292547945446	1.9807532931159628	1.5095307087025165	2.4836602321547696	1.1209017372612065	1.1895062969461188	2.027639180205552	1.2723602595468753	1.9634964764635439	1.8427472653700996	1.0192344622859941	1.7038955292819766	1.135195625533976	0.5919956748243581	1.727418334315316	1.31407295848846	1.6335479246574054	3.0752532821393554	0.2933473792761998	1.2034941461317687	2.4088536280550272	1.0300608093589252	1.4378071188171229	1.0633146838057441	0.7282783593763391	1.5190719219932276	1.5607108036726813	0.9080844626041836	1.0643085242868688	2.4470418589876006	1.4685690364754236	3.0221396517007157	1.9514352153410333	1.0557070111190947	1.0034853952586014	1.2298355600954751	0.8651979716773556	1.9735172752313495	0.48148579085864146	2.263771187471028	2.4529038142066244	2.6892305481450602	2.3556247372346717	1.5532334259023168	1.6392203608229872	1.7889686924186283	2.240769574514026	2.127805757893081	2.0329223771695433	0.8493580062798747	0.9483804969791098	2.346191836445097	1.4688787798025862	3.0726507188465053	1.5543729858865207
GnotoExpt-FP558-S74	1.704013667947974	2.016116302641303	2.080398930904405	2.995238601120542	2.206830983608004	2.371845220115079	1.8125424578984197	0.4303486400115267	0.5177604998543803	2.0034058019276335	1.2428876795425128	1.6168224994986895	1.548015317431362	2.250851102566633	1.5872111179974897	0.0	0.24231734143651926	1.21622547818179	1.807557186039785	2.525000677966092	1.353116178100058	0.8583330724996179	1.6382667363898473	0.2914714184766586	0.9108767416507361	0.7434133845344574	1.692520631939852	3.2202056910251358	1.0317830325888373	1.407117722647114	1.9242350011411207	1.4208288393676716	3.1813476301089945	1.007047834830172	1.1701778792733515	0.8366861944312872	0.9903134847696506	1.4482947610307815	0.9432793554238506	1.8642195483657575	1.7441793783015438	2.3293182926963687	2.0979499219521336	0.5061381831185066	2.0015756191395466	0.621297010656668	1.601357766067951	1.5542193093152072	1.5327276489183839	0.7966716087522443	3.167102798567572	2.3024623794518946	1.3605524514496596	0.5333392112722702	0.9110239771260332	2.4202248494238776	1.37971882055733	2.179364442774939	1.2401024745113578	2.622651016728442	0.8875655059303519	1.192130832055958	1.914738305583265	2.3607291668799335	2.616024870207742	2.3680326553572826	0.8692393518509155	1.676186314478685	2.2810650122042486	1.3214959964295763	2.0229118470127396	1.2027604096582554	1.271386222102028	0.8878265040624331	2.504570384421237	1.9610057379090515	1.4077950613977233	0.7453971120751838	1.3694564276582002	0.8391781460779275	0.8090811740324705	2.0486722710295715	0.4927548378436565	0.8618968917503568	1.8000730713131814	0.8133867431899434	2.1944157258377213	2.8369411680839507	2.5182747237589282
806rcbc530-S435	1.5263057686810066	2.164856011421139	1.9402900455231336	2.788473495521208	2.3561571893274538	2.235019591825445	1.5968318605030187	0.566983153329493	0.6040403592841669	2.0188426760915954	1.1975147199086151	1.3970800976770592	1.310578499348677	2.072284145308214	1.3979582485450825	0.24231734143651926	0.0	1.4506577787024602	1.596065189264262	2.3321924101259883	1.413655235552873	1.018400532458506	1.433004934249677	0.4563581843022365	0.7005386164987522	0.6749450881694115	1.4918974248918766	2.9923656720610756	1.262616088723975	1.2732879081579493	1.7887336787459855	1.268949702027373	2.9890823092754095	0.9321219986352123	0.9365900011899572	0.8732509063882764	0.833708410827635	1.458730859077349	0.7582234758589645	1.767482159371795	1.5792454929884259	2.206449245870414	1.89715245066302	0.5435672269342705	1.8182647084093375	0.5216453050170661	1.446479888262739	1.3694889595153765	1.3420103018520682	0.5756344095807661	2.9827107924396534	2.399753188305061	1.153558318980726	0.29603792897711295	1.1525415318713133	2.1925964582830315	1.1770471719180595	1.9424092744920527	1.0620773652839042	2.3917064106045554	0.7134903048259497	0.9597353798841328	1.6857612604985872	2.1788737339279978	2.421267977334482	2.450928739982584	0.8402519734493661	1.495636529568911	2.049651031022815	1.2422507729482435	1.8547602963229892	1.1518286110503144	1.0784924564282636	1.0943773055599735	2.3430303922715483	1.8893684353160716	1.3633860938341928	0.6385903348342563	1.189797577782717	0.9611341061348933	1.0321684551404233	1.9063651215940487	0.7337172598866191	0.6612882270901375	1.5606730194235143	1.0201343562360288	1.9635555290745579	2.703313050853453	2.28420881368665
GnotoExpt-FP564-S80	2.8566904637514776	1.9706014229187436	2.7770844570477657	4.182938425539458	2.119075958860123	3.421092139691339	3.0161498062918244	1.0905690597405138	1.3764378085728834	2.599516592213728	2.150638978876032	2.797877891871308	2.7459629024565917	3.109156106245362	2.7236636400178673	1.21622547818179	1.4506577787024602	0.0	2.9935486948334233	3.68688604645183	1.3913366502537126	1.1946415087795068	2.830764654306125	1.194117574234194	1.9996697231489837	1.793559564529778	2.8456670056726394	4.398897433215752	0.40585530006278875	2.4691188046682813	2.985268986323843	2.535871140359874	4.342699296340687	1.7136300446308148	2.306476037942978	1.2720629649522128	1.91554427878341	1.6558280489931354	1.9850352481985294	2.8341203746004275	2.5781210992092447	3.337131953799732	3.0474291931993887	1.2224909104992179	3.159669220485791	1.5538112814073617	2.713654606011643	2.7208388414289404	2.4857404582392	1.94410602050727	4.289364928107319	2.459801721222103	2.532370724704766	1.7425367744358236	0.3647516517141728	3.621823888322707	2.387804119624536	3.35338078514904	2.4077695400014796	3.7461407456664557	1.9484232892761326	2.341708848927264	3.035086542210117	3.2286347275109137	3.78707043589199	2.5992864637946336	1.4811965217966163	2.831708706068254	3.45277675882577	2.3016219867321364	3.1486327365186777	1.7467911547561965	2.3859953055726058	0.9198777405703186	3.2591263815155944	2.392148226252864	1.856149082173803	1.6254063560075074	2.2981234199099068	1.3872875274411873	0.7880071011914632	2.7678111572942017	0.7372642319366274	1.9971528839990087	2.973530026100995	0.5269137614852744	3.292491085433105	3.440547131820545	3.640746017386113
806rcbc454-S455	0.5734619813103813	3.0629880720457225	2.4163085098502823	1.2780460220674894	3.234931136710502	1.3363369537127097	0.271721099137446	2.1257354028958657	1.8013722511589634	2.2968485609546287	1.5254490937058585	0.32582091435718213	0.5793963665010474	2.2833863741217546	0.40034434076600217	1.807557186039785	1.596065189264262	2.9935486948334233	0.0	1.2527780522357777	2.673486987322098	2.2867369144594405	0.32291098917929584	1.844901596507371	1.3175622213812717	1.4411936613350382	1.1617915317664935	1.4975918768166356	2.821515869067082	0.7976398432552312	1.179919413370271	1.026408696730143	1.5450441983355456	1.9031313848394866	1.1544462875432773	2.2117786247585998	1.6550834029609032	2.66600653390699	1.3246753196748808	1.2330555777533008	2.0313014654950616	1.2400374044214597	1.8915122034459104	2.0375204589542766	0.7654014924992596	1.830969463055169	1.0202432971100908	0.517874896410998	1.7202489996346115	1.3782452723212055	1.445741131322445	3.149583988284713	0.48364308910863624	1.3513677165677407	2.6713928092961	0.6825174717823376	1.4825775879501581	0.8403546048107043	0.7616876285906292	1.3472026632874001	1.5859121554686084	0.9877970382626539	0.9964837600461041	2.3326947092377743	1.1283766631340215	3.0868276963278976	2.122616911044505	0.8705595060896388	0.7832248702782106	1.3065954865237381	0.7106099596694659	2.1716612451217276	0.7690868996428177	2.4759659743631874	2.462364742440017	2.7668224506293004	2.4736330375727666	1.7496025662686048	1.6950178793764377	2.0074071696700404	2.467831681786324	2.216493197635982	2.27710249384111	1.0868358508779998	0.7960453217698801	2.5938773924951515	1.3357948980134673	3.0598431726141397	1.3705953453602095
806rcbc375-S509	1.0359290886313115	3.220594694972574	3.1377546583459406	0.9200856476334303	3.3541410704074295	0.901811640782406	1.018380151062587	2.7011673772877454	2.33751960767293	2.128662542542067	1.7322215529330913	1.5093091287375673	1.514246931309311	2.739346070576547	1.5952485065754407	2.525000677966092	2.3321924101259883	3.68688604645183	1.2527780522357777	0.0	3.6123724954749936	2.6854304346686515	1.113999915549388	2.5123883812035714	2.229362012443712	1.9078504614834737	1.0441096138985047	1.8562074327203248	3.4049463370330977	1.671345595315262	0.9300883445263064	1.1723436102571585	0.9684798381427522	2.8822482449567657	1.9691968382620328	3.0923494871960076	2.540865772297351	3.5090366073590924	2.3336013142025136	1.4393985744101436	2.7202780518322904	1.359875216433592	2.5465896537547397	2.7895471261516667	0.6550803151266846	2.4927397048960946	1.008192381866898	1.151169240484085	2.4062268039779	2.0119442285350213	1.5992171441724408	2.997252961070465	1.6026211143656333	2.068440320616985	3.3390619356547266	1.2091248833598354	2.325463148077147	1.6295816674790242	1.3575853671978837	2.0955386989127787	2.0550160540712326	1.9391093243581496	1.9580588145554132	2.744211763781116	0.38175873637124547	2.893129662215656	2.9150766392776717	0.8602574895760624	1.6278361929627467	1.5721609696769252	0.9633651840948791	3.1098931033725457	1.9367504473666963	2.952609468175519	3.282093735819036	3.4862353388256446	3.2044949855576577	2.6415587779103697	2.498495271057323	2.5006877238215313	3.0060556847296107	3.162106955814053	2.9570413978917007	2.093063248128029	1.6448861761927884	3.3231383613665977	2.0915023010538487	3.723692258104864	2.0626906178147912
806rcbc401-S306	2.809649652274288	3.125696204372377	1.654843600239152	3.9325048362761352	3.303423973580328	3.5976006626869226	2.7502660665811502	1.3712697370749314	1.851426970877791	3.3447772091660464	2.5873451911131586	2.3766423593398405	2.2613675298374116	2.2062807634134076	2.424755479682302	1.353116178100058	1.413655235552873	1.3913366502537126	2.673486987322098	3.6123724954749936	0.0	2.0292510598139204	2.634724565335868	1.5767519657595939	1.4130945542743503	2.077159891748937	2.7171380633343882	3.778943070616345	1.5223980074528536	2.4536976896398484	3.176916651736683	2.657192030792105	4.19982751451032	0.792195024859789	1.7274513706652794	0.5466984211796121	1.139720888578245	0.5059409340432816	1.3559996904954374	3.0953264458282743	1.614778262220493	3.4791749374009844	2.075919528310913	0.9568280620064141	3.119605960173882	1.2462285181614106	2.8278295301175054	2.6390223844997913	1.6566612605258528	1.6461396466602949	4.041820956257752	3.5055619886652543	2.211175669215108	1.5965330051391133	1.4340823815997605	3.154811464419543	1.5616532906730054	2.6935542382100164	2.38833796486298	2.917190850951944	1.736227294379817	1.7696094602761232	2.2690821128041256	2.3342525741495934	3.6744560414386944	3.610450405135671	0.7862140995580117	2.834553745265691	2.8194459205512064	2.632573412800802	3.124454610557828	0.6238070634429811	1.9544752156420329	1.8935211311972806	2.0279863272478442	1.2928877100214107	0.9265046728568538	0.9725143829013752	1.4229449233879556	2.0907244138434673	1.7462338399485897	1.529845812901113	1.3219009494044365	1.6082475750834984	2.344862085237625	1.013104039219006	2.4369106183803915	2.234411930188539	2.800805763883876
GnotobioticExp-DTT-180-S190	1.970646220736587	1.2110928312602565	2.837581341912342	3.296211539472725	1.3945154200717578	2.3669171487652125	2.2338308878150532	0.7892235882313605	0.5078909426168802	1.446047636829755	1.0555938854296152	2.1967764815504265	2.16035858946209	2.9105826686800502	2.1056999098229587	0.8583330724996179	1.018400532458506	1.1946415087795068	2.2867369144594405	2.6854304346686515	2.0292510598139204	0.0	2.0361743694195735	0.648707634193385	1.713054783648343	0.8567935901939316	1.9555982547784667	3.7714365825019085	0.8691381982562151	1.7449568216003002	1.92250556920671	1.5378669804368459	3.3917577652680206	1.853622697018223	1.891181516018559	1.5865226406950583	1.8190970051498745	2.134619970838404	1.7696042768384617	1.8591069772861637	2.4863447086398267	2.4037210780891707	2.8407615641241195	1.2344960615685736	2.205886779551239	1.3093793050550244	1.6972202526717377	1.8745281393202127	2.264715132455157	1.429681927852439	3.493644823620777	1.4883440888273192	1.924374739636958	1.1980821121154333	0.8622889631305874	2.921329020141277	2.1643797255360018	2.817454696822949	1.5570562778958452	3.320521222690551	1.3933375667603063	1.9250104491967954	2.640154857721855	3.0080710180342707	2.8210579547680377	1.58210806374847	1.6145099895393396	1.863829874247181	2.9038401229425443	1.267031142565769	2.239879702081653	2.0142008606710977	1.9393016650002233	0.29148650856702174	3.3186698703992588	2.6546401323978133	2.0864693336115736	1.5908729982100365	2.153834270287053	0.4559425346778216	0.41180489591076014	2.888536081351628	0.7240836637747786	1.6014227552406182	2.45623295462152	1.1153481217120291	2.9195063693168986	3.581703511907579	3.2184035980015615
GnotoExpt-FP474-S695	0.3214142230588664	2.795485721296106	2.4452889917176344	1.3605778927598304	2.965242126614448	1.1499005640596418	0.22026750259387207	1.9298161952622566	1.5705367085069828	2.0021643895174503	1.232598452302082	0.49412139137030253	0.6307387909417908	2.284074158432364	0.5233974122383613	1.6382667363898473	1.433004934249677	2.830764654306125	0.32291098917929584	1.113999915549388	2.634724565335868	2.0361743694195735	0.0	1.6530917753320165	1.2736399265243878	1.1809056603452204	0.9221340791333374	1.7609478225195114	2.626664171775624	0.6988436313255378	0.9054105374122353	0.7047917336546778	1.5768322766623726	1.8886903904700274	1.1132636122026927	2.138488717211253	1.6208971166195165	2.6185203397624965	1.3157229898957594	1.031927631273995	2.032746368157293	1.1482942276564336	1.954201981966457	1.9083087863180812	0.556053713379001	1.6864732102681603	0.7026387620039573	0.2341945520387395	1.7051841424141565	1.2219698325142097	1.6124032021893542	2.843413094049551	0.49617109199372117	1.1828916420033095	2.495647438734102	0.907710860756287	1.4964057399719557	1.0563174929604602	0.481774195510489	1.599990703136844	1.3988751047773018	0.9874930986477299	1.1794170077884008	2.335871344452942	1.065296314304566	2.7819293140084262	2.0351462159097147	0.5639131026499214	1.0509291033576111	1.0225525131926154	0.5847395545146976	2.1562018014984323	0.8338500780788012	2.2456212706058643	2.576659188321474	2.744999933903152	2.408591046035779	1.6871331528107767	1.6894571124760391	1.7744117441029839	2.252381496593122	2.3152421137590653	2.101318996944056	1.039084818343433	0.9185718394648443	2.445287456382156	1.4963646223651719	3.1203989529225096	1.5834846324218397
GnotoExpt-FP570-S86	1.6644217675881383	1.7478556250916677	2.3672575545528733	2.9947356317627425	1.939839590186038	2.261361476058241	1.8469438535321359	0.5693384740781152	0.29195623945300003	1.7735092144546527	1.0649030538482382	1.6948062381502005	1.6710125057089085	2.5140476948999453	1.6109773532297085	0.2914714184766586	0.4563581843022365	1.194117574234194	1.844901596507371	2.5123883812035714	1.5767519657595939	0.648707634193385	1.6530917753320165	0.0	1.1394244057734084	0.6325989565429742	1.7520407206566682	3.3045920738788466	0.9944751206597259	1.3356636453207182	1.8237401531578181	1.3613150090329595	3.1492926905165683	1.266520155222111	1.3777547236836907	1.0900691321621245	1.2625003588176806	1.7151238158634021	1.1556576287931306	1.710801858447408	2.021903226140618	2.2032352768891545	2.3533946835037587	0.7828713149379533	1.966898531882557	0.8934686759802489	1.5404148179359878	1.5310452087378439	1.794985099595567	0.9968337402744064	3.137688239160938	2.076859705381081	1.4168581891963263	0.6941887777241428	0.846265086341916	2.4892757812972928	1.6300424258576	2.3162759777198354	1.215716801402194	2.7829140228091878	1.0775873270485676	1.373553579460904	2.087873731252706	2.6203112495928633	2.595273084517861	2.1344415613796732	1.1555919226021698	1.6525622526418033	2.397198773449965	1.165640020612402	1.962347055034174	1.4757625604455582	1.3600766214671483	0.6994468596196783	2.7780199372971843	2.2503120904552403	1.6930405135699103	1.021151314643909	1.6390494311393953	0.5533868508749592	0.644476896090369	2.318368831304953	0.4764172546750381	0.9996128430518261	1.95426818197771	0.9032864325681871	2.393079841379714	3.125623581466437	2.694684105855458
GnotoExpt-DTT600-S335	1.5002403736399692	2.840775285325918	1.415077443508533	2.5386298066543667	3.032201431201473	2.3315023342469225	1.3602341476861226	1.1510675598342948	1.271923178144084	2.529827868777691	1.6414271440760333	1.0287059691041969	0.8616896507318228	1.5619416413902636	1.1708662598555715	0.9108767416507361	0.7005386164987522	1.9996697231489837	1.3175622213812717	2.229362012443712	1.4130945542743503	1.713054783648343	1.2736399265243878	1.1394244057734084	0.0	1.169233174463311	1.4139178716047125	2.499076584792295	1.8720444234482272	1.3338791329368882	1.9383510003226667	1.4349858468371146	2.8136569772257465	0.6557389578860959	0.3645183419939079	0.9514351785858653	0.35329912258793594	1.3520221879525616	0.22494605263181344	1.978433137612352	1.0466154408971426	2.2857983443369267	1.2659275066106044	0.8452283528261588	1.7700269568575169	0.6778099667808839	1.576099121176039	1.3284992503884585	0.788772904792802	0.5073651392847819	2.7464715867716385	3.0296834162160184	0.9027397965171957	0.557823349907067	1.7600293349411382	1.784852387834642	0.5200926571317458	1.3863098933247031	1.13175022976637	1.7631420972839786	0.7680777280883023	0.3780960840195489	1.04990521756914	1.668159078607824	2.2824370127917923	3.0626290494192134	0.8201427066010194	1.5181820087385096	1.5214828821060584	1.5936168515349238	1.8214323400032562	0.8900666459511327	0.7523895859337207	1.7912595007468108	1.7058253068176223	1.560628061773571	1.185155083788476	0.4612501672909165	0.6065511485306702	1.6187754096234699	1.7190358492436284	1.2976126142053692	1.3607199639710423	0.42201301159616744	1.001305423624695	1.5056709781977198	1.3027347475336113	2.167244696714086	1.6434940679582164
GnotobioticExp-DTT-186-S196	1.1364627706019435	1.7767791471515102	2.470601110451901	2.4606267907751285	1.9610885527368158	1.6719885115414055	1.3772148931992676	0.948140830798661	0.4303550065366991	1.3736317476483095	0.5265700345856658	1.3791337583600116	1.3603101621748892	2.446940008357359	1.3079274321352925	0.7434133845344574	0.6749450881694115	1.793559564529778	1.4411936613350382	1.9078504614834737	2.077159891748937	0.8567935901939316	1.1809056603452204	0.6325989565429742	1.169233174463311	0.0	1.223700153247712	2.9224768017772673	1.5282767631686138	1.003244445022385	1.2109290033223403	0.7434154547213088	2.5874291420490523	1.5790343863069711	1.24872316476223	1.542479911933006	1.4141852505054662	2.120281577321863	1.242518375536098	1.2156040694792638	2.0608549010623873	1.715194880018987	2.281731527486595	1.1812641741048016	1.388349711631685	1.0721208145927705	0.9203126723256145	1.027993718628189	1.769074431108436	0.8778880878344506	2.6848910537953112	1.91013777126742	1.1222336696085284	0.6335258162268764	1.4378494980371983	2.0678973229358206	1.6178292966495262	2.0109051499029156	0.7032516051157529	2.5385607324140786	0.941783923036386	1.241113487623379	1.8990736351693922	2.5327748431377493	2.0132092838281035	1.91720418831824	1.4911991065039354	1.053915909763675	2.0832877292814995	0.6087570017708378	1.4347689118434723	1.8157082602946193	1.2224540573554878	1.0816361939728671	2.849242532237662	2.485165072073154	1.9761380834050957	1.2856892988578261	1.6859937981528892	0.6790916693632744	1.1118309717747545	2.462295506237412	1.080091071726028	0.9739712403803352	1.6792705679037376	1.495963331061494	2.1993243429194442	3.2288192601388412	2.453242026084216
