	Mouse5A.FP28	Mouse3A.FP16	Mouse5A.FP26	Mouse7A.FP40	Mouse1A.FP05	Mouse6A.FP32	Mouse3A.FP17	Mouse7A.FP38	Mouse1A.FP02	Mouse2A.FP11	Mouse3A.FP18	Mouse6A.FP31	Mouse4A.FP22	Mouse1A.FP03	Mouse4A.FP23	Mouse1A.FP01	Mouse6A.FP35	Mouse2A.FP07	Mouse3A.FP13	Mouse1A.FP06	Mouse1A.FP04	Mouse2A.FP12	Mouse2A.FP10	Mouse7A.FP42	Mouse7A.FP41	Mouse3A.FP15	Mouse4A.FP20	Mouse5A.FP29	Mouse6A.FP34	Mouse6A.FP36	Mouse2A.FP09	Mouse5A.FP25	Mouse5A.FP30	Mouse7A.FP39	Mouse4A.FP24	Mouse3A.FP14	Mouse4A.FP21	Mouse2A.FP08	Mouse7A.FP37	Mouse6A.FP33	Mouse4A.FP19	Mouse5A.FP27	Mouse10A.FP110	Mouse10A.FP109	Mouse10A.FP111	Mouse9A.FP97	Mouse9A.FP98	Mouse8A.FP87	Mouse8A.FP85	Mouse10A.FP113	Mouse9A.FP102	Mouse9A.FP101	Mouse10A.FP112	Mouse8A.FP90	Mouse10A.FP114	Mouse8A.FP86	Mouse9A.FP99	Mouse8A.FP89	Mouse9A.FP100	Mouse8A.FP88
Mouse7A.FP42	0.7496933431374239	0.5016347787062759	1.8686665294078557	0.9817548594345645	0.418323995202931	2.214760123322985	0.8728879384920538	2.0762811267225847	2.4216030704240348	0.19640201310371694	1.027458355062747	2.2222502398297848	1.2831678891862919	1.6486016770544782	0.9147885112672888	2.538388644325744	0.4911228445706698	1.9981949253426032	1.9911090223850345	0.42340094796501426	0.22658298007946778	0.1562565843394792	0.014079008324274268	0.0	0.29649255430834687	1.9685573707994297	2.460313834587866	1.7637873573196365	0.23120700771378905	0.18182381902169226	2.3044027677355414	1.2008540900327294	0.1518569101677593	2.2588967350973843	0.9100149432716588	1.9418610718656615	2.545636998597946	2.2223401614370943	1.4589005119581235	2.290278084004916	2.471815874664963	0.714995604231547	1.817828766267939	1.9197230321318817	2.175724609752018	3.2299400150298476	2.9073862323679127	3.2381481963072054	3.3220615164688696	1.483095299184987	3.0319258397757287	3.0768904841577838	1.792073877492538	2.082096996696335	1.6001111333186195	3.3210467067028353	3.5757967517057847	2.5605903494172932	2.4978139838845905	1.7820074465723952
Mouse7A.FP41	0.5086452619934965	0.3777367846175395	1.698054472184465	0.9601441746781397	0.5572240410194289	2.0874619501885263	0.9608992102646233	1.949599567596771	2.3552596426119146	0.39389980874257136	1.009202415172449	2.1080356588167195	1.0634078911379041	1.6177385122031898	0.7216201388195974	2.4760403270662272	0.6792148728814291	1.9320013131474505	1.901996119853437	0.20648307692674894	0.3087416671226072	0.4346179834993461	0.30353691959815104	0.29649255430834687	0.0	1.8887962192844738	2.335857492312787	1.5777466956215045	0.4663850442644352	0.37260013638922107	2.2828559947627696	1.052879033566464	0.39981718440689423	2.1460368066274755	0.6669393543370064	1.8474872399905327	2.425847523279376	2.1618306972438703	1.3445231378717448	2.1737208292195414	2.378984022499837	0.4938505046900531	1.7991134024770994	1.9104343703252558	2.1279068026539267	3.3587369046596893	3.0208696450905377	3.3404543119807757	3.4053414941085816	1.7703615536471062	3.291057933366349	3.3422183560814385	1.7298534933699898	2.3637384644240145	1.8561071326614544	3.421169701597269	3.689707111735247	2.7321712656964356	2.7769561190185956	2.0502873719016956
Mouse3A.FP15	2.103670244154532	1.5284523196487871	0.6579909653330294	1.0690188343771574	1.6262008975251738	0.4481051557061532	1.2688448037509847	0.34944595154613317	0.5050191640868744	2.1608051433100917	0.9864063312922974	0.3614837284990181	1.5807583601367596	0.5832200533899957	1.7370429594894956	0.7230006787271027	1.7174737391092054	0.12620905768698937	0.06693822777120129	1.7814466390631443	1.7431139359592667	1.9558289106173545	1.9673753309281226	1.9685573707994297	1.8887962192844738	0.0	0.6496741127952327	0.770290482383714	1.8531931908944217	2.0284229566116645	0.5799415728111655	0.8861561609352793	2.078813862530747	0.4085454985504931	1.6200159833012888	0.10432795914139834	0.7372816062503312	0.30164833660753215	0.590562557457288	0.4711109401529304	0.5684775364588059	1.6814438625098287	0.44351670927581566	0.5366959633230285	0.32940580845405115	2.2462267618957505	1.8754309165012457	2.0633977977293343	2.0267690484770102	2.8334414096023077	3.310479481776025	3.451436964380388	0.2883916498777323	2.9740923074103973	2.3194299318093123	2.1190533893537578	2.434289544723317	2.123516540696663	3.25181037892711	2.540767898316459
Mouse4A.FP20	2.436042052840338	2.0079284726640387	0.7281014463337737	1.6503129442514695	2.1640228798546017	0.270216859908078	1.8321502701239583	0.44050823821808455	0.5110586236582843	2.6512282785160317	1.501102414102663	0.30757869682778194	1.7381841435609322	1.0184656116094082	2.012681560817504	0.5647085637813221	2.2858517777945946	0.7291773320979175	0.5970517149968669	2.196099367522	2.23693694602493	2.4748580661961013	2.4617318998779916	2.460313834587866	2.335857492312787	0.6496741127952327	0.0	0.894864956843937	2.3639272664042816	2.498289406501966	0.8586278476331766	1.3082214327773685	2.586342150379948	0.24265094855835861	1.9100917253253953	0.6241698343235701	0.12590602152173871	0.6151085184623105	1.0850406990809922	0.18537062040162833	0.2808519686996834	2.0232417135722964	1.0749775854388415	1.1429820365852217	0.7741465400713257	2.6018955943616278	2.252562990280398	2.3463751225584977	2.2183920150219048	3.4430139302036618	3.866752397180024	4.023973973675698	0.9278868834111442	3.5902862530021737	2.942599227975234	2.38251743527919	2.688516008166472	2.66291080995296	3.8633136864283153	3.156356355443468
Mouse5A.FP29	1.6354326827146042	1.278761532304828	0.1686130749254932	1.0941706781861187	1.5571015553064715	0.6596364993217368	1.3897499713270196	0.5523154686582228	1.1520700546543639	1.9370002810427147	1.037045495457182	0.7302684626198238	1.046033415447494	0.977368753382856	1.3081415827070089	1.2933240325363191	1.697263893855674	0.8745044225381903	0.7250405166053346	1.4510235048342728	1.5591968274961132	1.810426699767349	1.7660231669063144	1.7637873573196365	1.5777466956215045	0.770290482383714	0.894864956843937	0.0	1.7319265668473673	1.8207096293836722	1.3253584321576892	0.5913504196183121	1.8867227879551953	0.7707260713685052	1.1360631386065871	0.6684862881168065	1.0041433640353392	1.037372243595569	0.5416429560736258	0.7827198934858357	1.0545829177010948	1.2744830431653291	1.0803221961229423	1.1979363449406373	1.0898983904505455	2.991905465928862	2.6176297095335364	2.822343064417534	2.7785531094933464	2.9667045329295045	3.8307673540544065	3.949477528531675	0.8303082894614346	3.286459665513154	2.6335743797540876	2.880039427329927	3.193444556235655	2.756108652258905	3.623987520701638	2.8672480310470387
Mouse6A.FP34	0.9124669312475533	0.5220861937903573	1.8195086881167457	0.883034678777448	0.25843384319022233	2.1251209139420784	0.682213693141858	1.9906165144918033	2.287663650473881	0.38968828061003247	0.8857213328272933	2.124543073018314	1.3086352104191286	1.4954128067311758	0.9543672607176266	2.3964632636959373	0.34779971766550266	1.8766875495708133	1.8813887543136125	0.5212091392089152	0.21056603941428198	0.16922736192929902	0.22839633018573766	0.23120700771378905	0.4663850442644352	1.8531931908944217	2.3639272664042816	1.7319265668473673	0.0	0.2667655565769876	2.1452051614747614	1.1551811564763603	0.31429455668677175	2.157893086869209	0.9691776855470209	1.8368798116622536	2.443732388839901	2.0901529766221763	1.3850091139210052	2.190419182509233	2.3532005124506674	0.7742264716820011	1.6748372958291828	1.775186244063494	2.041267908680404	3.0175389075906685	2.698336517172665	3.027499566379432	3.111681610883541	1.3949121516791454	2.8404070490595705	2.896096938482011	1.677029048215378	1.936972957806545	1.4308822291925807	3.1104387644992095	3.360819024993745	2.3598265886895735	2.346650953968141	1.6146984958743975
Mouse6A.FP36	0.7216597371053171	0.6085450447419033	1.9198890786384823	1.0886838638624081	0.5043946213415118	2.261589864446485	0.9184390022909202	2.131853223014125	2.4648740613049482	0.2554707845465096	1.0650529705557046	2.273914776862606	1.24871537878793	1.6675935091699492	0.8551028076758478	2.563040730570818	0.6011988522369718	2.0639599467006553	2.0504357605392056	0.434376813491822	0.31717516408026214	0.27502955129302575	0.19303874495666354	0.18182381902169226	0.37260013638922107	2.0284229566116645	2.498289406501966	1.8207096293836722	0.2667655565769876	0.0	2.345895016873098	1.2709231458973198	0.2769933916524062	2.3045757567554723	0.9016264817723213	2.0027156814606513	2.577430049393518	2.2762626637317447	1.538093989096306	2.3317267916063913	2.5106500072381976	0.6953175965833576	1.8902890567572048	1.9990165705106333	2.2404314934060188	3.269414282317863	2.9493333711857277	3.2719452518082917	3.3434701567042073	1.5114860167916635	3.0490217705103606	3.099246190800189	1.8700674456843236	2.1096558054852372	1.64972638006908	3.3539109996095724	3.6042713233279824	2.620380856887323	2.525368243843231	1.817122627122201
Mouse2A.FP09	2.535030099602727	1.9316900116084437	1.1943799701298454	1.4320793293368435	1.9215693098206459	0.8319946305111837	1.4851109442463442	0.8411639091826225	0.3703931553454924	2.4983768660578454	1.2873897059140607	0.7292549819276885	2.0094623256513917	0.7282990847197359	2.1318148317366563	0.47858629301892275	1.990260512734909	0.5263761929978695	0.6202217363345488	2.175150181901458	2.08266843022988	2.265807227562114	2.302589886648232	2.3044027677355414	2.2828559947627696	0.5799415728111655	0.8586278476331766	1.3253584321576892	2.1452051614747614	2.345895016873098	0.0	1.3829361283078585	2.4093052107677173	0.7175232040716073	2.0639596514712637	0.6781220019298199	0.8673213960602203	0.33722214174981485	1.1120799536377903	0.7538144982126057	0.6015915434098088	2.0952013886669407	0.6017155137454118	0.6089145474378703	0.3668685963743974	1.7620644453734569	1.40372722835712	1.534707970330439	1.4605343764261312	2.935041850971055	3.061068843115344	3.2286793630000745	0.7150737346477068	2.933171340825058	2.315960129537975	1.5827534073929685	1.8950035027943126	1.8368665171688703	3.1540421056030925	2.506586157798114
Mouse5A.FP25	1.2395028257436849	0.715526404385961	0.6839926776881715	0.5477699560525572	0.9686575060002952	1.0486354228047485	0.8462193313562902	0.9022055188323136	1.367286003517135	1.3812610160549916	0.535893693109469	1.0675835277804426	0.900599781782966	0.828115050109779	0.9669381235145462	1.5190509094041715	1.106270439550673	0.9502238231149046	0.8848203254268863	0.9468904483311625	0.9884740813976745	1.2319243956644543	1.201632040874878	1.2008540900327294	1.052879033566464	0.8861561609352793	1.3082214327773685	0.5913504196183121	1.1551811564763603	1.2709231458973198	1.3829361283078585	0.0	1.3191191397408843	1.112978960292876	0.7935870973748087	0.8245471689059408	1.4093810430703049	1.181418046417448	0.32994298899045416	1.14493686762436	1.3654601480133122	0.8515173706811365	0.9477184226436223	1.077303398063133	1.1707400815710587	2.8211726826690335	2.449862759723091	2.7147281158795376	2.726561039760228	2.381591399147793	3.377992256076051	3.4798759876768592	0.7796385701950449	2.739362739220569	2.0975222589618316	2.784767970840238	3.087553174284573	2.4241403408525013	3.095263433902797	2.3309788025566087
Mouse5A.FP30	0.8398798687133066	0.6105832159650831	1.993854183418021	1.0617982235443584	0.49584727013062213	2.3377143414615857	0.9602085175753136	2.1953109154029553	2.5357075566328033	0.1217877818919788	1.1455085034455819	2.3411725422047103	1.426689495849798	1.7695080289888385	1.057072846287044	2.6596419495560157	0.508430850001215	2.1024125378218725	2.1031872792548993	0.5589843196069032	0.3559447649688872	0.1626719131961412	0.1432869107355162	0.1518569101677593	0.39981718440689423	2.078813862530747	2.586342150379948	1.8867227879551953	0.31429455668677175	0.2769933916524062	2.4093052107677173	1.3191191397408843	0.0	2.380436115318556	1.0464882169091758	2.0542416782628825	2.673576873647914	2.3306754557683584	1.5667673084547025	2.4141981374436794	2.5928199929727276	0.8550710569040619	1.9081489350227159	2.00233757850425	2.2755638308176276	3.2750093179443045	2.9598704525399713	3.299059039815792	3.3971733164471245	1.3814725143278657	2.998149094265384	3.0317981076992004	1.8895610050078737	2.0102483881494195	1.5539637805595352	3.3831681243685745	3.633078245919788	2.5713108252814663	2.4286697997129596	1.7300754381338606
Mouse7A.FP39	2.282654450672941	1.806279595002945	0.6087923467894091	1.4199366078010947	1.9491546907779442	0.12686616508261916	1.611944970341867	0.24408868528803968	0.42119453226834896	2.450638002594104	1.2903011381737899	0.08472437429129442	1.6373717023873755	0.8270261975936076	1.8764281155443157	0.5648491882721921	2.0627622617976793	0.49474029198275055	0.3545443808924371	2.01592279781734	2.0340969229411416	2.26584607835464	2.259522809070685	2.2588967350973843	2.1460368066274755	0.4085454985504931	0.24265094855835861	0.7707260713685052	2.157893086869209	2.3045757567554723	0.7175232040716073	1.112978960292876	2.380436115318556	0.0	1.7660029795666483	0.38250666628254787	0.34320086410861445	0.4301798226128215	0.8662402837908403	0.07048429657656967	0.28657293457586125	1.8645227017059824	0.8411981409406799	0.9163958953335944	0.5750069857116931	2.4731571174261253	2.113775639943638	2.2421917023900604	2.1463257652955425	3.2130628723501466	3.6662238910304836	3.81725807817651	0.6859682256626223	3.3629698944191304	2.7119620702701197	2.285702622798952	2.597295167975784	2.4676519806866013	3.6394421695100005	2.929049600725533
Mouse4A.FP24	0.5330297597575109	0.6466456992363219	1.2558032487703588	1.0603136093456602	0.9671025859588822	1.686984835280923	1.127114571706399	1.5791458028887904	2.0478090606872072	1.0357114044668456	0.9435492340157926	1.7417693424078406	0.4062875986663446	1.3833712692640079	0.25928401066674955	2.1331119605070343	1.1562411499071101	1.7011141913094507	1.6131361231595132	0.488347332978887	0.7935896651478495	1.0301287516073772	0.9193628985814618	0.9100149432716588	0.6669393543370064	1.6200159833012888	1.9100917253253953	1.1360631386065871	0.9691776855470209	0.9016264817723213	2.0639596514712637	0.7935870973748087	1.0464882169091758	1.7660029795666483	0.0	1.5564030963668358	1.9919348237993786	1.8990783799403173	1.1201918801270538	1.7759160353920769	2.010650944303855	0.20830087599310085	1.6880481448334992	1.82645214649928	1.9175576659240592	3.4264552213705435	3.065763135429017	3.3356155199873103	3.3329752965695048	2.362853954280411	3.678560834156594	3.7638191741067475	1.5546034924821366	2.880095182899174	2.3199549039501597	3.4077036587988174	3.694392345311663	2.9621703253307463	3.278402581663076	2.52351449220918
Mouse3A.FP14	2.0452191798683197	1.489937616134564	0.5564194621747496	1.0548118330448564	1.613557497008826	0.39282300054894986	1.2778166030329439	0.26694963370657554	0.5670508271309292	2.132989737230837	0.9778458702121948	0.3258916985845092	1.5108235036856539	0.6149310653546965	1.6817176528095916	0.7765012033919693	1.7117764836080187	0.2160594202163079	0.06452176713637532	1.7375098897132422	1.7169483133406702	1.9365983827383861	1.9410556786719133	1.9418610718656615	1.8474872399905327	0.10432795914139834	0.6241698343235701	0.6684862881168065	1.8368798116622536	2.0027156814606513	0.6781220019298199	0.8245471689059408	2.0542416782628825	0.38250666628254787	1.5564030963668358	0.0	0.722761927555461	0.3869352077473482	0.5333783962351052	0.4431087071507139	0.590146734118226	1.6277127105667042	0.5167576282993577	0.6154475031808743	0.4244677246726527	2.349618277369717	1.9785132923960242	2.1677175437155825	2.1293057748951747	2.856599473192136	3.388109283158054	3.525911504071161	0.31570117817774057	3.022317114915282	2.365056781233943	2.223281553004769	2.538517965106301	2.211855814764358	3.3087308238141806	2.589540836421819
Mouse4A.FP21	2.520520463060864	2.1018408405823115	0.8364522224815765	1.746107638002057	2.2471298743795622	0.38759806243241474	1.904757470122239	0.557909390778725	0.5172080755372744	2.737553935197949	1.5765469013186038	0.416765480574086	1.8048960639924096	1.0643262285714412	2.0827444035658096	0.5100840203575246	2.3708074766486904	0.8114629316332724	0.6903552501008169	2.281369573197321	2.3220326807269545	2.559531063407539	2.5473134469710113	2.545636998597946	2.425847523279376	0.7372816062503312	0.12590602152173871	1.0041433640353392	2.443732388839901	2.577430049393518	0.8673213960602203	1.4093810430703049	2.673576873647914	0.34320086410861445	1.9919348237993786	0.722761927555461	0.0	0.6644999003240166	1.1919368253622322	0.2844841560795303	0.27614487118310704	2.103943090303343	1.147892161898212	1.2131837916315225	0.8330314022719866	2.5915835399919276	2.24844318186587	2.323320943828148	2.177219108967417	3.5146286405423455	3.894271249473931	4.05691146752055	1.0216177409855665	3.64716361298132	3.0046191016837858	2.355870481115056	2.6575005396461258	2.6936392459131833	3.9141685779912567	3.2136122131440312
Mouse2A.FP08	2.3854441412387306	1.802050828180015	0.9038297985653574	1.3175190538362072	1.861600720116375	0.5349386216774964	1.4671137821911815	0.5264052098941712	0.24563174714374997	2.416048026725996	1.2155058337397344	0.4188233242929792	1.838899487566034	0.7088678570840142	1.9989552333271683	0.4988399871028729	1.9424767322647642	0.26715354686140114	0.32318779284725674	2.053279732227432	1.9968772658842828	2.1995538976529354	2.2208647868639537	2.2223401614370943	2.1618306972438703	0.30164833660753215	0.6151085184623105	1.037372243595569	2.0901529766221763	2.2762626637317447	0.33722214174981485	1.181418046417448	2.3306754557683584	0.4301798226128215	1.8990783799403173	0.3869352077473482	0.6644999003240166	0.0	0.8878199589962258	0.48379229918656397	0.41358513799038615	1.9553207369090309	0.5321732906099693	0.5670526520976682	0.18034836001895602	2.056243586317383	1.6945737697405774	1.8421152184973562	1.7807583916555587	2.9895708819424067	3.2872315936522103	3.441310604011558	0.5087556227773337	3.0602998779036925	2.418720747848205	1.8905332978173925	2.2055671288910155	2.0537810728948327	3.3084424434177997	2.628260814365307
Mouse7A.FP37	1.5668708995622271	0.9827811222866529	0.5733411393290273	0.6054588176530051	1.1653746894322874	0.8186369722970211	0.9350586089126754	0.6558133696268191	1.0907876587964105	1.643115591047288	0.6327715530323911	0.8092295515001099	1.1833602356319077	0.6990283584094322	1.281723254087567	1.277345575804301	1.270460135701265	0.6408598160199415	0.5932833103798527	1.253354904685958	1.2404490164939947	1.4644191684039167	1.4577678308161357	1.4589005119581235	1.3445231378717448	0.590562557457288	1.0850406990809922	0.5416429560736258	1.3850091139210052	1.538093989096306	1.1120799536377903	0.32994298899045416	1.5667673084547025	0.8662402837908403	1.1201918801270538	0.5333783962351052	1.1919368253622322	0.8878199589962258	0.0	0.9114681945530658	1.1103779774359612	1.1754450362169067	0.667349966879307	0.7886107384350238	0.8611776860300457	2.5933582416190486	2.220023581966775	2.4728153887226862	2.4848635895814026	2.4935627867154833	3.3145460001205804	3.425823376185885	0.4626531964123961	2.7707401067825788	2.1123583014561533	2.540063361233245	2.8490125708103604	2.2564323253034213	3.099480279254787	2.34929427326848
Mouse6A.FP33	2.2967811774335094	1.8394216161271775	0.6168815695861505	1.4680324776169844	1.9862651271356826	0.1328787047853584	1.6514123034121915	0.28489524758901724	0.44600925611467934	2.4819688049783943	1.3241552836258923	0.14877965112626693	1.6314396831495799	0.8533413689963235	1.8815341796179956	0.5553970074093572	2.1045906584715994	0.5605345824201783	0.4176652376904152	2.038785442743595	2.0659068934721327	2.3004972156642545	2.29129236431626	2.290278084004916	2.1737208292195414	0.4711109401529304	0.18537062040162833	0.7827198934858357	2.190419182509233	2.3317267916063913	0.7538144982126057	1.14493686762436	2.4141981374436794	0.07048429657656967	1.7759160353920769	0.4431087071507139	0.2844841560795303	0.48379229918656397	0.9114681945530658	0.0	0.2778235649233284	1.8788334226596122	0.9028962621741613	0.9807784405584723	0.6364405559689578	2.5128320212644835	2.1550718201911585	2.2755370783008595	2.169559075717004	3.2595637506011466	3.713524567452943	3.8664809400902542	0.7503063385963658	3.4126775242240277	2.7630546183767413	2.3175453436398743	2.6275484473251995	2.521351729198619	3.6901996870802227	2.978761804818162
Mouse4A.FP19	2.528155227662313	2.03782262592178	0.890641006386574	1.6232214503240752	2.1426541581085368	0.4027426652013861	1.7689654587377233	0.5263064553537555	0.2417749454432169	2.6662484820651087	1.4703470834862007	0.3473136805450568	1.8692681573236782	0.92569602251793	2.101514102842892	0.32051663841189804	2.2492153886136985	0.6120401828507663	0.5394605550015396	2.2467539332823985	2.245530463443455	2.469329926224219	2.472235021318926	2.471815874664963	2.378984022499837	0.5684775364588059	0.2808519686996834	1.0545829177010948	2.3532005124506674	2.5106500072381976	0.6015915434098088	1.3654601480133122	2.5928199929727276	0.28657293457586125	2.010650944303855	0.590146734118226	0.27614487118310704	0.41358513799038615	1.1103779774359612	0.2778235649233284	0.0	2.099668442807158	0.9297680807270498	0.9787083063035443	0.5844360778308016	2.3261206987424385	1.9805861587816693	2.0664693429339125	1.939658844412423	3.3450346673522344	3.6478203934196176	3.8109792383151277	0.84706653312576	3.437229425404636	2.7982450994318158	2.1019784881746975	2.407886549136011	2.4270102196438366	3.689774886590613	3.0044046731747787
Mouse5A.FP27	0.4483686998836731	0.5281466313152287	1.3876677413613756	1.0064654589236859	0.8016890468294138	1.7954152773669476	1.0135788371949732	1.6812798068582882	2.1150487314873656	0.8423843220868882	0.8942405246097169	1.8392054849274735	0.5739038144004558	1.397495950913471	0.25414756869821636	2.2017819287984826	0.9909798093272356	1.7523107032891074	1.6825837398399266	0.29822643204161026	0.6101587498285277	0.83739217698311	0.7251311809645671	0.714995604231547	0.4938505046900531	1.6814438625098287	2.0232417135722964	1.2744830431653291	0.7742264716820011	0.6953175965833576	2.0952013886669407	0.8515173706811365	0.8550710569040619	1.8645227017059824	0.20830087599310085	1.6277127105667042	2.103943090303343	1.9553207369090309	1.1754450362169067	1.8788334226596122	2.099668442807158	0.0	1.6970596920621333	1.8318188430054254	1.9612586010901971	3.3663799166641026	3.012579744821504	3.294970760489494	3.30749722546869	2.1663516765628286	3.520594852292202	3.6002030409199843	1.5919437514846395	2.6964640654885415	2.1527292367939324	3.369606712259829	3.6491338325252114	2.8624683388329633	3.0985827378839987	2.3498821273179558
Mouse10A.FP110	2.109839565755169	1.4305146601932481	1.014788425844235	0.8780673006411335	1.4299188519981936	0.8914641339836644	1.0323392979253463	0.7826139980896946	0.7682862723254753	2.0058093631213425	0.8660754358748509	0.7982598928751048	1.7393704043160447	0.5902989657271188	1.7943237621749097	0.9768636677880895	1.4774881312990853	0.3570805981931223	0.5079510043960943	1.7252291542763085	1.6003442447773095	1.7716011447095397	1.814056292335373	1.817828766267939	1.7991134024770994	0.44351670927581566	1.0749775854388415	1.0803221961229423	1.6748372958291828	1.8902890567572048	0.6017155137454118	0.9477184226436223	1.9081489350227159	0.8411981409406799	1.6880481448334992	0.5167576282993577	1.147892161898212	0.5321732906099693	0.667349966879307	0.9028962621741613	0.9297680807270498	1.6970596920621333	0.0	0.15345719332460775	0.40749584807821526	1.9405660057704746	1.5676561471572286	1.8155985200592177	1.847503321300556	2.4826411981362546	2.8924540437852437	3.0266771714600083	0.2709471352277284	2.5692473974118863	1.9177951224197767	1.882772679322105	2.193005246537673	1.7051152571746195	2.832504565445589	2.1377840542744018
Mouse10A.FP109	2.2373907109596782	1.5401576428136432	1.1308680866170615	0.9694494917190999	1.5258432719908677	0.9755191570737506	1.1303447337828796	0.8728821802612831	0.7972042943967791	2.1041038810384123	0.9969469063546718	0.871184206678967	1.8876530832331648	0.7317238876441932	1.9373416545369735	1.0189251756714364	1.5565772720068416	0.42709074928403834	0.5989788493681685	1.8471953942570631	1.7066942768249822	1.86555722095382	1.9151222598748976	1.9197230321318817	1.9104343703252558	0.5366959633230285	1.1429820365852217	1.1979363449406373	1.775186244063494	1.9990165705106333	0.6089145474378703	1.077303398063133	2.00233757850425	0.9163958953335944	1.82645214649928	0.6154475031808743	1.2131837916315225	0.5670526520976682	0.7886107384350238	0.9807784405584723	0.9787083063035443	1.8318188430054254	0.15345719332460775	0.0	0.408729321118286	1.8459903129568722	1.4768933943734643	1.7281031464200771	1.7778175058771692	2.511549095834204	2.8482228541909165	2.9817213860388345	0.36861052237609504	2.5635863641549865	1.9178118459270967	1.7951797621304555	2.1056077138686238	1.620033260106328	2.8108403819559196	2.1357797216819385
Mouse10A.FP111	2.3844844955933913	1.7601921259039444	0.975048277707816	1.2408673473156997	1.803208337512705	0.6638041023206707	1.407806811427724	0.6168283494581502	0.4036994256296289	2.3669255339938866	1.1874634307325571	0.5435915812364972	1.8950960589036971	0.7400722190764454	2.026582514134155	0.6583683181075273	1.8673091856631214	0.22791984853299052	0.37163804864771716	2.03448117429233	1.952906022481957	2.1431929574892807	2.1731460163620997	2.175724609752018	2.1279068026539267	0.32940580845405115	0.7741465400713257	1.0898983904505455	2.041267908680404	2.2404314934060188	0.3668685963743974	1.1707400815710587	2.2755638308176276	0.5750069857116931	1.9175576659240592	0.4244677246726527	0.8330314022719866	0.18034836001895602	0.8611776860300457	0.6364405559689578	0.5844360778308016	1.9612586010901971	0.40749584807821526	0.408729321118286	0.0	1.969151335716732	1.605175015244024	1.778626473977649	1.7521462144466042	2.885619073699124	3.17321583925511	3.3213841999683646	0.4252824112226802	2.9431242993801323	2.300629905725794	1.8315359348377465	2.148282181974322	1.9207407023139509	3.1861757893716685	2.512886079590327
Mouse9A.FP97	3.75907921879064	3.0595381254070744	2.8940503431138755	2.5414739772432813	2.8236992116942434	2.5859183745759085	2.404631012830189	2.568352454952684	2.0917191385155376	3.3829284224479497	2.4862450940690306	2.474049380747282	3.4866945497507835	2.1725914249934872	3.4462435328675576	2.1158050023836523	2.7787550691715666	2.146581204774417	2.3048439943588486	3.3188441485409315	3.0685009845682347	3.1176038666198207	3.2234517076827234	3.2299400150298476	3.3587369046596893	2.2462267618957505	2.6018955943616278	2.991905465928862	3.0175389075906685	3.269414282317863	1.7620644453734569	2.8211726826690335	3.2750093179443045	2.4731571174261253	3.4264552213705435	2.349618277369717	2.5915835399919276	2.056243586317383	2.5933582416190486	2.5128320212644835	2.3261206987424385	3.3663799166641026	1.9405660057704746	1.8459903129568722	1.969151335716732	0.0	0.37520730338875713	0.37064850014211775	0.7208563595107844	2.9941834937305214	1.9770702283500163	2.17366325809159	2.1988129869615087	2.542996012566369	2.2150555373338894	0.4152390506358583	0.4635427090453232	0.9562326198325858	2.515592854666998	2.2654181102709314
Mouse9A.FP98	3.4117186695465964	2.7120424573847597	2.5212220202637035	2.186898857528711	2.496000722378821	2.2239579844947706	2.0657578315089076	2.2011811605310845	1.7434517733649242	3.067540189927463	2.1267091108810354	2.11273173847682	3.1223230433561775	1.8037451227799042	3.0923615112922413	1.7810548960584314	2.4624767697936307	1.7766731680130416	1.934902132826867	2.974779823908667	2.7365271365700012	2.801713876863175	2.901263261325862	2.9073862323679127	3.0208696450905377	1.8754309165012457	2.252562990280398	2.6176297095335364	2.698336517172665	2.9493333711857277	1.40372722835712	2.449862759723091	2.9598704525399713	2.113775639943638	3.065763135429017	1.9785132923960242	2.24844318186587	1.6945737697405774	2.220023581966775	2.1550718201911585	1.9805861587816693	3.012579744821504	1.5676561471572286	1.4768933943734643	1.605175015244024	0.37520730338875713	0.0	0.38562136326259266	0.677986751791777	2.8009640732263676	2.0454204405599796	2.237405078290444	1.8266927980561292	2.4325959694599075	2.023543942217736	0.4728766390500075	0.7061207754513645	0.8588795628991107	2.4669757541991233	2.1081720228456966
Mouse8A.FP87	3.7079604055990583	3.0274320944095074	2.7094967493938698	2.5022896652454465	2.8268918244277734	2.36106121327673	2.3828971783234714	2.364588777811081	1.841423420821372	3.4037000838940776	2.4103881054827445	2.252017760076998	3.3554845647635285	2.0161934495696627	3.355638361518371	1.837122056203058	2.80746783358249	1.9707006425978706	2.1170063981413247	3.28010910565957	3.060335512045514	3.1391982132518943	3.2328407132755133	3.2381481963072054	3.3404543119807757	2.0633977977293343	2.3463751225584977	2.822343064417534	3.027499566379432	3.2719452518082917	1.534707970330439	2.7147281158795376	3.299059039815792	2.2421917023900604	3.3356155199873103	2.1677175437155825	2.323320943828148	1.8421152184973562	2.4728153887226862	2.2755370783008595	2.0664693429339125	3.294970760489494	1.8155985200592177	1.7281031464200771	1.778626473977649	0.37064850014211775	0.38562136326259266	0.0	0.3646327367562044	3.1650158893654012	2.2906206791307047	2.4940135524617624	2.060342028800483	2.7782334350330364	2.3920022100481386	0.08836898551458455	0.37765595999097884	1.2114215182805828	2.790651435559447	2.465992705034094
