	Mouse5A.FP28	Mouse3A.FP16	Mouse5A.FP26	Mouse7A.FP40	Mouse1A.FP05	Mouse6A.FP32	Mouse3A.FP17	Mouse7A.FP38	Mouse1A.FP02	Mouse2A.FP11	Mouse3A.FP18	Mouse6A.FP31	Mouse4A.FP22	Mouse1A.FP03	Mouse4A.FP23	Mouse1A.FP01	Mouse6A.FP35	Mouse2A.FP07	Mouse3A.FP13	Mouse1A.FP06	Mouse1A.FP04	Mouse2A.FP12	Mouse2A.FP10	Mouse7A.FP42	Mouse7A.FP41	Mouse3A.FP15	Mouse4A.FP20	Mouse5A.FP29	Mouse6A.FP34	Mouse6A.FP36	Mouse2A.FP09	Mouse5A.FP25	Mouse5A.FP30	Mouse7A.FP39	Mouse4A.FP24	Mouse3A.FP14	Mouse4A.FP21	Mouse2A.FP08	Mouse7A.FP37	Mouse6A.FP33	Mouse4A.FP19	Mouse5A.FP27	Mouse10A.FP110	Mouse10A.FP109	Mouse10A.FP111	Mouse9A.FP97	Mouse9A.FP98	Mouse8A.FP87	Mouse8A.FP85	Mouse10A.FP113	Mouse9A.FP102	Mouse9A.FP101	Mouse10A.FP112	Mouse8A.FP90	Mouse10A.FP114	Mouse8A.FP86	Mouse9A.FP99	Mouse8A.FP89	Mouse9A.FP100	Mouse8A.FP88
Mouse5A.FP28	0.0	0.772767751597045	1.7670437280804312	1.3457056327464492	1.0280778040628917	2.2053865208323815	1.3633796349634548	2.087622527595925	2.5499505574049053	0.77294999486225	1.3107985439580394	2.2535016072781535	0.8565728656897255	1.8430024932155615	0.5409092473854278	2.643502975494058	1.1761789023857365	2.1720461111851126	2.102772660512201	0.4510926101581634	0.7772892626313621	0.9049240014215594	0.7610902517202592	0.7496933431374239	0.5086452619934965	2.103670244154532	2.436042052840338	1.6354326827146042	0.9124669312475533	0.7216597371053171	2.535030099602727	1.2395028257436849	0.8398798687133066	2.282654450672941	0.5330297597575109	2.0452191798683197	2.520520463060864	2.3854441412387306	1.5668708995622271	2.2967811774335094	2.528155227662313	0.4483686998836731	2.109839565755169	2.2373907109596782	2.3844844955933913	3.75907921879064	3.4117186695465964	3.7079604055990583	3.735150627517973	2.203252005802644	3.7492665807664842	3.8066836761737104	1.9988174070873588	2.823954052825756	2.3393538905625983	3.7847950208366568	4.059724288236832	3.1925965419040376	3.240143548619761	2.522522884933001
Mouse3A.FP16	0.772767751597045	0.0	1.3896209345727688	0.5920550178470223	0.4180283220769476	1.7532825721842427	0.6930409757160972	1.6079524157660452	2.004163008612281	0.6713882109549066	0.6897057725331477	1.7636579605334295	1.008339783019329	1.2979053135374976	0.7684909257695228	2.142089006706601	0.5635165784205327	1.5655110717975997	1.5440417510860298	0.36890650193305086	0.3205733445970578	0.5499047073503565	0.5013777776785606	0.5016347787062759	0.3777367846175395	1.5284523196487871	2.0079284726640387	1.278761532304828	0.5220861937903573	0.6085450447419033	1.9316900116084437	0.715526404385961	0.6105832159650831	1.806279595002945	0.6466456992363219	1.489937616134564	2.1018408405823115	1.802050828180015	0.9827811222866529	1.8394216161271775	2.03782262592178	0.5281466313152287	1.4305146601932481	1.5401576428136432	1.7601921259039444	3.0595381254070744	2.7120424573847597	3.0274320944095074	3.0913364422792555	1.825541184374129	3.1669973787146004	3.233006973868981	1.357070311996414	2.3274113434669363	1.7515217612060134	3.1070559027969327	3.3851841165699454	2.4711121559141773	2.7239321430339127	1.9697536702955996
Mouse5A.FP26	1.7670437280804312	1.3896209345727688	0.0	1.1572186489226133	1.6375346687645649	0.4958340839125432	1.4259325092074164	0.40392718475614864	0.999415183801956	2.0477360239072016	1.0672088031804847	0.5744226064799511	1.1397475214300912	0.9037362943826306	1.4081719415720535	1.1324966124596514	1.7760146148792817	0.7705573463183584	0.6060051181100827	1.5656466356797283	1.6573830066941388	1.9078285359743072	1.8707931677311909	1.8686665294078557	1.698054472184465	0.6579909653330294	0.7281014463337737	0.1686130749254932	1.8195086881167457	1.9198890786384823	1.1943799701298454	0.6839926776881715	1.993854183418021	0.6087923467894091	1.2558032487703588	0.5564194621747496	0.8364522224815765	0.9038297985653574	0.5733411393290273	0.6168815695861505	0.890641006386574	1.3876677413613756	1.014788425844235	1.1308680866170615	0.975048277707816	2.8940503431138755	2.5212220202637035	2.7094967493938698	2.651465462521508	3.029015304645518	3.809034501835977	3.9359647613744975	0.7704110635397751	3.3145961882346056	2.659381839718686	2.7642285477681185	3.077647733605511	2.708039505451727	3.6410959295504406	2.8900119948067893
Mouse7A.FP40	1.3457056327464492	0.5920550178470223	1.1572186489226133	0.0	0.6331986749185718	1.3949511179463858	0.47820342141867395	1.238564864485765	1.543683892245582	1.1601485424626479	0.4349471392884009	1.368543729846255	1.2960725204433696	0.9224147721356833	1.1908676605157444	1.717299970869174	0.6898720926910515	1.0721263515360109	1.1000425210269917	0.9360979478896383	0.7761659634771764	0.9443015783599599	0.9766461449600984	0.9817548594345645	0.9601441746781397	1.0690188343771574	1.6503129442514695	1.0941706781861187	0.883034678777448	1.0886838638624081	1.4320793293368435	0.5477699560525572	1.0617982235443584	1.4199366078010947	1.0603136093456602	1.0548118330448564	1.746107638002057	1.3175190538362072	0.6054588176530051	1.4680324776169844	1.6232214503240752	1.0064654589236859	0.8780673006411335	0.9694494917190999	1.2408673473156997	2.5414739772432813	2.186898857528711	2.5022896652454465	2.580750144131962	1.8970679125687187	2.8950803132609138	2.9809308160344963	0.8430461753160455	2.2224541323163294	1.575954624607077	2.5811968708549076	2.868137631742905	2.0018184495932103	2.5746032221895323	1.816393745706244
Mouse1A.FP05	1.0280778040628917	0.4180283220769476	1.6375346687645649	0.6331986749185718	0.0	1.9210536649122973	0.4671219549207848	1.7809319656760754	2.0676597972489934	0.5957491490133706	0.6836745838479534	1.9117267171117145	1.2928555510101523	1.3001147787113536	0.9980106814485353	2.1920300030060056	0.204373558382817	1.6421204804394696	1.6571224993977942	0.5879089817177667	0.2568379479141016	0.34563560541560967	0.4123683690072478	0.418323995202931	0.5572240410194289	1.6262008975251738	2.1640228798546017	1.5571015553064715	0.25843384319022233	0.5043946213415118	1.9215693098206459	0.9686575060002952	0.49584727013062213	1.9491546907779442	0.9671025859588822	1.613557497008826	2.2471298743795622	1.861600720116375	1.1653746894322874	1.9862651271356826	2.1426541581085368	0.8016890468294138	1.4299188519981936	1.5258432719908677	1.803208337512705	2.8236992116942434	2.496000722378821	2.8268918244277734	2.915125069150465	1.4568457764148708	2.7732800071351686	2.837746797263402	1.435634178594015	1.9288333506855666	1.3629177728270827	2.9097939190184654	3.1685511260580648	2.180608078396884	2.3259047079074557	1.5711362052762905
Mouse6A.FP32	2.2053865208323815	1.7532825721842427	0.4958340839125432	1.3949511179463858	1.9210536649122973	0.0	1.6075246023827505	0.17274423076973736	0.5476331069403136	2.4043107659852123	1.2729697699218951	0.12606613654708868	1.5524043829909293	0.8572554415428356	1.8059377817529092	0.6824239646607039	2.040692477225076	0.548439680354718	0.3852016771600007	1.9557364379043696	1.9919098455280928	2.229251039887193	2.2157508727110593	2.214760123322985	2.0874619501885263	0.4481051557061532	0.270216859908078	0.6596364993217368	2.1251209139420784	2.261589864446485	0.8319946305111837	1.0486354228047485	2.3377143414615857	0.12686616508261916	1.686984835280923	0.39282300054894986	0.38759806243241474	0.5349386216774964	0.8186369722970211	0.1328787047853584	0.4027426652013861	1.7954152773669476	0.8914641339836644	0.9755191570737506	0.6638041023206707	2.5859183745759085	2.2239579844947706	2.36106121327673	2.2696254728430185	3.2182398514297006	3.736851980599887	3.883582105380889	0.7052286717534918	3.3963760338479516	2.7421425863934132	2.4059632833642826	2.718192981636596	2.5506280103065118	3.6832393474021146	2.963009702298793
Mouse3A.FP17	1.3633796349634548	0.6930409757160972	1.4259325092074164	0.47820342141867395	0.4671219549207848	1.6075246023827505	0.0	1.4792633648061513	1.6675762034356216	1.055770219706879	0.37317795095348744	1.5809795834667346	1.3445134196613076	0.8947049507986293	1.154078608383507	1.7821373065781554	0.5380360644892381	1.2729408399099127	1.3100018137296365	0.9168509684002997	0.679515492139516	0.8041230340831013	0.8691436312827927	0.8728879384920538	0.9608992102646233	1.2688448037509847	1.8321502701239583	1.3897499713270196	0.682213693141858	0.9184390022909202	1.4851109442463442	0.8462193313562902	0.9602085175753136	1.611944970341867	1.127114571706399	1.2778166030329439	1.904757470122239	1.4671137821911815	0.9350586089126754	1.6514123034121915	1.7689654587377233	1.0135788371949732	1.0323392979253463	1.1303447337828796	1.407806811427724	2.404631012830189	2.0657578315089076	2.3828971783234714	2.4561942340029854	1.636852487442926	2.595091900854605	2.6924054076949853	1.0901020793712983	1.9341101133531435	1.308813462032838	2.4640261952117117	2.7294259548925255	1.8497385686523196	2.291478348776501	1.525294310033954
Mouse7A.FP38	2.087622527595925	1.6079524157660452	0.40392718475614864	1.238564864485765	1.7809319656760754	0.17274423076973736	1.4792633648061513	0.0	0.6128645698972784	2.2646206028995826	1.1487748189867435	0.18407782855887886	1.4802774312073248	0.7938877870030021	1.711707055603058	0.7874209332230155	1.8953169192907722	0.45538038279263643	0.28295260912918235	1.826974474335714	1.8539574709524402	2.088462935619476	2.0767138613096363	2.0762811267225847	1.949599567596771	0.34944595154613317	0.44050823821808455	0.5523154686582228	1.9906165144918033	2.131853223014125	0.8411639091826225	0.9022055188323136	2.1953109154029553	0.24408868528803968	1.5791458028887904	0.26694963370657554	0.557909390778725	0.5264052098941712	0.6558133696268191	0.28489524758901724	0.5263064553537555	1.6812798068582882	0.7826139980896946	0.8728821802612831	0.6168283494581502	2.568352454952684	2.2011811605310845	2.364588777811081	2.2986159089716622	3.0805206954486346	3.6510046008674797	3.790311390802304	0.567032442853707	3.273975015635838	2.6160716762974654	2.4145123845743734	2.7292402267114304	2.47260153827393	3.5673767122886955	2.841717654253564
Mouse1A.FP02	2.5499505574049053	2.004163008612281	0.999415183801956	1.543683892245582	2.0676597972489934	0.5476331069403136	1.6675762034356216	0.6128645698972784	0.0	2.6167674461202513	1.404277142523066	0.4509336117611467	1.9446657191329946	0.8437813784571387	2.134769717195802	0.28166382016439245	2.157759815751706	0.5035954832903015	0.5043419356480513	2.234310358867601	2.195315628312213	2.404146671594259	2.4209497742108668	2.4216030704240348	2.3552596426119146	0.5050191640868744	0.5110586236582843	1.1520700546543639	2.287663650473881	2.4648740613049482	0.3703931553454924	1.367286003517135	2.5357075566328033	0.42119453226834896	2.0478090606872072	0.5670508271309292	0.5172080755372744	0.24563174714374997	1.0907876587964105	0.44600925611467934	0.2417749454432169	2.1150487314873656	0.7682862723254753	0.7972042943967791	0.4036994256296289	2.0917191385155376	1.7434517733649242	1.841423420821372	1.7342300727269642	3.1993939422955955	3.4264303286818563	3.5906089320754324	0.7480236397597224	3.252347504981055	2.619656932420436	1.880297214492219	2.189710687035068	2.191377389088002	3.490673263453714	2.8214539707383204
Mouse2A.FP11	0.77294999486225	0.6713882109549066	2.0477360239072016	1.1601485424626479	0.5957491490133706	2.4043107659852123	1.055770219706879	2.2646206028995826	2.6167674461202513	0.0	1.2235852919082753	2.4130338908229167	1.4142114415739913	1.844656948920581	1.031574956496473	2.7347456779716333	0.6255398540033205	2.1894770504390113	2.1829283437338707	0.5518311397934919	0.42210178339558946	0.2663480123734704	0.1965165518949303	0.19640201310371694	0.39389980874257136	2.1608051433100917	2.6512282785160317	1.9370002810427147	0.38968828061003247	0.2554707845465096	2.4983768660578454	1.3812610160549916	0.1217877818919788	2.450638002594104	1.0357114044668456	2.132989737230837	2.737553935197949	2.416048026725996	1.643115591047288	2.4819688049783943	2.6662484820651087	0.8423843220868882	2.0058093631213425	2.1041038810384123	2.3669255339938866	3.3829284224479497	3.067540189927463	3.4037000838940776	3.495844688283269	1.4368520491318268	3.085672354000463	3.1177005943290887	1.9800798788992122	2.085675768390624	1.6507430622599824	3.487425961997654	3.7369215920978327	2.6843468648430586	2.5058305985705682	1.8184056972662843
Mouse3A.FP18	1.3107985439580394	0.6897057725331477	1.0672088031804847	0.4349471392884009	0.6836745838479534	1.2729697699218951	0.37317795095348744	1.1487748189867435	1.404277142523066	1.2235852919082753	0.0	1.262197747620568	1.0835733533816851	0.6282577229436331	0.9995557703077428	1.515138749142607	0.8166506751539817	1.0189842418294748	1.0164007474394747	0.9067299877179098	0.8037028664450246	1.0104307831229453	1.0271669329182214	1.027458355062747	1.009202415172449	0.9864063312922974	1.501102414102663	1.037045495457182	0.8857213328272933	1.0650529705557046	1.2873897059140607	0.535893693109469	1.1455085034455819	1.2903011381737899	0.9435492340157926	0.9778458702121948	1.5765469013186038	1.2155058337397344	0.6327715530323911	1.3241552836258923	1.4703470834862007	0.8942405246097169	0.8660754358748509	0.9969469063546718	1.1874634307325571	2.4862450940690306	2.1267091108810354	2.4103881054827445	2.4389086858352518	2.0032782582414854	2.9048958121225135	3.0157179962361993	0.8541599070362594	2.301665068972808	1.6693649191381854	2.485669495330707	2.7700820447003203	2.047705919566936	2.6506647053254495	1.8873688688725325
Mouse6A.FP31	2.2535016072781535	1.7636579605334295	0.5744226064799511	1.368543729846255	1.9117267171117145	0.12606613654708868	1.5809795834667346	0.18407782855887886	0.4509336117611467	2.4130338908229167	1.262197747620568	0.0	1.6293557235732086	0.8275353295780347	1.8616770318164604	0.6264153990737283	2.0213068009703217	0.44625734833984815	0.3024954101902978	1.983587259453754	1.9978332309443538	2.2280384387976997	2.222517486748999	2.2222502398297848	2.1080356588167195	0.3614837284990181	0.30757869682778194	0.7302684626198238	2.124543073018314	2.273914776862606	0.7292549819276885	1.0675835277804426	2.3411725422047103	0.08472437429129442	1.7417693424078406	0.3258916985845092	0.416765480574086	0.4188233242929792	0.8092295515001099	0.14877965112626693	0.3473136805450568	1.8392054849274735	0.7982598928751048	0.871184206678967	0.5435915812364972	2.474049380747282	2.11273173847682	2.252017760076998	2.1691390819357608	3.175518130397059	3.648616700577461	3.795811293287068	0.626487007234219	3.330949542124524	2.6770796513155313	2.297349959106123	2.610729130655948	2.444243937366423	3.6092801775027783	2.8973110740697146
Mouse4A.FP22	0.8565728656897255	1.008339783019329	1.1397475214300912	1.2960725204433696	1.2928555510101523	1.5524043829909293	1.3445134196613076	1.4802774312073248	1.9446657191329946	1.4142114415739913	1.0835733533816851	1.6293557235732086	0.0	1.349979743587107	0.41719874164717424	1.9887946928245666	1.4920561297080333	1.6824488825440949	1.5625626853351473	0.8713530270266522	1.1525650913544974	1.3955200074447365	1.293129474302002	1.2831678891862919	1.0634078911379041	1.5807583601367596	1.7381841435609322	1.046033415447494	1.3086352104191286	1.24871537878793	2.0094623256513917	0.900599781782966	1.426689495849798	1.6373717023873755	0.4062875986663446	1.5108235036856539	1.8048960639924096	1.838899487566034	1.1833602356319077	1.6314396831495799	1.8692681573236782	0.5739038144004558	1.7393704043160447	1.8876530832331648	1.8950960589036971	3.4866945497507835	3.1223230433561775	3.3554845647635285	3.3087248138297003	2.697574990462798	3.891822707471037	3.996195683345012	1.5888448923612237	3.1716014130625525	2.6014103779001836	3.421056662218279	3.710247916009506	3.1252566111928175	3.558570593572521	2.8010282267377984
