"","V1"
"MF0063",0.00735872419791313
"MF0020",0.0220061449174302
"MF0061",0.0249258206694823
"MF0062",0.000448590260484873
"MF0060",0.00878555694884278
"MF0027",3.77699337816212e-05
"MF0028",0.011410349371841
"MF0025",0.00159909258490116
"MF0069",0.000641177699874983
"MF0102",0.000635231881150091
"MF0026",0.00905223614549279
"MF0103",0.00932086023111732
"MF0067",0.0321034070535883
"MF0024",0.00329665744663362
"MF0068",0.0269211320585661
"MF0101",0.00172808242404898
"MF0021",0.00930854398828021
"MF0065",0.017977805865781
"MF0022",0.00881447366956367
"MF0066",0.0133972215656357
"MF0018",0.0195340519660287
"MF0019",0.00219718217271277
"MF0030",0.000669119010051748
"MF0074",0.0331339114661654
"MF0031",0.00490455523575928
"MF0075",0.0060090205207232
"MF0072",0.00867209785095856
"MF0073",0.0165338465861494
"MF0070",0.013092995445674
"MF0071",0.0251779401805695
"MF0038",0.0233408692102721
"MF0039",0.000197337009481171
"MF0036",0.00618191766539713
"MF0037",0.00010506827552994
"MF0034",0.00641581757187902
"MF0078",0.0125438355084567
"MF0035",0.00516974012857949
"MF0079",0.0015817321720882
"MF0032",0.000636332085965429
"MF0076",0.00545876119749973
"MF0033",0.0169405254186057
"MF0077",0.00194229307657612
"MF0029",0.00571408734268078
"MF0041",0.00631866851144836
"MF0085",0.00456533347409303
"MF0086",0.0325751036568616
"MF0083",0.000282797447953641
"MF0040",0.00169545718149535
"MF0084",0.000636332085965429
"MF0082",0.000710084416792883
"MF0080",0.00193457007249535
"MF0005",0.0114794905423356
"MF0049",0.0239814144384209
"MF0006",0.0492626338905895
"MF0047",0.0170412059209535
"MF0004",0.0056529009681787
"MF0048",0.0379810903130827
"MF0001",0.00512369655381985
"MF0045",0.00653829704943676
"MF0089",0.00329210289964851
"MF0002",0.0291326587856216
"MF0046",0.00706500782314766
"MF0043",9.60886589023459e-05
"MF0087",0.00899432043574371
"MF0044",0.0329103381255337
"MF0088",0.00358526966295807
"MF0052",0.000636332085965429
"MF0096",0.00527067558731698
"MF0097",0.0013702873480651
"MF0050",0.014115565594541
"MF0094",0.0041124584714433
"MF0051",0.00676374183819059
"MF0095",0.00462583267800552
"MF0092",0.0366338196802725
"MF0093",0.000481320273513217
"MF0090",0.0178971674014523
"MF0016",0.00290396185654574
"MF0017",0.0238509367185947
"MF0014",0.0109511684035248
"MF0058",0.0015287016653408
"MF0015",0.0214496237353774
"MF0059",0.000636445611657054
"MF0012",0.00317256876308138
"MF0056",0.00136134989689191
"MF0057",0.000748660637952559
"MF0013",0.00529031069568639
"MF0010",0.029074104283291
"MF0054",0.00742515541040217
"MF0098",0.000908039684582891
"MF0011",0.0162938402574306
"MF0055",0.0117388587095562
"MF0009",0.0366312328535725
"MF0007",0.00713947063247224
"MF0008",0.0102115902975812
