NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K13542	58	8.249361991882324	0.006721195	Yes	
row_1	K01749	479	7.364893913269043	-0.10885491	Yes	
row_2	K00768	497	7.316667556762695	-0.08828236	Yes	
row_3	K02233	517	7.241377830505371	-0.0683855	Yes	
row_4	K02231	557	7.1514692306518555	-0.05524538	Yes	
row_5	K01845	570	7.081573486328125	-0.032983646	Yes	
row_6	K01698	653	6.8463640213012695	-0.03437056	Yes	
row_7	K02492	668	6.819399356842041	-0.012784499	Yes	
row_8	K04720	867	6.2875213623046875	-0.053360604	Yes	
row_9	K03394	871	6.271799087524414	-0.028058326	Yes	
row_10	K02227	880	6.235043048858643	-0.00444524	Yes	
row_11	K02224	956	5.971799850463867	-0.0034672883	Yes	
row_12	K02226	979	5.866312503814697	0.015416069	Yes	
row_13	K02188	1019	5.744925498962402	0.028556183	Yes	
row_14	K02304	1030	5.698476791381836	0.051493593	Yes	
row_15	K02232	1050	5.6508684158325195	0.071390465	Yes	
row_16	K06042	1074	5.587207317352295	0.08993598	Yes	
row_17	K02189	1078	5.572183132171631	0.11523826	Yes	
row_18	K05895	1119	5.349930286407471	0.12804054	Yes	
row_19	K05936	1141	5.272402763366699	0.14726172	Yes	
row_20	K05934	1160	5.18461275100708	0.16749644	Yes	
row_21	K02190	1165	5.169185161590576	0.19246088	Yes	
row_22	K01772	1278	4.7497639656066895	0.18093883	Yes	
row_23	K00230	1402	4.503101348876953	0.16570057	Yes	
row_24	K00798	1423	4.43591833114624	0.1852596	Yes	
row_25	K02495	1438	4.332115650177002	0.20684566	Yes	
row_26	K02191	1511	4.124044895172119	0.20883712	Yes	
row_27	K03399	1512	4.124044895172119	0.23515292	Yes	
row_28	K01599	1618	3.7983696460723877	0.22599572	Yes	
row_29	K00595	1630	3.7693631649017334	0.2485953	Yes	
row_30	K02303	1689	3.5521175861358643	0.2553165	Yes	
row_31	K01885	1847	3.1248931884765625	0.22859174	No	
row_32	K09882	1917	2.879657030105591	0.23159672	No	
row_33	K04032	2138	1.9470914602279663	0.18358818	No	
row_34	K03594	2222	1.4632976055145264	0.18186343	No	
row_35	K01195	2459	0.7194288372993469	0.12844948	No	
row_36	K02302	2810	0.09571488946676254	0.036522035	No	
row_37	K01719	2832	0.06210273876786232	0.05574323	No	
