NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K00626	20	8.428277015686035	0.07663541	No	
row_1	K01582	1003	5.816403388977051	-0.1688993	No	
row_2	K00128	1523	4.0855207443237305	-0.25937706	No	
row_3	K00135	1929	2.8140954971313477	-0.31167668	Yes	
row_4	K00824	2041	2.319617748260498	-0.26551682	Yes	
row_5	K01034	2052	2.2871158123016357	-0.18553245	Yes	
row_6	K01035	2053	2.2871158123016357	-0.10219912	Yes	
row_7	K01843	2177	1.7493290901184082	-0.060058016	Yes	
row_8	K00290	2312	1.080504059791565	-0.021600768	Yes	
row_9	K00164	2652	0.29425835609436035	-0.051797237	Yes	
row_10	K01692	2849	0.049387041479349136	-0.03410355	Yes	
row_11	K00658	2912	0.008856087923049927	0.028466223	Yes	
