NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K01783	281	7.3905463218688965	-0.048967496	No	
row_1	K00012	529	7.214169025421143	-0.08651026	No	
row_2	K00854	541	7.200613975524902	-0.04475195	No	
row_3	K01804	554	7.158972263336182	-0.0033296621	No	
row_4	K00963	1115	5.360362529754639	-0.14604716	No	
row_5	K00853	1198	4.988014221191406	-0.12814638	No	
row_6	K00128	1523	4.0855207443237305	-0.1915628	No	
row_7	K00008	1704	3.516746997833252	-0.20659211	No	
row_8	K01051	2180	1.7369002103805542	-0.3207478	No	
row_9	K01812	2386	0.8816220164299011	-0.34417766	Yes	
row_10	K01685	2423	0.7994330525398254	-0.31081986	Yes	
row_11	K01195	2459	0.7194288372993469	-0.27712607	Yes	
row_12	K00041	2476	0.6863377094268799	-0.23704788	Yes	
row_13	K01686	2549	0.5317944288253784	-0.21578687	Yes	
row_14	K00040	2621	0.3781791627407074	-0.19418986	Yes	
row_15	K00880	2657	0.28782010078430176	-0.16049607	Yes	
row_16	K00848	2733	0.16911140084266663	-0.14024313	Yes	
row_17	K01815	2750	0.15274281799793243	-0.10016493	Yes	
row_18	K01629	2811	0.09419383108615875	-0.074871674	Yes	
row_19	K00065	2869	0.029651129618287086	-0.048570354	Yes	
row_20	K08092	2897	0.017038676887750626	-0.012188387	Yes	
row_21	K01805	2983	0.0013374139089137316	0.004704332	Yes	
