NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K03075	381	7.3905463218688965	-0.09256854	No	
row_1	K03106	382	7.3905463218688965	-0.056854248	No	
row_2	K03110	383	7.3905463218688965	-0.02113996	No	
row_3	K03217	488	7.333224773406982	-0.020442508	No	
row_4	K03076	592	7.02091646194458	-0.019408353	No	
row_5	K03070	596	7.014214515686035	0.015295833	No	
row_6	K03210	632	6.897731781005859	0.039225608	No	
row_7	K03073	633	6.894877910614014	0.0749399	No	
row_8	K02456	1016	5.7768096923828125	-0.01796534	No	
row_9	K03205	1184	5.037264823913574	-0.038480006	No	
row_10	K03071	1543	4.011231422424316	-0.123304434	No	
row_11	K03072	2269	1.2684961557388306	-0.33169788	Yes	
row_12	K03074	2270	1.2684961557388306	-0.29598358	Yes	
row_13	K03116	2285	1.18815016746521	-0.26498312	Yes	
row_14	K12257	2333	1.0062569379806519	-0.24509373	Yes	
row_15	K02454	2410	0.8295632004737854	-0.23496868	Yes	
row_16	K12340	2545	0.5403321385383606	-0.24437223	Yes	
row_17	K03118	2546	0.5399786829948425	-0.20865795	Yes	
row_18	K02460	2584	0.44548431038856506	-0.18540157	Yes	
row_19	K03117	2689	0.23342861235141754	-0.18470411	Yes	
row_20	K02455	2753	0.14648163318634033	-0.17020194	Yes	
row_21	K02453	2924	0.0027614585123956203	-0.19172671	Yes	
row_22	K03195	2945	0.001992194913327694	-0.16274643	Yes	
row_23	K03196	2946	0.001992194913327694	-0.12703215	Yes	
row_24	K03199	2947	0.001992194913327694	-0.09131786	Yes	
row_25	K03200	2948	0.001992194913327694	-0.055603575	Yes	
row_26	K03203	2949	0.001992194913327694	-0.019889286	Yes	
row_27	K03204	2950	0.001992194913327694	0.015825002	Yes	
