#OTU ID,SLCFP072,LYZdtt342,SLCFP021,LYZdtt351,SLCFP069,LYZFP308,SLCFP111,LYZFP307,LYZdtt364,SLCdtt050,LYZdtt308,LYZFP331,SLCFP131,SLCFP078,SLCdtt110,SLCdtt075,SLCFP070,LYZFP304,SLCdtt022,LYZdtt366,SLCFP067,SLCdtt019,SLCdtt070,SLCFP023,SLCdtt005,SLCFP051,SLCdtt002,LYZdtt354,LYZFP328,LYZFP317,SLCFP022,LYZdtt328,LYZFP355,LYZdtt330,LYZFP319,SLCFP005,SLCFP024,SLCFP093,SLCdtt021,SLCFP053,SLCdtt114,LYZFP320,SLCdtt111,SLCFP091,LYZFP327,SLCFP095,LYZdtt356,LYZdtt368,SLCdtt095,SLCdtt074,SLCFP077,LYZdtt367,LYZdtt304,LYZFP356,SLCdtt024,LYZFP354,LYZdtt317,SLCFP112,SLCFP073,SLCFP128,LYZdtt305,LYZdtt319,SLCFP092,LYZFP332,SLCFP002,LYZFP306,LYZdtt329,SLCFP113,LYZdtt306,SLCFP071,SLCFP004,SLCdtt113,SLCdtt004,SLCFP019a,SLCdtt092,SLCdtt112,LYZFP316,SLCFP075,SLCdtt020,SLCFP049,LYZdtt355,LYZFP339,SLCFP094,LYZdtt343,LYZFP315,SLCdtt128,SLCdtt076,LYZdtt341,LYZdtt344,SLCFP050,LYZFP352,SLCdtt051,LYZFP305,SLCFP052,LYZdtt340,SLCFP076,SLCdtt096,LYZFP330,LYZdtt318,SLCFP127,LYZFP340,LYZdtt332,SLCFP129,LYZdtt363,LYZdtt365,LYZdtt320,LYZdtt315,LYZFP351,SLCFP074,SLCdtt078,SLCFP054,SLCdtt052,LYZFP303,SLCFP003,SLCFP068,SLCdtt069,SLCdtt129,SLCFP114,SLCdtt109,LYZdtt352,SLCFP006,SLCdtt054,LYZdtt353,LYZFP343,LYZdtt316,SLCdtt006,SLCdtt093,SLCdtt077,SLCdtt132,SLCFP132,SLCdtt001,LYZFP344,LYZFP342,LYZdtt303,SLCdtt130,SLCFP096,SLCFP001,SLCFP110,SLCdtt068,LYZFP353,LYZdtt307,SLCFP109,LYZdtt331,LYZdtt339,SLCdtt003,SLCdtt053,LYZdtt327,SLCFP020,LYZFP318,SLCdtt067,LYZFP329,LYZFP341
090dac4c317bdb16f9ab434da4e8a35f,0,6,0,118,1,46,0,0,341,168,6,0,10,2,0,160,0,46,0,3,0,0,3,0,2,112,52,0,38,5,0,84,0,3,4,0,0,43,0,17,0,0,3,41,8,0,0,25,0,1207,3,24,130,0,0,0,9,0,73,37,7,0,32,3,12,10,85,0,2,0,0,0,2,0,25,0,34,137,0,45,0,14,6,0,37,179,159,52,7,64,51,58,7,10,68,9,0,2,27,13,19,8,57,158,44,0,39,67,99,36,2,12,16,27,0,9,47,0,7,94,0,0,99,0,21,6,60,22,11,6,0,0,0,38,6,0,5,0,0,48,6,0,4,23,21,9,6,0,66,12,76,25
b221a65a4ab995abd7110ddcd600e1fb,38,6,13,27,11,247,0,68,0,0,21,3,21,42,3,5,9,101,4,101,7,0,0,8,0,21,6,3,132,8,2,60,7,15,3,2,3,8,0,10,5,0,0,8,355,0,45,114,0,37,0,97,20,40,2,22,3,0,54,9,23,0,6,0,8,72,171,0,8,53,2,2,4,0,0,0,46,27,2,12,9,73,0,3,52,0,22,16,19,16,45,2,4,7,6,0,0,156,2,2,53,7,0,71,20,7,57,125,85,27,14,3,111,6,18,14,0,0,2,24,0,12,8,7,6,3,7,25,1,11,0,5,1,148,0,0,4,3,2,26,19,0,7,3,6,22,163,15,154,7,198,61
a0d2e10ea5e00a9cb906c319ef542843,6,2,25,43,16,14,13,72,66,23,23,0,13,0,10,2,9,16,48,4,3,0,0,0,2,31,34,0,89,16,0,281,0,8,25,0,5,2,3,2,4,8,2,3,31,0,11,7,0,4,2,32,24,32,2,0,25,7,1,4,11,2,0,0,14,171,201,3,2,10,0,0,2,10,6,0,58,4,26,17,0,10,2,0,27,25,1,22,9,1,35,17,19,0,114,0,0,3,8,2,21,10,6,79,15,0,0,66,4,1,5,0,17,33,4,20,2,7,4,69,2,0,47,0,26,4,3,0,5,6,2,3,0,91,0,0,13,4,20,43,67,6,5,3,21,2,7,12,27,3,215,47
18285598fe8215895e323b758326f2e2,0,0,0,14,0,9,5,0,77,22,2,0,0,0,9,0,0,13,6,3,0,0,0,0,3,4,6,0,17,0,0,44,0,3,0,0,0,5,3,0,0,0,11,0,3,0,0,3,0,11,0,0,12,0,0,0,4,0,0,0,9,0,7,0,3,0,38,0,0,0,0,0,0,2,15,0,14,0,2,5,0,8,2,0,11,25,3,50,7,3,7,19,0,0,72,0,3,0,4,0,20,6,0,43,20,0,0,14,0,0,0,0,5,0,0,2,3,0,3,15,0,0,9,0,22,0,38,0,2,0,0,0,0,26,0,0,0,0,0,4,0,0,4,6,12,3,10,2,8,0,18,15
89da5f45526bc14a8a2dfb25616269b2,0,0,29,10,16,17,13,2,73,6,4,0,8,0,26,4,2,15,31,0,7,0,6,0,3,4,68,0,24,6,8,68,2,2,0,0,0,24,16,0,0,0,12,31,9,0,0,3,0,86,0,7,29,0,0,0,20,2,3,20,11,5,24,0,25,0,48,0,0,2,0,0,3,24,25,0,41,13,24,2,0,4,7,0,24,110,4,13,5,0,13,4,0,0,36,0,3,3,14,4,15,2,23,55,21,0,9,7,4,2,2,0,2,29,11,16,14,0,26,18,2,0,8,2,27,3,30,0,7,0,2,2,0,92,3,0,18,7,44,14,12,9,11,24,26,0,4,22,4,9,83,21
a96c94af6448ca2eeed276738140e767,0,0,0,18,0,7,0,0,158,0,0,0,0,0,0,6,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,6,7,0,0,0,0,0,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,10,10,0,0,0,5,0,0,0,0,0,0,35,0,0,37,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,41,0,0,0,0,0,0,0,0,11,0,0,0
08c8ab670dbb2c8dbff6e2a96a8bf9c4,0,4,0,0,20,0,32,0,0,0,0,0,0,0,32,0,0,0,2,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,6,8,17,4,0,58,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,14,42,0,0,8,0,0,0,0,0,0,0,3,0,0
9e39af3708ad41aca6e8d5ab47b4efa2,0,5,30,15,0,17,14,0,458,105,4,0,0,0,5,94,0,178,95,9,0,3,0,0,2,70,28,0,0,9,3,0,0,0,0,0,0,18,44,2,0,0,12,7,0,0,0,21,0,478,0,18,67,0,2,0,39,0,41,16,27,0,38,0,7,3,0,0,0,0,0,0,0,28,28,0,134,72,42,10,0,18,5,2,132,30,47,32,14,34,8,95,5,2,111,0,0,0,24,2,21,11,2,283,89,3,15,10,90,5,3,2,35,14,0,7,8,0,8,15,0,0,17,0,73,0,57,13,4,4,3,0,0,74,2,0,8,10,0,10,2,11,0,7,23,2,6,42,35,3,0,48
5df1f0b75fac3063662bc77afb6c4bf8,0,3,0,0,0,4,0,17,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,3,2,4,0,0,0,0,0,0,2,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,3,0,2,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2
94adac1e5690b5aef26d6014e471f458,0,25,0,36,0,51,0,28,67,0,29,42,0,0,0,0,0,40,0,29,0,0,0,0,0,0,0,19,41,64,0,51,17,29,47,0,0,0,0,0,0,12,0,0,67,0,24,56,0,0,0,44,94,21,0,59,49,0,0,0,480,11,0,37,0,58,92,0,26,0,0,0,0,0,0,0,57,0,0,0,31,48,0,23,52,0,0,63,34,0,20,0,66,0,36,2,0,61,21,0,30,31,0,62,59,37,163,25,0,0,0,0,62,0,0,0,0,0,0,42,0,0,40,57,57,0,0,0,0,0,0,64,15,123,0,0,0,0,0,6,41,0,19,67,0,0,41,0,45,0,58,29
97e775c94445b62cef898d8ab38f8cb7,0,6,0,6,0,77,0,32,0,0,5,8,0,11,0,0,0,29,1,11,0,0,0,0,0,0,0,0,58,19,0,30,12,27,2,0,0,0,0,0,0,2,0,0,231,0,7,35,0,8,2,20,13,15,0,4,13,0,10,0,41,0,0,0,0,28,88,0,4,0,0,0,0,0,0,0,40,3,0,0,7,29,0,0,48,0,6,12,4,0,10,0,5,0,1,0,0,160,6,0,13,9,0,20,9,7,1,8,8,3,0,0,25,0,0,0,0,0,0,12,0,0,0,3,26,0,0,1,0,0,0,8,4,141,0,0,0,0,0,6,11,0,37,0,0,0,100,4,33,0,77,8
9c6efccec7649fddce7cb4c0b868559f,59,13,28,16,23,256,26,31,2,7,19,3,36,51,7,4,27,85,16,47,82,4,3,8,4,61,6,0,108,17,2,20,2,7,20,3,38,41,3,14,56,0,4,40,290,0,25,82,0,20,8,47,12,72,9,40,6,20,122,112,10,0,38,3,32,43,89,17,0,13,0,13,2,25,0,0,69,32,2,77,0,75,4,4,142,6,17,6,23,51,29,4,9,25,2,10,0,86,3,70,39,10,31,24,4,4,0,95,81,18,28,23,97,18,63,8,23,18,21,22,3,11,2,9,3,0,4,7,63,50,6,10,0,147,8,0,129,31,8,25,0,138,10,5,6,6,53,40,108,17,84,16
5880c5d1b7cc98fab46a044a247525a2,2,5,9,71,9,28,10,5,506,21,18,0,0,0,30,4,0,148,8,4,6,0,2,0,2,11,10,0,18,13,3,111,0,0,6,0,0,9,3,0,0,2,8,8,12,0,0,22,0,37,0,20,313,3,0,0,38,0,1,6,45,2,11,0,4,10,72,0,3,3,0,0,0,2,8,0,84,10,8,6,0,8,3,0,70,39,3,56,5,0,26,14,4,2,189,0,0,0,87,1,20,7,8,197,108,2,41,32,5,1,0,0,52,10,5,19,4,0,13,82,0,0,42,6,177,0,14,2,2,0,6,2,0,53,0,0,3,6,15,30,8,2,11,2,8,0,19,3,29,3,60,26
0c1914abfb8acde52c282afa8e27a1fd,0,1,0,9,0,1,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,4,6,0,28,0,4,2,0,0,0,0,0,4,0,11,0,6,0,2,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,2,0,2,0,4,6,0,4,3,0,0,29,0,0,12,0,0,6,6,0,0,10,0,0,4,0,0,0,0,1,0,0,2,0,0,6,3,0,0,1,4,0,0,1,0,0,0,0,0,0,29,0,0,0,4,0,1,0,0,2,0,2,0,3,0,10,0,25,15
dc42750a29cb8d6956790e407a4ceff4,0,12,0,0,3,13,0,0,48,2,11,1,0,3,12,52,0,0,0,2,1,0,1,0,0,0,0,0,12,1,0,379,0,12,0,0,0,0,0,1,2,0,60,0,16,0,0,2,0,105,0,5,9,0,0,0,9,0,13,0,0,0,0,1,0,0,240,0,0,0,0,0,0,0,0,0,0,4,0,5,0,47,0,7,0,20,8,232,5,0,0,0,1,0,818,2,0,0,0,0,94,15,11,0,129,3,13,0,18,0,0,0,2,0,3,0,12,0,0,0,0,0,3,1,0,3,0,0,4,0,1,0,0,284,0,0,0,0,0,0,5,0,9,7,0,0,2,0,0,0,224,132
00e1ab8ab959fa51a66dabae588ff48c,0,5,2,16,0,8,0,21,45,5,11,0,0,0,0,1,3,32,1,2,0,0,0,0,0,0,0,0,8,9,0,10,0,2,7,0,0,3,0,0,0,2,0,2,15,0,0,9,0,5,3,20,7,12,0,0,7,0,1,0,0,0,0,0,0,50,14,0,2,0,0,0,0,0,0,0,26,2,3,0,0,1,0,0,17,0,2,5,3,0,15,0,25,0,9,0,0,4,8,0,1,0,0,31,8,0,15,23,2,2,0,0,6,0,0,0,0,0,0,15,0,0,14,0,9,0,0,4,0,0,0,0,0,6,0,0,0,0,0,12,27,0,2,0,0,0,3,2,4,0,21,10
fda05925f9cfe9acbd1ec63617c7352a,0,2,0,3,0,5,0,1,83,2,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,2,0,0,5,0,0,14,0,5,2,0,0,3,0,0,0,2,1,2,7,0,2,14,0,0,0,7,10,0,0,2,14,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,19,0,0,0,0,3,0,0,18,6,6,8,12,0,0,0,4,0,60,0,0,0,19,0,6,1,0,54,26,0,0,7,0,0,0,0,0,0,0,0,1,0,3,19,0,0,3,0,22,0,0,0,0,0,0,0,0,46,0,0,0,0,7,2,10,0,1,24,0,0,6,0,8,4,6,10
045a1a47c4469f29bae89f8b43e1bb5c,0,7,0,27,0,26,0,0,191,0,6,2,0,0,0,24,0,24,0,2,0,9,0,0,0,0,0,0,48,4,0,125,0,4,3,0,0,0,0,0,0,3,0,0,14,0,0,10,0,70,0,5,69,0,0,0,8,0,4,2,18,0,0,0,0,4,96,0,0,0,0,0,0,0,0,0,48,6,0,0,0,12,0,0,29,0,6,102,28,0,16,0,4,0,128,0,0,2,11,2,27,9,0,122,39,0,35,14,6,6,0,0,27,0,0,2,0,0,0,39,0,0,17,6,84,0,0,7,0,0,0,12,3,0,0,0,0,0,0,21,0,0,15,7,0,0,2,0,14,0,89,58
bb90273591852183597662b9cff598aa,0,9,0,9,0,4,0,4,0,0,1,2,0,0,0,0,0,3,0,33,0,0,0,0,0,0,0,0,104,6,0,19,0,7,2,0,0,0,0,0,0,2,0,0,259,0,18,42,0,0,0,42,0,35,0,16,0,0,0,0,0,0,0,0,0,8,71,0,0,0,0,0,0,0,0,0,6,0,0,0,0,40,0,2,6,0,0,4,20,0,12,0,0,0,0,0,0,76,0,0,18,3,0,4,2,0,0,41,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,7,0,2,0,0,0,78,0,45,0,123,22
6c2d2e23409700b24ce7b5ea5e60dac9,0,2,0,0,0,2,0,0,2,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,2,0,44,0,0,0,0,0,0,0,0,0,3,0,3,20,0,0,0,2,24,0,0,5,3,0,0,0,3,0,0,5,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,2,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,2,2
9ff8565480eb4d1ae1feec02a0dfce35,401,486,531,22,435,16,2134,77,42,7,64,115848,2,17,1023,11,544,47,1037,14,503,363,280,406,20,0,18,18,4539,15,1317,3714,12,6193,19,3,207,3,153,5,209,9,894,5,19647,4,26,32,17,22,3,17,204,10,65,22,54,1011,0,13,21,19,12,212331,4,40,11699,508,11,309,0,44,2,327,40,12,22,0,185,2,10,23,3,21,15,6,74,96,94,5,10,5,51,12,40,5,23,50253,71,6,3,35048,0,35,27,40,294,15,3,66,0,45,31,0,565,331,4,594,4677,22,3,7,21,40,39,17,50,50,12,2,41,58,7,2292,6,2,3,687,239,6,54,3347,18536,351,111,95,9983,709,4406,425,4277,22
b102928f03449973e2bd7c11a39817ba,0,7,25,47,12,20,16,1,331,116,0,0,8,2,12,13,0,54,58,4,5,0,5,0,0,107,19,0,8,0,3,16,0,0,7,0,0,0,16,26,0,2,9,0,2,0,0,27,0,46,0,7,35,0,0,0,0,5,4,13,20,0,0,0,6,10,21,0,1,0,0,0,0,26,8,0,24,6,36,111,2,6,0,0,20,60,27,32,4,49,26,102,3,8,39,0,0,0,17,0,11,4,14,202,40,0,0,28,11,4,6,9,22,2,3,25,18,0,32,20,0,2,21,0,2,2,0,2,1,2,0,1,0,46,0,0,2,13,21,8,8,4,2,0,10,7,2,36,19,10,13,15
333db851433b13ed9ca0dec977936432,0,0,2,0,0,80,0,16,450,0,37,0,0,6,5,820,0,521,0,0,3,0,2,0,0,0,0,0,0,30,0,0,0,0,27,0,0,0,0,0,0,3,5,0,0,0,0,8,0,2641,9,5,450,0,0,0,142,0,107,0,158,12,0,0,1,49,0,0,3,0,0,0,2,0,0,0,456,313,0,0,0,0,0,0,425,2,117,0,0,0,0,0,10,0,0,8,0,2,38,0,0,1,0,212,345,0,173,0,168,54,0,0,286,0,2,79,0,0,45,0,0,0,0,0,1242,0,0,56,0,0,0,0,0,226,0,0,0,0,0,0,44,0,0,3,0,0,0,0,3,29,0,0
5756e2e2f97499253c4280eeb7413ca6,0,0,0,4,0,0,0,2,18,0,4,0,0,0,1,12,0,4,0,2,0,0,0,0,3,0,8,0,7,0,0,22,0,0,3,0,0,0,0,0,0,2,1,0,11,0,0,7,0,14,0,0,6,2,0,0,7,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,3,2,0,0,0,9,0,0,6,0,1,11,2,0,7,0,2,0,5,0,0,0,0,0,10,0,0,4,9,2,0,5,0,0,0,0,2,0,0,0,0,0,0,5,0,0,25,0,13,0,0,9,0,0,0,0,0,4,0,0,1,0,2,5,0,0,0,0,6,0,6,0,10,0,10,1
eca7ea65dbc52bdbc9ade7f98e109a1e,0,0,27,13,9,14,6,0,0,8,47,0,0,0,8,0,0,2,37,0,8,4,2,0,0,11,13,0,4,0,0,10,0,0,0,0,0,17,14,0,0,0,2,20,19,0,0,26,2,0,0,2,181,0,0,0,2,0,0,15,18,8,15,0,10,0,23,0,0,0,0,0,0,41,3,0,6,0,8,26,0,9,2,0,0,14,8,11,0,10,12,17,0,0,6,0,0,2,4,8,6,0,19,3,2,3,15,8,0,3,2,0,5,23,5,25,7,0,4,6,0,0,4,0,9,0,14,0,0,0,5,15,0,2713,0,0,22,5,4,0,23,15,0,3,14,2,20,29,5,34,25,14
028e2c1b650e2e2b5847154a153e0166,0,0,0,35,2,34,0,28,59,0,38,32,0,0,2,8,0,39,10,20,0,7,0,0,706,0,120,29,28,36,0,75,10,47,37,13,0,0,0,0,2,6,0,0,63,0,37,0,0,100,0,34,0,21,2,44,62,4,2,0,52,15,0,21,0,49,98,0,28,0,2,3,18,3,6,0,58,0,0,0,9,38,0,11,47,0,1592,77,43,0,75,0,70,0,35,0,0,54,62,0,20,32,0,52,52,44,28972,33,0,860,0,2,62,0,0,4,0,0,0,45,12,0,28,35,78,1772,0,352,2,2,60,0,17,123,0,0,0,0,0,5,30,0,43,721,1688,0,76,0,44,17,48,29
28fc0cfd6d82967ddde9746a18d77058,0,0,0,3,0,130,0,71,2,0,35,25,0,0,0,0,0,49,0,25,0,0,0,0,0,0,0,0,135,93,0,77,2,43,25,0,0,0,0,0,0,3,0,0,368,0,3,49,0,0,0,39,31,8,0,4,30,0,0,0,75,3,0,0,0,35,213,0,13,0,0,0,0,0,0,0,103,0,0,0,16,14,0,0,110,0,0,3,6,0,0,0,7,0,0,0,0,477,13,0,0,8,0,24,12,31,65,6,0,0,0,0,69,0,0,0,0,0,0,4,0,0,2,0,44,0,0,0,0,0,0,0,2,272,0,0,0,0,0,3,13,0,75,0,0,0,198,0,6,0,208,1
cfb5eb8b6cd871de2ff7085767ca3152,2,0,7,0,7,6,0,0,0,3,0,0,0,0,0,2,5,2,0,0,7,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,7,0,0,0,2,0,0,0,1,0,0,2,5,0,11,0,0,0,0,4,0,3,0,0,6,0,4,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,3,3,6,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,45,0,0,2,0,2,0,0,0,0,0,0,0,2,5,0,2,0,0
b45093ff0a5e7aac10c4f9f4513e7613,0,2,0,18,0,3,0,41,40,0,5,0,0,5,0,4,0,25,7,6,0,0,0,0,0,1,0,0,11,3,0,24,0,5,4,0,0,0,0,0,0,1,0,0,9,0,0,16,0,2,0,18,0,2,0,0,0,0,7,0,3,0,0,0,0,77,25,0,0,0,0,0,0,0,0,0,15,6,0,0,0,6,0,0,10,0,2,8,0,0,12,2,16,0,9,0,0,7,0,0,5,0,0,43,13,0,0,15,3,11,0,0,11,0,0,0,2,0,2,17,0,0,9,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0,0,0,0,0,24,7
483176e085c4e4eeee22409a02f2c0ef,0,0,12,8,15,44,29,0,2381,597,19,10,0,0,61,11,3,181,14,6,14,10,10,0,0,87,9,0,95,3,0,202,0,7,3,0,0,0,14,20,0,2,68,0,39,0,0,38,0,26,0,31,210,2,0,9,18,3,6,13,5,0,2,11,6,9,148,0,0,2,0,0,0,8,0,0,101,8,22,24,0,42,5,2,77,41,4,125,4,33,42,232,5,8,499,0,0,14,0,2,86,4,5,240,1458,2,3,80,7,5,0,4,78,16,16,869,28,0,8,60,0,0,62,3,20,0,5,0,0,0,2,5,0,172,0,0,10,12,77,78,11,34,12,16,10,5,28,13,107,19,174,199
be50260bd56c9b191a9e0845fc908179,0,13,24,72,10,35,8,0,241,98,21,0,2,0,29,20,0,50,48,5,0,0,3,0,0,60,7,0,26,5,0,63,0,10,0,0,0,29,24,3,0,0,27,11,4,0,0,11,0,153,0,7,59,2,2,0,32,0,4,16,31,0,18,0,8,2,69,0,7,0,0,0,3,16,60,0,63,0,52,17,0,14,9,2,90,67,3,42,7,41,56,89,0,0,63,0,0,0,14,3,42,8,12,64,34,0,7,69,4,4,0,9,52,10,0,26,8,0,6,80,0,0,77,0,74,2,63,2,0,0,5,0,0,118,0,0,9,11,15,41,5,11,0,27,19,4,9,40,44,7,71,24
cc0efa1a2c7dca25dd6dc2dc55fe6697,0,0,30,0,16,24,7,12,0,23,10,0,0,0,4,0,0,30,3,0,3,0,0,0,0,33,35,0,0,0,0,0,0,0,0,0,0,44,10,3,0,0,6,31,0,0,0,0,3,3,0,0,50,0,0,0,6,0,0,5,5,0,58,0,9,28,2,0,0,2,0,0,0,13,36,0,21,0,13,11,0,0,9,0,13,13,0,0,0,19,0,24,5,4,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,2,3,14,23,5,47,7,0,16,0,0,0,0,0,0,0,176,0,0,0,2,0,0,46,0,0,8,5,9,0,5,3,0,0,26,0,0,18,0,2,0,0
e023d9a374d4337a20ba34a48f7e2b5d,0,0,0,24,4,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,3,0,0,4,0,5,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,2,0,0,17,1,3,0,0,1,19,6,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,32,0,0,0,0,7,8,2,1,0,0,0,47,0,0,12,0,10,0,0,0,0,0,3,0,0,0,0,0,2,0,9,18,0,0,0,0,2,0,0,0,8,0,0,0
ce374e4ecf9d37933b614c569ea2250e,0,16,11,80,0,3,1,0,35,6,3,5,0,0,9,0,0,12,57,0,0,9,4,0,4,2,51,0,13,6,0,53,0,9,0,0,0,7,21,0,0,0,30,10,17,0,2,1,0,1,0,0,10,0,0,0,33,4,0,0,15,0,8,0,2,1,72,0,0,0,0,0,3,8,23,0,27,0,43,0,0,17,4,3,47,0,4,105,7,0,25,3,2,0,124,0,0,5,36,0,25,8,0,17,39,0,0,15,0,0,0,0,13,1,0,105,0,0,5,62,0,0,71,2,55,2,69,0,0,0,3,0,0,0,0,0,4,1,10,15,0,2,0,23,30,0,20,13,33,4,56,42
80571fa88208f15e75174fe7ba3d6839,2,3,0,48,3,5,0,10,95,14,2,0,0,6,0,11,4,1,0,2,3,0,4,0,0,9,0,0,1,1,0,2,0,1,1,0,0,2,0,0,0,0,0,4,1,0,3,5,0,93,4,14,12,4,0,0,0,0,12,0,0,0,5,0,0,0,4,0,0,7,0,0,0,0,5,0,0,12,0,4,0,5,2,0,5,0,13,19,0,5,25,11,2,0,35,0,0,0,1,0,7,0,0,63,14,0,17,30,15,9,0,0,3,0,8,10,0,0,0,40,0,0,17,0,2,0,0,4,0,0,0,0,0,14,0,0,0,0,44,21,0,0,0,0,0,0,0,0,12,0,7,8
5a0cdfc9bc68e40f3ad82a56205b85b7,0,0,10,13,0,0,0,0,232,24,0,3,0,0,0,5,0,0,2,0,0,0,0,0,0,21,21,0,31,0,3,62,0,0,0,0,0,3,14,0,0,0,0,5,5,0,0,9,0,47,0,8,0,0,0,0,0,0,5,0,1,0,5,0,8,0,69,0,0,0,0,0,0,7,8,0,0,5,13,13,0,12,3,0,0,0,9,19,18,8,10,7,2,0,56,0,0,0,0,0,17,12,0,141,31,0,0,15,8,0,0,0,0,6,0,0,0,0,0,26,0,0,6,0,0,0,8,6,1,0,0,0,0,0,0,0,8,0,0,15,0,0,4,0,31,0,20,12,27,3,97,33
8b317947d610fc3e351d94e2466ab1ab,0,15,0,81,3,51,0,0,257,40,10,3,0,0,9,21,0,102,24,5,2,0,2,0,0,7,8,2,35,6,0,320,0,3,2,0,0,1,3,0,0,0,17,0,14,0,5,16,0,67,0,12,101,0,0,0,62,0,1,1,17,2,2,0,0,3,126,0,0,0,0,0,0,1,9,0,103,3,13,8,6,37,2,8,105,19,3,180,29,5,57,22,6,2,527,0,2,2,19,1,64,9,4,155,312,0,0,92,2,5,0,0,34,1,1,73,0,0,6,208,0,0,201,0,166,0,32,2,1,0,2,15,0,193,0,0,1,0,11,59,5,1,20,12,10,0,13,0,52,1,128,85
9dcb1f589151a8b84cb5fc7c490e22d8,0,0,3,43,5,4,0,0,86,34,3,0,0,0,0,0,0,63,5,0,4,0,0,0,0,18,31,0,52,0,0,450,0,0,2,0,0,7,7,2,0,0,0,4,5,0,0,0,0,0,0,2,63,0,0,0,7,0,0,5,14,0,11,2,6,0,75,0,0,0,0,0,0,2,59,0,36,0,21,11,0,25,0,0,10,39,0,111,0,12,20,26,3,0,634,0,0,0,2,0,63,0,2,44,24,0,0,54,0,0,0,0,12,9,2,21,13,0,0,55,0,0,44,0,38,0,35,0,0,0,0,7,0,46,0,0,0,0,25,41,0,0,0,3,11,0,4,0,29,5,113,132
8fde870b4c3464dbd28fb743c07f36f1,0,0,12,2,0,7,2,0,0,0,3,0,0,2,0,0,2,8,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,19,0,0,10,0,0,0,0,9,0,0,4,0,0,0,0,0,20,0,2,0,0,0,0,0,7,2,14,0,2,3,0,0,0,19,0,0,0,0,4,4,5,3,0,0,2,5,0,0,5,0,0,0,0,0,0,0,0,7,0,12,0,0,27,0,0,6,2,7,0,0,0,0,0,9,3,0,0,7
