Module	TL1A_FP_630	TL1a_DTT_266	TL1a_DTT_267	TL1a_FP_131	TL1a_FP_130	TL1a_FP_132	TL1A_DTT_626	TL1A_DTT_627	TL1A_DTT_628	TL1A_DTT_629	TL1a_FP_128	TL1a_FP_127	TL1a_FP_129	TL1a_DTT_158	TL1a_DTT_159	TL1a_DTT_89_Re_extracted	TL1a_DTT_85	TL1a_DTT_86	TL1a_DTT_87	TL1a_DTT_286	TL1a_DTT_287	TL1a_DTT_284	TL1a_DTT_285	TL1a_DTT_283	TL1a_DTT_268_Repeat	TL1a_DTT_160	TL1a_DTT_270_Repeat	TL1a_FP_157	TL1a_FP_159	TL1a_FP_158	TL1a_DTT_90_Repeat	TL1a_FP_270	TL1a_DTT_198_Repeat	TL1a_FP_265	TL1a_FP_267	TL1a_FP_266	TL1a_FP_269	TL1a_FP_268	TL1A_DTT_673	TL1A_DTT_674	TL1A_DTT_675	TL1a_FP_86	TL1A_FP_673	TL1A_FP_674	TL1a_DTT_229	TL1a_FP_87	TL1a_FP_88	TL1A_FP_675	TL1a_FP_89	TL1a_FP_85	TL1A_FP_677	TL1A_FP_678	TL1a_DTT_88_Repeat	TL1a_DTT_231	TL1a_DTT_232	TL1a_DTT_230	TL1a_DTT_194	TL1a_DTT_195	TL1a_DTT_193	TL1a_DTT_233	TL1a_DTT_234	TL1a_FP_285	TL1a_FP_90	TL1a_FP_284	TL1a_FP_287	TL1a_FP_286	TL1a_FP_288	TL1a_DTT_157_Repeat	TL1a_FP_160	TL1a_FP_162	TL1a_FP_283	TL1a_FP_161	TL1a_DTT_129	TL1a_DTT_128	TL1a_FP_230	TL1a_FP_197	TL1a_FP_196	TL1a_FP_232	TL1a_FP_198	TL1a_FP_231	TL1a_FP_234	TL1a_FP_233	TL1a_DTT_197_Repeat	TL1a_FP_193	TL1a_DTT_196_Repeat	TL1a_FP_195	TL1a_FP_194	TL1a_FP_229	TL1A_FP_626	TL1A_FP_627	TL1A_FP_625	TL1a_DTT_130_Repeat	TL1a_DTT_265	TL1A_DTT_630	TL1a_DTT_127_Repeat	TL1a_DTT_269_Repeat
MF0016	2802.61	11499.32	9332.29	584.52	7487.19	4622.01	707.76	1148.0	2233.49	3620.66	26756.67	10820.83	10146.69	799.62	3868.4	3911.49	11262.64	8635.62	19108.29	2587.81	393.57	3236.67	2453.33	1898.29	2039.67	3816.47	4402.43	2941.83	916.86	1886.33	1340.24	3761.69	2481.71	1615.67	2747.33	3887.33	3284.32	4612.32	2287.99	783.46	550.43	8363.76	1252.69	452.57	8670.01	10532.1	7799.19	938.26	13892.82	8366.76	4818.57	1523.87	1402.71	24394.81	428.67	4243.0	7429.88	6223.38	13657.16	1756.0	1677.5	1133.5	21021.33	869.33	6063.34	2877.33	3814.62	2758.17	11161.83	16931.83	2429.67	9490.51	8894.43	7330.29	5751.67	4854.86	3381.0	567.0	7499.16	3172.83	382.5	1692.34	168.46	351.83	155.43	5744.67	603.17	829.67	2700.76	644.57	1416.1	1037.0	1128.74	3256.17	11347.86	404.0
MF0017	7801.07	28452.68	94922.12	18589.44	52982.06	58941.33	6385.6	9609.48	6397.57	28905.86	54538.75	54067.9	32874.11	9957.7	30508.15	19063.11	40975.89	42178.71	59563.95	18214.32	6317.41	92024.92	41826.16	39309.45	16664.25	23012.57	42830.85	72358.34	17799.44	26524.83	7345.99	74852.72	17711.54	35726.54	42368.42	46476.94	44269.95	53946.54	7058.29	5805.55	6290.26	55968.09	8576.94	7084.32	46780.18	62409.6	51114.69	8821.43	127882.55	41431.93	8957.43	6591.47	6281.63	71560.22	82618.67	17864.08	33971.88	77179.04	37208.06	25390.42	14947.25	42733.5	31712.96	35754.15	45327.0	52905.5	58729.53	22558.42	37746.5	147295.84	49274.42	67846.22	28029.67	25123.04	41158.5	51123.4	36045.55	62486.83	288771.3	41145.66	29315.21	30260.46	3825.37	31450.66	16683.68	33915.67	34749.46	20871.0	7822.63	8663.41	5945.52	13822.33	13603.24	13683.68	33392.44	6454.66
MF0014	3680.765	11619.345	30689.145	14392.96	42453.56	4421.955	1831.05	3982.59	2671.525	20277.629999999997	19456.835	14702.285	8490.18	2018.725	4126.535	11223.18	11038.985	14662.48	22608.81	1809.405	1501.87	23000.915	5626.33	5816.475	9028.25	3714.46	19873.3	6020.13	1098.68	1954.5	2710.305	75982.315	5474.855	4764.605	4647.085	7199.845	33548.770000000004	37218.520000000004	4365.535	1521.73	1536.63	12417.215	1657.68	1331.035	35961.729999999996	22769.38	11967.68	1987.465	93788.605	6403.215	4872.43	2215.325	2803.69	39954.15	1739.25	6379.5	7273.19	33623.02	13843.7	5345.0	2601.085	4599.5	20642.5	953.08	6019.835	9764.0	11464.895	3516.085	14381.04	120041.795	5355.67	58626.01	9891.13	8466.060000000001	5381.165	50563.575	5301.735	7243.0	146241.235	3796.0	3171.645	10710.23	484.81	7757.5	1401.4650000000001	9100.5	7406.69	1299.915	2345.19	2927.87	859.55	7665.835	3975.285	9779.48	9582.845	2415.915
MF0058	49.0	594.0	1371.0	82.0	162.0	518.0	113.0	534.0	320.0	18.0	1894.0	922.0	848.0	289.0	1067.0	959.0	2261.0	1963.0	5766.0	206.0	260.0	3072.0	1149.0	1071.0	1849.0	578.0	1568.0	877.0	96.0	238.0	1130.0	847.0	979.0	507.0	878.0	670.0	2466.0	1017.0	124.0	284.0	140.0	2997.0	43.0	57.0	411.0	3433.0	2641.0	232.0	264.0	1617.0	4231.0	65.0	1913.0	2756.0	58.0	2345.0	890.0	1011.0	299.0	650.0	186.0	1764.0	20228.0	228.0	909.0	604.0	732.0	1263.0	9785.0	41.0	2045.0	58.0	1332.0	1949.0	1290.0	296.0	245.0	88.0	286.0	1367.0	42.0	140.0	102.0	28.0	70.0	306.0	58.0	257.0	119.0	56.0	15.0	833.0	422.0	95.0	1463.0	30.0
MF0015	2918.17	15126.25	69501.23	14901.45	5853.05	4774.57	3264.09	7667.83	1833.33	2630.66	26115.3	11639.52	10168.32	4742.06	6732.6	5558.33	21143.68	30896.27	40599.73	19028.09	5188.22	82632.23	16422.46	17261.74	12548.58	4753.21	30398.85	3175.23	1875.1	2007.0	5442.8	6373.3	10439.8	3672.68	8230.07	8549.13	19794.29	19040.73	2257.51	3185.92	2937.16	20981.45	2473.83	2367.08	8539.49	42283.48	20835.4	4022.17	11732.56	13679.0	6628.17	1884.25	5405.87	59297.37	219141.15	13588.78	11210.34	68151.31	13067.38	28024.87	9023.9	19496.73	18821.7	2931.89	8405.53	82706.15	67756.93	7286.42	24202.85	8880.48	19288.77	4119.56	18482.96	14501.18	15766.73	21184.98	33305.69	163151.28	297541.06	9293.63	15087.97	37845.51	2397.33	2209.63	15441.7	8027.97	5269.4	1906.43	2468.08	5791.42	834.0	7939.65	9886.33	2012.5	15463.93	5886.06
MF0059	0.0	0.0	22.0	8.0	47.5	57.0	4.0	1.0	37.5	0.0	0.0	0.0	0.0	15.0	223.0	405.0	231.0	22.0	96.0	5.0	0.0	2.0	60.0	100.0	984.0	160.5	550.0	139.0	24.0	29.0	406.0	426.5	216.0	168.0	40.0	120.0	1390.0	349.0	28.5	0.0	4.0	58.0	1.0	0.0	68.5	5.0	38.0	0.0	165.5	19.0	2174.0	42.5	860.0	0.0	53.0	0.0	11.0	0.0	0.0	2.0	23.0	7.0	9696.0	9.0	0.0	12.0	95.0	69.0	4865.0	0.0	16.0	0.0	43.0	266.0	0.0	34.0	0.0	0.0	1113.0	0.0	6.0	18.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	343.0	78.0	32.5	173.0	0.0
MF0012	243.0	2116.83	6540.0	310.0	1699.84	1555.0	360.0	950.0	259.5	341.5	6947.0	3519.0	2530.0	2541.0	2625.0	1102.33	4811.0	4253.0	7684.0	5323.0	515.0	10282.0	3692.0	5098.0	1816.0	1862.0	2003.0	833.0	878.0	809.0	1046.0	1983.34	2325.0	633.0	1475.0	1669.0	2416.5	1592.83	278.33	513.0	406.0	3009.0	243.0	220.0	2640.67	4363.0	2878.0	542.0	4705.83	4223.0	4138.0	270.0	1720.0	5101.66	72182.0	3246.0	3690.0	13895.0	4649.0	7653.0	2745.0	5055.0	19406.0	326.0	1875.0	21991.0	19056.0	2895.0	9750.0	3397.83	3968.0	1708.67	7253.0	5181.0	4763.0	5955.34	10220.0	52328.0	26317.0	2629.0	4811.0	11611.67	593.0	628.0	4823.0	2441.0	1660.0	334.0	463.0	547.0	133.0	886.0	1899.0	373.0	5145.0	468.0
MF0056	3887.48	12584.61	23865.29	682.86	45295.38	52671.24	1473.43	1579.48	3185.16	26364.36	28991.83	38041.9	20897.86	5446.96	23676.57	14055.53	18890.06	11794.96	23498.62	7974.31	1604.24	10163.17	25068.67	18138.96	1104.75	16855.33	4646.1	68046.26	15939.69	24220.5	1654.91	66960.04	3016.04	30022.04	32393.67	35779.86	15528.21	33152.71	4655.21	1350.21	1194.1	31299.26	3308.03	3310.74	38631.51	18613.6	26753.86	3592.93	115304.14	23210.6	1730.51	3649.3	1109.71	13858.64	182.75	5717.25	19844.54	9222.71	20518.4	1243.5	1147.0	20608.67	7702.88	25765.33	32338.5	12494.17	13972.62	15639.58	13742.75	131681.09	25206.83	59939.55	11172.76	10831.46	22819.0	32043.64	17043.14	954.5	30957.81	27670.0	1004.29	6884.79	367.12	22349.5	300.43	22192.33	25471.71	13833.5	3722.72	1792.24	2988.1	594.58	4188.24	11144.26	18715.61	351.0
MF0013	2607.2174999999997	9544.4275	26953.13	4757.6575	22515.8225	0.0	1716.255	2957.6349999999998	2188.0025	11817.880000000001	19559.802499999998	18743.5625	11049.6075	0.0	8751.605	7765.612499999999	11535.727499999999	11788.1625	18666.670000000002	6310.2675	2050.0325000000003	24878.954999999998	12246.324999999999	11310.467499999999	5337.4575	0.0	11802.967499999999	0.0	0.0	0.0	2083.665	35582.0	5295.2925	9580.1375	12110.914999999999	13007.935	17089.105	20115.9025	2615.4525000000003	1646.2	1741.9825	16055.01	2260.82	1927.56	20445.325	18047.1875	14863.565	2547.9	53751.695	11788.8175	2587.15	2414.6875	1899.9575	22405.275	38703.5375	5930.6325	10967.135	21999.755	12386.0275	8624.779999999999	4368.4125	11959.2675	8016.165000000001	9402.1375	13998.2575	21823.747499999998	20347.5325	6768.9575	16835.0875	61663.49	13798.045	28935.002500000002	9313.7	8398.14	11286.9325	20971.5075	13427.145	28983.82	85939.635	11595.2825	0.0	12664.907500000001	0.0	11592.282500000001	5472.969999999999	12567.157500000001	12397.84	5446.4825	2124.93	2323.8325	1475.005	3809.0775	4022.31	5551.202499999999	11002.01	0.0
MF0057	160.67	1203.08	2261.0	67.67	522.5	668.1700000000001	241.5	617.405	182.67000000000002	95.83	2115.83	1008.3299999999999	1350.0	249.17000000000002	692.5	325.92	856.42	329.81500000000005	1214.975	390.17	168.95499999999998	1209.67	1384.67	1471.67	174.25	408.41999999999996	595.6700000000001	609.83	208.32999999999998	225.5	111.455	583.25	481.83	305.83000000000004	1463.67	753.5	104.0	863.0	173.92	186.565	140.635	845.5450000000001	283.67	156.67	724.92	590.885	896.18	401.5	1827.9099999999999	716.1349999999999	63.92	139.75	132.35500000000002	2013.5	33.25	384.5	806.83	1705.0	614.5799999999999	231.0	160.5	1236.17	366.58	263.33	884.0	469.16999999999996	447.33000000000004	1066.08	292.0	2409.67	1362.83	992.4200000000001	1637.83	1359.17	992.0	653.75	364.0	233.5	947.6700000000001	1197.0	124.42	89.75	35.33	50.5	40.0	547.83	64.0	246.0	257.17	269.17	171.67	63.58	821.17	122.0	1413.75	28.0
MF0010	9439.845	37219.055	122235.285	25762.34	78565.18	68125.995	7740.1050000000005	12867.705	7799.745000000001	38926.744999999995	72106.75	67722.405	40554.53	12481.529999999999	36029.735	27549.28	43241.72	50827.545	64911.950000000004	20435.82	7219.66	111784.16500000001	42812.990000000005	42242.61	21264.33	28388.91	54726.765	74251.34	23194.525	29706.415	9577.775000000001	132699.55	22596.375	29100.954999999998	36024.005000000005	37344.854999999996	64486.035	73998.545	9484.13	7149.715	7621.505	54649.76	9141.605	7874.15	72214.17000000001	72225.595	51681.525	9805.85	183901.88	39819.43	10400.439999999999	7536.51	8567.965	105344.805	82017.08499999999	22503.745000000003	41632.045	112097.535	49848.145000000004	27431.754999999997	16116.0	42058.83	39813.03	27268.065	42791.83	54239.25	60965.615000000005	27259.754999999997	38070.125	217123.5	49664.755000000005	101528.11	35814.085	31690.120000000003	41741.08	65477.895	39513.21000000001	65635.995	302127.38	39173.66	28934.545000000002	36747.045	4149.535	36936.16	16864.93	41277.005000000005	38856.46	19341.58	9055.355	10540.16	5771.35	18216.665	16424.735	18250.945	40611.855	6835.24
MF0054	2889.81	10328.945	29479.302499999998	4745.199999999999	28759.65	16451.7175	1887.2575000000002	3037.5249999999996	2725.1674999999996	16451.78	23117.17	23834.625	12828.567500000001	2623.9900000000002	9044.48	8993.285	9260.474999999999	9732.7175	14371.092499999999	5074.5325	1918.3125	22597.2225	9124.107500000002	9091.2275	5362.3125	6700.335	12547.2875	21984.975	4826.3324999999995	6586.0825	1934.6999999999998	48876.225	5393.295	14744.570000000002	14398.847499999998	13921.225000000002	17841.315	21804.262499999997	3280.915	1682.2525	1781.7150000000001	10991.5625	2627.6175000000003	1825.3899999999999	26900.97	14636.874999999998	11259.2125	2529.34	66125.1625	9292.2575	3487.5075	5675.555	1835.6850000000002	22266.615	2762.9925000000003	5338.37	11282.73	21754.012499999997	14699.39	4958.954999999999	3615.1375000000003	8464.6175	9816.9225	4688.195	16402.6	13954.3675	12593.087500000001	7015.8125	15023.237500000001	76920.1575	13264.612500000001	36061.5325	9291.5075	8325.8	11408.199999999999	13872.535	9465.0225	2954.1825	68558.9775	11957.565	6930.775000000001	8133.1875	898.8725	13818.314999999999	3064.1275	14692.275	13809.2425	6323.175	3064.7725	2491.4125	2032.5300000000002	3706.1150000000002	4278.62	7017.635	11929.5	2362.99
MF0098	148.22333333333333	731.1066666666666	1531.25	112.66666666666667	2244.8366666666666	1423.5	69.78	174.77666666666667	243.10999999999999	404.77666666666664	2390.3333333333335	1252.0	803.39	319.71999999999997	818.75	440.6666666666667	1558.7766666666666	1479.2233333333334	2659.11	442.0	99.22333333333334	1002.11	514.22	436.0	395.77666666666664	289.05333333333334	704.6666666666666	2985.5	273.0	399.5	268.3333333333333	512.75	224.33333333333334	3987.5	3491.25	2792.75	129.0	1393.5	146.77666666666667	115.55666666666667	77.88666666666667	1036.3333333333333	71.11	49.943333333333335	1885.2233333333334	1479.7766666666666	1010.6666666666666	141.72333333333333	2198.61	1364.3333333333333	950.89	499.3333333333333	173.89000000000001	1617.3866666666665	75.66666666666667	893.11	308.5	639.5533333333334	313.11	219.89	255.16666666666666	521.2766666666666	706.3333333333334	294.0	2333.5	1021.75	1316.0	457.5	892.1666666666666	3027.8333333333335	1659.0	2008.1133333333335	1257.22	860.11	1555.11	1680.4466666666667	387.5	81.44333333333334	73804.55333333333	950.25	39.89	117.77999999999999	37.61	157.75	8.0	285.75	497.0	987.0	84.94333333333334	64.55666666666666	45.666666666666664	59.666666666666664	386.9433333333333	583.0	1210.7766666666666	729.2199999999999
MF0011	4183.745	16511.515	51491.76	9554.82	28589.715000000004	30437.615	3569.715	5873.575	3664.95	14950.265000000001	34097.025	29607.0	18818.505	5619.55	16473.375	11498.305	24064.62	24391.655	36778.675	10766.91	3867.105	49343.41	23045.48	21617.225	10350.835000000001	12484.185	23903.225	37107.87	9292.02	13569.665	4545.06	39520.335	9808.17	18450.07	23236.91	24673.87	27473.875	30377.47	3793.695	3436.985	3569.63	31088.645	4612.385	3778.41	25254.665	35434.835	28970.295	4978.965	68918.89	24291.215	7189.09	4069.11	4345.915	40327.595	41612.41	23584.53	18084.44	41367.72	19666.68	13416.31	8228.325	22976.2	24882.120000000003	18311.275	23877.184999999998	33678.95	30515.065	12794.085	27654.5	80306.62	26549.76	37203.425	17608.735	15351.57	23853.7	31858.35	18472.375	32437.765	274245.22	23284.73	15752.005	17004.48	2026.685	15811.48	16867.88	17766.735	17484.18	10833.3	4329.73	4714.205	3401.3450000000003	7446.49	8305.869999999999	7294.425	19657.895	4935.83
MF0055	2759.84	15947.81	75164.83	1372.25	4341.69	10055.34	3323.84	7935.16	1850.5	3121.32	32833.33	16604.5	14455.67	4593.83	10230.5	3954.33	25438.5	34844.67	47934.66	7717.51	3309.84	84155.0	13480.33	15812.16	4764.33	5231.33	23992.17	15127.16	2983.33	3500.0	6606.83	4876.69	9720.83	18506.16	20438.34	15532.83	5703.32	10894.16	1849.16	3243.84	3065.33	24587.83	2597.5	2421.0	7251.18	46964.0	24126.5	4234.67	8980.15	17179.17	7777.84	1090.5	6294.67	63150.48	830.5	15001.83	9167.84	66569.16	13937.16	5537.17	3544.0	16678.5	21755.16	3605.32	12462.33	7969.17	11272.66	8536.5	23799.5	12028.33	24121.0	5457.85	23335.49	18158.5	19869.83	10186.52	4787.99	1395.83	227451.83	13448.83	361.17	1870.68	874.66	942.33	572.5	6585.5	2547.0	5796.33	2601.0	5989.84	872.17	2717.58	10690.5	2087.5	20868.33	2933.16
MF0009	19056.88	73608.71	179024.57	28960.31	228263.57	76598.65	14132.37	18233.08	18483.55	97000.63	146642.67	147287.81	73465.39	14659.56	43390.3	68147.55	62525.94	70638.58	82371.24	28522.97	11867.48	134268.0	54681.98	65422.89	33790.33	38359.78	79741.19	100194.02	21062.22	31775.66	12955.28	386967.27	43819.42	44942.75	53998.0	54277.38	133107.4	141264.92	20134.23	12483.26	14926.51	72939.02	18688.87	12830.13	212630.83	102183.36	73558.38	15905.03	536216.47	65852.52	14179.0	13293.39	10487.76	173087.78	103105.34	29826.99	76630.93	162101.41	99552.46	58317.51	42157.83	57356.99	50379.46	40790.97	87315.66	81889.16	108751.23	32668.68	53701.42	613787.99	76238.01	285407.55	53811.51	47660.24	67882.5	89427.29	77179.26	69159.99	566175.09	64288.15	93505.59	84125.92	11014.58	106847.15	47603.86	106088.35	101091.75	36883.5	16338.3	17235.48	12367.03	30189.33	21227.47	46610.46	68245.38	13673.65
MF0007	114.0	135.25	1080.5	13753.625	951.0	608.5	12.5	8.0	30.0	28.333333333333336	162.0	694.25	184.75	15.0	142.0	651.3333333333334	303.5	132.0	306.0	5817.833333333333	716.0416666666667	121.0	1376.0	1947.8333333333333	7289.0	206.0	9699.0	334.0	19.333333333333332	54.5	21.0	1561.0	708.0	1267.0	1639.0	3492.0	15905.0	13782.0	86.0	8.5	5.0	142.25	36.0	49.75	237.25	38.0	137.0	16.0	383.3333333333333	359.0	555.25	143.0	153.0	67.0	96361.66666666667	441.5	1711.6666666666667	1431.5	274.75	13435.0	2607.0	1646.5	4943.25	260.6666666666667	2465.3333333333335	32650.833333333332	29368.333333333332	106.0	8494.5	144.83333333333334	1073.0	120.16666666666667	328.0	285.75	771.5	4714.0	13592.333333333334	91766.45833333334	30040.333333333332	923.5	6668.333333333333	16399.333333333332	738.0	887.6666666666666	6728.0	1499.0	2171.3333333333335	189.0	22.833333333333332	10.625	34.66666666666667	5540.0	435.0	29.333333333333332	288.25	1160.25
MF0008	940.0	3927.965	10279.0	14170.0	17252.57	18613.25	430.5	612.5999999999999	811.1	6248.965	11239.0	10802.25	7346.75	2798.25	9160.5	5483.665	7642.5	6228.0	10520.5	9218.5	1009.5	5844.0	6670.5	7493.0	8044.0	6588.45	12522.5	19409.5	6967.75	7330.75	1098.5	31238.170000000002	2370.0	10790.0	11584.0	11053.5	22249.415	25689.165	1427.565	709.0	544.5	6806.5	652.5	868.75	14597.885	5966.5	6211.75	999.75	35532.965000000004	7581.5	1986.6999999999998	293.05	1032.0	8217.83	72660.5	3660.5	7721.835	9190.0	6200.0	9765.0	2817.75	5959.75	12458.65	2528.0	10290.5	29900.5	29999.5	5857.5	13190.5	44679.815	8794.5	21207.135	8765.5	6974.0	10231.0	15411.67	13841.5	58298.0	29103.0	10050.25	5545.5	16403.335	748.75	2284.75	5392.0	4185.0	4630.25	5043.0	608.25	452.0	524.5	5972.0	2451.75	3403.8	9535.5	1192.0
