Module	TL1a_FP_139	TL1a_DTT_245_Repeat	TL1a_DTT_244_Repeat	TL1A_FP_637	TL1a_FP_174	TL1A_FP_638	TL1a_FP_210	TL1a_DTT_73	TL1A_FP_639	TL1a_DTT_74	TL1a_FP_171	TL1a_DTT_75	TL1a_FP_170	TL1a_FP_173	TL1a_DTT_77	TL1a_FP_172	TL1a_DTT_78	TL1a_FP_205	TL1a_FP_97	TL1A_FP_640	TL1a_FP_98	TL1A_FP_641	TL1A_FP_685	TL1a_FP_207	TL1a_FP_99	TL1A_FP_686	TL1a_DTT_173_Repeat	TL1a_FP_206	TL1A_FP_687	TL1a_FP_209	TL1a_FP_208	TL1a_FP_241	TL1a_FP_243	TL1a_FP_242	TL1a_FP_245	TL1A_FP_688	TL1a_FP_244	TL1A_FP_689	TL1a_FP_246	TL1a_FP_169	TL1a_DTT_142_Repeat	TL1a_DTT_242	TL1a_DTT_243	TL1a_DTT_241	TL1a_FP_64	TL1a_DTT_206	TL1a_FP_65	TL1a_DTT_207	TL1a_FP_66	TL1a_DTT_205	TL1a_DTT_246	TL1a_FP_61	TL1a_FP_62	TL1a_FP_63	TL1a_DTT_76_Repeat	TL1a_DTT_208	TL1a_DTT_209	TL1a_DTT_97	TL1a_DTT_98	TL1a_DTT_99	TL1A_DTT_640	TL1a_DTT_210	TL1A_DTT_641	TL1A_DTT_642	TL1A_DTT_687	TL1A_DTT_689	TL1a_DTT_170	TL1a_DTT_169_Re_extracted	TL1a_DTT_171	TL1a_DTT_172_Re_extracted	TL1a_FP_75	TL1a_FP_76	TL1a_FP_77	TL1a_FP_78	TL1a_DTT_139	TL1a_FP_73	TL1a_FP_74	TL1a_FP_142	TL1a_FP_141	TL1a_FP_144	TL1a_FP_100	TL1a_DTT_62	TL1a_FP_143	TL1a_DTT_63	TL1a_FP_102	TL1a_FP_101	TL1A_DTT_638	TL1A_DTT_639	TL1a_DTT_64	TL1a_DTT_65	TL1a_FP_140	TL1a_DTT_66	TL1a_DTT_141	TL1a_DTT_140
MGB029	52915.94	18500.42	30446.03	17743.35	52326.19	8528.78	42054.31	49457.47	12775.09	41377.03	143073.32	26430.85	59004.22	45036.67	38469.18	19108.1	35411.64	52901.83	41949.77	10573.41	60648.94	11876.01	12478.62	65581.08	47678.18	25488.33	10930.83	62422.79	19956.09	80460.46	77775.5	59215.91	72908.92	67886.25	79953.86	10050.84	96456.64	17100.32	78003.27	44397.38	3871.42	60786.5	69301.5	56822.26	56758.52	40741.17	124012.52	67856.83	100090.51	155482.0	43057.54	59003.99	62924.33	51233.82	13946.91	37084.84	32790.5	53952.09	46904.93	63820.36	10448.6	106549.75	8174.72	10228.68	11799.16	6463.2	47026.27	31483.15	56078.2	28913.14	50260.69	49868.92	64215.49	70759.33	60064.99	39142.47	47440.04	52006.39	51965.88	76524.61	58631.99	75868.52	70028.14	41905.25	61153.26	63569.48	10516.39	29191.45	59792.08	40635.91	169045.0	47425.82	75029.63	46802.57
MGB022	44250.44	10667.42	13642.53	13428.85	36476.19	5734.28	27116.81	33867.64	8662.59	30041.53	104889.49	17285.51	41190.72	28917.92	20003.68	9398.77	17883.14	48711.25	33585.68	7756.49	47831.69	6334.51	7871.29	47070.25	36935.1	18279.49	3677.5	52608.37	11661.42	74366.21	65516.75	55902.58	68540.75	63484.42	54774.29	6037.92	89321.89	10011.91	65200.76	32964.05	2981.92	55712.5	64639.42	49426.17	49995.85	37227.42	104306.35	60574.25	67022.68	149146.75	27585.04	28408.33	38404.83	35467.98	7171.91	31545.67	17385.25	41198.34	35779.09	47231.45	6719.18	18377.83	5313.63	6673.09	5430.99	2686.53	33736.52	14944.15	38337.95	19453.55	28269.78	14816.34	16207.4	47768.66	48062.65	23235.13	26806.96	33030.89	42838.3	56414.28	31284.41	55193.85	47194.21	30420.92	26324.76	13946.48	3066.39	20500.12	21475.91	18467.24	124208.92	12638.65	57032.22	37406.57
MGB044	0.0	0.0	0.0	11762.765	26080.325	6330.06	0.0	32859.185	9222.49	26203.23	99370.89	17336.415	38329.34	0.0	0.0	0.0	0.0	0.0	27747.43	0.0	34201.595	0.0	0.0	0.0	29797.92	16312.065	0.0	0.0	15578.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30863.765	0.0	0.0	0.0	0.0	30173.7	0.0	66982.12	0.0	52764.88	0.0	0.0	42776.055	40959.91	35662.45	0.0	0.0	0.0	0.0	29113.665	40138.67	0.0	0.0	0.0	0.0	10497.595	0.0	30025.29	0.0	36140.69	0.0	35693.785	23139.91	19863.96	49321.0	0.0	26688.635	32647.215	30878.04	0.0	50049.86	41981.815	44474.255	44270.73	25124.25	0.0	63733.48	12049.49	22485.8	34744.73	23581.16	0.0	22209.62	0.0	0.0
MGB023	3.5	51.0	51.0	1.0	46.0	0.0	96.0	249.0	0.0	177.0	10.33	49.0	5.5	13.0	86.0	0.0	62.0	943.0	6.0	0.17	20.0	3.0	3.33	556.0	11.0	2.84	55.0	359.0	3.17	3303.0	1530.0	16.83	96.17	56.83	51.0	40.0	45.67	41.0	15.67	4.83	338.0	1067.5	83.0	52.67	12.17	1252.0	191.0	1861.0	98.0	5394.0	55.0	28.0	13.0	21.0	2007.0	6461.0	1555.0	352.0	122.0	40.0	8.0	8484.0	3.0	10.0	3.17	20.0	71.83	2.0	27.0	30.0	5.83	198.0	31.0	18.0	50.0	4.0	3.0	7.0	0.83	7.83	5090.0	687.67	95.0	18.33	53.0	673.0	0.0	0.83	716.0	58.0	2.83	82.0	4.16	165.0
MGB045	35341.005	12174.505	17220.36	11905.765	26153.7	6378.56	21133.855	33676.685	9296.49	26459.73	99499.14	17494.415	38347.34	23555.295	21621.93	9134.675	19119.425	30708.58	28204.805	5621.235	35029.095	5278.42	8619.535	39106.58	30274.045	16438.565000000002	5595.2	35138.625	15611.87	47855.795	44242.5	32002.745	39368.17	37005.165	44573.785	5486.79	53170.185	8105.635	43496.225	30911.265	3252.885	33497.5	37817.585	33703.505	30361.2	25713.085	67812.62	40913.585	53067.38	95533.75	27257.915	46988.555	42097.41	36841.45	11157.73	29089.835	21616.0	35486.01	29351.665	40635.795	7178.385	63752.005	5378.855	6428.235	10560.095	3757.15	30051.165	15476.61	36176.065	14459.095	37123.16	23598.785	20133.46	50827.0	35543.22	27954.135	33054.215	30983.54	31915.48	50132.735	42745.815	45135.255	44429.48	25380.75	46265.7	64505.98	12112.49	22782.8	35974.23	24020.16	104351.265	22579.12	45708.46	29021.055
MGB024	1203.35	3242.525	7894.5	235.71	7338.385	0.0	7523.95	1591.6	0.0	1003.96	6783.72	1414.25	1773.18	6391.185	1195.475	0.0	1166.5	2295.15	706.69	409.25000000000006	671.36	517.165	66.665	2637.125	592.36	118.21000000000001	835.765	1753.25	211.42	7815.56	8117.65	1142.84	1180.91	1347.19	10865.5	494.165	2602.37	573.75	5571.5	1445.79	2602.925	1928.6	1603.6	1846.56	298.545	2822.75	1100.7150000000001	3278.25	1863.13	9338.1	5514.16	1558.825	1031.46	945.435	3421.665	12292.95	3605.8	1878.54	1024.275	1726.125	718.58	20084.625	521.75	1065.835	71.58500000000001	178.665	2207.275	7003.14	2314.66	5310.86	1281.47	3182.945	2219.11	1720.615	1191.31	843.86	1410.35	5940.45	1033.925	2339.59	10427.085	1707.6599999999999	5160.255	1097.905	6249.825	7172.15	0.0	424.12499999999994	6764.235	1947.585	5722.825	2386.75	2067.94	1650.35
MGB047	44235.27	5594.75	8711.86	13071.68	30280.35	4766.94	24866.64	34734.47	8240.09	33009.53	116484.83	17608.34	48439.06	17830.25	7842.68	10358.61	5534.81	40666.75	31283.35	483.99	50727.85	1504.01	9457.62	40688.25	38618.93	21070.16	2912.67	46693.54	13885.08	3644.21	3161.75	55669.25	68383.25	63300.75	22191.96	1791.59	57259.89	2443.74	24407.43	31075.22	2192.25	54710.0	62281.75	47646.0	48491.51	30355.25	76482.85	49212.25	42933.35	131188.75	14666.54	35254.16	48613.99	32680.14	8340.25	10088.0	3455.25	42668.68	37245.76	49767.12	7116.85	27240.5	6035.46	7234.09	6033.66	1995.53	36440.18	16380.82	42219.28	21013.55	30798.45	8960.67	9906.73	37914.0	49580.81	25768.46	33688.79	38199.39	43957.3	63244.11	41912.24	61450.52	53891.22	32675.92	26233.09	13718.31	3471.39	21470.12	3316.91	3592.74	141918.75	2446.15	62725.38	36884.24
MGB040	8912.44	6150.42	7530.03	9417.85	31373.49	3977.78	32759.475	23626.04	5971.59	18267.03	30845.49	10887.41	17327.22	30795.42	23589.78	10529.77	21426.690000000002	14647.75	9966.68	9101.99	16549.29	7978.46	5241.79	27324.25	10345.5	12998.99	4772.15	18347.87	7516.42	67567.21	61786.75	10583.58	6998.25	8656.42	57904.79	6818.07	43082.89	12524.41	49691.76	15770.05	1538.92	10961.0	12226.42	8662.67	12128.650000000001	10611.92	47876.649999999994	23590.25	43988.53	58724.25	18432.54	24322.03	32512.33	25786.879999999997	5919.8099999999995	17422.17	13063.25	17671.54	14754.59	21949.35	4800.48	7857.83	3800.5299999999997	4717.09	3945.99	3315.83	16408.82	20498.65	20235.95	12686.884999999998	23811.28	24288.339999999997	33437.4	37896.86	18434.15	16579.93	23502.36	24649.89	10560.8	20156.98	25211.41	32752.25	23516.045	17019.019999999997	28609.925	17952.145	2389.39	14289.62	29671.96	23176.29	49792.92	23383.1	21918.32	14384.67
MGB041	140.5	25.0	61.0	353.5	1554.0	118.5	898.0	246.0	182.5	355.0	425.0	153.0	184.5	1317.5	498.0	4456.0	409.5	0.0	271.0	35.0	136.0	78.0	161.5	0.0	81.5	350.5	66.0	0.0	218.0	32.0	10.0	0.0	0.0	0.0	966.0	122.5	89.0	53.5	525.0	338.5	400.0	0.0	4.0	46.0	106.5	6.0	222.0	31.0	313.5	0.0	1221.5	334.0	291.5	334.0	89.5	49.0	0.0	445.0	250.0	500.0	353.0	0.0	274.5	477.5	92.0	45.0	208.0	1287.0	103.0	3044.0	253.5	152.0	185.0	620.5	420.0	116.0	716.5	1030.0	208.5	266.0	2034.5	299.5	1005.0	177.5	3383.0	3485.5	70.0	383.5	252.0	221.5	443.5	183.5	472.5	440.0
MGB020	0.0	49.0	30.0	0.0	37.0	0.0	96.0	267.0	0.0	195.5	0.0	50.5	0.0	13.0	92.0	0.0	64.5	943.0	9.0	0.0	30.0	4.5	0.0	556.0	16.5	0.0	60.5	359.0	0.0	3303.0	1530.0	0.0	0.0	1.0	49.0	44.5	33.0	41.0	12.0	0.0	341.0	16.0	0.0	0.0	16.5	1249.0	286.5	1861.0	146.0	5393.5	14.0	42.0	19.5	31.5	1574.0	6454.5	1555.0	290.0	129.0	48.5	6.5	5575.5	3.0	13.5	0.0	28.5	10.0	1.5	0.0	36.0	0.0	231.0	25.5	27.0	50.0	6.0	3.0	7.0	0.0	4.0	5317.5	61.5	98.5	13.5	69.0	673.5	0.0	0.0	676.0	60.5	0.0	87.0	4.0	167.0
MGB043	69534.51	22577.72	34229.72	23518.53	52156.65	10852.68	42247.71	63816.87	16602.99	52396.46	198717.78	34667.83	76650.68	47061.59	29835.18	19439.85	26301.54	61387.41	55489.86	9118.41	68394.19	8456.86	16935.92	78081.16	59591.84	32611.13	7679.23	70240.0	27032.29	77099.91	76973.55	63778.49	78366.34	73814.33	84962.11	8374.79	106163.37	11440.07	86911.2	61089.88	6733.27	66786.5	75402.92	67080.76	60341.4	51360.92	133948.24	81678.92	105527.76	190896.75	51895.69	62649.99	80471.83	62444.22	12711.58	33877.74	32149.35	69669.27	58218.33	80257.34	13006.75	106540.42	10461.92	12776.47	14245.36	5100.6	60031.58	31849.1	72257.38	29895.61	58435.24	30618.47	28873.79	80936.83	70128.44	47514.67	59545.94	61750.08	63233.21	100081.72	71848.59	88933.51	88523.46	50242.5	72277.81	67785.28	11733.19	38072.95	34261.28	28363.81	203501.28	22793.92	90156.67	57333.11
MGB021	0.0	62.0	26.0	0.0	132.75	0.0	150.25	1139.5	0.0	527.0	0.0	312.0	0.0	81.0	487.0	0.0	405.5	1001.5	482.5	0.0	936.5	26.25	0.0	958.5	497.5	0.0	84.0	607.5	0.0	3307.0	1537.5	0.0	0.0	71.5	107.0	56.5	96.75	104.5	35.0	0.0	343.0	116.0	0.0	0.0	216.5	1364.5	1009.5	1970.5	313.5	5793.0	77.75	4413.0	1281.5	1273.0	1247.0	6467.0	1578.5	788.5	457.5	745.5	51.5	2772.0	40.75	49.25	0.0	48.0	185.5	84.25	0.0	100.75	0.0	658.75	284.75	1669.0	641.5	1322.5	396.0	114.25	0.0	63.5	5498.5	877.5	238.25	387.0	343.25	697.25	0.0	0.0	1703.0	429.0	0.0	411.5	1013.0	570.0
MGB009	147.0	0.0	0.0	1254.0	0.0	293.0	0.0	928.0	450.0	1188.0	145.0	445.0	84.0	16.0	300.0	0.0	166.0	534.0	220.0	20.0	280.0	21.0	219.0	0.0	122.0	911.0	6.0	285.0	217.0	0.0	47.0	0.0	0.0	0.0	0.0	30.0	0.0	13.0	0.0	171.0	0.0	0.0	0.0	0.0	287.0	662.0	384.0	1487.0	209.0	2627.0	0.0	559.0	771.0	744.0	163.0	74.0	117.0	759.0	512.0	1138.0	228.0	682.0	192.0	224.0	239.0	92.0	477.0	0.0	461.0	43.0	176.0	89.0	193.0	908.0	651.0	227.0	279.0	24.0	191.0	231.0	157.0	1163.0	168.0	868.0	107.0	2.0	230.0	1707.0	306.0	200.0	182.0	90.0	1036.0	602.0
