id	KO	Vil1.01B.FP11	Vil1.03B.DTT35	Vil1.03B.FP35	Vil1.01B.DTT11	Lyz2.07B.FP283.S81	Itg.24.DTT531.S26	Vil1.10B.FP116	Itg.04.DTT423.S15	Lyz2.06B.FP271.S69	Vil1.05B.FP59	Vil1.08B.FP92	Vil1.02B.DTT23	Itg.20.FP507.S10	Lyz2.06B.DTT271.S113	Vil1.04B.FP47	Lyz2.02B.DTT223.S63	Lyz2.05B.FP259.S56	Itg.22.DTT519.S14	Lyz2.04B.DTT247.S88	Vil1.09B.FP104	Vil1.13B.FP152	Itg.26.DTT543.S39	Vil1.14B.FP164	Itg.24.FP531.S34	Vil1.010B.DTT119	Vil1.05B.DTT59	Vil1.07B.FP83	Itg.26.FP543.S47	Vil1.08B.DTT95	Itg.18.DTT495.S90	Itg.12.FP471.S73	Itg.20.DTT507.S2	Itg.12.DTT471.S65	Lyz2.03B.DTT235.S75	Itg.10.DTT459.S53	Itg.08.DTT447.S40	Vil1.09B.DTT107	Vil1.014B.DTT167	Lyz2.08B.DTT295.S137	Itg.06.DTT435.S28	Vil1.06B.DTT71	Itg.04.FP423.S23	Lyz2.04B.FP247.S44	Lyz2.01B.FP211.S59	Vil1.06B.FP71	Vil1.07B.DTT83	Lyz2.01B.DTT211.S51	Lyz2.08B.FP295.S93	Lyz2.03B.FP235.S83	Lyz2.07B.DTT283.S125	Itg.10.FP459.S61	Itg.02.DTT411.S3	Itg.16.FP483.S86	Lyz2.02B.FP223.S71	Itg.02.FP411.S11	Itg.06.FP435.S36	Vil1.02B.FP23	Itg.22.FP519.S22	Lyz2.05B.DTT259.S100	Vil1.04B.DTT47	Itg.08.FP447.S48	Vil1.013B.DTT155	Itg.18.FP495.S98	LYZFP307	LYZFP331	SLCFP131	SLCFP023	SLCdtt005	LYZFP355	LYZFP319	SLCFP005	SLCFP053	SLCFP095	SLCdtt095	SLCFP077	LYZdtt367	LYZdtt319	SLCFP113	SLCFP071	SLCdtt113	LYZdtt355	LYZdtt343	LYZFP343	SLCdtt077	LYZdtt307	LYZdtt331	SLCdtt053	SLCdtt167	SLCdtt149	SLCFP167	SLCFP149
K00048	K00048	42082.16	4145.27	44650.11	21838.71	15384.75	4227.99	13371.97	71176.3	6917.18	82415.95	29826.67	8298.25	23019.04	7627.95	24596.91	36779.12	4574.83	9932.3	20949.62	13464.43	33636.48	4525.45	15694.66	9739.75	10746.31	2760	30274.12	17186.59	5199.29	9019.88	17482	11170.5	6219.04	36271.98	17812.54	13477.87	8227.7	3334.6	6067.68	51294.17	3278.5	114290	10488.01	121553.58	24697.41	2159.75	24644.43	21433.62	90203.84	3267.99	22736.07	13235.62	22197.33	114534.66	17117.12	39973.34	17560.42	23199.65	5894.51	3446.25	16072.92	7681.01	17267.54	33395.59	22401.03	10201.5	5329.83	3851	44049.58	50710.84	3885.08	6282.03	25257	17081.02	26439.5	18020.32	16615.52	737.25	15182.59	2787.08	45400.36	14778.12	108044.22	42260.58	68636.38	9134.08	8648.78	105835.03	93430.2	17798.49	22026.38
K00050	K00050	4804	219.5	964.5	513.5	782	167.5	1929	987.5	2611	6234.5	1296.5	887.5	5711.5	876.5	4206	449.5	1148	518.5	663.5	1292	1486.5	768.5	1764.5	453.5	178.5	0	3806	1424.5	23.5	2116.5	1484.5	853.5	416.5	245.5	272.5	1191.5	152.5	289.5	200.5	885.5	0.5	212.5	290	436.5	5951.5	17	790.5	1357	1878.5	181.5	824.5	603.5	5739.5	527.5	3137.5	2277.5	2420.5	2075.5	1942.5	502.5	1007.5	1666.5	1172.5	6717.5	1911.5	3219	1035	282	720.5	3672.5	924	1363.5	87	209	449	2898.5	352.5	393	1061	580	316.5	667.5	2982.5	94	991.5	3065.5	2583.5	1001	9586	6642	7961
K00052	K00052	21629.08	2051.19	12439.11	3773.21	10689.25	1800.99	24295.47	12419.31	8871.09	14887.62	50717.92	6206.75	39110.87	5511.12	26497.33	6106.79	5875.58	2648.89	7372.62	24594.09	35559.65	21102.7	23832.83	3280.5	6623.31	2193	24690.62	16615.76	4493.37	10933.71	17107.83	6476.83	3839.37	4475.31	2591.96	11057.29	5718.2	2724.68	1981.1	9153.09	3153	5469.75	1227.01	6297.66	43936.57	1839.5	7238.6	7178.12	7705.09	3052.9	9522.48	2386.7	41820.24	9504.41	12681.45	19423.84	20112.75	7406.23	9212.76	2971.83	9500.17	3537.18	12180.12	28715.34	20370.86	13818.33	6990.08	2797.42	27146.16	16465.42	3098.41	11119.86	1353.08	595.35	2065.5	28132.57	2303.27	2895.25	7571.67	3266.41	7147.95	5737.46	37728.38	3882.74	17342.21	16007.16	10384.2	20808.53	34403.45	21941.32	32025.04
K00053	K00053	21908.08	2048.19	12433.11	3813.21	10689.25	1796.99	24076.47	12345.31	8871.09	14907.62	50999.92	6183.75	39102.87	5446.12	26489.33	6106.79	5915.58	2644.89	7446.62	24304.09	35556.65	21076.7	23697.83	3280.5	6615.31	2193	24827.62	16706.76	4500.37	10914.71	17100.83	6443.83	3830.37	4507.31	2583.96	11002.29	5712.2	2694.68	1998.1	9135.09	3153	5467.75	1251.01	6336.66	43849.57	1839.5	7248.6	7229.12	7828.09	3038.9	9521.48	2386.7	42116.24	9529.41	12681.45	19418.84	20108.75	7403.23	9252.76	2974.83	9488.17	3537.18	12180.12	29086.34	20370.86	14029.33	6990.08	2799.42	27146.16	16504.42	3099.41	11119.86	1355.08	595.35	2097.5	28096.57	2299.27	2895.25	7583.67	3256.41	7126.95	5737.46	37715.38	3868.74	17484.21	15955.16	10384.2	20788.53	34497.45	21943.32	32287.04
K00054	K00054	37362.75	4990	75397.75	22391.25	12070	43698.5	8052.5	100209.5	16808.25	93571.92	8329.75	13644	39997.75	13576.5	30073.75	36615.25	4582	31749	30435.25	4109.5	37538.5	28764.75	17729	106261	8070.5	583	17291.25	40127.75	766.5	18534.5	44921	14893.25	19151.25	43155.33	44718.25	26252.17	3816	15804.5	6078.5	53463.75	126	184454.75	29189.25	122174.5	13000.58	343	22274.25	19487.5	117067	2262.58	97472	34930.25	13398.25	112449.5	101763	40540	35114.5	100143.25	4736.25	3935.75	42686	23524.25	69359	42391.75	9883.08	19529.25	4928	21970.25	22539	131997.75	64677.5	21945.75	94575	31774	31076.75	13625.08	25647.33	3153	34048	19434.5	45158.42	11572.5	84918.33	44192.5	84025.33	4886.5	21074	125031.75	127689.92	32559.5	20425.75
K00055	K00055	1239.25	878	19612	330	428.75	28269	2801	26450	9495.5	13575.5	120	3306	17028	4730	19671	92	2792	18998.75	5407	753.5	28956.25	5460	13059.75	72694	2629	33.25	0	19667	0	12847.75	26455	3854	7092	3108	14503	10682.25	769	12840.25	66	3314.25	0	67882	8099	2365	2440	0	714	490.5	11534	202.5	52747	21589	6890	1299	85181	4534	14266	69736	2500.75	1753	22957	16964.75	59158	13313.25	250	11350	2121	9087	152	83113	40102	17211	70168	14932	1925	144.75	9336.25	1590	16221	7182	317.25	101.25	523.75	1296	19655	233	13142	15353	32888.75	21905	4590
K00057	K00057	58594	6944.81	83538.24	26097.59	22831.25	46277.52	41899.06	109596.98	26120.34	107977.82	59436.09	21052.08	78662.74	20390.82	56512.18	42471.06	10785.24	34787.22	38431.42	43476.43	72094.48	34636.1	51741.16	108682.5	14920.06	2782.4	41729.29	59411.23	5266.87	29297.71	62808.76	22161.92	23041.37	47420.06	47588.01	37760.21	9852.2	18637.18	7991.93	62788.89	3279	188762.3	30396.16	128523.33	56701.61	2182.5	29042	26877.46	124699.02	5329.2	108090.55	39101.35	55174.91	122184.03	151628.58	59619.09	57171.95	107242.03	14626.76	7810.18	52223.3	25408.43	81314.45	70371.84	143959.86	32146.73	12086.28	23941.29	49534.26	146863.3	67172.03	32937.46	95929.35	32275.75	33125.1	41767.38	27870.32	6469.45	41931.47	22458.31	54165.85	30836.93	118495.42	48129.12	101516.78	33905.91	31281.6	144553.31	159625.65	53551.32	52421.57
K00058	K00058	33583.33	2730.36	13314.28	4426.04	19421.5	2400.91	44593.14	14192.9	12604.17	22904.29	72298.34	8992.33	72462.95	8114.79	45199.33	6850.21	9179.83	3175.06	12853.79	48674.42	40566.65	22433.28	36969.58	2874.75	6966.89	2262.75	38482.7	24365.43	4532.37	16652.79	29091.16	10570.91	4945.45	5109.31	3437.13	16603.54	6229.45	3938.01	2730.35	13257.84	3165.5	4958.5	1750.76	9463.24	64542.9	1848.25	8887.35	12288.62	9374.34	4449.48	13625.89	2616.03	61477.65	15034.91	14725.28	32989.84	28931.5	9884.31	13661.43	4307.66	16311.42	4252.18	21915.7	45168.51	33834.78	20167.33	11678.08	3476.17	48856.16	22684.67	3829.66	18934.86	2815.58	1027.1	2365.5	34322.74	3209.69	4677.5	11123.42	4537.66	7822.12	9200.38	62971.38	4965.57	32515.38	21238.16	11925.45	25654.28	57540.78	30192.32	57552.87
K00059	K00059	132958.91	13404.03	152122.07	51663.52	53000.5	53527.38	87115.94	194729.12	46726.68	222601.89	153549.59	36637.5	179029.64	34764.39	106406.11	81152.03	20108.16	47614.53	70212.09	95735.93	127669.05	75957.45	98714.41	123418.75	20849.87	3494.55	93344.74	93457.62	6191.99	49621.42	89384.36	43081.16	31578.49	85857.62	67521.02	58439.33	14398.15	25367.61	15964.95	122162.03	3451	306984.35	42818.57	252625.07	139059.54	2569.25	57027.25	59976.74	222548.88	11235.9	137945.51	55956.2	123432.98	242969.22	218510.5	126502.43	95752.9	138894.81	26931.52	13823.11	73074.69	36298.36	101221.99	149496.18	290954.72	59664.96	20851.81	31273.74	96706.02	220716.19	73565.47	56212.92	122211.11	49966	61500.7	77552.94	47269.14	12168.9	66199.19	29083.12	105799.7	62084.02	244475.41	93147.33	199767.97	66488.82	47429.7	263324.96	305742.55	89945.64	123810.73
K00060	K00060	7159.67	379.35	489.08	679.92	5157.25	293.23	1939.98	923.57	1743.83	919.78	6226.23	1529.37	23156	611.45	5206.42	247.25	406.75	188.62	1636.88	2599.08	6352.47	644.67	1724.77	99	5903.37	2175	4530.17	962.8	4433.33	1628.45	1168.5	2125.45	313.05	444.25	146.8	717	4900.05	410.35	402.17	1341.92	3140	33.25	316.5	183	12807.4	1811	3043.42	2259.5	1190.25	827.45	283	141.5	13766.75	1215.5	1391.5	7333.5	4043.33	916.5	425.33	644.75	487.5	782.07	79.5	8768.83	134.23	4769.33	278.5	490.92	30.48	3176.18	711.33	5805.53	163.33	37.43	104.5	1607.85	483.45	1191	3123.83	1097.83	119.9	238.92	242.43	191.23	6247.28	352.83	824.32	1909.85	4323.65	580.53	13267.08
K00064	K00064	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K00065	K00065	593.5	580.5	6921.5	297.75	207.75	566	2158.5	866.5	493.5	422.5	5092.25	284.5	462.25	563.25	175.25	83	96.75	281.75	554.5	2138.75	6917	614.75	872.5	32.75	5878.25	2278.5	416	671.5	4423	1356.25	424	438.25	176.5	153	225.5	732.25	5024.25	572.25	94.75	491	3140	59.5	75.5	150.5	977	1810	2770.75	261.5	248.75	727.25	727	39	460.5	330.5	181	84.25	140.5	104	262.75	501.25	96	1555.5	169.75	1520	155	283.25	68	948.5	58.5	508.5	75.75	189.75	67	41	108.75	881.75	241	114	100	71	185	199.75	246.25	349.25	4363.5	272.5	95.75	168.75	20135	39.75	372
K00067	K00067	25647.49	5142.73	69753.64	4228	14142	70011.55	46456.01	36496.35	27048.85	38826.52	49270.41	16276.53	64743.99	18519.94	46437.49	6637.83	17322.41	22648.06	30949.46	45986.85	74315.43	34990.23	44670.09	135246	7735.65	118.5	29762.57	54317.82	101.66	29636.12	61252.16	12623.11	18540.79	17492.46	29331.22	35044.99	2479.7	27822.21	2427.53	17362.01	25	47729.75	36287.77	12990.07	48251.38	36.25	6457.03	9332.74	57455.93	3704.59	92559.71	25199.9	57280.98	16380.32	127682.4	32337.18	55108.17	73711.21	21374.69	4495.16	51015.09	4211.84	56274.74	68510.6	151231.63	16772.08	16060.41	21261.17	49222.39	266852.86	41816.49	22574.34	44167.58	15520.97	6656.25	29728.08	30557.83	5796.5	21992.26	18593.99	9691.21	8891.75	66839.12	7632.05	75240.38	34577.99	17730.38	75528.91	63637.96	61054.76	45110.5
K00068	K00068	9.25	427.25	159.5	247.75	4.5	352	37.75	204	11.25	45.5	101.5	360	8	151	5.75	65.5	1.5	70.5	364.5	31.5	172.5	737	572	6	11710.75	4350	1	538	8818.5	306.5	0	197.25	39.5	82.25	80.25	230.25	9726.5	533	56.5	159.5	6280	7.25	4.75	31	133.5	3620	5206.5	18	3.5	890	4	26.25	4.5	2.75	1	2.25	9	0	74	815.25	1	992.25	0	197.5	198	0	0	209.5	57	89.25	105.75	0	0	12	0	133.25	176.75	0	0	18.5	143.5	138.5	199.5	83.25	496	280.75	7.5	43.75	658.5	2	15.5
K00073	K00073	196	853	13487.75	328	6	224	48	250	14.25	114.75	60	165.5	522	92.75	42	36.25	0.75	57	113.75	226.75	1205.25	384.5	68.75	18.5	5867.75	2192.25	41	31.5	4410.5	414	398	132.5	55.75	51	214.75	150.5	4912.25	356.5	40	107.5	3140	81.5	3.25	22	47.5	1810	2918.25	33.5	15.75	505.25	1302.5	20.25	76.75	18.75	12	23.75	58	18	83.25	408	10	675	319.5	97.25	102	4.5	36	1652.75	32.75	56.5	85.25	11.5	0	0	89.5	55.25	103.25	0	0	9.5	68.75	62.5	132.25	289.75	767.25	128.25	3.75	66.5	3841.5	2.5	6.75
K00074	K00074	3809.41	1605.91	20715.92	534.75	3614.5	19315.26	14969.74	10790.74	6807.58	19724.92	36781.58	3053.59	11279.58	4363.92	16067.41	624	5597.83	5945.59	8373.42	15397.4	2922	4746.42	14648.1	36560.75	7999.58	2226.25	8929.74	17284.82	4438	10212.83	18005.33	3501.49	3302	3400.41	5162.84	9693.41	5521.33	9180.58	314.25	4281.49	3141.5	14350	8367.58	4154.91	17377.98	1816.75	3289	1797.83	12035.84	1215.33	21893.23	7020.66	14847.99	5328.66	26857.16	6375.34	10523.92	20772.41	6304.5	1755.58	14920.92	845.5	20441.08	17530.51	16490.09	1898.5	5172.83	3895	22222.75	85879.17	6250.08	5197.83	14933	5157.42	986.5	5027.43	9894.67	667.25	4359.59	1987.08	2335.67	3530.83	31633.16	1899.51	24221.42	6188.51	2933.67	19997	13054.59	20331.5	9412.42
K00075	K00075	61228.41	7264.64	84580.58	26485.09	25608	46368.11	46872.39	110568.89	26803.76	110263.49	60616.84	22016.33	79069.32	20800.82	67976.51	43014.64	13567.83	34975.72	38660.09	48687.76	68302.98	35036.68	56220.41	109096.25	15111.14	2783.15	48814.7	62723.56	5264.54	31733.96	72734.93	22247.33	23532.62	47559.06	48087.51	41067.79	10124.95	19027.18	8075.68	64118.97	3280.5	190370.55	30429.91	131327.41	62364.77	2189.25	29112.58	27779.62	124902.44	5502.95	111884.63	39278.85	67668.49	125846.86	151693.75	62407.59	60931.87	108805.28	18540.43	8805.18	58265.72	26775.76	90914.37	71155.51	158460.78	33563.9	16546.28	24264.2	71257.43	148092.89	68062.78	33165.63	96778.85	32638.17	33207.6	43026.22	28082.57	6590.7	41952.89	22870.73	56068.35	33968.84	145852.25	48246.96	101945.28	38834.08	32295.18	147630.23	165467.65	60933.49	59093.41
K00076	K00076	9242.75	688.25	1444.25	754.25	7776	395.75	6606.25	1769.75	2194.25	3315.75	17316.75	2107.25	25067.25	882.75	16579.25	454.5	2895	258.25	1683.75	7887.75	228	957.25	6331.25	499.75	6066.25	2175.75	11302.25	4099.5	4428	4037.5	10907	2361	697.5	403.25	562	3984.75	5126.5	804.75	410.75	2471.5	3152.5	1632.5	334.25	2825.75	20631	1817.75	3616	3041.5	1134	1074	3985.75	169	25706	4556	1768	10044	7745.75	2517.75	3904	1365.75	6606.25	488	9634.75	8233.5	14604.25	4760	4437	684.5	21611.25	4288.5	1083.75	5928	969.5	220.25	200	2814.75	657.5	1199.25	2789.75	1130.25	1966	3210.5	27645.5	409	6315.75	4841	902.5	4755	8277.75	7160	19826.75
K00077	K00077	15402.67	4449.28	72659.44	2267.71	9717.25	57175.48	18729.98	29782.32	18986.01	35992.12	40340.84	8305.41	52570.54	11201.95	28230.92	1250.79	11744	17419.3	21724.45	16227.44	40194.65	27388.78	22409.48	110688	11976.48	2275.5	18630.88	29558.19	4468.12	23729.88	35023.5	9358.34	9063.87	10195.98	14649.87	19842.55	6319.87	26228.6	1047.6	9847.85	3153	42227.75	24930.68	6018.25	35684.67	1817.75	5767.35	5918.79	35780.5	2579.9	59369.75	21165.29	33388	7993.25	80633.79	22843	30166.08	59853.07	12078.01	3041.75	32810.75	3725.18	42784.29	54571.33	19172.1	11181.33	7788.5	13177.67	22983.16	258319.25	19438.08	19318.03	42990.83	15092.18	1970.5	8745.47	29407.68	2820.25	14605.58	7164.58	4392.45	4248.63	37603.8	3993.73	68987.12	7907.65	9744.78	51802.03	27503.03	45427.57	24379.37
K00082	K00082	1	16	4	1	4	12	497	243	0	7	984	61	1	33	16	6	4	15	206	546	42	61	472	0	4	0	6	174	0	70	1	78	11	16	3	102	1	16	12	352	0	0	1	2	580	0	0	5	5	43	5	1	16	11	1	1	1	2	4	4	1	0	2	35	26	0	0	0	0	22	0	0	0	0	0	188	29	0	0	0	60	60	107	0	200	101	0	177	0	55	0
K00086	K00086	289	830	18169	103	175	18556	1612	6772	4482	6959	25	1539	7354	2769	2709	26	2718	5443	5342	177	130	2982	2305	36050	1880	16	0	6899	0	5327	7311	1645	2578	3022	4437	4630	285	7932	50	1707	0	12623	8057	783	423	0	192	185	11192	50	17589	6879	928	628	25766	3189	6096	18652	2407	379	8406	0	10765	12933	176	961	810	3338	114	82956	5755	3731	13921	4852	473	36	9297	314	3280	1783	140	19	435	770	18534	182	2322	13601	718	10741	244
K00087	K00087	4200.25	438.75	497.75	457.75	3287.5	494	4178.25	1232	1187	856.25	11035	1367.5	13643	737.25	1811.25	193.25	178.75	323	1833.75	3453.75	5854.25	674	1565.25	57.5	5915	2261.25	2076.5	1645.5	4421	1274.5	443.5	1974.75	179.75	482.75	186.5	787.75	5013.75	569	134.5	1194	3151	32.75	298.5	218.5	2407	1810	3284.75	610	1089.25	1114.25	129.5	107.5	672.25	673	1057	3342.5	2120	918.5	267.75	556.75	147.5	1376.75	35	3292.25	308.5	3750	112	289.75	55.25	1068.25	228.5	4560	81	65	60.5	1362	282	93	1836.5	58.5	219.25	241.5	349.25	203	5201.25	607	592.75	1134.75	19299	41.5	5558.25
K00088	K00088	58858.58	7123.14	83759.91	26384.26	22831	46439.19	44399.72	109984.31	26153.84	108503.32	59787.42	21529.75	78805.07	20504.82	56624.18	42860.39	11038.58	34978.64	38650.42	45379.59	81202.4	50978.1	53320.58	109522.5	15013.06	2799.65	43889.62	60018.56	5266.87	29656.46	63056.43	22281.58	23189.37	47724.06	47722.01	38064.79	9990.2	18842.43	8086.6	63093.14	3279	188966.3	30416.16	128716.66	58899.27	2182.5	29654	26903.62	124785.69	5696.7	108314.88	39265.35	55951.24	122353.36	151695.25	59799.09	57269.95	107331.03	15070.51	8127.18	52296.97	27561.18	81668.12	70740.09	144082.86	33841.73	12523.28	24202.62	49721.26	147141.97	67985.36	33497.46	95993.68	32473.75	33126.1	42034.47	27974.57	6589.45	42406.47	22835.31	54260.1	31050.51	118646.83	48181.79	102487.11	34405.91	32486.6	145983.98	165941.4	55282.32	52441.24
K00090	K00090	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K00091	K00091	529	12	28	67	71	19	93	18	110	98	549	32	297	39	203	11	150	10	146	94	3	28	84	14	5	0	401	177	7	12	85	16	6	41	10	36	3	3	28	28	0	20	40	56	276	0	73	115	177	19	71	19	335	76	161	176	287	158	97	22	56	0	15	578	0	349	32	10	181	388	11	166	5	5	52	115	18	9	34	3	43	45	282	28	229	16	134	84	224	222	328
K00094	K00094	3.5	211.75	75.25	121.75	1.25	152	4.25	69	4.5	11.75	0	165.5	2.5	63.25	1.75	23.75	0.75	34.25	69.25	1.25	61.5	352	2	3	5852.5	2175	0	3.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	184.75	26	62.75	3140	2.25	1.5	3	15	1810	2603.25	7	1.75	409.25	1.5	12	2.25	0	0	0	4	0	32	402.25	0	483	0	85.5	88	0	0	40.25	27.75	42.25	52	0	0	0	0	44.75	87.25	0	0	9	62	54.25	93.5	13	195.25	106.5	3.75	0.25	0.25	1	5.25
K00096	K00096	238	110	96	43.5	35	134	1004	526	49	288.5	5399	143	228	188.5	132	89.5	44.5	53.5	600	1399.5	80	149	1669	17	38	0	124.5	2438.5	1	458	94.5	244	38.5	51	59.5	336.5	34	93	23.5	473	11	8.5	21	143.5	1093.5	0	651.5	69.5	46	252	84.5	15.5	134	225.5	38	38.5	115	69.5	35	38	49.5	0	36	401.5	118.5	88.5	17.5	35.5	40.5	187.5	5	266.5	23.5	21	178	609.5	76	13	54	7	111.5	122	260	132	487	290.5	73	555.5	124.5	89.5	59
K00097	K00097	13533.67	842.45	2128.36	2617.54	5649	887.9	13855.4	4584.41	4810.34	9262.2	13234.76	4153.99	31145.37	3506.12	10717.67	5160.96	2640.5	1873.22	4096.87	12070.77	36147.15	3203.86	9869.73	859.75	6229.81	2226.75	10349.46	6344.36	4457.37	5960.96	5399.83	4581.92	2837.7	3849.07	1522.29	5693.46	5277.12	1192.18	1484.85	6074.6	3140.5	1209	797.43	2621.58	23039.34	1832.75	5018.6	3913.29	6657	1960.07	4013.41	2020.37	24433.41	4422	10746.62	13497.75	11718.83	4564.9	4943.68	1721.83	2390.25	2218.68	1933.37	20597.75	3223.86	10227.08	1932.25	1031.42	5050.66	10111.5	1637.58	8851.78	305.08	135.93	1477.25	21461.73	1364.44	2145	6051.58	2545.33	3415.03	1773.05	4917.39	2515.31	12325.88	8818.4	8647.28	11931.28	30966.52	12291.32	20905.45
K00098	K00098	97	531.5	6781.5	222.75	1.25	152	15.5	149.5	4.5	59.5	11.25	165.5	262.25	63.25	21.25	30	0.75	38.25	91.5	101.75	61.5	366.75	2	10.75	5857.25	2175	18	11.5	4408	233.75	199	84.25	34.5	43	114.5	108.75	4877.25	184.75	30.75	69.5	3140	40.5	1.5	12.5	24	1810	2760.75	16.5	7.75	412.25	652	15	39.5	8.5	5	11.25	24.5	8	43.25	402.25	5	483	159.75	88.5	91	2.25	18	806.5	29.5	46.5	67.75	1.75	0	0	44.75	47.25	89.5	0	0	9	64.5	57.25	97.75	130.25	198.5	113.5	3.75	0.75	0.5	1.75	6
K00099	K00099	21464.58	2035.14	8319.16	3982.01	10758.25	2632.69	34558.22	9633.81	9321.09	14818.9	51341.67	7844.75	38755.32	6871.32	26529.43	6245.14	6452.58	3199.89	8148.17	39889.59	35886.65	22174.35	34992.83	3239.5	6911.56	2199.4	24605.37	19848.81	4500.37	10986.21	17955.43	7320.33	3997.12	4560.73	2967.76	11694.37	6109.2	2905.68	1999.1	9525.14	3153	4331.55	1223.91	6542.16	44111.69	1839.5	7350.75	7396.62	7716.69	3192.62	10700.88	4335.1	42166.99	9903.86	49927.25	19173.09	22127.45	7124.78	10286.51	4171.43	9546.97	3524.18	12030.12	28342.09	134183.78	13840.48	7459.28	2100.37	27178.26	15136.22	3020.86	11182.71	1390.68	668.75	2049.35	28386.64	2276.99	3403.45	8197.47	3380.81	9088.43	19473.76	33693.75	3958.29	17720.78	29509.41	11097.6	20886.23	33890.73	21799.82	31980.49
K00100	K00100	55174.67	5093.73	54307.74	25463.26	22154.25	17500.93	33777.48	77919.57	14577.51	89864.98	43876.09	17994.66	66769.74	14887.4	22336.52	42267.14	4919.75	15380.8	33797.75	38007.69	49472.15	27806.43	31897.23	34120.75	6143.98	625.15	31626.63	33553.99	848.87	12964.38	24962.1	18527.34	15319.12	44620.82	32356.92	22601.96	3987.37	4742.6	7814.35	57819.65	137	116617.55	22229.33	123140.25	47020.71	348.75	24760.75	24804.29	112546.85	4765.29	49582.15	17238.44	42015	117236.7	63828.59	52836.75	38781.03	34112.37	7594.51	5081.85	21891.05	10088.18	11057.54	54025.58	126037.69	23518.98	5163.95	14045.87	27495.51	58760.55	26879.28	18307.38	24986.68	17316.33	30489.35	37651.71	17865.32	5032.2	26330.38	15842.23	50295.26	27137.43	84611.09	46279.78	83455.36	25886.9	17300.43	126055.23	127145.64	20732.32	37489.57
K00101	K00101	4.5	211.75	377.25	121.75	2.25	152	4.25	69	5.5	4201.75	0	165.5	2.5	63.25	2.75	23.75	0.75	34.25	69.25	2.25	61.5	352	2	4	5852.5	2175	4	4.5	4408	106.25	0	64.75	13.25	38.75	21.5	101.5	4863.25	186.75	26	62.75	3140	3.25	1.5	4	128	1810	2603.25	8	1.75	409.25	2.5	12	2.25	1	0	1	5	1	32	402.25	0	483	1	86.5	750	1	1	40.25	201.75	57.25	52	0	1	0	1	44.75	87.25	0	0	9	62	54.25	1603.5	13	195.25	106.5	3.75	0.25	0.25	1352	5.25
K00102	K00102	9088	157	1158	459	1533	245	1872	1375	5158	7391	1724	825	11112	1615	7978	279	1894	735	679	1255	205	1246	1500	873	230	0	7176	1947	46	2543	2808	1041	588	254	331	1895	157	369	318	1279	0	391	539	691	8880	34	618	2659	3616	155	1446	863	10610	952	6081	4291	4709	4094	3063	395	1990	42	2215	12590	2897	3911	1419	236	816	6629	774	2296	85	58	875	5298	588	607	1428	419	430	843	4177	152	1481	5103	3325	1035	15025	10268	15844
K00104	K00104	9290.08	443.24	1454.08	607.59	1721	571.17	3991.9	1949.82	5608.33	7792.08	2977.49	1096.68	11331	1877.75	8697.08	368.58	2013.08	856.84	1247.08	3306.4	6674.92	1815.51	3204.27	891.5	6139.67	2192.25	7416.33	3100.65	4461.83	3554.5	3029.5	1590.91	691.42	344.91	460.67	2344.91	5088.08	739.5	385.17	1592.16	3140.5	407.75	577.83	802.83	10705.15	1844	3384.42	2801.83	3736.59	763.25	1517.32	906.83	10716.08	1247.16	6264.83	4352.84	4906.5	4147.83	3178.91	888.75	2058.17	991.92	2223.5	13681.92	3043.5	3982.33	1520.33	396.92	883.58	6925.75	839.66	2715.16	115.33	89	899	5898.01	718	729	2306.67	478.66	555.75	935.33	4306.74	248.01	2807.08	5327.34	3480.59	1150.25	18699.01	10280.33	17438.92
K00105	K00105	1.25	1.75	0	4.25	2	23	1.25	12	1.25	2	1.5	0	0	18.5	1.25	0	0	0	0	3	3.5	0	2	0	5.75	0	0	0	2.5	5	0	4.75	0	3.75	5.25	12.25	0	126.5	4.5	7	0	2.75	1.75	0	2.5	0	0	3	0	54.5	0	2.25	0	1.75	0	1.25	0	0	9	1.75	0	13.25	0	3.5	4	0	0	80	1.5	4.75	1.75	0	0	0	0	4.75	2.25	0	0	0.5	1.5	2	4.5	42.25	4.5	5.75	0	42.25	579	0	0
