id	KO	Itg.10.DTT455.S49	Vil1.01B.FP07	Lyz2.04B.FP243.S92	Vil1.04B.DTT43	Vil1.07B.DTT79	Vil1.06B.FP67	Lyz2.01B.DTT207.S47	Itg.22.FP515.S18	Lyz2.05B.FP255.S52	Lyz2.04B.DTT243.S84	Vil1.04B.FP43	Vil1.09B.FP106	Itg.02.DTT407.S99	Lyz2.08B.DTT291.S133	Itg.24.DTT527.S22	Itg.26.DTT539.S35	Lyz2.08B.FP291.S89	Vil1.06B.DTT67	Vil1.02B.FP19	Itg.26.FP539.S43	Itg.18.FP491.S94	Itg.12.DTT467.S61	Vil1.07B.FP79	Lyz2.02B.DTT219.S59	Itg.24.FP527.S30	Lyz2.07B.FP279.S77	Lyz2.03B.FP231.S79	Itg.18.DTT491.S86	Itg.06.DTT431.S24	Lyz2.05B.DTT255.S96	Itg.08.FP443.S44	Lyz2.07B.DTT279.S121	Vil1.08B.FP94	Vil1.05B.DTT55	Itg.16.FP479.S81	Vil1.05B.FP55	Lyz2.06B.DTT267.S108	Itg.16.DTT479.S73	Itg.12.FP467.S69	Vil1.14B.FP166	Itg.20.DTT503.S98	Itg.22.DTT515.S10	Itg.06.FP431.S32	Lyz2.06B.FP267.S64	Vil1.013B.DTT151	Itg.02.FP407.S7	Itg.04.FP419.S19	Vil1.02B.DTT19	Lyz2.01B.FP207.S55	Itg.08.DTT443.S36	Vil1.13B.FP154	Vil1.03B.FP31	Vil1.010B.DTT115	Vil1.08B.DTT91	Vil1.014B.DTT163	Vil1.09B.DTT103	Itg.10.FP455.S57	Lyz2.03B.DTT231.S71	Itg.20.FP503.S6	Lyz2.02B.FP219.S67	Itg.04.DTT419.S11	Vil1.10B.FP118	LYZdtt351	SLCFP067	SLCdtt019	SLCFP091	LYZFP327	SLCFP073	SLCFP019a	SLCFP049	LYZFP339	LYZFP315	SLCFP127	LYZdtt363	LYZdtt315	LYZFP351	LYZFP303	SLCdtt109	SLCdtt001	LYZdtt303	SLCFP001	SLCFP109	LYZdtt339	LYZdtt327	SLCdtt067	SLCdtt163	SLCdtt145	SLCFP163	SLCFP145
K01611	K01611	1249.95	668.25	582.25	1403.05	4210.5	1658.9	1204.7	408.9	364.5	1246.3	1740.9	279.25	1058.75	782.75	1497.05	554.7	609	3795	625	670.75	826.7	1122.5	943	1740.75	781.6	328.75	539.65	915	384.25	714.5	1129.2	1873.55	504.5	6320.5	979.45	2519.5	1532.45	888.9	1353.1	114.5	1058.6	626.5	591	959.5	3588	427.5	1542.9	159.45	1200.2	1850.15	595.5	1415.6	4562.75	5383.75	2252.35	5257.75	1314.2	864.8	1159.4	1782.5	1179.05	662	1970.5	352.3	192.8	2143.6	823.95	234.4	823.9	880.4	1375.05	2149.95	256.2	4381.55	5009.55	2791.75	1936.1	784.25	393.9	237757	1423.25	1058.7	1052.8	805.75	462.45	2583.8	2017.95	1003.3	933.25
K01613	K01613	20224.32	14137.47	24720.83	5394.62	4227.46	11833.11	6569.74	15701.56	5339.98	17608.18	20613.67	12484.78	8684.01	7908.12	11073.18	8212.17	4375.39	3827.24	25122.03	14090.75	23511.09	20082.77	11799.5	10436.27	8864.72	3705.64	15406.16	16804.68	6149.5	4391.77	21378.31	6976.74	9624.78	6352.1	10587.04	20650.56	9865.73	98696.88	20347.11	112275	18452.68	21689.36	6915.95	11329.45	15898.47	7770.92	8980.55	3673.7	8242.25	7111.07	316072.89	11526.04	5351.75	5483.23	10083.48	6340.74	39478.53	6546.74	16671.99	10797.7	8354.01	12957.9	14590.09	7546.33	2445.36	19858.48	30367.29	5848.57	6789.7	11518.49	16778.59	24621.81	5354.86	26899.18	16168.9	23207.54	15563.53	14852.08	2638.27	359222.46	16437.61	10104.03	3685.25	16889.73	6287.55	34404.85	28619.97	15900.73	20737.03
K01615	K01615	1395.5	798.5	721.5	672	0	1542	1316	453.5	643	1481.5	1752	135	805.5	524.5	1746.5	496	667.5	0	973	533.5	918.5	1193	630	2191	1259.5	314	673.5	994.5	316	483	852	840	504	0	635	2573	2143	636	1529	27	714.5	491	618	1820	66	260.5	1512	99	1293	350	7	1356	21	13	532	67	1147	876	1139	2168	748	548	2639	266	218	1276	791	337	538	486	1634.5	2527	231	6435	1314	3769.5	1836.5	629	170	11355	1075	789	598	610	385.5	1323.5	1763	712	551.5
K01619	K01619	49932.77	35116.05	80967.83	11923.92	4498.79	31845.51	24446.86	26114.46	25500.23	58940.97	36280.31	88388.7	21670.84	29068.44	29005.48	18643.79	25939.39	3807.32	51961.86	24458.25	44966.79	44374.27	29048.99	34432.02	21678.07	8869.64	72459.56	41252.43	49063.5	14989.7	38702.26	18374.87	97054.86	6573.43	33478.99	48785.32	28698.43	40456.53	39782.46	102050.58	52496.28	42036.28	23829.45	30338.7	22643.63	15282.92	24215.45	11989.73	28344.45	14643.31	180817.64	36021.89	7429.42	6607.65	22274.24	11623.32	82915.15	37783.53	46832.14	37297.45	20634.64	100624.4	154152.51	11783.96	11004.83	28491.58	111866.16	27353.39	20229.27	19951.39	77989.06	139673.68	14759.81	62394.81	58174.02	56660.71	235444.8	31744.08	5279	776034.05	21821.53	17229.65	17009.31	67448.81	21736.83	104929.23	86357.91	31897.95	36191.12
K01620	K01620	14958.07	9815.72	8858.83	7187.62	4389.46	17002.11	10935.99	6732.06	15293.48	15161.76	17084.75	42912.03	12949.76	8632.95	16552.43	8551.92	4189.89	3859.99	16897.03	7609.25	15783.59	15668.77	14198.33	17351.02	12724.22	3863.89	6111.91	16003.43	6511	10396.44	8762.31	10858.99	28060.78	6378.6	13555.29	29125.73	19750.23	93317.88	15329.36	15182.5	9640.43	11490.61	7398.2	18413.7	18617.8	7027.92	12382.05	2512.45	9809	7326.74	7131.89	18411.29	5779.5	5531.23	13439.31	9275.99	13849.03	7861.07	10829.99	16860.7	9787.51	35106.15	26136.84	6320.33	3378.86	9793.73	48999.29	3967.07	10959.45	10586.99	28979.84	22840.31	3030.86	43126.68	26908.73	27557.79	16168.28	12585.58	2007.77	823779.38	8817.36	10873.53	6436.67	24848.98	5282.8	46629.6	31331.3	12497.98	7435.45
K01621	K01621	27466	16498	56074	3616	119	8350	6074	13397	4574	33331	12306	32192	6938	17342	7671	6586	19251	4	25537	10440	13817	19264	8156	9327	5928	1888	57811	12932	37956	2548	17528	4780	56285	193	11134	8423	4914	21042	14227	74760	31618	21849	11499	7101	4200	5579	4728	5519	9860	6200	177605	10472	1200	1051	7848	1235	53392	24558	24686	10188	7704	43374	117423	5980	6359	13401	22496	19768	2364	1818	21654	74194	10079	7555	14359	11275	201189	17013	2884	24396	10208	4559	6254	26758	14643	40690	49167	10145	24664
K01623	K01623	512.5	264.75	336	96	79.75	201	681.5	130	197	728.08	373.08	399.5	499.5	331.58	375.5	157.75	132	0	243	118	199.5	473.75	172.83	631.75	286.75	131	314	252.25	93.75	308.17	173.75	517.75	1639.75	0	78.25	567.17	633.25	481.75	511.75	75	322	157.75	174	539	2934.33	72	262	48	696	466.42	572	133.25	0	0	1367.83	52.5	742.25	242.58	113.25	915.75	425.5	271.75	621	76	50.75	175.5	221.75	186.75	103	337	381	638.25	49.75	1062.25	4131.58	479.25	481	165.25	106	222412.42	152.25	179.75	150.67	175.5	121.25	5591.75	808.83	389.25	71.92
K01624	K01624	62012.18	40590.72	81227.58	19592.06	13332.71	42745.35	48844.53	27199.32	27541.87	74140.79	49225.81	76419.21	32451.37	35648.27	45745.3	23976.05	30172.39	11406.24	56519.94	26523.25	45005.43	54188.18	31685.01	61324.02	31009.64	10885.21	75493.67	46855.43	51316.82	20114.85	37900.94	29279.27	106572.28	19284.1	33209.31	68963.96	50926.2	125873.42	49324.21	90376.59	59057.78	45177.79	29646.5	45593.2	44569.14	17345.35	38673.02	20625.72	47361.18	22107.23	188704.89	39231.48	16322.75	17531.23	36787.57	21734.31	83523.8	44398.71	55377.64	64671.79	30514.49	83877.33	177821.32	15806.11	11559.09	34864.58	102427.17	33469.4	20959.85	31343.98	73599.71	147085.26	17163.08	128988.87	106169.96	81938.52	243743.95	39299.99	7327.44	2491857.54	28648.27	24334.09	27294.38	68453.05	25478.59	127198.9	114700.61	37047.87	41314.61
K01625	K01625	22997.99	18454.46	13883.99	8163.79	4543.79	22171.78	17554.91	15515.22	19134.65	19420.18	25111.01	61491.12	15200.68	10553.45	20532.85	11851.34	6750.39	3788.57	26742.36	14271.59	35426.42	26581.77	21877.67	23501.93	15809.55	6063.14	9988.16	30091.85	10784	12227.27	22336.48	13429.9	36761.11	6382.93	23782.87	35756.56	24340.9	20480.21	27268.94	71985.33	19448.35	23308.7	11328.61	22769.45	24416.81	10558.25	16949.55	3754.19	16451.09	8962.73	159053.39	23437.71	6090.09	5574.57	17358.81	10305.4	33824.2	9012.07	18795.66	23234.37	13290	56267.23	32508.59	5606.49	4691.69	18316.15	84911.8	7974.74	17285.2	16016.82	54919.59	35182.48	5387.86	52599.85	49646.23	36633.37	22245.37	15695.58	2610.1	1186969.62	14255.78	13177.03	8208.92	39358.89	6853.38	56131.01	36706.47	19481.07	14146.69
K01626	K01626	12417.83	7698.42	6840	8256.32	12491.17	13320.17	14138.5	3406.68	6253.82	14615.99	14801.33	21074.17	7438.1	5948.33	16516.41	5235.42	3096.5	11405.42	8012.5	3451.75	14568.32	12470.58	13328.84	18253.25	7284.41	2956.16	4587.18	15119	4924.91	5346.66	7089.84	10895.91	28133.92	19006.67	11072.41	17504.99	16036.76	9180.57	12158.25	5847.34	9863	5822.67	6418.9	10605	7460	2080.59	10996.41	1371.08	10553.74	7901.59	5391.5	9607.92	14095.58	16263.83	9483.91	16804.58	9272.24	6914.67	10907.5	17014.67	8566.51	23808.84	23404.07	4865.16	2252.42	6977	24458.17	3555.67	8668.58	10271.92	26528.24	22367.58	3033.26	43006.49	18727.76	23335.32	14234.99	7068.58	1747.43	294598.25	7058.16	5202.26	6674.08	12187.08	4365.84	24286.92	22715.68	8674.25	7016.75
K01627	K01627	4426.99	12311.97	9404.33	2678.3	4147.71	9105.94	2816.07	4332.88	4328.66	6133.69	11041.34	2272.19	2714.33	3476.71	2450.02	2630.83	3140.39	3797.24	10772.7	5266.75	8073.77	7424.94	10857.16	4015.77	3032.06	2948.48	6709.48	6548.68	4121.34	2964.19	7498.47	3292.25	3842.78	6341.1	6084.38	15497.07	2592.47	87469.56	7388.11	1157.83	7805.68	7519.52	4290.3	4799.45	8512.3	2330.08	3585.39	1392.04	5719.26	3194.65	4536.39	9439.37	4968.75	5466.23	3952.15	6059.58	8357.87	1899.07	7967.49	6332.53	3308.42	2988.06	8203.35	4628.34	1102.52	2924.48	27780.2	4008.73	3930.2	6771.32	14096.93	18770.31	2625.85	11499.11	9733.81	16912.05	10966.12	2198.5	887.26	126775.88	4866.78	4139.35	2011.17	14960.07	1928.88	21356.85	8172.04	9038.06	6773.7
K01628	K01628	15287.58	5824.25	6069.58	6426.74	4865.17	13673.17	14625.83	7742.84	3873.16	12744.32	14474.16	6548.75	10095.93	5715.92	16358.75	5924.67	3164.5	3828.67	9860.83	5573.08	13323.32	13188	4471.5	18224.75	8929.66	2857.58	4714.93	12547.66	3227.74	4679.32	8494.67	9120.91	22147.67	6375.67	5793.08	18068.16	14003.42	89787.15	13862.34	56233.17	12905.49	10769	6094.99	10856.17	30487.33	4404.84	13746.16	4153.75	12159.83	7715.59	164385	6282.17	4827.58	5495.08	17559.75	5672.75	16793.15	6839.5	14425.16	18412.84	9861.09	7471.5	16300.99	5787.66	1515.5	14652.67	5949.25	3471.17	4096	10899	8555.57	22368.58	3630.84	37619.24	41230.09	19159.57	12362.32	8780.74	1778.18	2140942.67	10384.4	6487	6951.16	4839.91	5415.26	25011.17	30354.93	9797.83	11739.25
K01629	K01629	950.41	746.71	1536.74	1099.22	4215.29	1571.61	967.74	520.54	359.08	1331.19	1050.43	408.78	961.75	1006.54	503.44	500.5	583.39	3806.82	841.53	879.59	636.6	937.44	1232.83	1205.18	543.14	765.98	965.48	524.6	473.59	852.94	822.64	2372.41	2380.36	6334.43	979.96	3621.82	1521.39	962.14	786.94	246.91	853.1	1301.61	734.46	1674.45	9892.64	391.66	2067.14	2848.28	1955.6	2844.56	1234.64	829.54	4668.34	5397.57	3279.98	5440.24	920.29	581.15	897.66	2202.2	1531.66	524.39	3274.1	684	311.85	1383.4	5264.21	805.9	937.7	1319.9	2712.18	3539.23	412.6	2858.78	21984.39	7627.63	3395.71	661.75	529.34	243943.54	1610.95	1526.6	3313.09	2617.23	474.71	8488.01	2939.04	972.9	588.61
K01630	K01630	546.25	157.25	195.25	1036.25	4210.5	448	516.5	163	180	520	717	87.75	689.25	548.25	819.75	219.5	284.5	3769	162	178.25	260.5	304	155	414.75	466	81.75	141.25	325	157.75	551.5	306.5	1489.75	122.5	6320.5	282.25	545	1156.75	350.5	393	86	322.5	263.5	251	778	3571	63	902	103.25	265	1600.75	596.5	714.5	4523.75	5378.75	2011.75	5163.75	263	382.5	291	478	823.25	234.5	485	119	47	947	318.25	30	259	318	364.25	755.25	70	1907.25	4427.25	651.75	448	353.75	196.5	233778	562.75	344	733.5	363.25	276.75	702.5	534.75	241.5	94.75
K01631	K01631	103.25	2.25	2.25	850.25	4130.75	4	142.5	0	0	225	1	2	170.75	160.5	59.75	28.5	3.5	3769	4	1.25	1.5	28	4	20.75	1	1.75	2.25	21	26.75	302.25	2.5	934.25	3.5	6320.5	2.25	9	22.5	165.5	1	12	115.5	56.5	0	1	591	1	0	82.25	1	1154	22	4.5	4509.75	5378.75	561.75	5120.75	1	160.5	1	0	241	32.5	73.75	0	4	0	168	0	0	37	84.75	111.75	0	122	1292.5	94.75	103.75	8.5	112.5	10396.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	271.75
K01633	K01633	6578.74	11712.55	18110.83	2392.55	4135.54	8979.94	2554.49	6299.88	5511.91	9674.02	10070.92	3862.11	2799.16	3917.87	2846.52	3241.75	3116.39	3776.82	12444.78	6618.75	9473.77	7788.44	10533.99	3301.02	3627.31	2901.98	9896.98	7223.43	4218.84	3061.53	10567.22	3212.33	2394.36	6335.43	6186.63	15168.49	2226.97	7321.81	8536.86	11989.91	10174.68	9558.44	4290.8	4757.7	8066.3	3117.08	3048.39	4324.87	5582.76	3469.65	1952.39	9778.62	5073.42	5444.65	4257.65	6030.66	14343.04	5044.9	10359.24	5366.28	3134.75	5359.31	7522.27	2599.17	1243.69	5076.98	27553.37	4030.65	3894.87	6644.32	13569.6	45569.73	2752.6	9307.69	22951.97	16385.47	20433.04	2692	1116.09	37158.63	5352.2	4213.27	3287.34	14676.9	2184.96	26873.18	4397.62	12324.98	6297.45
K01635	K01635	19986.5	15477	46441	2528	128	6149	4831.5	6032	2509.5	28015.83	7519.33	23012	3945	16082.33	3711	4105	18637	14.5	18741	6053	4132	13689.5	5143.33	7254	2870	1543	53709	6787	37173.5	1595.67	9103	3885.5	54187	212	8214	4731.17	2754	15680	7495	7522.5	25047	13158	10658	4125.5	2012.33	1996	3519	7078	8595	5132.67	22149.5	8096	931	1050.5	4987.33	1122.5	36167	20048.83	18389	8214	6414.5	35076.5	114741	4293	5840.5	3340	21325	19123	1391	694	19996	43649.5	8464	2252	29339.33	7553.5	189216.5	13267	2264	10126.17	5066	2276	7241.67	25885.5	12215	31202	43904.33	3269	19173.67
K01637	K01637	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
K01638	K01638	1043.5	522.5	149.5	2004.5	8261.5	481	588	120	286	1003	751	442	938.5	1147	669.5	285	93	7538	479	132.5	677	951	519	731.5	413	58.5	170.5	1032	242.5	954.5	268	2094.5	2719	12641	221.5	858	592	1021	390	301	711	356	177	622	1224	107	284	296.5	198	2477	58	443	9039.5	10757.5	1477.5	10278.5	224	715	347	504	962	1331	863.5	51	68	266	779	69	286	274	573.5	1067.5	57	2486	2802	630.5	829.5	373	264	23144.5	158.5	71	1770.5	979.5	265.5	1392	918	970	276.5
K01639	K01639	29087.69	28536.38	46181.49	8560.09	4585.71	20478.18	18176.44	15461.62	7949.15	35932.06	26052.99	30603.45	11760.85	18959.7	15904.15	8896.62	23034.39	3854.24	29501.03	12095.59	20735.12	25488.02	15336.5	22892.18	10109.9	5480.64	55447.06	20526.6	42255.75	6175.77	18595.93	11353.12	69452.53	6556.6	16685.82	27361.23	14455.85	20766.36	20744.29	62661.5	38968.95	27748.28	17926.11	14343.95	24313.47	7615.75	14248.45	5726.06	21519.79	10664.72	182766.89	18274.56	5875.42	6582.9	16516.57	7377.07	48052.98	23387.45	33782.81	23549.62	14154.97	39823.98	133359.42	10401.96	7219.07	17141.25	49811.08	24857.72	6928.43	14017.72	36770.72	73069.26	13093.81	40147.57	39192.78	34922.45	205248.8	16391.33	3272.67	964589.21	13984.36	8683.31	9699.89	41041.56	17191.5	61241.23	55834	15504.45	28622.78
K01640	K01640	150	105	36	159	0	124	22	94	83	43	843	72	50	85	93	55	94	0	100	34	152	168	97	35	53	32	56	137	66	31	236	70	235	0	182	270	106	118	174	8	95	75	85	144	6	33	536	18	52	41	0	699	22	0	37	60	148	24	105	72	183	201	212	92	27	800	45	14	216	142	184	199	46	228	227	281	169	200	58	253	364	253	40	21	39	855	147	163	26
K01641	K01641	26550.75	15764.75	55445	3056.75	123.5	6190	5027.25	13015	4005.25	32162.33	11200.58	30135.25	6245.5	17142.33	6321.5	6175.75	18703	7.25	24605.25	9966	12709.5	18278.5	5190.33	7346.75	4826.75	1590	57189	11919.25	37664.5	2154.17	16854.75	4200.25	56717.75	204.5	10129.25	5917.42	3201.5	20537.75	12893.75	73699.25	31212	21476.75	10965	5582.25	4113.83	5341	3869	8059	8729	6060.17	177743	9685.25	1189.5	1044.25	7093.33	1241.25	52590	23885.83	23642.25	8334.75	7263.5	42674.25	114939.25	5760	6193	12926.5	21794.5	19474.25	1916.5	1427	20094.5	71780.75	9649.75	2351.25	24804.83	7706.25	199443.25	16572	2869.5	13406.92	9384.25	3942.75	7352.67	26246.5	14307.75	43652	48873.58	9490.25	24176.92
K01643	K01643	7819.5	494.25	9332.25	1891.25	4215	491	834.25	7557	1710.25	5074.25	5968.5	7091.75	3214.75	1979.75	4342.75	2323.5	597.5	3776.25	6145.5	4045.25	8954.5	5489.75	219.5	781.75	2388	207.75	3753.25	5957	794.5	1227	8488.5	2217.5	2189.5	6328	2878.25	2110.25	2198.25	5513.5	6102	66306.25	6572.5	8887.5	798	2573.25	5691.5	3429	2437	1126.25	673	3041.25	156190.75	3356.5	4826.25	5393	4502.75	5400.5	16765	4272.75	5756	985	2268	7994.25	1204.5	1728	542.25	13052	930.25	473.5	1336.5	1259	628.25	29339.5	1260	3227.75	14797.25	1333	10822.25	4319.75	885	237550.25	5490.75	2602	1253	787	2451.25	9806.5	6282.75	6816.5	5238.75
K01644	K01644	7871.5	575.25	9345.25	1938.25	4215	557	834.25	7583	1784.25	5100.25	6143.5	7139.75	3242.75	2036.75	4365.75	2360.5	609.5	3776.25	6223.5	4074.25	9046.5	5568.75	291.5	798.75	2411	228.75	3788.25	6040	831.5	1252	8548.5	2241.5	2325.5	6328	2912.25	2212.25	2217.25	5550.5	6166	66315.25	6635.5	8915.5	835	2607.25	5691.5	3455	2473	1136.25	688	3061.25	156191.75	3498.5	4834.25	5393	4533.75	5414.5	16807	4289.75	5829	1028	2290	8122.25	1337.5	1750	547.25	13069	956.25	484.5	1379.5	1297	799.25	29487.5	1302	3334.75	14830.25	1537	10970.25	4337.75	898	237812.25	5543.75	2645	1269	805	2465.25	10484.5	6354.75	6917.5	5511.75
K01646	K01646	7756.5	470.25	9309.25	1869.25	4215	447	812.25	7535	1701.25	5057.25	5892.5	7088.75	3197.75	1967.75	4288.75	2308.5	584.5	3776.25	6123.5	4040.25	8900.5	5414.75	203.5	763.75	2362	199.75	3732.25	5914	771.5	1221	8475.5	2195.5	2096.5	6328	2868.25	1975.25	2149.25	5478.5	6035	66306.25	6550.5	8859.5	754	2541.25	5691.5	3422	2399	1118.25	635	3034.25	156190.75	3337.5	4826.25	5393	4502.75	5397.5	16714	4265.75	5746	956	2236	7977.25	1125.5	1719	535.25	12988	910.25	470.5	1317.5	1214	615.25	29288.5	1256	3106.75	14603.25	1256	10800.25	4264.75	883	237550.25	5486.75	2594	1229	784	2438.25	9657.5	6233.75	6776.5	5235.75
K01647	K01647	15391.07	8803.13	8513.49	7657.36	4309.71	17342.95	16170.66	4491.4	6886.97	16351	16126.67	19676.54	9653.78	7250.36	19056.76	6536.01	4948.39	3915.99	9258.11	5359.59	17187.24	15257.85	13464.84	21658.93	10325.96	3707.55	5998.59	17603.35	5272.41	5705.85	9506.57	11880.31	26208.53	6371.6	12119.03	24909.72	23054.66	92991.78	15842.44	5355.17	10529.6	7313.37	6860.01	15680.2	13797.64	2899.59	14120.21	4029.77	12755.33	7282.99	5004.64	9367.88	5158.17	5548.4	11113.8	6808.98	12315.69	8458.32	11979.91	19656.29	10061.01	25706.32	31216.66	5352.15	2544.61	8390.9	26959.22	5537.66	10009.28	10417.99	31189.83	30134.31	2976.12	56863.84	33807.32	34247.94	20127.86	8489.16	2072.78	610875.79	9180.44	7870.79	8923.42	14088.22	4767.72	43998.93	32040.48	9561.57	6465.86
K01649	K01649	18969.57	20045.56	16576.08	9214.12	4263.3	25124.61	17995.9	8131.06	10726.98	21316.09	27515.58	22366.94	11235.85	10084.37	20001.18	8532.83	7369.89	3915.33	18915.12	9723.25	24100.59	21445.27	22908.16	25100.52	12698.22	6046.39	11851.41	23225.93	9008.25	7825.77	16086.56	12518.08	31074.62	6407.44	17498.29	37132.9	21964.73	179245.88	21470.11	6503.84	17448.18	13391.27	10927.7	18304.95	13152.79	4856.67	17084.3	5211.04	17764.5	8036.75	11543.64	19320.54	5532.91	5639.64	12210.3	7578.08	19492.44	10036.65	19040.74	26569.95	12197.35	29215.9	36286.75	11780.17	3485.52	11957.48	52040.7	8297.98	13356.61	16047.74	42739.75	44891.47	5010.36	64700.02	32406.4	46625.45	28951.69	10202.08	2547.36	497633.39	12583.27	10392.69	9436.84	26518.32	6692.39	54776.94	38467.63	18026.89	13663.96
K01652	K01652	56587.81	41283.22	80846.08	20446.83	12694.71	43107.62	45194.5	20057.6	19448.19	73242.31	50098.57	48652.05	26309.05	34169.76	46427.66	20187.69	30040.39	11466.24	47060.52	21350.25	38907.05	49463.51	31788.68	59616.02	26745.2	10609.87	75003.95	44323.93	50160.98	15145.6	34249.08	27226.21	108314.78	19254.1	31194.77	62823.62	47099.51	122577.84	43578.11	25634.76	57519.68	34916.63	28606.15	38843.2	19401.64	10787.69	36059.78	14013.68	43055.97	19541.17	28589.64	35869.05	15807.75	17532.23	25065.13	19547.97	69524.01	43540.91	54855.74	58780.46	28170.03	72765.92	179612.81	14411.3	11018.13	29063.48	81335.31	33107.34	20816.45	29353.75	75455.07	148277.31	16240.39	136378.64	76560.83	85459.76	246629.26	32453.82	6719.55	724677.54	26804.1	19749.57	24178.83	59030.96	23759.56	116526.85	102327.92	32985.24	38776.11
K01653	K01653	26551.65	22177.47	21664.33	13200.69	8360.71	31576.28	29444.91	9852.24	12932.3	32486.42	31823.75	22578.12	15761.94	13242.03	31717.09	11862.01	8935.39	7659.99	22442.11	11493	27850.91	27722.1	24053.34	40282.27	18189.88	7474.3	14964.84	29333.93	10825.66	10283.85	17923.4	17590.98	42525.78	12717.1	19825.7	46018.55	33376.24	100606.2	27469.11	6289.67	23456.18	16352.45	14610.35	25917.95	13425.64	6197.51	25092.46	5843.61	25969.99	10538.24	5479.64	20505.71	10014.5	11036.73	14626.06	12794.15	22791.94	14830.66	26229.74	39220.62	16647.35	29851.74	50042.83	7976.32	4333.2	16084.98	55933.88	10803.16	15825.45	22714.91	48513.5	59226.56	6263.37	100140	38751.24	61203.03	37551.44	14672.91	3266.03	442861.29	16103.69	13522.21	13011.08	29690.39	8523.47	65698.6	45917.15	21735.9	14824.36
K01654	K01654	2905.71	980.86	737.29	865.07	0.29	960.21	5741.29	804.14	547.93	3568.14	1774.93	672.93	1496	1548.29	4648.79	837.5	311.79	0.57	1237.93	409.14	1810.5	2927.79	700.93	6691.43	1120.64	610.93	630.43	2998.5	577.29	671.14	636.14	1080.21	8754.36	0.43	811.21	1932.57	2387.64	1400.64	2031.64	309.86	3188	1245.71	1114.36	2043.5	595.64	444.36	2005.64	234.93	3672	545.71	44.29	1276.14	42.29	2.07	803.93	117.14	707.29	2190	3153.86	6391	1346.36	1904.14	2791	532.5	256	2020.5	1125.86	612	774	2006.5	1956.93	5155.43	547	10796.43	2073.64	4247.93	1907.86	876	249.64	9243.29	1368.5	696.5	1176.79	1163.43	798.36	4599.71	5430.29	1434.5	1815.86
K01657	K01657	11432.32	14015.22	13639.33	5503.37	4227.46	13903.11	13692.24	6110.56	6294.98	15902.26	16358.75	5861.53	8133.01	6924.95	13193.18	5933.42	5016.39	3831.24	13563.78	7134.25	11971.59	13523.52	13547.83	16643.02	8391.47	3657.14	9423.66	12413.43	5726.75	5245.94	10031.56	8672.74	11889.53	6356.1	8657.29	23146.73	16762.23	91270.13	13605.36	2514	12189.18	10303.61	6601.95	13511.45	11802.8	3759.42	10011.05	4481.2	12528.75	5972.24	4640.14	10800.79	5064.25	5542.73	8496.31	6379.24	12287.03	6484.82	12792.74	16936.45	7538.26	5579.4	23189.34	5373.83	1846.61	7315.48	27273.79	7105.32	6874.7	11290.99	18886.09	33830.81	3556.11	49441.43	25961.23	28418.04	19705.03	6550.08	1785.77	378870.13	8247.86	7656.78	6739.92	16642.48	4082.8	41047.35	20618.55	11771.48	8055.45
K01658	K01658	11323.07	14059.97	14201.58	4545.12	96.71	13686.61	13518.24	6143.56	6326.98	15753.59	16453.08	3397.03	7685.26	6502.78	12735.93	5819.42	5200.39	58.24	13734.78	7338.5	11894.09	13213.52	11912.66	16465.27	8355.97	3871.39	9759.41	12042.43	5699.5	4883.86	9982.06	7433.99	10614.03	40.6	8374.54	24062.9	16415.73	90831.63	13508.36	1431	11768.68	10166.11	6945.45	13556.45	10269.13	3845.42	10655.05	7021.45	13574.25	4601.41	4657.14	10909.29	545	163.98	7195.89	1218.49	12258.53	6267.65	12644.74	17585.95	7145.76	5052.9	24230.09	5356.33	1823.61	7117.98	30541.79	7067.32	6484.2	10958.99	20169.34	34488.06	3293.11	49806.93	29430.56	33682.29	20869.78	6252.58	1651.77	368484.55	7973.61	7483.78	7711.34	17033.73	3807.05	40308.85	21026.88	11654.48	8005.37
K01659	K01659	103.25	2.25	2.25	850.25	4130.75	3	142.5	0	0	225	0	0	170.75	160.5	59.75	28.5	2.5	3769	4	1.25	1.5	28	3	20.75	1	0.75	2.25	21	26.75	302.25	1.5	934.25	2.5	6320.5	1.25	8	22.5	165.5	0	11	115.5	56.5	0	1	591	1	0	82.25	0	1148	21	3.5	4509.75	5378.75	555.75	5120.75	0	160.5	0	0	241	3.5	73.75	0	4	0	167	0	0	37	84.75	111.75	0	122	1292.5	94.75	102.75	8.5	112.5	10387.25	36.75	0	653.25	243.75	75.75	1	0.5	1.5	1.75
